ID;Persoonskenmerken;BedrijfstakkenSBI93;Perioden;Totaal_1;Werknemers_2;Zelfstandigen_3;Totaal_4;Werknemers_5;Zelfstandigen_6;Totaal_7;Werknemers_8;Zelfstandigen_9;Totaal_10;PerArbeidsjaar_11;PerGewerktUur_12
63;1;8010a Gesubsidieerd onderwijs;2004;441;441;0;331.6;331.6;0.0;534;534;0;17.2;51.8;32.2
64;1;8010a Gesubsidieerd onderwijs;2005;441;441;0;328.4;328.4;0.0;529;529;0;17.7;53.8;33.4
65;1;85 Gezondheids- en welzijnszorg;2001;1060;999;61;712.9;674.2;38.7;1156;1062;94;23.0;34.1;21.7
66;1;85 Gezondheids- en welzijnszorg;2002;1124;1065;60;757.8;718.7;39.1;1227;1134;93;25.6;35.6;22.6
67;1;85 Gezondheids- en welzijnszorg;2003;1177;1119;58;793.8;753.2;40.6;1287;1193;94;27.9;37.1;23.4
68;1;85 Gezondheids- en welzijnszorg;2004;1203;1137;65;805.2;759.6;45.6;1313;1208;105;29.1;38.4;24.1
69;1;85 Gezondheids- en welzijnszorg;2005;1227;1159;67;818.4;771.5;46.9;1327;1219;108;30.1;39.0;24.7
70;1;8040f Milieu, cultuur en overige dien..;2001;714;322;392;378.8;232.7;146.1;699;399;300;8.2;35.4;20.6
71;1;8040f Milieu, cultuur en overige dien..;2002;716;330;385;376.0;233.4;142.6;686;397;289;8.7;37.4;22.0
72;1;8040f Milieu, cultuur en overige dien..;2003;716;331;385;378.7;232.3;146.5;695;391;303;9.1;39.1;23.2
73;1;8040f Milieu, cultuur en overige dien..;2004;713;329;384;375.3;229.4;145.9;685;383;302;9.2;40.2;24.1
74;1;8040f Milieu, cultuur en overige dien..;2005;722;332;390;377.9;228.5;149.4;695;385;310;9.3;40.6;24.1
75;2;Totaal economische activiteiten;2001;4926;4283;643;4238.3;3735.2;503.1;7677;6327;1350;160.5;43.0;25.4
76;2;Totaal economische activiteiten;2002;4901;4263;638;4198.8;3704.8;493.9;7583;6272;1311;167.2;45.1;26.7
77;2;Totaal economische activiteiten;2003;4849;4209;640;4143.0;3644.0;499.0;7512;6195;1317;171.0;46.9;27.6
78;2;Totaal economische activiteiten;2004;4778;4132;645;4070.9;3567.3;503.7;7384;6051;1333;173.9;48.8;28.7
79;2;Totaal economische activiteiten;2005;4773;4116;657;4052.9;3540.7;512.2;7369;6016;1353;175.6;49.6;29.2
80;2;1;2001;224;92;131;190.5;68.8;121.7;470;117;353;2.2;31.7;18.7
81;2;1;2002;221;93;127;187.1;70.3;116.7;461;120;342;2.4;33.7;19.8
82;2;1;2003;221;91;129;185.0;69.2;115.9;449;118;331;2.5;35.5;20.8
83;2;1;2004;211;92;119;177.1;68.3;108.9;434;116;318;2.4;35.8;21.0
84;2;1;2005;207;89;118;175.0;67.5;107.5;429;115;314;2.5;36.4;21.3
85;2;2;2001;8;8;0;7.9;7.7;0.1;14;14;0;0.6;71.7;40.3
86;2;2;2002;8;8;0;8.2;8.1;0.1;15;14;0;0.6;77.1;43.1
87;2;2;2003;8;8;0;8.1;8.0;0.0;14;14;0;0.6;78.1;45.3
88;2;2;2004;8;8;0;7.8;7.8;0.0;14;13;0;0.6;83.2;48.3
89;2;2;2005;7;7;0;6.6;6.6;0.0;11;11;0;0.5;82.6;48.0
90;2;3;2001;816;782;34;764.6;737.9;26.7;1312;1242;70;30.9;41.9;24.9
91;2;3;2002;797;764;33;748.7;722.7;25.9;1280;1214;66;31.8;44.0;26.2
92;2;3;2003;772;739;33;723.8;697.2;26.7;1243;1175;68;31.9;45.8;27.2
93;2;3;2004;749;715;34;701.8;674.4;27.5;1205;1135;70;32.1;47.7;28.3
94;2;3;2005;735;701;35;687.2;659.6;27.6;1179;1109;70;31.8;48.1;28.6
95;2;4;2001;26;26;0;26.2;26.2;0.0;44;44;0;1.5;55.8;33.0
96;2;4;2002;27;27;0;26.8;26.8;0.0;45;45;0;1.6;58.0;34.3
97;2;4;2003;26;26;0;25.9;25.9;0.0;44;44;0;1.6;60.8;35.8
98;2;4;2004;26;26;0;24.7;24.7;0.0;42;42;0;1.6;63.8;37.8
99;2;4;2005;25;25;0;24.1;24.1;0.0;40;40;0;1.6;64.6;38.8
100;2;5;2001;465;392;73;445.9;381.8;64.0;781;620;160;14.5;38.0;23.4
101;2;5;2002;463;387;76;441.0;375.2;65.8;772;608;165;15.0;40.1;24.8
102;2;5;2003;445;368;77;424.4;357.6;66.7;743;577;165;14.9;41.8;25.9
103;2;5;2004;438;357;81;415.6;345.6;70.0;727;553;174;15.1;43.7;27.3
104;2;5;2005;439;353;86;416.2;342.3;73.9;731;548;183;15.1;44.2;27.6
105;2;6;2001;805;681;125;669.2;570.1;99.0;1246;977;269;22.0;38.5;22.5
106;2;6;2002;803;681;122;662.1;565.2;96.9;1229;970;259;22.7;40.2;23.4
107;2;6;2003;802;680;121;659.0;562.8;96.2;1227;969;257;23.3;41.5;24.1
108;2;6;2004;800;677;123;655.7;558.4;97.3;1227;967;260;23.9;42.9;24.8
109;2;6;2005;790;667;123;649.5;551.9;97.6;1216;955;261;23.9;43.4;25.1
110;2;7;2001;166;129;36;109.9;80.1;29.8;219;133;86;2.3;28.8;17.3
111;2;7;2002;167;131;36;109.2;80.1;29.1;219;132;87;2.4;29.4;17.8
112;2;7;2003;165;129;35;106.8;77.7;29.1;219;130;89;2.4;30.3;18.1
113;2;7;2004;163;127;36;105.5;76.2;29.3;219;129;90;2.4;31.1;18.4
114;2;7;2005;162;127;36;105.0;75.8;29.2;217;128;89;2.4;31.7;18.8
115;2;8;2001;388;355;33;336.8;315.6;21.2;644;578;66;13.2;41.8;22.8
116;2;8;2002;385;352;33;332.0;311.3;20.7;625;566;58;13.6;43.6;24.0
117;2;8;2003;379;347;32;325.5;303.8;21.7;616;558;58;13.7;45.1;24.6
118;2;8;2004;374;340;34;321.2;298.3;22.9;612;551;61;14.0;46.9;25.4
119;2;8;2005;372;339;33;318.1;295.2;22.9;609;548;61;14.0;47.3;25.5
120;2;9;2001;169;160;9;154.1;148.3;5.8;263;248;15;9.9;66.9;40.0
121;2;9;2002;168;158;10;156.1;149.6;6.5;266;250;17;10.8;72.0;43.2
122;2;9;2003;165;156;10;152.2;146.4;5.9;259;245;14;11.0;75.4;45.0
123;2;9;2004;160;151;9;148.1;142.5;5.6;252;238;13;11.4;80.2;47.9
124;2;9;2005;161;152;9;149.5;144.1;5.4;253;240;13;11.7;81.0;48.6
125;2;K Verhuur van en handel in onroerend ..;2001;903;789;114;706.6;631.2;75.5;1299;1115;184;28.5;45.1;25.5
126;2;K Verhuur van en handel in onroerend ..;2002;890;774;115;691.0;616.7;74.3;1272;1092;180;29.2;47.3;26.7
127;2;K Verhuur van en handel in onroerend ..;2003;875;756;119;677.9;601.1;76.8;1257;1071;186;29.9;49.8;28.0
128;2;K Verhuur van en handel in onroerend ..;2004;876;752;124;679.5;599.7;79.9;1257;1064;193;30.8;51.4;29.0
129;2;K Verhuur van en handel in onroerend ..;2005;915;785;131;703.0;618.8;84.2;1302;1098;204;32.3;52.2;29.4
130;2;75 Openbaar bestuur, overheidsdienste..;2001;343;343;0;327.0;327.0;0.0;520;520;0;15.2;46.6;29.3
131;2;75 Openbaar bestuur, overheidsdienste..;2002;347;347;0;328.8;328.8;0.0;526;526;0;16.0;48.8;30.5
132;2;75 Openbaar bestuur, overheidsdienste..;2003;357;357;0;337.8;337.8;0.0;547;547;0;16.7;49.5;30.6
133;2;75 Openbaar bestuur, overheidsdienste..;2004;346;346;0;325.2;325.2;0.0;518;518;0;16.7;51.5;32.3
134;2;75 Openbaar bestuur, overheidsdienste..;2005;338;338;0;316.8;316.8;0.0;509;509;0;16.7;52.8;32.9
135;2;8010a Gesubsidieerd onderwijs;2001;183;183;0;156.0;156.0;0.0;251;251;0;7.9;50.7;31.4
136;2;8010a Gesubsidieerd onderwijs;2002;184;184;0;157.6;157.6;0.0;256;256;0;8.3;52.6;32.4
137;2;8010a Gesubsidieerd onderwijs;2003;191;191;0;161.5;161.5;0.0;266;266;0;8.8;54.2;32.9
138;2;8010a Gesubsidieerd onderwijs;2004;183;183;0;153.1;153.1;0.0;248;248;0;8.9;57.8;35.7
139;2;8010a Gesubsidieerd onderwijs;2005;179;179;0;150.3;150.3;0.0;243;243;0;9.0;59.7;36.9
140;2;85 Gezondheids- en welzijnszorg;2001;212;182;30;177.3;155.9;21.3;299;245;54;6.8;43.5;27.7
141;2;85 Gezondheids- en welzijnszorg;2002;220;191;30;183.7;162.1;21.6;310;255;54;7.4;45.8;29.1
142;2;85 Gezondheids- en welzijnszorg;2003;223;196;27;187.8;166.2;21.6;317;263;54;8.0;47.9;30.3
143;2;85 Gezondheids- en welzijnszorg;2004;228;198;30;191.4;167.3;24.2;325;265;60;8.3;49.4;31.1
144;2;85 Gezondheids- en welzijnszorg;2005;225;195;31;187.7;163.3;24.4;318;258;61;8.5;51.8;32.8
145;2;8040f Milieu, cultuur en overige dien..;2001;216;160;56;166.4;128.5;38.0;314;221;93;5.1;39.6;23.1
146;2;8040f Milieu, cultuur en overige dien..;2002;220;164;56;166.5;130.2;36.3;306;222;84;5.4;41.5;24.4
147;2;8040f Milieu, cultuur en overige dien..;2003;219;163;55;167.3;128.9;38.5;312;218;95;5.6;43.6;25.8
148;2;8040f Milieu, cultuur en overige dien..;2004;216;161;55;164.1;125.9;38.1;305;211;94;5.7;44.9;26.8
149;2;8040f Milieu, cultuur en overige dien..;2005;217;160;57;164.0;124.5;39.5;309;212;97;5.7;45.7;26.8
150;3;Totaal economische activiteiten;2001;3885;3275;609;2398.1;2123.3;274.9;4114;3507;607;66.9;31.5;19.1
151;3;Totaal economische activiteiten;2002;3950;3344;606;2420.8;2145.5;275.3;4140;3541;600;71.6;33.4;20.2
152;3;Totaal economische activiteiten;2003;3948;3352;596;2404.2;2132.3;271.9;4092;3531;561;74.8;35.1;21.2
153;3;Totaal economische activiteiten;2004;3945;3340;605;2409.2;2132.1;277.0;4105;3529;576;77.1;36.2;21.8
154;3;Totaal economische activiteiten;2005;3996;3381;615;2425.1;2141.9;283.2;4128;3539;589;79.0;36.9;22.3
155;3;1;2001;83;44;39;41.2;23.6;17.6;79;40;39;0.5;21.2;12.5
156;3;1;2002;86;44;43;42.2;23.4;18.7;82;40;42;0.5;23.1;13.6
157;3;1;2003;82;42;41;39.6;22.2;17.4;73;38;35;0.5;24.1;14.1
158;3;1;2004;83;41;41;39.0;21.6;17.5;76;37;39;0.5;25.2;14.8
159;3;1;2005;82;40;41;39.7;22.3;17.4;77;38;39;0.5;23.8;14.0
160;3;2;2001;1;1;0;1.0;0.9;0.1;2;2;0;0.0;48.0;27.1
161;3;2;2002;1;1;0;1.1;1.0;0.1;2;2;0;0.1;50.3;28.3
162;3;2;2003;1;1;0;1.0;1.0;0.0;2;2;0;0.1;55.4;32.4
163;3;2;2004;1;1;0;1.0;1.0;0.0;2;2;0;0.1;55.1;32.4
164;3;2;2005;1;1;0;0.9;0.8;0.0;1;1;0;0.0;56.8;33.4
165;3;3;2001;243;226;17;183.6;172.5;11.1;313;287;26;5.1;29.6;17.8
166;3;3;2002;236;221;15;176.2;166.5;9.7;299;276;23;5.2;31.4;19.0
167;3;3;2003;227;211;16;168.9;158.6;10.3;285;264;21;5.3;33.1;19.9
168;3;3;2004;222;205;17;163.3;152.6;10.6;276;254;22;5.3;34.5;20.7
169;3;3;2005;216;199;17;157.5;146.7;10.8;266;244;22;5.3;35.8;21.5
170;3;4;2001;6;6;0;4.9;4.9;0.0;8;8;0;0.2;35.9;21.3
171;3;4;2002;6;6;0;4.5;4.5;0.0;8;8;0;0.2;44.1;26.1
172;3;4;2003;6;6;0;4.6;4.6;0.0;8;8;0;0.2;46.8;27.5
173;3;4;2004;6;6;0;4.5;4.5;0.0;8;8;0;0.2;48.0;28.5
174;3;4;2005;6;6;0;5.1;5.1;0.0;9;9;0;0.2;45.8;27.3
175;3;5;2001;52;38;15;38.4;30.6;7.8;67;49;17;0.8;24.5;15.2
176;3;5;2002;52;37;15;36.9;30.0;6.9;64;48;16;0.8;26.5;16.5
177;3;5;2003;49;36;13;35.8;28.4;7.4;59;45;14;0.8;27.4;17.1
178;3;5;2004;48;35;14;34.5;26.7;7.8;57;42;15;0.8;29.1;18.3
179;3;5;2005;48;34;14;33.4;25.3;8.1;56;41;15;0.8;31.7;19.7
180;3;6;2001;656;580;75;403.1;350.5;52.5;714;588;126;8.8;25.0;14.9
181;3;6;2002;657;585;72;397.1;347.5;49.6;700;583;117;9.1;26.1;15.6
182;3;6;2003;653;582;71;385.9;336.2;49.7;669;563;106;9.3;27.7;16.6
183;3;6;2004;642;570;72;389.6;339.3;50.2;682;574;107;9.6;28.2;16.7
184;3;6;2005;641;568;72;384.3;333.6;50.7;672;564;108;9.6;28.9;17.1
185;3;7;2001;174;147;28;94.7;74.0;20.6;184;122;62;1.8;23.9;14.5
186;3;7;2002;176;147;28;94.4;71.8;22.6;182;118;64;1.8;25.2;15.4
187;3;7;2003;170;145;24;88.2;69.2;19.0;165;115;50;1.8;25.9;15.5
188;3;7;2004;167;142;25;87.4;68.3;19.1;165;115;50;1.8;26.6;15.7
189;3;7;2005;169;144;25;87.7;68.6;19.1;166;116;50;1.8;26.9;15.9
190;3;8;2001;138;129;10;97.4;91.7;5.7;169;157;13;2.8;31.0;18.1
191;3;8;2002;137;127;10;94.1;87.5;6.6;163;148;15;2.9;33.5;19.8
192;3;8;2003;134;124;10;89.5;83.6;5.9;156;144;13;2.9;35.1;20.4
193;3;8;2004;133;123;10;88.7;82.6;6.1;157;144;13;2.9;35.6;20.5
194;3;8;2005;129;119;10;86.0;79.8;6.2;149;136;13;2.9;36.8;21.6
195;3;9;2001;135;132;4;107.1;104.8;2.3;179;173;5;4.3;40.9;24.7
196;3;9;2002;132;127;5;102.5;100.0;2.5;170;165;5;4.6;46.3;28.0
197;3;9;2003;128;125;4;98.7;97.2;1.6;165;161;3;4.7;48.5;29.2
198;3;9;2004;126;123;3;97.0;95.5;1.5;161;158;3;4.8;50.1;30.4
199;3;9;2005;127;123;3;96.3;94.8;1.5;160;156;3;4.9;51.8;31.4
200;3;K Verhuur van en handel in onroerend ..;2001;638;583;55;383.7;352.0;31.7;690;618;72;11.4;32.3;18.4
201;3;K Verhuur van en handel in onroerend ..;2002;628;570;58;374.4;339.6;34.8;673;598;74;11.6;34.1;19.4
202;3;K Verhuur van en handel in onroerend ..;2003;601;544;56;357.7;324.2;33.5;647;577;70;11.6;35.8;20.1
203;3;K Verhuur van en handel in onroerend ..;2004;596;537;59;357.0;322.1;35.0;644;570;74;11.8;36.6;20.7
204;3;K Verhuur van en handel in onroerend ..;2005;623;561;62;371.5;334.4;37.1;668;590;78;12.2;36.5;20.7
205;3;75 Openbaar bestuur, overheidsdienste..;2001;181;181;0;137.4;137.4;0.0;216;216;0;5.3;38.5;24.5
206;3;75 Openbaar bestuur, overheidsdienste..;2002;194;194;0;146.8;146.8;0.0;232;232;0;5.9;40.5;25.6
207;3;75 Openbaar bestuur, overheidsdienste..;2003;193;193;0;144.8;144.8;0.0;231;231;0;6.3;43.5;27.3
208;3;75 Openbaar bestuur, overheidsdienste..;2004;190;190;0;143.6;143.6;0.0;225;225;0;6.5;45.6;29.1
209;3;75 Openbaar bestuur, overheidsdienste..;2005;187;187;0;140.1;140.1;0.0;223;223;0;6.7;47.6;29.9
210;3;8010a Gesubsidieerd onderwijs;2001;231;231;0;157.6;157.6;0.0;251;251;0;6.6;41.9;26.3
211;3;8010a Gesubsidieerd onderwijs;2002;245;245;0;167.1;167.1;0.0;268;268;0;7.3;44.0;27.4
212;3;8010a Gesubsidieerd onderwijs;2003;252;252;0;172.0;172.0;0.0;280;280;0;7.9;45.8;28.2
213;3;8010a Gesubsidieerd onderwijs;2004;259;259;0;178.6;178.6;0.0;286;286;0;8.3;46.7;29.2
214;3;8010a Gesubsidieerd onderwijs;2005;262;262;0;178.1;178.1;0.0;286;286;0;8.7;48.8;30.4
215;3;85 Gezondheids- en welzijnszorg;2001;848;817;31;535.6;518.2;17.4;857;817;40;16.2;31.3;19.9
216;3;85 Gezondheids- en welzijnszorg;2002;904;874;30;574.2;556.7;17.5;917;879;38;18.2;32.6;20.7
217;3;85 Gezondheids- en welzijnszorg;2003;954;923;31;606.1;587.0;19.1;970;930;40;19.9;34.0;21.4
218;3;85 Gezondheids- en welzijnszorg;2004;975;940;35;613.7;592.4;21.4;987;942;45;20.9;35.2;22.2
219;3;85 Gezondheids- en welzijnszorg;2005;1001;965;37;630.7;608.2;22.5;1009;962;47;21.7;35.6;22.5
220;3;8040f Milieu, cultuur en overige dien..;2001;498;162;336;212.4;104.3;108.1;385;178;207;3.1;30.1;17.6
221;3;8040f Milieu, cultuur en overige dien..;2002;496;166;330;209.5;103.1;106.3;380;175;206;3.3;32.3;19.1
222;3;8040f Milieu, cultuur en overige dien..;2003;497;168;330;211.4;103.4;108.0;382;174;209;3.5;33.5;19.9
223;3;8040f Milieu, cultuur en overige dien..;2004;497;168;329;211.2;103.4;107.8;381;172;208;3.6;34.5;20.7
224;3;8040f Milieu, cultuur en overige dien..;2005;504;172;333;213.9;104.0;109.9;386;173;213;3.6;34.6;20.8
225;4;Totaal economische activiteiten;2001;3639;3328;312;2619.1;2432.9;186.2;4595;4132;463;75.0;30.8;18.2
226;4;Totaal economische activiteiten;2002;3560;3262;299;2528.5;2351.5;177.0;4425;3990;435;75.6;32.2;19.0
227;4;Totaal economische activiteiten;2003;3436;3154;281;2411.7;2243.7;168.0;4225;3819;406;74.5;33.2;19.5
228;4;Totaal economische activiteiten;2004;3280;3011;269;2291.8;2131.8;159.9;4014;3626;387;72.2;33.9;19.9
229;4;Totaal economische activiteiten;2005;3216;2958;258;2213.9;2062.1;151.8;3875;3508;366;70.3;34.1;20.0
230;4;1;2001;113;80;33;80.5;50.3;30.2;172;86;86;1.2;24.5;14.4
231;4;1;2002;110;79;31;77.9;49.7;28.2;166;85;81;1.3;26.1;15.3
232;4;1;2003;104;75;29;73.5;47.2;26.2;154;81;73;1.3;27.1;15.9
233;4;1;2004;100;74;25;68.1;45.0;23.1;143;77;66;1.2;27.1;15.9
234;4;1;2005;95;72;23;65.5;44.4;21.1;137;76;61;1.2;26.0;15.1
235;4;2;2001;2;2;0;1.9;1.9;0.0;3;3;0;0.1;46.5;25.8
236;4;2;2002;2;2;0;2.1;2.0;0.0;4;4;0;0.1;48.2;26.8
237;4;2;2003;2;2;0;2.0;2.0;0.0;4;4;0;0.1;51.5;29.6
238;4;2;2004;2;2;0;2.0;2.0;0.0;3;3;0;0.1;52.8;30.3
239;4;2;2005;2;2;0;1.6;1.6;0.0;3;3;0;0.1;53.5;30.8
240;4;3;2001;365;354;11;315.5;307.3;8.1;542;521;21;9.9;32.2;19.0
241;4;3;2002;337;327;10;290.5;283.1;7.4;498;479;18;9.5;33.7;19.9
242;4;3;2003;307;298;9;263.8;256.8;7.0;453;436;17;9.0;34.9;20.6
243;4;3;2004;282;273;9;240.4;233.7;6.7;413;396;16;8.4;35.9;21.1
244;4;3;2005;262;255;8;220.8;214.7;6.1;379;365;15;7.7;36.0;21.2
245;4;4;2001;5;5;0;4.3;4.3;0.0;7;7;0;0.2;40.1;23.5
246;4;4;2002;5;5;0;4.4;4.4;0.0;8;8;0;0.2;44.7;26.1
247;4;4;2003;5;5;0;4.7;4.7;0.0;8;8;0;0.2;45.2;26.2
248;4;4;2004;5;5;0;4.2;4.2;0.0;7;7;0;0.2;45.9;26.9
249;4;4;2005;5;5;0;4.7;4.7;0.0;8;8;0;0.2;43.4;25.7
250;4;5;2001;209;183;26;196.4;174.6;21.8;339;285;54;5.4;30.7;18.8
251;4;5;2002;199;173;25;186.3;165.3;21.0;321;269;52;5.3;32.3;19.8
252;4;5;2003;183;159;24;171.6;151.5;20.0;294;245;49;5.1;33.4;20.7
253;4;5;2004;171;148;23;160.0;140.4;19.5;273;225;48;4.9;34.7;21.6
254;4;5;2005;165;142;23;153.1;133.6;19.5;263;215;48;4.7;35.2;21.9
255;4;6;2001;758;716;42;513.3;481.2;32.1;901;817;84;12.8;26.5;15.6
256;4;6;2002;738;699;39;491.0;461.6;29.4;861;785;76;12.6;27.2;16.0
257;4;6;2003;718;682;37;469.1;441.3;27.8;821;751;70;12.4;28.1;16.5
258;4;6;2004;692;657;35;453.5;427.2;26.3;799;733;66;12.2;28.5;16.6
259;4;6;2005;669;637;32;430.0;406.2;23.8;755;695;60;11.6;28.6;16.7
260;4;7;2001;203;187;16;108.0;95.1;12.9;196;158;38;2.3;23.8;14.4
261;4;7;2002;202;187;16;105.4;92.7;12.7;190;153;37;2.3;24.6;14.9
262;4;7;2003;197;183;14;99.7;88.6;11.1;180;148;32;2.2;25.0;15.0
263;4;7;2004;191;178;13;96.6;85.9;10.7;176;145;31;2.2;25.5;15.1
264;4;7;2005;191;179;12;94.2;84.8;9.4;170;143;27;2.2;25.7;15.3
265;4;8;2001;199;190;9;159.0;152.6;6.5;296;278;19;5.2;33.9;18.6
