ID;SociaalEconomischeCategorie;Geslacht;AnderePersoonskenmerken;Populatie;Perioden;AantalPersonen_1;PrimairInkomen_2;BrutoInkomen_3;PersoonlijkInkomen_4;BelastbaarInkomen_5;BesteedbaarInkomen_6;GestandaardiseerdInkomen_7
94;1;Totaal mannen en vrouwen;2;Alle personen;1996;1362;7.3;8.6;8.0;6.6;5.7;14.2
95;1;Totaal mannen en vrouwen;2;Alle personen;1997;1326;7.3;8.6;8.3;6.7;6.0;14.7
96;1;Totaal mannen en vrouwen;2;Alle personen;1998;1303;8.0;9.3;8.6;6.8;6.4;15.3
97;1;Totaal mannen en vrouwen;2;Alle personen;1999;1311;8.6;10.0;9.2;7.3;6.8;16.0
98;1;Totaal mannen en vrouwen;2;Alle personen;2000;1307;9.5;10.9;10.1;8.0;7.4;17.0
99;1;Totaal mannen en vrouwen;2;Personen met inkomen;1990;1605;7.6;9.2;8.3;7.3;5.8;12.8
100;1;Totaal mannen en vrouwen;2;Personen met inkomen;1991;1582;7.9;9.4;8.6;7.5;5.8;12.8
101;1;Totaal mannen en vrouwen;2;Personen met inkomen;1992;1553;8.1;9.8;8.9;7.7;6.1;13.3
102;1;Totaal mannen en vrouwen;2;Personen met inkomen;1993;1495;7.8;9.5;8.7;7.4;6.0;13.3
103;1;Totaal mannen en vrouwen;2;Personen met inkomen;1994;1423;7.3;9.0;8.4;6.9;5.9;13.6
104;1;Totaal mannen en vrouwen;2;Personen met inkomen;1995;1367;7.2;8.8;8.2;6.7;5.9;14.0
105;1;Totaal mannen en vrouwen;2;Personen met inkomen;1996;1322;7.5;8.9;8.3;6.8;5.9;14.2
106;1;Totaal mannen en vrouwen;2;Personen met inkomen;1997;1279;7.6;8.9;8.6;7.0;6.2;14.8
107;1;Totaal mannen en vrouwen;2;Personen met inkomen;1998;1263;8.2;9.6;8.9;7.0;6.7;15.4
108;1;Totaal mannen en vrouwen;2;Personen met inkomen;1999;1275;8.9;10.3;9.5;7.5;7.0;16.1
109;1;Totaal mannen en vrouwen;2;Personen met inkomen;2000;1272;9.8;11.2;10.4;8.2;7.6;17.1
110;1;Totaal mannen en vrouwen;2;Personen met 52 weken inkomen;1990;991;10.9;12.3;11.1;10.3;7.5;13.7
111;1;Totaal mannen en vrouwen;2;Personen met 52 weken inkomen;1991;1010;11.1;12.5;11.4;10.6;7.5;13.8
112;1;Totaal mannen en vrouwen;2;Personen met 52 weken inkomen;1992;983;11.5;13.0;11.9;10.8;7.8;14.2
113;1;Totaal mannen en vrouwen;2;Personen met 52 weken inkomen;1993;939;11.1;12.8;11.6;10.5;7.8;14.3
114;1;Totaal mannen en vrouwen;2;Personen met 52 weken inkomen;1994;884;10.5;12.1;11.3;9.9;7.7;14.6
115;1;Totaal mannen en vrouwen;2;Personen met 52 weken inkomen;1995;874;10.1;11.6;10.8;9.3;7.7;15.0
116;1;Totaal mannen en vrouwen;2;Personen met 52 weken inkomen;1996;868;10.2;11.6;10.7;9.2;7.5;15.2
117;1;Totaal mannen en vrouwen;2;Personen met 52 weken inkomen;1997;866;10.0;11.3;10.9;9.2;7.7;15.7
118;1;Totaal mannen en vrouwen;2;Personen met 52 weken inkomen;1998;863;10.6;11.9;11.1;9.1;8.1;16.4
119;1;Totaal mannen en vrouwen;2;Personen met 52 weken inkomen;1999;875;11.3;12.6;11.7;9.6;8.5;17.1
120;1;Totaal mannen en vrouwen;2;Personen met 52 weken inkomen;2000;905;12.1;13.4;12.4;10.1;9.0;18.0
121;1;Totaal mannen en vrouwen;2;Minder dan 52 weken inkomen;1990;614;2.3;4.1;3.8;2.3;3.0;11.3
122;1;Totaal mannen en vrouwen;2;Minder dan 52 weken inkomen;1991;572;2.2;3.9;3.7;2.2;2.8;11.2
123;1;Totaal mannen en vrouwen;2;Minder dan 52 weken inkomen;1992;570;2.3;4.2;3.9;2.4;3.0;11.6
124;1;Totaal mannen en vrouwen;2;Minder dan 52 weken inkomen;1993;556;2.1;4.0;3.8;2.2;3.0;11.6
125;1;Totaal mannen en vrouwen;2;Minder dan 52 weken inkomen;1994;539;2.1;4.0;3.7;2.2;3.0;11.9
126;1;Totaal mannen en vrouwen;2;Minder dan 52 weken inkomen;1995;493;2.1;3.7;3.5;2.1;2.8;12.3
127;1;Totaal mannen en vrouwen;2;Minder dan 52 weken inkomen;1996;454;2.2;3.7;3.5;2.2;2.8;12.4
128;1;Totaal mannen en vrouwen;2;Minder dan 52 weken inkomen;1997;414;2.5;3.9;3.7;2.3;3.0;12.9
129;1;Totaal mannen en vrouwen;2;Minder dan 52 weken inkomen;1998;400;3.0;4.5;4.2;2.6;3.5;13.3
130;1;Totaal mannen en vrouwen;2;Minder dan 52 weken inkomen;1999;400;3.5;5.1;4.8;3.0;3.9;13.8
131;1;Totaal mannen en vrouwen;2;Minder dan 52 weken inkomen;2000;367;4.0;5.6;5.3;3.4;4.2;15.0
132;1;Totaal mannen en vrouwen;3;Alle personen;1990;2483;15.0;16.7;14.9;13.7;9.9;13.0
133;1;Totaal mannen en vrouwen;3;Alle personen;1991;2509;15.7;17.5;15.8;14.4;10.3;13.5
134;1;Totaal mannen en vrouwen;3;Alle personen;1992;2526;16.5;18.4;16.6;15.0;10.6;13.9
135;1;Totaal mannen en vrouwen;3;Alle personen;1993;2542;16.5;18.4;16.7;15.0;10.8;14.1
136;1;Totaal mannen en vrouwen;3;Alle personen;1994;2546;16.5;18.5;17.0;14.8;11.1;14.6
137;1;Totaal mannen en vrouwen;3;Alle personen;1995;2562;17.0;18.8;17.5;15.0;11.6;15.2
138;1;Totaal mannen en vrouwen;3;Alle personen;1996;2550;17.5;19.2;17.8;15.1;11.8;15.5
139;1;Totaal mannen en vrouwen;3;Alle personen;1997;2531;18.1;19.6;18.6;15.6;12.3;16.1
140;1;Totaal mannen en vrouwen;3;Alle personen;1998;2494;18.9;20.4;18.9;15.4;12.8;16.7
141;1;Totaal mannen en vrouwen;3;Alle personen;1999;2436;20.2;21.6;20.1;16.4;13.3;17.3
142;1;Totaal mannen en vrouwen;3;Alle personen;2000;2389;21.3;22.8;21.2;17.2;14.0;18.1
143;1;Totaal mannen en vrouwen;3;Personen met inkomen;1990;2169;17.2;19.1;17.1;15.7;11.4;13.4
144;1;Totaal mannen en vrouwen;3;Personen met inkomen;1991;2220;17.8;19.7;17.9;16.2;11.6;14.0
145;1;Totaal mannen en vrouwen;3;Personen met inkomen;1992;2261;18.4;20.5;18.5;16.7;11.9;14.4
146;1;Totaal mannen en vrouwen;3;Personen met inkomen;1993;2293;18.3;20.4;18.5;16.6;11.9;14.5
147;1;Totaal mannen en vrouwen;3;Personen met inkomen;1994;2323;18.1;20.3;18.6;16.3;12.2;15.0
148;1;Totaal mannen en vrouwen;3;Personen met inkomen;1995;2358;18.5;20.5;19.0;16.3;12.6;15.5
149;1;Totaal mannen en vrouwen;3;Personen met inkomen;1996;2364;18.9;20.8;19.2;16.3;12.7;15.8
150;1;Totaal mannen en vrouwen;3;Personen met inkomen;1997;2367;19.3;21.0;19.9;16.7;13.2;16.4
151;1;Totaal mannen en vrouwen;3;Personen met inkomen;1998;2346;20.1;21.7;20.1;16.4;13.6;17.0
152;1;Totaal mannen en vrouwen;3;Personen met inkomen;1999;2306;21.3;22.8;21.2;17.3;14.1;17.5
153;1;Totaal mannen en vrouwen;3;Personen met inkomen;2000;2274;22.4;23.9;22.3;18.1;14.7;18.4
154;1;Totaal mannen en vrouwen;3;Personen met 52 weken inkomen;1990;1916;18.7;20.6;18.4;16.9;12.2;14.0
155;1;Totaal mannen en vrouwen;3;Personen met 52 weken inkomen;1991;1984;19.2;21.2;19.2;17.4;12.5;14.5
156;1;Totaal mannen en vrouwen;3;Personen met 52 weken inkomen;1992;2042;19.8;21.8;19.7;17.8;12.6;14.8
157;1;Totaal mannen en vrouwen;3;Personen met 52 weken inkomen;1993;2059;19.7;21.8;19.8;17.8;12.7;15.0
158;1;Totaal mannen en vrouwen;3;Personen met 52 weken inkomen;1994;2082;19.6;21.7;20.0;17.4;13.0;15.5
159;1;Totaal mannen en vrouwen;3;Personen met 52 weken inkomen;1995;2121;19.9;21.9;20.3;17.4;13.4;16.1
160;1;Totaal mannen en vrouwen;3;Personen met 52 weken inkomen;1996;2134;20.2;22.0;20.4;17.3;13.5;16.3
161;1;Totaal mannen en vrouwen;3;Personen met 52 weken inkomen;1997;2151;20.5;22.2;21.1;17.7;13.9;16.9
162;1;Totaal mannen en vrouwen;3;Personen met 52 weken inkomen;1998;2123;21.4;23.0;21.2;17.3;14.3;17.4
163;1;Totaal mannen en vrouwen;3;Personen met 52 weken inkomen;1999;2079;22.6;24.1;22.4;18.2;14.8;18.1
164;1;Totaal mannen en vrouwen;3;Personen met 52 weken inkomen;2000;2048;23.6;25.2;23.5;19.0;15.5;18.9
165;1;Totaal mannen en vrouwen;3;Minder dan 52 weken inkomen;1990;252;5.8;7.8;6.9;6.4;4.9;9.5
166;1;Totaal mannen en vrouwen;3;Minder dan 52 weken inkomen;1991;236;5.5;7.6;6.8;6.2;4.7;9.8
167;1;Totaal mannen en vrouwen;3;Minder dan 52 weken inkomen;1992;219;5.7;8.3;7.3;6.6;5.1;10.1
168;1;Totaal mannen en vrouwen;3;Minder dan 52 weken inkomen;1993;234;5.4;8.2;7.1;6.5;5.1;10.2
169;1;Totaal mannen en vrouwen;3;Minder dan 52 weken inkomen;1994;241;5.2;7.9;7.1;6.2;5.1;10.4
170;1;Totaal mannen en vrouwen;3;Minder dan 52 weken inkomen;1995;237;5.6;8.1;7.4;6.5;5.3;11.0
171;1;Totaal mannen en vrouwen;3;Minder dan 52 weken inkomen;1996;229;6.7;9.1;8.2;7.3;5.8;11.3
172;1;Totaal mannen en vrouwen;3;Minder dan 52 weken inkomen;1997;216;7.0;8.9;8.2;7.1;5.9;11.6
173;1;Totaal mannen en vrouwen;3;Minder dan 52 weken inkomen;1998;223;8.2;9.8;9.0;7.6;6.5;12.5
174;1;Totaal mannen en vrouwen;3;Minder dan 52 weken inkomen;1999;227;9.5;11.1;10.1;8.6;7.2;12.8
175;1;Totaal mannen en vrouwen;3;Minder dan 52 weken inkomen;2000;226;11.0;12.4;11.4;9.6;7.9;13.8
176;1;Totaal mannen en vrouwen;4;Alle personen;1990;2336;17.4;19.8;17.5;15.6;11.7;13.2
177;1;Totaal mannen en vrouwen;4;Alle personen;1991;2311;17.9;20.4;18.3;16.1;12.0;13.6
178;1;Totaal mannen en vrouwen;4;Alle personen;1992;2300;18.8;21.4;19.1;16.9;12.4;14.0
179;1;Totaal mannen en vrouwen;4;Alle personen;1993;2307;18.8;21.5;19.2;17.0;12.5;14.2
180;1;Totaal mannen en vrouwen;4;Alle personen;1994;2321;18.9;21.6;19.5;16.8;12.9;14.6
181;1;Totaal mannen en vrouwen;4;Alle personen;1995;2351;19.4;22.0;20.0;17.0;13.4;15.1
182;1;Totaal mannen en vrouwen;4;Alle personen;1996;2385;19.6;22.2;20.3;17.0;13.7;15.4
183;1;Totaal mannen en vrouwen;4;Alle personen;1997;2413;20.2;22.6;20.9;17.4;14.1;15.9
184;1;Totaal mannen en vrouwen;4;Alle personen;1998;2450;21.1;23.3;21.2;17.0;14.5;16.4
185;1;Totaal mannen en vrouwen;4;Alle personen;1999;2486;22.3;24.5;22.4;18.0;15.1;17.1
186;1;Totaal mannen en vrouwen;4;Alle personen;2000;2522;23.4;25.7;23.6;18.8;15.8;17.9
187;1;Totaal mannen en vrouwen;4;Personen met inkomen;1990;1912;21.3;24.1;21.4;19.1;14.3;13.5
188;1;Totaal mannen en vrouwen;4;Personen met inkomen;1991;1924;21.5;24.5;22.0;19.4;14.4;14.0
189;1;Totaal mannen en vrouwen;4;Personen met inkomen;1992;1950;22.2;25.3;22.5;19.9;14.6;14.4
190;1;Totaal mannen en vrouwen;4;Personen met inkomen;1993;1974;21.9;25.1;22.4;19.8;14.6;14.5
191;1;Totaal mannen en vrouwen;4;Personen met inkomen;1994;2008;21.9;24.9;22.6;19.4;15.0;15.0
192;1;Totaal mannen en vrouwen;4;Personen met inkomen;1995;2055;22.2;25.1;22.9;19.4;15.3;15.5
193;1;Totaal mannen en vrouwen;4;Personen met inkomen;1996;2103;22.2;25.1;23.0;19.3;15.5;15.7
194;1;Totaal mannen en vrouwen;4;Personen met inkomen;1997;2148;22.7;25.4;23.5;19.5;15.8;16.2
195;1;Totaal mannen en vrouwen;4;Personen met inkomen;1998;2201;23.4;25.9;23.6;19.0;16.1;16.7
196;1;Totaal mannen en vrouwen;4;Personen met inkomen;1999;2256;24.6;27.0;24.7;19.8;16.6;17.4
197;1;Totaal mannen en vrouwen;4;Personen met inkomen;2000;2310;25.6;28.1;25.7;20.5;17.3;18.2
198;1;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;1990;1768;22.5;25.4;22.6;20.1;15.0;13.7
199;1;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;1991;1791;22.7;25.7;23.1;20.3;15.1;14.2
200;1;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;1992;1823;23.4;26.5;23.6;20.9;15.3;14.6
201;1;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;1993;1847;23.1;26.2;23.5;20.7;15.3;14.8
202;1;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;1994;1863;23.2;26.2;23.8;20.4;15.7;15.2
203;1;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;1995;1893;23.7;26.6;24.2;20.5;16.2;15.8
204;1;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;1996;1943;23.6;26.5;24.3;20.3;16.3;16.0
205;1;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;1997;1991;24.0;26.7;24.7;20.5;16.7;16.5
206;1;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;1998;2043;24.8;27.3;24.9;20.0;17.0;17.0
207;1;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;1999;2079;26.0;28.5;26.1;20.9;17.5;17.7
208;1;Totaal mannen en vrouwen;4;Personen met 52 weken inkomen;2000;2128;26.9;29.5;27.0;21.5;18.1;18.4
209;1;Totaal mannen en vrouwen;4;Minder dan 52 weken inkomen;1990;144;6.4;8.5;6.7;7.3;5.2;11.0
210;1;Totaal mannen en vrouwen;4;Minder dan 52 weken inkomen;1991;134;6.3;8.5;7.5;7.1;5.1;11.2
211;1;Totaal mannen en vrouwen;4;Minder dan 52 weken inkomen;1992;128;5.3;8.0;6.8;6.4;4.8;11.2
212;1;Totaal mannen en vrouwen;4;Minder dan 52 weken inkomen;1993;128;5.4;8.6;7.2;6.9;5.3;11.2
213;1;Totaal mannen en vrouwen;4;Minder dan 52 weken inkomen;1994;146;5.2;8.1;7.0;6.5;5.1;11.7
214;1;Totaal mannen en vrouwen;4;Minder dan 52 weken inkomen;1995;162;4.6;8.0;7.0;6.5;5.1;11.8
215;1;Totaal mannen en vrouwen;4;Minder dan 52 weken inkomen;1996;160;5.6;8.4;7.4;6.7;5.3;12.3
216;1;Totaal mannen en vrouwen;4;Minder dan 52 weken inkomen;1997;157;5.8;8.2;7.4;6.5;5.3;12.6
217;1;Totaal mannen en vrouwen;4;Minder dan 52 weken inkomen;1998;158;6.1;8.0;7.1;6.1;5.1;13.3
218;1;Totaal mannen en vrouwen;4;Minder dan 52 weken inkomen;1999;178;7.6;9.4;8.5;7.3;6.0;13.6
219;1;Totaal mannen en vrouwen;4;Minder dan 52 weken inkomen;2000;182;9.9;11.7;10.6;9.0;7.4;15.1
220;1;Totaal mannen en vrouwen;5;Alle personen;1990;1694;17.3;20.3;18.2;16.4;11.7;15.0
221;1;Totaal mannen en vrouwen;5;Alle personen;1991;1796;18.1;21.2;19.2;17.1;12.1;15.5
222;1;Totaal mannen en vrouwen;5;Alle personen;1992;1893;19.1;22.3;20.2;18.0;12.5;16.0
223;1;Totaal mannen en vrouwen;5;Alle personen;1993;1961;19.3;22.6;20.4;18.3;12.8;16.3
224;1;Totaal mannen en vrouwen;5;Alle personen;1994;2021;19.6;22.8;20.9;18.3;13.3;16.8
225;1;Totaal mannen en vrouwen;5;Alle personen;1995;2077;20.3;23.4;21.6;18.6;13.8;17.5
