ID;TotaalHerkomstgroeperingen;Generatie;Leeftijdsgroepen;Geslacht;Perioden;Vermogensmisdrijven_1;VernielingEnOpenbareOrde_2;Geweldsmisdrijven_3;Verkeersmisdrijven_4;OverigeMisdrijven_5;Firstoffender_6;Meerpleger_7;Veelpleger_8;EnkelsoortigeVerdachte_9;TweesoortigeVerdachte_10;MeersoortigeVerdachte_11;Vermogensmisdrijven_12;VernielingEnOpenbareOrde_13;Geweldsmisdrijven_14;Verkeersmisdrijven_15;OverigeMisdrijven_16;Firstoffender_17;Meerpleger_18;Veelpleger_19;EnkelsoortigeVerdachte_20;TweesoortigeVerdachte_21;MeersoortigeVerdachte_22
21;Totaal allochtonen;5;12 tot 18 jaar;Vrouwen;2004;50.2;24.8;35.0;;6.9;68.5;28.5;2.9;84.3;14.0;1.7;48.9;24.0;37.0;;7.2;69.1;28.0;2.9;84.0;14.0;2.0
22;Totaal allochtonen;5;12 tot 18 jaar;Vrouwen;2005;48.4;23.4;34.6;0.7;5.2;69.9;28.2;1.8;88.9;9.9;1.2;49.2;22.9;34.2;1.1;6.0;70.1;27.8;2.1;88.4;9.9;1.7
23;Totaal allochtonen;5;12 tot 18 jaar;Vrouwen;2006*;48.4;25.7;35.6;0.9;6.4;68.5;29.6;1.9;85.5;12.1;2.4;46.0;27.0;37.4;1.3;7.9;68.6;29.7;1.7;83.0;14.5;2.5
24;Totaal allochtonen;5;18 tot 25 jaar;Totaal mannen en vrouwen;1999;40.8;23.9;30.4;16.8;16.1;31.5;58.3;10.3;78.2;16.6;5.2;39.4;25.8;27.6;19.2;14.5;35.7;55.2;9.1;79.3;15.8;4.8
25;Totaal allochtonen;5;18 tot 25 jaar;Totaal mannen en vrouwen;2000;40.0;23.3;30.7;17.4;15.6;33.0;56.9;10.1;78.5;16.7;4.8;35.8;25.5;27.8;20.1;14.9;36.4;55.0;8.6;80.5;15.4;4.1
26;Totaal allochtonen;5;18 tot 25 jaar;Totaal mannen en vrouwen;2001;37.0;23.8;32.3;18.0;15.6;31.8;58.0;10.2;79.0;16.5;4.6;33.3;25.7;29.9;20.4;15.8;34.9;56.6;8.5;79.9;15.8;4.2
27;Totaal allochtonen;5;18 tot 25 jaar;Totaal mannen en vrouwen;2002;35.7;23.8;32.2;18.4;17.5;31.4;58.1;10.5;78.3;16.5;5.1;33.2;25.5;30.2;20.7;17.6;34.6;56.3;9.1;78.5;16.5;4.9
28;Totaal allochtonen;5;18 tot 25 jaar;Totaal mannen en vrouwen;2003;36.8;23.5;31.9;18.1;18.3;30.9;59.6;9.6;77.6;17.1;5.3;34.2;25.2;30.7;21.2;16.7;34.4;57.1;8.5;78.4;16.6;5.1
29;Totaal allochtonen;5;18 tot 25 jaar;Totaal mannen en vrouwen;2004;36.6;24.6;33.3;17.2;18.7;31.0;59.6;9.3;76.5;17.9;5.6;33.9;25.3;32.1;19.0;18.2;34.9;57.2;7.9;77.7;17.2;5.2
30;Totaal allochtonen;5;18 tot 25 jaar;Totaal mannen en vrouwen;2005;35.7;25.0;33.6;16.4;17.9;30.3;60.4;9.4;77.5;17.5;5.0;32.6;27.0;32.1;17.6;17.6;33.9;58.2;7.9;78.4;17.2;4.4
31;Totaal allochtonen;5;18 tot 25 jaar;Totaal mannen en vrouwen;2006*;35.5;24.4;32.5;18.5;17.3;30.6;60.0;9.4;78.0;16.8;5.3;32.9;26.0;31.3;19.5;17.0;34.2;57.9;7.9;79.3;15.7;5.0
32;Totaal allochtonen;5;18 tot 25 jaar;Mannen;1999;38.3;25.5;31.9;17.6;16.8;27.9;60.9;11.1;76.5;17.8;5.6;36.8;27.4;29.1;20.4;15.0;32.1;58.0;10.0;77.7;17.1;5.3
33;Totaal allochtonen;5;18 tot 25 jaar;Mannen;2000;37.0;25.1;32.1;18.6;16.2;29.4;59.6;11.1;77.0;17.7;5.3;33.2;27.4;28.8;21.2;14.9;33.2;57.4;9.4;79.4;16.1;4.5
34;Totaal allochtonen;5;18 tot 25 jaar;Mannen;2001;34.3;25.3;33.9;19.2;16.2;28.0;60.8;11.2;77.3;17.6;5.1;31.4;27.1;31.2;21.5;15.9;31.9;58.8;9.3;78.6;16.7;4.7
35;Totaal allochtonen;5;18 tot 25 jaar;Mannen;2002;32.4;25.3;34.2;19.7;18.4;27.3;61.0;11.7;76.6;17.8;5.7;30.3;27.1;31.8;22.2;18.1;30.7;59.1;10.2;76.9;17.7;5.4
36;Totaal allochtonen;5;18 tot 25 jaar;Mannen;2003;33.5;25.5;33.9;19.4;19.3;26.4;62.8;10.8;75.5;18.5;6.0;31.4;27.3;32.3;22.4;17.4;30.3;60.1;9.5;76.4;17.8;5.8
37;Totaal allochtonen;5;18 tot 25 jaar;Mannen;2004;33.8;26.2;35.2;18.5;19.6;27.0;62.5;10.5;74.4;19.4;6.2;31.3;27.1;33.8;20.4;18.9;30.9;60.2;8.9;75.6;18.6;5.8
38;Totaal allochtonen;5;18 tot 25 jaar;Mannen;2005;33.3;26.8;35.0;17.6;18.5;26.5;63.0;10.6;75.7;18.6;5.7;30.3;29.1;33.3;18.7;17.7;30.3;60.7;9.0;76.9;18.1;5.0
39;Totaal allochtonen;5;18 tot 25 jaar;Mannen;2006*;33.3;25.8;34.1;19.5;18.3;26.2;63.0;10.7;76.0;18.0;6.0;30.8;27.8;32.7;20.3;18.0;29.7;61.3;9.1;77.2;17.0;5.8
40;Totaal allochtonen;5;18 tot 25 jaar;Vrouwen;1999;60.5;11.9;18.8;10.2;10.5;58.7;37.8;3.5;90.7;7.3;2.1;57.9;14.1;16.6;10.8;10.7;62.3;35.0;2.8;91.7;6.8;1.5
41;Totaal allochtonen;5;18 tot 25 jaar;Vrouwen;2000;61.5;10.1;20.3;8.1;11.9;60.1;36.9;3.0;89.5;9.1;1.4;54.5;11.1;20.7;12.3;14.2;60.0;37.3;2.7;88.5;10.0;1.4
42;Totaal allochtonen;5;18 tot 25 jaar;Vrouwen;2001;56.3;12.9;20.8;9.2;11.1;59.0;37.9;3.1;90.6;8.6;;47.2;15.3;20.7;12.1;15.3;57.6;40.2;2.2;90.1;9.1;
43;Totaal allochtonen;5;18 tot 25 jaar;Vrouwen;2002;57.6;13.4;19.2;9.6;11.8;58.7;38.5;2.7;90.0;8.5;1.5;52.1;14.7;20.0;10.7;14.6;60.4;37.4;2.1;89.7;8.8;1.5
44;Totaal allochtonen;5;18 tot 25 jaar;Vrouwen;2003;56.9;11.4;19.7;10.3;12.0;58.2;39.7;2.1;90.5;8.8;0.7;51.0;12.4;20.5;13.9;12.5;59.4;38.7;1.9;90.4;8.9;0.7
45;Totaal allochtonen;5;18 tot 25 jaar;Vrouwen;2004;53.5;15.2;22.1;9.2;13.4;55.5;42.5;2.0;88.9;9.2;1.8;49.7;14.7;22.1;11.0;14.3;58.8;39.2;1.9;89.7;9.0;1.3
46;Totaal allochtonen;5;18 tot 25 jaar;Vrouwen;2005;50.3;14.1;24.8;9.7;14.3;53.1;44.8;2.1;88.2;10.5;1.3;45.9;14.8;24.8;10.7;17.1;55.4;42.9;1.7;87.6;11.6;0.9
47;Totaal allochtonen;5;18 tot 25 jaar;Vrouwen;2006*;47.5;16.3;23.8;13.2;11.8;54.2;43.6;2.2;88.8;9.9;1.3;43.9;16.4;23.7;15.4;11.5;57.7;40.4;1.8;90.1;8.9;1.0
48;Totaal allochtonen;5;25 tot 45 jaar;Totaal mannen en vrouwen;1999;35.2;16.7;25.7;29.4;16.0;28.2;44.1;27.7;81.9;13.9;4.2;35.7;16.4;26.5;28.1;17.3;25.5;46.1;28.4;81.1;14.5;4.4
49;Totaal allochtonen;5;25 tot 45 jaar;Totaal mannen en vrouwen;2000;31.3;17.4;25.6;32.0;16.3;28.1;45.3;26.6;82.3;13.6;4.1;31.4;17.6;27.4;30.6;17.9;25.9;46.5;27.6;80.7;14.6;4.8
50;Totaal allochtonen;5;25 tot 45 jaar;Totaal mannen en vrouwen;2001;30.0;17.4;28.1;30.4;17.0;27.4;45.8;26.8;82.2;13.5;4.3;29.8;18.2;29.5;29.5;17.8;24.8;47.4;27.7;80.6;14.8;4.6
51;Totaal allochtonen;5;25 tot 45 jaar;Totaal mannen en vrouwen;2002;28.6;18.2;27.4;31.9;17.9;27.5;47.2;25.3;81.2;14.4;4.3;28.5;18.6;28.4;31.2;18.7;24.8;48.8;26.4;79.8;15.7;4.5
52;Totaal allochtonen;5;25 tot 45 jaar;Totaal mannen en vrouwen;2003;28.1;17.2;29.7;30.1;19.5;28.1;48.0;23.9;80.9;14.4;4.7;28.5;17.6;30.6;29.7;19.7;25.9;49.2;24.9;79.8;15.4;4.9
53;Totaal allochtonen;5;25 tot 45 jaar;Totaal mannen en vrouwen;2004;27.5;17.0;30.4;29.9;20.4;26.9;49.8;23.2;80.4;15.0;4.6;27.9;17.2;31.2;29.4;20.8;25.1;50.8;24.1;79.4;15.6;4.9
54;Totaal allochtonen;5;25 tot 45 jaar;Totaal mannen en vrouwen;2005;25.7;17.7;31.6;29.2;20.6;26.6;51.5;21.9;80.5;15.0;4.5;26.1;18.1;32.3;28.4;21.2;24.6;52.4;23.0;79.6;15.6;4.8
55;Totaal allochtonen;5;25 tot 45 jaar;Totaal mannen en vrouwen;2006*;26.9;16.6;32.5;29.0;19.8;25.6;51.7;22.7;80.2;15.6;4.2;27.1;16.6;32.9;28.6;20.2;24.5;52.0;23.6;79.7;16.0;4.3
56;Totaal allochtonen;5;25 tot 45 jaar;Mannen;1999;32.3;17.4;27.7;31.0;16.0;25.0;44.7;30.4;80.9;14.5;4.6;33.0;17.1;28.4;29.4;17.6;22.1;46.9;31.0;80.1;15.0;4.9
57;Totaal allochtonen;5;25 tot 45 jaar;Mannen;2000;29.1;18.2;27.3;32.8;16.8;24.3;46.5;29.2;81.2;14.3;4.5;29.2;18.4;29.2;31.3;18.4;21.9;47.7;30.4;79.5;15.3;5.2
58;Totaal allochtonen;5;25 tot 45 jaar;Mannen;2001;27.7;18.2;30.0;31.8;17.3;24.5;46.5;29.0;80.8;14.4;4.7;27.7;19.1;31.3;30.7;18.2;22.0;48.0;30.0;79.1;15.9;5.0
59;Totaal allochtonen;5;25 tot 45 jaar;Mannen;2002;26.0;19.2;29.2;33.2;17.8;23.7;48.5;27.8;80.1;15.1;4.8;26.2;19.6;30.2;32.4;18.8;21.1;49.8;29.1;78.7;16.3;5.0
60;Totaal allochtonen;5;25 tot 45 jaar;Mannen;2003;26.0;18.0;31.2;31.4;19.8;23.8;49.5;26.7;79.8;15.1;5.1;26.4;18.4;32.1;30.9;20.2;21.7;50.6;27.8;78.6;16.1;5.3
61;Totaal allochtonen;5;25 tot 45 jaar;Mannen;2004;25.5;17.7;32.0;31.1;20.7;22.8;51.5;25.7;79.1;15.9;5.0;25.9;18.0;32.7;30.6;21.2;20.9;52.4;26.7;78.1;16.5;5.4
62;Totaal allochtonen;5;25 tot 45 jaar;Mannen;2005;23.6;18.4;33.2;30.6;20.9;21.7;53.8;24.6;79.2;15.8;5.1;24.2;18.8;33.9;29.8;21.5;19.8;54.4;25.8;78.1;16.5;5.4
63;Totaal allochtonen;5;25 tot 45 jaar;Mannen;2006*;25.0;17.0;34.6;29.9;20.2;20.5;53.8;25.6;78.9;16.5;4.6;25.3;16.9;34.9;29.6;20.6;19.5;54.0;26.6;78.4;16.9;4.7
64;Totaal allochtonen;5;25 tot 45 jaar;Vrouwen;1999;50.5;12.6;14.8;21.0;15.9;45.0;40.9;14.1;87.2;10.9;1.8;51.6;12.1;15.5;20.5;15.9;45.2;41.9;12.9;86.6;11.5;1.9
65;Totaal allochtonen;5;25 tot 45 jaar;Vrouwen;2000;42.6;12.8;16.3;27.8;13.6;48.6;39.0;12.4;88.7;9.6;1.7;44.3;12.8;16.6;26.1;15.1;49.6;39.3;11.1;87.4;10.3;2.3
66;Totaal allochtonen;5;25 tot 45 jaar;Vrouwen;2001;43.9;12.7;17.1;22.2;15.6;44.3;41.6;14.1;90.1;8.3;1.6;43.8;12.8;17.7;21.8;15.5;43.0;43.9;13.1;90.1;8.2;1.7
67;Totaal allochtonen;5;25 tot 45 jaar;Vrouwen;2002;42.5;12.1;17.5;24.2;18.0;48.6;40.1;11.4;87.5;10.9;1.6;42.7;12.4;17.5;23.7;18.2;47.5;42.4;10.1;87.0;11.6;1.5
68;Totaal allochtonen;5;25 tot 45 jaar;Vrouwen;2003;39.6;12.8;21.6;23.6;17.5;51.2;39.9;8.9;87.0;11.0;2.0;40.5;13.5;22.0;22.4;17.2;50.5;41.2;8.3;86.8;11.1;2.1
69;Totaal allochtonen;5;25 tot 45 jaar;Vrouwen;2004;38.8;12.9;21.3;23.2;18.8;49.9;40.5;9.6;87.5;10.3;2.2;39.3;12.9;22.2;22.5;18.3;49.7;41.4;8.9;87.2;10.6;2.2
70;Totaal allochtonen;5;25 tot 45 jaar;Vrouwen;2005;35.9;14.4;23.2;22.1;19.2;51.0;40.3;8.7;87.3;10.9;1.7;36.7;14.4;23.7;21.0;19.2;50.1;41.5;8.3;87.2;11.0;1.8
71;Totaal allochtonen;5;25 tot 45 jaar;Vrouwen;2006*;36.6;14.1;21.8;24.3;18.0;51.3;40.7;7.9;87.2;11.1;1.7;36.9;14.8;22.2;23.6;17.7;51.1;41.3;7.5;86.8;11.3;1.9
72;Totaal allochtonen;5;45 tot 80 jaar;Totaal mannen en vrouwen;1999;26.5;11.7;18.0;42.7;11.7;55.7;31.5;12.8;91.3;7.0;1.7;27.0;11.6;18.4;42.6;12.9;53.4;30.3;16.3;89.8;8.0;2.2
73;Totaal allochtonen;5;45 tot 80 jaar;Totaal mannen en vrouwen;2000;25.4;11.1;16.4;42.8;13.1;54.3;32.5;13.3;92.1;7.0;0.9;25.5;11.3;16.6;41.7;14.4;53.0;31.8;15.2;91.5;7.4;1.1
74;Totaal allochtonen;5;45 tot 80 jaar;Totaal mannen en vrouwen;2001;24.6;12.1;19.2;40.0;12.5;51.4;32.7;15.9;93.1;5.6;1.3;25.5;11.8;19.8;38.6;13.2;49.0;32.4;18.7;92.4;6.3;1.3
75;Totaal allochtonen;5;45 tot 80 jaar;Totaal mannen en vrouwen;2002;25.7;13.2;20.4;40.0;12.6;53.7;31.0;15.3;90.1;8.2;1.7;26.8;13.6;21.0;38.7;13.2;50.4;31.9;17.7;89.0;8.9;2.2
76;Totaal allochtonen;5;45 tot 80 jaar;Totaal mannen en vrouwen;2003;22.7;12.9;23.5;40.1;14.1;51.0;32.9;16.1;88.7;9.2;2.0;22.3;13.6;23.7;39.5;15.1;49.5;32.9;17.6;88.0;9.9;2.2
77;Totaal allochtonen;5;45 tot 80 jaar;Totaal mannen en vrouwen;2004;23.4;12.7;23.8;36.1;15.7;51.5;32.5;16.1;90.1;8.3;1.7;24.2;13.2;24.8;34.9;16.1;49.3;32.2;18.6;89.2;8.6;2.2
78;Totaal allochtonen;5;45 tot 80 jaar;Totaal mannen en vrouwen;2005;21.5;13.4;24.6;38.1;16.8;51.3;33.0;15.7;87.9;9.9;2.1;22.5;13.8;24.4;37.5;17.1;49.2;32.9;17.8;87.2;10.4;2.4
79;Totaal allochtonen;5;45 tot 80 jaar;Totaal mannen en vrouwen;2006*;23.1;13.3;26.4;35.3;16.7;49.7;34.2;16.1;87.5;10.5;1.9;22.4;13.4;26.9;35.4;16.8;47.8;33.7;18.5;87.3;10.8;1.9
80;Totaal allochtonen;5;45 tot 80 jaar;Mannen;1999;21.7;12.0;19.2;46.3;12.1;53.0;32.5;14.4;90.6;7.7;1.7;22.8;11.6;19.8;45.3;13.5;50.5;31.0;18.5;89.2;8.8;2.0
81;Totaal allochtonen;5;45 tot 80 jaar;Mannen;2000;21.4;11.3;18.2;44.2;13.9;51.1;34.0;14.8;92.0;6.9;1.1;22.0;11.8;18.4;42.3;15.3;48.6;34.1;17.3;91.5;7.4;1.2
82;Totaal allochtonen;5;45 tot 80 jaar;Mannen;2001;21.1;12.5;21.4;41.1;13.1;48.0;34.0;18.0;92.5;5.9;1.6;22.2;12.1;22.2;39.2;14.2;45.5;33.3;21.2;91.7;6.8;1.6
83;Totaal allochtonen;5;45 tot 80 jaar;Mannen;2002;22.0;13.9;22.2;41.5;13.5;50.8;31.7;17.5;89.0;9.0;1.9;23.6;14.7;22.7;39.8;14.2;47.8;32.0;20.2;87.9;9.6;2.5
84;Totaal allochtonen;5;45 tot 80 jaar;Mannen;2003;20.3;13.4;25.2;41.5;15.0;47.2;34.4;18.4;87.1;10.4;2.4;20.5;13.8;24.8;40.7;16.6;45.6;34.2;20.3;86.1;11.3;2.6
85;Totaal allochtonen;5;45 tot 80 jaar;Mannen;2004;20.3;13.4;26.2;36.1;16.4;48.3;32.8;18.9;89.6;8.6;1.8;21.9;13.7;27.4;34.3;17.0;45.4;32.8;21.8;88.5;9.0;2.5
86;Totaal allochtonen;5;45 tot 80 jaar;Mannen;2005;18.7;13.4;26.8;38.9;17.0;47.8;34.1;18.0;87.6;10.1;2.2;20.0;14.0;27.2;37.7;17.3;45.5;34.2;20.3;86.6;10.7;2.6
87;Totaal allochtonen;5;45 tot 80 jaar;Mannen;2006*;20.0;14.3;28.4;36.2;17.2;46.0;35.8;18.2;86.6;11.2;2.2;19.6;14.7;29.0;35.9;17.3;44.0;35.1;20.9;86.0;11.7;2.2
88;Totaal allochtonen;5;45 tot 80 jaar;Vrouwen;1999;47.8;10.1;12.9;26.6;9.7;67.6;27.0;5.4;94.6;3.6;;45.8;11.8;12.0;30.4;10.4;66.4;26.8;6.9;92.6;4.4;
89;Totaal allochtonen;5;45 tot 80 jaar;Vrouwen;2000;44.2;9.8;8.3;36.2;9.4;68.7;25.3;6.0;92.5;7.2;;39.6;9.3;9.6;39.3;11.1;70.2;22.9;6.9;91.8;7.5;
90;Totaal allochtonen;5;45 tot 80 jaar;Vrouwen;2001;41.4;10.0;8.6;35.0;9.6;67.9;26.4;5.7;95.7;3.9;;40.5;10.7;9.0;35.9;8.5;65.1;28.1;6.7;95.5;4.3;
91;Totaal allochtonen;5;45 tot 80 jaar;Vrouwen;2002;41.0;10.2;12.6;33.5;8.7;65.9;28.4;5.7;94.6;4.8;;40.5;9.3;14.0;34.3;8.9;61.4;31.7;7.0;93.6;5.8;
92;Totaal allochtonen;5;45 tot 80 jaar;Vrouwen;2003;33.1;10.7;16.1;34.4;10.2;67.7;26.6;5.7;95.8;3.9;;29.8;12.6;19.1;34.2;9.0;66.1;27.7;6.2;95.7;4.0;
93;Totaal allochtonen;5;45 tot 80 jaar;Vrouwen;2004;34.9;10.1;14.8;36.2;13.1;63.4;31.3;5.3;92.0;7.0;;32.7;11.4;14.9;37.2;13.1;63.7;29.9;6.4;91.7;7.2;
94;Totaal allochtonen;5;45 tot 80 jaar;Vrouwen;2005;32.6;13.1;15.8;35.1;16.0;65.1;28.5;6.4;89.1;9.2;;32.4;13.0;13.8;36.7;16.5;63.6;28.0;8.4;89.3;9.2;
95;Totaal allochtonen;5;45 tot 80 jaar;Vrouwen;2006*;35.2;9.4;18.6;31.7;14.5;64.0;28.0;8.0;91.4;7.8;;33.3;8.4;18.6;33.3;14.7;62.9;27.8;9.3;92.2;7.2;
96;Totaal allochtonen;5;12 tot 80 jaar;Totaal mannen en vrouwen;1999;41.2;21.7;30.3;18.7;13.5;38.2;46.7;15.1;79.8;15.5;4.6;37.2;19.8;26.9;25.0;15.0;35.2;45.1;19.7;81.1;14.5;4.4
97;Totaal allochtonen;5;12 tot 80 jaar;Totaal mannen en vrouwen;2000;39.5;21.7;30.6;19.6;13.5;38.5;46.7;14.8;80.2;15.4;4.4;33.6;20.4;27.2;26.3;15.5;35.6;45.1;19.3;81.8;14.1;4.1
98;Totaal allochtonen;5;12 tot 80 jaar;Totaal mannen en vrouwen;2001;38.0;21.9;31.9;19.0;13.4;38.3;47.0;14.6;80.7;15.1;4.2;32.4;20.8;28.9;25.4;15.3;34.5;46.0;19.5;81.9;14.3;3.9
99;Totaal allochtonen;5;12 tot 80 jaar;Totaal mannen en vrouwen;2002;36.8;22.5;31.4;19.8;14.8;37.6;47.9;14.5;79.9;15.7;4.4;31.5;21.1;28.9;26.3;16.4;34.4;46.7;18.9;80.7;15.1;4.2
100;Totaal allochtonen;5;12 tot 80 jaar;Totaal mannen en vrouwen;2003;36.5;22.5;31.8;19.3;15.7;37.5;48.7;13.8;79.6;15.7;4.7;31.1;20.6;30.2;25.7;17.1;35.0;47.1;17.9;80.5;15.1;4.4
101;Totaal allochtonen;5;12 tot 80 jaar;Totaal mannen en vrouwen;2004;35.9;23.4;32.9;18.3;16.4;37.6;49.1;13.3;78.8;16.4;4.8;31.0;20.9;31.1;24.2;18.1;34.8;47.8;17.4;80.2;15.3;4.5
102;Totaal allochtonen;5;12 tot 80 jaar;Totaal mannen en vrouwen;2005;35.3;23.8;33.4;17.6;16.0;37.2;49.9;12.9;79.1;16.4;4.5;29.9;21.9;31.6;23.4;18.1;34.6;48.9;16.5;80.0;15.7;4.3
103;Totaal allochtonen;5;12 tot 80 jaar;Totaal mannen en vrouwen;2006*;35.4;23.8;33.1;18.3;15.8;36.4;50.2;13.4;78.9;16.5;4.6;30.3;21.2;32.1;23.7;17.4;34.3;49.0;16.7;80.2;15.7;4.1
104;Totaal allochtonen;5;12 tot 80 jaar;Mannen;1999;38.9;23.1;31.6;19.8;14.1;34.8;48.7;16.5;78.3;16.6;5.1;34.7;20.9;28.4;26.2;15.5;31.7;46.7;21.7;79.9;15.3;4.8
105;Totaal allochtonen;5;12 tot 80 jaar;Mannen;2000;37.3;23.2;32.0;20.4;14.2;34.8;48.9;16.3;78.6;16.5;4.9;31.3;21.7;28.7;27.0;16.0;31.6;47.0;21.4;80.6;14.9;4.5
106;Totaal allochtonen;5;12 tot 80 jaar;Mannen;2001;35.6;23.3;33.5;20.2;14.1;34.6;49.2;16.2;78.9;16.4;4.7;30.2;21.9;30.5;26.4;15.8;31.3;47.3;21.4;80.3;15.4;4.3
