ID;RegioS;SociaalEconomischeCategorie;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
47;Friesland (PV);Werkloosheids- en bijstandsuitk.ontv.;18.5;12.0
48;Friesland (PV);Pensioenontvanger;108.7;15.4
49;Drenthe (PV);Totaal sociaal-economische categorie;324.5;16.7
50;Drenthe (PV);Totaal actief;194.5;18.3
51;Drenthe (PV);Werknemer;170.7;18.8
52;Drenthe (PV);Zelfstandige;23.3;14.9
53;Drenthe (PV);Totaal niet-actief;129.9;14.2
54;Drenthe (PV);Werkloosheids- en bijstandsuitk.ontv.;12.9;12.1
55;Drenthe (PV);Pensioenontvanger;88.4;15.8
56;Overijssel (PV);Totaal sociaal-economische categorie;726.0;16.6
57;Overijssel (PV);Totaal actief;450.1;18.4
58;Overijssel (PV);Werknemer;399.4;18.8
59;Overijssel (PV);Zelfstandige;49.8;15.6
60;Overijssel (PV);Totaal niet-actief;275.8;13.7
61;Overijssel (PV);Werkloosheids- en bijstandsuitk.ontv.;28.3;11.7
62;Overijssel (PV);Pensioenontvanger;176.6;15.5
63;Flevoland (PV);Totaal sociaal-economische categorie;225.1;17.2
64;Flevoland (PV);Totaal actief;156.2;18.9
65;Flevoland (PV);Werknemer;140.0;19.5
66;Flevoland (PV);Zelfstandige;16.0;14.5
67;Flevoland (PV);Totaal niet-actief;68.9;13.4
68;Flevoland (PV);Werkloosheids- en bijstandsuitk.ontv.;10.1;11.8
69;Flevoland (PV);Pensioenontvanger;37.8;15.5
70;Gelderland (PV);Totaal sociaal-economische categorie;1304.2;17.3
71;Gelderland (PV);Totaal actief;820.1;19.1
72;Gelderland (PV);Werknemer;726.8;19.5
73;Gelderland (PV);Zelfstandige;91.6;16.0
74;Gelderland (PV);Totaal niet-actief;484.0;14.3
75;Gelderland (PV);Werkloosheids- en bijstandsuitk.ontv.;46.5;11.9
76;Gelderland (PV);Pensioenontvanger;317.9;16.3
77;Utrecht (PV);Totaal sociaal-economische categorie;772.4;19.1
78;Utrecht (PV);Totaal actief;501.4;21.3
79;Utrecht (PV);Werknemer;451.3;21.7
80;Utrecht (PV);Zelfstandige;49.4;18.1
81;Utrecht (PV);Totaal niet-actief;270.9;15.1
82;Utrecht (PV);Werkloosheids- en bijstandsuitk.ontv.;26.2;12.3
83;Utrecht (PV);Pensioenontvanger;168.6;17.8
84;Noord-Holland (PV);Totaal sociaal-economische categorie;1728.8;18.7
85;Noord-Holland (PV);Totaal actief;1079.8;21.1
86;Noord-Holland (PV);Werknemer;950.0;21.6
87;Noord-Holland (PV);Zelfstandige;128.1;16.8
88;Noord-Holland (PV);Totaal niet-actief;648.7;14.9
89;Noord-Holland (PV);Werkloosheids- en bijstandsuitk.ontv.;80.0;12.2
90;Noord-Holland (PV);Pensioenontvanger;400.1;17.2
91;Zuid-Holland (PV);Totaal sociaal-economische categorie;2258.1;18.3
92;Zuid-Holland (PV);Totaal actief;1410.7;20.5
93;Zuid-Holland (PV);Werknemer;1275.2;20.9
94;Zuid-Holland (PV);Zelfstandige;133.6;17.2
95;Zuid-Holland (PV);Totaal niet-actief;846.9;14.6
96;Zuid-Holland (PV);Werkloosheids- en bijstandsuitk.ontv.;117.8;12.0
97;Zuid-Holland (PV);Pensioenontvanger;543.6;16.7
98;Zeeland (PV);Totaal sociaal-economische categorie;251.6;17.3
99;Zeeland (PV);Totaal actief;153.7;19.0
100;Zeeland (PV);Werknemer;132.6;19.3
101;Zeeland (PV);Zelfstandige;20.7;16.8
102;Zeeland (PV);Totaal niet-actief;97.8;14.7
103;Zeeland (PV);Werkloosheids- en bijstandsuitk.ontv.;7.4;12.4
104;Zeeland (PV);Pensioenontvanger;72.5;16.0
105;Noord-Brabant (PV);Totaal sociaal-economische categorie;1616.6;17.5
106;Noord-Brabant (PV);Totaal actief;1023.2;19.4
107;Noord-Brabant (PV);Werknemer;909.0;19.8
108;Noord-Brabant (PV);Zelfstandige;112.4;16.2
109;Noord-Brabant (PV);Totaal niet-actief;593.2;14.2
110;Noord-Brabant (PV);Werkloosheids- en bijstandsuitk.ontv.;57.2;12.2
111;Noord-Brabant (PV);Pensioenontvanger;382.9;16.1
112;Limburg (PV);Totaal sociaal-economische categorie;764.7;16.7
113;Limburg (PV);Totaal actief;445.3;18.7
114;Limburg (PV);Werknemer;398.6;19.1
115;Limburg (PV);Zelfstandige;45.7;15.1
116;Limburg (PV);Totaal niet-actief;319.3;13.9
117;Limburg (PV);Werkloosheids- en bijstandsuitk.ontv.;34.7;11.8
118;Limburg (PV);Pensioenontvanger;203.4;15.6
119;Oost-Groningen (CR);Totaal sociaal-economische categorie;103.0;15.5
120;Oost-Groningen (CR);Totaal actief;58.0;17.4
121;Oost-Groningen (CR);Werknemer;51.5;17.9
122;Oost-Groningen (CR);Zelfstandige;6.3;13.2
123;Oost-Groningen (CR);Totaal niet-actief;45.1;13.0
124;Oost-Groningen (CR);Werkloosheids- en bijstandsuitk.ontv.;5.3;11.8
125;Oost-Groningen (CR);Pensioenontvanger;29.3;14.0
126;Delfzijl en omgeving (CR);Totaal sociaal-economische categorie;34.1;16.2
127;Delfzijl en omgeving (CR);Totaal actief;19.5;18.3
128;Delfzijl en omgeving (CR);Werknemer;17.0;18.9
129;Delfzijl en omgeving (CR);Zelfstandige;2.4;14.7
130;Delfzijl en omgeving (CR);Totaal niet-actief;14.6;13.5
131;Delfzijl en omgeving (CR);Werkloosheids- en bijstandsuitk.ontv.;1.9;11.5
132;Delfzijl en omgeving (CR);Pensioenontvanger;9.9;14.8
133;Overig Groningen (CR);Totaal sociaal-economische categorie;243.5;16.5
134;Overig Groningen (CR);Totaal actief;142.3;18.9
135;Overig Groningen (CR);Werknemer;125.9;19.3
136;Overig Groningen (CR);Zelfstandige;16.1;15.7
137;Overig Groningen (CR);Totaal niet-actief;101.1;13.2
138;Overig Groningen (CR);Werkloosheids- en bijstandsuitk.ontv.;14.8;11.5
139;Overig Groningen (CR);Pensioenontvanger;55.4;15.7
140;Noord-Friesland (CR);Totaal sociaal-economische categorie;216.4;16.0
141;Noord-Friesland (CR);Totaal actief;131.6;17.6
142;Noord-Friesland (CR);Werknemer;113.2;18.1
143;Noord-Friesland (CR);Zelfstandige;18.1;15.0
144;Noord-Friesland (CR);Totaal niet-actief;84.8;13.6
145;Noord-Friesland (CR);Werkloosheids- en bijstandsuitk.ontv.;10.3;11.8
146;Noord-Friesland (CR);Pensioenontvanger;53.9;15.3
147;Zuidwest-Friesland (CR);Totaal sociaal-economische categorie;68.4;16.3
148;Zuidwest-Friesland (CR);Totaal actief;42.6;17.7
149;Zuidwest-Friesland (CR);Werknemer;35.2;18.3
150;Zuidwest-Friesland (CR);Zelfstandige;7.2;14.9
151;Zuidwest-Friesland (CR);Totaal niet-actief;25.8;14.1
152;Zuidwest-Friesland (CR);Werkloosheids- en bijstandsuitk.ontv.;2.5;12.3
153;Zuidwest-Friesland (CR);Pensioenontvanger;18.0;15.4
154;Zuidoost-Friesland (CR);Totaal sociaal-economische categorie;136.0;16.4
155;Zuidoost-Friesland (CR);Totaal actief;81.7;18.0
156;Zuidoost-Friesland (CR);Werknemer;70.4;18.4
157;Zuidoost-Friesland (CR);Zelfstandige;11.1;15.4
158;Zuidoost-Friesland (CR);Totaal niet-actief;54.3;14.1
159;Zuidoost-Friesland (CR);Werkloosheids- en bijstandsuitk.ontv.;5.6;12.3
160;Zuidoost-Friesland (CR);Pensioenontvanger;36.9;15.5
161;Noord-Drenthe (CR);Totaal sociaal-economische categorie;124.2;17.5
162;Noord-Drenthe (CR);Totaal actief;75.7;19.2
163;Noord-Drenthe (CR);Werknemer;66.8;19.7
164;Noord-Drenthe (CR);Zelfstandige;8.7;15.2
165;Noord-Drenthe (CR);Totaal niet-actief;48.5;14.8
166;Noord-Drenthe (CR);Werkloosheids- en bijstandsuitk.ontv.;4.2;12.3
167;Noord-Drenthe (CR);Pensioenontvanger;33.8;16.6
168;Zuidoost-Drenthe (CR);Totaal sociaal-economische categorie;115.2;15.8
169;Zuidoost-Drenthe (CR);Totaal actief;67.2;17.4
170;Zuidoost-Drenthe (CR);Werknemer;59.3;18.0
171;Zuidoost-Drenthe (CR);Zelfstandige;7.8;13.3
172;Zuidoost-Drenthe (CR);Totaal niet-actief;47.9;13.5
173;Zuidoost-Drenthe (CR);Werkloosheids- en bijstandsuitk.ontv.;5.9;11.7
174;Zuidoost-Drenthe (CR);Pensioenontvanger;31.4;14.9
175;Zuidwest-Drenthe (CR);Totaal sociaal-economische categorie;85.1;16.7
176;Zuidwest-Drenthe (CR);Totaal actief;51.7;18.2
177;Zuidwest-Drenthe (CR);Werknemer;44.7;18.5
178;Zuidwest-Drenthe (CR);Zelfstandige;6.8;16.2
179;Zuidwest-Drenthe (CR);Totaal niet-actief;33.4;14.5
180;Zuidwest-Drenthe (CR);Werkloosheids- en bijstandsuitk.ontv.;2.9;12.6
181;Zuidwest-Drenthe (CR);Pensioenontvanger;23.2;15.9
182;Noord-Overijssel (CR);Totaal sociaal-economische categorie;223.2;16.8
183;Noord-Overijssel (CR);Totaal actief;144.1;18.4
184;Noord-Overijssel (CR);Werknemer;126.5;18.7
185;Noord-Overijssel (CR);Zelfstandige;17.3;16.4
186;Noord-Overijssel (CR);Totaal niet-actief;79.1;13.9
187;Noord-Overijssel (CR);Werkloosheids- en bijstandsuitk.ontv.;7.3;12.1
188;Noord-Overijssel (CR);Pensioenontvanger;51.8;15.7
189;Zuidwest-Overijssel (CR);Totaal sociaal-economische categorie;99.4;16.8
190;Zuidwest-Overijssel (CR);Totaal actief;62.4;18.6
191;Zuidwest-Overijssel (CR);Werknemer;56.0;18.9
192;Zuidwest-Overijssel (CR);Zelfstandige;6.2;15.7
193;Zuidwest-Overijssel (CR);Totaal niet-actief;37.0;13.9
194;Zuidwest-Overijssel (CR);Werkloosheids- en bijstandsuitk.ontv.;3.4;11.8
195;Zuidwest-Overijssel (CR);Pensioenontvanger;23.9;15.8
196;Twente (CR);Totaal sociaal-economische categorie;403.4;16.5
197;Twente (CR);Totaal actief;243.6;18.4
198;Twente (CR);Werknemer;216.9;18.8
199;Twente (CR);Zelfstandige;26.2;15.1
200;Twente (CR);Totaal niet-actief;159.7;13.6
201;Twente (CR);Werkloosheids- en bijstandsuitk.ontv.;17.5;11.5
202;Twente (CR);Pensioenontvanger;101.0;15.3
203;Veluwe (CR);Totaal sociaal-economische categorie;419.3;17.6
204;Veluwe (CR);Totaal actief;264.2;19.3
205;Veluwe (CR);Werknemer;235.1;19.5
206;Veluwe (CR);Zelfstandige;28.5;17.3
207;Veluwe (CR);Totaal niet-actief;155.1;14.8
208;Veluwe (CR);Werkloosheids- en bijstandsuitk.ontv.;11.1;12.4
209;Veluwe (CR);Pensioenontvanger;105.0;16.8
210;Achterhoek (CR);Totaal sociaal-economische categorie;270.6;16.7
211;Achterhoek (CR);Totaal actief;169.6;18.2
212;Achterhoek (CR);Werknemer;147.3;18.7
213;Achterhoek (CR);Zelfstandige;21.9;15.0
214;Achterhoek (CR);Totaal niet-actief;100.9;14.2
215;Achterhoek (CR);Werkloosheids- en bijstandsuitk.ontv.;7.3;12.2
216;Achterhoek (CR);Pensioenontvanger;71.0;15.6
217;Arnhem/Nijmegen (CR);Totaal sociaal-economische categorie;465.6;17.4
218;Arnhem/Nijmegen (CR);Totaal actief;284.9;19.4
219;Arnhem/Nijmegen (CR);Werknemer;257.0;19.8
220;Arnhem/Nijmegen (CR);Zelfstandige;27.4;15.9
221;Arnhem/Nijmegen (CR);Totaal niet-actief;180.7;14.1
222;Arnhem/Nijmegen (CR);Werkloosheids- en bijstandsuitk.ontv.;24.1;11.6
223;Arnhem/Nijmegen (CR);Pensioenontvanger;109.6;16.4
224;Zuidwest-Gelderland (CR);Totaal sociaal-economische categorie;148.7;17.7
225;Zuidwest-Gelderland (CR);Totaal actief;101.4;19.5
226;Zuidwest-Gelderland (CR);Werknemer;87.4;20.1
227;Zuidwest-Gelderland (CR);Zelfstandige;13.8;15.4
228;Zuidwest-Gelderland (CR);Totaal niet-actief;47.2;14.0
229;Zuidwest-Gelderland (CR);Werkloosheids- en bijstandsuitk.ontv.;4.0;12.2
230;Zuidwest-Gelderland (CR);Pensioenontvanger;32.3;15.5
231;Utrecht (CR);Totaal sociaal-economische categorie;772.4;19.1
232;Utrecht (CR);Totaal actief;501.4;21.3
233;Utrecht (CR);Werknemer;451.3;21.7
234;Utrecht (CR);Zelfstandige;49.4;18.1
235;Utrecht (CR);Totaal niet-actief;270.9;15.1
236;Utrecht (CR);Werkloosheids- en bijstandsuitk.ontv.;26.2;12.3
237;Utrecht (CR);Pensioenontvanger;168.6;17.8
238;Kop van Noord-Holland (CR);Totaal sociaal-economische categorie;243.6;17.1
239;Kop van Noord-Holland (CR);Totaal actief;158.8;18.5
240;Kop van Noord-Holland (CR);Werknemer;136.6;19.0
241;Kop van Noord-Holland (CR);Zelfstandige;21.9;15.8
242;Kop van Noord-Holland (CR);Totaal niet-actief;84.8;14.4
243;Kop van Noord-Holland (CR);Werkloosheids- en bijstandsuitk.ontv.;7.1;13.0
244;Kop van Noord-Holland (CR);Pensioenontvanger;55.2;16.1
245;Alkmaar en omgeving (CR);Totaal sociaal-economische categorie;153.8;18.1
246;Alkmaar en omgeving (CR);Totaal actief;97.6;19.8
247;Alkmaar en omgeving (CR);Werknemer;87.0;20.2
248;Alkmaar en omgeving (CR);Zelfstandige;10.4;16.9
249;Alkmaar en omgeving (CR);Totaal niet-actief;56.1;15.1
250;Alkmaar en omgeving (CR);Werkloosheids- en bijstandsuitk.ontv.;4.7;12.7
251;Alkmaar en omgeving (CR);Pensioenontvanger;35.9;17.3
252;IJmond (CR);Totaal sociaal-economische categorie;128.5;18.4
253;IJmond (CR);Totaal actief;79.1;20.2
254;IJmond (CR);Werknemer;71.7;20.4
255;IJmond (CR);Zelfstandige;7.3;18.3
256;IJmond (CR);Totaal niet-actief;49.4;15.5
257;IJmond (CR);Werkloosheids- en bijstandsuitk.ontv.;3.5;12.8
258;IJmond (CR);Pensioenontvanger;34.5;17.5
259;Agglomeratie Haarlem (CR);Totaal sociaal-economische categorie;149.7;19.8
260;Agglomeratie Haarlem (CR);Totaal actief;89.9;22.1
261;Agglomeratie Haarlem (CR);Werknemer;79.9;22.6
262;Agglomeratie Haarlem (CR);Zelfstandige;9.9;17.9
263;Agglomeratie Haarlem (CR);Totaal niet-actief;59.8;16.2
264;Agglomeratie Haarlem (CR);Werkloosheids- en bijstandsuitk.ontv.;5.4;12.3
265;Agglomeratie Haarlem (CR);Pensioenontvanger;40.7;18.6
266;Zaanstreek (CR);Totaal sociaal-economische categorie;105.9;17.4
267;Zaanstreek (CR);Totaal actief;66.2;19.4
268;Zaanstreek (CR);Werknemer;60.5;19.7
269;Zaanstreek (CR);Zelfstandige;5.7;16.1
270;Zaanstreek (CR);Totaal niet-actief;39.6;14.1
271;Zaanstreek (CR);Werkloosheids- en bijstandsuitk.ontv.;3.7;11.2
272;Zaanstreek (CR);Pensioenontvanger;25.3;16.0
273;Groot-Amsterdam (CR);Totaal sociaal-economische categorie;783.8;18.9
274;Groot-Amsterdam (CR);Totaal actief;488.3;21.7
275;Groot-Amsterdam (CR);Werknemer;427.2;22.5
276;Groot-Amsterdam (CR);Zelfstandige;60.3;16.4
277;Groot-Amsterdam (CR);Totaal niet-actief;295.4;14.3
278;Groot-Amsterdam (CR);Werkloosheids- en bijstandsuitk.ontv.;51.1;12.0
279;Groot-Amsterdam (CR);Pensioenontvanger;162.6;16.7
280;Het Gooi en Vechtstreek (CR);Totaal sociaal-economische categorie;163.6;21.1
281;Het Gooi en Vechtstreek (CR);Totaal actief;99.9;23.7
282;Het Gooi en Vechtstreek (CR);Werknemer;87.0;24.5
283;Het Gooi en Vechtstreek (CR);Zelfstandige;12.7;18.5
284;Het Gooi en Vechtstreek (CR);Totaal niet-actief;63.7;17.0
285;Het Gooi en Vechtstreek (CR);Werkloosheids- en bijstandsuitk.ontv.;4.5;13.1
286;Het Gooi en Vechtstreek (CR);Pensioenontvanger;46.0;19.2
287;Agglomeratie Leiden en Bollenstreek (CR);Totaal sociaal-economische categorie;256.3;19.0
288;Agglomeratie Leiden en Bollenstreek (CR);Totaal actief;167.4;21.1
289;Agglomeratie Leiden en Bollenstreek (CR);Werknemer;151.5;21.3
290;Agglomeratie Leiden en Bollenstreek (CR);Zelfstandige;15.6;18.9
291;Agglomeratie Leiden en Bollenstreek (CR);Totaal niet-actief;88.9;15.1
292;Agglomeratie Leiden en Bollenstreek (CR);Werkloosheids- en bijstandsuitk.ontv.;6.4;12.7
293;Agglomeratie Leiden en Bollenstreek (CR);Pensioenontvanger;59.5;17.5
294;Agglomeratie 's-Gravenhage (CR);Totaal sociaal-economische categorie;503.3;19.2
295;Agglomeratie 's-Gravenhage (CR);Totaal actief;306.0;21.4
296;Agglomeratie 's-Gravenhage (CR);Werknemer;277.4;21.9
297;Agglomeratie 's-Gravenhage (CR);Zelfstandige;28.2;17.2
298;Agglomeratie 's-Gravenhage (CR);Totaal niet-actief;197.3;15.6
299;Agglomeratie 's-Gravenhage (CR);Werkloosheids- en bijstandsuitk.ontv.;31.2;12.2
300;Agglomeratie 's-Gravenhage (CR);Pensioenontvanger;124.3;18.2
301;Delft en Westland (CR);Totaal sociaal-economische categorie;139.8;17.5
302;Delft en Westland (CR);Totaal actief;90.8;19.3
303;Delft en Westland (CR);Werknemer;79.9;19.7
304;Delft en Westland (CR);Zelfstandige;10.7;16.2
305;Delft en Westland (CR);Totaal niet-actief;48.9;14.1
306;Delft en Westland (CR);Werkloosheids- en bijstandsuitk.ontv.;4.6;12.5
307;Delft en Westland (CR);Pensioenontvanger;31.3;16.3
308;Oost-Zuid-Holland (CR);Totaal sociaal-economische categorie;211.2;18.7
309;Oost-Zuid-Holland (CR);Totaal actief;143.9;20.5
310;Oost-Zuid-Holland (CR);Werknemer;128.0;20.8
311;Oost-Zuid-Holland (CR);Zelfstandige;15.6;17.8
312;Oost-Zuid-Holland (CR);Totaal niet-actief;67.3;14.8
313;Oost-Zuid-Holland (CR);Werkloosheids- en bijstandsuitk.ontv.;5.4;12.7
314;Oost-Zuid-Holland (CR);Pensioenontvanger;46.2;16.8
315;Groot-Rijnmond (CR);Totaal sociaal-economische categorie;887.5;17.8
316;Groot-Rijnmond (CR);Totaal actief;536.8;20.3
317;Groot-Rijnmond (CR);Werknemer;488.2;20.7
318;Groot-Rijnmond (CR);Zelfstandige;48.0;16.5
319;Groot-Rijnmond (CR);Totaal niet-actief;350.4;14.1
320;Groot-Rijnmond (CR);Werkloosheids- en bijstandsuitk.ontv.;60.6;11.7
321;Groot-Rijnmond (CR);Pensioenontvanger;217.8;15.9
322;Zuidoost-Zuid-Holland (CR);Totaal sociaal-economische categorie;260.0;17.8
323;Zuidoost-Zuid-Holland (CR);Totaal actief;165.9;19.8
324;Zuidoost-Zuid-Holland (CR);Werknemer;150.1;20.0
325;Zuidoost-Zuid-Holland (CR);Zelfstandige;15.5;17.9
326;Zuidoost-Zuid-Holland (CR);Totaal niet-actief;94.0;14.3
327;Zuidoost-Zuid-Holland (CR);Werkloosheids- en bijstandsuitk.ontv.;9.5;11.9
328;Zuidoost-Zuid-Holland (CR);Pensioenontvanger;64.5;16.0
329;Zeeuwsch-Vlaanderen (CR);Totaal sociaal-economische categorie;71.3;17.2
330;Zeeuwsch-Vlaanderen (CR);Totaal actief;42.2;19.3
331;Zeeuwsch-Vlaanderen (CR);Werknemer;36.1;19.9
332;Zeeuwsch-Vlaanderen (CR);Zelfstandige;6.1;16.0
333;Zeeuwsch-Vlaanderen (CR);Totaal niet-actief;29.1;14.1
334;Zeeuwsch-Vlaanderen (CR);Werkloosheids- en bijstandsuitk.ontv.;2.0;12.0
335;Zeeuwsch-Vlaanderen (CR);Pensioenontvanger;22.0;15.1
336;Overig Zeeland (CR);Totaal sociaal-economische categorie;180.2;17.3
337;Overig Zeeland (CR);Totaal actief;111.5;18.8
338;Overig Zeeland (CR);Werknemer;96.5;19.1
339;Overig Zeeland (CR);Zelfstandige;14.7;17.1
340;Overig Zeeland (CR);Totaal niet-actief;68.7;14.9
341;Overig Zeeland (CR);Werkloosheids- en bijstandsuitk.ontv.;5.4;12.6
342;Overig Zeeland (CR);Pensioenontvanger;50.5;16.4
343;West-Noord-Brabant (CR);Totaal sociaal-economische categorie;406.7;17.6
344;West-Noord-Brabant (CR);Totaal actief;256.1;19.6
345;West-Noord-Brabant (CR);Werknemer;228.6;20.0
346;West-Noord-Brabant (CR);Zelfstandige;27.1;16.2
347;West-Noord-Brabant (CR);Totaal niet-actief;150.5;14.1
348;West-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk.ontv.;15.3;12.0
349;West-Noord-Brabant (CR);Pensioenontvanger;100.3;15.9
350;Midden-Noord-Brabant (CR);Totaal sociaal-economische categorie;302.7;17.1
351;Midden-Noord-Brabant (CR);Totaal actief;192.4;19.2
352;Midden-Noord-Brabant (CR);Werknemer;172.4;19.5
353;Midden-Noord-Brabant (CR);Zelfstandige;19.6;16.3
354;Midden-Noord-Brabant (CR);Totaal niet-actief;110.2;13.6
355;Midden-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk.ontv.;10.4;12.4
356;Midden-Noord-Brabant (CR);Pensioenontvanger;69.1;15.5
357;Noordoost-Noord-Brabant (CR);Totaal sociaal-economische categorie;420.2;17.5
358;Noordoost-Noord-Brabant (CR);Totaal actief;270.8;19.4
359;Noordoost-Noord-Brabant (CR);Werknemer;238.1;19.8
360;Noordoost-Noord-Brabant (CR);Zelfstandige;32.2;16.4
361;Noordoost-Noord-Brabant (CR);Totaal niet-actief;149.4;14.3
362;Noordoost-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk.ontv.;12.7;12.4
363;Noordoost-Noord-Brabant (CR);Pensioenontvanger;95.9;16.1
364;Zuidoost-Noord-Brabant (CR);Totaal sociaal-economische categorie;487.1;17.7
365;Zuidoost-Noord-Brabant (CR);Totaal actief;303.9;19.5
366;Zuidoost-Noord-Brabant (CR);Werknemer;269.8;20.0
367;Zuidoost-Noord-Brabant (CR);Zelfstandige;33.5;15.9
368;Zuidoost-Noord-Brabant (CR);Totaal niet-actief;183.0;14.6
369;Zuidoost-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk.ontv.;18.8;12.2
370;Zuidoost-Noord-Brabant (CR);Pensioenontvanger;117.5;16.7
371;Noord-Limburg (CR);Totaal sociaal-economische categorie;188.0;16.4
372;Noord-Limburg (CR);Totaal actief;119.5;17.9
373;Noord-Limburg (CR);Werknemer;106.2;18.4
374;Noord-Limburg (CR);Zelfstandige;13.0;14.3
375;Noord-Limburg (CR);Totaal niet-actief;68.5;13.6
376;Noord-Limburg (CR);Werkloosheids- en bijstandsuitk.ontv.;6.3;12.1
377;Noord-Limburg (CR);Pensioenontvanger;44.7;15.3
378;Midden-Limburg (CR);Totaal sociaal-economische categorie;158.0;17.0
379;Midden-Limburg (CR);Totaal actief;96.4;18.8
380;Midden-Limburg (CR);Werknemer;85.5;19.3
381;Midden-Limburg (CR);Zelfstandige;10.8;15.0
382;Midden-Limburg (CR);Totaal niet-actief;61.6;14.1
383;Midden-Limburg (CR);Werkloosheids- en bijstandsuitk.ontv.;6.2;12.4
384;Midden-Limburg (CR);Pensioenontvanger;40.5;15.7
385;Zuid-Limburg (CR);Totaal sociaal-economische categorie;418.7;16.7
386;Zuid-Limburg (CR);Totaal actief;229.4;19.1
387;Zuid-Limburg (CR);Werknemer;207.0;19.4
388;Zuid-Limburg (CR);Zelfstandige;21.9;15.6
389;Zuid-Limburg (CR);Totaal niet-actief;189.2;13.9
390;Zuid-Limburg (CR);Werkloosheids- en bijstandsuitk.ontv.;22.2;11.6
391;Zuid-Limburg (CR);Pensioenontvanger;118.2;15.8
392;Flevoland (CR);Totaal sociaal-economische categorie;225.1;17.2
393;Flevoland (CR);Totaal actief;156.2;18.9
394;Flevoland (CR);Werknemer;140.0;19.5
395;Flevoland (CR);Zelfstandige;16.0;14.5
396;Flevoland (CR);Totaal niet-actief;68.9;13.4
397;Flevoland (CR);Werkloosheids- en bijstandsuitk.ontv.;10.1;11.8
398;Flevoland (CR);Pensioenontvanger;37.8;15.5
399;Groningen (GA);Totaal sociaal-economische categorie;134.2;16.6
400;Groningen (GA);Totaal actief;74.0;19.5
401;Groningen (GA);Werknemer;66.8;19.8
402;Groningen (GA);Zelfstandige;7.1;16.1
403;Groningen (GA);Totaal niet-actief;60.2;13.0
404;Groningen (GA);Werkloosheids- en bijstandsuitk.ontv.;10.5;11.3
405;Groningen (GA);Pensioenontvanger;28.3;16.6
406;Leeuwarden (GA);Totaal sociaal-economische categorie;61.9;16.1
