ID;Geslacht;Werkadres;PositieWerkkring;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1
86;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 1 laag;2019;1705
87;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 1 laag;2020;1578
88;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2010;3481
89;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2011;3487
90;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2012;3517
91;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2013;3478
92;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2014;3444
93;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2015;3405
94;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2016;3464
95;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2017;3522
96;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2018;3509
97;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2019;3596
98;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 2 middelbaar ;2020;3461
99;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2010;2709
100;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2011;2685
101;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2012;2754
102;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2013;2883
103;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2014;2978
104;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2015;3076
105;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2016;3136
106;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2017;3284
107;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2018;3426
108;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2019;3547
109;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: 3 hoog;2020;3812
110;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2010;43
111;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2011;60
112;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2012;54
113;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2013;109
114;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2014;55
115;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2015;62
116;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2016;91
117;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2017;91
118;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2018;89
119;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2019;104
120;Totaal mannen en vrouwen;Totaal;Totaal;Onderwijsniveau: weet niet of onbekend;2020;101
121;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2010;1218
122;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2011;1232
123;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2012;1236
124;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2013;1225
125;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2014;1202
126;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2015;1245
127;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2016;1256
128;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2017;1300
129;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2018;1343
130;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2019;1381
131;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 15 tot 25 jaar;2020;1328
132;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2010;3771
133;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2011;3691
134;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2012;3650
135;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2013;3570
136;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2014;3502
137;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2015;3469
138;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2016;3479
139;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2017;3510
140;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2018;3568
141;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2019;3617
142;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 45 jaar;2020;3640
143;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2010;1704
144;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2011;1694
145;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2012;1696
146;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2013;1683
147;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2014;1681
148;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2015;1704
149;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2016;1736
150;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2017;1789
151;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2018;1847
152;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2019;1880
153;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 25 tot 35 jaar;2020;1908
154;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2010;2068
155;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2011;1998
156;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2012;1953
157;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2013;1886
158;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2014;1821
159;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2015;1765
160;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2016;1743
161;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2017;1721
162;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2018;1721
163;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2019;1737
164;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 35 tot 45 jaar;2020;1732
165;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2010;2015
166;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2011;2039
167;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2012;2044
168;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2013;2034
169;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2014;2028
170;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2015;2054
171;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2016;2083
172;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2017;2076
173;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2018;2087
174;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2019;2080
175;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 55 jaar;2020;2030
176;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2010;3289
177;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2011;3356
178;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2012;3444
179;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2013;3471
180;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2014;3510
181;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2015;3580
182;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2016;3668
183;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2017;3769
184;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2018;3863
185;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2019;3955
186;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 45 tot 75 jaar;2020;3984
187;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2010;1149
188;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2011;1188
189;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2012;1245
190;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2013;1275
191;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2014;1299
192;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2015;1356
193;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2016;1409
194;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2017;1484
195;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2018;1548
196;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2019;1611
197;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 55 tot 65 jaar;2020;1679
198;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2010;125
199;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2011;129
200;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2012;155
201;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2013;162
202;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2014;182
203;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2015;171
204;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2016;176
205;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2017;208
206;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2018;228
207;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2019;264
208;Totaal mannen en vrouwen;Totaal;Totaal;Leeftijd: 65 tot 75 jaar;2020;274
209;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2010;1187
210;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2011;1194
211;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2012;1190
212;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2013;1238
213;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2014;1260
214;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2015;1220
215;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2016;1304
216;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2017;1323
217;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2018;1360
218;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2019;1408
219;Totaal mannen en vrouwen;Totaal;Totaal;Positie: alleenstaande;2020;1398
220;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2010;3684
221;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2011;3696
222;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2012;3737
223;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2013;3665
224;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2014;3658
225;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2015;3663
226;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2016;3697
227;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2017;3730
228;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2018;3744
229;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2019;3794
230;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder;2020;3849
231;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2010;280
232;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2011;279
233;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2012;276
234;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2013;296
235;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2014;279
236;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2015;277
237;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2016;299
238;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2017;297
239;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2018;321
240;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2019;321
241;Totaal mannen en vrouwen;Totaal;Totaal;Positie: ouder in éénouderhuishouden;2020;335
242;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2010;5672
243;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2011;5625
244;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2012;5670
245;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2013;5557
246;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2014;5495
247;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2015;5564
248;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2016;5548
249;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2017;5647
250;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2018;5675
251;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2019;5775
252;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar;2020;5783
253;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2010;3404
254;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2011;3417
255;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2012;3461
256;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2013;3369
257;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2014;3379
258;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2015;3386
259;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2016;3398
260;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2017;3433
261;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2018;3423
262;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2019;3473
263;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar met kind;2020;3514
264;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2010;2268
265;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2011;2207
266;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2012;2209
267;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2013;2188
268;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2014;2116
269;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2015;2178
270;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2016;2150
271;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2017;2214
272;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2018;2251
273;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2019;2302
274;Totaal mannen en vrouwen;Totaal;Totaal;Positie: partner in paar, geen kind;2020;2270
275;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2010;1012
276;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2011;1028
277;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2012;1049
278;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2013;1018
279;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2014;1020
280;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2015;1064
281;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2016;1086
282;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2017;1127
283;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2018;1197
284;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2019;1221
285;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind;2020;1239
286;Totaal mannen en vrouwen;Totaal;Totaal;Positie: kind >= 18 jaar;2010;750
