ID;Geslacht;Leeftijd;Geboorteland;Herkomstland;SamenstellingHuishouden;SociaaleconomischeCategorie;Perioden;PersonenMetUitgesprokenSchuldsanering_1
34;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2008;3530.0
35;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2009;3280.0
36;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2010;4105.0
37;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2011;5290.0
38;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2012;4765.0
39;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2013;4075.0
40;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2014;3910.0
41;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2015;3820.0
42;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2016;3425.0
43;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2017;3100.0
44;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2018;2380.0
45;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2019;1885.0
46;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2020;1190.0
47;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2021;815.0
48;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2022;695.0
49;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Werknemer;2023;630.0
50;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);1999;185.0
51;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2000;160.0
52;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2001;225.0
53;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2002;175.0
54;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2003;170.0
55;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2004;195.0
56;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2005;285.0
57;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2006;240.0
58;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2007;180.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2008;145.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2009;180.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2010;165.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2011;175.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2012;205.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2013;165.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2014;150.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2015;145.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2016;105.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2017;80.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2018;55.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2019;55.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2020;35.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2021;25.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2022;30.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Zelfstandige (totaal);2023;95.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;1999;2720.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2000;3940.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2001;4010.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2002;4620.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2003;5430.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2004;7210.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2005;7555.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2006;7320.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2007;7005.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2008;4045.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2009;3965.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2010;5300.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2011;7255.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2012;6985.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2013;6300.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2014;6365.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2015;6215.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2016;5015.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2017;4255.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2018;2880.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2019;2210.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2020;1480.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2021;1180.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2022;965.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Uitkeringsontvanger;2023;920.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;1999;145.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2000;220.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2001;205.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2002;205.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2003;255.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2004;375.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2005;445.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2006;535.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2007;575.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2008;345.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2009;340.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2010;370.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2011;510.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2012;510.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2013;560.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2014;550.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2015;530.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2016;405.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2017;360.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2018;205.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2019;200.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2020;110.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2021;90.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2022;85.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Pensioenontvanger;2023;90.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;1999;10.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2000;10.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2001;25.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2002;20.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2003;20.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2004;55.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2005;65.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2006;55.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2007;60.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2008;35.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2009;30.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2010;55.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2011;55.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2012;55.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2013;40.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2014;40.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2015;50.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2016;50.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2017;30.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2018;30.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2019;10.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2020;10.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2021;10.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2022;10.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;(School)kind of student;2023;10.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);1999;750.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2000;930.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2001;860.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2002;895.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2003;960.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2004;1245.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2005;1155.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2006;1270.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2007;1135.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2008;730.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2009;785.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2010;930.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2011;1010.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2012;905.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2013;855.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2014;925.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2015;760.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2016;700.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2017;495.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2018;325.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2019;250.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2020;150.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2021;110.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2022;95.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Overig (geen inkomen, kind of student);2023;125.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;1999;535.0
176;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2000;695.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2001;795.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2002;785.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2003;815.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2004;1150.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2005;1165.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2006;770.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2007;775.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2008;375.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2009;380.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2010;430.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2011;400.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2012;320.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2013;345.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2014;305.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2015;155.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2016;80.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2017;40.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2018;20.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2019;25.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2020;10.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2021;15.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2022;
199;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Onbekend;2023;15.0
200;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;1999;1240.0
201;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2000;1945.0
202;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2001;1970.0
203;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2002;2155.0
204;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2003;2440.0
205;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2004;3365.0
206;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2005;3720.0
207;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2006;4045.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2007;4045.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2008;2520.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2009;2445.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2010;3125.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2011;4215.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2012;4085.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2013;3620.0
215;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2014;3670.0
216;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2015;3490.0
217;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2016;3010.0
218;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2017;2560.0
219;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2018;1900.0
220;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2019;1530.0
221;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2020;980.0
222;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2021;820.0
223;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2022;735.0
224;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Totaal;2023;765.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;1999;390.0
226;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2000;625.0
227;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2001;585.0
228;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2002;635.0
229;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2003;665.0
230;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2004;870.0
231;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2005;915.0
232;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2006;1150.0
233;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2007;1320.0
234;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2008;875.0
235;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2009;810.0
236;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2010;1025.0
237;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2011;1260.0
238;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2012;1175.0
239;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2013;950.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2014;915.0
241;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2015;880.0
242;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2016;870.0
243;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2017;775.0
244;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2018;625.0
245;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2019;525.0
246;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2020;330.0
247;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2021;255.0
248;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2022;230.0
249;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Werknemer;2023;215.0
250;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Zelfstandige (totaal);1999;30.0
251;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Zelfstandige (totaal);2000;25.0
252;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Zelfstandige (totaal);2001;40.0
253;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Zelfstandige (totaal);2002;35.0
254;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Zelfstandige (totaal);2003;25.0
255;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Eenpersoonshuishouden;Zelfstandige (totaal);2004;25.0
