ID;Geslacht;LandVanHerkomstVestiging;Geboorteland;Perioden;Immigratie_1;EmigratieExclusiefAdministratieveC_2;MigratiesaldoExclusiefAdministrati_3
62;Totaal mannen en vrouwen;Totaal landen;Overig land;2001;14200.0;9032.0;5168.0
63;Totaal mannen en vrouwen;Totaal landen;Overig land;2002;13163.0;9559.0;3604.0
64;Totaal mannen en vrouwen;Totaal landen;Overig land;2003;11680.0;10247.0;1433.0
65;Totaal mannen en vrouwen;Totaal landen;Overig land;2004;10800.0;11773.0;-973.0
66;Totaal mannen en vrouwen;Totaal landen;Overig land;2005;10977.0;13105.0;-2128.0
67;Totaal mannen en vrouwen;Totaal landen;Overig land;2006;12188.0;14958.0;-2770.0
68;Totaal mannen en vrouwen;Totaal landen;Overig land;2007;14275.0;15047.0;-772.0
69;Totaal mannen en vrouwen;Totaal landen;Overig land;2008;17583.0;14732.0;2851.0
70;Totaal mannen en vrouwen;Totaal landen;Overig land;2009;19260.0;14011.0;5249.0
71;Totaal mannen en vrouwen;Totaal landen;Overig land;2010;21132.0;16329.0;4803.0
72;Totaal mannen en vrouwen;Totaal landen;Overig land;2011;21574.0;18569.0;3005.0
73;Totaal mannen en vrouwen;Totaal landen;Overig land;2012;21508.0;19468.0;2040.0
74;Totaal mannen en vrouwen;Totaal landen;Overig land;2013;23673.0;20366.0;3307.0
75;Totaal mannen en vrouwen;Totaal landen;Overig land;2014;27984.0;21562.0;6422.0
76;Totaal mannen en vrouwen;Totaal landen;Overig land;2015;35224.0;22935.0;12289.0
77;Totaal mannen en vrouwen;Totaal landen;Overig land;2016;42723.0;23481.0;19242.0
78;Totaal mannen en vrouwen;Totaal landen;Overig land;2017;44651.0;23180.0;21471.0
79;Totaal mannen en vrouwen;Totaal landen;Overig land;2018;42745.0;24772.0;17973.0
80;Totaal mannen en vrouwen;Totaal landen;Overig land;2019;48784.0;25909.0;22875.0
81;Totaal mannen en vrouwen;Totaal landen;Overig land;2020;46215.0;25206.0;21009.0
82;Totaal mannen en vrouwen;Totaal landen;Overig land;2021;51028.0;26005.0;25023.0
83;Totaal mannen en vrouwen;Totaal landen;Overig land;2022;73422.0;33551.0;39871.0
84;Totaal mannen en vrouwen;Totaal landen;Nederland;1995;21396.0;34848.0;-13452.0
85;Totaal mannen en vrouwen;Totaal landen;Nederland;1996;22566.0;35742.0;-13176.0
86;Totaal mannen en vrouwen;Totaal landen;Nederland;1997;22715.0;33137.0;-10422.0
87;Totaal mannen en vrouwen;Totaal landen;Nederland;1998;25984.0;32076.0;-6092.0
88;Totaal mannen en vrouwen;Totaal landen;Nederland;1999;24974.0;30833.0;-5859.0
89;Totaal mannen en vrouwen;Totaal landen;Nederland;2000;23817.0;32749.0;-8932.0
90;Totaal mannen en vrouwen;Totaal landen;Nederland;2001;23150.0;34240.0;-11090.0
91;Totaal mannen en vrouwen;Totaal landen;Nederland;2002;21442.0;35830.0;-14388.0
92;Totaal mannen en vrouwen;Totaal landen;Nederland;2003;19828.0;35899.0;-16071.0
93;Totaal mannen en vrouwen;Totaal landen;Nederland;2004;19447.0;38467.0;-19020.0
94;Totaal mannen en vrouwen;Totaal landen;Nederland;2005;20187.0;45291.0;-25104.0
95;Totaal mannen en vrouwen;Totaal landen;Nederland;2006;23484.0;49303.0;-25819.0
96;Totaal mannen en vrouwen;Totaal landen;Nederland;2007;24984.0;48101.0;-23117.0
97;Totaal mannen en vrouwen;Totaal landen;Nederland;2008;26999.0;46100.0;-19101.0
98;Totaal mannen en vrouwen;Totaal landen;Nederland;2009;28248.0;37766.0;-9518.0
99;Totaal mannen en vrouwen;Totaal landen;Nederland;2010;28397.0;38002.0;-9605.0
100;Totaal mannen en vrouwen;Totaal landen;Nederland;2011;28462.0;43535.0;-15073.0
101;Totaal mannen en vrouwen;Totaal landen;Nederland;2012;27676.0;40931.0;-13255.0
102;Totaal mannen en vrouwen;Totaal landen;Nederland;2013;27612.0;42742.0;-15130.0
103;Totaal mannen en vrouwen;Totaal landen;Nederland;2014;28756.0;43656.0;-14900.0
104;Totaal mannen en vrouwen;Totaal landen;Nederland;2015;29882.0;44398.0;-14516.0
105;Totaal mannen en vrouwen;Totaal landen;Nederland;2016;31648.0;42672.0;-11024.0
106;Totaal mannen en vrouwen;Totaal landen;Nederland;2017;32831.0;41034.0;-8203.0
107;Totaal mannen en vrouwen;Totaal landen;Nederland;2018;32820.0;40064.0;-7244.0
108;Totaal mannen en vrouwen;Totaal landen;Nederland;2019;33105.0;38043.0;-4938.0
109;Totaal mannen en vrouwen;Totaal landen;Nederland;2020;31833.0;30718.0;1115.0
110;Totaal mannen en vrouwen;Totaal landen;Nederland;2021;25870.0;35351.0;-9481.0
111;Totaal mannen en vrouwen;Totaal landen;Nederland;2022;24973.0;41718.0;-16745.0
112;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;1995;51624.0;44059.0;7565.0
113;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;1996;53877.0;46766.0;7111.0
114;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;1997;53232.0;43813.0;9419.0
115;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;1998;57692.0;43752.0;13940.0
116;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;1999;58837.0;44143.0;14694.0
117;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2000;64800.0;47217.0;17583.0
118;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2001;63560.0;48845.0;14715.0
119;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2002;57898.0;51609.0;6289.0
120;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2003;52668.0;51120.0;1548.0
121;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2004;54131.0;54645.0;-514.0
122;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2005;55543.0;60186.0;-4643.0
123;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2006;63478.0;66297.0;-2819.0
124;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2007;77462.0;66094.0;11368.0
125;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2008;92978.0;65528.0;27450.0
126;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2009;91955.0;61123.0;30832.0
127;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2010;98657.0;63175.0;35482.0
128;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2011;108354.0;73939.0;34415.0
129;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2012;108949.0;76568.0;32381.0
130;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2013;110608.0;81019.0;29589.0
131;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2014;120282.0;85178.0;35104.0
132;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2015;123229.0;90779.0;32450.0
133;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2016;133407.0;92958.0;40449.0
134;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2017;147009.0;94534.0;52475.0
135;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2018;158613.0;100838.0;57775.0
136;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2019;175816.0;105014.0;70802.0
137;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2020;153039.0;103063.0;49976.0
138;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2021;165190.0;99923.0;65267.0
139;Totaal mannen en vrouwen;Totaal westerse landen;Totaal;2022;291221.0;126265.0;164956.0
140;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;1995;30712.0;12346.0;18366.0
141;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;1996;31124.0;13330.0;17794.0
142;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;1997;29986.0;12979.0;17007.0
143;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;1998;31968.0;13045.0;18923.0
144;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;1999;34407.0;13351.0;21056.0
145;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2000;40341.0;13614.0;26727.0
146;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2001;39427.0;12976.0;26451.0
147;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2002;34901.0;13930.0;20971.0
148;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2003;30888.0;13831.0;17057.0
149;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2004;32408.0;14220.0;18188.0
150;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2005;33086.0;14131.0;18955.0
151;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2006;37682.0;15676.0;22006.0
152;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2007;48627.0;16591.0;32036.0
153;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2008;60302.0;18195.0;42107.0
154;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2009;57703.0;21466.0;36237.0
155;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2010;64479.0;23357.0;41122.0
156;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2011;73054.0;28549.0;44505.0
157;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2012;73451.0;33050.0;40401.0
158;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2013;74950.0;35677.0;39273.0
159;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2014;82775.0;37816.0;44959.0
160;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2015;84199.0;40628.0;43571.0
161;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2016;89965.0;42844.0;47121.0
162;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2017;98400.0;45434.0;52966.0
163;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2018;107448.0;50689.0;56759.0
164;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2019;118905.0;55217.0;63688.0
165;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2020;98370.0;58038.0;40332.0
166;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2021;112225.0;51005.0;61220.0
167;Totaal mannen en vrouwen;Totaal westerse landen;Land herkomst / vestiging;2022;221375.0;65248.0;156127.0
168;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;1995;5805.0;5473.0;332.0
169;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;1996;6918.0;6016.0;902.0
170;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;1997;7481.0;6105.0;1376.0
171;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;1998;8343.0;5911.0;2432.0
172;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;1999;8202.0;6365.0;1837.0
173;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2000;9137.0;7287.0;1850.0
174;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2001;8913.0;7613.0;1300.0
175;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2002;8533.0;7975.0;558.0
176;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2003;8068.0;8489.0;-421.0
177;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2004;7787.0;9794.0;-2007.0
178;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2005;7953.0;10914.0;-2961.0
179;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2006;8961.0;12482.0;-3521.0
180;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2007;10896.0;12512.0;-1616.0
181;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2008;13442.0;12167.0;1275.0
182;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2009;14586.0;11728.0;2858.0
183;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2010;14964.0;12524.0;2440.0
184;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2011;15867.0;14453.0;1414.0
185;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2012;16355.0;15033.0;1322.0
186;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2013;16772.0;15975.0;797.0
187;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2014;18001.0;16954.0;1047.0
188;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2015;19017.0;18273.0;744.0
189;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2016;22652.0;18770.0;3882.0
190;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2017;26759.0;18282.0;8477.0
191;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2018;28896.0;19758.0;9138.0
192;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2019;34369.0;20790.0;13579.0
193;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2020;32995.0;20586.0;12409.0
194;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2021;34930.0;21413.0;13517.0
195;Totaal mannen en vrouwen;Totaal westerse landen;Overig land;2022;52732.0;28115.0;24617.0
196;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;1995;15107.0;26240.0;-11133.0
197;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;1996;15835.0;27420.0;-11585.0
198;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;1997;15765.0;24729.0;-8964.0
199;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;1998;17381.0;24796.0;-7415.0
200;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;1999;16228.0;24427.0;-8199.0
201;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2000;15322.0;26316.0;-10994.0
202;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2001;15220.0;28256.0;-13036.0
203;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2002;14464.0;29704.0;-15240.0
204;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2003;13712.0;28800.0;-15088.0
205;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2004;13936.0;30631.0;-16695.0
206;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2005;14504.0;35141.0;-20637.0
207;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2006;16835.0;38139.0;-21304.0
208;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2007;17939.0;36991.0;-19052.0
209;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2008;19234.0;35166.0;-15932.0
210;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2009;19666.0;27929.0;-8263.0
211;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2010;19214.0;27294.0;-8080.0
212;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2011;19433.0;30937.0;-11504.0
213;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2012;19143.0;28485.0;-9342.0
214;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2013;18886.0;29367.0;-10481.0
215;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2014;19506.0;30408.0;-10902.0
216;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2015;20013.0;31878.0;-11865.0
217;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2016;20790.0;31344.0;-10554.0
218;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2017;21850.0;30818.0;-8968.0
219;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2018;22269.0;30391.0;-8122.0
220;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2019;22542.0;29007.0;-6465.0
221;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2020;21674.0;24439.0;-2765.0
222;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2021;18035.0;27505.0;-9470.0
223;Totaal mannen en vrouwen;Totaal westerse landen;Nederland;2022;17114.0;32902.0;-15788.0
224;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;1995;44156.0;19260.0;24896.0
225;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;1996;54460.0;18559.0;35901.0
226;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;1997;56320.0;18403.0;37917.0
227;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;1998;64260.0;16689.0;47571.0
228;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;1999;59176.0;14880.0;44296.0
229;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2000;66867.0;13983.0;52884.0
230;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2001;68888.0;14472.0;54416.0
231;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2002;62668.0;15119.0;47549.0
232;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2003;51375.0;17765.0;33610.0
233;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2004;39609.0;20404.0;19205.0
234;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2005;36508.0;23211.0;13297.0
235;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2006;37477.0;24731.0;12746.0
236;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2007;39198.0;25193.0;14005.0
237;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2008;50306.0;24539.0;25767.0
238;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2009;54203.0;24234.0;29969.0
239;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2010;53991.0;26625.0;27366.0
240;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2011;52964.0;30649.0;22315.0
241;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2012;47797.0;32048.0;15749.0
242;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2013;52539.0;34703.0;17836.0
243;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2014;61063.0;35251.0;25812.0
244;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2015;79789.0;34272.0;45517.0
245;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2016;95786.0;32560.0;63226.0
246;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2017;86157.0;30766.0;55391.0
247;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2018;83484.0;31838.0;51646.0
248;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2019;91777.0;31894.0;59883.0
249;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2020;66307.0;27961.0;38346.0
250;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2021;85893.0;26413.0;59480.0
251;Totaal mannen en vrouwen;Totaal niet-westerse landen;Totaal;2022;110412.0;27918.0;82494.0
252;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;1995;34519.0;8882.0;25637.0
253;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;1996;43853.0;8491.0;35362.0
254;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;1997;45138.0;8255.0;36883.0
255;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;1998;50924.0;7718.0;43206.0
256;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;1999;46664.0;6961.0;39703.0
257;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2000;54297.0;6061.0;48236.0
258;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2001;56627.0;7070.0;49557.0
259;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2002;51744.0;7409.0;44335.0
260;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2003;42118.0;8908.0;33210.0
261;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2004;31364.0;10589.0;20775.0
262;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2005;28047.0;10872.0;17175.0
263;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2006;27796.0;11091.0;16705.0
264;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2007;28933.0;11548.0;17385.0
265;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2008;38632.0;11040.0;27592.0
266;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2009;41167.0;12114.0;29053.0
267;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2010;40424.0;13762.0;26662.0
268;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2011;39872.0;15532.0;24340.0
269;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2012;35739.0;16907.0;18832.0
270;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2013;38537.0;18395.0;20142.0
271;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2014;43434.0;19214.0;24220.0
272;Totaal mannen en vrouwen;Totaal niet-westerse landen;Land herkomst / vestiging;2015;55310.0;18923.0;36387.0
