ID;GeboortelandOudersHoofdkostwinner;HerkomstlandHoofdkostwinner;Perioden;ParticuliereHuishoudens_1;GemiddeldBesteedbaarInkomen_2;GemiddeldGestandaardiseerdInkomen_3;MediaanVermogen_4;HuishoudensMetLaagInkomen_5
320;Geboren in Nederland;Nederland;2019;5991.0;47.8;33.0;82.2;5.1
321;Geboren in Nederland;Nederland;2020;5995.3;48.5;33.4;99.4;4.5
322;Geboren in Nederland;Nederland;2021;6004.6;50.5;35.0;128.4;4.2
323;Geboren in Nederland;Nederland;2022;6015.2;53.4;37.0;188.4;2.7
324;Geboren in Nederland;Nederland;2023;5998.9;57.7;40.0;194.3;2.2
325;Geboren in Nederland;Europa (exclusief Nederland);2011;239.7;34.6;25.3;33.8;6.1
326;Geboren in Nederland;Europa (exclusief Nederland);2012;240.1;34.7;25.5;27.9;6.8
327;Geboren in Nederland;Europa (exclusief Nederland);2013;240.3;34.7;25.5;20.8;7.7
328;Geboren in Nederland;Europa (exclusief Nederland);2014;239.3;36.6;26.8;20.5;7.3
329;Geboren in Nederland;Europa (exclusief Nederland);2015;240.0;36.2;26.8;23.6;7.2
330;Geboren in Nederland;Europa (exclusief Nederland);2016;239.7;37.3;27.5;25.5;6.8
331;Geboren in Nederland;Europa (exclusief Nederland);2017;239.4;38.4;28.3;30.3;6.9
332;Geboren in Nederland;Europa (exclusief Nederland);2018;238.9;39.3;28.5;39.2;6.9
333;Geboren in Nederland;Europa (exclusief Nederland);2019;238.0;42.3;30.6;50.7;6.6
334;Geboren in Nederland;Europa (exclusief Nederland);2020;237.6;43.0;31.2;61.9;5.9
335;Geboren in Nederland;Europa (exclusief Nederland);2021;237.1;44.3;32.2;81.4;5.6
336;Geboren in Nederland;Europa (exclusief Nederland);2022;236.5;47.0;34.2;122.1;3.6
337;Geboren in Nederland;Europa (exclusief Nederland);2023;234.8;51.2;37.3;124.7;3.0
338;Geboren in Nederland;België;2011;34.1;35.5;25.9;58.6;5.8
339;Geboren in Nederland;België;2012;34.2;35.6;26.0;47.9;6.6
340;Geboren in Nederland;België;2013;34.0;35.6;26.1;38.9;7.3
341;Geboren in Nederland;België;2014;33.7;37.8;27.6;39.7;7.1
342;Geboren in Nederland;België;2015;33.7;37.2;27.3;43.5;7.3
343;Geboren in Nederland;België;2016;33.5;38.3;28.1;46.8;6.7
344;Geboren in Nederland;België;2017;33.3;39.7;29.1;54.7;6.6
345;Geboren in Nederland;België;2018;33.2;40.4;29.2;66.9;6.6
346;Geboren in Nederland;België;2019;32.9;43.8;31.5;81.3;6.4
347;Geboren in Nederland;België;2020;32.8;44.3;31.9;93.4;5.8
348;Geboren in Nederland;België;2021;32.5;46.0;33.1;116.2;5.4
349;Geboren in Nederland;België;2022;32.5;48.5;35.1;164.5;3.7
350;Geboren in Nederland;België;2023;32.2;52.5;38.0;167.7;2.9
351;Geboren in Nederland;Duitsland;2011;144.4;33.8;25.1;46.4;5.1
352;Geboren in Nederland;Duitsland;2012;143.4;33.9;25.3;39.8;5.7
353;Geboren in Nederland;Duitsland;2013;142.0;33.8;25.3;32.3;6.3
354;Geboren in Nederland;Duitsland;2014;139.8;35.5;26.6;32.4;5.9
355;Geboren in Nederland;Duitsland;2015;138.5;35.0;26.3;35.9;5.8
356;Geboren in Nederland;Duitsland;2016;137.0;36.1;27.1;38.3;5.5
357;Geboren in Nederland;Duitsland;2017;135.3;37.0;27.8;43.9;5.6
358;Geboren in Nederland;Duitsland;2018;133.2;37.3;27.7;52.6;5.6
359;Geboren in Nederland;Duitsland;2019;131.1;40.2;29.8;64.2;5.3
360;Geboren in Nederland;Duitsland;2020;128.9;40.6;30.1;77.0;4.8
361;Geboren in Nederland;Duitsland;2021;126.5;41.8;31.1;98.3;4.5
362;Geboren in Nederland;Duitsland;2022;123.8;44.4;33.1;142.2;2.9
363;Geboren in Nederland;Duitsland;2023;120.9;48.0;35.9;148.0;2.3
364;Geboren in Nederland;Verenigd Koninkrijk;2011;10.9;35.7;25.7;6.7;8.9
