ID;RegioS;Inkomensbron;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2
120;Zuidoost-Drenthe (CR);Totaal particulier huishouden;69.7;27.8
121;Zuidoost-Drenthe (CR);Loon;36.5;32.2
122;Zuidoost-Drenthe (CR);Winst;6.8;31.6
123;Zuidoost-Drenthe (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.0;19.6
124;Zuidoost-Drenthe (CR);Pensioen;18.6;21.1
125;Zuidwest-Drenthe (CR);Totaal particulier huishouden;51.2;29.3
126;Zuidwest-Drenthe (CR);Loon;26.4;33.1
127;Zuidwest-Drenthe (CR);Winst;5.8;35.5
128;Zuidwest-Drenthe (CR);Werkloosheid,bijstand,arbeidsongeschikt;4.5;19.9
129;Zuidwest-Drenthe (CR);Pensioen;13.8;22.3
130;Noord-Overijssel (CR);Totaal particulier huishouden;132.0;29.8
131;Noord-Overijssel (CR);Loon;75.6;33.2
132;Noord-Overijssel (CR);Winst;14.3;37.2
133;Noord-Overijssel (CR);Werkloosheid,bijstand,arbeidsongeschikt;10.2;18.8
134;Noord-Overijssel (CR);Pensioen;30.3;22.1
135;Zuidwest-Overijssel (CR);Totaal particulier huishouden;58.9;29.2
136;Zuidwest-Overijssel (CR);Loon;34.2;32.7
137;Zuidwest-Overijssel (CR);Winst;5.3;36.1
138;Zuidwest-Overijssel (CR);Werkloosheid,bijstand,arbeidsongeschikt;5.0;19.1
139;Zuidwest-Overijssel (CR);Pensioen;13.5;22.2
140;Twente (CR);Totaal particulier huishouden;240.6;29.4
141;Twente (CR);Loon;133.7;33.3
142;Twente (CR);Winst;22.9;37.7
143;Twente (CR);Werkloosheid,bijstand,arbeidsongeschikt;22.8;19.0
144;Twente (CR);Pensioen;58.3;21.7
145;Veluwe (CR);Totaal particulier huishouden;244.0;31.9
146;Veluwe (CR);Loon;138.1;35.4
147;Veluwe (CR);Winst;25.4;40.9
148;Veluwe (CR);Werkloosheid,bijstand,arbeidsongeschikt;17.3;19.9
149;Veluwe (CR);Pensioen;59.8;24.0
150;Achterhoek (CR);Totaal particulier huishouden;151.8;30.3
151;Achterhoek (CR);Loon;82.7;34.1
152;Achterhoek (CR);Winst;17.6;36.7
153;Achterhoek (CR);Werkloosheid,bijstand,arbeidsongeschikt;11.5;20.0
154;Achterhoek (CR);Pensioen;38.2;22.4
155;Arnhem/Nijmegen (CR);Totaal particulier huishouden;293.9;29.5
156;Arnhem/Nijmegen (CR);Loon;167.4;33.2
157;Arnhem/Nijmegen (CR);Winst;25.8;36.9
158;Arnhem/Nijmegen (CR);Werkloosheid,bijstand,arbeidsongeschikt;30.0;18.1
159;Arnhem/Nijmegen (CR);Pensioen;66.7;23.0
160;Zuidwest-Gelderland (CR);Totaal particulier huishouden;86.8;32.8
161;Zuidwest-Gelderland (CR);Loon;50.5;36.7
162;Zuidwest-Gelderland (CR);Winst;11.5;40.8
163;Zuidwest-Gelderland (CR);Werkloosheid,bijstand,arbeidsongeschikt;5.3;20.3
164;Zuidwest-Gelderland (CR);Pensioen;18.4;21.3
165;Utrecht (CR);Totaal particulier huishouden;473.0;32.8
166;Utrecht (CR);Loon;282.0;36.2
167;Utrecht (CR);Winst;47.5;41.5
168;Utrecht (CR);Werkloosheid,bijstand,arbeidsongeschikt;37.6;18.8
169;Utrecht (CR);Pensioen;99.7;24.6
170;Kop van Noord-Holland (CR);Totaal particulier huishouden;146.2;30.5
171;Kop van Noord-Holland (CR);Loon;81.2;34.2
172;Kop van Noord-Holland (CR);Winst;18.9;37.3
173;Kop van Noord-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;12.1;19.6
174;Kop van Noord-Holland (CR);Pensioen;32.4;21.9
175;Alkmaar en omgeving (CR);Totaal particulier huishouden;92.8;31.3
176;Alkmaar en omgeving (CR);Loon;52.9;34.8
177;Alkmaar en omgeving (CR);Winst;9.7;38.4
178;Alkmaar en omgeving (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.9;19.6
179;Alkmaar en omgeving (CR);Pensioen;20.8;23.9
180;IJmond (CR);Totaal particulier huishouden;78.2;31.9
181;IJmond (CR);Loon;43.2;36.1
182;IJmond (CR);Winst;6.9;39.9
183;IJmond (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.1;20.2
184;IJmond (CR);Pensioen;21.0;24.6
185;Agglomeratie Haarlem (CR);Totaal particulier huishouden;97.8;32.1
186;Agglomeratie Haarlem (CR);Loon;52.9;35.9
187;Agglomeratie Haarlem (CR);Winst;9.9;41.0
188;Agglomeratie Haarlem (CR);Werkloosheid,bijstand,arbeidsongeschikt;8.8;18.9
189;Agglomeratie Haarlem (CR);Pensioen;24.5;24.6
190;Zaanstreek (CR);Totaal particulier huishouden;65.6;30.5
191;Zaanstreek (CR);Loon;37.7;34.7
192;Zaanstreek (CR);Winst;5.5;38.0
193;Zaanstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.5;19.7
194;Zaanstreek (CR);Pensioen;15.1;22.3
195;Groot-Amsterdam (CR);Totaal particulier huishouden;556.8;29.0
196;Groot-Amsterdam (CR);Loon;309.5;33.3
197;Groot-Amsterdam (CR);Winst;61.0;34.6
198;Groot-Amsterdam (CR);Werkloosheid,bijstand,arbeidsongeschikt;74.1;16.7
199;Groot-Amsterdam (CR);Pensioen;104.8;22.2
200;Het Gooi en Vechtstreek (CR);Totaal particulier huishouden;105.2;34.4
201;Het Gooi en Vechtstreek (CR);Loon;55.7;38.8
202;Het Gooi en Vechtstreek (CR);Winst;12.6;42.9
203;Het Gooi en Vechtstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.3;19.2
204;Het Gooi en Vechtstreek (CR);Pensioen;27.6;26.0
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal particulier huishouden;157.0;33.0
206;Agglomeratie Leiden en Bollenstreek (CR);Loon;93.8;36.4
207;Agglomeratie Leiden en Bollenstreek (CR);Winst;15.5;43.1
208;Agglomeratie Leiden en Bollenstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;10.8;18.4
209;Agglomeratie Leiden en Bollenstreek (CR);Pensioen;35.0;24.0
210;Agglomeratie 's-Gravenhage (CR);Totaal particulier huishouden;343.4;30.0
211;Agglomeratie 's-Gravenhage (CR);Loon;191.4;34.0
212;Agglomeratie 's-Gravenhage (CR);Winst;28.8;37.1
213;Agglomeratie 's-Gravenhage (CR);Werkloosheid,bijstand,arbeidsongeschikt;39.1;17.0
214;Agglomeratie 's-Gravenhage (CR);Pensioen;79.8;24.5
215;Delft en Westland (CR);Totaal particulier huishouden;84.6;31.6
216;Delft en Westland (CR);Loon;48.7;34.7
217;Delft en Westland (CR);Winst;9.7;43.1
218;Delft en Westland (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.2;18.0
219;Delft en Westland (CR);Pensioen;18.8;23.1
220;Oost-Zuid-Holland (CR);Totaal particulier huishouden;126.0;33.5
221;Oost-Zuid-Holland (CR);Loon;76.3;37.1
222;Oost-Zuid-Holland (CR);Winst;14.3;41.3
223;Oost-Zuid-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.2;19.4
224;Oost-Zuid-Holland (CR);Pensioen;26.8;23.2
225;Groot-Rijnmond (CR);Totaal particulier huishouden;591.5;29.0
226;Groot-Rijnmond (CR);Loon;326.8;33.6
227;Groot-Rijnmond (CR);Winst;46.6;37.7
228;Groot-Rijnmond (CR);Werkloosheid,bijstand,arbeidsongeschikt;71.1;17.0
229;Groot-Rijnmond (CR);Pensioen;139.9;21.7
230;Zuidoost-Zuid-Holland (CR);Totaal particulier huishouden;160.5;30.9
231;Zuidoost-Zuid-Holland (CR);Loon;92.9;35.0
232;Zuidoost-Zuid-Holland (CR);Winst;14.2;40.4
233;Zuidoost-Zuid-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;12.7;18.2
234;Zuidoost-Zuid-Holland (CR);Pensioen;39.1;22.1
235;Zeeuwsch-Vlaanderen (CR);Totaal particulier huishouden;46.3;29.7
236;Zeeuwsch-Vlaanderen (CR);Loon;23.9;34.4
237;Zeeuwsch-Vlaanderen (CR);Winst;5.2;38.2
238;Zeeuwsch-Vlaanderen (CR);Werkloosheid,bijstand,arbeidsongeschikt;3.4;18.1
239;Zeeuwsch-Vlaanderen (CR);Pensioen;13.2;21.3
240;Overig Zeeland (CR);Totaal particulier huishouden;111.7;29.5
241;Overig Zeeland (CR);Loon;59.1;32.7
242;Overig Zeeland (CR);Winst;12.6;38.4
243;Overig Zeeland (CR);Werkloosheid,bijstand,arbeidsongeschikt;8.0;18.5
244;Overig Zeeland (CR);Pensioen;30.2;22.6
245;West-Noord-Brabant (CR);Totaal particulier huishouden;247.2;30.8
246;West-Noord-Brabant (CR);Loon;141.5;35.0
247;West-Noord-Brabant (CR);Winst;23.6;38.0
248;West-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;21.0;18.8
249;West-Noord-Brabant (CR);Pensioen;58.4;22.3
250;Midden-Noord-Brabant (CR);Totaal particulier huishouden;178.1;30.8
251;Midden-Noord-Brabant (CR);Loon;103.2;35.0
252;Midden-Noord-Brabant (CR);Winst;17.4;37.6
253;Midden-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;15.2;18.8
254;Midden-Noord-Brabant (CR);Pensioen;40.0;21.8
255;Noordoost-Noord-Brabant (CR);Totaal particulier huishouden;244.8;31.9
256;Noordoost-Noord-Brabant (CR);Loon;140.7;36.0
257;Noordoost-Noord-Brabant (CR);Winst;27.3;38.1
258;Noordoost-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;20.2;20.1
259;Noordoost-Noord-Brabant (CR);Pensioen;53.7;22.8
260;Zuidoost-Noord-Brabant (CR);Totaal particulier huishouden;295.0;30.9
261;Zuidoost-Noord-Brabant (CR);Loon;167.9;34.7
262;Zuidoost-Noord-Brabant (CR);Winst;29.0;37.8
263;Zuidoost-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;26.2;18.5
264;Zuidoost-Noord-Brabant (CR);Pensioen;68.6;23.6
265;Noord-Limburg (CR);Totaal particulier huishouden;109.8;30.5
266;Noord-Limburg (CR);Loon;63.0;34.4
267;Noord-Limburg (CR);Winst;11.1;37.4
268;Noord-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;9.5;19.5
269;Noord-Limburg (CR);Pensioen;25.0;21.8
270;Midden-Limburg (CR);Totaal particulier huishouden;94.7;30.5
271;Midden-Limburg (CR);Loon;52.5;35.0
272;Midden-Limburg (CR);Winst;9.2;37.1
273;Midden-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;8.8;19.7
274;Midden-Limburg (CR);Pensioen;22.9;22.0
275;Zuid-Limburg (CR);Totaal particulier huishouden;269.7;28.6
276;Zuid-Limburg (CR);Loon;139.6;33.5
277;Zuid-Limburg (CR);Winst;20.8;35.6
278;Zuid-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;34.0;18.3
279;Zuid-Limburg (CR);Pensioen;71.5;22.1
280;Flevoland (CR);Totaal particulier huishouden;135.1;30.8
281;Flevoland (CR);Loon;85.6;33.8
282;Flevoland (CR);Winst;14.5;36.4
283;Flevoland (CR);Werkloosheid,bijstand,arbeidsongeschikt;12.0;19.1
284;Flevoland (CR);Pensioen;21.7;22.1
285;Groningen (GA);Totaal particulier huishouden;86.6;26.1
286;Groningen (GA);Loon;48.1;28.9
287;Groningen (GA);Winst;6.9;34.9
288;Groningen (GA);Werkloosheid,bijstand,arbeidsongeschikt;11.9;15.5
289;Groningen (GA);Pensioen;18.1;22.2
290;Leeuwarden (GA);Totaal particulier huishouden;40.7;25.5
291;Leeuwarden (GA);Loon;21.9;28.1
292;Leeuwarden (GA);Winst;3.0;36.4
293;Leeuwarden (GA);Werkloosheid,bijstand,arbeidsongeschikt;5.4;15.6
294;Leeuwarden (GA);Pensioen;9.8;22.3
295;Zwolle (GA);Totaal particulier huishouden;46.9;29.1
296;Zwolle (GA);Loon;28.6;32.0
297;Zwolle (GA);Winst;3.1;41.2
298;Zwolle (GA);Werkloosheid,bijstand,arbeidsongeschikt;4.7;17.5
299;Zwolle (GA);Pensioen;9.8;23.3
300;Enschede (GA);Totaal particulier huishouden;63.2;26.2
301;Enschede (GA);Loon;34.1;29.9
302;Enschede (GA);Winst;4.6;34.0
303;Enschede (GA);Werkloosheid,bijstand,arbeidsongeschikt;8.7;17.5
304;Enschede (GA);Pensioen;15.0;20.7
305;Apeldoorn (GA);Totaal particulier huishouden;64.6;30.7
306;Apeldoorn (GA);Loon;37.0;34.5
307;Apeldoorn (GA);Winst;5.0;39.1
308;Apeldoorn (GA);Werkloosheid,bijstand,arbeidsongeschikt;5.4;19.2
309;Apeldoorn (GA);Pensioen;16.2;23.7
310;Arnhem (GA);Totaal particulier huishouden;65.0;26.8
311;Arnhem (GA);Loon;36.7;29.9
312;Arnhem (GA);Winst;5.0;33.8
313;Arnhem (GA);Werkloosheid,bijstand,arbeidsongeschikt;8.7;16.9
314;Arnhem (GA);Pensioen;13.4;22.9
315;Nijmegen (GA);Totaal particulier huishouden;69.1;26.8
316;Nijmegen (GA);Loon;38.4;30.1
317;Nijmegen (GA);Winst;5.4;35.6
318;Nijmegen (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.5;16.5
319;Nijmegen (GA);Pensioen;14.9;22.1
320;Amersfoort (GA);Totaal particulier huishouden;66.2;32.7
321;Amersfoort (GA);Loon;40.6;36.3
322;Amersfoort (GA);Winst;5.9;41.5
323;Amersfoort (GA);Werkloosheid,bijstand,arbeidsongeschikt;5.6;18.8
324;Amersfoort (GA);Pensioen;13.4;24.6
325;Utrecht (GA);Totaal particulier huishouden;173.2;30.3
326;Utrecht (GA);Loon;108.2;33.6
327;Utrecht (GA);Winst;14.4;38.1
328;Utrecht (GA);Werkloosheid,bijstand,arbeidsongeschikt;17.6;17.6
329;Utrecht (GA);Pensioen;31.1;22.7
330;Amsterdam (GA);Totaal particulier huishouden;490.8;27.9
331;Amsterdam (GA);Loon;268.2;32.2
332;Amsterdam (GA);Winst;51.2;33.0
333;Amsterdam (GA);Werkloosheid,bijstand,arbeidsongeschikt;72.3;16.5
334;Amsterdam (GA);Pensioen;92.2;21.7
335;Haarlem (GA);Totaal particulier huishouden;85.6;31.9
336;Haarlem (GA);Loon;46.7;35.6
337;Haarlem (GA);Winst;8.4;41.2
338;Haarlem (GA);Werkloosheid,bijstand,arbeidsongeschikt;8.0;18.8
339;Haarlem (GA);Pensioen;21.2;24.5
340;Leiden (GA);Totaal particulier huishouden;104.5;32.3
341;Leiden (GA);Loon;62.8;35.7
342;Leiden (GA);Winst;9.4;42.5
343;Leiden (GA);Werkloosheid,bijstand,arbeidsongeschikt;8.2;18.0
344;Leiden (GA);Pensioen;22.7;24.3
345;'s-Gravenhage (GA);Totaal particulier huishouden;290.8;29.3
346;'s-Gravenhage (GA);Loon;157.1;33.2
347;'s-Gravenhage (GA);Winst;24.8;36.5
348;'s-Gravenhage (GA);Werkloosheid,bijstand,arbeidsongeschikt;35.5;16.6
349;'s-Gravenhage (GA);Pensioen;69.5;24.4
350;Rotterdam (GA);Totaal particulier huishouden;453.1;27.5
351;Rotterdam (GA);Loon;244.9;32.1
352;Rotterdam (GA);Winst;31.6;36.2
353;Rotterdam (GA);Werkloosheid,bijstand,arbeidsongeschikt;64.1;16.6
354;Rotterdam (GA);Pensioen;107.0;21.3
355;Dordrecht (GA);Totaal particulier huishouden;102.4;30.2
356;Dordrecht (GA);Loon;58.9;34.4
357;Dordrecht (GA);Winst;7.9;39.1
358;Dordrecht (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.3;17.5
359;Dordrecht (GA);Pensioen;25.3;22.3
360;Breda (GA);Totaal particulier huishouden;70.5;30.1
361;Breda (GA);Loon;40.5;33.9
362;Breda (GA);Winst;6.0;38.5
363;Breda (GA);Werkloosheid,bijstand,arbeidsongeschikt;6.7;17.6
364;Breda (GA);Pensioen;16.6;23.2
365;Tilburg (GA);Totaal particulier huishouden;91.0;29.0
366;Tilburg (GA);Loon;53.5;33.0
367;Tilburg (GA);Winst;6.9;35.8
368;Tilburg (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.7;17.7
369;Tilburg (GA);Pensioen;19.5;21.8
370;'s-Hertogenbosch (GA);Totaal particulier huishouden;67.1;31.0
371;'s-Hertogenbosch (GA);Loon;38.6;35.1
372;'s-Hertogenbosch (GA);Winst;6.3;37.4
373;'s-Hertogenbosch (GA);Werkloosheid,bijstand,arbeidsongeschikt;6.4;18.5
374;'s-Hertogenbosch (GA);Pensioen;14.7;23.7
375;Eindhoven (GA);Totaal particulier huishouden;134.4;29.5
376;Eindhoven (GA);Loon;75.1;33.3
377;Eindhoven (GA);Winst;10.5;35.4
378;Eindhoven (GA);Werkloosheid,bijstand,arbeidsongeschikt;13.6;17.6
379;Eindhoven (GA);Pensioen;33.4;24.4
380;Geleen/Sittard (GA);Totaal particulier huishouden;60.1;29.5
381;Geleen/Sittard (GA);Loon;32.2;34.4
382;Geleen/Sittard (GA);Winst;4.3;36.7
383;Geleen/Sittard (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.1;18.8
384;Geleen/Sittard (GA);Pensioen;15.6;22.8
385;Heerlen (GA);Totaal particulier huishouden;96.0;26.7
386;Heerlen (GA);Loon;48.6;31.7
387;Heerlen (GA);Winst;5.9;32.1
388;Heerlen (GA);Werkloosheid,bijstand,arbeidsongeschikt;14.2;17.4
389;Heerlen (GA);Pensioen;26.0;21.3
390;Maastricht (GA);Totaal particulier huishouden;52.4;27.4
391;Maastricht (GA);Loon;26.6;31.9
392;Maastricht (GA);Winst;4.0;34.5
393;Maastricht (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.2;17.7
394;Maastricht (GA);Pensioen;13.7;22.2
395;Groningen (SG);Totaal particulier huishouden;142.9;28.0
396;Groningen (SG);Loon;79.2;31.2
397;Groningen (SG);Winst;13.9;35.9
398;Groningen (SG);Werkloosheid,bijstand,arbeidsongeschikt;15.3;16.5
399;Groningen (SG);Pensioen;32.1;22.6
400;Leeuwarden (SG);Totaal particulier huishouden;67.0;27.2
401;Leeuwarden (SG);Loon;36.4;30.1
402;Leeuwarden (SG);Winst;6.1;37.6
403;Leeuwarden (SG);Werkloosheid,bijstand,arbeidsongeschikt;7.3;16.6
404;Leeuwarden (SG);Pensioen;16.1;22.0
405;Zwolle (SG);Totaal particulier huishouden;67.9;30.2
406;Zwolle (SG);Loon;40.3;33.1
407;Zwolle (SG);Winst;5.6;40.9
408;Zwolle (SG);Werkloosheid,bijstand,arbeidsongeschikt;5.8;18.6
409;Zwolle (SG);Pensioen;15.4;23.3
410;Enschede (SG);Totaal particulier huishouden;126.8;27.9
411;Enschede (SG);Loon;70.5;31.7
412;Enschede (SG);Winst;9.9;36.3
413;Enschede (SG);Werkloosheid,bijstand,arbeidsongeschikt;14.0;18.2
414;Enschede (SG);Pensioen;30.8;21.5
415;Apeldoorn (SG);Totaal particulier huishouden;86.2;31.0
416;Apeldoorn (SG);Loon;48.6;34.9
417;Apeldoorn (SG);Winst;7.4;38.8
418;Apeldoorn (SG);Werkloosheid,bijstand,arbeidsongeschikt;6.8;19.5
419;Apeldoorn (SG);Pensioen;22.3;23.8
420;Arnhem (SG);Totaal particulier huishouden;147.6;29.6
421;Arnhem (SG);Loon;83.3;33.2
422;Arnhem (SG);Winst;13.0;37.0
423;Arnhem (SG);Werkloosheid,bijstand,arbeidsongeschikt;14.4;18.4
424;Arnhem (SG);Pensioen;34.8;23.6
425;Nijmegen (SG);Totaal particulier huishouden;114.4;29.1
426;Nijmegen (SG);Loon;65.4;32.9
427;Nijmegen (SG);Winst;10.0;36.8
428;Nijmegen (SG);Werkloosheid,bijstand,arbeidsongeschikt;12.9;17.6
429;Nijmegen (SG);Pensioen;24.6;22.5
430;Amersfoort (SG);Totaal particulier huishouden;105.8;33.1
431;Amersfoort (SG);Loon;63.0;36.7
432;Amersfoort (SG);Winst;10.7;41.4
433;Amersfoort (SG);Werkloosheid,bijstand,arbeidsongeschikt;8.1;19.3
434;Amersfoort (SG);Pensioen;22.8;24.7
435;Utrecht (SG);Totaal particulier huishouden;237.7;31.6
436;Utrecht (SG);Loon;144.0;34.9
