ID;RegioS;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;Inwonertal_68;Omgevingsadressendichtheid_69
87;611;611;Cromstrijen                       ; CSN;Cromstrijen               ;11;Dordrecht       ;10;Zuid-Holland Zuid         ;28;Rotterdam-Schiedam             ;29;Groot-Rijnmond                     ;90;Hoeksche Waard                          ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden       ;38;Oud-Beijerland     ;14;Dordrecht       ;2801;Voorne-Putten en Hoeksche Waard         ;11;Zuidwestelijk akkerbouwgebied;3;West-Nederland ;55;Oud-Beijerland        ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;4;Deltagebied                             ;30;Zuid-Holland-Zuid              ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.; 282; 292;Overig Groot-Rijnmond         ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;13027;614
88;Cuijk;1684;Cuijk                             ; CUK;Cuijk                     ;1;'s-Hertogenbosch;72;Noordoost Noord-Brabant   ;15;Nijmegen                       ;35;Noordoost-Noord-Brabant            ;119;Land van Cuijk                          ;7;Nijmegen          ;24;'s-Hertogenbosch ;54;GGD Hart voor Brabant             ;4;Boxmeer            ;18;'s-Hertogenbosch;3009;Maaskant en Land van Cuijk              ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;73;Boxmeer               ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL413;Noordoost-Noord-Brabant            ;11;Oostelijk Maas-Waalgebied       ;21;Brabant-Noord            ;30;Noord-Brabant;1;'s-Hertogenbosch;27;Noordoost Brabant      ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;36;Noordoost-Brabant              ;27;'s-Hertogenbosch + Noordoost Brabant    ;40;Noordoost-Brabant                       ; 152; 352;Overig Noordoost-Noord-Brabant;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;24177;717
89;216;216;Culemborg                         ; CBG;Culemborg                 ;5;Arnhem          ;48;Gelderland-Zuid           ;19;Utrecht-Zeist-Woerden          ;16;Zuidwest-Gelderland                ;38;Westelijke Betuwe                       ;9;Utrecht           ;8;Nijmegen         ;20;GGD Rivierenland                  ;16;Tiel               ;6;Nijmegen        ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied               ;2;Oost-Nederland ;33;Culemborg             ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL224;Zuidwest-Gelderland                ;13;Utrecht en omstreken            ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;14;Rivierenland           ;9;Gelders Rivierengebied                  ;15;Rivierenland                   ;12;Nijmegen e.o. en Betuwe                 ;15;Betuwe                                  ; 192;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;26594;1282
90;148;148;Dalfsen                           ; DFN;Dalfsen                   ;7;Zwolle          ;41;IJssel-Vecht              ;11;Zwolle-Kampen                  ;10;Noord-Overijssel                   ;20;IJssel-, Vechtdelta                     ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht            ;23;Zwolle             ;4;Zwolle          ;2301;Weidegebied in Overijssel               ;3;Noordelijk Weidegebied       ;2;Oost-Nederland ;18;Zwolle                ;   NL2;Oost-Nederland ;NL21;Overijssel   ; NL211;Noord-Overijssel                   ;5;Zwolle-Meppel en omstreken      ;4;IJsselland               ;23;Overijssel   ;2;Arnhem          ;6;Ijssel Vecht           ;11;Twente, Salland en Vechtstreek          ;10;IJssel-Vecht                   ;8;IJsselvallei                            ;9;IJsselvallei                            ; 111;    ;                              ;0;                ;3;Zwolle          ;4;20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;26428;405
91;65;65;Dantumadeel                       ; DML;Dantumadeel               ;17;Leeuwarden      ;23;Fryslân                   ;3;Leeuwarden-Franeker-Dongeradeel;4;Noord-Friesland                    ;9;Fries zandgebied                        ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                     ;53;Leeuwarden         ;2;Leeuwarden      ;2103;De Wouden                               ;3;Noordelijk Weidegebied       ;1;Noord-Nederland;10;Leeuwarden            ;   NL1;Noord-Nederland;NL12;Friesland    ; NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland    ;5;Leeuwarden      ;4;Friesland              ;17;Overig Nederland                        ;4;Friesland-noord                ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;    ;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;19762;380
92;503;503;Delft                             ; DFT;Delft                     ;9;'s-Gravenhage   ;46;Haaglanden                ;30;Delft                          ;27;Delft en Westland                  ;82;Delft                                   ;15;'s-Gravenhage     ;17;Delft en Westland;44;GGD Delfland                      ;29;Delft              ;14;Dordrecht       ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland            ;3;West-Nederland ;50;Delft                 ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL333;Delft en Westland                  ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland ;3;'s-Gravenhage   ;22;Haaglanden             ;17;Overig Nederland                        ;28;Haaglanden                     ;20;'s-Gravenhage/Westland                  ;28;Westland                                ;    ;    ;                              ;0;                ;13;'s-Gravenhage   ;5;50 000 - < 100 000 inwoners ;1;Zeer sterk stedelijk;95817;3267
93;10;10;Delfzijl                          ; DZL;Delfzijl                  ;18;Groningen       ;34;Groningen                 ;1;Groningen                      ;2;Delfzijl en omgeving               ;2;Appingedam, Delfzijl                    ;1;Groningen-Drenthe ;1;Groningen        ;1;Hulpverleningsdienst GGD Groningen;57;Groningen          ;1;Groningen       ;2003;Oostelijke bouwstreek in Groningen      ;2;Veenkoloniën en Oldambt      ;1;Noord-Nederland;2;Appingedam/Delfzijl   ;   NL1;Noord-Nederland;NL11;Groningen    ; NL112;Delfzijl en omgeving               ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen    ;5;Leeuwarden      ;1;Noord Groningen        ;17;Overig Nederland                        ;2;Noord-Groningen en Eemsmond    ;1;Ommelanden                              ;1;Ommelanden                              ; 012;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;28809;714
94;400;400;Den Helder                        ; DHR;Helder Den                ;14;Alkmaar         ;6;Noord-Holland-Noord       ;27;Den Helder-Schagen             ;18;Kop van Noord-Holland              ;52;Overige gemeenten Kop van Noord-Holland ;11;Alkmaar           ;12;Alkmaar          ;27;GGD Kop Van Noord-Holland         ;48;Den Helder         ;11;Den Helder      ;2704;Texel en Land van Zijpe                 ;7;Westelijk Holland            ;3;West-Nederland ;37;Den Helder            ;   NL3;West-Nederland ;NL32;Noord-Holland; NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;2;Noordzeebadplaatsen                     ;23;Kop van Noord-Holland          ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;    ;    ;                              ;0;                ;0;                ;5;50 000 - < 100 000 inwoners ;2;Sterk stedelijk     ;59795;1601
95;762;762;Deurne                            ; DRE;Deurne                    ;1;'s-Hertogenbosch;11;Zuid-Oost Noord-Brabant   ;40;Eindhoven-Helmond              ;36;Zuidoost-Noord-Brabant             ;118;Brabantse Peel                          ;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant              ;3;Helmond            ;18;'s-Hertogenbosch;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;74;Helmond               ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant;1;'s-Hertogenbosch;28;Zuidoost Brabant       ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;37;Zuidoost-Brabant               ;28;Helmond/Eindhoven                       ;38;Helmond e.o.                            ; 402;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;32083;801
96;150;150;Deventer                          ; DTR;Deventer                  ;7;Zwolle          ;31;Noord- en Oost-Gelderland ;13;Deventer                       ;11;Zuidwest-Overijssel                ;22;Zuidwest-Overijssel                     ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;GGD Regio Stedendriehoek          ;22;Deventer           ;4;Zwolle          ;2304;Salland                                 ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;20;Deventer              ;   NL2;Oost-Nederland ;NL21;Overijssel   ; NL212;Zuidwest-Overijssel                ;7;Apeldoorn en midden-IJsselgebied;4;IJsselland               ;23;Overijssel   ;2;Arnhem          ;9;Stedendriehoek         ;11;Twente, Salland en Vechtstreek          ;11;Stedendriehoek                 ;8;IJsselvallei                            ;9;IJsselvallei                            ;    ;    ;                              ;0;                ;0;                ;5;50 000 - < 100 000 inwoners ;2;Sterk stedelijk     ;89142;1719
97;218;218;Didam                             ; DDM;Didam                     ;5;Arnhem          ;45;Gelderland-Midden         ;14;Arnhem-Doetinchem              ;15;Arnhem/Nijmegen                    ;26;De Lijmers                              ;6;Arnhem            ;7;Arnhem           ;19;Hulpverlening Gelderland Midden   ;14;Arnhem             ;7;Arnhem          ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;26;Arnhem                ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL223;Arnhem/Nijmegen                    ;9;Arnhem en omstreken             ;7;Gelderland-Midden        ;25;Gelderland   ;2;Arnhem          ;11;Arnhem                 ;10;Achterhoek                              ;14;Arnhem/Nijmegen                ;10;Arnhem e.o.                             ;13;Arnhem e.o.                             ; 141;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;16950;829
98;384;384;Diemen                            ; DMN;Diemen                    ;13;Amsterdam       ;51;Amsterdam en omstreken    ;21;Amsterdam-Purmerend            ;23;Groot-Amsterdam                    ;64;Zuidelijk randgebied Amsterdam          ;13;Amsterdam         ;14;Amsterdam        ;34;GG en GD Amsterdam                ;44;Amsterdam          ;10;Haarlem         ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;44;Amsterdam             ;   NL3;West-Nederland ;NL32;Noord-Holland; NL326;Groot-Amsterdam                    ;15;Zuid-Noord-Holland              ;13;Amsterdam-Amstelland     ;27;Noord-Holland;4;Amsterdam       ;20;Zuidelijk Noord-Holland;17;Overig Nederland                        ;21;Agglomeratie Amsterdam         ;16;Zaanstreek/Waterland/Amstelland/Meerland;23;Amstelland/Meerlanden                   ; 211; 232;Overig Groot-Amsterdam        ;10;Amsterdam       ;10;Amsterdam       ;4;20 000 - < 50 000 inwoners  ;2;Sterk stedelijk     ;24049;2092
99;Dinkelland;1774;Dinkelland                        ; DKD;Dinkelland                ;8;Almelo          ;35;Twente                    ;10;Enschede-Hengelo               ;12;Twente                             ;24;Overige gemeenten in Twente             ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                  ;27;Enschede           ;4;Zwolle          ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;22;Enschede              ;   NL2;Oost-Nederland ;NL21;Overijssel   ; NL213;Twente                             ;6;Twente                          ;5;Twente                   ;23;Overijssel   ;2;Arnhem          ;7;Twente                 ;11;Twente, Salland en Vechtstreek          ;12;Twente                         ;7;Twente                                  ;8;Hengelo/Enschede                        ;    ;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;26094;403
100;219;219;Dinxperlo                         ; DPO;Dinxperlo                 ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;14;Arnhem-Doetinchem              ;14;Achterhoek                         ;29;Oude-IJsselgebied (oostelijk deel)      ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek              ;18;Terborg            ;7;Arnhem          ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;25;Doetinchem            ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL222;Achterhoek                         ;8;Zuidelijke Achterhoek           ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;12;Achterhoek             ;10;Achterhoek                              ;13;Oost-Gelderland                ;11;Achterhoek                              ;12;Achterhoek                              ; 142;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;8569;716
101;504;504;Dirksland                         ; DLD;Dirksland                 ;10;Rotterdam       ;20;Rotterdam-Rijnmond        ;28;Rotterdam-Schiedam             ;29;Groot-Rijnmond                     ;92;Goeree en Overflakkee                   ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden       ;36;Sommelsdijk        ;14;Dordrecht       ;2803;Goeree-Overflakkee                      ;11;Zuidwestelijk akkerbouwgebied;3;West-Nederland ;57;Middelharnis          ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;4;Deltagebied                             ;29;Rijnmond                       ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.; 284; 292;Overig Groot-Rijnmond         ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;8269;437
102;221;221;Doesburg                          ; DBG;Doesburg                  ;5;Arnhem          ;45;Gelderland-Midden         ;14;Arnhem-Doetinchem              ;15;Arnhem/Nijmegen                    ;27;Oude-IJsselgebied (westelijk deel)      ;6;Arnhem            ;7;Arnhem           ;19;Hulpverlening Gelderland Midden   ;14;Arnhem             ;7;Arnhem          ;2502;IJsselstreek                            ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;26;Arnhem                ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL223;Arnhem/Nijmegen                    ;9;Arnhem en omstreken             ;7;Gelderland-Midden        ;25;Gelderland   ;2;Arnhem          ;11;Arnhem                 ;10;Achterhoek                              ;14;Arnhem/Nijmegen                ;10;Arnhem e.o.                             ;13;Arnhem e.o.                             ; 141;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;11446;748
103;222;222;Doetinchem                        ; DCM;Doetinchem                ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;14;Arnhem-Doetinchem              ;14;Achterhoek                         ;27;Oude-IJsselgebied (westelijk deel)      ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek              ;18;Terborg            ;7;Arnhem          ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;25;Doetinchem            ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL222;Achterhoek                         ;8;Zuidelijke Achterhoek           ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;12;Achterhoek             ;10;Achterhoek                              ;13;Oost-Gelderland                ;11;Achterhoek                              ;12;Achterhoek                              ; 142;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;49503;1081
104;766;766;Dongen                            ; DGN;Dongen                    ;2;Breda           ;1;Midden- en West-Brabant   ;42;Tilburg                        ;34;Midden-Noord-Brabant               ;108;Gebied om Tilburg                       ;21;Tilburg           ;23;Tilburg          ;54;GGD Hart voor Brabant             ;6;Tilburg            ;17;Tilburg         ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;68;Tilburg               ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL412;Midden-Noord-Brabant               ;21;Tilburg en omstreken            ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;26;Midden Brabant         ;13;West- en Midden-Brabant                 ;35;Midden-Brabant                 ;26;Midden-Brabant/Waalwijk                 ;36;Midden-Brabant                          ;    ;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;25306;1061
105;58;58;Dongeradeel                       ; DAL;Dongeradeel               ;17;Leeuwarden      ;23;Fryslân                   ;3;Leeuwarden-Franeker-Dongeradeel;4;Noord-Friesland                    ;12;Friese bouwstreek                       ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                     ;53;Leeuwarden         ;2;Leeuwarden      ;2101;Noordelijk Friesland                    ;1;Bouwhoek en Hogeland         ;1;Noord-Nederland;10;Leeuwarden            ;   NL1;Noord-Nederland;NL12;Friesland    ; NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland    ;5;Leeuwarden      ;4;Friesland              ;17;Overig Nederland                        ;4;Friesland-noord                ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;    ;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;25008;450
106;315;315;Doorn                             ; DRN;Doorn                     ;16;Utrecht         ;50;Utrechtsland              ;19;Utrecht-Zeist-Woerden          ;17;Utrecht                            ;44;Utrechtse Heuvelrug                     ;9;Utrecht           ;9;Utrecht          ;26;GGD Midden-Nederland              ;51;Utrecht            ;8;Utrecht         ;2601;Kromme Rijn-streek en Heuvelrug         ;10;Rivierengebied               ;3;West-Nederland ;36;Utrecht               ;   NL3;West-Nederland ;NL31;Utrecht      ; NL310;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;18;West Utrecht           ;7;Utrechtse Heuvelrug en 't Gooi          ;19;Utrecht                        ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ; 191;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;10262;537
107;505;505;Dordrecht                         ; DDT;Dordrecht                 ;11;Dordrecht       ;10;Zuid-Holland Zuid         ;32;Dordrecht                      ;30;Zuidoost-Zuid-Holland              ;89;Eiland van Dordrecht                    ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Zuid-Holland Zuid       ;37;Dordrecht          ;14;Dordrecht       ;2801;Voorne-Putten en Hoeksche Waard         ;11;Zuidwestelijk akkerbouwgebied;3;West-Nederland ;53;Dordrecht/Zwijndrecht ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;4;Deltagebied                             ;30;Zuid-Holland-Zuid              ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;    ;    ;                              ;15;Dordrecht       ;15;Dordrecht       ;6;100 000 - < 150 000 inwoners;2;Sterk stedelijk     ;119649;2384
108;498;498;Drechterland                      ; DRD;Drechterland              ;14;Alkmaar         ;6;Noord-Holland-Noord       ;26;Enkhuizen-Hoorn                ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;11;Alkmaar           ;12;Alkmaar          ;28;GGD Westfriesland                 ;47;Hoorn              ;11;Den Helder      ;2705;West-Friesland en omgeving              ;7;Westelijk Holland            ;3;West-Nederland ;40;Hoorn                 ;   NL3;West-Nederland ;NL32;Noord-Holland; NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;17;Overig Nederland                        ;22;Westfriesland                  ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ; 261;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;10378;505
109;316;316;Driebergen-Rijsenburg             ; DRG;Driebergen-Rijsenburg     ;16;Utrecht         ;50;Utrechtsland              ;19;Utrecht-Zeist-Woerden          ;17;Utrecht                            ;44;Utrechtse Heuvelrug                     ;9;Utrecht           ;9;Utrecht          ;26;GGD Midden-Nederland              ;51;Utrecht            ;8;Utrecht         ;2601;Kromme Rijn-streek en Heuvelrug         ;10;Rivierengebied               ;3;West-Nederland ;36;Utrecht               ;   NL3;West-Nederland ;NL31;Utrecht      ; NL310;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;18;West Utrecht           ;7;Utrechtse Heuvelrug en 't Gooi          ;19;Utrecht                        ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ; 191;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;18564;1012
110;Drimmelen;1719;Drimmelen                         ; DIN;Drimmelen                 ;2;Breda           ;1;Midden- en West-Brabant   ;43;Breda                          ;33;West-Noord-Brabant                 ;101;Zeekleigebied in Noord-Brabant          ;20;Breda             ;22;Breda            ;52;GGD West-Brabant                  ;5;Breda              ;17;Tilburg         ;3002;Westelijke Langstraat                   ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;66;Breda                 ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL411;West-Noord-Brabant                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;25;West Brabant           ;4;Deltagebied                             ;34;West-Brabant                   ;25;Roosendaal/Breda                        ;35;Breda e.o.                              ;    ;    ;                              ;0;                ;16;Breda           ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;26663;617
111;303;303;Dronten                           ; DTN;Dronten                   ;7;Zwolle          ;65;Flevoland                 ;11;Zwolle-Kampen                  ;40;Flevoland                          ;129;Zuidelijke IJsselmeerpolders            ;10;Het Gooi/Flevoland;10;Flevoland        ;22;GGD Flevoland                     ;63;Lelystad           ;5;Lelystad        ;2402;Zuidelijke IJsselmeerpolders            ;6;IJsselmeerpolders            ;2;Oost-Nederland ;18;Zwolle                ;   NL2;Oost-Nederland ;NL23;Flevoland    ; NL230;Flevoland                          ;5;Zwolle-Meppel en omstreken      ;25;Flevoland                ;24;Flevoland    ;2;Arnhem          ;15;Flevoland              ;3;IJsselmeerkust                          ;18;Flevoland                      ;31;Flevoland                               ;46;Flevoland                               ; 111;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;37768;718
112;225;225;Druten                            ; DUN;Druten                    ;5;Arnhem          ;48;Gelderland-Zuid           ;15;Nijmegen                       ;15;Arnhem/Nijmegen                    ;41;Land van Maas en Waal                   ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                ;17;Nijmegen           ;6;Nijmegen        ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;30;Nijmegen              ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL223;Arnhem/Nijmegen                    ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;13;Nijmegen               ;9;Gelders Rivierengebied                  ;15;Rivierenland                   ;12;Nijmegen e.o. en Betuwe                 ;14;Nijmegen e.o.                           ; 151;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;17786;667
113;226;226;Duiven                            ; DVN;Duiven                    ;5;Arnhem          ;45;Gelderland-Midden         ;14;Arnhem-Doetinchem              ;15;Arnhem/Nijmegen                    ;26;De Lijmers                              ;6;Arnhem            ;7;Arnhem           ;19;Hulpverlening Gelderland Midden   ;14;Arnhem             ;7;Arnhem          ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;26;Arnhem                ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL223;Arnhem/Nijmegen                    ;9;Arnhem en omstreken             ;7;Gelderland-Midden        ;25;Gelderland   ;2;Arnhem          ;11;Arnhem                 ;10;Achterhoek                              ;14;Arnhem/Nijmegen                ;10;Arnhem e.o.                             ;13;Arnhem e.o.                             ; 141;    ;                              ;0;                ;6;Arnhem          ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;25812;1015
114;Echt-Susteren;1711;Echt-Susteren                     ; ETN;EchtSusteren              ;4;Roermond        ;42;Noord- en Midden-Limburg  ;47;Roermond-Weert                 ;38;Midden-Limburg                     ;122;Overig Midden-Limburg ten oosten v. Maas;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord- en Midden-Limburg      ;12;Roermond           ;19;Maastricht      ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;77;Roermond              ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL422;Midden-Limburg                     ;24;Roermond en omstreken           ;23;Limburg-Noord            ;31;Limburg      ;1;'s-Hertogenbosch;31;Roermond               ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;39;Midden-Limburg                 ;29;Noord-Limburg                           ;42;Midden-Limburg                          ; 471;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;32194;578
115;385;385;Edam-Volendam                     ; EVM;Edam-Volendam             ;15;Haarlem         ;13;Zaanstreek-Waterland      ;21;Amsterdam-Purmerend            ;23;Groot-Amsterdam                    ;57;Waterland                               ;13;Amsterdam         ;14;Amsterdam        ;73;GGD Zaanstreek/Waterland          ;50;Zaandam            ;11;Den Helder      ;2706;Waterland en N.-Hollandse Droogmakerijen;8;Waterland en Droogmakerijen  ;3;West-Nederland ;44;Amsterdam             ;   NL3;West-Nederland ;NL32;Noord-Holland; NL326;Groot-Amsterdam                    ;15;Zuid-Noord-Holland              ;11;Zaanstreek-Waterland     ;27;Noord-Holland;4;Amsterdam       ;20;Zuidelijk Noord-Holland;3;IJsselmeerkust                          ;21;Agglomeratie Amsterdam         ;16;Zaanstreek/Waterland/Amstelland/Meerland;20;Zaanstreek/Waterland                    ; 212; 232;Overig Groot-Amsterdam        ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;28194;1412
