ID;Transacties;Overheidsfuncties;Sectoren;Perioden;OverheidsuitgavenEnBestedingen_1
239;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2002;39384.0
240;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2003;41107.0
241;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2004;39461.0
242;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2005;41219.0
243;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2006;43481.0
244;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2007;46387.0
245;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2008;50456.0
246;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2009;48797.0
247;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2010;52180.0
248;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2011;51308.0
249;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2012;48487.0
250;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2013;48336.0
251;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2014;50225.0
252;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2015;59095.0
253;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2016;57132.0
254;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2017;58302.0
255;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2018;60317.0
256;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2019;62098.0
257;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2020;66449.0
258;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2021;67472.0
259;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2022;76433.0
260;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2023;78687.0
261;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;1995;2344.0
262;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;1996;2360.0
263;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;1997;2500.0
264;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;1998;2682.0
265;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;1999;2981.0
266;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2000;2861.0
267;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2001;3156.0
268;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2002;3199.0
269;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2003;3196.0
270;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2004;3462.0
271;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2005;3521.0
272;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2006;3557.0
273;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2007;3549.0
274;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2008;3729.0
275;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2009;3915.0
276;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2010;4040.0
277;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2011;4006.0
278;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2012;4004.0
279;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2013;4044.0
280;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2014;4159.0
281;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2015;4243.0
282;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2016;4121.0
283;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2017;4284.0
284;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2018;4387.0
285;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2019;4613.0
286;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2020;4764.0
287;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2021;5081.0
288;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2022;5414.0
289;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overige centrale overheid;2023;5942.0
290;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;1995;7550.0
291;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;1996;6100.0
292;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;1997;5883.0
293;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;1998;5885.0
294;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;1999;6392.0
295;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2000;6766.0
296;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2001;6424.0
297;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2002;6892.0
298;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2003;7165.0
299;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2004;6935.0
300;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2005;6962.0
301;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2006;6839.0
302;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2007;6977.0
303;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2008;7220.0
304;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2009;7509.0
305;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2010;7530.0
306;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2011;7245.0
307;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2012;6693.0
308;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2013;6647.0
309;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2014;6453.0
310;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2015;5755.0
311;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2016;5854.0
312;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2017;5624.0
313;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2018;5598.0
314;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2019;5735.0
315;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2020;5536.0
316;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2021;5630.0
317;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2022;5730.0
318;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Lokale overheid;2023;6788.0
319;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Socialezekerheidsfondsen;1995;190.0
320;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Socialezekerheidsfondsen;1996;212.0
321;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Socialezekerheidsfondsen;1997;223.0
322;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Socialezekerheidsfondsen;1998;166.0
323;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Socialezekerheidsfondsen;1999;114.0
324;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Socialezekerheidsfondsen;2000;130.0
