ID;Leeftijd;Generatie;Geslacht;Perioden;Allochtonen_1;TotaalNietWesters_2;Afrika_3;Azie_4;LatijnsAmerika_5;Marokko_6;NederlandseAntillenEnAruba_7;Suriname_8;Turkije_9;TotaalWesters_10;EuropeseEconomischeRuimte_11;OverigEuropa_12;Indonesie_13;OverigBuitenEuropa_14
702;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2033;627001;505197;57235;110130;11923;119998;27651;66411;111844;121802;31262;52682;32950;4915
703;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2034;637060;513145;58379;113222;12277;121119;28256;66877;113018;123911;31649;54569;32632;5055
704;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2035;647075;521070;59522;116314;12632;122219;28858;67349;114179;126014;32049;56477;32288;5190
705;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2036;657034;528943;60675;119394;12992;123290;29462;67806;115324;128096;32466;58391;31910;5336
706;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2037;666936;536775;61829;122470;13351;124348;30072;68254;116455;130158;32879;60313;31492;5478
707;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2038;676763;544554;62979;125529;13714;125376;30682;68692;117571;132205;33305;62236;31036;5618
708;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2039;686519;552291;64146;128594;14074;126383;31294;69128;118674;134228;33743;64178;30550;5764
709;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2040;696200;559992;65314;131645;14449;127366;31904;69544;119764;136222;34189;66116;30010;5904
710;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2041;705810;567629;66477;134690;14811;128335;32524;69956;120835;138183;34636;68063;29442;6053
711;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2042;715324;575206;67648;137715;15179;129275;33134;70350;121886;140127;35093;70008;28835;6188
712;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2043;724750;582704;68809;140746;15553;130195;33742;70744;122933;142035;35554;71963;28187;6328
713;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2044;734071;590166;69979;143752;15921;131091;34353;71108;123954;143910;36024;73917;27509;6467
714;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2045;743297;597539;71147;146752;16293;131966;34963;71460;124958;145759;36486;75860;26806;6608
715;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2046;752429;604837;72313;149741;16657;132819;35564;71793;125937;147587;36955;77820;26073;6734
716;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2047;761447;612054;73472;152712;17031;133650;36172;72113;126891;149401;37433;79769;25336;6866
717;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2048;770370;619185;74640;155680;17401;134466;36775;72410;127819;151189;37891;81718;24577;6992
718;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2049;779191;626229;75794;158625;17765;135245;37376;72686;128724;152963;38364;83658;23816;7116
719;Totaal over alle leeftijden;2e Generatie met 2 allochtone ouders;Vrouwen;2050;787888;633153;76969;161557;18132;136008;37969;72931;129600;154737;38834;85597;23065;7251
720;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2003;46704;34015;5523;6146;1506;7476;2295;4506;6563;12689;6651;3541;1129;1369
721;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2004;47189;34346;5748;6470;1566;7555;2292;4329;6386;12844;6568;3774;1138;1364
722;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2005;47290;34403;5888;6741;1613;7569;2279;4121;6192;12887;6467;3938;1142;1340
723;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2006;47247;34304;5958;6978;1658;7540;2264;3903;6004;12943;6387;4088;1154;1314
724;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2007;47130;34073;5983;7188;1701;7473;2245;3681;5804;13056;6344;4238;1169;1306
725;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2008;47042;33772;5983;7384;1741;7368;2228;3465;5604;13269;6353;4409;1188;1321
726;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2009;47029;33431;5972;7572;1784;7229;2213;3263;5399;13597;6414;4609;1208;1366
727;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2010;47096;33072;5957;7753;1827;7055;2203;3080;5197;14024;6524;4831;1228;1440
728;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2011;47247;32710;5934;7927;1870;6861;2202;2918;4998;14537;6671;5086;1247;1535
729;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2012;47469;32370;5911;8090;1918;6647;2210;2784;4811;15099;6827;5355;1268;1651
730;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2013;47715;32052;5884;8244;1967;6421;2227;2673;4638;15662;6977;5625;1287;1775
731;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2014;47932;31738;5856;8387;2019;6187;2238;2571;4482;16194;7115;5880;1307;1893
732;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2015;48123;31432;5826;8517;2073;5948;2248;2479;4341;16692;7247;6122;1327;1997
733;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2016;48289;31146;5790;8636;2129;5715;2256;2401;4220;17143;7363;6345;1346;2090
734;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2017;48427;30870;5745;8747;2185;5486;2263;2334;4111;17558;7471;6556;1362;2169
735;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2018;48544;30603;5695;8843;2243;5266;2268;2275;4014;17940;7570;6753;1381;2238
736;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2019;48630;30346;5639;8930;2300;5054;2273;2221;3930;18284;7656;6934;1399;2296
737;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2020;48700;30105;5579;9009;2356;4856;2279;2174;3854;18595;7733;7102;1416;2345
738;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2021;48754;29877;5516;9079;2410;4672;2287;2129;3785;18876;7801;7256;1432;2388
739;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2022;48788;29663;5454;9135;2462;4504;2294;2088;3726;19124;7862;7394;1447;2422
740;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2023;48810;29457;5388;9182;2512;4349;2305;2053;3670;19352;7918;7518;1463;2453
741;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2024;48830;29272;5325;9220;2560;4209;2316;2021;3621;19557;7969;7631;1479;2478
742;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2025;48847;29099;5259;9251;2606;4083;2328;1994;3579;19748;8019;7735;1494;2500
743;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2026;48863;28945;5198;9275;2650;3968;2342;1969;3543;19918;8066;7825;1509;2518
744;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2027;48872;28801;5135;9290;2693;3867;2358;1949;3510;20071;8107;7906;1523;2535
745;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2028;48883;28669;5075;9300;2733;3776;2371;1934;3481;20215;8148;7978;1538;2551
746;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2029;48899;28548;5015;9307;2771;3693;2383;1922;3457;20351;8191;8046;1550;2564
747;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2030;48925;28444;4960;9311;2809;3619;2397;1914;3436;20481;8231;8108;1564;2578
748;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2031;48949;28345;4906;9314;2843;3551;2406;1908;3418;20604;8272;8165;1577;2591
749;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2032;48977;28255;4854;9312;2875;3489;2417;1906;3403;20721;8313;8217;1588;2603
750;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2033;48999;28163;4803;9307;2906;3430;2427;1904;3387;20835;8355;8265;1601;2615
751;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2034;49024;28082;4756;9300;2934;3377;2437;1904;3375;20942;8392;8309;1612;2628
752;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2035;49051;28004;4711;9290;2962;3327;2445;1905;3364;21047;8433;8352;1623;2639
753;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2036;49076;27926;4670;9281;2987;3278;2454;1907;3352;21149;8472;8393;1634;2649
754;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2037;49095;27854;4629;9269;3009;3232;2463;1910;3342;21242;8510;8428;1644;2659
755;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2038;49102;27779;4590;9254;3028;3189;2473;1912;3334;21323;8543;8459;1653;2668
756;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2039;49104;27708;4556;9238;3046;3150;2480;1915;3325;21396;8571;8488;1662;2675
757;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2040;49092;27638;4520;9223;3063;3111;2488;1917;3317;21454;8592;8513;1669;2681
758;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2041;49077;27571;4488;9206;3077;3077;2495;1919;3310;21506;8612;8534;1674;2687
759;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2042;49062;27510;4459;9189;3089;3045;2502;1922;3305;21551;8629;8553;1680;2690
760;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2043;49030;27446;4432;9171;3099;3015;2508;1923;3299;21584;8641;8566;1685;2692
761;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2044;48997;27384;4408;9151;3107;2988;2512;1925;3294;21613;8654;8578;1688;2694
762;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2045;48966;27336;4387;9135;3115;2965;2517;1927;3290;21631;8659;8585;1692;2695
763;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2046;48932;27286;4368;9116;3119;2947;2521;1927;3288;21646;8665;8589;1695;2696
764;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2047;48900;27248;4355;9101;3124;2930;2525;1929;3285;21653;8668;8593;1696;2695
765;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2048;48865;27209;4343;9084;3127;2916;2527;1930;3283;21657;8672;8591;1699;2695
766;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2049;48839;27182;4337;9068;3130;2907;2529;1928;3284;21657;8675;8588;1699;2695
767;0 jaar;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2050;48817;27163;4336;9053;3131;2901;2531;1929;3282;21654;8674;8584;1702;2694
768;0 jaar;Totaal  1e en 2e generatie;Mannen;2003;23959;17450;2844;3149;774;3831;1176;2310;3366;6509;3415;1815;579;701
769;0 jaar;Totaal  1e en 2e generatie;Mannen;2004;24205;17619;2957;3316;806;3872;1176;2220;3273;6586;3372;1933;582;698
770;0 jaar;Totaal  1e en 2e generatie;Mannen;2005;24253;17646;3026;3455;830;3880;1169;2113;3174;6606;3321;2016;585;684
771;0 jaar;Totaal  1e en 2e generatie;Mannen;2006;24228;17594;3059;3576;854;3864;1161;2002;3078;6634;3278;2093;591;672
772;0 jaar;Totaal  1e en 2e generatie;Mannen;2007;24166;17473;3070;3683;875;3831;1152;1888;2976;6693;3255;2171;598;667
773;0 jaar;Totaal  1e en 2e generatie;Mannen;2008;24119;17318;3068;3785;896;3776;1143;1777;2873;6802;3259;2259;608;676
774;0 jaar;Totaal  1e en 2e generatie;Mannen;2009;24114;17144;3061;3882;918;3706;1135;1674;2769;6970;3289;2364;618;698
775;0 jaar;Totaal  1e en 2e generatie;Mannen;2010;24148;16959;3053;3975;940;3617;1131;1580;2665;7190;3346;2479;629;737
776;0 jaar;Totaal  1e en 2e generatie;Mannen;2011;24227;16774;3041;4064;962;3518;1130;1497;2563;7454;3420;2610;638;786
777;0 jaar;Totaal  1e en 2e generatie;Mannen;2012;24340;16599;3028;4147;986;3408;1134;1429;2467;7741;3500;2748;648;846
778;0 jaar;Totaal  1e en 2e generatie;Mannen;2013;24465;16435;3013;4226;1011;3292;1142;1372;2379;8030;3577;2887;658;908
779;0 jaar;Totaal  1e en 2e generatie;Mannen;2014;24578;16275;2998;4300;1038;3173;1148;1320;2299;8303;3648;3018;669;968
780;0 jaar;Totaal  1e en 2e generatie;Mannen;2015;24675;16117;2983;4366;1065;3050;1153;1273;2227;8558;3716;3142;679;1022
781;0 jaar;Totaal  1e en 2e generatie;Mannen;2016;24760;15971;2964;4428;1094;2931;1157;1233;2165;8789;3775;3256;689;1069
782;0 jaar;Totaal  1e en 2e generatie;Mannen;2017;24830;15828;2941;4484;1122;2814;1161;1199;2109;9002;3830;3365;697;1109
783;0 jaar;Totaal  1e en 2e generatie;Mannen;2018;24889;15692;2914;4534;1153;2701;1163;1168;2059;9198;3880;3466;707;1146
784;0 jaar;Totaal  1e en 2e generatie;Mannen;2019;24935;15561;2886;4579;1182;2592;1166;1141;2016;9374;3925;3559;716;1176
785;0 jaar;Totaal  1e en 2e generatie;Mannen;2020;24969;15436;2855;4619;1210;2491;1169;1116;1977;9534;3964;3645;725;1201
786;0 jaar;Totaal  1e en 2e generatie;Mannen;2021;24998;15319;2822;4655;1238;2397;1173;1093;1942;9678;4000;3724;733;1223
787;0 jaar;Totaal  1e en 2e generatie;Mannen;2022;25015;15210;2791;4684;1265;2311;1177;1073;1912;9805;4030;3795;740;1240
788;0 jaar;Totaal  1e en 2e generatie;Mannen;2023;25026;15104;2757;4708;1290;2231;1182;1054;1883;9922;4059;3859;749;1256
789;0 jaar;Totaal  1e en 2e generatie;Mannen;2024;25036;15010;2725;4727;1315;2159;1188;1038;1858;10027;4085;3917;757;1269
790;0 jaar;Totaal  1e en 2e generatie;Mannen;2025;25046;14921;2691;4743;1338;2094;1194;1024;1837;10125;4111;3971;765;1280
791;0 jaar;Totaal  1e en 2e generatie;Mannen;2026;25055;14843;2661;4755;1361;2036;1201;1011;1818;10212;4135;4017;772;1290
792;0 jaar;Totaal  1e en 2e generatie;Mannen;2027;25059;14767;2629;4763;1382;1984;1209;1001;1801;10292;4156;4059;779;1299
793;0 jaar;Totaal  1e en 2e generatie;Mannen;2028;25065;14700;2599;4768;1404;1937;1216;993;1785;10366;4177;4096;787;1307
794;0 jaar;Totaal  1e en 2e generatie;Mannen;2029;25075;14639;2569;4771;1423;1895;1222;986;1774;10436;4199;4132;793;1314
795;0 jaar;Totaal  1e en 2e generatie;Mannen;2030;25089;14585;2541;4773;1442;1857;1229;982;1762;10504;4220;4164;801;1321
796;0 jaar;Totaal  1e en 2e generatie;Mannen;2031;25101;14534;2514;4774;1460;1821;1234;979;1753;10567;4240;4193;807;1328
797;0 jaar;Totaal  1e en 2e generatie;Mannen;2032;25114;14487;2488;4773;1476;1790;1239;978;1745;10627;4262;4220;813;1334
798;0 jaar;Totaal  1e en 2e generatie;Mannen;2033;25127;14441;2462;4771;1491;1759;1244;977;1737;10686;4283;4245;819;1340
799;0 jaar;Totaal  1e en 2e generatie;Mannen;2034;25141;14399;2439;4766;1506;1733;1249;977;1731;10741;4302;4268;825;1347
800;0 jaar;Totaal  1e en 2e generatie;Mannen;2035;25156;14359;2417;4761;1520;1706;1254;977;1724;10796;4324;4291;830;1353
801;0 jaar;Totaal  1e en 2e generatie;Mannen;2036;25168;14319;2397;4756;1533;1681;1258;978;1719;10848;4343;4312;836;1358
802;0 jaar;Totaal  1e en 2e generatie;Mannen;2037;25179;14282;2376;4749;1544;1658;1262;980;1713;10896;4362;4330;841;1363
803;0 jaar;Totaal  1e en 2e generatie;Mannen;2038;25181;14243;2356;4742;1554;1635;1267;981;1708;10937;4379;4346;846;1367
804;0 jaar;Totaal  1e en 2e generatie;Mannen;2039;25182;14206;2339;4733;1563;1615;1271;982;1704;10976;4393;4362;850;1372
805;0 jaar;Totaal  1e en 2e generatie;Mannen;2040;25176;14170;2321;4725;1572;1595;1275;983;1699;11005;4404;4374;854;1375
806;0 jaar;Totaal  1e en 2e generatie;Mannen;2041;25168;14134;2305;4715;1578;1578;1279;984;1695;11034;4414;4385;856;1378
807;0 jaar;Totaal  1e en 2e generatie;Mannen;2042;25159;14103;2290;4706;1585;1561;1282;986;1693;11056;4423;4395;859;1379
808;0 jaar;Totaal  1e en 2e generatie;Mannen;2043;25142;14070;2277;4697;1590;1546;1285;986;1690;11073;4429;4401;862;1381
809;0 jaar;Totaal  1e en 2e generatie;Mannen;2044;25126;14037;2265;4686;1594;1532;1287;987;1687;11089;4436;4407;864;1382
810;0 jaar;Totaal  1e en 2e generatie;Mannen;2045;25110;14012;2254;4678;1598;1520;1290;988;1685;11098;4438;4411;866;1383
811;0 jaar;Totaal  1e en 2e generatie;Mannen;2046;25089;13984;2244;4667;1600;1511;1291;988;1683;11105;4442;4414;867;1383
812;0 jaar;Totaal  1e en 2e generatie;Mannen;2047;25072;13963;2238;4659;1602;1501;1294;988;1682;11109;4443;4415;867;1383
813;0 jaar;Totaal  1e en 2e generatie;Mannen;2048;25053;13943;2232;4650;1604;1495;1295;989;1680;11110;4445;4414;869;1383
814;0 jaar;Totaal  1e en 2e generatie;Mannen;2049;25041;13930;2229;4642;1605;1491;1296;988;1681;11112;4447;4412;869;1384
815;0 jaar;Totaal  1e en 2e generatie;Mannen;2050;25028;13918;2227;4633;1606;1487;1297;989;1680;11110;4446;4410;870;1383
816;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2003;22745;16565;2679;2997;731;3645;1119;2196;3197;6180;3236;1726;550;668
817;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2004;22985;16727;2791;3154;761;3683;1116;2109;3113;6258;3196;1841;555;665
818;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2005;23037;16757;2861;3287;784;3689;1110;2008;3018;6280;3148;1921;557;655
819;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2006;23019;16710;2899;3402;806;3675;1102;1901;2926;6309;3110;1994;563;642
820;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2007;22965;16600;2913;3505;827;3642;1093;1793;2828;6365;3088;2067;571;639
821;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2008;22922;16454;2915;3599;846;3591;1085;1687;2731;6468;3093;2150;580;645
822;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2009;22915;16287;2910;3691;867;3523;1077;1589;2631;6628;3124;2245;590;668
823;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2010;22947;16112;2904;3778;888;3439;1073;1499;2532;6834;3179;2353;599;703
824;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2011;23020;15936;2893;3863;909;3343;1072;1421;2435;7084;3251;2475;609;750
825;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2012;23128;15771;2883;3943;932;3239;1076;1355;2343;7358;3327;2606;619;806
826;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2013;23249;15617;2871;4018;957;3129;1084;1301;2259;7632;3400;2738;628;866
827;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2014;23354;15463;2857;4087;982;3014;1090;1251;2183;7891;3467;2862;638;923
828;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2015;23448;15315;2843;4151;1008;2898;1094;1207;2114;8133;3531;2980;648;974
829;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2016;23529;15176;2826;4209;1035;2784;1099;1169;2055;8354;3588;3089;657;1019
830;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2017;23597;15041;2805;4262;1064;2672;1102;1136;2002;8556;3641;3191;665;1059
831;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2018;23654;14912;2780;4309;1091;2565;1105;1107;1955;8743;3689;3287;674;1092
832;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2019;23694;14785;2753;4352;1119;2461;1107;1081;1914;8910;3731;3375;683;1120
833;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2020;23731;14670;2724;4390;1147;2365;1110;1057;1877;9062;3769;3457;691;1145
834;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2021;23756;14557;2694;4424;1173;2275;1113;1036;1843;9198;3802;3532;699;1165
835;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2022;23772;14453;2664;4451;1198;2194;1118;1016;1814;9319;3832;3599;707;1182
836;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2023;23784;14354;2631;4475;1223;2118;1123;998;1787;9430;3859;3659;714;1197
837;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2024;23792;14263;2600;4493;1246;2050;1128;983;1763;9530;3884;3714;722;1209
838;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2025;23802;14179;2568;4508;1268;1988;1134;970;1743;9622;3908;3764;730;1220
839;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2026;23808;14102;2537;4520;1290;1933;1141;958;1725;9705;3931;3808;737;1229
840;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2027;23813;14034;2506;4528;1311;1883;1149;949;1709;9779;3951;3847;744;1236
841;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2028;23818;13969;2476;4532;1331;1839;1155;941;1696;9848;3971;3882;751;1244
842;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2029;23824;13909;2446;4536;1349;1798;1161;936;1683;9914;3992;3914;757;1251
843;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2030;23836;13859;2419;4538;1368;1762;1168;932;1673;9976;4011;3944;764;1256
844;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2031;23848;13811;2392;4540;1384;1729;1173;929;1665;10036;4031;3972;770;1263
845;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2032;23862;13768;2366;4539;1401;1699;1178;928;1658;10094;4052;3996;776;1269
846;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2033;23872;13723;2341;4537;1416;1670;1183;927;1650;10148;4072;4019;782;1275
847;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2034;23884;13683;2317;4534;1430;1645;1188;927;1644;10200;4090;4041;787;1281
848;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2035;23896;13645;2295;4529;1443;1621;1191;928;1639;10250;4110;4061;793;1286
849;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2036;23909;13607;2273;4525;1455;1597;1196;929;1634;10301;4129;4081;799;1292
850;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2037;23918;13572;2253;4519;1466;1575;1201;930;1629;10346;4148;4098;803;1296
851;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2038;23922;13536;2234;4513;1475;1554;1205;931;1625;10386;4164;4113;808;1300
852;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2039;23923;13502;2216;4505;1484;1535;1209;933;1621;10420;4177;4127;812;1303
853;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2040;23917;13468;2199;4498;1492;1516;1213;934;1617;10449;4188;4139;815;1306
854;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2041;23911;13437;2183;4490;1500;1499;1216;935;1614;10474;4198;4149;817;1309
855;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2042;23904;13407;2169;4482;1505;1484;1220;936;1612;10496;4206;4158;821;1310
856;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2043;23888;13376;2155;4474;1510;1469;1223;937;1609;10512;4212;4164;823;1312
857;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2044;23872;13347;2143;4465;1514;1456;1225;938;1607;10525;4218;4170;824;1312
858;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2045;23857;13324;2133;4457;1518;1445;1227;939;1606;10533;4220;4173;826;1312
859;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2046;23844;13302;2124;4449;1520;1436;1230;940;1605;10541;4224;4176;828;1313
860;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2047;23829;13284;2117;4442;1523;1428;1231;940;1603;10545;4225;4178;829;1312
861;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2048;23813;13266;2112;4434;1524;1421;1233;941;1603;10547;4227;4177;830;1312
862;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2049;23799;13252;2109;4426;1525;1417;1233;940;1603;10546;4228;4176;830;1311
863;0 jaar;Totaal  1e en 2e generatie;Vrouwen;2050;23790;13245;2108;4420;1526;1414;1234;941;1602;10545;4228;4174;831;1311
864;0 jaar;1e Generatie;Totaal mannen en vrouwen;2003;760;412;90;97;63;38;47;18;59;348;204;46;21;78
865;0 jaar;1e Generatie;Totaal mannen en vrouwen;2004;671;357;76;89;63;31;41;17;41;315;189;40;22;64
866;0 jaar;1e Generatie;Totaal mannen en vrouwen;2005;641;338;64;82;63;31;41;17;41;303;186;38;22;57
867;0 jaar;1e Generatie;Totaal mannen en vrouwen;2006;635;326;54;78;65;31;41;17;41;309;190;40;22;57
868;0 jaar;1e Generatie;Totaal mannen en vrouwen;2007;644;316;47;75;65;31;41;17;41;328;200;44;22;63
869;0 jaar;1e Generatie;Totaal mannen en vrouwen;2008;669;313;45;74;65;31;41;17;41;355;214;49;22;71
870;0 jaar;1e Generatie;Totaal mannen en vrouwen;2009;704;315;45;74;67;31;41;17;41;388;228;55;22;83
871;0 jaar;1e Generatie;Totaal mannen en vrouwen;2010;737;317;45;74;69;31;41;17;41;420;242;60;22;96
872;0 jaar;1e Generatie;Totaal mannen en vrouwen;2011;763;317;45;74;69;31;41;17;41;446;252;66;22;106
873;0 jaar;1e Generatie;Totaal mannen en vrouwen;2012;782;319;45;74;71;31;41;17;41;463;256;69;22;117
874;0 jaar;1e Generatie;Totaal mannen en vrouwen;2013;792;320;45;74;72;31;41;17;41;472;256;70;22;125
875;0 jaar;1e Generatie;Totaal mannen en vrouwen;2014;795;321;45;74;73;31;41;17;41;474;256;70;22;127
876;0 jaar;1e Generatie;Totaal mannen en vrouwen;2015;797;323;46;74;74;31;41;17;41;474;256;70;22;127
877;0 jaar;1e Generatie;Totaal mannen en vrouwen;2016;798;324;46;74;75;31;41;17;41;474;256;70;22;127
878;0 jaar;1e Generatie;Totaal mannen en vrouwen;2017;799;325;46;74;76;31;41;17;41;474;256;70;22;127
879;0 jaar;1e Generatie;Totaal mannen en vrouwen;2018;800;326;46;74;77;31;41;17;41;474;256;70;22;127
880;0 jaar;1e Generatie;Totaal mannen en vrouwen;2019;800;326;46;74;77;31;41;17;41;474;256;70;22;127
881;0 jaar;1e Generatie;Totaal mannen en vrouwen;2020;801;327;46;74;78;31;41;17;41;474;256;70;22;127
882;0 jaar;1e Generatie;Totaal mannen en vrouwen;2021;802;327;46;74;78;31;41;17;41;474;256;70;22;127
883;0 jaar;1e Generatie;Totaal mannen en vrouwen;2022;802;327;46;74;78;31;41;17;41;474;256;70;22;127
884;0 jaar;1e Generatie;Totaal mannen en vrouwen;2023;802;327;46;74;78;31;41;17;41;474;256;70;22;127
885;0 jaar;1e Generatie;Totaal mannen en vrouwen;2024;802;327;46;74;78;31;41;17;41;475;256;70;22;127
886;0 jaar;1e Generatie;Totaal mannen en vrouwen;2025;802;327;46;74;78;31;41;17;41;475;256;70;22;127
887;0 jaar;1e Generatie;Totaal mannen en vrouwen;2026;803;328;47;74;78;31;41;17;41;475;256;70;22;127
