ID;GeslachtWerknemer;Dienstverband;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;Banen_1;Arbeidsvolume_2;Uurloon_3;MaandloonInclusiefOverwerk_4;MaandloonExclusiefOverwerk_5;JaarloonInclusiefBijzondereBeloning_6;JaarloonExclusiefBijzondereBeloning_7;BijzondereBeloning_8;BijtellingAutoVanDeZaak_9;PerBaanPerWeekInclusiefOverwerk_10;PerBaanPerWeekExclusiefOverwerk_11;PerBaanPerJaar_12;PerArbeidsjaar_13
19;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A-F Landbouw en nijverheid;2011;1313;1157;20.78;2796;2733;38010;33550;4470;710;34.9;34.3;1578;1790
20;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A-F Landbouw en nijverheid;2012;1290;1137;21.35;2850;2788;38720;34200;4510;730;35.0;34.3;1567;1778
21;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A-F Landbouw en nijverheid;2013;1243;1097;21.6;2904;2838;39810;34850;4960;720;35.4;34.6;1577;1787
22;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A-F Landbouw en nijverheid;2014;1220;1076;21.8;2942;2876;40270;35310;4960;690;35.3;34.6;1583;1795
23;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A-F Landbouw en nijverheid;2015;1208;1067;22.44;3015;2946;41260;36180;5080;590;35.3;34.6;1575;1783
24;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A-F Landbouw en nijverheid;2016;1212;1072;22.7;3064;2996;42110;36770;5340;580;35.3;34.6;1583;1791
25;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A-F Landbouw en nijverheid;2017;1225;1086;22.93;3108;3037;42790;37290;5490;610;35.4;34.7;1589;1793
26;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A-F Landbouw en nijverheid;2018;1253;1112;23.48;3176;3106;43590;38120;5470;640;35.5;34.8;1587;1789
27;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A-F Landbouw en nijverheid;2019;1284;1141;24.01;3264;3195;44680;39170;5520;680;35.5;34.9;1597;1797
28;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A-F Landbouw en nijverheid;2020;1287;1144;24.79;3352;3293;45780;40230;5550;710;35.5;34.9;1594;1792
29;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A-F Landbouw en nijverheid;2021;1300;1154;25.14;3421;3357;47120;41050;6080;740;35.4;34.8;1602;1805
30;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A-F Landbouw en nijverheid;2022;1322;1174;26.09;3547;3485;49120;42560;6560;760;35.4;34.8;1603;1805
31;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A-F Landbouw en nijverheid;2023;1342;1194;27.82;3770;3707;51860;45240;6620;820;35.4;34.9;1599;1796
32;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2009;105;71;14.38;1482;1439;19380;17790;1600;280;26.7;26.2;1201;1792
33;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2010 voor methodewijziging;103;70;14.6;1515;1470;19820;18180;1640;290;27.0;26.4;1208;1777
34;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2010 na methodewijziging;106;72;14.61;1506;1462;19700;18080;1620;300;26.8;26.2;1201;1780
35;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2011;106;71;14.93;1556;1509;20420;18680;1740;290;26.9;26.3;1213;1798
36;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2012;105;71;15.38;1595;1547;20830;19140;1690;310;27.0;26.3;1207;1793
37;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2013;105;72;15.58;1655;1605;21670;19860;1810;300;27.8;27.1;1236;1796
38;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2014;104;72;15.74;1681;1631;21910;20180;1740;290;27.8;27.1;1243;1808
39;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2015;102;70;15.91;1695;1642;22210;20340;1860;240;27.8;27.1;1239;1798
40;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2016;104;72;16.02;1724;1669;22500;20690;1810;240;28.0;27.3;1250;1808
41;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2017;106;74;16.18;1769;1712;23150;21220;1920;250;28.4;27.7;1270;1816
42;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2018;108;77;16.64;1844;1784;24000;22120;1880;260;28.9;28.1;1286;1816
43;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2019;110;79;17.07;1919;1860;24940;23030;1910;280;29.2;28.5;1308;1828
44;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2020;112;81;17.72;2000;1943;26050;24000;2050;290;29.5;28.8;1316;1825
45;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2021;114;82;17.8;2015;1956;26280;24180;2110;300;29.3;28.6;1319;1840
46;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2022;111;81;18.67;2147;2088;28140;25760;2370;320;29.8;29.1;1342;1845
47;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;A Landbouw, bosbouw en visserij;2023;109;80;20.12;2330;2269;30440;27960;2480;340;30.1;29.4;1353;1840
48;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2009;1246;1126;20.42;2798;2742;38090;33570;4520;740;35.8;35.2;1611;1782
49;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2010 voor methodewijziging;1205;1090;20.82;2849;2789;38700;34190;4520;760;35.8;35.2;1607;1776
50;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2010 na methodewijziging;1216;1098;20.83;2846;2787;38700;34150;4550;770;35.8;35.1;1605;1777
51;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2011;1207;1086;21.17;2904;2840;39560;34850;4700;750;35.6;35.0;1610;1789
52;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2012;1185;1066;21.75;2962;2898;40310;35540;4760;770;35.7;35.0;1599;1777
53;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2013;1138;1025;22.02;3019;2952;41480;36230;5250;760;36.1;35.3;1608;1786
54;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2014;1116;1004;22.23;3060;2992;41990;36720;5260;720;36.0;35.3;1615;1794
55;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2015;1106;997;22.9;3136;3066;43010;37630;5380;620;36.0;35.3;1606;1782
56;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2016;1108;1000;23.19;3190;3120;43950;38280;5670;620;36.0;35.3;1615;1789
57;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2017;1119;1012;23.43;3235;3162;44650;38820;5830;640;36.1;35.4;1619;1791
58;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2018;1145;1035;23.99;3302;3231;45440;39630;5810;680;36.1;35.4;1616;1787
59;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2019;1174;1062;24.53;3390;3320;46540;40680;5850;720;36.1;35.5;1624;1795
60;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2020;1175;1063;25.34;3481;3421;47660;41780;5890;750;36.0;35.5;1620;1790
61;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2021;1186;1072;25.71;3556;3491;49130;42670;6460;780;36.0;35.4;1629;1803
62;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2022;1211;1093;26.65;3675;3613;51040;44100;6940;810;35.9;35.4;1627;1802
63;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-F Nijverheid en energie;2023;1233;1114;28.39;3897;3834;53750;46770;6980;860;35.9;35.4;1621;1793
64;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2009;861;776;20.16;2735;2678;37970;32830;5150;520;35.5;34.9;1594;1769
65;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2010 voor methodewijziging;833;751;20.6;2792;2730;38640;33500;5130;540;35.5;34.8;1590;1764
66;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2010 na methodewijziging;839;755;20.61;2790;2728;38660;33480;5190;550;35.4;34.7;1589;1765
67;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2011;837;750;21.05;2855;2788;39680;34260;5420;530;35.2;34.5;1589;1774
68;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2012;830;743;21.67;2919;2853;40410;35020;5390;550;35.2;34.6;1580;1764
69;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2013;813;730;22.02;2983;2915;41720;35790;5930;550;35.6;34.9;1589;1771
70;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2014;809;725;22.27;3028;2959;42270;36330;5930;520;35.6;34.9;1594;1779
71;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2015;808;725;23.14;3128;3058;43620;37540;6080;460;35.6;34.8;1586;1767
72;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2016;810;728;23.26;3162;3092;44420;37950;6470;460;35.6;34.9;1595;1776
73;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2017;812;731;23.56;3208;3135;45200;38500;6700;480;35.6;34.9;1596;1775
74;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2018;827;744;24.12;3274;3200;45970;39290;6680;500;35.7;35.0;1592;1770
75;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2019;845;761;24.72;3366;3293;47110;40390;6720;530;35.7;35.0;1599;1776
76;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2020;839;756;25.61;3468;3406;48320;41610;6710;540;35.6;35.1;1596;1771
77;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2021;843;758;26.0;3547;3480;49940;42560;7380;560;35.6;35.0;1606;1784
78;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2022;859;772;26.95;3669;3604;52030;44030;8000;560;35.5;35.0;1605;1785
79;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B-E Nijverheid (geen bouw) en energie;2023;873;787;28.82;3910;3844;54960;46920;8040;600;35.6;35.0;1600;1776
80;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2009;8;7;33.58;4888;4827;73700;58660;15040;850;38.3;37.7;1725;1821
81;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2010 voor methodewijziging;8;7;35.21;5081;4999;76940;60970;15960;850;37.9;37.3;1704;1808
82;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2010 na methodewijziging;8;7;35.31;5094;5013;77280;61130;16150;850;37.8;37.3;1703;1810
83;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2011;8;8;39.98;5756;5673;86490;69070;17410;810;37.7;37.1;1703;1813
84;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2012;9;8;36.4;5244;5174;79000;62930;16060;790;37.9;37.3;1706;1809
85;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2013;10;10;33.24;5131;5051;80100;61570;18530;720;40.3;39.7;1823;1928
86;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2014;11;10;34.32;5303;5214;80290;63630;16660;660;40.1;39.5;1823;1931
87;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2015;11;11;36.58;5582;5510;85170;66980;18190;590;39.9;39.4;1808;1912
88;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2016;10;10;35.68;5505;5439;86970;66060;20920;580;40.2;39.6;1829;1934
89;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2017;9;8;35.03;5511;5437;83810;66130;17680;620;41.0;40.4;1862;1959
90;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2018;8;8;34.95;5424;5351;82940;65080;17850;650;40.6;40.0;1837;1946
91;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2019;8;8;36.72;5573;5500;84340;66880;17460;660;39.7;39.1;1797;1905
92;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2020;8;8;38.03;5585;5511;84220;67020;17200;680;38.7;38.1;1739;1840
93;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2021;8;7;37.73;5599;5515;83650;67190;16460;710;38.8;38.1;1754;1856
94;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2022;8;7;39.33;5801;5727;90190;69610;20580;700;38.6;38.1;1747;1849
95;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;B Delfstoffenwinning;2023;8;8;41.69;6106;6030;95290;73280;22020;730;38.5;38.0;1736;1841
96;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2009;794;713;19.8;2677;2623;37080;32120;4960;510;35.3;34.8;1590;1769
97;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2010 voor methodewijziging;767;689;20.21;2729;2671;37690;32750;4930;520;35.3;34.7;1586;1764
98;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2010 na methodewijziging;772;693;20.23;2728;2670;37720;32730;4990;530;35.2;34.6;1584;1765
99;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2011;767;685;20.58;2781;2717;38570;33370;5200;520;35.0;34.4;1584;1774
100;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2012;757;676;21.19;2842;2780;39260;34110;5160;530;35.1;34.4;1574;1764
101;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2013;745;666;21.59;2909;2844;40510;34900;5610;530;35.4;34.7;1581;1768
102;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2014;739;660;21.81;2948;2883;41030;35380;5650;500;35.3;34.7;1586;1776
103;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2015;737;659;22.67;3048;2980;42380;36580;5800;440;35.3;34.7;1578;1764
104;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2016;741;663;22.83;3088;3021;43230;37060;6170;440;35.4;34.7;1588;1773
105;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2017;743;666;23.23;3142;3071;44200;37700;6500;460;35.4;34.7;1586;1769
106;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2018;757;679;23.8;3210;3139;44990;38520;6470;480;35.4;34.8;1582;1764
107;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2019;773;694;24.4;3304;3234;46150;39650;6490;510;35.5;34.8;1591;1772
108;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2020;766;689;25.3;3411;3352;47400;40930;6470;530;35.4;34.9;1590;1767
109;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2021;767;689;25.71;3494;3430;49150;41930;7220;540;35.4;34.9;1601;1781
110;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2022;779;700;26.67;3622;3559;51210;43470;7740;550;35.4;34.9;1601;1781
111;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;C Industrie;2023;793;713;28.49;3847;3784;53940;46170;7770;580;35.4;34.9;1594;1772
112;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2009;22;21;26.96;3794;3746;54610;45530;9090;980;36.9;36.6;1667;1763
113;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2010 voor methodewijziging;22;20;27.35;3833;3783;54010;45990;8020;1020;36.9;36.5;1660;1761
114;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2010 na methodewijziging;22;20;27.35;3827;3778;53980;45920;8060;1010;36.9;36.5;1657;1761
115;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2011;24;22;28.33;3960;3918;55930;47520;8410;1020;36.5;36.2;1660;1776
116;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2012;27;25;29.94;4159;4116;58080;49910;8170;1050;36.6;36.3;1650;1765
117;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2013;26;25;29.45;4107;4061;59810;49280;10530;1010;36.9;36.5;1655;1765
118;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2014;26;25;29.78;4174;4134;60170;50090;10070;990;36.9;36.6;1665;1776
119;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2015;27;25;30.4;4197;4157;60190;50360;9820;940;36.5;36.2;1641;1760
120;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2016;27;25;30.23;4202;4164;60630;50420;10210;910;36.6;36.3;1653;1775
121;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2017;27;25;29.5;4249;4214;61100;50990;10110;940;37.2;36.9;1714;1841
122;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2018;27;25;29.99;4318;4282;62030;51810;10220;960;37.3;37.0;1713;1839
123;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2019;28;26;31.01;4359;4326;63360;52310;11050;940;36.4;36.2;1674;1818
124;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2020;29;26;31.93;4390;4374;63550;52680;10870;910;35.9;35.6;1644;1822
125;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2021;32;28;32.4;4374;4335;62440;52490;9950;870;34.7;34.4;1605;1830
126;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2022;34;29;32.82;4337;4313;63490;52040;11450;890;34.0;33.8;1577;1833
127;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;D Energievoorziening;2023;34;31;35.44;4927;4896;70880;59120;11760;1060;35.9;35.7;1658;1821
128;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2009;38;35;20.59;2918;2777;39870;35020;4850;510;37.3;35.6;1619;1757
129;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2010 voor methodewijziging;37;34;21.1;2998;2855;41280;35980;5300;540;37.6;35.8;1623;1748
130;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2010 na methodewijziging;37;35;21.09;2986;2843;41140;35830;5310;540;37.4;35.7;1618;1749
131;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2011;38;35;21.2;3017;2883;41540;36200;5330;540;37.1;35.5;1632;1777
132;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2012;38;35;21.66;3053;2916;42240;36640;5600;540;37.0;35.4;1615;1765
133;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2013;32;30;21.52;3109;2953;42950;37310;5630;590;38.3;36.4;1647;1782
134;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2014;32;30;21.72;3138;2980;43060;37650;5410;560;38.1;36.2;1646;1789
135;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2015;32;30;22.42;3221;3063;43970;38650;5320;510;38.0;36.2;1640;1783
136;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2016;33;30;22.48;3249;3092;44520;38980;5540;500;38.0;36.3;1650;1793
137;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2017;34;31;22.52;3268;3108;44860;39220;5640;510;38.2;36.4;1656;1790
138;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2018;35;32;22.98;3341;3177;45880;40090;5790;520;38.4;36.6;1659;1791
139;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2019;36;33;23.39;3401;3247;46660;40810;5850;540;38.2;36.6;1666;1798
140;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2020;36;33;23.94;3459;3315;47610;41510;6100;540;38.2;36.6;1662;1792
141;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2021;37;34;24.09;3510;3366;48580;42120;6460;550;38.2;36.7;1677;1808
142;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2022;38;35;24.79;3602;3461;50720;43220;7500;570;38.0;36.6;1675;1807
143;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;E Waterbedrijven en afvalbeheer;2023;38;35;26.64;3831;3683;53270;45970;7300;620;37.9;36.5;1659;1800
144;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;F Bouwnijverheid;2009;385;350;20.99;2937;2883;38360;35250;3120;1220;36.6;36.1;1648;1812
145;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;F Bouwnijverheid;2010 voor methodewijziging;372;339;21.31;2977;2922;38860;35720;3130;1250;36.7;36.1;1646;1804
146;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;F Bouwnijverheid;2010 na methodewijziging;377;343;21.32;2971;2917;38790;35650;3140;1260;36.6;36.0;1642;1805
147;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;F Bouwnijverheid;2011;370;336;21.42;3017;2957;39280;36200;3080;1230;36.6;36.0;1657;1821
148;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;F Bouwnijverheid;2012;355;323;21.94;3063;3002;40070;36760;3310;1280;36.7;36.0;1642;1806
149;Totaal mannen en vrouwen;Totaal;Totaal werkzame personen;F Bouwnijverheid;2013;325;295;22.03;3109;3044;40860;37310;3550;1290;37.2;36.5;1658;1823
