ID;Geslacht;Leeftijd;Migratieachtergrond;Generatie;Perioden;Overledenen_1
32;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2000;125990.0
33;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2001;125326.0
34;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2002;127257.0
35;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2003;126632.0
36;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2004;121470.0
37;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2005;121270.0
38;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2006;120318.0
39;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2007;118067.0
40;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2008;119376.0
41;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2009;118776.0
42;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2010;120133.0
43;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2011;119528.0
44;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2012;123796.0
45;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2013;123820.0
46;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2014;121777.0
47;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2015;128432.0
48;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2016;129723.0
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2017;130537.0
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2018;133124.0
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2019;130941.0
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2020;144344.0
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Nederlandse achtergrond;2021;145433.0
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;1995;13077.0
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;1996;13860.0
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;1997;13605.0
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;1998;13779.0
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;1999;14255.0
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2000;14537.0
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2001;15051.0
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2002;15098.0
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2003;15304.0
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2004;15083.0
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2005;15132.0
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2006;15054.0
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2007;14955.0
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2008;15760.0
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2009;15459.0
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2010;15925.0
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2011;16213.0
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2012;17017.0
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2013;17425.0
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2014;17446.0
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2015;18702.0
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2016;19274.0
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2017;19677.0
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2018;20239.0
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2019;20944.0
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2020;24334.0
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Met migratieachtergrond;2021;25539.0
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;1995;8256.0
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;1996;8788.0
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;1997;8425.0
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;1998;8633.0
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;1999;8841.0
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2000;8967.0
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2001;9178.0
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2002;9091.0
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2003;9269.0
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2004;9048.0
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2005;9016.0
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2006;8919.0
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2007;8706.0
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2008;9202.0
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2009;8926.0
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2010;9298.0
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2011;9375.0
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2012;9690.0
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2013;10041.0
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2014;10015.0
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2015;10757.0
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2016;11094.0
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2017;11416.0
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2018;11622.0
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2019;12162.0
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2020;14590.0
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1e generatie migratieachtergrond;2021;15492.0
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;1995;4821.0
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;1996;5072.0
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;1997;5180.0
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;1998;5146.0
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;1999;5414.0
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2000;5570.0
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2001;5873.0
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2002;6007.0
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2003;6035.0
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2004;6035.0
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2005;6116.0
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2006;6135.0
120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2007;6249.0
121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2008;6558.0
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2009;6533.0
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2010;6627.0
124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2011;6838.0
125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2012;7327.0
126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2013;7384.0
127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2014;7431.0
128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2015;7945.0
129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2016;8180.0
130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2017;8261.0
131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2018;8617.0
132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2019;8782.0
133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2020;9744.0
134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;2e generatie migratieachtergrond;2021;10047.0
135;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;1995;122598.0
136;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;1996;123701.0
137;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;1997;122178.0
138;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;1998;123703.0
139;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;1999;126232.0
140;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2000;125990.0
141;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2001;125326.0
142;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2002;127257.0
143;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2003;126632.0
144;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2004;121470.0
145;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2005;121270.0
146;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2006;120318.0
147;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2007;118067.0
148;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2008;119376.0
149;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2009;118776.0
150;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2010;120133.0
151;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2011;119528.0
152;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2012;123796.0
153;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2013;123820.0
154;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2014;121777.0
155;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2015;128432.0
156;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2016;129723.0
157;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2017;130537.0
158;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2018;133124.0
159;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2019;130941.0
160;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2020;144344.0
161;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Totaal;2021;145433.0
162;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;1995;122598.0
163;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;1996;123701.0
164;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;1997;122178.0
165;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;1998;123703.0
166;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;1999;126232.0
167;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2000;125990.0
168;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2001;125326.0
169;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2002;127257.0
170;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2003;126632.0
171;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2004;121470.0
172;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2005;121270.0
173;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2006;120318.0
174;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2007;118067.0
175;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2008;119376.0
176;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2009;118776.0
177;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2010;120133.0
178;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2011;119528.0
179;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2012;123796.0
180;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2013;123820.0
181;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2014;121777.0
182;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2015;128432.0
183;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2016;129723.0
184;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2017;130537.0
185;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2018;133124.0
186;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2019;130941.0
187;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2020;144344.0
188;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Nederlandse achtergrond;2021;145433.0
189;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;1995;
190;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;1996;
191;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;1997;
192;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;1998;
193;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;1999;
194;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2000;
195;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2001;
196;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2002;
197;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2003;
198;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2004;
199;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2005;
200;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2006;
201;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2007;
202;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2008;
203;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2009;
204;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2010;
205;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2011;
206;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2012;
207;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2013;
208;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2014;
209;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2015;
210;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2016;
211;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2017;
212;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2018;
213;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2019;
214;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2020;
215;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;Met migratieachtergrond;2021;
216;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;1995;
217;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;1996;
218;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;1997;
219;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;1998;
220;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;1999;
221;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2000;
222;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2001;
223;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2002;
224;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2003;
225;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2004;
226;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2005;
227;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2006;
228;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2007;
229;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2008;
230;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2009;
231;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2010;
232;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2011;
233;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2012;
234;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2013;
235;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2014;
236;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2015;
237;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2016;
238;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2017;
239;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2018;
240;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2019;
241;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2020;
242;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;1e generatie migratieachtergrond;2021;
243;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;1995;
244;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;1996;
245;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;1997;
246;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;1998;
247;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;1999;
248;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2000;
249;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2001;
250;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2002;
251;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2003;
252;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2004;
253;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2005;
254;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2006;
255;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2007;
256;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2008;
257;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2009;
258;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2010;
259;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2011;
260;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2012;
261;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2013;
262;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2014;
263;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2015;
264;Totaal mannen en vrouwen;Totaal leeftijd;Nederlandse achtergrond;2e generatie migratieachtergrond;2016;
