ID;Geslacht;Persoonskenmerken;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;Werkloosheidspercentage_5;NietBeroepsbevolking_6;BrutoArbeidsparticipatie_7;NettoArbeidsparticipatie_8
33;Totaal mannen en vrouwen;Totaal personen;2002;12031.0;8163;7849;315;3.9;3868.0;67.8;65.2
34;Totaal mannen en vrouwen;Totaal personen;2003;12116.0;8178;7783;395;4.8;3938.0;67.5;64.2
35;Totaal mannen en vrouwen;Totaal personen;2004;12155.0;8227;7761;466;5.7;3929.0;67.7;63.8
36;Totaal mannen en vrouwen;Totaal personen;2005;12190.0;8307;7818;489;5.9;3883.0;68.1;64.1
37;Totaal mannen en vrouwen;Totaal personen;2006;12221.0;8357;7939;419;5.0;3863.0;68.4;65.0
38;Totaal mannen en vrouwen;Totaal personen;2007;12257.0;8524;8169;355;4.2;3733.0;69.5;66.6
39;Totaal mannen en vrouwen;Totaal personen;2008;12315.0;8676;8358;318;3.7;3639.0;70.5;67.9
40;Totaal mannen en vrouwen;Totaal personen;2009;12372.0;8742;8361;381;4.4;3630.0;70.7;67.6
41;Totaal mannen en vrouwen;Totaal personen;2010;12412.0;8713;8278;435;5.0;3699.0;70.2;66.7
42;Totaal mannen en vrouwen;Totaal personen;2011;12452.0;8714;8280;434;5.0;3738.0;70.0;66.5
43;Totaal mannen en vrouwen;Totaal personen;2012;12541.0;8846;8330;516;5.8;3695.0;70.5;66.4
44;Totaal mannen en vrouwen;Totaal personen;2013;12638.0;8913;8266;647;7.3;3724.0;70.5;65.4
45;Totaal mannen en vrouwen;Totaal personen;2014;12665.0;8874;8214;660;7.4;3791.0;70.1;64.9
46;Totaal mannen en vrouwen;Totaal personen;2015;12685.0;8907;8294;614;6.9;3778.0;70.2;65.4
47;Totaal mannen en vrouwen;Totaal personen;2016;12768.0;8942;8403;539;6.0;3826.0;70.0;65.8
48;Totaal mannen en vrouwen;Totaal personen;2017;12870.0;9017;8579;438;4.9;3853.0;70.1;66.7
49;Totaal mannen en vrouwen;Totaal personen;2018;12936.0;9125;8774;350;3.8;3812.0;70.5;67.8
50;Totaal mannen en vrouwen;Totaal personen;2019;13015.0;9267;8953;314;3.4;3749.0;71.2;68.8
51;Totaal mannen en vrouwen;Totaal personen;2020;13094.0;9308;8951;357;3.8;3786.0;71.1;68.4
52;Totaal mannen en vrouwen;Totaal personen;2021;13147.0;9663;9255;408;4.2;3483.0;73.5;70.4
53;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1969;2229.0;1666;1604;62;3.7;563.0;74.7;72.0
54;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1970;2256.0;1675;1620;56;3.3;581.0;74.2;71.8
55;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1971;2297.0;1687;1619;68;4.0;610.0;73.4;70.5
56;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1972;2268.0;1662;1563;98;5.9;606.0;73.3;68.9
57;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1973;2248.0;1621;1525;97;6.0;627.0;72.1;67.8
58;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1974;2248.0;1606;1499;107;6.7;642.0;71.4;66.7
59;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1975;2268.0;1614;1487;127;7.9;654.0;71.2;65.6
60;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1976;2299.0;1622;1483;139;8.6;677.0;70.6;64.5
61;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1977;2327.0;1621;1494;126;7.8;706.0;69.7;64.2
62;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1978;2349.0;1624;1498;126;7.8;725.0;69.1;63.8
63;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1979;2381.0;1644;1511;132;8.0;737.0;69.0;63.5
64;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1980;2418.0;1664;1535;130;7.8;754.0;68.8;63.5
65;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1981;2451.0;1673;1526;148;8.8;778.0;68.3;62.3
66;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1982;2465.0;1654;1465;189;11.4;811.0;67.1;59.4
67;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1983;2471.0;1640;1435;205;12.5;831.0;66.4;58.1
68;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1984;2473.0;1619;1421;198;12.2;854.0;65.5;57.5
69;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1985;2481.0;1612;1428;184;11.4;869.0;65.0;57.6
70;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1986;2485.0;1627;1454;174;10.7;858.0;65.5;58.5
71;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1987;2474.0;1660;1485;174;10.5;814.0;67.1;60.0
72;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1988;2453.0;1630;1465;166;10.2;823.0;66.4;59.7
73;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1989;2407.0;1606;1453;153;9.5;801.0;66.7;60.4
74;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1990;2350.0;1575;1430;144;9.1;775.0;67.0;60.9
75;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1991;2295.0;1525;1385;140;9.2;770.0;66.4;60.3
76;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1992;2242.0;1489;1359;131;8.8;753.0;66.4;60.6
77;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1993;2184.0;1437;1289;149;10.4;747.0;65.8;59.0
78;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1994;2126.0;1400;1247;153;10.9;726.0;65.9;58.7
79;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1995;2050.0;1339;1191;149;11.1;711.0;65.3;58.1
80;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1996;1986.0;1335;1184;150;11.2;651.0;67.2;59.6
81;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1997;1935.0;1324;1192;131;9.9;611.0;68.4;61.6
82;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1998;1896.0;1283;1171;113;8.8;613.0;67.7;61.8
83;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;1999;1876.0;1317;1207;108;8.2;559.0;70.2;64.3
84;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2000;1868.0;1308;1212;96;7.3;560.0;70.0;64.9
85;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2001;1879.0;1340;1234;105;7.8;539.0;71.3;65.7
86;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2002;1898.0;1335;1220;115;8.6;563.0;70.3;64.3
87;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2003;1921.0;1326;1195;131;9.9;595.0;69.0;62.2
88;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2004;1929.0;1300;1152;149;11.4;629.0;67.4;59.7
89;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2005;1937.0;1304;1149;154;11.8;633.0;67.3;59.3
90;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2006;1944.0;1306;1176;131;10.0;638.0;67.2;60.5
91;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2007;1957.0;1362;1234;128;9.4;595.0;69.6;63.1
92;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2008;1978.0;1391;1272;119;8.6;587.0;70.3;64.3
93;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2009;1997.0;1399;1256;143;10.2;598.0;70.0;62.9
94;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2010;2006.0;1370;1218;152;11.1;637.0;68.3;60.7
95;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2011;2010.0;1369;1232;137;10.0;642.0;68.1;61.3
96;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2012;2023.0;1400;1236;164;11.7;623.0;69.2;61.1
97;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013;2040.0;1411;1225;186;13.2;628.0;69.2;60.1
98;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014;2045.0;1378;1202;175;12.7;668.0;67.4;58.8
99;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015;2048.0;1402;1245;158;11.3;646.0;68.5;60.8
100;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016;2065.0;1408;1256;152;10.8;657.0;68.2;60.8
101;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017;2088.0;1427;1300;126;8.9;661.0;68.3;62.3
102;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018;2101.0;1447;1343;104;7.2;654.0;68.9;63.9
103;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019;2115.0;1480;1381;100;6.7;634.0;70.0;65.3
104;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020;2125.0;1461;1328;133;9.1;664.0;68.7;62.5
105;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021;2120.0;1676;1520;156;9.3;444.0;79.1;71.7
106;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1969;3156.0;2112;2091;21;1.0;1044.0;66.9;66.3
107;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1970;3210.0;2183;2163;20;0.9;1027.0;68.0;67.4
108;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1971;3262.0;2238;2212;26;1.2;1024.0;68.6;67.8
109;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1972;3385.0;2365;2325;39;1.6;1020.0;69.9;68.7
110;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1973;3488.0;2467;2422;45;1.8;1021.0;70.7;69.4
111;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1974;3572.0;2566;2512;55;2.1;1006.0;71.8;70.3
112;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1975;3651.0;2672;2596;76;2.8;979.0;73.2;71.1
113;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1976;3731.0;2752;2664;89;3.2;979.0;73.8;71.4
114;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1977;3798.0;2825;2736;89;3.2;973.0;74.4;72.0
115;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1978;3869.0;2913;2816;97;3.3;956.0;75.3;72.8
116;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1979;3946.0;2993;2890;103;3.4;953.0;75.8;73.2
117;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1980;4027.0;3084;2978;105;3.4;943.0;76.6;74.0
118;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1981;4110.0;3170;3024;146;4.6;940.0;77.1;73.6
119;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1982;4186.0;3244;3032;212;6.5;942.0;77.5;72.4
120;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1983;4258.0;3326;3045;281;8.4;932.0;78.1;71.5
121;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1984;4329.0;3390;3114;277;8.2;939.0;78.3;71.9
122;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1985;4406.0;3459;3198;261;7.5;947.0;78.5;72.6
123;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1986;4481.0;3524;3291;234;6.6;957.0;78.6;73.4
124;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1987;4569.0;3639;3417;221;6.1;930.0;79.6;74.8
125;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1988;4656.0;3693;3461;232;6.3;963.0;79.3;74.3
126;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1989;4729.0;3799;3580;219;5.8;930.0;80.3;75.7
127;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1990;4791.0;3906;3710;196;5.0;885.0;81.5;77.4
128;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1991;4872.0;3967;3779;188;4.7;905.0;81.4;77.6
129;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1992;4878.0;4021;3827;194;4.8;857.0;82.4;78.5
130;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1993;4889.0;4067;3842;225;5.5;822.0;83.2;78.6
131;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1994;4915.0;4150;3877;273;6.6;765.0;84.4;78.9
132;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1995;4949.0;4220;3953;267;6.3;729.0;85.3;79.9
133;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1996;4977.0;4303;4071;232;5.4;674.0;86.5;81.8
134;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1997;4997.0;4332;4114;218;5.0;665.0;86.7;82.3
135;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1998;5006.0;4385;4220;164;3.7;621.0;87.6;84.3
136;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;1999;5004.0;4367;4232;135;3.1;637.0;87.3;84.6
137;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2000;4989.0;4360;4239;121;2.8;629.0;87.4;85.0
138;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2001;4970.0;4314;4213;101;2.3;656.0;86.8;84.8
139;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2002;4943.0;4246;4126;121;2.8;697.0;85.9;83.5
140;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2003;4870.0;4181;4014;167;4.0;688.0;85.9;82.4
141;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2004;4809.0;4163;3968;195;4.7;646.0;86.6;82.5
142;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2005;4744.0;4133;3933;200;4.8;611.0;87.1;82.9
143;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2006;4673.0;4099;3943;156;3.8;574.0;87.7;84.4
144;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2007;4600.0;4068;3952;116;2.9;531.0;88.4;85.9
145;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2008;4534.0;4055;3958;97;2.4;479.0;89.4;87.3
146;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2009;4467.0;4002;3872;130;3.3;465.0;89.6;86.7
147;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2010;4399.0;3921;3771;150;3.8;478.0;89.1;85.7
148;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2011;4341.0;3841;3691;149;3.9;500.0;88.5;85.0
149;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2012;4319.0;3833;3650;183;4.8;487.0;88.7;84.5
150;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2013;4305.0;3810;3570;240;6.3;495.0;88.5;82.9
151;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2014;4241.0;3739;3502;237;6.3;502.0;88.2;82.6
152;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2015;4176.0;3674;3469;205;5.6;502.0;88.0;83.1
153;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2016;4165.0;3646;3479;167;4.6;518.0;87.6;83.5
154;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2017;4177.0;3646;3510;136;3.7;531.0;87.3;84.0
155;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2018;4188.0;3670;3568;102;2.8;518.0;87.6;85.2
156;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2019;4219.0;3720;3617;104;2.8;499.0;88.2;85.7
157;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2020;4259.0;3764;3640;124;3.3;495.0;88.4;85.5
158;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2021;4316.0;3857;3728;129;3.3;459.0;89.4;86.4
159;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1969;3340.0;1459;1447;12;0.8;1881.0;43.7;43.3
160;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1970;3383.0;1451;1441;10;0.7;1932.0;42.9;42.6
161;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1971;3421.0;1459;1446;12;0.8;1962.0;42.6;42.3
162;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1972;3457.0;1429;1407;22;1.5;2028.0;41.3;40.7
163;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1973;3491.0;1418;1396;21;1.5;2073.0;40.6;40.0
164;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1974;3530.0;1413;1388;27;1.9;2117.0;40.0;39.3
165;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1975;3568.0;1383;1349;34;2.5;2185.0;38.8;37.8
166;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1976;3614.0;1377;1339;38;2.8;2237.0;38.1;37.1
167;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1977;3646.0;1360;1323;36;2.6;2286.0;37.3;36.3
168;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1978;3679.0;1326;1289;36;2.7;2353.0;36.0;35.0
169;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1979;3707.0;1330;1293;37;2.8;2377.0;35.9;34.9
170;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1980;3736.0;1293;1255;39;3.0;2443.0;34.6;33.6
171;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1981;3766.0;1281;1232;49;3.8;2485.0;34.0;32.7
172;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1982;3795.0;1291;1232;59;4.6;2504.0;34.0;32.5
173;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1983;3825.0;1311;1234;77;5.9;2514.0;34.3;32.3
174;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1984;3860.0;1288;1207;81;6.3;2572.0;33.4;31.3
175;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1985;3895.0;1284;1209;75;5.8;2611.0;33.0;31.0
176;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1986;3937.0;1289;1212;77;6.0;2648.0;32.7;30.8
177;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1987;3975.0;1313;1230;84;6.4;2662.0;33.0;30.9
178;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1988;4016.0;1364;1277;87;6.4;2652.0;34.0;31.8
179;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1989;4067.0;1410;1327;82;5.8;2657.0;34.7;32.6
180;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1990;4129.0;1471;1388;83;5.6;2658.0;35.6;33.6
181;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1991;4186.0;1532;1454;77;5.0;2654.0;36.6;34.7
182;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1992;4315.0;1617;1530;88;5.4;2698.0;37.5;35.5
183;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1993;4434.0;1690;1592;98;5.8;2744.0;38.1;35.9
184;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1994;4539.0;1757;1653;104;5.9;2782.0;38.7;36.4
185;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1995;4632.0;1867;1762;105;5.6;2765.0;40.3;38.0
186;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1996;4704.0;1945;1832;113;5.8;2759.0;41.3;38.9
187;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1997;4774.0;2059;1955;105;5.1;2715.0;43.1;41.0
188;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1998;4854.0;2164;2072;92;4.3;2690.0;44.6;42.7
189;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;1999;4931.0;2257;2178;79;3.5;2674.0;45.8;44.2
190;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2000;5014.0;2371;2296;74;3.1;2643.0;47.3;45.8
191;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2001;5101.0;2459;2394;65;2.6;2642.0;48.2;46.9
192;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2002;5191.0;2582;2503;78;3.0;2609.0;49.7;48.2
193;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2003;5326.0;2671;2574;97;3.6;2655.0;50.1;48.3
194;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2004;5417.0;2764;2641;123;4.4;2653.0;51.0;48.8
195;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2005;5510.0;2870;2736;134;4.7;2639.0;52.1;49.7
196;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2006;5603.0;2952;2820;132;4.5;2651.0;52.7;50.3
197;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2007;5700.0;3094;2983;111;3.6;2606.0;54.3;52.3
198;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2008;5803.0;3230;3129;101;3.1;2573.0;55.7;53.9
199;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2009;5907.0;3341;3233;108;3.2;2566.0;56.6;54.7
200;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2010;6007.0;3423;3289;134;3.9;2585.0;57.0;54.7
201;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2011;6101.0;3504;3356;148;4.2;2596.0;57.4;55.0
202;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2012;6198.0;3613;3444;169;4.7;2585.0;58.3;55.6
203;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2013;6293.0;3692;3471;221;6.0;2601.0;58.7;55.2
204;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2014;6378.0;3758;3510;248;6.6;2621.0;58.9;55.0
205;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2015;6461.0;3831;3580;251;6.5;2629.0;59.3;55.4
206;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2016;6538.0;3887;3668;219;5.6;2651.0;59.4;56.1
207;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2017;6605.0;3944;3769;175;4.4;2662.0;59.7;57.1
208;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2018;6648.0;4008;3863;145;3.6;2640.0;60.3;58.1
209;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2019;6682.0;4066;3955;111;2.7;2616.0;60.9;59.2
210;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2020;6710.0;4083;3984;99;2.4;2627.0;60.8;59.4
211;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2021;6710.0;4130;4008;123;3.0;2580.0;61.5;59.7
