ID;Leeftijden;Herkomst;Perioden;PersonenMetEenBetalingsachterstand_1;PersMetBetalingsachterstandRelatief_2
124;53850;Herkomstland: Marokko;2022;1000;1.5
125;53850;Herkomstland: Marokko;2023;1070;1.6
126;53850;Herkomstland: Turkije;2022;1660;2.1
127;53850;Herkomstland: Turkije;2023;1770;2.1
128;53850;Herkomstland: Suriname;2022;2390;2.8
129;53850;Herkomstland: Suriname;2023;2410;2.8
130;53850;Herkomstland: Nederlandse Cariben;2022;1320;4.5
131;53850;Herkomstland: Nederlandse Cariben;2023;1300;4.3
132;53850;Herkomstland: Indonesië;2022;1480;1.2
133;53850;Herkomstland: Indonesië;2023;1430;1.2
134;53850;Herkomstland: Buiten Europa (excl. 5 ...;2022;2330;1.2
135;53850;Herkomstland: Buiten Europa (excl. 5 ...;2023;2400;1.2
136;80200;Totaal;2022;8110;0.2
137;80200;Totaal;2023;8330;0.2
138;80200;Herkomst: geboren in Nederland;2022;5750;0.2
139;80200;Herkomst: geboren in Nederland;2023;5810;0.2
140;80200;Herkomst: geb. in NL, ouders in NL;2022;5190;0.2
141;80200;Herkomst: geb. in NL, ouders in NL;2023;5210;0.2
142;80200;Herkomst: geb. in NL, ouder(s) buiten NL;2022;560;0.3
143;80200;Herkomst: geb. in NL, ouder(s) buiten NL;2023;600;0.3
144;80200;Herkomst: geb. in NL, 1 ouder geboren NL;2022;390;0.2
145;80200;Herkomst: geb. in NL, 1 ouder geboren NL;2023;400;0.2
146;80200;Herkomst: geb. in NL, 2 ouders buiten NL;2022;170;0.7
147;80200;Herkomst: geb. in NL, 2 ouders buiten NL;2023;190;0.7
148;80200;Herkomst: geboren buiten Nederland;2022;2370;0.7
149;80200;Herkomst: geboren buiten Nederland;2023;2520;0.7
150;80200;Herkomstland: Nederland;2022;5190;0.2
151;80200;Herkomstland: Nederland;2023;5210;0.2
152;80200;Herkomstland: buiten Nederland;2022;2930;0.5
153;80200;Herkomstland: buiten Nederland;2023;3120;0.5
154;80200;Herkomstland: Europa (excl. Nederland);2022;720;0.3
155;80200;Herkomstland: Europa (excl. Nederland);2023;730;0.3
156;80200;Herkomstland: buiten Europa;2022;2210;0.7
157;80200;Herkomstland: buiten Europa;2023;2390;0.7
158;80200;Herkomstland: Marokko;2022;160;0.5
159;80200;Herkomstland: Marokko;2023;180;0.6
160;80200;Herkomstland: Turkije;2022;200;0.8
161;80200;Herkomstland: Turkije;2023;220;0.8
162;80200;Herkomstland: Suriname;2022;510;1.0
163;80200;Herkomstland: Suriname;2023;530;1.0
164;80200;Herkomstland: Nederlandse Cariben;2022;300;1.8
165;80200;Herkomstland: Nederlandse Cariben;2023;340;1.9
166;80200;Herkomstland: Indonesië;2022;570;0.5
167;80200;Herkomstland: Indonesië;2023;580;0.5
168;80200;Herkomstland: Buiten Europa (excl. 5 ...;2022;480;0.7
169;80200;Herkomstland: Buiten Europa (excl. 5 ...;2023;530;0.7
