ID;BedrijfstakkenBranchesSBI2008;Perioden;PrijsindexArbeid_1;JaarmutatiePrijsVanArbeid_2;LoonkostenPerGewerktUur_3;JaarmutatieLoonkostenPerGewerktUur_4;Structuureffect_5
32;A-U Alle economische activiteiten;2008 april - 2009 maart;93.0;2.9;89.7;3.2;0.3
33;A-U Alle economische activiteiten;2008 juli - 2009 juni;93.9;2.8;90.9;3.4;0.6
34;A-U Alle economische activiteiten;2008 oktober - 2009 september;94.1;2.4;91.4;3.3;0.9
35;A-U Alle economische activiteiten;2009 januari - 2009 december;94.2;1.6;91.7;2.8;1.2
36;A-U Alle economische activiteiten;2009 april - 2010 maart;94.5;1.6;92.3;2.9;1.3
37;A-U Alle economische activiteiten;2009 juli - 2010 juni;94.8;0.9;92.8;2.1;1.2
38;A-U Alle economische activiteiten;2009 oktober - 2010 september;94.4;0.3;92.5;1.3;0.9
39;A-U Alle economische activiteiten;2010 januari - 2010 december;94.4;0.3;92.6;1.0;0.7
40;A-U Alle economische activiteiten;2010 april - 2011 maart;94.5;0.0;92.7;0.4;0.4
41;A-U Alle economische activiteiten;2010 juli - 2011 juni;94.5;-0.3;92.8;0.0;0.2
42;A-U Alle economische activiteiten;2010 oktober - 2011 september;94.8;0.5;93.2;0.7;0.3
43;A-U Alle economische activiteiten;2011 januari - 2011 december;96.0;1.7;94.4;2.0;0.2
44;A-U Alle economische activiteiten;2011 april - 2012 maart;96.0;1.6;94.5;1.9;0.3
45;A-U Alle economische activiteiten;2011 juli - 2012 juni;96.3;1.9;95.0;2.3;0.4
46;A-U Alle economische activiteiten;2011 oktober - 2012 september;97.2;2.5;96.0;3.0;0.5
47;A-U Alle economische activiteiten;2012 januari - 2012 december;98.1;2.1;97.1;2.8;0.7
48;A-U Alle economische activiteiten;2012 april - 2013 maart;99.3;3.4;98.5;4.2;0.7
49;A-U Alle economische activiteiten;2012 juli - 2013 juni;99.3;3.1;98.7;3.9;0.8
50;A-U Alle economische activiteiten;2012 oktober - 2013 september;99.3;2.1;98.9;3.0;0.9
51;A-U Alle economische activiteiten;2013 januari - 2013 december;99.1;1.0;98.9;1.8;0.8
52;A-U Alle economische activiteiten;2013 april - 2014 maart;99.0;-0.3;98.9;0.4;0.7
53;A-U Alle economische activiteiten;2013 juli - 2014 juni;99.2;-0.1;99.2;0.6;0.6
54;A-U Alle economische activiteiten;2013 oktober - 2014 september;99.1;-0.2;99.2;0.3;0.5
55;A-U Alle economische activiteiten;2014 januari - 2014 december;99.8;0.8;100.0;1.1;0.4
56;A-U Alle economische activiteiten;2014 april - 2015 maart;100.0;1.1;100.1;1.3;0.2
57;A-U Alle economische activiteiten;2014 juli - 2015 juni;100.3;1.1;100.4;1.2;0.1
58;A-U Alle economische activiteiten;2014 oktober - 2015 september;100.7;1.5;100.7;1.5;0.0
59;A-U Alle economische activiteiten;2015 januari - 2015 december;100.0;0.2;100.0;0.0;-0.1
60;A-U Alle economische activiteiten;2015 april - 2016 maart;100.4;0.4;100.4;0.2;-0.2
61;A-U Alle economische activiteiten;2015 juli - 2016 juni;99.8;-0.5;99.7;-0.7;-0.2
62;A-U Alle economische activiteiten;2015 oktober - 2016 september;100.2;-0.4;100.1;-0.6;-0.2
63;A-U Alle economische activiteiten;2016 januari - 2016 december ;101.0;1.0;100.7;0.7;-0.3
64;A-U Alle economische activiteiten;2016 april - 2017 maart;100.4;0.0;100.1;-0.3;-0.3
65;A-U Alle economische activiteiten;2016 juli - 2017 juni;101.1;1.3;100.7;1.0;-0.3
66;A-U Alle economische activiteiten;2016 oktober - 2017 september;101.5;1.3;100.9;0.8;-0.5
67;A-U Alle economische activiteiten;2017 januari - 2017 december;102.6;1.6;101.7;1.0;-0.5
68;A-U Alle economische activiteiten;2017 april - 2018 maart;103.5;3.0;102.5;2.4;-0.6
69;A-U Alle economische activiteiten;2017 juli - 2018 juni;104.1;2.9;103.0;2.3;-0.6
70;A-U Alle economische activiteiten;2017 oktober - 2018 september;104.7;3.2;103.6;2.7;-0.5
71;A-U Alle economische activiteiten;2018 januari - 2018 december;104.8;2.2;103.7;1.9;-0.3
72;A-U Alle economische activiteiten;2018 april - 2019 maart;105.7;2.2;104.5;1.9;-0.2
73;A-U Alle economische activiteiten;2018 juli - 2019 juni;106.3;2.1;105.1;2.0;-0.1
74;A-U Alle economische activiteiten;2018 oktober - 2019 september;106.3;1.5;105.3;1.6;0.1
75;A-U Alle economische activiteiten;2019 januari - 2019 december;107.3;2.4;106.3;2.5;0.1
76;A-U Alle economische activiteiten;2019 april - 2020 maart;109.1;3.3;108.3;3.6;0.3
77;A-U Alle economische activiteiten;2019 juli - 2020 juni;108.5;2.1;108.2;2.9;0.8
78;A-U Alle economische activiteiten;2019 oktober - 2020 september;110.4;3.8;110.4;4.9;1.1
79;A-U Alle economische activiteiten;2020 januari - 2020 december;110.3;2.8;110.9;4.3;1.5
80;A-U Alle economische activiteiten;2020 april - 2021 maart;108.6;-0.5;109.6;1.2;1.7
81;A-U Alle economische activiteiten;2020 juli - 2021 juni;109.8;1.2;110.6;2.2;1.0
82;A-U Alle economische activiteiten;2020 oktober - 2021 september;110.7;0.3;111.3;0.8;0.5
83;A-U Alle economische activiteiten;2021 januari - 2021 december;111.3;0.9;111.7;0.8;-0.1
84;A-U Alle economische activiteiten;2021 april - 2022 maart;112.4;3.5;112.4;2.5;-0.9
85;A-U Alle economische activiteiten;2021 juli - 2022 juni;114.7;4.4;114.5;3.5;-0.9
86;A-U Alle economische activiteiten;2021 oktober - 2022 september;116.1;4.9;116.0;4.2;-0.7
87;A-U Alle economische activiteiten;2022 januari - 2022 december;118.7;6.7;118.5;6.1;-0.5
88;A-U Alle economische activiteiten;2022 april - 2023 maart;120.1;6.8;120.0;6.7;-0.1
89;A-U Alle economische activiteiten;2022 juli - 2023 juni;122.0;6.4;122.0;6.6;0.2
90;A-U Alle economische activiteiten;2022 oktober - 2023 september;123.8;6.6;124.0;6.9;0.3
91;A-U Alle economische activiteiten;2023 januari - 2023 december;126.3;6.4;126.6;6.8;0.4
92;A Landbouw, bosbouw en visserij;2001;78.5;;72.5;;
93;A Landbouw, bosbouw en visserij;2002;82.7;5.3;76.7;5.9;0.5
94;A Landbouw, bosbouw en visserij;2003;85.4;3.3;79.7;3.9;0.6
95;A Landbouw, bosbouw en visserij;2004;84.3;-1.3;79.5;-0.3;1.0
96;A Landbouw, bosbouw en visserij;2005;85.9;1.9;79.6;0.1;-1.7
97;A Landbouw, bosbouw en visserij;2006;86.4;0.6;80.8;1.6;0.9
98;A Landbouw, bosbouw en visserij;2007;89.1;3.1;83.8;3.6;0.6
99;A Landbouw, bosbouw en visserij;2008;92.4;3.7;87.5;4.5;0.7
100;A Landbouw, bosbouw en visserij;2009;92.0;-0.4;87.3;-0.3;0.1
101;A Landbouw, bosbouw en visserij;2010;94.1;2.3;91.0;4.3;2.0
102;A Landbouw, bosbouw en visserij;2011;96.2;2.2;93.5;2.7;0.6
103;A Landbouw, bosbouw en visserij;2012;99.2;3.1;97.0;3.7;0.6
104;A Landbouw, bosbouw en visserij;2013;98.7;-0.5;97.4;0.4;0.9
105;A Landbouw, bosbouw en visserij;2014;99.0;0.3;98.6;1.3;1.0
106;A Landbouw, bosbouw en visserij;2015;100.0;1.0;100.0;1.4;0.4
107;A Landbouw, bosbouw en visserij;2016;98.7;-1.3;99.3;-0.7;0.6
108;A Landbouw, bosbouw en visserij;2017;99.5;0.7;99.9;0.6;-0.1
109;A Landbouw, bosbouw en visserij;2018;101.6;2.1;102.4;2.5;0.4
110;A Landbouw, bosbouw en visserij;2019;103.1;1.5;104.6;2.1;0.7
111;A Landbouw, bosbouw en visserij;2020;103.8;0.7;105.4;0.7;0.1
112;A Landbouw, bosbouw en visserij;2021;105.8;2.0;108.6;3.1;1.0
113;A Landbouw, bosbouw en visserij;2022;110.6;4.5;114.7;5.6;1.1
114;A Landbouw, bosbouw en visserij;2023;119.2;7.8;124.6;8.6;0.7
115;A Landbouw, bosbouw en visserij;2006 januari - 2006 december;86.4;0.6;80.8;1.6;0.9
116;A Landbouw, bosbouw en visserij;2006 april - 2007 maart;86.9;;81.3;;
117;A Landbouw, bosbouw en visserij;2006 juli - 2007 juni;87.0;;81.6;;
118;A Landbouw, bosbouw en visserij;2006 oktober - 2007 september;88.2;;82.8;;
119;A Landbouw, bosbouw en visserij;2007 januari - 2007 december;89.1;3.1;83.8;3.6;0.6
120;A Landbouw, bosbouw en visserij;2007 april - 2008 maart;89.5;3.0;84.2;3.6;0.6
121;A Landbouw, bosbouw en visserij;2007 juli - 2008 juni;90.4;3.8;85.3;4.5;0.6
122;A Landbouw, bosbouw en visserij;2007 oktober - 2008 september;92.2;4.6;87.3;5.4;0.8
123;A Landbouw, bosbouw en visserij;2008 januari - 2008 december;92.4;3.7;87.5;4.5;0.7
124;A Landbouw, bosbouw en visserij;2008 april - 2009 maart;92.9;3.8;88.1;4.5;0.7
125;A Landbouw, bosbouw en visserij;2008 juli - 2009 juni;93.0;3.0;88.3;3.5;0.6
126;A Landbouw, bosbouw en visserij;2008 oktober - 2009 september;93.1;0.9;88.3;1.2;0.3
127;A Landbouw, bosbouw en visserij;2009 januari - 2009 december;92.0;-0.4;87.3;-0.3;0.1
128;A Landbouw, bosbouw en visserij;2009 april - 2010 maart;94.3;1.5;89.9;2.1;0.6
129;A Landbouw, bosbouw en visserij;2009 juli - 2010 juni;94.7;1.8;90.8;2.9;1.1
130;A Landbouw, bosbouw en visserij;2009 oktober - 2010 september;93.0;-0.1;89.6;1.5;1.5
131;A Landbouw, bosbouw en visserij;2010 januari - 2010 december;94.1;2.3;91.0;4.3;2.0
132;A Landbouw, bosbouw en visserij;2010 april - 2011 maart;94.2;0.0;91.2;1.5;1.5
133;A Landbouw, bosbouw en visserij;2010 juli - 2011 juni;94.3;-0.4;91.5;0.7;1.1
134;A Landbouw, bosbouw en visserij;2010 oktober - 2011 september;94.9;2.0;92.2;2.9;0.8
135;A Landbouw, bosbouw en visserij;2011 januari - 2011 december;96.2;2.2;93.5;2.7;0.6
136;A Landbouw, bosbouw en visserij;2011 april - 2012 maart;96.5;2.4;93.9;2.9;0.5
137;A Landbouw, bosbouw en visserij;2011 juli - 2012 juni;97.2;3.0;94.8;3.6;0.6
138;A Landbouw, bosbouw en visserij;2011 oktober - 2012 september;98.2;3.5;95.9;4.0;0.5
139;A Landbouw, bosbouw en visserij;2012 januari - 2012 december;99.2;3.1;97.0;3.7;0.6
140;A Landbouw, bosbouw en visserij;2012 april - 2013 maart;99.9;3.5;97.9;4.2;0.7
141;A Landbouw, bosbouw en visserij;2012 juli - 2013 juni;99.6;2.5;97.9;3.3;0.7
142;A Landbouw, bosbouw en visserij;2012 oktober - 2013 september;99.6;1.4;98.0;2.3;0.8
143;A Landbouw, bosbouw en visserij;2013 januari - 2013 december;98.7;-0.5;97.4;0.4;0.9
144;A Landbouw, bosbouw en visserij;2013 april - 2014 maart;98.5;-1.4;97.4;-0.5;1.0
145;A Landbouw, bosbouw en visserij;2013 juli - 2014 juni;98.5;-1.2;97.5;-0.4;0.8
146;A Landbouw, bosbouw en visserij;2013 oktober - 2014 september;98.1;-1.5;97.5;-0.5;1.0
147;A Landbouw, bosbouw en visserij;2014 januari - 2014 december;99.0;0.3;98.6;1.3;1.0
148;A Landbouw, bosbouw en visserij;2014 april - 2015 maart;99.3;0.8;99.0;1.6;0.8
149;A Landbouw, bosbouw en visserij;2014 juli - 2015 juni;99.9;1.4;99.8;2.4;0.9
150;A Landbouw, bosbouw en visserij;2014 oktober - 2015 september;100.5;2.4;100.5;3.1;0.6
151;A Landbouw, bosbouw en visserij;2015 januari - 2015 december;100.0;1.0;100.0;1.4;0.4
152;A Landbouw, bosbouw en visserij;2015 april - 2016 maart;100.0;0.8;100.1;1.1;0.3
153;A Landbouw, bosbouw en visserij;2015 juli - 2016 juni;98.7;-1.1;98.9;-0.9;0.3
154;A Landbouw, bosbouw en visserij;2015 oktober - 2016 september;98.6;-1.8;99.1;-1.4;0.4
155;A Landbouw, bosbouw en visserij;2016 januari - 2016 december ;98.7;-1.3;99.3;-0.7;0.6
156;A Landbouw, bosbouw en visserij;2016 april - 2017 maart;98.1;-2.0;98.7;-1.4;0.5
157;A Landbouw, bosbouw en visserij;2016 juli - 2017 juni;98.6;-0.1;99.2;0.2;0.4
158;A Landbouw, bosbouw en visserij;2016 oktober - 2017 september;98.7;0.0;99.2;0.1;0.1
159;A Landbouw, bosbouw en visserij;2017 januari - 2017 december;99.5;0.7;99.9;0.6;-0.1
160;A Landbouw, bosbouw en visserij;2017 april - 2018 maart;100.2;2.1;100.7;2.0;-0.1
161;A Landbouw, bosbouw en visserij;2017 juli - 2018 juni;101.1;2.6;101.8;2.6;0.1
162;A Landbouw, bosbouw en visserij;2017 oktober - 2018 september;101.7;3.0;102.4;3.3;0.2
163;A Landbouw, bosbouw en visserij;2018 januari - 2018 december;101.6;2.1;102.4;2.5;0.4
164;A Landbouw, bosbouw en visserij;2018 april - 2019 maart;102.2;2.0;103.1;2.4;0.4
165;A Landbouw, bosbouw en visserij;2018 juli - 2019 juni;102.4;1.3;103.5;1.7;0.4
166;A Landbouw, bosbouw en visserij;2018 oktober - 2019 september;102.4;0.8;103.7;1.3;0.5
167;A Landbouw, bosbouw en visserij;2019 januari - 2019 december;103.1;1.5;104.6;2.1;0.7
168;A Landbouw, bosbouw en visserij;2019 april - 2020 maart;104.3;2.1;106.1;2.9;0.8
169;A Landbouw, bosbouw en visserij;2019 juli - 2020 juni;103.5;1.0;105.0;1.5;0.5
170;A Landbouw, bosbouw en visserij;2019 oktober - 2020 september;104.9;2.4;106.5;2.7;0.3
171;A Landbouw, bosbouw en visserij;2020 januari - 2020 december;103.8;0.7;105.4;0.7;0.1
172;A Landbouw, bosbouw en visserij;2020 april - 2021 maart;102.5;-1.7;104.1;-1.9;-0.2
173;A Landbouw, bosbouw en visserij;2020 juli - 2021 juni;103.7;0.3;105.9;0.9;0.6
174;A Landbouw, bosbouw en visserij;2020 oktober - 2021 september;104.6;-0.2;107.1;0.6;0.8
175;A Landbouw, bosbouw en visserij;2021 januari - 2021 december;105.8;2.0;108.6;3.1;1.0
176;A Landbouw, bosbouw en visserij;2021 april - 2022 maart;106.5;3.9;109.6;5.3;1.3
177;A Landbouw, bosbouw en visserij;2021 juli - 2022 juni;108.3;4.4;111.9;5.6;1.2
178;A Landbouw, bosbouw en visserij;2021 oktober - 2022 september;108.8;4.0;112.7;5.2;1.2
179;A Landbouw, bosbouw en visserij;2022 januari - 2022 december;110.6;4.5;114.7;5.6;1.1
180;A Landbouw, bosbouw en visserij;2022 april - 2023 maart;112.2;5.4;116.6;6.4;0.9
181;A Landbouw, bosbouw en visserij;2022 juli - 2023 juni;114.2;5.5;118.8;6.2;0.7
182;A Landbouw, bosbouw en visserij;2022 oktober - 2023 september;116.9;7.4;121.9;8.1;0.7
183;A Landbouw, bosbouw en visserij;2023 januari - 2023 december;119.2;7.8;124.6;8.6;0.7
184;B-F Nijverheid en energie;2001;78.1;;69.8;;
185;B-F Nijverheid en energie;2002;81.5;4.3;73.6;5.3;1.0
186;B-F Nijverheid en energie;2003;83.8;2.8;76.3;3.8;0.9
187;B-F Nijverheid en energie;2004;85.1;1.6;78.3;2.5;0.9
188;B-F Nijverheid en energie;2005;86.1;1.2;80.0;2.2;1.1
189;B-F Nijverheid en energie;2006;87.8;2.0;82.1;2.6;0.6
190;B-F Nijverheid en energie;2007;89.8;2.2;84.3;2.7;0.5
191;B-F Nijverheid en energie;2008;94.1;4.8;88.7;5.1;0.3
192;B-F Nijverheid en energie;2009;97.2;3.3;92.4;4.1;0.8
193;B-F Nijverheid en energie;2010;94.7;-2.6;91.2;-1.3;1.4
194;B-F Nijverheid en energie;2011;96.1;1.6;93.1;2.1;0.5
195;B-F Nijverheid en energie;2012;98.9;2.8;96.5;3.7;0.8
196;B-F Nijverheid en energie;2013;98.7;-0.1;97.5;1.1;1.2
197;B-F Nijverheid en energie;2014;100.4;1.7;99.9;2.4;0.7
198;B-F Nijverheid en energie;2015;100.0;-0.4;100.0;0.1;0.5
199;B-F Nijverheid en energie;2016;101.2;1.2;101.7;1.7;0.5
200;B-F Nijverheid en energie;2017;102.4;1.1;103.1;1.3;0.2
201;B-F Nijverheid en energie;2018;104.6;2.2;105.4;2.3;0.1
202;B-F Nijverheid en energie;2019;106.6;2.0;107.7;2.1;0.2
203;B-F Nijverheid en energie;2020;111.6;4.7;112.8;4.8;0.1
204;B-F Nijverheid en energie;2021;111.6;0.0;113.2;0.3;0.3
205;B-F Nijverheid en energie;2022;118.7;6.4;120.7;6.7;0.3
206;B-F Nijverheid en energie;2023;125.4;5.7;128.1;6.1;0.4
207;B-F Nijverheid en energie;2006 januari - 2006 december;87.8;2.0;82.1;2.6;0.6
208;B-F Nijverheid en energie;2006 april - 2007 maart;88.5;;82.9;;
209;B-F Nijverheid en energie;2006 juli - 2007 juni;89.1;;83.5;;
210;B-F Nijverheid en energie;2006 oktober - 2007 september;89.3;;83.9;;
211;B-F Nijverheid en energie;2007 januari - 2007 december;89.8;2.2;84.3;2.7;0.5
212;B-F Nijverheid en energie;2007 april - 2008 maart;91.3;3.1;85.9;3.6;0.5
213;B-F Nijverheid en energie;2007 juli - 2008 juni;92.7;4.1;87.2;4.5;0.4
214;B-F Nijverheid en energie;2007 oktober - 2008 september;93.3;4.5;87.9;4.8;0.3
215;B-F Nijverheid en energie;2008 januari - 2008 december;94.1;4.8;88.7;5.1;0.3
216;B-F Nijverheid en energie;2008 april - 2009 maart;94.9;4.0;89.6;4.3;0.3
217;B-F Nijverheid en energie;2008 juli - 2009 juni;96.1;3.7;90.9;4.2;0.5
218;B-F Nijverheid en energie;2008 oktober - 2009 september;96.8;3.8;91.8;4.4;0.7
219;B-F Nijverheid en energie;2009 januari - 2009 december;97.2;3.3;92.4;4.1;0.8
220;B-F Nijverheid en energie;2009 april - 2010 maart;97.3;2.4;92.7;3.5;1.1
221;B-F Nijverheid en energie;2009 juli - 2010 juni;96.8;0.7;92.7;2.0;1.2
222;B-F Nijverheid en energie;2009 oktober - 2010 september;95.4;-1.5;91.6;-0.2;1.3
223;B-F Nijverheid en energie;2010 januari - 2010 december;94.7;-2.6;91.2;-1.3;1.4
224;B-F Nijverheid en energie;2010 april - 2011 maart;94.7;-2.6;91.4;-1.5;1.2
225;B-F Nijverheid en energie;2010 juli - 2011 juni;94.6;-2.3;91.4;-1.4;0.9
226;B-F Nijverheid en energie;2010 oktober - 2011 september;94.9;-0.5;91.8;0.2;0.7
227;B-F Nijverheid en energie;2011 januari - 2011 december;96.1;1.6;93.1;2.1;0.5
228;B-F Nijverheid en energie;2011 april - 2012 maart;96.3;1.7;93.4;2.2;0.5
229;B-F Nijverheid en energie;2011 juli - 2012 juni;96.8;2.3;94.0;2.9;0.6
230;B-F Nijverheid en energie;2011 oktober - 2012 september;97.8;3.1;95.3;3.8;0.7
231;B-F Nijverheid en energie;2012 januari - 2012 december;98.9;2.8;96.5;3.7;0.8
232;B-F Nijverheid en energie;2012 april - 2013 maart;100.0;3.8;97.9;4.8;1.0
233;B-F Nijverheid en energie;2012 juli - 2013 juni;99.7;3.0;97.9;4.1;1.1
234;B-F Nijverheid en energie;2012 oktober - 2013 september;99.3;1.5;97.8;2.6;1.1
235;B-F Nijverheid en energie;2013 januari - 2013 december;98.7;-0.1;97.5;1.1;1.2
236;B-F Nijverheid en energie;2013 april - 2014 maart;98.6;-1.4;97.6;-0.3;1.1
237;B-F Nijverheid en energie;2013 juli - 2014 juni;99.1;-0.6;98.3;0.4;1.0
238;B-F Nijverheid en energie;2013 oktober - 2014 september;99.3;0.0;98.6;0.9;0.9
239;B-F Nijverheid en energie;2014 januari - 2014 december;100.4;1.7;99.9;2.4;0.7
240;B-F Nijverheid en energie;2014 april - 2015 maart;100.5;1.9;100.1;2.6;0.7
241;B-F Nijverheid en energie;2014 juli - 2015 juni;100.7;1.6;100.5;2.2;0.6
242;B-F Nijverheid en energie;2014 oktober - 2015 september;100.9;1.6;100.8;2.2;0.5
243;B-F Nijverheid en energie;2015 januari - 2015 december;100.0;-0.4;100.0;0.1;0.5
244;B-F Nijverheid en energie;2015 april - 2016 maart;100.7;0.2;100.8;0.7;0.5
245;B-F Nijverheid en energie;2015 juli - 2016 juni;100.1;-0.6;100.4;-0.1;0.5
246;B-F Nijverheid en energie;2015 oktober - 2016 september;100.6;-0.3;101.0;0.2;0.5
247;B-F Nijverheid en energie;2016 januari - 2016 december ;101.2;1.2;101.7;1.7;0.5
248;B-F Nijverheid en energie;2016 april - 2017 maart;100.6;-0.1;101.2;0.4;0.5
249;B-F Nijverheid en energie;2016 juli - 2017 juni;101.1;0.9;101.8;1.4;0.5
250;B-F Nijverheid en energie;2016 oktober - 2017 september;101.4;0.8;102.1;1.1;0.3
251;B-F Nijverheid en energie;2017 januari - 2017 december;102.4;1.1;103.1;1.3;0.2
252;B-F Nijverheid en energie;2017 april - 2018 maart;103.3;2.7;104.1;2.9;0.1
253;B-F Nijverheid en energie;2017 juli - 2018 juni;104.1;3.0;104.9;3.1;0.1
254;B-F Nijverheid en energie;2017 oktober - 2018 september;104.7;3.3;105.6;3.4;0.1
255;B-F Nijverheid en energie;2018 januari - 2018 december;104.6;2.2;105.4;2.3;0.1
256;B-F Nijverheid en energie;2018 april - 2019 maart;105.1;1.7;105.9;1.8;0.1
257;B-F Nijverheid en energie;2018 juli - 2019 juni;105.6;1.4;106.5;1.5;0.1
258;B-F Nijverheid en energie;2018 oktober - 2019 september;105.6;0.9;106.6;1.0;0.1
259;B-F Nijverheid en energie;2019 januari - 2019 december;106.6;2.0;107.7;2.1;0.2
260;B-F Nijverheid en energie;2019 april - 2020 maart;108.3;3.1;109.5;3.3;0.2
261;B-F Nijverheid en energie;2019 juli - 2020 juni;108.3;2.5;109.5;2.8;0.3
262;B-F Nijverheid en energie;2019 oktober - 2020 september;111.0;5.1;112.3;5.3;0.2
263;B-F Nijverheid en energie;2020 januari - 2020 december;111.6;4.7;112.8;4.8;0.1
264;B-F Nijverheid en energie;2020 april - 2021 maart;110.8;2.3;112.1;2.4;0.2
265;B-F Nijverheid en energie;2020 juli - 2021 juni;111.6;3.1;113.1;3.3;0.2
266;B-F Nijverheid en energie;2020 oktober - 2021 september;111.6;0.5;113.2;0.8;0.2
267;B-F Nijverheid en energie;2021 januari - 2021 december;111.6;0.0;113.2;0.3;0.3
268;B-F Nijverheid en energie;2021 april - 2022 maart;112.6;1.6;114.2;1.9;0.3
269;B-F Nijverheid en energie;2021 juli - 2022 juni;114.9;2.9;116.7;3.2;0.2
270;B-F Nijverheid en energie;2021 oktober - 2022 september;116.3;4.2;118.1;4.4;0.2
271;B-F Nijverheid en energie;2022 januari - 2022 december;118.7;6.4;120.7;6.7;0.3
272;B-F Nijverheid en energie;2022 april - 2023 maart;119.9;6.5;122.0;6.8;0.3
273;B-F Nijverheid en energie;2022 juli - 2023 juni;121.8;6.0;124.1;6.4;0.3
274;B-F Nijverheid en energie;2022 oktober - 2023 september;123.4;6.1;125.8;6.5;0.4
275;B-F Nijverheid en energie;2023 januari - 2023 december;125.4;5.7;128.1;6.1;0.4
276;B-E Nijverheid (geen bouw) en energie;2001;76.7;;68.8;;
277;B-E Nijverheid (geen bouw) en energie;2002;80.0;4.3;72.5;5.4;1.1
278;B-E Nijverheid (geen bouw) en energie;2003;82.0;2.6;75.1;3.5;0.9
279;B-E Nijverheid (geen bouw) en energie;2004;83.2;1.4;76.9;2.4;0.9
280;B-E Nijverheid (geen bouw) en energie;2005;84.2;1.2;78.7;2.3;1.1
281;B-E Nijverheid (geen bouw) en energie;2006;85.8;1.9;80.6;2.5;0.5
282;B-E Nijverheid (geen bouw) en energie;2007;88.0;2.5;83.1;3.1;0.6
283;B-E Nijverheid (geen bouw) en energie;2008;92.6;5.2;87.7;5.5;0.3
284;B-E Nijverheid (geen bouw) en energie;2009;96.7;4.5;92.3;5.3;0.8
285;B-E Nijverheid (geen bouw) en energie;2010;92.7;-4.2;89.7;-2.9;1.3
286;B-E Nijverheid (geen bouw) en energie;2011;95.0;2.5;92.3;2.9;0.4
287;B-E Nijverheid (geen bouw) en energie;2012;97.6;2.7;95.5;3.5;0.7
288;B-E Nijverheid (geen bouw) en energie;2013;98.0;0.3;96.9;1.5;1.1
289;B-E Nijverheid (geen bouw) en energie;2014;100.5;2.6;100.0;3.2;0.6
290;B-E Nijverheid (geen bouw) en energie;2015;100.0;-0.5;100.0;0.0;0.5
291;B-E Nijverheid (geen bouw) en energie;2016;100.9;0.9;101.4;1.4;0.6
292;B-E Nijverheid (geen bouw) en energie;2017;102.2;1.3;103.1;1.6;0.3
293;B-E Nijverheid (geen bouw) en energie;2018;104.3;2.1;105.6;2.4;0.3
294;B-E Nijverheid (geen bouw) en energie;2019;106.5;2.1;108.0;2.4;0.3
