ID;Geslacht;Persoonskenmerken;Perioden;Fietsbezitters_1;BromSnorfietsbezitters_2;Motorbezitters_3;Autobezitters_4;RijbewijsbezitterMotor_5;RijbewijsbezittersAuto_6
33;1;Jaarinkomen: geen;1995;94.0;5.1;0.3;15.0;1.6;45.0
34;1;Jaarinkomen: geen;1996;94.2;5.0;0.3;15.2;1.7;45.3
35;1;Jaarinkomen: geen;1997;94.7;4.6;0.2;15.3;1.6;45.2
36;1;Jaarinkomen: geen;1998;94.2;4.5;0.3;16.0;1.6;45.2
37;1;Jaarinkomen: geen;1999;91.1;4.2;0.4;16.6;;43.2
38;1;Jaarinkomen: geen;2000;91.7;3.9;0.3;17.3;;42.7
39;1;Jaarinkomen: geen;2001;91.8;3.9;0.4;17.8;;42.4
40;1;Jaarinkomen: geen;2002;91.2;3.9;0.4;18.5;;42.1
41;1;Jaarinkomen: geen;2003;90.0;5.8;0.7;25.1;;58.2
42;1;Jaarinkomen: geen;2004;92.2;3.6;0.4;14.1;;35.85
43;1;Jaarinkomen: geen;2005;91.0;3.7;0.2;13.6;;35.12
44;1;Jaarinkomen: geen;2006;92.1;3.4;0.3;14.0;;33.0
45;1;Jaarinkomen: geen;2007;92.1;3.8;0.2;14.4;;32.62
46;1;Jaarinkomen: minder dan 7 500 euro;1985;;;;;;
47;1;Jaarinkomen: minder dan 7 500 euro;1986;;;;;;
48;1;Jaarinkomen: minder dan 7 500 euro;1987;;;;;;
49;1;Jaarinkomen: minder dan 7 500 euro;1988;;;;;;
50;1;Jaarinkomen: minder dan 7 500 euro;1989;;;;;;
51;1;Jaarinkomen: minder dan 7 500 euro;1990;;;;;;
52;1;Jaarinkomen: minder dan 7 500 euro;1991;;;;;;
53;1;Jaarinkomen: minder dan 7 500 euro;1992;;;;;;
54;1;Jaarinkomen: minder dan 7 500 euro;1993;;;;;;
55;1;Jaarinkomen: minder dan 7 500 euro;1994;;;;;;
56;1;Jaarinkomen: minder dan 7 500 euro;1995;85.9;6.6;0.9;19.9;3.6;54.2
57;1;Jaarinkomen: minder dan 7 500 euro;1996;86.4;6.7;1.1;20.4;3.8;54.5
58;1;Jaarinkomen: minder dan 7 500 euro;1997;86.5;6.8;0.7;21.5;3.4;55.0
59;1;Jaarinkomen: minder dan 7 500 euro;1998;86.6;6.8;0.9;22.6;3.5;55.3
60;1;Jaarinkomen: minder dan 7 500 euro;1999;86.3;6.1;0.7;24.4;;56.7
61;1;Jaarinkomen: minder dan 7 500 euro;2000;86.8;5.9;0.6;25.1;;58.0
62;1;Jaarinkomen: minder dan 7 500 euro;2001;87.2;5.3;0.7;25.7;;58.7
63;1;Jaarinkomen: minder dan 7 500 euro;2002;86.6;6.0;0.6;25.3;;57.9
64;1;Jaarinkomen: minder dan 7 500 euro;2003;85.6;5.5;0.5;26.7;;59.7
65;1;Jaarinkomen: minder dan 7 500 euro;2004;87.6;5.1;1.0;27.6;;61.42
66;1;Jaarinkomen: minder dan 7 500 euro;2005;87.6;5.7;0.7;25.8;;61.11
67;1;Jaarinkomen: minder dan 7 500 euro;2006;87.5;6.5;0.6;26.0;;61.97
68;1;Jaarinkomen: minder dan 7 500 euro;2007;87.9;5.0;1.0;28.1;;62.59
69;1;Jaarinkomen: 7 500 tot 15 000 euro;1985;;;;;;
70;1;Jaarinkomen: 7 500 tot 15 000 euro;1986;;;;;;
71;1;Jaarinkomen: 7 500 tot 15 000 euro;1987;;;;;;
72;1;Jaarinkomen: 7 500 tot 15 000 euro;1988;;;;;;
73;1;Jaarinkomen: 7 500 tot 15 000 euro;1989;;;;;;
74;1;Jaarinkomen: 7 500 tot 15 000 euro;1990;;;;;;
75;1;Jaarinkomen: 7 500 tot 15 000 euro;1991;;;;;;
76;1;Jaarinkomen: 7 500 tot 15 000 euro;1992;;;;;;
77;1;Jaarinkomen: 7 500 tot 15 000 euro;1993;;;;;;
78;1;Jaarinkomen: 7 500 tot 15 000 euro;1994;;;;;;
79;1;Jaarinkomen: 7 500 tot 15 000 euro;1995;83.1;4.4;2.9;48.3;10.4;74.8
80;1;Jaarinkomen: 7 500 tot 15 000 euro;1996;83.6;4.3;2.9;49.8;10.8;76.5
81;1;Jaarinkomen: 7 500 tot 15 000 euro;1997;83.9;4.2;2.8;49.9;10.4;77.1
82;1;Jaarinkomen: 7 500 tot 15 000 euro;1998;84.2;4.2;3.3;51.0;10.1;77.7
83;1;Jaarinkomen: 7 500 tot 15 000 euro;1999;79.3;4.5;1.4;44.5;;68.2
84;1;Jaarinkomen: 7 500 tot 15 000 euro;2000;79.4;4.3;1.4;45.1;;69.0
85;1;Jaarinkomen: 7 500 tot 15 000 euro;2001;80.1;4.3;1.4;44.6;;67.9
86;1;Jaarinkomen: 7 500 tot 15 000 euro;2002;79.8;4.1;1.3;45.9;;69.5
87;1;Jaarinkomen: 7 500 tot 15 000 euro;2003;80.2;3.8;1.2;46.0;;69.6
88;1;Jaarinkomen: 7 500 tot 15 000 euro;2004;82.2;3.8;1.2;46.4;;72.3
89;1;Jaarinkomen: 7 500 tot 15 000 euro;2005;80.5;3.8;1.6;45.6;;70.03
90;1;Jaarinkomen: 7 500 tot 15 000 euro;2006;79.1;3.7;1.4;46.8;;70.6
91;1;Jaarinkomen: 7 500 tot 15 000 euro;2007;81.0;4.0;1.3;48.1;;71.5
92;1;Jaarinkomen: 15 000 tot 22 500 euro;1985;;;;;;
93;1;Jaarinkomen: 15 000 tot 22 500 euro;1986;;;;;;
94;1;Jaarinkomen: 15 000 tot 22 500 euro;1987;;;;;;
95;1;Jaarinkomen: 15 000 tot 22 500 euro;1988;;;;;;
96;1;Jaarinkomen: 15 000 tot 22 500 euro;1989;;;;;;
97;1;Jaarinkomen: 15 000 tot 22 500 euro;1990;;;;;;
98;1;Jaarinkomen: 15 000 tot 22 500 euro;1991;;;;;;
99;1;Jaarinkomen: 15 000 tot 22 500 euro;1992;;;;;;
100;1;Jaarinkomen: 15 000 tot 22 500 euro;1993;;;;;;
101;1;Jaarinkomen: 15 000 tot 22 500 euro;1994;;;;;;
102;1;Jaarinkomen: 15 000 tot 22 500 euro;1995;86.1;2.9;5.0;66.1;16.7;89.2
103;1;Jaarinkomen: 15 000 tot 22 500 euro;1996;86.2;2.8;4.7;66.6;15.9;89.2
104;1;Jaarinkomen: 15 000 tot 22 500 euro;1997;87.4;2.8;5.4;66.6;16.7;89.6
105;1;Jaarinkomen: 15 000 tot 22 500 euro;1998;87.0;3.1;5.6;66.8;16.7;89.7
106;1;Jaarinkomen: 15 000 tot 22 500 euro;1999;89.0;3.4;4.8;65.9;;89.4
107;1;Jaarinkomen: 15 000 tot 22 500 euro;2000;88.5;3.8;4.3;66.4;;88.6
108;1;Jaarinkomen: 15 000 tot 22 500 euro;2001;88.2;4.0;4.2;65.0;;87.8
109;1;Jaarinkomen: 15 000 tot 22 500 euro;2002;88.2;3.5;4.1;65.3;;87.9
110;1;Jaarinkomen: 15 000 tot 22 500 euro;2003;88.7;3.8;4.6;65.9;;89.1
111;1;Jaarinkomen: 15 000 tot 22 500 euro;2004;90.0;3.0;4.0;66.5;;89.2
112;1;Jaarinkomen: 15 000 tot 22 500 euro;2005;88.7;3.6;4.1;68.3;;88.24
113;1;Jaarinkomen: 15 000 tot 22 500 euro;2006;89.0;4.0;3.9;66.9;;88.66
114;1;Jaarinkomen: 15 000 tot 22 500 euro;2007;89.0;3.5;3.3;67.5;;88.0
115;1;Jaarinkomen: 22 500 tot 30 000 euro;1985;;;;;;
116;1;Jaarinkomen: 22 500 tot 30 000 euro;1986;;;;;;
117;1;Jaarinkomen: 22 500 tot 30 000 euro;1987;;;;;;
118;1;Jaarinkomen: 22 500 tot 30 000 euro;1988;;;;;;
119;1;Jaarinkomen: 22 500 tot 30 000 euro;1989;;;;;;
120;1;Jaarinkomen: 22 500 tot 30 000 euro;1990;;;;;;
121;1;Jaarinkomen: 22 500 tot 30 000 euro;1991;;;;;;
122;1;Jaarinkomen: 22 500 tot 30 000 euro;1992;;;;;;
123;1;Jaarinkomen: 22 500 tot 30 000 euro;1993;;;;;;
124;1;Jaarinkomen: 22 500 tot 30 000 euro;1994;;;;;;
125;1;Jaarinkomen: 22 500 tot 30 000 euro;1995;87.3;2.2;5.0;73.0;16.9;93.3
126;1;Jaarinkomen: 22 500 tot 30 000 euro;1996;88.0;2.1;5.1;74.2;17.8;94.1
127;1;Jaarinkomen: 22 500 tot 30 000 euro;1997;88.2;2.3;5.5;73.4;17.8;93.9
128;1;Jaarinkomen: 22 500 tot 30 000 euro;1998;88.0;2.1;5.7;73.9;18.1;93.7
129;1;Jaarinkomen: 22 500 tot 30 000 euro;1999;91.0;2.7;5.5;75.1;;94.8
130;1;Jaarinkomen: 22 500 tot 30 000 euro;2000;91.1;3.4;5.9;74.8;;94.1
131;1;Jaarinkomen: 22 500 tot 30 000 euro;2001;91.2;3.0;5.8;75.1;;93.9
132;1;Jaarinkomen: 22 500 tot 30 000 euro;2002;90.0;3.3;5.6;72.7;;92.9
133;1;Jaarinkomen: 22 500 tot 30 000 euro;2003;91.2;2.7;6.4;74.4;;93.7
134;1;Jaarinkomen: 22 500 tot 30 000 euro;2004;91.9;2.5;5.4;74.9;;93.75
135;1;Jaarinkomen: 22 500 tot 30 000 euro;2005;91.4;2.7;6.1;76.5;;93.79
136;1;Jaarinkomen: 22 500 tot 30 000 euro;2006;91.8;3.0;5.9;75.4;;94.91
137;1;Jaarinkomen: 22 500 tot 30 000 euro;2007;91.5;2.7;6.5;76.4;;94.46
138;1;Jaarinkomen: 30 000 euro of meer;1985;;;;;;
139;1;Jaarinkomen: 30 000 euro of meer;1986;;;;;;
140;1;Jaarinkomen: 30 000 euro of meer;1987;;;;;;
141;1;Jaarinkomen: 30 000 euro of meer;1988;;;;;;
142;1;Jaarinkomen: 30 000 euro of meer;1989;;;;;;
143;1;Jaarinkomen: 30 000 euro of meer;1990;;;;;;
144;1;Jaarinkomen: 30 000 euro of meer;1991;;;;;;
145;1;Jaarinkomen: 30 000 euro of meer;1992;;;;;;
146;1;Jaarinkomen: 30 000 euro of meer;1993;;;;;;
147;1;Jaarinkomen: 30 000 euro of meer;1994;;;;;;
148;1;Jaarinkomen: 30 000 euro of meer;1995;86.4;1.3;4.5;82.3;18.9;96.2
149;1;Jaarinkomen: 30 000 euro of meer;1996;86.7;1.3;5.1;82.5;19.7;96.7
150;1;Jaarinkomen: 30 000 euro of meer;1997;88.5;1.1;5.3;82.3;18.6;96.7
151;1;Jaarinkomen: 30 000 euro of meer;1998;87.6;1.2;5.9;82.3;18.7;96.5
152;1;Jaarinkomen: 30 000 euro of meer;1999;92.3;1.9;5.8;84.2;;97.2
153;1;Jaarinkomen: 30 000 euro of meer;2000;91.6;1.9;5.9;83.2;;97.1
154;1;Jaarinkomen: 30 000 euro of meer;2001;92.3;1.9;6.4;83.6;;97.2
155;1;Jaarinkomen: 30 000 euro of meer;2002;91.7;2.0;6.7;82.7;;97.0
156;1;Jaarinkomen: 30 000 euro of meer;2003;92.6;1.8;6.6;82.6;;97.2
157;1;Jaarinkomen: 30 000 euro of meer;2004;93.3;1.3;6.6;83.1;;96.85
158;1;Jaarinkomen: 30 000 euro of meer;2005;93.4;1.8;6.6;85.2;;97.26
159;1;Jaarinkomen: 30 000 euro of meer;2006;93.1;1.9;7.3;83.2;;97.04
160;1;Jaarinkomen: 30 000 euro of meer;2007;93.7;1.9;7.4;84.1;;97.36
161;1;Onderwijsniveau: basisonderwijs;1985;78.1;3.9;0.4;19.8;3.8;30.9
162;1;Onderwijsniveau: basisonderwijs;1986;79.7;3.8;0.2;20.6;3.9;30.2
163;1;Onderwijsniveau: basisonderwijs;1987;78.3;3.8;0.2;21.1;3.7;31.8
164;1;Onderwijsniveau: basisonderwijs;1988;79.9;3.7;0.3;21.5;4.0;31.8
165;1;Onderwijsniveau: basisonderwijs;1989;79.9;3.3;0.3;22.2;4.0;32.4
166;1;Onderwijsniveau: basisonderwijs;1990;81.6;3.7;0.2;21.6;4.2;32.9
167;1;Onderwijsniveau: basisonderwijs;1991;81.2;3.2;0.2;20.7;3.6;31.9
168;1;Onderwijsniveau: basisonderwijs;1992;81.2;3.9;0.5;20.4;4.1;31.9
169;1;Onderwijsniveau: basisonderwijs;1993;82.7;3.5;0.6;21.4;4.4;32.3
170;1;Onderwijsniveau: basisonderwijs;1994;83.7;4.5;0.7;22.1;4.1;33.8
171;1;Onderwijsniveau: basisonderwijs;1995;83.2;5.0;0.6;21.5;4.0;33.1
172;1;Onderwijsniveau: basisonderwijs;1996;83.4;4.6;0.7;20.8;3.9;32.1
173;1;Onderwijsniveau: basisonderwijs;1997;84.3;4.5;0.6;21.0;3.5;32.4
174;1;Onderwijsniveau: basisonderwijs;1998;84.6;4.5;0.6;21.0;3.7;32.1
175;1;Onderwijsniveau: basisonderwijs;1999;79.1;3.4;0.4;20.8;;30.8
176;1;Onderwijsniveau: basisonderwijs;2000;79.0;3.5;0.5;20.7;;30.6
177;1;Onderwijsniveau: basisonderwijs;2001;79.6;3.7;0.4;19.8;;29.2
178;1;Onderwijsniveau: basisonderwijs;2002;78.6;3.5;0.4;20.3;;29.6
179;1;Onderwijsniveau: basisonderwijs;2003;78.3;3.5;0.4;19.8;;28.8
180;1;Onderwijsniveau: basisonderwijs;2004;82.2;3.1;0.5;19.3;;28.32
181;1;Onderwijsniveau: basisonderwijs;2005;79.9;3.5;0.5;19.3;;29.82
182;1;Onderwijsniveau: basisonderwijs;2006;78.7;3.4;0.4;19.9;;29.35
183;1;Onderwijsniveau: basisonderwijs;2007;79.5;3.2;0.4;19.6;;28.43
184;1;Onderwijsniveau: vbo/mavo;1985;79.8;5.2;1.0;39.8;7.5;66.0
185;1;Onderwijsniveau: vbo/mavo;1986;82.1;5.8;1.1;40.0;7.5;67.5
186;1;Onderwijsniveau: vbo/mavo;1987;81.2;5.4;1.1;39.3;8.0;65.9
187;1;Onderwijsniveau: vbo/mavo;1988;82.7;5.3;1.4;40.7;7.7;67.7
188;1;Onderwijsniveau: vbo/mavo;1989;83.3;4.9;1.3;41.1;7.9;68.8
189;1;Onderwijsniveau: vbo/mavo;1990;84.2;5.1;1.3;42.9;7.8;69.7
190;1;Onderwijsniveau: vbo/mavo;1991;84.6;5.4;1.4;41.8;8.4;70.6
191;1;Onderwijsniveau: vbo/mavo;1992;85.3;4.6;1.9;42.0;8.5;71.0
192;1;Onderwijsniveau: vbo/mavo;1993;87.2;5.2;2.4;42.5;9.5;71.8
193;1;Onderwijsniveau: vbo/mavo;1994;86.2;5.3;2.5;43.3;9.4;72.6
194;1;Onderwijsniveau: vbo/mavo;1995;86.3;5.6;2.7;44.1;9.6;73.1
195;1;Onderwijsniveau: vbo/mavo;1996;86.6;5.7;2.7;44.5;9.8;73.3
196;1;Onderwijsniveau: vbo/mavo;1997;86.9;5.8;2.7;44.7;9.7;73.2
197;1;Onderwijsniveau: vbo/mavo;1998;86.3;5.6;3.1;45.6;10.0;73.6
198;1;Onderwijsniveau: vbo/mavo;1999;86.7;5.5;2.4;48.4;;74.9
199;1;Onderwijsniveau: vbo/mavo;2000;86.5;5.6;2.4;49.0;;75.2
200;1;Onderwijsniveau: vbo/mavo;2001;86.5;5.4;2.7;49.7;;75.0
201;1;Onderwijsniveau: vbo/mavo;2002;86.2;5.3;2.6;50.8;;75.6
202;1;Onderwijsniveau: vbo/mavo;2003;86.5;5.5;2.8;51.3;;76.2
203;1;Onderwijsniveau: vbo/mavo;2004;85.7;4.6;2.4;49.9;;73.49
204;1;Onderwijsniveau: vbo/mavo;2005;86.5;5.1;2.6;50.3;;73.28
205;1;Onderwijsniveau: vbo/mavo;2006;86.2;5.2;2.5;51.6;;74.64
206;1;Onderwijsniveau: vbo/mavo;2007;86.2;5.0;2.7;52.3;;74.66
207;1;Onderwijsniveau: mbo/havo/vwo;1985;79.5;4.6;1.6;50.9;10.8;76.9
208;1;Onderwijsniveau: mbo/havo/vwo;1986;85.1;5.0;1.8;47.4;9.3;74.1
209;1;Onderwijsniveau: mbo/havo/vwo;1987;82.2;3.9;1.5;48.8;9.9;75.5
210;1;Onderwijsniveau: mbo/havo/vwo;1988;84.9;3.9;1.5;49.0;9.2;77.4
211;1;Onderwijsniveau: mbo/havo/vwo;1989;84.1;3.4;1.8;49.6;9.4;77.7
212;1;Onderwijsniveau: mbo/havo/vwo;1990;84.8;3.8;2.0;49.7;10.1;79.3
213;1;Onderwijsniveau: mbo/havo/vwo;1991;84.3;3.3;2.1;49.5;11.0;80.0
214;1;Onderwijsniveau: mbo/havo/vwo;1992;87.0;3.3;3.0;49.8;10.2;81.1
215;1;Onderwijsniveau: mbo/havo/vwo;1993;89.5;3.3;3.5;49.0;10.6;81.2
216;1;Onderwijsniveau: mbo/havo/vwo;1994;88.8;3.6;3.5;50.3;11.8;82.3
217;1;Onderwijsniveau: mbo/havo/vwo;1995;89.0;3.5;3.9;50.1;12.2;82.0
218;1;Onderwijsniveau: mbo/havo/vwo;1996;89.2;3.8;3.9;50.5;12.3;82.1
219;1;Onderwijsniveau: mbo/havo/vwo;1997;89.4;3.6;4.1;51.0;12.5;82.9
220;1;Onderwijsniveau: mbo/havo/vwo;1998;89.0;3.9;4.2;52.2;12.2;83.4
221;1;Onderwijsniveau: mbo/havo/vwo;1999;89.9;3.8;3.7;53.9;;82.6
222;1;Onderwijsniveau: mbo/havo/vwo;2000;90.0;4.0;3.7;55.6;;83.0
223;1;Onderwijsniveau: mbo/havo/vwo;2001;90.2;3.5;4.0;56.6;;83.4
224;1;Onderwijsniveau: mbo/havo/vwo;2002;89.4;3.8;4.1;57.4;;83.9
225;1;Onderwijsniveau: mbo/havo/vwo;2003;90.6;3.4;4.3;57.6;;84.3
226;1;Onderwijsniveau: mbo/havo/vwo;2004;90.8;3.3;3.9;57.2;;83.09
227;1;Onderwijsniveau: mbo/havo/vwo;2005;90.4;3.5;3.9;58.0;;83.2
228;1;Onderwijsniveau: mbo/havo/vwo;2006;90.8;3.6;4.0;59.1;;84.18
229;1;Onderwijsniveau: mbo/havo/vwo;2007;90.6;3.6;4.3;59.3;;82.89
230;1;Onderwijsniveau: hbo/universiteit;1985;81.2;1.5;1.6;60.4;12.3;87.0
231;1;Onderwijsniveau: hbo/universiteit;1986;83.7;1.4;1.6;59.8;11.3;87.7
232;1;Onderwijsniveau: hbo/universiteit;1987;81.8;1.0;1.1;60.0;8.9;87.9
233;1;Onderwijsniveau: hbo/universiteit;1988;85.3;1.2;1.3;60.6;10.3;88.8
234;1;Onderwijsniveau: hbo/universiteit;1989;86.5;1.4;2.2;62.8;12.0;90.1
235;1;Onderwijsniveau: hbo/universiteit;1990;86.5;1.2;1.9;61.5;10.6;90.6
236;1;Onderwijsniveau: hbo/universiteit;1991;86.6;0.6;2.1;62.9;12.6;90.0
237;1;Onderwijsniveau: hbo/universiteit;1992;89.2;0.9;2.9;59.3;11.8;88.7
238;1;Onderwijsniveau: hbo/universiteit;1993;91.7;1.0;2.6;61.4;11.2;91.0
239;1;Onderwijsniveau: hbo/universiteit;1994;90.5;1.3;2.9;62.5;11.9;91.6
240;1;Onderwijsniveau: hbo/universiteit;1995;90.2;1.1;3.1;61.5;12.3;91.1
241;1;Onderwijsniveau: hbo/universiteit;1996;90.7;1.3;3.2;62.4;12.4;91.4
242;1;Onderwijsniveau: hbo/universiteit;1997;91.5;1.1;3.5;62.5;12.3;91.7
243;1;Onderwijsniveau: hbo/universiteit;1998;91.3;1.2;3.5;63.6;11.7;91.6
244;1;Onderwijsniveau: hbo/universiteit;1999;93.0;1.5;3.5;65.8;;91.5
245;1;Onderwijsniveau: hbo/universiteit;2000;92.8;1.5;3.7;67.2;;92.0
246;1;Onderwijsniveau: hbo/universiteit;2001;93.1;1.5;3.8;67.6;;92.1
247;1;Onderwijsniveau: hbo/universiteit;2002;92.7;1.4;3.8;68.5;;92.6
248;1;Onderwijsniveau: hbo/universiteit;2003;93.2;1.5;4.0;67.3;;92.4
249;1;Onderwijsniveau: hbo/universiteit;2004;93.9;1.2;3.9;66.2;;92.92
250;1;Onderwijsniveau: hbo/universiteit;2005;93.4;1.2;3.9;69.6;;92.69
251;1;Onderwijsniveau: hbo/universiteit;2006;93.7;1.4;4.5;68.1;;92.82
252;1;Onderwijsniveau: hbo/universiteit;2007;94.0;1.3;3.8;69.5;;92.78
253;1;0 tot 12 jarigen;1985;65.1;;;;;
254;1;0 tot 12 jarigen;1986;64.1;;;;;
255;1;0 tot 12 jarigen;1987;63.8;;;;;
256;1;0 tot 12 jarigen;1988;61.7;;;;;
257;1;0 tot 12 jarigen;1989;63.8;;;;;
258;1;0 tot 12 jarigen;1990;61.9;;;;;
259;1;0 tot 12 jarigen;1991;63.3;;;;;
260;1;0 tot 12 jarigen;1992;63.6;;;;;
261;1;0 tot 12 jarigen;1993;62.0;;;;;
262;1;0 tot 12 jarigen;1994;61.5;;;;;
263;1;0 tot 12 jarigen;1995;62.9;;;;;
264;1;0 tot 12 jarigen;1996;62.8;;;;;
265;1;0 tot 12 jarigen;1997;62.8;;;;;
266;1;0 tot 12 jarigen;1998;63.3;;;;;
267;1;0 tot 12 jarigen;1999;62.3;;;;;
268;1;0 tot 12 jarigen;2000;61.8;;;;;
269;1;0 tot 12 jarigen;2001;62.7;;;;;
270;1;0 tot 12 jarigen;2002;61.6;;;;;
271;1;0 tot 12 jarigen;2003;62.6;;;;;
272;1;0 tot 12 jarigen;2004;62.9;0.0;0.0;0.0;;0.0
273;1;0 tot 12 jarigen;2005;62.1;;;;;
274;1;0 tot 12 jarigen;2006;63.7;0.0;0.0;0.0;;
275;1;0 tot 12 jarigen;2007;64.2;;;;;
276;1;12 tot 15 jarigen;1985;99.0;;;;;
277;1;12 tot 15 jarigen;1986;98.3;;;;;
278;1;12 tot 15 jarigen;1987;99.4;;;;;
279;1;12 tot 15 jarigen;1988;99.0;;;;;
280;1;12 tot 15 jarigen;1989;99.2;;;;;
281;1;12 tot 15 jarigen;1990;99.5;;;;;
282;1;12 tot 15 jarigen;1991;98.6;;;;;
283;1;12 tot 15 jarigen;1992;99.4;;;;;
284;1;12 tot 15 jarigen;1993;99.0;;;;;
285;1;12 tot 15 jarigen;1994;99.6;;;;;
286;1;12 tot 15 jarigen;1995;98.8;;;;;
287;1;12 tot 15 jarigen;1996;99.2;;;;;
288;1;12 tot 15 jarigen;1997;99.3;;;;;
289;1;12 tot 15 jarigen;1998;98.9;;;;;
290;1;12 tot 15 jarigen;1999;97.0;;;;;
291;1;12 tot 15 jarigen;2000;96.6;;;;;
292;1;12 tot 15 jarigen;2001;96.8;;;;;
293;1;12 tot 15 jarigen;2002;96.7;;;;;
294;1;12 tot 15 jarigen;2003;97.7;;;;;
295;1;12 tot 15 jarigen;2004;97.5;0.0;0.0;0.0;;0.0
296;1;12 tot 15 jarigen;2005;96.7;;;;;
297;1;12 tot 15 jarigen;2006;96.5;0.0;0.0;0.0;;
298;1;12 tot 15 jarigen;2007;97.8;;;;;
299;1;15 tot 18 jarigen;1985;94.0;17.7;;;;
300;1;15 tot 18 jarigen;1986;93.2;19.4;;;;
301;1;15 tot 18 jarigen;1987;94.4;17.1;;;;
302;1;15 tot 18 jarigen;1988;93.6;18.3;;;;
303;1;15 tot 18 jarigen;1989;93.6;16.9;;;;
304;1;15 tot 18 jarigen;1990;94.6;19.5;;;;
305;1;15 tot 18 jarigen;1991;95.9;16.3;;;;
306;1;15 tot 18 jarigen;1992;95.5;18.2;;;;
307;1;15 tot 18 jarigen;1993;93.2;16.9;;;;
308;1;15 tot 18 jarigen;1994;95.9;19.1;;;;
309;1;15 tot 18 jarigen;1995;94.8;18.7;;;;
310;1;15 tot 18 jarigen;1996;95.0;17.8;;;;
311;1;15 tot 18 jarigen;1997;95.9;17.8;;;;
312;1;15 tot 18 jarigen;1998;95.4;15.4;;;;
313;1;15 tot 18 jarigen;1999;92.2;23.3;;;;
314;1;15 tot 18 jarigen;2000;93.1;22.6;;;;
315;1;15 tot 18 jarigen;2001;94.4;14.4;;;;
316;1;15 tot 18 jarigen;2002;94.0;13.9;;;;
317;1;15 tot 18 jarigen;2003;93.2;13.4;;;;
318;1;15 tot 18 jarigen;2004;94.9;10.2;0.0;0.0;;0.0
319;1;15 tot 18 jarigen;2005;94.3;11.0;;;;
320;1;15 tot 18 jarigen;2006;94.5;10.6;0.0;0.0;;
321;1;15 tot 18 jarigen;2007;95.2;10.1;;;;
322;1;18 tot 20 jarigen;1985;85.1;20.7;1.4;7.6;1.6;24.3
323;1;18 tot 20 jarigen;1986;88.6;25.5;0.7;6.6;1.0;23.8
324;1;18 tot 20 jarigen;1987;89.3;20.3;0.3;7.7;0.7;23.1
325;1;18 tot 20 jarigen;1988;88.6;22.1;0.8;7.2;1.2;25.4
326;1;18 tot 20 jarigen;1989;88.6;21.9;0.4;7.0;0.6;24.9
327;1;18 tot 20 jarigen;1990;88.6;20.8;0.8;7.3;0.9;23.7
328;1;18 tot 20 jarigen;1991;90.7;18.4;0.9;4.4;2.1;23.9
329;1;18 tot 20 jarigen;1992;91.4;17.5;0.8;4.8;1.5;24.2
