ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
1106;Listed monuments total;Overig Groningen (CR);1988;994
1107;Listed monuments total;Overig Groningen (CR);1989;1014
1108;Listed monuments total;Overig Groningen (CR);1990;1013
1109;Listed monuments total;Overig Groningen (CR);1991;1016
1110;Listed monuments total;Overig Groningen (CR);1992;1018
1111;Listed monuments total;Overig Groningen (CR);1993;1020
1112;Listed monuments total;Overig Groningen (CR);1994;1021
1113;Listed monuments total;Overig Groningen (CR);1995;1308
1114;Listed monuments total;Overig Groningen (CR);1996;1309
1115;Listed monuments total;Overig Groningen (CR);1997;1311
1116;Listed monuments total;Overig Groningen (CR);1998;1402
1117;Listed monuments total;Overig Groningen (CR);1999;1586
1118;Listed monuments total;Overig Groningen (CR);2000;1622
1119;Listed monuments total;Overig Groningen (CR);2001;1751
1120;Listed monuments total;Overig Groningen (CR);2002;1773
1121;Listed monuments total;Overig Groningen (CR);2003;1800
1122;Listed monuments total;Overig Groningen (CR);2004;1823
1123;Listed monuments total;Overig Groningen (CR);2005;1848
1124;Listed monuments total;Overig Groningen (CR);2006;1854
1125;Listed monuments total;Overig Groningen (CR);2007;1855
1126;Listed monuments total;Overig Groningen (CR);2008;1855
1127;Listed monuments total;Overig Groningen (CR);2009;1855
1128;Listed monuments total;Overig Groningen (CR);2010;1857
1129;Listed monuments total;Overig Groningen (CR);2011;1866
1130;Listed monuments total;Overig Groningen (CR);2012;1866
1131;Listed monuments total;Overig Groningen (CR);2013;1848
1132;Listed monuments total;Overig Groningen (CR);2014;1847
1133;Listed monuments total;Overig Groningen (CR);2015;1848
1134;Listed monuments total;Overig Groningen (CR);2016;1849
1135;Listed monuments total;Overig Groningen (CR);2017;1850
1136;Listed monuments total;Overig Groningen (CR);2018;1850
1137;Listed monuments total;Overig Groningen (CR);2019;1849
1138;Listed monuments total;Overig Groningen (CR);2020;1848
1139;Listed monuments total;Overig Groningen (CR);2021;1848
1140;Listed monuments total;Noord-Friesland (CR);1965;85
1141;Listed monuments total;Noord-Friesland (CR);1966;594
1142;Listed monuments total;Noord-Friesland (CR);1967;1276
1143;Listed monuments total;Noord-Friesland (CR);1968;1485
1144;Listed monuments total;Noord-Friesland (CR);1969;1486
1145;Listed monuments total;Noord-Friesland (CR);1970;1607
1146;Listed monuments total;Noord-Friesland (CR);1971;1807
1147;Listed monuments total;Noord-Friesland (CR);1972;1876
1148;Listed monuments total;Noord-Friesland (CR);1973;1947
1149;Listed monuments total;Noord-Friesland (CR);1974;1982
1150;Listed monuments total;Noord-Friesland (CR);1975;2149
1151;Listed monuments total;Noord-Friesland (CR);1976;2201
1152;Listed monuments total;Noord-Friesland (CR);1977;2211
1153;Listed monuments total;Noord-Friesland (CR);1978;2216
1154;Listed monuments total;Noord-Friesland (CR);1979;2255
1155;Listed monuments total;Noord-Friesland (CR);1980;2261
1156;Listed monuments total;Noord-Friesland (CR);1981;2263
1157;Listed monuments total;Noord-Friesland (CR);1982;2268
1158;Listed monuments total;Noord-Friesland (CR);1983;2315
1159;Listed monuments total;Noord-Friesland (CR);1984;2325
1160;Listed monuments total;Noord-Friesland (CR);1985;2330
1161;Listed monuments total;Noord-Friesland (CR);1986;2335
1162;Listed monuments total;Noord-Friesland (CR);1987;2335
1163;Listed monuments total;Noord-Friesland (CR);1988;2342
1164;Listed monuments total;Noord-Friesland (CR);1989;2345
1165;Listed monuments total;Noord-Friesland (CR);1990;2349
1166;Listed monuments total;Noord-Friesland (CR);1991;2390
1167;Listed monuments total;Noord-Friesland (CR);1992;2388
1168;Listed monuments total;Noord-Friesland (CR);1993;2392
1169;Listed monuments total;Noord-Friesland (CR);1994;2411
1170;Listed monuments total;Noord-Friesland (CR);1995;2410
1171;Listed monuments total;Noord-Friesland (CR);1996;2430
1172;Listed monuments total;Noord-Friesland (CR);1997;2495
1173;Listed monuments total;Noord-Friesland (CR);1998;2535
1174;Listed monuments total;Noord-Friesland (CR);1999;2653
1175;Listed monuments total;Noord-Friesland (CR);2000;2681
1176;Listed monuments total;Noord-Friesland (CR);2001;2847
1177;Listed monuments total;Noord-Friesland (CR);2002;2880
1178;Listed monuments total;Noord-Friesland (CR);2003;2921
1179;Listed monuments total;Noord-Friesland (CR);2004;2929
1180;Listed monuments total;Noord-Friesland (CR);2005;2957
1181;Listed monuments total;Noord-Friesland (CR);2006;2972
1182;Listed monuments total;Noord-Friesland (CR);2007;2973
1183;Listed monuments total;Noord-Friesland (CR);2008;2973
1184;Listed monuments total;Noord-Friesland (CR);2009;2973
1185;Listed monuments total;Noord-Friesland (CR);2010;2972
1186;Listed monuments total;Noord-Friesland (CR);2011;2970
1187;Listed monuments total;Noord-Friesland (CR);2012;2969
1188;Listed monuments total;Noord-Friesland (CR);2013;2941
1189;Listed monuments total;Noord-Friesland (CR);2014;2931
1190;Listed monuments total;Noord-Friesland (CR);2015;2930
1191;Listed monuments total;Noord-Friesland (CR);2016;2928
1192;Listed monuments total;Noord-Friesland (CR);2017;2926
1193;Listed monuments total;Noord-Friesland (CR);2018;2923
1194;Listed monuments total;Noord-Friesland (CR);2019;2923
1195;Listed monuments total;Noord-Friesland (CR);2020;2920
1196;Listed monuments total;Noord-Friesland (CR);2021;2917
1197;Listed monuments total;Zuidwest-Friesland (CR);1965;0
1198;Listed monuments total;Zuidwest-Friesland (CR);1966;0
1199;Listed monuments total;Zuidwest-Friesland (CR);1967;0
1200;Listed monuments total;Zuidwest-Friesland (CR);1968;411
1201;Listed monuments total;Zuidwest-Friesland (CR);1969;411
1202;Listed monuments total;Zuidwest-Friesland (CR);1970;544
1203;Listed monuments total;Zuidwest-Friesland (CR);1971;733
1204;Listed monuments total;Zuidwest-Friesland (CR);1972;740
1205;Listed monuments total;Zuidwest-Friesland (CR);1973;741
1206;Listed monuments total;Zuidwest-Friesland (CR);1974;748
1207;Listed monuments total;Zuidwest-Friesland (CR);1975;763
1208;Listed monuments total;Zuidwest-Friesland (CR);1976;768
1209;Listed monuments total;Zuidwest-Friesland (CR);1977;778
1210;Listed monuments total;Zuidwest-Friesland (CR);1978;791
1211;Listed monuments total;Zuidwest-Friesland (CR);1979;795
1212;Listed monuments total;Zuidwest-Friesland (CR);1980;800
1213;Listed monuments total;Zuidwest-Friesland (CR);1981;800
1214;Listed monuments total;Zuidwest-Friesland (CR);1982;804
1215;Listed monuments total;Zuidwest-Friesland (CR);1983;807
1216;Listed monuments total;Zuidwest-Friesland (CR);1984;807
1217;Listed monuments total;Zuidwest-Friesland (CR);1985;810
1218;Listed monuments total;Zuidwest-Friesland (CR);1986;814
1219;Listed monuments total;Zuidwest-Friesland (CR);1987;819
1220;Listed monuments total;Zuidwest-Friesland (CR);1988;822
1221;Listed monuments total;Zuidwest-Friesland (CR);1989;823
1222;Listed monuments total;Zuidwest-Friesland (CR);1990;822
1223;Listed monuments total;Zuidwest-Friesland (CR);1991;822
1224;Listed monuments total;Zuidwest-Friesland (CR);1992;821
1225;Listed monuments total;Zuidwest-Friesland (CR);1993;824
1226;Listed monuments total;Zuidwest-Friesland (CR);1994;825
1227;Listed monuments total;Zuidwest-Friesland (CR);1995;824
1228;Listed monuments total;Zuidwest-Friesland (CR);1996;824
1229;Listed monuments total;Zuidwest-Friesland (CR);1997;826
1230;Listed monuments total;Zuidwest-Friesland (CR);1998;826
1231;Listed monuments total;Zuidwest-Friesland (CR);1999;857
1232;Listed monuments total;Zuidwest-Friesland (CR);2000;925
1233;Listed monuments total;Zuidwest-Friesland (CR);2001;984
1234;Listed monuments total;Zuidwest-Friesland (CR);2002;993
1235;Listed monuments total;Zuidwest-Friesland (CR);2003;997
1236;Listed monuments total;Zuidwest-Friesland (CR);2004;1005
1237;Listed monuments total;Zuidwest-Friesland (CR);2005;1002
1238;Listed monuments total;Zuidwest-Friesland (CR);2006;1000
1239;Listed monuments total;Zuidwest-Friesland (CR);2007;1000
1240;Listed monuments total;Zuidwest-Friesland (CR);2008;1000
1241;Listed monuments total;Zuidwest-Friesland (CR);2009;1000
1242;Listed monuments total;Zuidwest-Friesland (CR);2010;1000
1243;Listed monuments total;Zuidwest-Friesland (CR);2011;1000
1244;Listed monuments total;Zuidwest-Friesland (CR);2012;1000
1245;Listed monuments total;Zuidwest-Friesland (CR);2013;988
1246;Listed monuments total;Zuidwest-Friesland (CR);2014;988
1247;Listed monuments total;Zuidwest-Friesland (CR);2015;988
1248;Listed monuments total;Zuidwest-Friesland (CR);2016;988
1249;Listed monuments total;Zuidwest-Friesland (CR);2017;985
1250;Listed monuments total;Zuidwest-Friesland (CR);2018;984
1251;Listed monuments total;Zuidwest-Friesland (CR);2019;982
1252;Listed monuments total;Zuidwest-Friesland (CR);2020;981
1253;Listed monuments total;Zuidwest-Friesland (CR);2021;980
1254;Listed monuments total;Zuidoost-Friesland (CR);1965;0
1255;Listed monuments total;Zuidoost-Friesland (CR);1966;0
1256;Listed monuments total;Zuidoost-Friesland (CR);1967;78
1257;Listed monuments total;Zuidoost-Friesland (CR);1968;80
1258;Listed monuments total;Zuidoost-Friesland (CR);1969;81
1259;Listed monuments total;Zuidoost-Friesland (CR);1970;108
1260;Listed monuments total;Zuidoost-Friesland (CR);1971;189
1261;Listed monuments total;Zuidoost-Friesland (CR);1972;191
1262;Listed monuments total;Zuidoost-Friesland (CR);1973;191
1263;Listed monuments total;Zuidoost-Friesland (CR);1974;201
1264;Listed monuments total;Zuidoost-Friesland (CR);1975;213
1265;Listed monuments total;Zuidoost-Friesland (CR);1976;213
1266;Listed monuments total;Zuidoost-Friesland (CR);1977;216
1267;Listed monuments total;Zuidoost-Friesland (CR);1978;218
1268;Listed monuments total;Zuidoost-Friesland (CR);1979;220
1269;Listed monuments total;Zuidoost-Friesland (CR);1980;220
1270;Listed monuments total;Zuidoost-Friesland (CR);1981;220
1271;Listed monuments total;Zuidoost-Friesland (CR);1982;220
1272;Listed monuments total;Zuidoost-Friesland (CR);1983;220
1273;Listed monuments total;Zuidoost-Friesland (CR);1984;220
1274;Listed monuments total;Zuidoost-Friesland (CR);1985;220
1275;Listed monuments total;Zuidoost-Friesland (CR);1986;220
1276;Listed monuments total;Zuidoost-Friesland (CR);1987;220
1277;Listed monuments total;Zuidoost-Friesland (CR);1988;225
1278;Listed monuments total;Zuidoost-Friesland (CR);1989;225
1279;Listed monuments total;Zuidoost-Friesland (CR);1990;227
1280;Listed monuments total;Zuidoost-Friesland (CR);1991;227
1281;Listed monuments total;Zuidoost-Friesland (CR);1992;238
1282;Listed monuments total;Zuidoost-Friesland (CR);1993;239
1283;Listed monuments total;Zuidoost-Friesland (CR);1994;254
1284;Listed monuments total;Zuidoost-Friesland (CR);1995;253
1285;Listed monuments total;Zuidoost-Friesland (CR);1996;286
1286;Listed monuments total;Zuidoost-Friesland (CR);1997;291
1287;Listed monuments total;Zuidoost-Friesland (CR);1998;309
1288;Listed monuments total;Zuidoost-Friesland (CR);1999;374
1289;Listed monuments total;Zuidoost-Friesland (CR);2000;404
1290;Listed monuments total;Zuidoost-Friesland (CR);2001;408
1291;Listed monuments total;Zuidoost-Friesland (CR);2002;412
1292;Listed monuments total;Zuidoost-Friesland (CR);2003;430
1293;Listed monuments total;Zuidoost-Friesland (CR);2004;431
1294;Listed monuments total;Zuidoost-Friesland (CR);2005;442
1295;Listed monuments total;Zuidoost-Friesland (CR);2006;445
1296;Listed monuments total;Zuidoost-Friesland (CR);2007;446
1297;Listed monuments total;Zuidoost-Friesland (CR);2008;445
1298;Listed monuments total;Zuidoost-Friesland (CR);2009;445
1299;Listed monuments total;Zuidoost-Friesland (CR);2010;445
1300;Listed monuments total;Zuidoost-Friesland (CR);2011;445
1301;Listed monuments total;Zuidoost-Friesland (CR);2012;445
1302;Listed monuments total;Zuidoost-Friesland (CR);2013;436
1303;Listed monuments total;Zuidoost-Friesland (CR);2014;434
1304;Listed monuments total;Zuidoost-Friesland (CR);2015;434
1305;Listed monuments total;Zuidoost-Friesland (CR);2016;433
1306;Listed monuments total;Zuidoost-Friesland (CR);2017;433
1307;Listed monuments total;Zuidoost-Friesland (CR);2018;432
1308;Listed monuments total;Zuidoost-Friesland (CR);2019;431
1309;Listed monuments total;Zuidoost-Friesland (CR);2020;431
1310;Listed monuments total;Zuidoost-Friesland (CR);2021;431
1311;Listed monuments total;Noord-Drenthe (CR);1965;139
1312;Listed monuments total;Noord-Drenthe (CR);1966;140
1313;Listed monuments total;Noord-Drenthe (CR);1967;141
1314;Listed monuments total;Noord-Drenthe (CR);1968;143
1315;Listed monuments total;Noord-Drenthe (CR);1969;147
1316;Listed monuments total;Noord-Drenthe (CR);1970;147
1317;Listed monuments total;Noord-Drenthe (CR);1971;148
1318;Listed monuments total;Noord-Drenthe (CR);1972;150
1319;Listed monuments total;Noord-Drenthe (CR);1973;158
1320;Listed monuments total;Noord-Drenthe (CR);1974;158
1321;Listed monuments total;Noord-Drenthe (CR);1975;168
1322;Listed monuments total;Noord-Drenthe (CR);1976;168
1323;Listed monuments total;Noord-Drenthe (CR);1977;169
1324;Listed monuments total;Noord-Drenthe (CR);1978;193
1325;Listed monuments total;Noord-Drenthe (CR);1979;193
1326;Listed monuments total;Noord-Drenthe (CR);1980;193
1327;Listed monuments total;Noord-Drenthe (CR);1981;194
1328;Listed monuments total;Noord-Drenthe (CR);1982;194
1329;Listed monuments total;Noord-Drenthe (CR);1983;194
1330;Listed monuments total;Noord-Drenthe (CR);1984;196
1331;Listed monuments total;Noord-Drenthe (CR);1985;215
1332;Listed monuments total;Noord-Drenthe (CR);1986;217
1333;Listed monuments total;Noord-Drenthe (CR);1987;217
1334;Listed monuments total;Noord-Drenthe (CR);1988;220
1335;Listed monuments total;Noord-Drenthe (CR);1989;220
1336;Listed monuments total;Noord-Drenthe (CR);1990;221
1337;Listed monuments total;Noord-Drenthe (CR);1991;232
1338;Listed monuments total;Noord-Drenthe (CR);1992;237
1339;Listed monuments total;Noord-Drenthe (CR);1993;242
1340;Listed monuments total;Noord-Drenthe (CR);1994;498
1341;Listed monuments total;Noord-Drenthe (CR);1995;559
1342;Listed monuments total;Noord-Drenthe (CR);1996;559
1343;Listed monuments total;Noord-Drenthe (CR);1997;561
1344;Listed monuments total;Noord-Drenthe (CR);1998;604
1345;Listed monuments total;Noord-Drenthe (CR);1999;609
1346;Listed monuments total;Noord-Drenthe (CR);2000;608
1347;Listed monuments total;Noord-Drenthe (CR);2001;609
1348;Listed monuments total;Noord-Drenthe (CR);2002;609
1349;Listed monuments total;Noord-Drenthe (CR);2003;615
1350;Listed monuments total;Noord-Drenthe (CR);2004;631
1351;Listed monuments total;Noord-Drenthe (CR);2005;642
1352;Listed monuments total;Noord-Drenthe (CR);2006;643
1353;Listed monuments total;Noord-Drenthe (CR);2007;643
1354;Listed monuments total;Noord-Drenthe (CR);2008;643
1355;Listed monuments total;Noord-Drenthe (CR);2009;643
1356;Listed monuments total;Noord-Drenthe (CR);2010;643
1357;Listed monuments total;Noord-Drenthe (CR);2011;643
1358;Listed monuments total;Noord-Drenthe (CR);2012;640
1359;Listed monuments total;Noord-Drenthe (CR);2013;636
1360;Listed monuments total;Noord-Drenthe (CR);2014;643
1361;Listed monuments total;Noord-Drenthe (CR);2015;643
1362;Listed monuments total;Noord-Drenthe (CR);2016;643
1363;Listed monuments total;Noord-Drenthe (CR);2017;644
1364;Listed monuments total;Noord-Drenthe (CR);2018;644
1365;Listed monuments total;Noord-Drenthe (CR);2019;644
1366;Listed monuments total;Noord-Drenthe (CR);2020;644
1367;Listed monuments total;Noord-Drenthe (CR);2021;644
1368;Listed monuments total;Zuidoost-Drenthe (CR);1965;90
1369;Listed monuments total;Zuidoost-Drenthe (CR);1966;91
1370;Listed monuments total;Zuidoost-Drenthe (CR);1967;91
1371;Listed monuments total;Zuidoost-Drenthe (CR);1968;97
1372;Listed monuments total;Zuidoost-Drenthe (CR);1969;97
1373;Listed monuments total;Zuidoost-Drenthe (CR);1970;97
1374;Listed monuments total;Zuidoost-Drenthe (CR);1971;98
1375;Listed monuments total;Zuidoost-Drenthe (CR);1972;98
1376;Listed monuments total;Zuidoost-Drenthe (CR);1973;103
1377;Listed monuments total;Zuidoost-Drenthe (CR);1974;103
1378;Listed monuments total;Zuidoost-Drenthe (CR);1975;104
1379;Listed monuments total;Zuidoost-Drenthe (CR);1976;104
1380;Listed monuments total;Zuidoost-Drenthe (CR);1977;106
1381;Listed monuments total;Zuidoost-Drenthe (CR);1978;107
1382;Listed monuments total;Zuidoost-Drenthe (CR);1979;124
1383;Listed monuments total;Zuidoost-Drenthe (CR);1980;129
1384;Listed monuments total;Zuidoost-Drenthe (CR);1981;131
1385;Listed monuments total;Zuidoost-Drenthe (CR);1982;132
1386;Listed monuments total;Zuidoost-Drenthe (CR);1983;156
1387;Listed monuments total;Zuidoost-Drenthe (CR);1984;160
1388;Listed monuments total;Zuidoost-Drenthe (CR);1985;172
1389;Listed monuments total;Zuidoost-Drenthe (CR);1986;174
1390;Listed monuments total;Zuidoost-Drenthe (CR);1987;176
1391;Listed monuments total;Zuidoost-Drenthe (CR);1988;176
1392;Listed monuments total;Zuidoost-Drenthe (CR);1989;176
1393;Listed monuments total;Zuidoost-Drenthe (CR);1990;189
1394;Listed monuments total;Zuidoost-Drenthe (CR);1991;189
1395;Listed monuments total;Zuidoost-Drenthe (CR);1992;191
1396;Listed monuments total;Zuidoost-Drenthe (CR);1993;197
1397;Listed monuments total;Zuidoost-Drenthe (CR);1994;241
1398;Listed monuments total;Zuidoost-Drenthe (CR);1995;250
1399;Listed monuments total;Zuidoost-Drenthe (CR);1996;250
1400;Listed monuments total;Zuidoost-Drenthe (CR);1997;255
1401;Listed monuments total;Zuidoost-Drenthe (CR);1998;302
1402;Listed monuments total;Zuidoost-Drenthe (CR);1999;301
1403;Listed monuments total;Zuidoost-Drenthe (CR);2000;304
1404;Listed monuments total;Zuidoost-Drenthe (CR);2001;309
1405;Listed monuments total;Zuidoost-Drenthe (CR);2002;309
1406;Listed monuments total;Zuidoost-Drenthe (CR);2003;310
1407;Listed monuments total;Zuidoost-Drenthe (CR);2004;311
1408;Listed monuments total;Zuidoost-Drenthe (CR);2005;311
1409;Listed monuments total;Zuidoost-Drenthe (CR);2006;310
1410;Listed monuments total;Zuidoost-Drenthe (CR);2007;310
1411;Listed monuments total;Zuidoost-Drenthe (CR);2008;310
1412;Listed monuments total;Zuidoost-Drenthe (CR);2009;309
1413;Listed monuments total;Zuidoost-Drenthe (CR);2010;309
1414;Listed monuments total;Zuidoost-Drenthe (CR);2011;309
1415;Listed monuments total;Zuidoost-Drenthe (CR);2012;310
1416;Listed monuments total;Zuidoost-Drenthe (CR);2013;310
1417;Listed monuments total;Zuidoost-Drenthe (CR);2014;310
1418;Listed monuments total;Zuidoost-Drenthe (CR);2015;309
1419;Listed monuments total;Zuidoost-Drenthe (CR);2016;309
1420;Listed monuments total;Zuidoost-Drenthe (CR);2017;309
1421;Listed monuments total;Zuidoost-Drenthe (CR);2018;308
1422;Listed monuments total;Zuidoost-Drenthe (CR);2019;307
1423;Listed monuments total;Zuidoost-Drenthe (CR);2020;305
1424;Listed monuments total;Zuidoost-Drenthe (CR);2021;305
1425;Listed monuments total;Zuidwest-Drenthe (CR);1965;95
1426;Listed monuments total;Zuidwest-Drenthe (CR);1966;99
1427;Listed monuments total;Zuidwest-Drenthe (CR);1967;100
1428;Listed monuments total;Zuidwest-Drenthe (CR);1968;106
1429;Listed monuments total;Zuidwest-Drenthe (CR);1969;108
1430;Listed monuments total;Zuidwest-Drenthe (CR);1970;113
1431;Listed monuments total;Zuidwest-Drenthe (CR);1971;125
1432;Listed monuments total;Zuidwest-Drenthe (CR);1972;126
1433;Listed monuments total;Zuidwest-Drenthe (CR);1973;126
1434;Listed monuments total;Zuidwest-Drenthe (CR);1974;127
1435;Listed monuments total;Zuidwest-Drenthe (CR);1975;135
1436;Listed monuments total;Zuidwest-Drenthe (CR);1976;136
1437;Listed monuments total;Zuidwest-Drenthe (CR);1977;139
1438;Listed monuments total;Zuidwest-Drenthe (CR);1978;141
1439;Listed monuments total;Zuidwest-Drenthe (CR);1979;144
1440;Listed monuments total;Zuidwest-Drenthe (CR);1980;148
1441;Listed monuments total;Zuidwest-Drenthe (CR);1981;152
1442;Listed monuments total;Zuidwest-Drenthe (CR);1982;183
1443;Listed monuments total;Zuidwest-Drenthe (CR);1983;184
1444;Listed monuments total;Zuidwest-Drenthe (CR);1984;189
1445;Listed monuments total;Zuidwest-Drenthe (CR);1985;217
1446;Listed monuments total;Zuidwest-Drenthe (CR);1986;223
1447;Listed monuments total;Zuidwest-Drenthe (CR);1987;224
1448;Listed monuments total;Zuidwest-Drenthe (CR);1988;225
1449;Listed monuments total;Zuidwest-Drenthe (CR);1989;227
1450;Listed monuments total;Zuidwest-Drenthe (CR);1990;229
1451;Listed monuments total;Zuidwest-Drenthe (CR);1991;230
1452;Listed monuments total;Zuidwest-Drenthe (CR);1992;234
1453;Listed monuments total;Zuidwest-Drenthe (CR);1993;234
1454;Listed monuments total;Zuidwest-Drenthe (CR);1994;237
1455;Listed monuments total;Zuidwest-Drenthe (CR);1995;241
1456;Listed monuments total;Zuidwest-Drenthe (CR);1996;244
1457;Listed monuments total;Zuidwest-Drenthe (CR);1997;342
1458;Listed monuments total;Zuidwest-Drenthe (CR);1998;371
1459;Listed monuments total;Zuidwest-Drenthe (CR);1999;371
1460;Listed monuments total;Zuidwest-Drenthe (CR);2000;373
1461;Listed monuments total;Zuidwest-Drenthe (CR);2001;387
1462;Listed monuments total;Zuidwest-Drenthe (CR);2002;390
1463;Listed monuments total;Zuidwest-Drenthe (CR);2003;404
1464;Listed monuments total;Zuidwest-Drenthe (CR);2004;423
1465;Listed monuments total;Zuidwest-Drenthe (CR);2005;426
1466;Listed monuments total;Zuidwest-Drenthe (CR);2006;426
1467;Listed monuments total;Zuidwest-Drenthe (CR);2007;433
1468;Listed monuments total;Zuidwest-Drenthe (CR);2008;433
1469;Listed monuments total;Zuidwest-Drenthe (CR);2009;432
1470;Listed monuments total;Zuidwest-Drenthe (CR);2010;432
1471;Listed monuments total;Zuidwest-Drenthe (CR);2011;432
1472;Listed monuments total;Zuidwest-Drenthe (CR);2012;432
1473;Listed monuments total;Zuidwest-Drenthe (CR);2013;428
1474;Listed monuments total;Zuidwest-Drenthe (CR);2014;428
1475;Listed monuments total;Zuidwest-Drenthe (CR);2015;420
1476;Listed monuments total;Zuidwest-Drenthe (CR);2016;420
1477;Listed monuments total;Zuidwest-Drenthe (CR);2017;420
1478;Listed monuments total;Zuidwest-Drenthe (CR);2018;420
1479;Listed monuments total;Zuidwest-Drenthe (CR);2019;420
1480;Listed monuments total;Zuidwest-Drenthe (CR);2020;419
1481;Listed monuments total;Zuidwest-Drenthe (CR);2021;419
1482;Listed monuments total;Noord-Overijssel (CR);1965;44
1483;Listed monuments total;Noord-Overijssel (CR);1966;202
1484;Listed monuments total;Noord-Overijssel (CR);1967;526
1485;Listed monuments total;Noord-Overijssel (CR);1968;528
1486;Listed monuments total;Noord-Overijssel (CR);1969;530
1487;Listed monuments total;Noord-Overijssel (CR);1970;530
1488;Listed monuments total;Noord-Overijssel (CR);1971;610
1489;Listed monuments total;Noord-Overijssel (CR);1972;1083
1490;Listed monuments total;Noord-Overijssel (CR);1973;1480
1491;Listed monuments total;Noord-Overijssel (CR);1974;1482
1492;Listed monuments total;Noord-Overijssel (CR);1975;1519
1493;Listed monuments total;Noord-Overijssel (CR);1976;1542
1494;Listed monuments total;Noord-Overijssel (CR);1977;1557
1495;Listed monuments total;Noord-Overijssel (CR);1978;1575
1496;Listed monuments total;Noord-Overijssel (CR);1979;1581
1497;Listed monuments total;Noord-Overijssel (CR);1980;1590
1498;Listed monuments total;Noord-Overijssel (CR);1981;1598
1499;Listed monuments total;Noord-Overijssel (CR);1982;1614
1500;Listed monuments total;Noord-Overijssel (CR);1983;1617
1501;Listed monuments total;Noord-Overijssel (CR);1984;1617
1502;Listed monuments total;Noord-Overijssel (CR);1985;1617
1503;Listed monuments total;Noord-Overijssel (CR);1986;1621
1504;Listed monuments total;Noord-Overijssel (CR);1987;1625
1505;Listed monuments total;Noord-Overijssel (CR);1988;1628
1506;Listed monuments total;Noord-Overijssel (CR);1989;1627
1507;Listed monuments total;Noord-Overijssel (CR);1990;1626
1508;Listed monuments total;Noord-Overijssel (CR);1991;1659
1509;Listed monuments total;Noord-Overijssel (CR);1992;1658
1510;Listed monuments total;Noord-Overijssel (CR);1993;1660
1511;Listed monuments total;Noord-Overijssel (CR);1994;1664
1512;Listed monuments total;Noord-Overijssel (CR);1995;1664
1513;Listed monuments total;Noord-Overijssel (CR);1996;1665
1514;Listed monuments total;Noord-Overijssel (CR);1997;1687
1515;Listed monuments total;Noord-Overijssel (CR);1998;1754
1516;Listed monuments total;Noord-Overijssel (CR);1999;1836
1517;Listed monuments total;Noord-Overijssel (CR);2000;1863
1518;Listed monuments total;Noord-Overijssel (CR);2001;1878
1519;Listed monuments total;Noord-Overijssel (CR);2002;1887
1520;Listed monuments total;Noord-Overijssel (CR);2003;1891
1521;Listed monuments total;Noord-Overijssel (CR);2004;1932
1522;Listed monuments total;Noord-Overijssel (CR);2005;2000
1523;Listed monuments total;Noord-Overijssel (CR);2006;2042
1524;Listed monuments total;Noord-Overijssel (CR);2007;2042
1525;Listed monuments total;Noord-Overijssel (CR);2008;2067
1526;Listed monuments total;Noord-Overijssel (CR);2009;2066
1527;Listed monuments total;Noord-Overijssel (CR);2010;2067
1528;Listed monuments total;Noord-Overijssel (CR);2011;2066
1529;Listed monuments total;Noord-Overijssel (CR);2012;2066
1530;Listed monuments total;Noord-Overijssel (CR);2013;2014
1531;Listed monuments total;Noord-Overijssel (CR);2014;2014
1532;Listed monuments total;Noord-Overijssel (CR);2015;2011
1533;Listed monuments total;Noord-Overijssel (CR);2016;2010
1534;Listed monuments total;Noord-Overijssel (CR);2017;2010
1535;Listed monuments total;Noord-Overijssel (CR);2018;2004
1536;Listed monuments total;Noord-Overijssel (CR);2019;2001
1537;Listed monuments total;Noord-Overijssel (CR);2020;2001
1538;Listed monuments total;Noord-Overijssel (CR);2021;2001
1539;Listed monuments total;Zuidwest-Overijssel (CR);1965;0
1540;Listed monuments total;Zuidwest-Overijssel (CR);1966;0
1541;Listed monuments total;Zuidwest-Overijssel (CR);1967;0
1542;Listed monuments total;Zuidwest-Overijssel (CR);1968;448
1543;Listed monuments total;Zuidwest-Overijssel (CR);1969;456
1544;Listed monuments total;Zuidwest-Overijssel (CR);1970;457
1545;Listed monuments total;Zuidwest-Overijssel (CR);1971;508
1546;Listed monuments total;Zuidwest-Overijssel (CR);1972;510
1547;Listed monuments total;Zuidwest-Overijssel (CR);1973;515
1548;Listed monuments total;Zuidwest-Overijssel (CR);1974;516
1549;Listed monuments total;Zuidwest-Overijssel (CR);1975;531
1550;Listed monuments total;Zuidwest-Overijssel (CR);1976;533
1551;Listed monuments total;Zuidwest-Overijssel (CR);1977;541
1552;Listed monuments total;Zuidwest-Overijssel (CR);1978;552
1553;Listed monuments total;Zuidwest-Overijssel (CR);1979;553
1554;Listed monuments total;Zuidwest-Overijssel (CR);1980;558
1555;Listed monuments total;Zuidwest-Overijssel (CR);1981;559
1556;Listed monuments total;Zuidwest-Overijssel (CR);1982;561
1557;Listed monuments total;Zuidwest-Overijssel (CR);1983;562
1558;Listed monuments total;Zuidwest-Overijssel (CR);1984;564
1559;Listed monuments total;Zuidwest-Overijssel (CR);1985;565
1560;Listed monuments total;Zuidwest-Overijssel (CR);1986;575
1561;Listed monuments total;Zuidwest-Overijssel (CR);1987;575
1562;Listed monuments total;Zuidwest-Overijssel (CR);1988;576
1563;Listed monuments total;Zuidwest-Overijssel (CR);1989;576
