ID;Geslacht;Leeftijd;SoortOpname;DiagnoseIndelingICD103TekenNiveau;Perioden;Opnamen_1;OpnamenPer10000Inwoners_2;PersMet1OfMeerOpnamen_3;PersMet1OfMeerOpnPer10000Inw_4;Verpleegdagen_5;VerpleegdagenPer10000Inwoners_6;GemiddeldeVerpleegduur_7
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A04 Ov. bacteriële intestinale infecties;2013;2105.0;1.2;1990.0;1.2;;;
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A04 Ov. bacteriële intestinale infecties;2014;2365.0;1.4;2235.0;1.3;;;
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A04 Ov. bacteriële intestinale infecties;2015;2305.0;1.3;2150.0;1.2;;;
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A04 Ov. bacteriële intestinale infecties;2016;2285.0;1.3;2120.0;1.2;;;
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A04 Ov. bacteriële intestinale infecties;2017;2125.0;1.2;1965.0;1.1;;;
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A04 Ov. bacteriële intestinale infecties;2018;1980.0;1.1;1835.0;1.0;;;
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A04 Ov. bacteriële intestinale infecties;2019;1920.0;1.1;1810.0;1.0;;;
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A04 Ov. bacteriële intestinale infecties;2020;1700.0;1.0;1585.0;0.9;;;
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A04 Ov. bacteriële intestinale infecties;2021;1840.0;1.0;1680.0;0.9;;;
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A04 Ov. bacteriële intestinale infecties;2022;1755.0;1.0;1615.0;0.9;;;
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A05 Ov. bacteriële voedselvergiftigin...;2013;55.0;0.0;55.0;0.0;;;
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A05 Ov. bacteriële voedselvergiftigin...;2014;45.0;0.0;40.0;0.0;;;
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A05 Ov. bacteriële voedselvergiftigin...;2015;60.0;0.0;60.0;0.0;;;
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A05 Ov. bacteriële voedselvergiftigin...;2016;50.0;0.0;50.0;0.0;;;
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A05 Ov. bacteriële voedselvergiftigin...;2017;50.0;0.0;50.0;0.0;;;
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A05 Ov. bacteriële voedselvergiftigin...;2018;35.0;0.0;35.0;0.0;;;
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A05 Ov. bacteriële voedselvergiftigin...;2019;25.0;0.0;25.0;0.0;;;
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A05 Ov. bacteriële voedselvergiftigin...;2020;35.0;0.0;35.0;0.0;;;
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A05 Ov. bacteriële voedselvergiftigin...;2021;55.0;0.0;55.0;0.0;;;
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A05 Ov. bacteriële voedselvergiftigin...;2022;35.0;0.0;35.0;0.0;;;
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A06 Amoebiasis;2013;135.0;0.1;125.0;0.1;;;
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A06 Amoebiasis;2014;45.0;0.0;45.0;0.0;;;
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A06 Amoebiasis;2015;30.0;0.0;30.0;0.0;;;
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A06 Amoebiasis;2016;25.0;0.0;25.0;0.0;;;
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A06 Amoebiasis;2017;30.0;0.0;30.0;0.0;;;
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A06 Amoebiasis;2018;25.0;0.0;20.0;0.0;;;
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A06 Amoebiasis;2019;10.0;0.0;10.0;0.0;;;
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A06 Amoebiasis;2020;20.0;0.0;20.0;0.0;;;
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A06 Amoebiasis;2021;15.0;0.0;15.0;0.0;;;
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A06 Amoebiasis;2022;10.0;0.0;10.0;0.0;;;
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A07 Ov. intestinale zkt. door protozoën;2013;140.0;0.1;135.0;0.1;;;
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A07 Ov. intestinale zkt. door protozoën;2014;130.0;0.1;125.0;0.1;;;
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A07 Ov. intestinale zkt. door protozoën;2015;120.0;0.1;120.0;0.1;;;
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A07 Ov. intestinale zkt. door protozoën;2016;95.0;0.1;95.0;0.1;;;
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A07 Ov. intestinale zkt. door protozoën;2017;105.0;0.1;100.0;0.1;;;
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A07 Ov. intestinale zkt. door protozoën;2018;100.0;0.1;90.0;0.0;;;
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A07 Ov. intestinale zkt. door protozoën;2019;120.0;0.1;115.0;0.1;;;
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A07 Ov. intestinale zkt. door protozoën;2020;65.0;0.0;65.0;0.0;;;
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A07 Ov. intestinale zkt. door protozoën;2021;75.0;0.0;75.0;0.0;;;
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A07 Ov. intestinale zkt. door protozoën;2022;95.0;0.1;85.0;0.0;;;
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A08 Virale/ov. gespec. intestinale inf..;2013;5165.0;3.0;4985.0;2.9;;;
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A08 Virale/ov. gespec. intestinale inf..;2014;3890.0;2.3;3750.0;2.2;;;
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A08 Virale/ov. gespec. intestinale inf..;2015;5475.0;3.2;5275.0;3.1;;;
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A08 Virale/ov. gespec. intestinale inf..;2016;5115.0;2.9;4920.0;2.8;;;
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A08 Virale/ov. gespec. intestinale inf..;2017;4860.0;2.8;4650.0;2.7;;;
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A08 Virale/ov. gespec. intestinale inf..;2018;4945.0;2.8;4750.0;2.7;;;
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A08 Virale/ov. gespec. intestinale inf..;2019;4380.0;2.5;4230.0;2.4;;;
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A08 Virale/ov. gespec. intestinale inf..;2020;2020.0;1.1;1960.0;1.1;;;
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A08 Virale/ov. gespec. intestinale inf..;2021;3310.0;1.8;3160.0;1.8;;;
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A08 Virale/ov. gespec. intestinale inf..;2022;3915.0;2.2;3755.0;2.1;;;
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A09 Ov. gastro-enteritis/colitis...;2013;3325.0;1.9;3215.0;1.9;;;
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A09 Ov. gastro-enteritis/colitis...;2014;2210.0;1.3;2150.0;1.3;;;
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A09 Ov. gastro-enteritis/colitis...;2015;4275.0;2.5;4125.0;2.4;;;
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A09 Ov. gastro-enteritis/colitis...;2016;9420.0;5.4;9065.0;5.2;;;
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A09 Ov. gastro-enteritis/colitis...;2017;8655.0;4.9;8370.0;4.8;;;
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A09 Ov. gastro-enteritis/colitis...;2018;9310.0;5.3;8900.0;5.1;;;
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A09 Ov. gastro-enteritis/colitis...;2019;8415.0;4.7;8060.0;4.5;;;
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A09 Ov. gastro-enteritis/colitis...;2020;5995.0;3.4;5755.0;3.2;;;
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A09 Ov. gastro-enteritis/colitis...;2021;6885.0;3.8;6625.0;3.7;;;
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A09 Ov. gastro-enteritis/colitis...;2022;7130.0;3.9;6875.0;3.8;;;
120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A15 Tuberculose ademhalingsstels. bact..;2013;180.0;0.1;165.0;0.1;;;
121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A15 Tuberculose ademhalingsstels. bact..;2014;145.0;0.1;125.0;0.1;;;
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A15 Tuberculose ademhalingsstels. bact..;2015;190.0;0.1;150.0;0.1;;;
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A15 Tuberculose ademhalingsstels. bact..;2016;235.0;0.1;190.0;0.1;;;
124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A15 Tuberculose ademhalingsstels. bact..;2017;180.0;0.1;150.0;0.1;;;
125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A15 Tuberculose ademhalingsstels. bact..;2018;175.0;0.1;150.0;0.1;;;
126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A15 Tuberculose ademhalingsstels. bact..;2019;140.0;0.1;125.0;0.1;;;
127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A15 Tuberculose ademhalingsstels. bact..;2020;135.0;0.1;120.0;0.1;;;
128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A15 Tuberculose ademhalingsstels. bact..;2021;140.0;0.1;125.0;0.1;;;
129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A15 Tuberculose ademhalingsstels. bact..;2022;125.0;0.1;105.0;0.1;;;
130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A16 Tuberculose ademhalingsstels. niet..;2013;110.0;0.1;105.0;0.1;;;
131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A16 Tuberculose ademhalingsstels. niet..;2014;175.0;0.1;135.0;0.1;;;
132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A16 Tuberculose ademhalingsstels. niet..;2015;165.0;0.1;140.0;0.1;;;
133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A16 Tuberculose ademhalingsstels. niet..;2016;140.0;0.1;130.0;0.1;;;
134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A16 Tuberculose ademhalingsstels. niet..;2017;155.0;0.1;140.0;0.1;;;
135;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A16 Tuberculose ademhalingsstels. niet..;2018;190.0;0.1;165.0;0.1;;;
136;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A16 Tuberculose ademhalingsstels. niet..;2019;160.0;0.1;145.0;0.1;;;
137;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A16 Tuberculose ademhalingsstels. niet..;2020;120.0;0.1;110.0;0.1;;;
138;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A16 Tuberculose ademhalingsstels. niet..;2021;120.0;0.1;110.0;0.1;;;
139;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A16 Tuberculose ademhalingsstels. niet..;2022;110.0;0.1;95.0;0.1;;;
140;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A17+ Tuberculose van zenuwstelsel;2013;20.0;0.0;10.0;0.0;;;
141;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A17+ Tuberculose van zenuwstelsel;2014;35.0;0.0;15.0;0.0;;;
142;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A17+ Tuberculose van zenuwstelsel;2015;45.0;0.0;20.0;0.0;;;
143;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A17+ Tuberculose van zenuwstelsel;2016;25.0;0.0;15.0;0.0;;;
144;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A17+ Tuberculose van zenuwstelsel;2017;35.0;0.0;20.0;0.0;;;
145;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A17+ Tuberculose van zenuwstelsel;2018;25.0;0.0;15.0;0.0;;;
146;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A17+ Tuberculose van zenuwstelsel;2019;20.0;0.0;10.0;0.0;;;
147;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A17+ Tuberculose van zenuwstelsel;2020;15.0;0.0;10.0;0.0;;;
148;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A17+ Tuberculose van zenuwstelsel;2021;20.0;0.0;15.0;0.0;;;
149;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A17+ Tuberculose van zenuwstelsel;2022;20.0;0.0;10.0;0.0;;;
150;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A18 Tuberculose van overige organen;2013;145.0;0.1;125.0;0.1;;;
151;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A18 Tuberculose van overige organen;2014;135.0;0.1;115.0;0.1;;;
152;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A18 Tuberculose van overige organen;2015;115.0;0.1;85.0;0.0;;;
153;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A18 Tuberculose van overige organen;2016;120.0;0.1;95.0;0.1;;;
154;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A18 Tuberculose van overige organen;2017;105.0;0.1;90.0;0.1;;;
155;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A18 Tuberculose van overige organen;2018;120.0;0.1;90.0;0.1;;;
156;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A18 Tuberculose van overige organen;2019;95.0;0.1;75.0;0.0;;;
157;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A18 Tuberculose van overige organen;2020;80.0;0.0;55.0;0.0;;;
158;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A18 Tuberculose van overige organen;2021;105.0;0.1;80.0;0.0;;;
159;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A18 Tuberculose van overige organen;2022;80.0;0.0;60.0;0.0;;;
160;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A19 Miliaire tuberculose;2013;25.0;0.0;25.0;0.0;;;
161;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A19 Miliaire tuberculose;2014;20.0;0.0;15.0;0.0;;;
162;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A19 Miliaire tuberculose;2015;30.0;0.0;20.0;0.0;;;
163;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A19 Miliaire tuberculose;2016;30.0;0.0;25.0;0.0;;;
164;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A19 Miliaire tuberculose;2017;20.0;0.0;20.0;0.0;;;
165;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A19 Miliaire tuberculose;2018;25.0;0.0;20.0;0.0;;;
166;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A19 Miliaire tuberculose;2019;30.0;0.0;25.0;0.0;;;
167;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A19 Miliaire tuberculose;2020;25.0;0.0;20.0;0.0;;;
168;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A19 Miliaire tuberculose;2021;35.0;0.0;30.0;0.0;;;
169;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A19 Miliaire tuberculose;2022;30.0;0.0;20.0;0.0;;;
170;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A20 Pest;2013;0.0;0.0;0.0;0.0;;;
171;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A20 Pest;2014;0.0;0.0;0.0;0.0;;;
172;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A20 Pest;2015;0.0;0.0;0.0;0.0;;;
173;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A20 Pest;2016;0.0;0.0;0.0;0.0;;;
174;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A20 Pest;2017;0.0;0.0;0.0;0.0;;;
175;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A20 Pest;2018;0.0;0.0;0.0;0.0;;;
176;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A20 Pest;2019;0.0;0.0;0.0;0.0;;;
177;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A20 Pest;2020;0.0;0.0;0.0;0.0;;;
178;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A20 Pest;2021;0.0;0.0;0.0;0.0;;;
179;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A20 Pest;2022;0.0;0.0;0.0;0.0;;;
180;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A21 Tularemie;2013;0.0;0.0;0.0;0.0;;;
181;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A21 Tularemie;2014;0.0;0.0;0.0;0.0;;;
182;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;A21 Tularemie;2015;0.0;0.0;0.0;0.0;;;
