ID;Geslacht;Herkomstgroepering;Perioden;Immigratie_1;EmigratieInclusiefCorrecties_2;MigratiesaldoInclusiefCorrecties_3
168;Mannen en Vrouwen;14;2036;53059;34882;18177
169;Mannen en Vrouwen;14;2037;53093;34982;18111
170;Mannen en Vrouwen;14;2038;53117;35075;18042
171;Mannen en Vrouwen;14;2039;53136;35149;17987
172;Mannen en Vrouwen;14;2040;53171;35213;17958
173;Mannen en Vrouwen;14;2041;53195;35277;17919
174;Mannen en Vrouwen;14;2042;53216;35339;17876
175;Mannen en Vrouwen;14;2043;53225;35404;17821
176;Mannen en Vrouwen;14;2044;53242;35461;17782
177;Mannen en Vrouwen;14;2045;53262;35513;17749
178;Mannen en Vrouwen;14;2046;53284;35563;17721
179;Mannen en Vrouwen;14;2047;53305;35610;17695
180;Mannen en Vrouwen;14;2048;53322;35652;17670
181;Mannen en Vrouwen;14;2049;53337;35693;17644
182;Mannen en Vrouwen;14;2050;53353;35730;17624
183;Mannen en Vrouwen;14;2051;53367;35768;17600
184;Mannen en Vrouwen;14;2052;53380;35802;17578
185;Mannen en Vrouwen;14;2053;53402;35835;17567
186;Mannen en Vrouwen;14;2054;53411;35867;17544
187;Mannen en Vrouwen;14;2055;53419;35894;17524
188;Mannen en Vrouwen;14;2056;53428;35922;17506
189;Mannen en Vrouwen;14;2057;53437;35943;17494
190;Mannen en Vrouwen;14;2058;53447;35966;17481
191;Mannen en Vrouwen;14;2059;53455;35988;17468
192;Mannen en Vrouwen;15;2012;80110;59029;21081
193;Mannen en Vrouwen;15;2013;76755;58446;18309
194;Mannen en Vrouwen;15;2014;74297;57612;16685
195;Mannen en Vrouwen;15;2015;74699;56535;18164
196;Mannen en Vrouwen;15;2016;75023;55445;19578
197;Mannen en Vrouwen;15;2017;75248;54245;21003
198;Mannen en Vrouwen;15;2018;74475;54704;19771
199;Mannen en Vrouwen;15;2019;73551;54931;18620
200;Mannen en Vrouwen;15;2020;72530;54958;17572
201;Mannen en Vrouwen;15;2021;71572;54819;16753
202;Mannen en Vrouwen;15;2022;70628;54572;16056
203;Mannen en Vrouwen;15;2023;70663;54321;16342
204;Mannen en Vrouwen;15;2024;70705;54187;16518
205;Mannen en Vrouwen;15;2025;70739;54123;16616
206;Mannen en Vrouwen;15;2026;70765;54106;16659
207;Mannen en Vrouwen;15;2027;70784;54105;16679
208;Mannen en Vrouwen;15;2028;70807;54107;16701
209;Mannen en Vrouwen;15;2029;70824;54111;16713
210;Mannen en Vrouwen;15;2030;70842;54116;16727
211;Mannen en Vrouwen;15;2031;70856;54118;16738
212;Mannen en Vrouwen;15;2032;70865;54119;16746
213;Mannen en Vrouwen;15;2033;70882;54121;16761
214;Mannen en Vrouwen;15;2034;70888;54123;16765
215;Mannen en Vrouwen;15;2035;70895;54124;16771
216;Mannen en Vrouwen;15;2036;70903;54124;16779
217;Mannen en Vrouwen;15;2037;70911;54126;16784
218;Mannen en Vrouwen;15;2038;70917;54129;16788
219;Mannen en Vrouwen;15;2039;70923;54131;16792
220;Mannen en Vrouwen;15;2040;70927;54136;16791
221;Mannen en Vrouwen;15;2041;70931;54140;16791
222;Mannen en Vrouwen;15;2042;70934;54147;16786
223;Mannen en Vrouwen;15;2043;70939;54156;16783
224;Mannen en Vrouwen;15;2044;70942;54166;16776
225;Mannen en Vrouwen;15;2045;70946;54178;16768
226;Mannen en Vrouwen;15;2046;70952;54190;16761
227;Mannen en Vrouwen;15;2047;70968;54203;16765
228;Mannen en Vrouwen;15;2048;70972;54221;16751
229;Mannen en Vrouwen;15;2049;70974;54236;16737
230;Mannen en Vrouwen;15;2050;70976;54252;16724
231;Mannen en Vrouwen;15;2051;70979;54267;16712
232;Mannen en Vrouwen;15;2052;70984;54281;16703
233;Mannen en Vrouwen;15;2053;70985;54296;16689
234;Mannen en Vrouwen;15;2054;70990;54310;16680
235;Mannen en Vrouwen;15;2055;70990;54325;16665
236;Mannen en Vrouwen;15;2056;70993;54339;16654
237;Mannen en Vrouwen;15;2057;70993;54351;16641
238;Mannen en Vrouwen;15;2058;70996;54364;16631
239;Mannen en Vrouwen;15;2059;71000;54377;16623
240;Mannen en Vrouwen;1;2012;7000;7067;-67
241;Mannen en Vrouwen;1;2013;7600;6881;719
242;Mannen en Vrouwen;1;2014;8124;6732;1392
243;Mannen en Vrouwen;1;2015;8535;6634;1901
244;Mannen en Vrouwen;1;2016;8952;6578;2374
245;Mannen en Vrouwen;1;2017;9369;6557;2812
246;Mannen en Vrouwen;1;2018;9470;6551;2919
247;Mannen en Vrouwen;1;2019;9570;6538;3032
248;Mannen en Vrouwen;1;2020;9649;6512;3136
249;Mannen en Vrouwen;1;2021;9652;6471;3181
250;Mannen en Vrouwen;1;2022;9660;6415;3245
251;Mannen en Vrouwen;1;2023;9667;6411;3256
252;Mannen en Vrouwen;1;2024;9670;6406;3264
253;Mannen en Vrouwen;1;2025;9671;6406;3265
254;Mannen en Vrouwen;1;2026;9672;6409;3263
255;Mannen en Vrouwen;1;2027;9672;6410;3262
256;Mannen en Vrouwen;1;2028;9672;6412;3260
257;Mannen en Vrouwen;1;2029;9673;6415;3258
258;Mannen en Vrouwen;1;2030;9674;6420;3254
259;Mannen en Vrouwen;1;2031;9675;6425;3250
260;Mannen en Vrouwen;1;2032;9676;6429;3247
261;Mannen en Vrouwen;1;2033;9676;6434;3242
262;Mannen en Vrouwen;1;2034;9676;6447;3229
263;Mannen en Vrouwen;1;2035;9676;6463;3213
264;Mannen en Vrouwen;1;2036;9679;6477;3202
265;Mannen en Vrouwen;1;2037;9683;6491;3192
266;Mannen en Vrouwen;1;2038;9685;6504;3181
267;Mannen en Vrouwen;1;2039;9686;6513;3173
268;Mannen en Vrouwen;1;2040;9691;6517;3174
269;Mannen en Vrouwen;1;2041;9695;6523;3172
270;Mannen en Vrouwen;1;2042;9697;6531;3166
271;Mannen en Vrouwen;1;2043;9698;6542;3156
272;Mannen en Vrouwen;1;2044;9701;6550;3151
273;Mannen en Vrouwen;1;2045;9703;6557;3146
274;Mannen en Vrouwen;1;2046;9704;6563;3141
275;Mannen en Vrouwen;1;2047;9706;6568;3138
276;Mannen en Vrouwen;1;2048;9706;6572;3134
277;Mannen en Vrouwen;1;2049;9707;6576;3131
278;Mannen en Vrouwen;1;2050;9709;6580;3129
279;Mannen en Vrouwen;1;2051;9709;6584;3125
280;Mannen en Vrouwen;1;2052;9711;6587;3124
281;Mannen en Vrouwen;1;2053;9713;6591;3122
282;Mannen en Vrouwen;1;2054;9713;6594;3119
283;Mannen en Vrouwen;1;2055;9714;6598;3116
284;Mannen en Vrouwen;1;2056;9714;6601;3113
285;Mannen en Vrouwen;1;2057;9714;6604;3110
286;Mannen en Vrouwen;1;2058;9714;6606;3108
287;Mannen en Vrouwen;1;2059;9714;6609;3105
288;Mannen en Vrouwen;2;2012;3830;3288;542
289;Mannen en Vrouwen;2;2013;4478;3166;1312
290;Mannen en Vrouwen;2;2014;4825;3084;1741
291;Mannen en Vrouwen;2;2015;4914;3019;1895
292;Mannen en Vrouwen;2;2016;4953;2945;2008
293;Mannen en Vrouwen;2;2017;4970;2854;2116
294;Mannen en Vrouwen;2;2018;4982;2865;2117
295;Mannen en Vrouwen;2;2019;4989;2873;2116
296;Mannen en Vrouwen;2;2020;4993;2879;2114
297;Mannen en Vrouwen;2;2021;4993;2886;2107
298;Mannen en Vrouwen;2;2022;4993;2892;2101
299;Mannen en Vrouwen;2;2023;4994;2901;2093
300;Mannen en Vrouwen;2;2024;4994;2910;2084
301;Mannen en Vrouwen;2;2025;4994;2919;2075
302;Mannen en Vrouwen;2;2026;4994;2928;2066
303;Mannen en Vrouwen;2;2027;4994;2937;2057
304;Mannen en Vrouwen;2;2028;4994;2946;2048
305;Mannen en Vrouwen;2;2029;4994;2954;2040
306;Mannen en Vrouwen;2;2030;4994;2962;2032
307;Mannen en Vrouwen;2;2031;4994;2971;2023
308;Mannen en Vrouwen;2;2032;4994;2982;2012
309;Mannen en Vrouwen;2;2033;4994;2995;1999
310;Mannen en Vrouwen;2;2034;4994;3009;1985
311;Mannen en Vrouwen;2;2035;4994;3022;1972
312;Mannen en Vrouwen;2;2036;4994;3034;1960
313;Mannen en Vrouwen;2;2037;4994;3044;1950
314;Mannen en Vrouwen;2;2038;4994;3053;1941
315;Mannen en Vrouwen;2;2039;4994;3060;1934
316;Mannen en Vrouwen;2;2040;4994;3065;1929
317;Mannen en Vrouwen;2;2041;4994;3070;1924
318;Mannen en Vrouwen;2;2042;4994;3074;1920
319;Mannen en Vrouwen;2;2043;4994;3078;1916
320;Mannen en Vrouwen;2;2044;4994;3081;1913
321;Mannen en Vrouwen;2;2045;4994;3084;1910
322;Mannen en Vrouwen;2;2046;4994;3087;1907
323;Mannen en Vrouwen;2;2047;4994;3090;1904
324;Mannen en Vrouwen;2;2048;4994;3092;1902
325;Mannen en Vrouwen;2;2049;4994;3095;1899
326;Mannen en Vrouwen;2;2050;4994;3097;1897
327;Mannen en Vrouwen;2;2051;4994;3100;1894
328;Mannen en Vrouwen;2;2052;4994;3102;1892
329;Mannen en Vrouwen;2;2053;4994;3104;1890
330;Mannen en Vrouwen;2;2054;4994;3107;1887
331;Mannen en Vrouwen;2;2055;4994;3109;1885
332;Mannen en Vrouwen;2;2056;4994;3112;1882
333;Mannen en Vrouwen;2;2057;4994;3114;1880
334;Mannen en Vrouwen;2;2058;4994;3117;1877
335;Mannen en Vrouwen;2;2059;4994;3120;1874
336;Mannen en Vrouwen;3;2012;20418;15571;4847
337;Mannen en Vrouwen;3;2013;21242;15512;5730
338;Mannen en Vrouwen;3;2014;22241;15522;6720
339;Mannen en Vrouwen;3;2015;22823;15586;7237
340;Mannen en Vrouwen;3;2016;23403;15700;7703
341;Mannen en Vrouwen;3;2017;23926;15839;8087
342;Mannen en Vrouwen;3;2018;24103;15973;8130
343;Mannen en Vrouwen;3;2019;24225;16078;8147
344;Mannen en Vrouwen;3;2020;24320;16149;8171
345;Mannen en Vrouwen;3;2021;24413;16189;8224
346;Mannen en Vrouwen;3;2022;24502;16210;8292
347;Mannen en Vrouwen;3;2023;24584;16380;8204
348;Mannen en Vrouwen;3;2024;24652;16540;8112
349;Mannen en Vrouwen;3;2025;24716;16694;8022
350;Mannen en Vrouwen;3;2026;24779;16841;7938
351;Mannen en Vrouwen;3;2027;24845;16976;7869
352;Mannen en Vrouwen;3;2028;24911;17103;7808
353;Mannen en Vrouwen;3;2029;24980;17221;7759
354;Mannen en Vrouwen;3;2030;25048;17335;7713
355;Mannen en Vrouwen;3;2031;25113;17440;7673
356;Mannen en Vrouwen;3;2032;25148;17538;7610
357;Mannen en Vrouwen;3;2033;25177;17629;7548
358;Mannen en Vrouwen;3;2034;25203;17712;7491
359;Mannen en Vrouwen;3;2035;25224;17789;7435
360;Mannen en Vrouwen;3;2036;25246;17858;7388
361;Mannen en Vrouwen;3;2037;25272;17920;7352
362;Mannen en Vrouwen;3;2038;25291;17975;7316
363;Mannen en Vrouwen;3;2039;25307;18021;7286
364;Mannen en Vrouwen;3;2040;25330;18063;7267
365;Mannen en Vrouwen;3;2041;25345;18103;7242
366;Mannen en Vrouwen;3;2042;25354;18138;7216
367;Mannen en Vrouwen;3;2043;25362;18172;7190
368;Mannen en Vrouwen;3;2044;25371;18203;7168
369;Mannen en Vrouwen;3;2045;25380;18230;7150
370;Mannen en Vrouwen;3;2046;25394;18256;7138
371;Mannen en Vrouwen;3;2047;25403;18280;7123
372;Mannen en Vrouwen;3;2048;25409;18302;7107
373;Mannen en Vrouwen;3;2049;25414;18323;7091
374;Mannen en Vrouwen;3;2050;25419;18342;7078
375;Mannen en Vrouwen;3;2051;25427;18359;7068
376;Mannen en Vrouwen;3;2052;25434;18376;7058
377;Mannen en Vrouwen;3;2053;25442;18393;7049
378;Mannen en Vrouwen;3;2054;25445;18410;7035
379;Mannen en Vrouwen;3;2055;25449;18424;7025
380;Mannen en Vrouwen;3;2056;25454;18438;7016
381;Mannen en Vrouwen;3;2057;25460;18451;7009
382;Mannen en Vrouwen;3;2058;25468;18465;7003
383;Mannen en Vrouwen;3;2059;25472;18478;6994
384;Mannen en Vrouwen;4;2012;65162;46613;18549
385;Mannen en Vrouwen;4;2013;61419;46400;15019
386;Mannen en Vrouwen;4;2014;58508;45801;12707
387;Mannen en Vrouwen;4;2015;58602;44892;13710
388;Mannen en Vrouwen;4;2016;58640;43948;14692
389;Mannen en Vrouwen;4;2017;58602;42887;15715
390;Mannen en Vrouwen;4;2018;57790;43184;14606
391;Mannen en Vrouwen;4;2019;56874;43293;13581
392;Mannen en Vrouwen;4;2020;55863;43234;12629
393;Mannen en Vrouwen;4;2021;54895;43032;11863
394;Mannen en Vrouwen;4;2022;53922;42734;11188
395;Mannen en Vrouwen;4;2023;53941;42433;11508
396;Mannen en Vrouwen;4;2024;53955;42253;11702
397;Mannen en Vrouwen;4;2025;53971;42147;11824
398;Mannen en Vrouwen;4;2026;53982;42091;11891
399;Mannen en Vrouwen;4;2027;53988;42055;11933
400;Mannen en Vrouwen;4;2028;53989;42025;11964
401;Mannen en Vrouwen;4;2029;53993;42000;11993
402;Mannen en Vrouwen;4;2030;53999;41979;12020
403;Mannen en Vrouwen;4;2031;54006;41960;12046
404;Mannen en Vrouwen;4;2032;54009;41944;12065
405;Mannen en Vrouwen;4;2033;54018;41929;12089
406;Mannen en Vrouwen;4;2034;54022;41916;12106
407;Mannen en Vrouwen;4;2035;54023;41904;12119
408;Mannen en Vrouwen;4;2036;54027;41893;12134
409;Mannen en Vrouwen;4;2037;54031;41884;12146
410;Mannen en Vrouwen;4;2038;54034;41878;12156
411;Mannen en Vrouwen;4;2039;54036;41872;12164
412;Mannen en Vrouwen;4;2040;54036;41870;12166
413;Mannen en Vrouwen;4;2041;54040;41868;12172
414;Mannen en Vrouwen;4;2042;54041;41869;12172
415;Mannen en Vrouwen;4;2043;54043;41872;12171
416;Mannen en Vrouwen;4;2044;54046;41877;12169
417;Mannen en Vrouwen;4;2045;54050;41884;12166
418;Mannen en Vrouwen;4;2046;54052;41892;12160
419;Mannen en Vrouwen;4;2047;54061;41901;12160
420;Mannen en Vrouwen;4;2048;54064;41912;12152
421;Mannen en Vrouwen;4;2049;54065;41922;12142
422;Mannen en Vrouwen;4;2050;54066;41933;12133
423;Mannen en Vrouwen;4;2051;54068;41944;12124
424;Mannen en Vrouwen;4;2052;54072;41954;12118
425;Mannen en Vrouwen;4;2053;54073;41965;12108
426;Mannen en Vrouwen;4;2054;54076;41976;12100
427;Mannen en Vrouwen;4;2055;54076;41986;12090
428;Mannen en Vrouwen;4;2056;54078;41996;12082
429;Mannen en Vrouwen;4;2057;54078;42005;12073
430;Mannen en Vrouwen;4;2058;54079;42014;12064
431;Mannen en Vrouwen;4;2059;54081;42024;12057
432;Mannen en Vrouwen;5;2012;1374;1233;141
433;Mannen en Vrouwen;5;2013;1469;1153;316
434;Mannen en Vrouwen;5;2014;1551;1097;454
435;Mannen en Vrouwen;5;2015;1593;1062;531
436;Mannen en Vrouwen;5;2016;1638;1040;598
437;Mannen en Vrouwen;5;2017;1682;1029;653
438;Mannen en Vrouwen;5;2018;1710;1026;684
439;Mannen en Vrouwen;5;2019;1729;1027;702
440;Mannen en Vrouwen;5;2020;1754;1031;723
441;Mannen en Vrouwen;5;2021;1750;1037;713
442;Mannen en Vrouwen;5;2022;1750;1040;710
443;Mannen en Vrouwen;5;2023;1749;1046;703
444;Mannen en Vrouwen;5;2024;1750;1050;700
445;Mannen en Vrouwen;5;2025;1750;1053;697
446;Mannen en Vrouwen;5;2026;1750;1056;694
447;Mannen en Vrouwen;5;2027;1750;1058;692
448;Mannen en Vrouwen;5;2028;1752;1060;692
449;Mannen en Vrouwen;5;2029;1752;1063;689
450;Mannen en Vrouwen;5;2030;1757;1065;692
451;Mannen en Vrouwen;5;2031;1757;1068;689
452;Mannen en Vrouwen;5;2032;1758;1071;687
453;Mannen en Vrouwen;5;2033;1758;1073;685
454;Mannen en Vrouwen;5;2034;1758;1075;683
455;Mannen en Vrouwen;5;2035;1758;1077;681
456;Mannen en Vrouwen;5;2036;1759;1078;681
457;Mannen en Vrouwen;5;2037;1759;1079;680
458;Mannen en Vrouwen;5;2038;1759;1079;680
459;Mannen en Vrouwen;5;2039;1760;1079;681
460;Mannen en Vrouwen;5;2040;1760;1078;682
461;Mannen en Vrouwen;5;2041;1760;1078;682
462;Mannen en Vrouwen;5;2042;1761;1078;683
463;Mannen en Vrouwen;5;2043;1762;1078;684
464;Mannen en Vrouwen;5;2044;1762;1078;684
465;Mannen en Vrouwen;5;2045;1762;1078;684
466;Mannen en Vrouwen;5;2046;1762;1078;684
467;Mannen en Vrouwen;5;2047;1763;1077;686
468;Mannen en Vrouwen;5;2048;1763;1077;686
469;Mannen en Vrouwen;5;2049;1763;1077;686
470;Mannen en Vrouwen;5;2050;1763;1077;686
471;Mannen en Vrouwen;5;2051;1763;1077;686
472;Mannen en Vrouwen;5;2052;1763;1077;686
473;Mannen en Vrouwen;5;2053;1763;1077;686
474;Mannen en Vrouwen;5;2054;1764;1077;687
475;Mannen en Vrouwen;5;2055;1764;1077;687
476;Mannen en Vrouwen;5;2056;1764;1078;686
477;Mannen en Vrouwen;5;2057;1764;1078;686
478;Mannen en Vrouwen;5;2058;1764;1078;686
479;Mannen en Vrouwen;5;2059;1764;1078;686
480;Mannen en Vrouwen;6;2012;5732;3854;1878
481;Mannen en Vrouwen;6;2013;5828;3842;1986
482;Mannen en Vrouwen;6;2014;5933;3838;2095
483;Mannen en Vrouwen;6;2015;6039;3839;2200
484;Mannen en Vrouwen;6;2016;6152;3838;2314
485;Mannen en Vrouwen;6;2017;6256;3833;2423
486;Mannen en Vrouwen;6;2018;6304;3813;2491
487;Mannen en Vrouwen;6;2019;6323;3879;2444
488;Mannen en Vrouwen;6;2020;6318;3933;2385
489;Mannen en Vrouwen;6;2021;6321;3975;2346
490;Mannen en Vrouwen;6;2022;6331;4012;2319
491;Mannen en Vrouwen;6;2023;6343;4046;2297
492;Mannen en Vrouwen;6;2024;6353;4078;2275
493;Mannen en Vrouwen;6;2025;6376;4109;2267
494;Mannen en Vrouwen;6;2026;6407;4141;2266
