ID;VrijstellingAftrekHeffingskorting;KenmerkenHuishouden;Perioden;AantalParticuliereHuishoudens_1;AandeelParticuliereHuishoudens_2;TotaalVoordeel_3;GemiddeldVoordeelPerHuishouden_4;k_25ePercentiel_5;k_50ePercentielMediaan_6;k_75ePercentiel_7
182;10;11000;2008;746.0;93.5;688.0;0.9;0.3;0.6;1.1
183;10;11000;2009;769.0;93.9;541.0;0.7;0.2;0.4;0.8
184;10;11000;2010;776.0;94.9;547.0;0.7;0.2;0.3;0.7
185;10;11000;2011;763.0;90.3;602.0;0.8;0.2;0.4;0.8
186;10;11000;2012;787.0;90.1;605.0;0.8;0.2;0.4;0.8
187;10;11000;2013;833.0;94.7;652.0;0.8;0.1;0.4;0.8
188;10;11000;2014;846.0;93.4;647.0;0.8;0.1;0.4;0.8
189;10;11050;2006;174.0;94.4;155.0;0.9;0.2;0.5;0.9
190;10;11050;2007;183.0;95.8;153.0;0.8;0.2;0.5;1.0
191;10;11050;2008;185.0;93.2;208.0;1.1;0.3;0.6;1.2
192;10;11050;2009;196.0;93.6;164.0;0.8;0.2;0.4;0.9
193;10;11050;2010;197.0;93.6;194.0;1.0;0.2;0.4;0.8
194;10;11050;2011;196.0;89.0;202.0;1.0;0.2;0.4;0.9
195;10;11050;2012;210.0;89.5;192.0;0.9;0.2;0.4;0.9
196;10;11050;2013;227.0;93.4;205.0;0.9;0.1;0.4;0.9
197;10;11050;2014;234.0;91.9;225.0;1.0;0.2;0.4;1.0
198;10;11100;2006;563.0;95.5;399.0;0.7;0.2;0.5;0.8
199;10;11100;2007;571.0;96.0;425.0;0.7;0.2;0.5;0.9
200;10;11100;2008;561.0;93.6;479.0;0.9;0.3;0.6;1.0
201;10;11100;2009;573.0;94.0;377.0;0.7;0.2;0.3;0.7
202;10;11100;2010;579.0;95.3;353.0;0.6;0.2;0.3;0.7
203;10;11100;2011;567.0;90.8;399.0;0.7;0.2;0.4;0.7
204;10;11100;2012;577.0;90.3;413.0;0.7;0.2;0.3;0.8
205;10;11100;2013;606.0;95.2;447.0;0.7;0.1;0.4;0.8
206;10;11100;2014;612.0;94.0;422.0;0.7;0.1;0.3;0.8
207;10;11150;2006;718.0;97.7;1388.0;1.9;0.7;1.2;1.9
208;10;11150;2007;740.0;97.6;1463.0;2.0;0.7;1.3;2.1
209;10;11150;2008;756.0;96.9;1689.0;2.2;0.8;1.4;2.4
210;10;11150;2009;751.0;92.9;1383.0;1.8;0.4;1.0;1.9
211;10;11150;2010;776.0;92.9;1412.0;1.8;0.4;1.0;1.9
212;10;11150;2011;837.0;94.4;1745.0;2.1;0.5;1.0;2.1
213;10;11150;2012;876.0;94.4;1970.0;2.2;0.5;1.1;2.2
214;10;11150;2013;911.0;95.3;1819.0;2.0;0.5;1.1;2.2
215;10;11150;2014;927.0;94.2;2054.0;2.2;0.5;1.2;2.2
216;10;11200;2006;532.0;98.9;906.0;1.7;0.7;1.1;1.8
217;10;11200;2007;548.0;98.9;891.0;1.6;0.7;1.2;1.9
218;10;11200;2008;560.0;97.7;1084.0;1.9;0.8;1.3;2.2
219;10;11200;2009;547.0;92.4;838.0;1.5;0.4;0.9;1.6
220;10;11200;2010;568.0;92.5;882.0;1.6;0.4;0.9;1.6
221;10;11200;2011;615.0;94.3;1061.0;1.7;0.5;0.9;1.7
222;10;11200;2012;651.0;94.4;1209.0;1.9;0.5;1.0;1.8
223;10;11200;2013;680.0;95.1;1169.0;1.7;0.5;1.1;1.9
224;10;11200;2014;695.0;93.8;1256.0;1.8;0.5;1.1;1.9
225;10;11250;2006;186.0;94.5;482.0;2.6;0.7;1.3;2.6
226;10;11250;2007;192.0;94.1;572.0;3.0;0.9;1.5;2.9
227;10;11250;2008;196.0;94.8;606.0;3.1;1.0;1.8;3.4
228;10;11250;2009;203.0;94.3;544.0;2.7;0.6;1.3;2.9
229;10;11250;2010;209.0;93.9;530.0;2.5;0.6;1.4;2.8
230;10;11250;2011;222.0;94.5;684.0;3.1;0.7;1.5;3.2
231;10;11250;2012;225.0;94.5;761.0;3.4;0.7;1.6;3.2
232;10;11250;2013;232.0;95.7;650.0;2.8;0.6;1.5;3.4
233;10;11250;2014;231.0;95.4;799.0;3.5;0.7;1.7;3.4
234;10;11300;2006;141.0;95.6;427.0;3.0;0.7;1.6;3.5
235;10;11300;2007;140.0;95.9;462.0;3.3;0.8;1.7;3.7
236;10;11300;2008;144.0;95.7;499.0;3.5;0.8;1.9;4.3
237;10;11300;2009;142.0;95.2;589.0;4.2;0.5;1.4;3.6
238;10;11300;2010;147.0;95.9;694.0;4.7;0.5;1.4;3.8
239;10;11300;2011;151.0;94.8;723.0;4.8;0.5;1.5;3.9
240;10;11300;2012;153.0;95.0;612.0;4.0;0.5;1.5;4.0
241;10;11300;2013;154.0;95.7;604.0;3.9;0.5;1.5;3.8
242;10;11300;2014;155.0;94.7;656.0;4.2;0.4;1.5;4.1
243;10;11350;2006;4879.0;89.5;17841.0;3.7;0.6;2.6;4.8
244;10;11350;2007;4911.0;89.7;19608.0;4.0;0.7;2.8;5.1
245;10;11350;2008;4993.0;90.6;21126.0;4.2;0.7;3.0;5.5
246;10;11350;2009;4990.0;90.3;21058.0;4.2;0.5;2.8;5.2
247;10;11350;2010;5023.0;90.8;20916.0;4.2;0.4;2.7;5.3
248;10;11350;2011;4894.0;88.6;21777.0;4.5;0.5;3.0;5.5
249;10;11350;2012;4928.0;89.5;20694.0;4.2;0.3;2.8;5.3
250;10;11350;2013;4899.0;89.2;21016.0;4.3;0.3;2.8;5.2
251;10;11350;2014;4897.0;89.0;20520.0;4.2;0.3;2.8;5.3
252;10;11400;2006;2089.0;84.5;2953.0;1.4;0.2;0.5;1.8
253;10;11400;2007;2142.0;85.3;3205.0;1.5;0.2;0.6;1.9
254;10;11400;2008;2167.0;84.6;3621.0;1.7;0.2;0.7;2.2
255;10;11400;2009;2188.0;84.2;3692.0;1.7;0.1;0.5;2.0
256;10;11400;2010;2232.0;85.3;3316.0;1.5;0.1;0.4;1.9
257;10;11400;2011;2180.0;81.4;3408.0;1.6;0.1;0.5;2.2
258;10;11400;2012;2270.0;83.6;3340.0;1.5;0.1;0.4;2.0
259;10;11400;2013;2295.0;84.5;3390.0;1.5;0.1;0.4;1.9
260;10;11400;2014;2342.0;84.4;3462.0;1.5;0.1;0.4;1.9
261;10;11450;2006;2220.0;94.9;6796.0;3.1;0.7;1.8;3.9
262;10;11450;2007;2242.0;94.8;7360.0;3.3;0.8;1.9;4.1
263;10;11450;2008;2278.0;95.3;8006.0;3.5;0.9;2.2;4.5
264;10;11450;2009;2268.0;94.0;7619.0;3.4;0.5;1.7;4.2
265;10;11450;2010;2289.0;94.1;7259.0;3.2;0.5;1.7;4.1
266;10;11450;2011;2285.0;93.4;7961.0;3.5;0.5;1.7;4.2
267;10;11450;2012;2306.0;93.5;7633.0;3.3;0.5;1.7;4.1
268;10;11450;2013;2339.0;93.9;7321.0;3.1;0.5;1.7;4.0
269;10;11450;2014;2332.0;93.2;7476.0;3.2;0.5;1.7;4.0
270;10;11500;2006;827.0;92.3;3417.0;4.1;1.2;3.1;5.4
271;10;11500;2007;827.0;92.3;3727.0;4.5;1.3;3.4;5.6
272;10;11500;2008;850.0;94.6;4063.0;4.8;1.4;3.6;6.0
273;10;11500;2009;855.0;94.6;4007.0;4.7;1.0;3.4;5.8
274;10;11500;2010;856.0;95.0;4236.0;5.0;1.0;3.4;5.9
275;10;11500;2011;850.0;93.8;4337.0;5.1;1.2;3.6;6.1
276;10;11500;2012;856.0;93.9;4112.0;4.8;1.1;3.4;5.9
277;10;11500;2013;862.0;94.0;4309.0;5.0;1.1;3.4;5.9
278;10;11500;2014;856.0;93.0;4135.0;4.8;1.1;3.4;5.9
279;10;11550;2006;929.0;95.9;4628.0;5.0;2.1;3.8;6.2
280;10;11550;2007;930.0;96.0;5157.0;5.5;2.2;4.1;6.7
281;10;11550;2008;939.0;96.9;5545.0;5.9;2.5;4.4;7.3
282;10;11550;2009;939.0;97.0;5550.0;5.9;2.3;4.2;7.1
283;10;11550;2010;945.0;97.3;5689.0;6.0;2.3;4.3;7.2
284;10;11550;2011;936.0;96.5;5930.0;6.3;2.6;4.6;7.6
285;10;11550;2012;927.0;95.9;5744.0;6.2;2.5;4.5;7.4
286;10;11550;2013;923.0;96.0;6064.0;6.6;2.5;4.5;7.4
287;10;11550;2014;920.0;95.9;5970.0;6.5;2.7;4.7;7.6
288;10;11600;2006;409.0;95.0;2415.0;5.9;2.0;4.0;7.1
289;10;11600;2007;404.0;94.7;2661.0;6.6;2.2;4.3;7.9
290;10;11600;2008;406.0;95.8;2768.0;6.8;2.4;4.7;8.5
291;10;11600;2009;401.0;95.7;2703.0;6.7;2.1;4.4;8.0
292;10;11600;2010;402.0;96.2;3068.0;7.6;2.1;4.6;8.4
293;10;11600;2011;394.0;95.0;3210.0;8.2;2.4;4.8;8.8
294;10;11600;2012;385.0;94.0;3052.0;7.9;2.3;4.7;8.7
295;10;11600;2013;377.0;93.7;3008.0;8.0;2.4;4.7;8.6
296;10;11600;2014;374.0;93.6;2835.0;7.6;2.4;4.9;8.8
297;10;11650;2006;2734.0;84.4;4923.0;1.8;0.2;0.7;2.4
298;10;11650;2007;2748.0;84.8;5287.0;1.9;0.2;0.8;2.5
299;10;11650;2008;2767.0;85.0;5738.0;2.1;0.2;0.9;2.7
300;10;11650;2009;2785.0;84.7;5583.0;2.0;0.1;0.6;2.5
301;10;11650;2010;2798.0;85.7;5078.0;1.8;0.1;0.5;2.4
302;10;11650;2011;2716.0;82.0;5145.0;1.9;0.1;0.6;2.6
303;10;11650;2012;2777.0;83.2;4950.0;1.8;0.1;0.5;2.4
304;10;11650;2013;2803.0;84.2;4987.0;1.8;0.1;0.5;2.4
305;10;11650;2014;2830.0;83.6;5077.0;1.8;0.1;0.5;2.4
306;10;11700;2006;2961.0;96.6;11691.0;3.9;1.0;2.8;5.1
307;10;11700;2007;2998.0;96.6;12804.0;4.3;1.1;3.0;5.3
308;10;11700;2008;3046.0;96.9;13882.0;4.6;1.2;3.2;5.7
309;10;11700;2009;3043.0;95.8;13650.0;4.5;0.9;3.0;5.5
310;10;11700;2010;3096.0;95.9;13734.0;4.4;0.8;2.9;5.6
311;10;11700;2011;3102.0;95.4;14688.0;4.7;0.8;3.1;5.8
312;10;11700;2012;3138.0;95.6;14145.0;4.5;0.8;3.0;5.6
313;10;11700;2013;3168.0;95.6;13969.0;4.4;0.8;2.9;5.5
314;10;11700;2014;3156.0;95.2;13775.0;4.4;0.8;2.9;5.6
315;10;11750;2006;524.0;97.0;2247.0;4.3;1.3;2.9;5.2
316;10;11750;2007;527.0;96.5;2435.0;4.6;1.4;3.1;5.5
317;10;11750;2008;546.0;97.5;2763.0;5.1;1.6;3.5;6.3
318;10;11750;2009;545.0;97.6;2692.0;4.9;1.2;3.1;5.8
319;10;11750;2010;543.0;97.8;2985.0;5.5;1.2;3.2;6.0
320;10;11750;2011;543.0;96.9;3020.0;5.6;1.4;3.4;6.2
321;10;11750;2012;552.0;97.4;2931.0;5.3;1.3;3.2;6.0
322;10;11750;2013;553.0;97.5;3134.0;5.7;1.3;3.2;6.0
323;10;11750;2014;560.0;97.2;3151.0;5.6;1.4;3.3;6.1
324;10;11800;2006;256.0;98.1;1347.0;5.3;1.9;3.5;6.0
325;10;11800;2007;273.0;98.6;1586.0;5.8;2.0;3.7;6.7
326;10;11800;2008;280.0;98.7;1619.0;5.8;2.1;4.0;7.2
327;10;11800;2009;277.0;98.6;1646.0;5.9;1.9;3.6;6.4
328;10;11800;2010;285.0;98.9;1771.0;6.2;1.9;3.5;6.7
329;10;11800;2011;284.0;98.1;1993.0;7.0;2.0;3.8;6.9
330;10;11800;2012;277.0;98.6;1856.0;6.7;1.9;3.7;6.7
331;10;11800;2013;273.0;98.4;2000.0;7.3;1.9;3.7;6.9
332;10;11800;2014;280.0;98.6;1874.0;6.7;1.9;3.8;7.0
333;10;11850;2006;171.0;49.3;185.0;1.1;0.0;0.2;1.1
334;10;11850;2007;174.0;49.3;167.0;1.0;0.0;0.2;0.9
335;10;11850;2008;179.0;49.3;197.0;1.1;0.0;0.2;1.1
336;10;11850;2009;182.0;50.0;188.0;1.0;0.0;0.1;0.8
337;10;11850;2010;189.0;51.0;173.0;0.9;0.0;0.1;0.6
338;10;11850;2011;178.0;46.9;166.0;0.9;0.0;0.1;0.6
339;10;11850;2012;190.0;50.2;142.0;0.8;0.0;0.1;0.3
340;10;11850;2013;187.0;49.6;130.0;0.7;0.0;0.1;0.3
341;10;11850;2014;184.0;48.1;121.0;0.7;0.0;0.1;0.3
342;10;11900;2006;2328.0;89.7;9136.0;3.9;0.6;3.1;5.3
343;10;11900;2007;2310.0;90.0;9910.0;4.3;0.7;3.4;5.6
344;10;11900;2008;2328.0;91.3;10414.0;4.5;0.7;3.6;5.9
345;10;11900;2009;2298.0;91.3;10184.0;4.4;0.5;3.4;5.8
346;10;11900;2010;2265.0;91.7;10078.0;4.4;0.4;3.4;5.8
347;10;11900;2011;2182.0;89.1;9948.0;4.6;0.5;3.6;6.0
348;10;11900;2012;2171.0;89.6;9519.0;4.4;0.3;3.5;5.7
349;10;11900;2013;2135.0;89.3;9215.0;4.3;0.3;3.4;5.6
