ID;Geslacht;Leeftijd;IndicatieZZVEnOfZMV;IndicatieWelNietJeugdwet;Perioden;JongerenMetAWBZIndicatieInJaar_1
24;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal ZMV-AWBZ;Totaal;2011;12250.0
25;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal ZMV-AWBZ;Totaal;2012;12365.0
26;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal ZMV-AWBZ;Totaal;2013;11830.0
27;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal ZMV-AWBZ;Totaal;2014;11745.0
28;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2011;7830.0
29;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2012;7715.0
30;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2013;7220.0
31;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2014;7160.0
32;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2011;4880.0
33;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2012;5150.0
34;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2013;4945.0
35;Totaal mannen en vrouwen;Jonger dan 18 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2014;4985.0
36;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; begeleiding";Totaal;2011;71710.0
37;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; begeleiding";Totaal;2012;66025.0
38;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; begeleiding";Totaal;2013;60635.0
39;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; begeleiding";Totaal;2014;56440.0
40;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2011;71710.0
41;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2012;66025.0
42;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2013;60635.0
43;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2014;56440.0
44;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2011;
45;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2012;
46;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2013;
47;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2014;
48;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2011;17060.0
49;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2012;16200.0
50;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2013;15485.0
51;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2014;15250.0
52;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2011;17060.0
53;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2012;16200.0
54;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2013;15485.0
55;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2014;15250.0
56;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2011;
57;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2012;
58;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2013;
59;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2014;
60;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; verpleging";Totaal;2011;7350.0
61;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; verpleging";Totaal;2012;5725.0
62;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; verpleging";Totaal;2013;4930.0
63;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; verpleging";Totaal;2014;4540.0
64;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2011;
65;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2012;
66;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2013;
67;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2014;
68;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2011;7350.0
69;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2012;5725.0
70;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2013;4930.0
71;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2014;4540.0
72;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; behandeling";Totaal;2011;18690.0
73;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; behandeling";Totaal;2012;15530.0
74;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; behandeling";Totaal;2013;14935.0
75;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; behandeling";Totaal;2014;14705.0
76;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2011;13055.0
77;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2012;13765.0
78;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2013;13945.0
79;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2014;13970.0
80;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2011;5635.0
81;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2012;1765.0
82;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2013;990.0
83;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2014;735.0
84;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; kort verblijf";Totaal;2011;32800.0
85;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; kort verblijf";Totaal;2012;21720.0
86;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; kort verblijf";Totaal;2013;16405.0
87;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; kort verblijf";Totaal;2014;13395.0
88;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2011;32800.0
89;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2012;21720.0
90;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2013;16405.0
91;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2014;13395.0
92;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2011;
93;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2012;
94;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2013;
95;Totaal mannen en vrouwen;Jonger dan 18 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2014;
96;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2011;7865.0
97;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2012;5565.0
98;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2013;4895.0
99;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2014;4790.0
100;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2011;4560.0
101;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2012;4220.0
102;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2013;4015.0
103;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2014;4125.0
104;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2011;4825.0
105;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2012;2425.0
106;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2013;1760.0
107;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2014;1425.0
108;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ;Totaal;2011;7785.0
109;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ;Totaal;2012;5495.0
110;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ;Totaal;2013;4840.0
111;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ;Totaal;2014;4755.0
112;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2011;4530.0
113;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2012;4190.0
114;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2013;3990.0
115;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ;Zorg die overgaat naar Jeugdwet;2014;4115.0
116;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2011;4760.0
117;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2012;2355.0
118;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2013;1705.0
119;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZZV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2014;1385.0
120;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZMV-AWBZ;Totaal;2011;120.0
121;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZMV-AWBZ;Totaal;2012;120.0
122;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZMV-AWBZ;Totaal;2013;95.0
123;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZMV-AWBZ;Totaal;2014;70.0
124;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2011;45.0
125;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2012;45.0
126;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2013;25.0
127;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2014;15.0
128;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2011;85.0
129;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2012;85.0
130;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2013;70.0
131;Totaal mannen en vrouwen;0 tot 5 jaar;Totaal ZMV-AWBZ;Zorg die niet overgaat naar Jeugdwet;2014;55.0
132;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; begeleiding";Totaal;2011;2025.0
133;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; begeleiding";Totaal;2012;1450.0
134;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; begeleiding";Totaal;2013;1105.0
135;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; begeleiding";Totaal;2014;1075.0
136;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2011;2025.0
137;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2012;1450.0
138;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2013;1105.0
139;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; begeleiding";Zorg die overgaat naar Jeugdwet;2014;1075.0
140;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2011;
141;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2012;
142;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2013;
143;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; begeleiding";Zorg die niet overgaat naar Jeugdwet;2014;
144;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2011;1895.0
145;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2012;1665.0
146;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2013;1550.0
147;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; persoonlijke verzorging";Totaal;2014;1545.0
148;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2011;1895.0
149;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2012;1665.0
150;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2013;1550.0
151;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die overgaat naar Jeugdwet;2014;1545.0
152;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2011;
153;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2012;
154;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2013;
155;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; persoonlijke verzorging";Zorg die niet overgaat naar Jeugdwet;2014;
156;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; verpleging";Totaal;2011;2925.0
157;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; verpleging";Totaal;2012;1880.0
158;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; verpleging";Totaal;2013;1400.0
159;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; verpleging";Totaal;2014;1110.0
160;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2011;
161;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2012;
162;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2013;
163;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; verpleging";Zorg die overgaat naar Jeugdwet;2014;
164;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2011;2925.0
165;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2012;1880.0
166;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2013;1400.0
167;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; verpleging";Zorg die niet overgaat naar Jeugdwet;2014;1110.0
168;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; behandeling";Totaal;2011;4330.0
169;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; behandeling";Totaal;2012;2940.0
170;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; behandeling";Totaal;2013;2770.0
171;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; behandeling";Totaal;2014;2835.0
172;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2011;2285.0
173;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2012;2330.0
174;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2013;2365.0
175;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; behandeling";Zorg die overgaat naar Jeugdwet;2014;2495.0
176;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2011;2045.0
177;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2012;610.0
178;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2013;400.0
179;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; behandeling";Zorg die niet overgaat naar Jeugdwet;2014;340.0
180;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; kort verblijf";Totaal;2011;250.0
181;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; kort verblijf";Totaal;2012;155.0
182;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; kort verblijf";Totaal;2013;120.0
183;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; kort verblijf";Totaal;2014;125.0
184;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2011;250.0
185;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2012;155.0
186;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2013;120.0
187;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; kort verblijf";Zorg die overgaat naar Jeugdwet;2014;125.0
188;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2011;
189;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2012;
190;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2013;
191;Totaal mannen en vrouwen;0 tot 5 jaar;"Indicatie ZZV; kort verblijf";Zorg die niet overgaat naar Jeugdwet;2014;
192;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2011;38045.0
193;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2012;32365.0
194;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2013;28420.0
195;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Totaal;2014;26345.0
196;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2011;33635.0
197;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2012;29850.0
198;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2013;26515.0
199;Totaal mannen en vrouwen;5 tot 12 jaar;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zorg die overgaat naar Jeugdwet;2014;24565.0
