ID;Geslacht;Leeftijd;IndicatieZMV;GebruikZMV;RegioS;Perioden;PersMetIndicatieGebruikInJaar_1;PersMetIndicatieGebruikInJaar_2;PersMetIndicatieGebruikOpPeildatum_3;PersMetIndicGebruikOpPeildatum_4;OpnamedagenInJaar_5
19;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Nederland (LD);2014;89480.0;2.44;73025.0;2.02;
20;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Groningen (PV);2011;16575.0;2.8;12230.0;2.1;
21;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Groningen (PV);2012;16940.0;2.86;12755.0;2.19;
22;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Groningen (PV);2013;15230.0;2.57;12155.0;2.09;
23;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Groningen (PV);2014;14565.0;2.44;11855.0;2.03;
24;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Friesland (PV);2011;18040.0;2.74;13870.0;2.14;
25;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Friesland (PV);2012;18750.0;2.85;14310.0;2.21;
26;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Friesland (PV);2013;16740.0;2.55;13775.0;2.13;
27;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Friesland (PV);2014;16420.0;2.5;13515.0;2.09;
28;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Drenthe (PV);2011;15975.0;3.2;12355.0;2.52;
29;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Drenthe (PV);2012;16400.0;3.3;12580.0;2.57;
30;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Drenthe (PV);2013;14775.0;2.98;12015.0;2.46;
31;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Drenthe (PV);2014;14215.0;2.87;11740.0;2.4;
32;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Overijssel (PV);2011;31240.0;2.7;24025.0;2.11;
33;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Overijssel (PV);2012;32460.0;2.8;25115.0;2.2;
34;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Overijssel (PV);2013;29375.0;2.53;23980.0;2.1;
35;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Overijssel (PV);2014;28470.0;2.46;23470.0;2.06;
36;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Flevoland (PV);2011;6770.0;1.68;5150.0;1.3;
37;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Flevoland (PV);2012;7260.0;1.79;5605.0;1.41;
38;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Flevoland (PV);2013;6820.0;1.67;5450.0;1.36;
39;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Flevoland (PV);2014;6715.0;1.63;5350.0;1.33;
40;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Gelderland (PV);2011;58725.0;2.88;45840.0;2.28;
41;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Gelderland (PV);2012;60430.0;2.96;47335.0;2.35;
42;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Gelderland (PV);2013;55025.0;2.69;45185.0;2.24;
43;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Gelderland (PV);2014;53305.0;2.6;44210.0;2.18;
44;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Utrecht (PV);2011;30710.0;2.45;23700.0;1.92;
45;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Utrecht (PV);2012;31635.0;2.51;24335.0;1.95;
46;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Utrecht (PV);2013;28030.0;2.21;23020.0;1.84;
47;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Utrecht (PV);2014;27010.0;2.11;22260.0;1.76;
48;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Holland (PV);2011;70435.0;2.55;52930.0;1.95;
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Holland (PV);2012;73055.0;2.63;54595.0;2.0;
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Holland (PV);2013;62570.0;2.24;50150.0;1.83;
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Holland (PV);2014;59685.0;2.12;48160.0;1.74;
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Holland (PV);2011;93160.0;2.57;70025.0;1.97;
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Holland (PV);2012;97195.0;2.67;72550.0;2.04;
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Holland (PV);2013;85930.0;2.35;68370.0;1.91;
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zuid-Holland (PV);2014;82805.0;2.26;66490.0;1.85;
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zeeland (PV);2011;10645.0;2.74;8145.0;2.13;
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zeeland (PV);2012;11010.0;2.83;8395.0;2.2;
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zeeland (PV);2013;10225.0;2.63;8080.0;2.12;
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Zeeland (PV);2014;10005.0;2.58;8090.0;2.13;
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Brabant (PV);2011;64220.0;2.57;50395.0;2.05;
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Brabant (PV);2012;66675.0;2.66;52260.0;2.12;
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Brabant (PV);2013;60990.0;2.42;49975.0;2.02;
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Noord-Brabant (PV);2014;59575.0;2.36;48805.0;1.96;
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2011;33825.0;2.96;26135.0;2.33;
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2012;34940.0;3.05;26780.0;2.39;
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2013;30835.0;2.7;24980.0;2.23;
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal indicatie en/of gebruik ZMV-AWBZ;Limburg (PV);2014;29910.0;2.62;24220.0;2.17;
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2011;;;;;
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2012;;;;;
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2013;;;;;
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Nederland;2014;;;;;
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2011;;;;;
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2012;;;;;
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2013;;;;;
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Nederland (LD);2014;;;;;
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2011;;;;;
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2012;;;;;
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2013;;;;;
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Oost-Nederland (LD);2014;;;;;
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2011;;;;;
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2012;;;;;
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2013;;;;;
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;West-Nederland (LD);2014;;;;;
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2011;;;;;
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2012;;;;;
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2013;;;;;
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Nederland (LD);2014;;;;;
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Groningen (PV);2011;;;;;
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Groningen (PV);2012;;;;;
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Groningen (PV);2013;;;;;
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Groningen (PV);2014;;;;;
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Friesland (PV);2011;;;;;
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Friesland (PV);2012;;;;;
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Friesland (PV);2013;;;;;
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Friesland (PV);2014;;;;;
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Drenthe (PV);2011;;;;;
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Drenthe (PV);2012;;;;;
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Drenthe (PV);2013;;;;;
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Drenthe (PV);2014;;;;;
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Overijssel (PV);2011;;;;;
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Overijssel (PV);2012;;;;;
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Overijssel (PV);2013;;;;;
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Overijssel (PV);2014;;;;;
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Flevoland (PV);2011;;;;;
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Flevoland (PV);2012;;;;;
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Flevoland (PV);2013;;;;;
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Flevoland (PV);2014;;;;;
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Gelderland (PV);2011;;;;;
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Gelderland (PV);2012;;;;;
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Gelderland (PV);2013;;;;;
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Gelderland (PV);2014;;;;;
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Utrecht (PV);2011;;;;;
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Utrecht (PV);2012;;;;;
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Utrecht (PV);2013;;;;;
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Utrecht (PV);2014;;;;;
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Holland (PV);2011;;;;;
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Holland (PV);2012;;;;;
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Holland (PV);2013;;;;;
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Holland (PV);2014;;;;;
120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Holland (PV);2011;;;;;
121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Holland (PV);2012;;;;;
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Holland (PV);2013;;;;;
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zuid-Holland (PV);2014;;;;;
124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zeeland (PV);2011;;;;;
125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zeeland (PV);2012;;;;;
126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zeeland (PV);2013;;;;;
127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Zeeland (PV);2014;;;;;
128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Brabant (PV);2011;;;;;
129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Brabant (PV);2012;;;;;
130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Brabant (PV);2013;;;;;
131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Noord-Brabant (PV);2014;;;;;
132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Limburg (PV);2011;;;;;
133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Limburg (PV);2012;;;;;
134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Limburg (PV);2013;;;;;
135;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Totaal ZMV-AWBZ;Limburg (PV);2014;;;;;
136;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Nederland;2011;;;;;
137;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Nederland;2012;;;;;
138;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Nederland;2013;;;;;
139;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Nederland;2014;;;;;
140;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZMV-AWBZ;Oude functie ZMV-AWBZ/zzp onbekend;Noord-Nederland (LD);2011;;;;;
