ID;Geslacht;Leeftijd;Migratieachtergrond;SamenstellingHuishouden;WijzeBeeindiging;Perioden;PersonenMetBeeindigdeSchuldsanering_1
49;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2000;245.0
50;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2001;375.0
51;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2002;285.0
52;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2003;190.0
53;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2004;170.0
54;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2005;240.0
55;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2006;345.0
56;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2007;380.0
57;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2008;410.0
58;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2009;285.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2010;190.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2011;255.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2012;215.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2013;225.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2014;210.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2015;190.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2016;150.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2017;155.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2018;105.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2019;95.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2020;75.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2021;45.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door akkoord;2022;40.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;1999;105.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2000;440.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2001;1025.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2002;1145.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2003;1565.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2004;1715.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2005;2295.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2006;2445.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2007;2120.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2008;785.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2009;795.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2010;575.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2011;550.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2012;620.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2013;605.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2014;495.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2015;300.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2016;240.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2017;200.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2018;160.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2019;135.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2020;85.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2021;45.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door faillissement;2022;45.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;1999;
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2000;
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2001;
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2002;
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2003;10.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2004;80.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2005;160.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2006;210.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2007;305.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2008;420.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2009;430.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2010;270.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2011;185.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2012;205.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2013;205.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2014;215.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2015;190.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2016;175.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2017;190.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2018;190.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2019;260.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2020;145.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2021;100.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen door betalingen hervat;2022;55.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;1999;
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2000;
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2001;
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2002;
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2003;15.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2004;335.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2005;800.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2006;860.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2007;880.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2008;2060.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2009;1660.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2010;1365.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2011;1370.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2012;1460.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2013;1705.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2014;1550.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2015;1390.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2016;1090.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2017;935.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2018;760.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2019;560.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2020;380.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2021;125.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen zonder schone lei;2022;40.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;1999;25.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2000;80.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2001;190.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2002;300.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2003;475.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2004;355.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2005;100.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2006;80.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2007;80.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2008;230.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2009;390.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2010;285.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2011;265.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2012;305.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2013;245.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2014;185.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2015;170.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2016;180.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2017;160.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2018;315.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2019;135.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2020;480.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2021;2740.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Beëindigingen onbekend;2022;4050.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;1999;45.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2000;200.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2001;450.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2002;955.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2003;1780.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2004;2105.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2005;2485.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2006;2750.0
176;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2007;3155.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2008;3630.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2009;3620.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2010;3755.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2011;3010.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2012;2930.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2013;3255.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2014;4015.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2015;4355.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2016;3760.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2017;3650.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2018;3415.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2019;3045.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2020;2495.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2021;1830.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Totaal alle beëindigingen;2022;1610.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;1999;
193;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2000;45.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2001;110.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2002;570.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2003;1320.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2004;1475.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2005;1700.0
199;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2006;1860.0
200;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2007;2360.0
201;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2008;2730.0
202;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2009;2810.0
203;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2010;3120.0
204;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2011;2430.0
205;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2012;2175.0
206;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2013;2480.0
207;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2014;3305.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2015;3745.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2016;3275.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2017;3220.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2018;3005.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2019;2700.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2020;2145.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2021;880.0
215;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door schone lei;2022;190.0
216;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;1999;15.0
217;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2000;40.0
218;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2001;75.0
219;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2002;60.0
220;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2003;25.0
221;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2004;40.0
222;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2005;30.0
223;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2006;55.0
224;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2007;65.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2008;80.0
226;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2009;70.0
227;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2010;45.0
228;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2011;55.0
229;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2012;50.0
230;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2013;50.0
231;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2014;45.0
232;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2015;45.0
233;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2016;35.0
234;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2017;25.0
235;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2018;20.0
236;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2019;25.0
237;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2020;20.0
238;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2021;10.0
239;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door akkoord;2022;15.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;1999;25.0
241;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;2000;100.0
242;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;2001;230.0
243;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;2002;275.0
244;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;2003;330.0
245;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;2004;420.0
246;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;2005;550.0
247;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;2006;580.0
248;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;2007;465.0
249;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;2008;165.0
250;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;2009;155.0
251;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;2010;135.0
252;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;2011;105.0
253;Totaal mannen en vrouwen;Totaal;Totaal;Eenpersoonshuishouden;Beëindigingen door faillissement;2012;150.0
