ID;Geslacht;Leeftijdsgroep;Herkomstgroepering;VerdachtenNaarSoortMisdrijf;Perioden;AantalVerdachten_1;VerdachtenPer1000Inwoners_2
37;Totaal mannen en vrouwen;12 jaar of ouder;0;Vernieling en openbare orde;2010;19350;1
38;Totaal mannen en vrouwen;12 jaar of ouder;0;Vernieling en openbare orde;2011;16350;1
39;Totaal mannen en vrouwen;12 jaar of ouder;0;Geweldsmisdrijven;1999;19800;1
40;Totaal mannen en vrouwen;12 jaar of ouder;0;Geweldsmisdrijven;2000;20650;2
41;Totaal mannen en vrouwen;12 jaar of ouder;0;Geweldsmisdrijven;2001;24130;2
42;Totaal mannen en vrouwen;12 jaar of ouder;0;Geweldsmisdrijven;2002;27280;2
43;Totaal mannen en vrouwen;12 jaar of ouder;0;Geweldsmisdrijven;2003;31970;2
44;Totaal mannen en vrouwen;12 jaar of ouder;0;Geweldsmisdrijven;2004;36070;3
45;Totaal mannen en vrouwen;12 jaar of ouder;0;Geweldsmisdrijven;2005;40280;3
46;Totaal mannen en vrouwen;12 jaar of ouder;0;Geweldsmisdrijven;2006;42230;3
47;Totaal mannen en vrouwen;12 jaar of ouder;0;Geweldsmisdrijven;2007;43630;3
48;Totaal mannen en vrouwen;12 jaar of ouder;0;Geweldsmisdrijven;2008;41590;3
49;Totaal mannen en vrouwen;12 jaar of ouder;0;Geweldsmisdrijven;2009;39230;3
50;Totaal mannen en vrouwen;12 jaar of ouder;0;Geweldsmisdrijven;2010;36310;3
51;Totaal mannen en vrouwen;12 jaar of ouder;0;Geweldsmisdrijven;2011;33210;2
52;Totaal mannen en vrouwen;12 jaar of ouder;0;Verkeersmisdrijven;1999;36630;3
53;Totaal mannen en vrouwen;12 jaar of ouder;0;Verkeersmisdrijven;2000;36980;3
54;Totaal mannen en vrouwen;12 jaar of ouder;0;Verkeersmisdrijven;2001;39100;3
55;Totaal mannen en vrouwen;12 jaar of ouder;0;Verkeersmisdrijven;2002;42110;3
56;Totaal mannen en vrouwen;12 jaar of ouder;0;Verkeersmisdrijven;2003;46070;3
57;Totaal mannen en vrouwen;12 jaar of ouder;0;Verkeersmisdrijven;2004;46180;3
58;Totaal mannen en vrouwen;12 jaar of ouder;0;Verkeersmisdrijven;2005;47220;3
59;Totaal mannen en vrouwen;12 jaar of ouder;0;Verkeersmisdrijven;2006;48840;3
60;Totaal mannen en vrouwen;12 jaar of ouder;0;Verkeersmisdrijven;2007;50230;4
61;Totaal mannen en vrouwen;12 jaar of ouder;0;Verkeersmisdrijven;2008;47350;3
62;Totaal mannen en vrouwen;12 jaar of ouder;0;Verkeersmisdrijven;2009;42720;3
63;Totaal mannen en vrouwen;12 jaar of ouder;0;Verkeersmisdrijven;2010;38020;3
64;Totaal mannen en vrouwen;12 jaar of ouder;0;Verkeersmisdrijven;2011;35210;2
65;Totaal mannen en vrouwen;12 jaar of ouder;0;Drugsmisdrijven;1999;4020;0
66;Totaal mannen en vrouwen;12 jaar of ouder;0;Drugsmisdrijven;2000;3950;0
67;Totaal mannen en vrouwen;12 jaar of ouder;0;Drugsmisdrijven;2001;4920;0
68;Totaal mannen en vrouwen;12 jaar of ouder;0;Drugsmisdrijven;2002;5610;0
69;Totaal mannen en vrouwen;12 jaar of ouder;0;Drugsmisdrijven;2003;6950;1
70;Totaal mannen en vrouwen;12 jaar of ouder;0;Drugsmisdrijven;2004;7820;1
71;Totaal mannen en vrouwen;12 jaar of ouder;0;Drugsmisdrijven;2005;8220;1
72;Totaal mannen en vrouwen;12 jaar of ouder;0;Drugsmisdrijven;2006;8580;1
73;Totaal mannen en vrouwen;12 jaar of ouder;0;Drugsmisdrijven;2007;8380;1
74;Totaal mannen en vrouwen;12 jaar of ouder;0;Drugsmisdrijven;2008;7550;1
75;Totaal mannen en vrouwen;12 jaar of ouder;0;Drugsmisdrijven;2009;7280;1
76;Totaal mannen en vrouwen;12 jaar of ouder;0;Drugsmisdrijven;2010;7180;1
77;Totaal mannen en vrouwen;12 jaar of ouder;0;Drugsmisdrijven;2011;7370;1
78;Totaal mannen en vrouwen;12 jaar of ouder;0;Overige misdrijven;1999;6690;0
79;Totaal mannen en vrouwen;12 jaar of ouder;0;Overige misdrijven;2000;6860;1
80;Totaal mannen en vrouwen;12 jaar of ouder;0;Overige misdrijven;2001;7310;1
81;Totaal mannen en vrouwen;12 jaar of ouder;0;Overige misdrijven;2002;8750;1
82;Totaal mannen en vrouwen;12 jaar of ouder;0;Overige misdrijven;2003;10690;1
83;Totaal mannen en vrouwen;12 jaar of ouder;0;Overige misdrijven;2004;12040;1
84;Totaal mannen en vrouwen;12 jaar of ouder;0;Overige misdrijven;2005;12020;1
85;Totaal mannen en vrouwen;12 jaar of ouder;0;Overige misdrijven;2006;11470;1
86;Totaal mannen en vrouwen;12 jaar of ouder;0;Overige misdrijven;2007;10920;1
87;Totaal mannen en vrouwen;12 jaar of ouder;0;Overige misdrijven;2008;9840;1
88;Totaal mannen en vrouwen;12 jaar of ouder;0;Overige misdrijven;2009;9560;1
89;Totaal mannen en vrouwen;12 jaar of ouder;0;Overige misdrijven;2010;9620;1
90;Totaal mannen en vrouwen;12 jaar of ouder;0;Overige misdrijven;2011;9240;1
91;Totaal mannen en vrouwen;12 jaar of ouder;0;Verdachten van meer soorten misdrijven;1999;22010;2
92;Totaal mannen en vrouwen;12 jaar of ouder;0;Verdachten van meer soorten misdrijven;2000;21080;2
93;Totaal mannen en vrouwen;12 jaar of ouder;0;Verdachten van meer soorten misdrijven;2001;22370;2
94;Totaal mannen en vrouwen;12 jaar of ouder;0;Verdachten van meer soorten misdrijven;2002;25750;2
95;Totaal mannen en vrouwen;12 jaar of ouder;0;Verdachten van meer soorten misdrijven;2003;29350;2
96;Totaal mannen en vrouwen;12 jaar of ouder;0;Verdachten van meer soorten misdrijven;2004;33630;2
97;Totaal mannen en vrouwen;12 jaar of ouder;0;Verdachten van meer soorten misdrijven;2005;35180;3
98;Totaal mannen en vrouwen;12 jaar of ouder;0;Verdachten van meer soorten misdrijven;2006;35720;3
99;Totaal mannen en vrouwen;12 jaar of ouder;0;Verdachten van meer soorten misdrijven;2007;36070;3
100;Totaal mannen en vrouwen;12 jaar of ouder;0;Verdachten van meer soorten misdrijven;2008;32590;2
101;Totaal mannen en vrouwen;12 jaar of ouder;0;Verdachten van meer soorten misdrijven;2009;28470;2
102;Totaal mannen en vrouwen;12 jaar of ouder;0;Verdachten van meer soorten misdrijven;2010;26130;2
103;Totaal mannen en vrouwen;12 jaar of ouder;0;Verdachten van meer soorten misdrijven;2011;24810;2
104;Totaal mannen en vrouwen;12 jaar of ouder;1;Totaal verdachten van misdrijven;1999;88430;8
105;Totaal mannen en vrouwen;12 jaar of ouder;1;Totaal verdachten van misdrijven;2000;86710;8
106;Totaal mannen en vrouwen;12 jaar of ouder;1;Totaal verdachten van misdrijven;2001;93520;8
107;Totaal mannen en vrouwen;12 jaar of ouder;1;Totaal verdachten van misdrijven;2002;102740;9
108;Totaal mannen en vrouwen;12 jaar of ouder;1;Totaal verdachten van misdrijven;2003;115070;10
109;Totaal mannen en vrouwen;12 jaar of ouder;1;Totaal verdachten van misdrijven;2004;124810;11
110;Totaal mannen en vrouwen;12 jaar of ouder;1;Totaal verdachten van misdrijven;2005;132440;12
111;Totaal mannen en vrouwen;12 jaar of ouder;1;Totaal verdachten van misdrijven;2006;135360;12
112;Totaal mannen en vrouwen;12 jaar of ouder;1;Totaal verdachten van misdrijven;2007;137200;12
113;Totaal mannen en vrouwen;12 jaar of ouder;1;Totaal verdachten van misdrijven;2008;126810;11
114;Totaal mannen en vrouwen;12 jaar of ouder;1;Totaal verdachten van misdrijven;2009;115130;10
115;Totaal mannen en vrouwen;12 jaar of ouder;1;Totaal verdachten van misdrijven;2010;106640;9
116;Totaal mannen en vrouwen;12 jaar of ouder;1;Totaal verdachten van misdrijven;2011;99090;9
117;Totaal mannen en vrouwen;12 jaar of ouder;1;Vermogensmisdrijven;1999;19570;2
118;Totaal mannen en vrouwen;12 jaar of ouder;1;Vermogensmisdrijven;2000;18040;2
119;Totaal mannen en vrouwen;12 jaar of ouder;1;Vermogensmisdrijven;2001;18380;2
120;Totaal mannen en vrouwen;12 jaar of ouder;1;Vermogensmisdrijven;2002;19310;2
121;Totaal mannen en vrouwen;12 jaar of ouder;1;Vermogensmisdrijven;2003;20530;2
122;Totaal mannen en vrouwen;12 jaar of ouder;1;Vermogensmisdrijven;2004;21880;2
123;Totaal mannen en vrouwen;12 jaar of ouder;1;Vermogensmisdrijven;2005;22470;2
124;Totaal mannen en vrouwen;12 jaar of ouder;1;Vermogensmisdrijven;2006;22630;2
125;Totaal mannen en vrouwen;12 jaar of ouder;1;Vermogensmisdrijven;2007;22270;2
126;Totaal mannen en vrouwen;12 jaar of ouder;1;Vermogensmisdrijven;2008;21850;2
127;Totaal mannen en vrouwen;12 jaar of ouder;1;Vermogensmisdrijven;2009;20830;2
128;Totaal mannen en vrouwen;12 jaar of ouder;1;Vermogensmisdrijven;2010;20590;2
129;Totaal mannen en vrouwen;12 jaar of ouder;1;Vermogensmisdrijven;2011;19730;2
130;Totaal mannen en vrouwen;12 jaar of ouder;1;Vernieling en openbare orde;1999;9620;1
131;Totaal mannen en vrouwen;12 jaar of ouder;1;Vernieling en openbare orde;2000;9630;1
132;Totaal mannen en vrouwen;12 jaar of ouder;1;Vernieling en openbare orde;2001;10560;1
133;Totaal mannen en vrouwen;12 jaar of ouder;1;Vernieling en openbare orde;2002;11910;1
134;Totaal mannen en vrouwen;12 jaar of ouder;1;Vernieling en openbare orde;2003;13430;1
135;Totaal mannen en vrouwen;12 jaar of ouder;1;Vernieling en openbare orde;2004;14820;1
136;Totaal mannen en vrouwen;12 jaar of ouder;1;Vernieling en openbare orde;2005;16500;1
137;Totaal mannen en vrouwen;12 jaar of ouder;1;Vernieling en openbare orde;2006;16820;1
138;Totaal mannen en vrouwen;12 jaar of ouder;1;Vernieling en openbare orde;2007;17670;2
139;Totaal mannen en vrouwen;12 jaar of ouder;1;Vernieling en openbare orde;2008;15860;1
140;Totaal mannen en vrouwen;12 jaar of ouder;1;Vernieling en openbare orde;2009;14010;1
141;Totaal mannen en vrouwen;12 jaar of ouder;1;Vernieling en openbare orde;2010;12910;1
142;Totaal mannen en vrouwen;12 jaar of ouder;1;Vernieling en openbare orde;2011;10960;1
143;Totaal mannen en vrouwen;12 jaar of ouder;1;Geweldsmisdrijven;1999;12490;1
144;Totaal mannen en vrouwen;12 jaar of ouder;1;Geweldsmisdrijven;2000;12880;1
145;Totaal mannen en vrouwen;12 jaar of ouder;1;Geweldsmisdrijven;2001;14980;1
146;Totaal mannen en vrouwen;12 jaar of ouder;1;Geweldsmisdrijven;2002;17070;2
147;Totaal mannen en vrouwen;12 jaar of ouder;1;Geweldsmisdrijven;2003;19490;2
148;Totaal mannen en vrouwen;12 jaar of ouder;1;Geweldsmisdrijven;2004;22140;2
149;Totaal mannen en vrouwen;12 jaar of ouder;1;Geweldsmisdrijven;2005;24920;2
150;Totaal mannen en vrouwen;12 jaar of ouder;1;Geweldsmisdrijven;2006;26370;2
151;Totaal mannen en vrouwen;12 jaar of ouder;1;Geweldsmisdrijven;2007;27120;2
152;Totaal mannen en vrouwen;12 jaar of ouder;1;Geweldsmisdrijven;2008;25370;2
153;Totaal mannen en vrouwen;12 jaar of ouder;1;Geweldsmisdrijven;2009;23700;2
154;Totaal mannen en vrouwen;12 jaar of ouder;1;Geweldsmisdrijven;2010;21740;2
155;Totaal mannen en vrouwen;12 jaar of ouder;1;Geweldsmisdrijven;2011;19960;2
156;Totaal mannen en vrouwen;12 jaar of ouder;1;Verkeersmisdrijven;1999;27500;2
157;Totaal mannen en vrouwen;12 jaar of ouder;1;Verkeersmisdrijven;2000;27510;2
158;Totaal mannen en vrouwen;12 jaar of ouder;1;Verkeersmisdrijven;2001;29020;3
159;Totaal mannen en vrouwen;12 jaar of ouder;1;Verkeersmisdrijven;2002;30940;3
160;Totaal mannen en vrouwen;12 jaar of ouder;1;Verkeersmisdrijven;2003;33680;3
161;Totaal mannen en vrouwen;12 jaar of ouder;1;Verkeersmisdrijven;2004;33850;3
162;Totaal mannen en vrouwen;12 jaar of ouder;1;Verkeersmisdrijven;2005;34690;3
163;Totaal mannen en vrouwen;12 jaar of ouder;1;Verkeersmisdrijven;2006;35320;3
164;Totaal mannen en vrouwen;12 jaar of ouder;1;Verkeersmisdrijven;2007;36360;3
165;Totaal mannen en vrouwen;12 jaar of ouder;1;Verkeersmisdrijven;2008;33750;3
166;Totaal mannen en vrouwen;12 jaar of ouder;1;Verkeersmisdrijven;2009;30010;3
167;Totaal mannen en vrouwen;12 jaar of ouder;1;Verkeersmisdrijven;2010;26630;2
168;Totaal mannen en vrouwen;12 jaar of ouder;1;Verkeersmisdrijven;2011;24540;2
169;Totaal mannen en vrouwen;12 jaar of ouder;1;Drugsmisdrijven;1999;2110;0
170;Totaal mannen en vrouwen;12 jaar of ouder;1;Drugsmisdrijven;2000;2070;0
171;Totaal mannen en vrouwen;12 jaar of ouder;1;Drugsmisdrijven;2001;2640;0
172;Totaal mannen en vrouwen;12 jaar of ouder;1;Drugsmisdrijven;2002;2920;0
173;Totaal mannen en vrouwen;12 jaar of ouder;1;Drugsmisdrijven;2003;3700;0
174;Totaal mannen en vrouwen;12 jaar of ouder;1;Drugsmisdrijven;2004;4150;0
175;Totaal mannen en vrouwen;12 jaar of ouder;1;Drugsmisdrijven;2005;4620;0
176;Totaal mannen en vrouwen;12 jaar of ouder;1;Drugsmisdrijven;2006;5000;0
177;Totaal mannen en vrouwen;12 jaar of ouder;1;Drugsmisdrijven;2007;5020;0
178;Totaal mannen en vrouwen;12 jaar of ouder;1;Drugsmisdrijven;2008;4260;0
179;Totaal mannen en vrouwen;12 jaar of ouder;1;Drugsmisdrijven;2009;4140;0
180;Totaal mannen en vrouwen;12 jaar of ouder;1;Drugsmisdrijven;2010;4060;0
181;Totaal mannen en vrouwen;12 jaar of ouder;1;Drugsmisdrijven;2011;4160;0
182;Totaal mannen en vrouwen;12 jaar of ouder;1;Overige misdrijven;1999;4910;0
183;Totaal mannen en vrouwen;12 jaar of ouder;1;Overige misdrijven;2000;4890;0
184;Totaal mannen en vrouwen;12 jaar of ouder;1;Overige misdrijven;2001;5280;0
185;Totaal mannen en vrouwen;12 jaar of ouder;1;Overige misdrijven;2002;6220;1
186;Totaal mannen en vrouwen;12 jaar of ouder;1;Overige misdrijven;2003;7610;1
187;Totaal mannen en vrouwen;12 jaar of ouder;1;Overige misdrijven;2004;8630;1
188;Totaal mannen en vrouwen;12 jaar of ouder;1;Overige misdrijven;2005;8630;1
189;Totaal mannen en vrouwen;12 jaar of ouder;1;Overige misdrijven;2006;8290;1
190;Totaal mannen en vrouwen;12 jaar of ouder;1;Overige misdrijven;2007;7760;1
191;Totaal mannen en vrouwen;12 jaar of ouder;1;Overige misdrijven;2008;7080;1
192;Totaal mannen en vrouwen;12 jaar of ouder;1;Overige misdrijven;2009;6620;1
193;Totaal mannen en vrouwen;12 jaar of ouder;1;Overige misdrijven;2010;6420;1
194;Totaal mannen en vrouwen;12 jaar of ouder;1;Overige misdrijven;2011;6200;1
195;Totaal mannen en vrouwen;12 jaar of ouder;1;Verdachten van meer soorten misdrijven;1999;12240;1
196;Totaal mannen en vrouwen;12 jaar of ouder;1;Verdachten van meer soorten misdrijven;2000;11700;1
197;Totaal mannen en vrouwen;12 jaar of ouder;1;Verdachten van meer soorten misdrijven;2001;12660;1
198;Totaal mannen en vrouwen;12 jaar of ouder;1;Verdachten van meer soorten misdrijven;2002;14380;1
199;Totaal mannen en vrouwen;12 jaar of ouder;1;Verdachten van meer soorten misdrijven;2003;16620;1
200;Totaal mannen en vrouwen;12 jaar of ouder;1;Verdachten van meer soorten misdrijven;2004;19330;2
201;Totaal mannen en vrouwen;12 jaar of ouder;1;Verdachten van meer soorten misdrijven;2005;20610;2
202;Totaal mannen en vrouwen;12 jaar of ouder;1;Verdachten van meer soorten misdrijven;2006;20930;2
203;Totaal mannen en vrouwen;12 jaar of ouder;1;Verdachten van meer soorten misdrijven;2007;21000;2
204;Totaal mannen en vrouwen;12 jaar of ouder;1;Verdachten van meer soorten misdrijven;2008;18650;2
205;Totaal mannen en vrouwen;12 jaar of ouder;1;Verdachten van meer soorten misdrijven;2009;15830;1
206;Totaal mannen en vrouwen;12 jaar of ouder;1;Verdachten van meer soorten misdrijven;2010;14280;1
207;Totaal mannen en vrouwen;12 jaar of ouder;1;Verdachten van meer soorten misdrijven;2011;13550;1
208;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten van misdrijven;1999;50900;23
209;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten van misdrijven;2000;51400;22
210;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten van misdrijven;2001;55750;23
211;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten van misdrijven;2002;61480;25
212;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten van misdrijven;2003;68960;27
213;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten van misdrijven;2004;74370;29
214;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten van misdrijven;2005;76910;29
215;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten van misdrijven;2006;78970;30
216;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten van misdrijven;2007;79590;30
217;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten van misdrijven;2008;76040;28
218;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten van misdrijven;2009;72630;26
219;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten van misdrijven;2010;70140;24
220;Totaal mannen en vrouwen;12 jaar of ouder;2;Totaal verdachten van misdrijven;2011;65340;22
221;Totaal mannen en vrouwen;12 jaar of ouder;2;Vermogensmisdrijven;1999;17270;8
222;Totaal mannen en vrouwen;12 jaar of ouder;2;Vermogensmisdrijven;2000;16770;7
223;Totaal mannen en vrouwen;12 jaar of ouder;2;Vermogensmisdrijven;2001;17950;7
224;Totaal mannen en vrouwen;12 jaar of ouder;2;Vermogensmisdrijven;2002;18280;7
225;Totaal mannen en vrouwen;12 jaar of ouder;2;Vermogensmisdrijven;2003;19220;8
226;Totaal mannen en vrouwen;12 jaar of ouder;2;Vermogensmisdrijven;2004;20070;8
227;Totaal mannen en vrouwen;12 jaar of ouder;2;Vermogensmisdrijven;2005;20340;8
228;Totaal mannen en vrouwen;12 jaar of ouder;2;Vermogensmisdrijven;2006;20790;8
229;Totaal mannen en vrouwen;12 jaar of ouder;2;Vermogensmisdrijven;2007;20000;7
230;Totaal mannen en vrouwen;12 jaar of ouder;2;Vermogensmisdrijven;2008;19420;7
231;Totaal mannen en vrouwen;12 jaar of ouder;2;Vermogensmisdrijven;2009;19080;7
232;Totaal mannen en vrouwen;12 jaar of ouder;2;Vermogensmisdrijven;2010;19590;7
233;Totaal mannen en vrouwen;12 jaar of ouder;2;Vermogensmisdrijven;2011;18490;6
234;Totaal mannen en vrouwen;12 jaar of ouder;2;Vernieling en openbare orde;1999;3720;2
235;Totaal mannen en vrouwen;12 jaar of ouder;2;Vernieling en openbare orde;2000;4170;2
236;Totaal mannen en vrouwen;12 jaar of ouder;2;Vernieling en openbare orde;2001;4570;2
237;Totaal mannen en vrouwen;12 jaar of ouder;2;Vernieling en openbare orde;2002;5220;2
238;Totaal mannen en vrouwen;12 jaar of ouder;2;Vernieling en openbare orde;2003;5810;2
239;Totaal mannen en vrouwen;12 jaar of ouder;2;Vernieling en openbare orde;2004;6670;3
240;Totaal mannen en vrouwen;12 jaar of ouder;2;Vernieling en openbare orde;2005;7120;3
241;Totaal mannen en vrouwen;12 jaar of ouder;2;Vernieling en openbare orde;2006;7240;3
242;Totaal mannen en vrouwen;12 jaar of ouder;2;Vernieling en openbare orde;2007;7620;3
243;Totaal mannen en vrouwen;12 jaar of ouder;2;Vernieling en openbare orde;2008;6800;2
244;Totaal mannen en vrouwen;12 jaar of ouder;2;Vernieling en openbare orde;2009;6590;2
245;Totaal mannen en vrouwen;12 jaar of ouder;2;Vernieling en openbare orde;2010;6430;2
246;Totaal mannen en vrouwen;12 jaar of ouder;2;Vernieling en openbare orde;2011;5390;2
247;Totaal mannen en vrouwen;12 jaar of ouder;2;Geweldsmisdrijven;1999;7310;3
248;Totaal mannen en vrouwen;12 jaar of ouder;2;Geweldsmisdrijven;2000;7770;3
249;Totaal mannen en vrouwen;12 jaar of ouder;2;Geweldsmisdrijven;2001;9150;4
250;Totaal mannen en vrouwen;12 jaar of ouder;2;Geweldsmisdrijven;2002;10220;4
251;Totaal mannen en vrouwen;12 jaar of ouder;2;Geweldsmisdrijven;2003;12480;5
252;Totaal mannen en vrouwen;12 jaar of ouder;2;Geweldsmisdrijven;2004;13930;5
253;Totaal mannen en vrouwen;12 jaar of ouder;2;Geweldsmisdrijven;2005;15360;6
254;Totaal mannen en vrouwen;12 jaar of ouder;2;Geweldsmisdrijven;2006;15860;6
255;Totaal mannen en vrouwen;12 jaar of ouder;2;Geweldsmisdrijven;2007;16510;6
256;Totaal mannen en vrouwen;12 jaar of ouder;2;Geweldsmisdrijven;2008;16220;6
257;Totaal mannen en vrouwen;12 jaar of ouder;2;Geweldsmisdrijven;2009;15540;6
258;Totaal mannen en vrouwen;12 jaar of ouder;2;Geweldsmisdrijven;2010;14570;5
259;Totaal mannen en vrouwen;12 jaar of ouder;2;Geweldsmisdrijven;2011;13250;5
260;Totaal mannen en vrouwen;12 jaar of ouder;2;Verkeersmisdrijven;1999;9130;4
261;Totaal mannen en vrouwen;12 jaar of ouder;2;Verkeersmisdrijven;2000;9470;4
262;Totaal mannen en vrouwen;12 jaar of ouder;2;Verkeersmisdrijven;2001;10080;4
263;Totaal mannen en vrouwen;12 jaar of ouder;2;Verkeersmisdrijven;2002;11170;4
264;Totaal mannen en vrouwen;12 jaar of ouder;2;Verkeersmisdrijven;2003;12400;5
265;Totaal mannen en vrouwen;12 jaar of ouder;2;Verkeersmisdrijven;2004;12330;5
266;Totaal mannen en vrouwen;12 jaar of ouder;2;Verkeersmisdrijven;2005;12530;5
267;Totaal mannen en vrouwen;12 jaar of ouder;2;Verkeersmisdrijven;2006;13520;5
268;Totaal mannen en vrouwen;12 jaar of ouder;2;Verkeersmisdrijven;2007;13870;5
269;Totaal mannen en vrouwen;12 jaar of ouder;2;Verkeersmisdrijven;2008;13600;5
270;Totaal mannen en vrouwen;12 jaar of ouder;2;Verkeersmisdrijven;2009;12710;5
271;Totaal mannen en vrouwen;12 jaar of ouder;2;Verkeersmisdrijven;2010;11400;4
272;Totaal mannen en vrouwen;12 jaar of ouder;2;Verkeersmisdrijven;2011;10670;4
273;Totaal mannen en vrouwen;12 jaar of ouder;2;Drugsmisdrijven;1999;1910;1
274;Totaal mannen en vrouwen;12 jaar of ouder;2;Drugsmisdrijven;2000;1880;1
275;Totaal mannen en vrouwen;12 jaar of ouder;2;Drugsmisdrijven;2001;2280;1
276;Totaal mannen en vrouwen;12 jaar of ouder;2;Drugsmisdrijven;2002;2700;1
277;Totaal mannen en vrouwen;12 jaar of ouder;2;Drugsmisdrijven;2003;3250;1
278;Totaal mannen en vrouwen;12 jaar of ouder;2;Drugsmisdrijven;2004;3670;1
279;Totaal mannen en vrouwen;12 jaar of ouder;2;Drugsmisdrijven;2005;3600;1
280;Totaal mannen en vrouwen;12 jaar of ouder;2;Drugsmisdrijven;2006;3580;1
281;Totaal mannen en vrouwen;12 jaar of ouder;2;Drugsmisdrijven;2007;3360;1
282;Totaal mannen en vrouwen;12 jaar of ouder;2;Drugsmisdrijven;2008;3290;1
283;Totaal mannen en vrouwen;12 jaar of ouder;2;Drugsmisdrijven;2009;3140;1
284;Totaal mannen en vrouwen;12 jaar of ouder;2;Drugsmisdrijven;2010;3110;1
