ID;Geslacht;Onderwijssoort;Herkomstgroepering;Studierichting;Perioden;Eerstejaarsstudenten_1
83;Totaal mannen en vrouwen;Hoger onderwijs;0;140 Lerarenopleidingen algemeen;2015/'16;0
84;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;1995/'96;796
85;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;1996/'97;935
86;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;1997/'98;1038
87;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;1998/'99;1088
88;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;1999/'00;1287
89;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2000/'01;1582
90;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2001/'02;1599
91;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2002/'03;1612
92;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2003/'04;1758
93;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2004/'05;1883
94;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2005/'06;2252
95;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2006/'07;2434
96;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2007/'08;2667
97;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2008/'09;2705
98;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2009/'10;2966
99;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2010/'11;2860
100;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2011/'12;2759
101;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2012/'13;2610
102;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2013/'14;2809
103;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2014/'15;2649
104;Totaal mannen en vrouwen;Hoger onderwijs;0;142 Pedagogische studies, onderwijskunde;2015/'16;0
105;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;1995/'96;5190
106;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;1996/'97;5356
107;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;1997/'98;5777
108;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;1998/'99;7139
109;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;1999/'00;8111
110;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2000/'01;8328
111;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2001/'02;7549
112;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2002/'03;7831
113;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2003/'04;9054
114;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2004/'05;8863
115;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2005/'06;8188
116;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2006/'07;8088
117;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2007/'08;7277
118;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2008/'09;6490
119;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2009/'10;6340
120;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2010/'11;6130
121;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2011/'12;5670
122;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2012/'13;5064
123;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2013/'14;5368
124;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2014/'15;5328
125;Totaal mannen en vrouwen;Hoger onderwijs;0;144 Lerarenopleidingen basisonderwijs;2015/'16;0
126;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;1995/'96;3460
127;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;1996/'97;3297
128;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;1997/'98;2973
129;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;1998/'99;2619
130;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;1999/'00;3070
131;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2000/'01;3308
132;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2001/'02;2911
133;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2002/'03;3110
134;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2003/'04;3656
135;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2004/'05;3773
136;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2005/'06;3508
137;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2006/'07;3821
138;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2007/'08;2754
139;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2008/'09;2724
140;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2009/'10;3088
141;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2010/'11;2966
142;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2011/'12;2764
143;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2012/'13;2645
144;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2013/'14;2935
145;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2014/'15;2726
146;Totaal mannen en vrouwen;Hoger onderwijs;0;145 Lerarenopleidingen voortgezet onderw;2015/'16;0
147;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;1995/'96;2423
148;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;1996/'97;2165
149;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;1997/'98;2074
150;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;1998/'99;1576
151;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;1999/'00;1841
152;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2000/'01;1813
153;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2001/'02;1812
154;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2002/'03;1947
155;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2003/'04;2010
156;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2004/'05;1713
157;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2005/'06;1564
158;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2006/'07;1521
159;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2007/'08;2562
160;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2008/'09;2528
161;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2009/'10;2604
162;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2010/'11;2622
163;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2011/'12;2389
164;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2012/'13;2256
165;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2013/'14;2186
166;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2014/'15;2216
167;Totaal mannen en vrouwen;Hoger onderwijs;0;146 Lerarenopleidingen beroepsonderwijs;2015/'16;0
168;Totaal mannen en vrouwen;Hoger onderwijs;0;2;1995/'96;6549
169;Totaal mannen en vrouwen;Hoger onderwijs;0;2;1996/'97;6500
170;Totaal mannen en vrouwen;Hoger onderwijs;0;2;1997/'98;6449
171;Totaal mannen en vrouwen;Hoger onderwijs;0;2;1998/'99;6395
172;Totaal mannen en vrouwen;Hoger onderwijs;0;2;1999/'00;6430
173;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2000/'01;6833
174;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2001/'02;7081
175;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2002/'03;6989
176;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2003/'04;7554
177;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2004/'05;8226
178;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2005/'06;8869
179;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2006/'07;9213
180;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2007/'08;9404
181;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2008/'09;9986
182;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2009/'10;10505
183;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2010/'11;10758
184;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2011/'12;10862
185;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2012/'13;10772
186;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2013/'14;11446
187;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2014/'15;10998
188;Totaal mannen en vrouwen;Hoger onderwijs;0;2;2015/'16;0
189;Totaal mannen en vrouwen;Hoger onderwijs;0;20;1995/'96;0
190;Totaal mannen en vrouwen;Hoger onderwijs;0;20;1996/'97;0
191;Totaal mannen en vrouwen;Hoger onderwijs;0;20;1997/'98;0
192;Totaal mannen en vrouwen;Hoger onderwijs;0;20;1998/'99;0
193;Totaal mannen en vrouwen;Hoger onderwijs;0;20;1999/'00;0
194;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2000/'01;0
195;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2001/'02;0
196;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2002/'03;0
197;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2003/'04;0
198;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2004/'05;284
199;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2005/'06;384
200;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2006/'07;393
201;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2007/'08;456
202;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2008/'09;703
203;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2009/'10;907
204;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2010/'11;825
205;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2011/'12;913
206;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2012/'13;1059
207;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2013/'14;1159
208;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2014/'15;1246
209;Totaal mannen en vrouwen;Hoger onderwijs;0;20;2015/'16;0
210;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;1995/'96;0
211;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;1996/'97;0
212;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;1997/'98;0
213;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;1998/'99;0
214;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;1999/'00;0
215;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2000/'01;0
216;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2001/'02;0
217;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2002/'03;0
218;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2003/'04;0
219;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2004/'05;284
220;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2005/'06;384
221;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2006/'07;393
222;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2007/'08;456
223;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2008/'09;703
224;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2009/'10;907
225;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2010/'11;825
226;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2011/'12;913
227;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2012/'13;1059
228;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2013/'14;1159
229;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2014/'15;1246
230;Totaal mannen en vrouwen;Hoger onderwijs;0;200 Vrije kunsten en wetenschappen;2015/'16;0
231;Totaal mannen en vrouwen;Hoger onderwijs;0;21;1995/'96;3746
232;Totaal mannen en vrouwen;Hoger onderwijs;0;21;1996/'97;3802
233;Totaal mannen en vrouwen;Hoger onderwijs;0;21;1997/'98;3839
234;Totaal mannen en vrouwen;Hoger onderwijs;0;21;1998/'99;3845
235;Totaal mannen en vrouwen;Hoger onderwijs;0;21;1999/'00;3852
236;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2000/'01;4292
237;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2001/'02;4509
238;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2002/'03;4425
239;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2003/'04;4764
240;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2004/'05;4835
241;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2005/'06;5094
242;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2006/'07;5280
243;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2007/'08;5414
244;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2008/'09;5676
245;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2009/'10;5935
246;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2010/'11;6219
247;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2011/'12;6286
248;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2012/'13;6240
249;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2013/'14;6472
250;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2014/'15;6313
251;Totaal mannen en vrouwen;Hoger onderwijs;0;21;2015/'16;0
252;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;1995/'96;8
253;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;1996/'97;8
254;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;1997/'98;9
255;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;1998/'99;6
256;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;1999/'00;13
257;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2000/'01;0
258;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2001/'02;27
259;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2002/'03;83
260;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2003/'04;139
261;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2004/'05;165
262;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2005/'06;168
263;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2006/'07;207
264;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2007/'08;228
265;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2008/'09;223
266;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2009/'10;239
267;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2010/'11;263
268;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2011/'12;311
269;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2012/'13;381
270;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2013/'14;408
271;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2014/'15;455
272;Totaal mannen en vrouwen;Hoger onderwijs;0;210 Kunstonderwijs algemeen;2015/'16;0
273;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;1995/'96;2046
274;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;1996/'97;2088
275;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;1997/'98;2059
276;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;1998/'99;2008
277;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;1999/'00;1946
278;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;2000/'01;1927
279;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;2001/'02;1900
280;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;2002/'03;1896
281;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;2003/'04;1904
282;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;2004/'05;1919
283;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;2005/'06;2092
284;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;2006/'07;2176
285;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;2007/'08;2230
286;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;2008/'09;2289
287;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;2009/'10;2355
288;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;2010/'11;2301
289;Totaal mannen en vrouwen;Hoger onderwijs;0;211 Beeldende kunst;2011/'12;2369
