ID;Geslacht;Leeftijd;Cijfersoort;Perioden;TotaalContacten_1;ConsultenOpDePraktijk_2;Visites_3;TelefonischeConsulten_4;TotaalContacten_5;ConsultenOpDePraktijk_6;Visites_7;TelefonischeConsulten_8;TotaalContacten_9;ConsultenOpDePraktijk_10;Visites_11;TelefonischeConsulten_12
24;Totaal mannen en vrouwen;Totaal leeftijd;Standaardfout;2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;Totaal mannen en vrouwen;Totaal leeftijd;Standaardfout;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;Totaal mannen en vrouwen;0 jaar;Waarde;2006;60.8;54.7;9.8;26.3;4.5;3.4;0.2;0.9;5.5;4.1;0.3;1.1
27;Totaal mannen en vrouwen;0 jaar;Waarde;2007;62.2;54.6;9.0;28.5;4.3;3.1;0.2;1.0;5.4;4.0;0.3;1.2
28;Totaal mannen en vrouwen;0 jaar;Waarde;2008;65.8;59.4;10.1;31.6;5.0;3.6;0.2;1.1;5.8;4.2;0.3;1.3
29;Totaal mannen en vrouwen;0 jaar;Waarde;2009;59.2;54.1;11.0;31.3;4.9;3.5;0.2;1.2;5.7;4.0;0.3;1.4
30;Totaal mannen en vrouwen;0 jaar;Waarde;2010;58.9;54.2;9.9;30.2;4.8;3.4;0.2;1.2;5.8;4.1;0.3;1.4
31;Totaal mannen en vrouwen;0 jaar;Waarde;2011;58.5;54.4;6.0;33.5;4.7;3.3;0.1;1.3;5.5;3.9;0.1;1.5
32;Totaal mannen en vrouwen;0 jaar;Waarde;2012;61.5;56.4;6.2;35.7;5.4;3.7;0.1;1.5;6.1;4.3;0.2;1.7
33;Totaal mannen en vrouwen;0 jaar;Waarde;2013;61.7;55.8;6.2;36.1;4.9;3.3;0.1;1.4;5.7;3.8;0.2;1.7
34;Totaal mannen en vrouwen;0 jaar;Waarde;2014;63.8;56.7;7.5;37.6;5.0;3.3;0.2;1.5;5.8;3.9;0.2;1.7
35;Totaal mannen en vrouwen;0 jaar;Waarde;2015;65.2;57.2;8.5;38.1;5.0;3.2;0.2;1.5;5.8;3.8;0.2;1.8
36;Totaal mannen en vrouwen;0 jaar;Waarde;2016;64.2;57.8;8.0;36.8;5.2;3.6;0.2;1.5;6.0;4.1;0.2;1.7
37;Totaal mannen en vrouwen;0 jaar;Waarde;2017;62.4;56.3;5.3;36.6;4.9;3.3;0.1;1.5;5.7;3.9;0.1;1.7
38;Totaal mannen en vrouwen;0 jaar;Waarde;2018;73.8;67.1;1.0;38.5;5.0;3.6;0.0;1.4;6.4;4.5;0.0;1.8
39;Totaal mannen en vrouwen;0 jaar;Standaardfout;2006;0.7;0.7;0.6;0.8;0.1;0.1;0.0;0.0;0.1;0.1;0.0;0.0
40;Totaal mannen en vrouwen;0 jaar;Standaardfout;2007;0.8;0.8;0.5;0.8;0.1;0.1;0.0;0.0;0.1;0.1;0.0;0.0
41;Totaal mannen en vrouwen;0 jaar;Standaardfout;2008;0.7;0.7;0.5;0.8;0.1;0.1;0.0;0.0;0.1;0.1;0.0;0.0
42;Totaal mannen en vrouwen;0 jaar;Standaardfout;2009;1.0;1.1;0.9;1.2;0.2;0.1;0.0;0.1;0.2;0.1;0.0;0.1
43;Totaal mannen en vrouwen;0 jaar;Standaardfout;2010;1.0;1.1;0.8;1.2;0.2;0.1;0.0;0.1;0.2;0.1;0.0;0.1
44;Totaal mannen en vrouwen;0 jaar;Standaardfout;2011;1.1;1.2;0.9;1.6;0.2;0.1;0.0;0.1;0.2;0.1;0.0;0.1
45;Totaal mannen en vrouwen;0 jaar;Standaardfout;2012;0.3;0.3;0.2;0.4;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
46;Totaal mannen en vrouwen;0 jaar;Standaardfout;2013;0.3;0.3;0.2;0.4;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
47;Totaal mannen en vrouwen;0 jaar;Standaardfout;2014;0.4;0.4;0.3;0.5;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
48;Totaal mannen en vrouwen;0 jaar;Standaardfout;2015;0.5;0.5;0.3;0.5;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
49;Totaal mannen en vrouwen;0 jaar;Standaardfout;2016;0.3;0.4;0.3;0.4;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
50;Totaal mannen en vrouwen;0 jaar;Standaardfout;2017;0.3;0.3;0.2;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
51;Totaal mannen en vrouwen;0 jaar;Standaardfout;2018;0.4;0.5;0.1;0.5;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
52;Totaal mannen en vrouwen;1 tot 5 jaar;Waarde;2006;78.2;74.2;1.5;33.3;3.0;2.4;0.0;0.6;3.8;3.1;0.0;0.7
53;Totaal mannen en vrouwen;1 tot 5 jaar;Waarde;2007;76.6;72.5;1.2;31.8;2.8;2.2;0.0;0.5;3.6;2.9;0.0;0.7
54;Totaal mannen en vrouwen;1 tot 5 jaar;Waarde;2008;79.6;75.5;1.0;34.9;3.0;2.4;0.0;0.6;3.8;3.0;0.0;0.8
55;Totaal mannen en vrouwen;1 tot 5 jaar;Waarde;2009;82.5;77.8;1.8;41.6;3.4;2.6;0.0;0.8;4.1;3.2;0.0;0.9
56;Totaal mannen en vrouwen;1 tot 5 jaar;Waarde;2010;80.7;76.1;0.9;39.5;3.2;2.5;0.0;0.7;4.0;3.1;0.0;0.9
57;Totaal mannen en vrouwen;1 tot 5 jaar;Waarde;2011;79.8;76.2;1.0;38.9;3.2;2.5;0.0;0.7;4.0;3.1;0.0;0.9
58;Totaal mannen en vrouwen;1 tot 5 jaar;Waarde;2012;83.1;78.4;1.0;41.7;3.5;2.7;0.0;0.8;4.2;3.2;0.0;1.0
59;Totaal mannen en vrouwen;1 tot 5 jaar;Waarde;2013;82.4;77.3;0.7;42.0;3.2;2.4;0.0;0.8;3.9;3.0;0.0;1.0
60;Totaal mannen en vrouwen;1 tot 5 jaar;Waarde;2014;81.4;76.5;0.6;41.0;3.1;2.4;0.0;0.7;3.9;2.9;0.0;0.9
61;Totaal mannen en vrouwen;1 tot 5 jaar;Waarde;2015;81.5;76.5;0.7;41.6;3.2;2.4;0.0;0.8;4.0;3.0;0.0;1.0
62;Totaal mannen en vrouwen;1 tot 5 jaar;Waarde;2016;82.7;77.7;0.6;43.6;3.3;2.5;0.0;0.8;4.0;3.0;0.0;1.0
63;Totaal mannen en vrouwen;1 tot 5 jaar;Waarde;2017;81.5;76.3;0.5;42.3;3.2;2.4;0.0;0.8;3.9;2.9;0.0;1.0
64;Totaal mannen en vrouwen;1 tot 5 jaar;Waarde;2018;82.1;76.5;0.5;44.9;3.3;2.4;0.0;0.9;4.0;3.0;0.0;1.1
65;Totaal mannen en vrouwen;1 tot 5 jaar;Standaardfout;2006;0.4;0.4;0.1;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;Totaal mannen en vrouwen;1 tot 5 jaar;Standaardfout;2007;0.4;0.4;0.1;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Totaal mannen en vrouwen;1 tot 5 jaar;Standaardfout;2008;0.3;0.4;0.1;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
68;Totaal mannen en vrouwen;1 tot 5 jaar;Standaardfout;2009;0.5;0.5;0.2;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
69;Totaal mannen en vrouwen;1 tot 5 jaar;Standaardfout;2010;0.5;0.5;0.1;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;Totaal mannen en vrouwen;1 tot 5 jaar;Standaardfout;2011;0.7;0.7;0.2;0.8;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0
71;Totaal mannen en vrouwen;1 tot 5 jaar;Standaardfout;2012;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;Totaal mannen en vrouwen;1 tot 5 jaar;Standaardfout;2013;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;Totaal mannen en vrouwen;1 tot 5 jaar;Standaardfout;2014;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74;Totaal mannen en vrouwen;1 tot 5 jaar;Standaardfout;2015;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;Totaal mannen en vrouwen;1 tot 5 jaar;Standaardfout;2016;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
76;Totaal mannen en vrouwen;1 tot 5 jaar;Standaardfout;2017;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77;Totaal mannen en vrouwen;1 tot 5 jaar;Standaardfout;2018;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78;Totaal mannen en vrouwen;5 tot 10 jaar;Waarde;2006;68.0;63.9;0.6;22.9;2.0;1.7;0.0;0.3;3.0;2.5;0.0;0.5
79;Totaal mannen en vrouwen;5 tot 10 jaar;Waarde;2007;66.2;62.0;0.5;22.2;1.8;1.5;0.0;0.3;2.8;2.3;0.0;0.5
80;Totaal mannen en vrouwen;5 tot 10 jaar;Waarde;2008;69.7;65.6;0.5;23.6;2.0;1.7;0.0;0.4;2.9;2.4;0.0;0.5
81;Totaal mannen en vrouwen;5 tot 10 jaar;Waarde;2009;71.6;66.6;1.0;29.0;2.2;1.8;0.0;0.4;3.1;2.5;0.0;0.6
82;Totaal mannen en vrouwen;5 tot 10 jaar;Waarde;2010;70.2;65.9;0.4;27.2;2.2;1.8;0.0;0.4;3.1;2.5;0.0;0.6
83;Totaal mannen en vrouwen;5 tot 10 jaar;Waarde;2011;72.0;66.9;0.3;29.0;2.2;1.7;0.0;0.5;3.0;2.4;0.0;0.6
84;Totaal mannen en vrouwen;5 tot 10 jaar;Waarde;2012;72.3;67.2;0.5;30.1;2.4;1.8;0.0;0.5;3.3;2.6;0.0;0.7
85;Totaal mannen en vrouwen;5 tot 10 jaar;Waarde;2013;72.3;67.1;0.4;31.0;2.3;1.8;0.0;0.5;3.1;2.4;0.0;0.7
86;Totaal mannen en vrouwen;5 tot 10 jaar;Waarde;2014;72.5;67.5;0.3;30.6;2.3;1.8;0.0;0.5;3.2;2.5;0.0;0.7
87;Totaal mannen en vrouwen;5 tot 10 jaar;Waarde;2015;72.7;67.4;0.4;31.6;2.4;1.8;0.0;0.5;3.2;2.5;0.0;0.7
88;Totaal mannen en vrouwen;5 tot 10 jaar;Waarde;2016;74.3;69.0;0.3;33.9;2.4;1.9;0.0;0.6;3.3;2.5;0.0;0.8
89;Totaal mannen en vrouwen;5 tot 10 jaar;Waarde;2017;72.2;66.7;0.2;32.1;2.3;1.8;0.0;0.5;3.2;2.4;0.0;0.7
90;Totaal mannen en vrouwen;5 tot 10 jaar;Waarde;2018;72.4;66.6;0.3;33.9;2.3;1.7;0.0;0.6;3.2;2.4;0.0;0.8
91;Totaal mannen en vrouwen;5 tot 10 jaar;Standaardfout;2006;0.4;0.4;0.1;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
92;Totaal mannen en vrouwen;5 tot 10 jaar;Standaardfout;2007;0.4;0.4;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;Totaal mannen en vrouwen;5 tot 10 jaar;Standaardfout;2008;0.3;0.3;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94;Totaal mannen en vrouwen;5 tot 10 jaar;Standaardfout;2009;0.5;0.5;0.1;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95;Totaal mannen en vrouwen;5 tot 10 jaar;Standaardfout;2010;0.5;0.5;0.1;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
96;Totaal mannen en vrouwen;5 tot 10 jaar;Standaardfout;2011;0.6;0.6;0.1;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
97;Totaal mannen en vrouwen;5 tot 10 jaar;Standaardfout;2012;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98;Totaal mannen en vrouwen;5 tot 10 jaar;Standaardfout;2013;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
99;Totaal mannen en vrouwen;5 tot 10 jaar;Standaardfout;2014;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100;Totaal mannen en vrouwen;5 tot 10 jaar;Standaardfout;2015;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
101;Totaal mannen en vrouwen;5 tot 10 jaar;Standaardfout;2016;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
102;Totaal mannen en vrouwen;5 tot 10 jaar;Standaardfout;2017;0.1;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
103;Totaal mannen en vrouwen;5 tot 10 jaar;Standaardfout;2018;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
104;Totaal mannen en vrouwen;10 tot 15 jaar;Waarde;2006;61.1;58.1;0.5;16.6;1.7;1.4;0.0;0.2;2.7;2.3;0.0;0.4
105;Totaal mannen en vrouwen;10 tot 15 jaar;Waarde;2007;60.4;57.1;0.4;17.9;1.6;1.3;0.0;0.3;2.7;2.2;0.0;0.4
106;Totaal mannen en vrouwen;10 tot 15 jaar;Waarde;2008;63.8;60.2;0.5;19.8;1.8;1.5;0.0;0.3;2.8;2.3;0.0;0.5
107;Totaal mannen en vrouwen;10 tot 15 jaar;Waarde;2009;66.5;61.7;0.9;23.9;1.9;1.6;0.0;0.3;2.9;2.3;0.0;0.5
108;Totaal mannen en vrouwen;10 tot 15 jaar;Waarde;2010;65.2;61.2;0.3;23.0;1.9;1.6;0.0;0.4;2.9;2.4;0.0;0.5
109;Totaal mannen en vrouwen;10 tot 15 jaar;Waarde;2011;65.6;61.3;0.2;23.5;1.8;1.5;0.0;0.4;2.8;2.3;0.0;0.5
110;Totaal mannen en vrouwen;10 tot 15 jaar;Waarde;2012;66.6;61.9;0.6;25.7;2.0;1.6;0.0;0.4;3.1;2.4;0.0;0.6
111;Totaal mannen en vrouwen;10 tot 15 jaar;Waarde;2013;66.4;61.5;0.4;26.5;1.9;1.5;0.0;0.4;2.9;2.3;0.0;0.6
112;Totaal mannen en vrouwen;10 tot 15 jaar;Waarde;2014;66.9;62.4;0.3;26.5;2.0;1.6;0.0;0.4;3.0;2.4;0.0;0.7
113;Totaal mannen en vrouwen;10 tot 15 jaar;Waarde;2015;67.2;62.3;0.5;27.4;2.1;1.6;0.0;0.5;3.1;2.4;0.0;0.7
114;Totaal mannen en vrouwen;10 tot 15 jaar;Waarde;2016;68.0;63.1;0.3;28.9;2.1;1.6;0.0;0.5;3.1;2.4;0.0;0.7
115;Totaal mannen en vrouwen;10 tot 15 jaar;Waarde;2017;67.0;62.3;0.3;28.0;2.1;1.6;0.0;0.5;3.1;2.4;0.0;0.7
116;Totaal mannen en vrouwen;10 tot 15 jaar;Waarde;2018;67.4;62.0;0.3;30.0;2.1;1.6;0.0;0.5;3.1;2.3;0.0;0.8
117;Totaal mannen en vrouwen;10 tot 15 jaar;Standaardfout;2006;0.4;0.4;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
118;Totaal mannen en vrouwen;10 tot 15 jaar;Standaardfout;2007;0.4;0.4;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
119;Totaal mannen en vrouwen;10 tot 15 jaar;Standaardfout;2008;0.3;0.4;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
120;Totaal mannen en vrouwen;10 tot 15 jaar;Standaardfout;2009;0.5;0.6;0.1;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
121;Totaal mannen en vrouwen;10 tot 15 jaar;Standaardfout;2010;0.5;0.5;0.1;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
122;Totaal mannen en vrouwen;10 tot 15 jaar;Standaardfout;2011;0.6;0.6;0.1;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
123;Totaal mannen en vrouwen;10 tot 15 jaar;Standaardfout;2012;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
124;Totaal mannen en vrouwen;10 tot 15 jaar;Standaardfout;2013;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
125;Totaal mannen en vrouwen;10 tot 15 jaar;Standaardfout;2014;0.2;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
126;Totaal mannen en vrouwen;10 tot 15 jaar;Standaardfout;2015;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
127;Totaal mannen en vrouwen;10 tot 15 jaar;Standaardfout;2016;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
128;Totaal mannen en vrouwen;10 tot 15 jaar;Standaardfout;2017;0.2;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
129;Totaal mannen en vrouwen;10 tot 15 jaar;Standaardfout;2018;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
130;Totaal mannen en vrouwen;15 tot 20 jaar;Waarde;2006;68.2;65.6;0.7;20.9;2.2;1.9;0.0;0.3;3.2;2.8;0.0;0.5
131;Totaal mannen en vrouwen;15 tot 20 jaar;Waarde;2007;67.7;65.1;0.7;22.4;2.2;1.8;0.0;0.4;3.3;2.7;0.0;0.5
132;Totaal mannen en vrouwen;15 tot 20 jaar;Waarde;2008;71.8;68.8;0.6;25.7;2.5;2.0;0.0;0.4;3.5;2.8;0.0;0.6
133;Totaal mannen en vrouwen;15 tot 20 jaar;Waarde;2009;74.7;71.4;1.2;29.8;2.6;2.1;0.0;0.5;3.6;2.9;0.0;0.7
134;Totaal mannen en vrouwen;15 tot 20 jaar;Waarde;2010;73.1;69.9;0.7;29.9;2.8;2.2;0.0;0.5;3.8;3.0;0.0;0.8
135;Totaal mannen en vrouwen;15 tot 20 jaar;Waarde;2011;74.2;71.3;0.5;30.7;2.7;2.1;0.0;0.6;3.7;2.9;0.0;0.8
136;Totaal mannen en vrouwen;15 tot 20 jaar;Waarde;2012;73.1;69.3;0.8;32.8;2.8;2.2;0.0;0.6;3.9;3.0;0.0;0.9
137;Totaal mannen en vrouwen;15 tot 20 jaar;Waarde;2013;72.5;68.4;0.5;33.0;2.7;2.0;0.0;0.6;3.7;2.8;0.0;0.9
138;Totaal mannen en vrouwen;15 tot 20 jaar;Waarde;2014;72.3;68.4;0.5;32.8;2.7;2.1;0.0;0.6;3.8;2.9;0.0;0.9
139;Totaal mannen en vrouwen;15 tot 20 jaar;Waarde;2015;72.0;68.0;0.7;33.5;2.8;2.1;0.0;0.7;3.8;2.9;0.0;0.9
140;Totaal mannen en vrouwen;15 tot 20 jaar;Waarde;2016;72.5;68.4;0.6;35.2;2.8;2.1;0.0;0.7;3.9;2.9;0.0;1.0
141;Totaal mannen en vrouwen;15 tot 20 jaar;Waarde;2017;71.8;67.8;0.5;35.0;2.8;2.1;0.0;0.7;3.9;2.9;0.0;1.0
142;Totaal mannen en vrouwen;15 tot 20 jaar;Waarde;2018;72.6;68.1;0.4;37.4;2.9;2.1;0.0;0.8;3.9;2.9;0.0;1.0
143;Totaal mannen en vrouwen;15 tot 20 jaar;Standaardfout;2006;0.4;0.4;0.1;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
144;Totaal mannen en vrouwen;15 tot 20 jaar;Standaardfout;2007;0.4;0.4;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
145;Totaal mannen en vrouwen;15 tot 20 jaar;Standaardfout;2008;0.3;0.3;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
146;Totaal mannen en vrouwen;15 tot 20 jaar;Standaardfout;2009;0.5;0.5;0.1;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
147;Totaal mannen en vrouwen;15 tot 20 jaar;Standaardfout;2010;0.5;0.5;0.1;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
148;Totaal mannen en vrouwen;15 tot 20 jaar;Standaardfout;2011;0.6;0.6;0.1;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
149;Totaal mannen en vrouwen;15 tot 20 jaar;Standaardfout;2012;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
150;Totaal mannen en vrouwen;15 tot 20 jaar;Standaardfout;2013;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
151;Totaal mannen en vrouwen;15 tot 20 jaar;Standaardfout;2014;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
152;Totaal mannen en vrouwen;15 tot 20 jaar;Standaardfout;2015;0.2;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
153;Totaal mannen en vrouwen;15 tot 20 jaar;Standaardfout;2016;0.1;0.2;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
154;Totaal mannen en vrouwen;15 tot 20 jaar;Standaardfout;2017;0.1;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
155;Totaal mannen en vrouwen;15 tot 20 jaar;Standaardfout;2018;0.1;0.1;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
156;Totaal mannen en vrouwen;20 tot 25 jaar;Waarde;2006;67.6;65.0;1.0;23.5;2.4;2.0;0.0;0.4;3.6;2.9;0.0;0.6
157;Totaal mannen en vrouwen;20 tot 25 jaar;Waarde;2007;66.3;63.3;1.1;25.2;2.4;1.9;0.0;0.5;3.6;2.9;0.0;0.7
158;Totaal mannen en vrouwen;20 tot 25 jaar;Waarde;2008;71.1;68.1;1.1;28.6;2.7;2.1;0.0;0.5;3.8;3.0;0.0;0.8
159;Totaal mannen en vrouwen;20 tot 25 jaar;Waarde;2009;73.4;70.1;1.4;30.8;2.9;2.3;0.0;0.6;3.9;3.1;0.0;0.8
160;Totaal mannen en vrouwen;20 tot 25 jaar;Waarde;2010;72.7;69.4;1.0;33.8;3.0;2.3;0.0;0.7;4.2;3.2;0.0;1.0
161;Totaal mannen en vrouwen;20 tot 25 jaar;Waarde;2011;72.0;68.5;0.8;33.5;2.9;2.2;0.0;0.7;4.0;3.1;0.0;0.9
162;Totaal mannen en vrouwen;20 tot 25 jaar;Waarde;2012;72.3;68.2;1.1;36.6;3.2;2.3;0.0;0.8;4.3;3.2;0.0;1.1
163;Totaal mannen en vrouwen;20 tot 25 jaar;Waarde;2013;72.1;68.0;0.9;37.2;3.1;2.2;0.0;0.8;4.2;3.1;0.0;1.1
