ID;Geslacht;Persoonskenmerken;CaribischNederland;Perioden;WerkzBeroepsbevolkingInternatDef_1;WerkzBeroepsbevolkingNatDef_2
60;Totaal mannen en vrouwen;Arbeidsduur: 35 uur of meer per week;Bonaire;2012;7563.0;7461.0
61;Totaal mannen en vrouwen;Arbeidsduur: 35 uur of meer per week;Sint-Eustatius;2012;1607.0;1575.0
62;Totaal mannen en vrouwen;Arbeidsduur: 35 uur of meer per week;Saba;2012;829.0;803.0
63;Totaal mannen en vrouwen;16;Bonaire;2012;;
64;Totaal mannen en vrouwen;16;Sint-Eustatius;2012;;
65;Totaal mannen en vrouwen;16;Saba;2012;;
66;Totaal mannen en vrouwen;17;Bonaire;2012;705.0;697.0
67;Totaal mannen en vrouwen;17;Sint-Eustatius;2012;236.0;219.0
68;Totaal mannen en vrouwen;17;Saba;2012;73.0;73.0
69;Totaal mannen en vrouwen;18;Bonaire;2012;896.0;861.0
70;Totaal mannen en vrouwen;18;Sint-Eustatius;2012;212.0;212.0
71;Totaal mannen en vrouwen;18;Saba;2012;147.0;127.0
72;Totaal mannen en vrouwen;19;Bonaire;2012;1583.0;1516.0
73;Totaal mannen en vrouwen;19;Sint-Eustatius;2012;302.0;298.0
74;Totaal mannen en vrouwen;19;Saba;2012;177.0;177.0
75;Totaal mannen en vrouwen;20;Bonaire;2012;733.0;733.0
76;Totaal mannen en vrouwen;20;Sint-Eustatius;2012;144.0;132.0
77;Totaal mannen en vrouwen;20;Saba;2012;119.0;119.0
78;Totaal mannen en vrouwen;21;Bonaire;2012;1978.0;1894.0
79;Totaal mannen en vrouwen;21;Sint-Eustatius;2012;328.0;315.0
80;Totaal mannen en vrouwen;21;Saba;2012;164.0;153.0
81;Totaal mannen en vrouwen;22;Bonaire;2012;62.0;62.0
82;Totaal mannen en vrouwen;22;Sint-Eustatius;2012;28.0;22.0
83;Totaal mannen en vrouwen;22;Saba;2012;31.0;24.0
84;Totaal mannen en vrouwen;23;Bonaire;2012;1574.0;1528.0
85;Totaal mannen en vrouwen;23;Sint-Eustatius;2012;415.0;373.0
86;Totaal mannen en vrouwen;23;Saba;2012;164.0;151.0
87;Totaal mannen en vrouwen;24;Bonaire;2012;309.0;300.0
88;Totaal mannen en vrouwen;24;Sint-Eustatius;2012;111.0;111.0
89;Totaal mannen en vrouwen;24;Saba;2012;43.0;41.0
90;Totaal mannen en vrouwen;25;Bonaire;2012;918.0;905.0
91;Totaal mannen en vrouwen;25;Sint-Eustatius;2012;304.0;240.0
92;Totaal mannen en vrouwen;25;Saba;2012;110.0;92.0
93;Totaal mannen en vrouwen;26;Bonaire;2012;80.0;63.0
94;Totaal mannen en vrouwen;26;Sint-Eustatius;2012;;
95;Totaal mannen en vrouwen;26;Saba;2012;18.0;16.0
96;Totaal mannen en vrouwen;27;Bonaire;2012;8443.0;8186.0
97;Totaal mannen en vrouwen;27;Sint-Eustatius;2012;1988.0;1846.0
98;Totaal mannen en vrouwen;27;Saba;2012;984.0;917.0
99;Totaal mannen en vrouwen;28;Bonaire;2012;354.0;341.0
100;Totaal mannen en vrouwen;28;Sint-Eustatius;2012;103.0;94.0
101;Totaal mannen en vrouwen;28;Saba;2012;57.0;51.0
102;Totaal mannen en vrouwen;29;Bonaire;2012;41.0;32.0
103;Totaal mannen en vrouwen;29;Sint-Eustatius;2012;;
104;Totaal mannen en vrouwen;29;Saba;2012;;
105;Mannen;Totaal persoonskenmerken;Bonaire;2012;4842.0;4667.0
106;Mannen;Totaal persoonskenmerken;Sint-Eustatius;2012;1249.0;1164.0
107;Mannen;Totaal persoonskenmerken;Saba;2012;562.0;513.0
108;Mannen;14;Bonaire;2012;3380.0;3326.0
109;Mannen;14;Sint-Eustatius;2012;836.0;804.0
110;Mannen;14;Saba;2012;355.0;341.0
111;Mannen;15;Bonaire;2012;706.0;697.0
112;Mannen;15;Sint-Eustatius;2012;178.0;173.0
113;Mannen;15;Saba;2012;115.0;95.0
114;Mannen;Werkkring: zelfstandige;Bonaire;2012;756.0;644.0
115;Mannen;Werkkring: zelfstandige;Sint-Eustatius;2012;235.0;188.0
116;Mannen;Werkkring: zelfstandige;Saba;2012;92.0;78.0
117;Mannen;1;Bonaire;2012;104.0;94.0
118;Mannen;1;Sint-Eustatius;2012;45.0;30.0
119;Mannen;1;Saba;2012;25.0;
120;Mannen;2;Bonaire;2012;765.0;765.0
121;Mannen;2;Sint-Eustatius;2012;166.0;153.0
122;Mannen;2;Saba;2012;69.0;65.0
123;Mannen;3;Bonaire;2012;1228.0;1194.0
124;Mannen;3;Sint-Eustatius;2012;222.0;215.0
125;Mannen;3;Saba;2012;135.0;127.0
126;Mannen;4;Bonaire;2012;805.0;742.0
127;Mannen;4;Sint-Eustatius;2012;247.0;232.0
128;Mannen;4;Saba;2012;101.0;99.0
129;Mannen;5;Bonaire;2012;534.0;519.0
130;Mannen;5;Sint-Eustatius;2012;139.0;131.0
131;Mannen;5;Saba;2012;42.0;40.0
132;Mannen;6;Bonaire;2012;404.0;392.0
133;Mannen;6;Sint-Eustatius;2012;73.0;73.0
134;Mannen;6;Saba;2012;34.0;32.0
135;Mannen;7;Bonaire;2012;191.0;182.0
136;Mannen;7;Sint-Eustatius;2012;55.0;55.0
137;Mannen;7;Saba;2012;18.0;18.0
138;Mannen;8;Bonaire;2012;162.0;162.0
139;Mannen;8;Sint-Eustatius;2012;22.0;22.0
140;Mannen;8;Saba;2012;;
141;Mannen;9;Bonaire;2012;53.0;53.0
142;Mannen;9;Sint-Eustatius;2012;26.0;26.0
143;Mannen;9;Saba;2012;;
144;Mannen;10;Bonaire;2012;34.0;34.0
145;Mannen;10;Sint-Eustatius;2012;38.0;38.0
146;Mannen;10;Saba;2012;;
147;Mannen;11;Bonaire;2012;210.0;178.0
148;Mannen;11;Sint-Eustatius;2012;76.0;76.0
149;Mannen;11;Saba;2012;21.0;15.0
150;Mannen;12;Bonaire;2012;18.0;18.0
151;Mannen;12;Sint-Eustatius;2012;;
152;Mannen;12;Saba;2012;;
153;Mannen;13;Bonaire;2012;335.0;335.0
154;Mannen;13;Sint-Eustatius;2012;125.0;107.0
155;Mannen;13;Saba;2012;96.0;83.0
156;Mannen;Arbeidsduur: 1 tot 12 uur per week;Bonaire;2012;53.0;
157;Mannen;Arbeidsduur: 1 tot 12 uur per week;Sint-Eustatius;2012;53.0;
158;Mannen;Arbeidsduur: 1 tot 12 uur per week;Saba;2012;26.0;
159;Mannen;Arbeidsduur: 12 tot 20 uur per week;Bonaire;2012;92.0;84.0
160;Mannen;Arbeidsduur: 12 tot 20 uur per week;Sint-Eustatius;2012;;
161;Mannen;Arbeidsduur: 12 tot 20 uur per week;Saba;2012;19.0;17.0
162;Mannen;Arbeidsduur: 20 tot 35 uur per week;Bonaire;2012;416.0;369.0
163;Mannen;Arbeidsduur: 20 tot 35 uur per week;Sint-Eustatius;2012;150.0;150.0
164;Mannen;Arbeidsduur: 20 tot 35 uur per week;Saba;2012;89.0;83.0
165;Mannen;Arbeidsduur: 35 uur of meer per week;Bonaire;2012;4281.0;4215.0
166;Mannen;Arbeidsduur: 35 uur of meer per week;Sint-Eustatius;2012;1040.0;1008.0
167;Mannen;Arbeidsduur: 35 uur of meer per week;Saba;2012;427.0;413.0
168;Mannen;16;Bonaire;2012;;
169;Mannen;16;Sint-Eustatius;2012;;
170;Mannen;16;Saba;2012;;
171;Mannen;17;Bonaire;2012;469.0;469.0
172;Mannen;17;Sint-Eustatius;2012;170.0;162.0
173;Mannen;17;Saba;2012;47.0;47.0
174;Mannen;18;Bonaire;2012;432.0;398.0
175;Mannen;18;Sint-Eustatius;2012;79.0;79.0
176;Mannen;18;Saba;2012;68.0;58.0
177;Mannen;19;Bonaire;2012;842.0;802.0
178;Mannen;19;Sint-Eustatius;2012;179.0;179.0
179;Mannen;19;Saba;2012;77.0;77.0
180;Mannen;20;Bonaire;2012;151.0;151.0
181;Mannen;20;Sint-Eustatius;2012;39.0;39.0
182;Mannen;20;Saba;2012;36.0;36.0
183;Mannen;21;Bonaire;2012;636.0;596.0
184;Mannen;21;Sint-Eustatius;2012;85.0;85.0
185;Mannen;21;Saba;2012;60.0;60.0
186;Mannen;22;Bonaire;2012;62.0;62.0
187;Mannen;22;Sint-Eustatius;2012;28.0;22.0
188;Mannen;22;Saba;2012;27.0;21.0
189;Mannen;23;Bonaire;2012;1555.0;1509.0
190;Mannen;23;Sint-Eustatius;2012;404.0;362.0
191;Mannen;23;Saba;2012;144.0;130.0
192;Mannen;24;Bonaire;2012;274.0;265.0
193;Mannen;24;Sint-Eustatius;2012;111.0;111.0
194;Mannen;24;Saba;2012;37.0;35.0
195;Mannen;25;Bonaire;2012;400.0;400.0
196;Mannen;25;Sint-Eustatius;2012;135.0;107.0
197;Mannen;25;Saba;2012;52.0;38.0
198;Mannen;26;Bonaire;2012;21.0;
199;Mannen;26;Sint-Eustatius;2012;;
200;Mannen;26;Saba;2012;;
201;Mannen;27;Bonaire;2012;4643.0;4477.0
202;Mannen;27;Sint-Eustatius;2012;1197.0;1122.0
203;Mannen;27;Saba;2012;529.0;486.0
204;Mannen;28;Bonaire;2012;177.0;177.0
205;Mannen;28;Sint-Eustatius;2012;43.0;43.0
206;Mannen;28;Saba;2012;33.0;27.0
207;Mannen;29;Bonaire;2012;22.0;
208;Mannen;29;Sint-Eustatius;2012;;
209;Mannen;29;Saba;2012;;
210;Vrouwen;Totaal persoonskenmerken;Bonaire;2012;3995.0;3892.0
211;Vrouwen;Totaal persoonskenmerken;Sint-Eustatius;2012;851.0;776.0
212;Vrouwen;Totaal persoonskenmerken;Saba;2012;483.0;458.0
213;Vrouwen;14;Bonaire;2012;2964.0;2914.0
214;Vrouwen;14;Sint-Eustatius;2012;607.0;558.0
215;Vrouwen;14;Saba;2012;362.0;358.0
216;Vrouwen;15;Bonaire;2012;695.0;695.0
217;Vrouwen;15;Sint-Eustatius;2012;142.0;130.0
218;Vrouwen;15;Saba;2012;64.0;55.0
219;Vrouwen;Werkkring: zelfstandige;Bonaire;2012;336.0;282.0
220;Vrouwen;Werkkring: zelfstandige;Sint-Eustatius;2012;101.0;88.0
221;Vrouwen;Werkkring: zelfstandige;Saba;2012;56.0;45.0
222;Vrouwen;1;Bonaire;2012;221.0;201.0
223;Vrouwen;1;Sint-Eustatius;2012;43.0;24.0
224;Vrouwen;1;Saba;2012;;
225;Vrouwen;2;Bonaire;2012;718.0;718.0
226;Vrouwen;2;Sint-Eustatius;2012;217.0;204.0
227;Vrouwen;2;Saba;2012;85.0;80.0
228;Vrouwen;3;Bonaire;2012;994.0;987.0
229;Vrouwen;3;Sint-Eustatius;2012;187.0;166.0
230;Vrouwen;3;Saba;2012;140.0;133.0
231;Vrouwen;4;Bonaire;2012;602.0;602.0
232;Vrouwen;4;Sint-Eustatius;2012;97.0;93.0
233;Vrouwen;4;Saba;2012;63.0;63.0
234;Vrouwen;5;Bonaire;2012;404.0;395.0
235;Vrouwen;5;Sint-Eustatius;2012;84.0;84.0
236;Vrouwen;5;Saba;2012;54.0;52.0
237;Vrouwen;6;Bonaire;2012;284.0;284.0
238;Vrouwen;6;Sint-Eustatius;2012;69.0;69.0
239;Vrouwen;6;Saba;2012;27.0;25.0
240;Vrouwen;7;Bonaire;2012;156.0;156.0
241;Vrouwen;7;Sint-Eustatius;2012;29.0;29.0
242;Vrouwen;7;Saba;2012;28.0;28.0
243;Vrouwen;8;Bonaire;2012;105.0;105.0
244;Vrouwen;8;Sint-Eustatius;2012;21.0;21.0
245;Vrouwen;8;Saba;2012;;
246;Vrouwen;9;Bonaire;2012;90.0;81.0
247;Vrouwen;9;Sint-Eustatius;2012;21.0;17.0
248;Vrouwen;9;Saba;2012;;
249;Vrouwen;10;Bonaire;2012;68.0;68.0
250;Vrouwen;10;Sint-Eustatius;2012;15.0;15.0
251;Vrouwen;10;Saba;2012;;
252;Vrouwen;11;Bonaire;2012;71.0;71.0
253;Vrouwen;11;Sint-Eustatius;2012;15.0;15.0
254;Vrouwen;11;Saba;2012;;
255;Vrouwen;12;Bonaire;2012;20.0;
256;Vrouwen;12;Sint-Eustatius;2012;;
257;Vrouwen;12;Saba;2012;;
258;Vrouwen;13;Bonaire;2012;261.0;213.0
259;Vrouwen;13;Sint-Eustatius;2012;52.0;39.0
260;Vrouwen;13;Saba;2012;49.0;44.0
261;Vrouwen;Arbeidsduur: 1 tot 12 uur per week;Bonaire;2012;50.0;
262;Vrouwen;Arbeidsduur: 1 tot 12 uur per week;Sint-Eustatius;2012;71.0;
263;Vrouwen;Arbeidsduur: 1 tot 12 uur per week;Saba;2012;;
264;Vrouwen;Arbeidsduur: 12 tot 20 uur per week;Bonaire;2012;97.0;97.0
265;Vrouwen;Arbeidsduur: 12 tot 20 uur per week;Sint-Eustatius;2012;25.0;21.0
266;Vrouwen;Arbeidsduur: 12 tot 20 uur per week;Saba;2012;;
267;Vrouwen;Arbeidsduur: 20 tot 35 uur per week;Bonaire;2012;566.0;550.0
268;Vrouwen;Arbeidsduur: 20 tot 35 uur per week;Sint-Eustatius;2012;188.0;188.0
269;Vrouwen;Arbeidsduur: 20 tot 35 uur per week;Saba;2012;61.0;61.0
270;Vrouwen;Arbeidsduur: 35 uur of meer per week;Bonaire;2012;3282.0;3246.0
271;Vrouwen;Arbeidsduur: 35 uur of meer per week;Sint-Eustatius;2012;567.0;567.0
272;Vrouwen;Arbeidsduur: 35 uur of meer per week;Saba;2012;402.0;390.0
273;Vrouwen;16;Bonaire;2012;;
274;Vrouwen;16;Sint-Eustatius;2012;;
275;Vrouwen;16;Saba;2012;;
276;Vrouwen;17;Bonaire;2012;237.0;228.0
277;Vrouwen;17;Sint-Eustatius;2012;65.0;57.0
278;Vrouwen;17;Saba;2012;25.0;25.0
279;Vrouwen;18;Bonaire;2012;463.0;463.0
280;Vrouwen;18;Sint-Eustatius;2012;133.0;133.0
281;Vrouwen;18;Saba;2012;79.0;69.0
282;Vrouwen;19;Bonaire;2012;741.0;714.0
283;Vrouwen;19;Sint-Eustatius;2012;124.0;119.0
284;Vrouwen;19;Saba;2012;100.0;100.0
285;Vrouwen;20;Bonaire;2012;582.0;582.0
286;Vrouwen;20;Sint-Eustatius;2012;105.0;92.0
287;Vrouwen;20;Saba;2012;83.0;83.0
288;Vrouwen;21;Bonaire;2012;1342.0;1298.0
289;Vrouwen;21;Sint-Eustatius;2012;243.0;230.0
290;Vrouwen;21;Saba;2012;103.0;92.0
291;Vrouwen;22;Bonaire;2012;;
292;Vrouwen;22;Sint-Eustatius;2012;;
293;Vrouwen;22;Saba;2012;;
294;Vrouwen;23;Bonaire;2012;19.0;19.0
295;Vrouwen;23;Sint-Eustatius;2012;;
296;Vrouwen;23;Saba;2012;21.0;21.0
297;Vrouwen;24;Bonaire;2012;34.0;34.0
298;Vrouwen;24;Sint-Eustatius;2012;;
299;Vrouwen;24;Saba;2012;;
300;Vrouwen;25;Bonaire;2012;518.0;505.0
301;Vrouwen;25;Sint-Eustatius;2012;169.0;132.0
302;Vrouwen;25;Saba;2012;58.0;54.0
303;Vrouwen;26;Bonaire;2012;59.0;49.0
304;Vrouwen;26;Sint-Eustatius;2012;;
305;Vrouwen;26;Saba;2012;;
306;Vrouwen;27;Bonaire;2012;3800.0;3709.0
307;Vrouwen;27;Sint-Eustatius;2012;791.0;724.0
308;Vrouwen;27;Saba;2012;455.0;430.0
309;Vrouwen;28;Bonaire;2012;177.0;165.0
310;Vrouwen;28;Sint-Eustatius;2012;60.0;51.0
311;Vrouwen;28;Saba;2012;24.0;24.0
312;Vrouwen;29;Bonaire;2012;18.0;18.0
313;Vrouwen;29;Sint-Eustatius;2012;;
314;Vrouwen;29;Saba;2012;;
