ID;KenmerkenWerknemer;CaoSector;Perioden;TotaalBanen_1;Minimumloon_2;k_105Minimumloon_3;k_110Minimumloon_4;k_115Minimumloon_5;k_120Minimumloon_6;k_130Minimumloon_7;TotaalArbeidsvolume_8;Minimumloon_9;k_105Minimumloon_10;k_110Minimumloon_11;k_115Minimumloon_12;k_120Minimumloon_13;k_130Minimumloon_14
21;Totaal;Particuliere bedrijven;2015;5438.6;375.4;551.9;738.2;914.0;1114.7;1510.7;4030.9;211.8;309.9;412.2;512.8;627.0;866.7
22;Totaal;Particuliere bedrijven;2016;5560.5;407.9;604.5;802.5;991.1;1198.9;1638.2;4142.7;232.0;340.8;451.3;561.2;680.1;940.3
23;Totaal;Particuliere bedrijven;2017;5735.4;405.2;636.8;880.7;1089.3;1319.6;1799.4;4279.0;229.9;355.7;486.1;608.4;739.7;1029.4
24;Totaal;Particuliere bedrijven;2018;5919.4;413.8;649.0;910.6;1136.7;1374.9;1880.9;4436.2;233.8;361.7;501.2;633.6;771.4;1077.8
25;Totaal;Particuliere bedrijven;2019;6029.7;393.0;634.3;905.4;1141.8;1386.1;1898.3;4531.7;220.3;356.5;500.2;638.2;781.4;1093.2
26;Totaal;Particuliere bedrijven;2020;5880.2;344.5;566.5;817.4;1050.6;1279.6;1755.3;4479.0;201.5;326.5;461.9;595.4;732.2;1025.5
27;Totaal;Particuliere bedrijven;2021;5983.8;342.3;564.6;822.1;1052.0;1284.0;1778.9;4574.7;205.3;330.2;467.8;601.4;740.5;1043.4
28;Totaal;Particuliere bedrijven;2022;6232.8;305.1;488.5;724.6;951.5;1178.8;1692.3;4746.3;187.3;291.1;418.7;551.3;686.9;997.6
29;Totaal;Particuliere bedrijven;2023;6293.6;365.8;604.6;879.4;1150.4;1440.8;1949.6;4804.8;222.1;365.4;524.5;689.5;866.8;1198.0
30;Totaal;Gesubsidieerde instellingen;2009;1309.0;82.3;106.8;135.4;166.1;205.6;289.0;929.3;57.2;73.7;93.6;114.7;143.3;200.8
31;Totaal;Gesubsidieerde instellingen;2010;1369.7;99.0;129.1;161.5;192.9;232.6;310.8;952.5;63.8;83.2;104.1;125.4;153.2;206.5
32;Totaal;Gesubsidieerde instellingen;2011;1404.9;104.2;133.8;167.7;198.3;238.7;314.7;971.3;65.6;84.8;106.7;127.0;155.2;205.5
33;Totaal;Gesubsidieerde instellingen;2012;1408.7;97.9;133.5;173.8;202.4;241.1;312.0;971.9;60.7;84.4;107.4;125.5;151.9;197.7
34;Totaal;Gesubsidieerde instellingen;2013;1386.8;84.4;124.7;154.2;183.0;224.6;293.3;957.8;51.9;79.9;97.8;115.3;141.5;185.8
35;Totaal;Gesubsidieerde instellingen;2014;1352.4;85.4;131.7;165.4;195.1;225.5;287.2;940.2;51.9;83.8;102.8;123.3;143.4;183.6
36;Totaal;Gesubsidieerde instellingen;2015;1326.5;83.2;125.6;155.9;182.1;211.5;266.6;926.7;51.4;81.1;99.2;116.7;136.2;170.7
37;Totaal;Gesubsidieerde instellingen;2016;1313.6;80.0;122.4;147.0;175.6;203.9;256.5;920.1;50.7;81.3;95.3;114.5;132.6;165.2
38;Totaal;Gesubsidieerde instellingen;2017;1332.8;72.6;122.1;151.0;177.9;201.3;252.9;921.8;45.4;78.0;93.4;112.0;127.2;159.0
39;Totaal;Gesubsidieerde instellingen;2018;1365.6;72.5;116.0;150.8;180.7;205.4;262.5;947.4;45.4;73.1;92.5;112.7;128.6;163.5
40;Totaal;Gesubsidieerde instellingen;2019;1406.2;67.7;107.3;141.0;180.3;208.1;269.4;977.6;42.5;68.9;88.0;112.1;129.4;167.0
41;Totaal;Gesubsidieerde instellingen;2020;1441.6;66.9;100.4;129.2;166.1;202.2;270.9;1002.2;41.8;64.0;81.3;103.6;124.9;165.6
42;Totaal;Gesubsidieerde instellingen;2021;1475.6;70.8;98.9;125.7;158.7;193.0;267.5;1028.1;43.9;62.9;78.9;99.9;120.5;163.1
43;Totaal;Gesubsidieerde instellingen;2022;1503.4;71.5;93.9;117.1;145.6;176.4;248.2;1047.6;44.0;60.0;74.3;92.7;111.4;152.2
44;Totaal;Gesubsidieerde instellingen;2023;1521.0;80.4;118.3;149.4;181.8;219.9;321.8;1064.1;50.2;75.3;95.2;115.0;136.9;196.4
45;Totaal;Overheid;2009;1040.1;21.2;23.1;25.6;29.5;34.9;51.5;867.2;16.4;17.7;19.3;21.9;25.7;37.4
46;Totaal;Overheid;2010;1062.2;29.1;31.0;33.7;37.5;43.7;58.9;880.5;20.4;21.7;23.4;26.0;30.4;40.9
47;Totaal;Overheid;2011;1054.5;22.4;24.6;27.4;31.3;38.1;52.3;864.9;16.6;18.0;19.7;22.2;26.7;36.3
48;Totaal;Overheid;2012;1037.8;23.4;26.0;28.8;32.1;38.9;51.7;850.6;17.1;18.7;20.3;22.5;26.8;35.5
49;Totaal;Overheid;2013;1025.5;25.8;28.2;30.5;33.5;39.3;50.7;842.6;21.7;23.3;24.8;26.7;30.3;38.6
50;Totaal;Overheid;2014;1018.2;30.4;33.0;35.4;39.1;44.3;55.3;838.2;24.9;26.4;27.9;30.1;33.4;41.3
51;Totaal;Overheid;2015;1017.5;29.7;32.2;34.7;37.8;42.2;53.2;836.6;23.9;25.3;26.7;28.6;31.5;39.3
52;Totaal;Overheid;2016;1018.4;29.1;32.6;36.0;39.4;44.2;54.8;839.4;23.2;25.1;26.9;28.8;31.8;39.1
53;Totaal;Overheid;2017;1027.8;29.9;33.6;37.4;41.1;46.5;57.7;844.2;23.4;25.3;27.6;29.8;33.3;41.3
54;Totaal;Overheid;2018;1039.2;29.4;33.6;38.1;42.4;48.1;60.8;852.9;22.0;24.2;27.0;29.6;33.3;42.4
55;Totaal;Overheid;2019;1064.7;29.9;35.1;39.4;45.5;51.6;66.1;872.1;20.9;23.7;26.3;30.2;34.4;44.9
56;Totaal;Overheid;2020;1069.0;26.9;30.9;34.8;39.9;48.0;62.2;875.1;18.1;20.5;22.9;26.1;31.5;41.4
57;Totaal;Overheid;2021;1101.6;25.6;29.7;33.7;38.7;46.9;61.2;904.0;18.3;20.8;23.2;26.4;31.7;41.5
58;Totaal;Overheid;2022;1131.8;24.5;27.5;30.7;35.8;41.0;57.0;928.6;16.6;18.5;20.5;23.8;27.4;38.1
59;Totaal;Overheid;2023;1164.7;27.5;30.8;35.3;41.1;49.0;68.0;956.9;18.4;20.1;23.2;26.9;32.4;45.0
60;Geslacht: mannen;Totaal;2009;4188.9;202.1;268.8;341.7;418.6;511.2;705.3;3575.8;123.6;164.2;210.6;261.4;324.7;465.3
61;Geslacht: mannen;Totaal;2010;4174.8;219.4;295.1;374.6;456.4;556.0;752.3;3557.6;138.6;185.9;237.9;292.7;360.9;504.1
62;Geslacht: mannen;Totaal;2011;4197.4;217.7;297.2;381.3;464.4;566.7;766.7;3547.9;133.5;183.4;237.5;292.4;361.8;504.7
63;Geslacht: mannen;Totaal;2012;4144.1;215.9;300.6;383.5;464.7;565.1;760.9;3491.9;129.5;183.3;236.7;289.5;356.2;494.6
64;Geslacht: mannen;Totaal;2013;4063.5;204.6;296.9;379.2;459.6;558.9;753.8;3425.4;130.8;190.4;242.2;293.7;359.3;497.1
65;Geslacht: mannen;Totaal;2014;4042.6;222.2;322.8;410.4;498.9;597.7;794.1;3400.5;140.1;205.8;260.7;320.0;385.0;524.1
66;Geslacht: mannen;Totaal;2015;4091.8;223.5;325.8;418.6;508.1;610.6;809.7;3433.8;142.6;209.7;267.5;326.1;394.2;533.6
67;Geslacht: mannen;Totaal;2016;4151.8;236.3;348.8;444.9;543.1;648.6;866.6;3491.2;151.9;224.8;284.4;349.8;419.5;568.3
68;Geslacht: mannen;Totaal;2017;4255.4;249.1;375.5;492.4;601.0;716.6;951.4;3573.0;157.4;237.7;307.5;380.2;455.7;619.4
69;Geslacht: mannen;Totaal;2018;4366.0;254.0;375.2;502.5;617.5;737.5;986.2;3665.9;159.2;234.4;310.6;387.4;465.7;637.6
70;Geslacht: mannen;Totaal;2019;4441.5;241.0;369.9;501.7;620.7;743.9;997.2;3726.0;148.0;230.7;308.1;387.4;468.6;643.3
71;Geslacht: mannen;Totaal;2020;4361.9;216.8;332.5;455.8;572.0;688.6;924.9;3686.4;136.7;210.1;284.0;359.5;438.6;602.4
72;Geslacht: mannen;Totaal;2021;4427.6;213.2;328.5;453.7;568.8;687.8;931.2;3743.5;137.4;209.8;283.6;359.3;439.9;607.0
73;Geslacht: mannen;Totaal;2022;4573.4;197.0;292.0;406.4;517.6;630.7;878.4;3842.0;128.6;188.0;255.7;328.8;404.1;571.2
74;Geslacht: mannen;Totaal;2023;4624.0;232.2;353.9;489.4;617.9;755.5;1031.0;3882.3;150.3;231.4;317.7;404.1;497.2;694.6
75;Geslacht: mannen;Particuliere bedrijven;2009;3373.0;171.4;229.0;291.7;358.3;435.9;601.8;2839.5;98.9;132.1;170.0;212.0;261.9;377.7
76;Geslacht: mannen;Particuliere bedrijven;2010;3346.3;181.2;245.8;314.7;385.5;469.9;640.4;2816.1;110.3;148.6;191.7;237.0;291.8;412.6
77;Geslacht: mannen;Particuliere bedrijven;2011;3375.7;182.9;250.8;323.3;396.0;482.4;658.6;2818.4;107.1;147.9;192.4;238.5;294.0;417.2
78;Geslacht: mannen;Particuliere bedrijven;2012;3340.2;181.7;251.7;323.6;395.6;480.9;654.8;2779.0;104.4;146.3;190.8;236.0;289.6;409.9
79;Geslacht: mannen;Particuliere bedrijven;2013;3273.8;172.5;246.2;319.3;391.1;476.2;648.4;2723.4;104.9;149.4;193.6;238.2;291.6;410.1
80;Geslacht: mannen;Particuliere bedrijven;2014;3263.8;184.4;263.6;341.8;417.9;505.2;680.4;2708.3;110.6;158.9;206.2;254.9;310.0;431.4
81;Geslacht: mannen;Particuliere bedrijven;2015;3319.9;185.2;266.8;349.6;428.1;518.5;699.1;2749.9;112.9;163.0;212.6;262.0;319.7;444.0
82;Geslacht: mannen;Particuliere bedrijven;2016;3388.0;198.2;288.0;376.3;462.2;556.4;757.4;2814.8;122.2;176.9;230.5;285.5;345.6;480.9
83;Geslacht: mannen;Particuliere bedrijven;2017;3492.8;211.4;315.5;424.4;520.0;625.1;841.4;2902.0;128.6;191.1;254.8;316.5;383.2;531.9
84;Geslacht: mannen;Particuliere bedrijven;2018;3600.2;215.9;318.6;435.1;536.6;646.0;875.3;2994.4;131.0;191.9;259.3;324.8;394.3;550.6
85;Geslacht: mannen;Particuliere bedrijven;2019;3666.4;204.1;314.1;435.3;539.7;651.8;884.8;3049.4;122.3;190.2;259.2;326.3;398.4;556.7
86;Geslacht: mannen;Particuliere bedrijven;2020;3587.0;183.2;283.3;396.2;499.0;602.7;819.2;3013.1;113.7;174.9;240.5;305.2;373.6;522.1
87;Geslacht: mannen;Particuliere bedrijven;2021;3640.7;181.5;282.5;397.8;499.4;605.3;828.9;3060.7;114.8;176.1;242.2;306.8;376.7;528.6
88;Geslacht: mannen;Particuliere bedrijven;2022;3773.5;165.5;247.8;352.6;451.1;552.2;780.1;3151.7;106.9;156.7;216.9;279.7;345.5;497.4
89;Geslacht: mannen;Particuliere bedrijven;2023;3811.8;194.4;299.0;421.3;538.7;665.8;919.5;3180.7;124.4;192.1;267.7;345.2;430.2;611.5
90;Geslacht: mannen;Gesubsidieerde instellingen;2009;307.9;20.2;28.6;37.8;46.8;59.8;82.0;267.6;16.1;22.9;30.7;38.4;50.1;69.6
91;Geslacht: mannen;Gesubsidieerde instellingen;2010;310.8;20.9;31.3;41.0;50.5;63.3;83.6;268.3;16.5;24.8;33.1;41.3;52.7;70.4
92;Geslacht: mannen;Gesubsidieerde instellingen;2011;312.6;20.9;31.5;42.0;50.8;64.2;82.3;267.6;15.9;24.4;33.3;40.9;52.8;68.1
93;Geslacht: mannen;Gesubsidieerde instellingen;2012;307.4;19.2;32.8;42.6;50.3;63.1;79.7;262.7;14.0;25.1;33.4;39.9;51.1;65.2
94;Geslacht: mannen;Gesubsidieerde instellingen;2013;302.0;14.9;32.7;40.8;48.2;60.5;78.3;257.6;10.9;25.3;32.1;38.1;48.7;63.9
95;Geslacht: mannen;Gesubsidieerde instellingen;2014;296.6;16.5;36.8;45.1;56.1;65.7;82.0;253.2;11.8;28.4;35.3;44.9;53.2;67.0
96;Geslacht: mannen;Gesubsidieerde instellingen;2015;293.9;18.1;37.7;46.6;56.3;66.7;80.4;251.1;13.1;29.4;36.9;45.3;54.4;65.7
97;Geslacht: mannen;Gesubsidieerde instellingen;2016;291.5;18.9;39.4;45.7;56.7;66.1;78.7;248.6;13.9;31.0;36.2;45.8;53.9;64.1
98;Geslacht: mannen;Gesubsidieerde instellingen;2017;291.8;18.2;38.4;44.6;56.0;64.5;77.9;246.8;13.0;29.8;34.8;44.6;51.9;62.9
99;Geslacht: mannen;Gesubsidieerde instellingen;2018;295.5;19.3;35.5;44.2;55.9;64.4;78.2;249.5;13.8;27.0;34.3;44.4;51.5;62.7
100;Geslacht: mannen;Gesubsidieerde instellingen;2019;299.6;18.1;34.3;43.1;55.0;63.5;77.3;252.1;12.7;26.0;33.2;43.3;50.4;61.6
101;Geslacht: mannen;Gesubsidieerde instellingen;2020;302.6;17.6;31.4;40.3;51.3;60.8;74.3;253.9;12.4;23.5;30.8;40.0;48.0;58.6
102;Geslacht: mannen;Gesubsidieerde instellingen;2021;307.1;17.6;29.9;38.2;49.5;59.2;72.8;256.4;12.2;22.1;28.8;38.3;46.5;57.0
103;Geslacht: mannen;Gesubsidieerde instellingen;2022;314.5;18.5;29.5;37.8;48.4;58.0;71.3;260.3;12.8;21.5;28.1;36.9;44.7;54.9
104;Geslacht: mannen;Gesubsidieerde instellingen;2023;317.3;22.7;38.2;49.5;58.5;65.8;80.0;262.6;16.1;28.6;38.0;45.3;50.9;61.5
105;Geslacht: mannen;Overheid;2009;508.0;10.5;11.2;12.1;13.5;15.5;21.5;468.7;8.6;9.2;9.9;11.0;12.6;17.9
106;Geslacht: mannen;Overheid;2010;517.7;17.3;18.0;19.0;20.4;22.8;28.3;473.3;11.8;12.4;13.2;14.3;16.3;21.0
107;Geslacht: mannen;Overheid;2011;509.2;13.8;14.9;16.0;17.5;20.1;25.8;461.8;10.4;11.2;11.9;13.0;15.0;19.4
108;Geslacht: mannen;Overheid;2012;496.5;15.0;16.1;17.3;18.7;21.2;26.5;450.2;11.1;11.9;12.6;13.6;15.5;19.5
109;Geslacht: mannen;Overheid;2013;487.6;17.1;18.1;19.1;20.3;22.3;27.1;444.5;15.0;15.7;16.5;17.4;19.0;23.1
110;Geslacht: mannen;Overheid;2014;482.1;21.2;22.4;23.5;25.0;26.9;31.7;439.0;17.7;18.5;19.3;20.2;21.8;25.6
111;Geslacht: mannen;Overheid;2015;478.0;20.2;21.3;22.4;23.7;25.4;30.1;432.8;16.6;17.3;18.0;18.8;20.2;23.9
112;Geslacht: mannen;Overheid;2016;472.4;19.3;21.4;22.9;24.2;26.1;30.6;427.7;15.8;16.9;17.8;18.6;19.9;23.3
113;Geslacht: mannen;Overheid;2017;470.8;19.6;21.7;23.4;25.1;27.0;32.1;424.3;15.8;16.8;18.0;19.1;20.6;24.6
114;Geslacht: mannen;Overheid;2018;470.3;18.9;21.1;23.2;25.0;27.1;32.7;422.1;14.3;15.5;17.0;18.2;19.8;24.2
115;Geslacht: mannen;Overheid;2019;475.6;18.7;21.5;23.2;26.1;28.6;35.1;424.4;13.1;14.5;15.7;17.8;19.8;24.9
116;Geslacht: mannen;Overheid;2020;472.2;16.0;17.8;19.3;21.7;25.1;31.4;419.5;10.6;11.7;12.7;14.3;16.9;21.7
117;Geslacht: mannen;Overheid;2021;479.8;14.1;16.1;17.6;19.9;23.2;29.5;426.4;10.4;11.6;12.6;14.2;16.8;21.5
118;Geslacht: mannen;Overheid;2022;485.4;13.0;14.7;16.0;18.2;20.5;27.1;429.9;8.8;9.8;10.6;12.2;14.0;18.9
119;Geslacht: mannen;Overheid;2023;495.0;15.0;16.7;18.5;20.7;23.9;31.6;439.1;9.8;10.7;12.0;13.6;16.1;21.6
120;Geslacht: vrouwen;Totaal;2009;3629.8;276.3;370.9;485.0;602.7;740.6;1029.5;2347.3;151.7;201.0;263.6;329.5;405.4;569.7
121;Geslacht: vrouwen;Totaal;2010;3684.9;293.3;397.5;516.4;633.3;783.4;1055.8;2366.4;163.6;218.0;283.3;348.2;428.5;584.6
122;Geslacht: vrouwen;Totaal;2011;3729.4;288.3;393.0;513.1;630.6;780.3;1054.6;2377.8;157.3;212.3;277.1;341.5;421.0;576.1
123;Geslacht: vrouwen;Totaal;2012;3728.1;274.7;385.0;509.9;624.1;769.7;1039.8;2374.6;147.8;205.5;270.7;332.6;408.6;558.6
124;Geslacht: vrouwen;Totaal;2013;3682.3;259.3;371.9;488.3;602.2;742.7;1010.5;2347.8;143.0;202.3;263.2;323.7;396.2;542.9
125;Geslacht: vrouwen;Totaal;2014;3663.5;268.4;389.3;514.5;629.2;764.0;1027.1;2340.0;145.7;209.2;273.5;335.7;405.5;549.5
126;Geslacht: vrouwen;Totaal;2015;3690.7;264.8;383.9;510.2;625.8;757.8;1020.7;2360.4;144.4;206.7;270.6;331.9;400.4;543.1
127;Geslacht: vrouwen;Totaal;2016;3740.7;280.6;410.8;540.6;662.9;798.5;1082.8;2410.9;154.0;222.4;289.0;354.7;425.0;576.3
128;Geslacht: vrouwen;Totaal;2017;3840.6;258.5;417.0;576.7;707.4;850.7;1158.6;2472.1;141.3;221.4;299.6;370.0;444.5;610.4
129;Geslacht: vrouwen;Totaal;2018;3958.2;261.7;423.5;597.0;742.2;890.8;1218.0;2570.6;142.0;224.5;310.1;388.5;467.5;646.1
130;Geslacht: vrouwen;Totaal;2019;4059.0;249.6;406.8;584.1;746.8;901.9;1236.5;2655.3;135.6;218.4;306.4;393.1;476.7;661.9
131;Geslacht: vrouwen;Totaal;2020;4028.9;221.5;365.3;525.6;684.7;841.1;1163.6;2669.9;124.7;200.9;282.2;365.6;450.0;630.0
132;Geslacht: vrouwen;Totaal;2021;4133.4;225.5;364.8;527.8;680.6;836.2;1176.5;2763.3;130.0;204.1;286.3;368.4;452.9;641.0
133;Geslacht: vrouwen;Totaal;2022;4294.5;204.0;318.0;465.9;615.3;765.6;1119.0;2880.5;119.4;181.6;257.9;338.9;421.5;616.7
134;Geslacht: vrouwen;Totaal;2023;4355.2;241.6;399.9;574.8;755.4;954.2;1308.4;2943.4;140.4;229.5;325.2;427.2;538.8;744.8
135;Geslacht: vrouwen;Particuliere bedrijven;2009;2096.7;203.5;280.8;374.0;467.5;575.3;792.5;1287.1;102.8;141.7;191.3;242.3;299.2;419.1
136;Geslacht: vrouwen;Particuliere bedrijven;2010;2081.6;203.3;286.7;381.1;473.8;593.2;798.0;1274.9;107.7;150.4;202.0;252.4;313.9;428.6
137;Geslacht: vrouwen;Particuliere bedrijven;2011;2091.8;196.5;280.9;376.0;469.4;587.7;795.7;1271.0;101.4;145.0;195.8;246.3;306.9;421.8
138;Geslacht: vrouwen;Particuliere bedrijven;2012;2085.4;187.5;274.4;367.3;458.6;574.0;782.3;1265.0;95.1;139.3;189.0;238.0;296.5;410.0
139;Geslacht: vrouwen;Particuliere bedrijven;2013;2059.7;181.3;269.8;363.5;454.1;561.5;771.9;1249.4;95.4;140.1;189.2;237.2;292.1;405.4
140;Geslacht: vrouwen;Particuliere bedrijven;2014;2071.7;190.4;283.8;382.3;476.1;586.7;798.3;1253.7;98.4;145.9;197.3;247.4;303.6;417.3
141;Geslacht: vrouwen;Particuliere bedrijven;2015;2118.7;190.2;285.1;388.6;485.9;596.2;811.5;1281.0;98.9;146.9;199.6;250.8;307.3;422.7
142;Geslacht: vrouwen;Particuliere bedrijven;2016;2172.5;209.7;316.5;426.3;528.9;642.6;880.8;1327.8;109.8;164.0;220.8;275.8;334.5;459.4
143;Geslacht: vrouwen;Particuliere bedrijven;2017;2242.6;193.8;321.4;456.3;569.3;694.5;958.0;1377.1;101.3;164.7;231.4;291.9;356.6;497.5
144;Geslacht: vrouwen;Particuliere bedrijven;2018;2319.2;197.9;330.4;475.5;600.1;728.9;1005.6;1441.9;102.8;169.8;241.9;308.7;377.0;527.2
145;Geslacht: vrouwen;Particuliere bedrijven;2019;2363.3;188.8;320.2;470.1;602.1;734.3;1013.5;1482.3;98.0;166.3;241.0;311.9;383.0;536.5
146;Geslacht: vrouwen;Particuliere bedrijven;2020;2293.2;161.3;283.2;421.2;551.6;676.8;936.1;1466.0;87.8;151.6;221.5;290.2;358.5;503.3
147;Geslacht: vrouwen;Particuliere bedrijven;2021;2343.1;160.8;282.1;424.3;552.6;678.8;949.9;1514.0;90.5;154.1;225.5;294.5;363.9;514.9
148;Geslacht: vrouwen;Particuliere bedrijven;2022;2459.3;139.6;240.7;372.0;500.5;626.6;912.2;1594.6;80.4;134.5;201.8;271.5;341.4;500.2
149;Geslacht: vrouwen;Particuliere bedrijven;2023;2481.8;171.4;305.6;458.1;611.7;775.0;1030.1;1624.1;97.8;173.3;256.8;344.2;436.6;586.6
150;Geslacht: vrouwen;Gesubsidieerde instellingen;2009;1001.1;62.1;78.2;97.5;119.3;145.8;207.1;661.7;41.1;50.8;62.9;76.3;93.1;131.1
151;Geslacht: vrouwen;Gesubsidieerde instellingen;2010;1058.9;78.1;97.9;120.5;142.4;169.3;227.1;684.2;47.3;58.3;71.0;84.1;100.5;136.0
152;Geslacht: vrouwen;Gesubsidieerde instellingen;2011;1092.4;83.3;102.3;125.8;147.5;174.5;232.4;703.7;49.7;60.5;73.5;86.1;102.5;137.4
153;Geslacht: vrouwen;Gesubsidieerde instellingen;2012;1101.3;78.7;100.7;131.2;152.0;178.1;232.3;709.3;46.7;59.3;74.0;85.6;100.8;132.5
154;Geslacht: vrouwen;Gesubsidieerde instellingen;2013;1084.8;69.4;92.0;113.4;134.8;164.2;215.1;700.2;41.0;54.6;65.7;77.2;92.7;121.9
155;Geslacht: vrouwen;Gesubsidieerde instellingen;2014;1055.7;68.9;94.9;120.3;139.0;159.8;205.2;687.0;40.1;55.4;67.5;78.4;90.2;116.6
156;Geslacht: vrouwen;Gesubsidieerde instellingen;2015;1032.5;65.1;87.9;109.4;125.7;144.8;186.2;675.6;38.3;51.8;62.3;71.4;81.8;105.0
157;Geslacht: vrouwen;Gesubsidieerde instellingen;2016;1022.1;61.1;83.1;101.3;118.8;137.8;177.8;671.5;36.8;50.3;59.1;68.7;78.7;101.1
158;Geslacht: vrouwen;Gesubsidieerde instellingen;2017;1041.0;54.4;83.7;106.4;122.0;136.8;175.0;675.1;32.3;48.2;58.6;67.3;75.3;96.1
159;Geslacht: vrouwen;Gesubsidieerde instellingen;2018;1070.1;53.2;80.5;106.5;124.8;141.0;184.3;697.8;31.5;46.0;58.2;68.4;77.0;100.8
160;Geslacht: vrouwen;Gesubsidieerde instellingen;2019;1106.6;49.6;73.0;97.9;125.4;144.7;192.1;725.4;29.8;42.9;54.8;68.7;79.0;105.4
161;Geslacht: vrouwen;Gesubsidieerde instellingen;2020;1139.0;49.3;69.0;88.9;114.9;141.4;196.6;748.3;29.4;40.5;50.5;63.6;76.9;106.9
162;Geslacht: vrouwen;Gesubsidieerde instellingen;2021;1168.5;53.2;69.1;87.5;109.2;133.8;194.8;771.7;31.6;40.8;50.2;61.7;74.1;106.0
163;Geslacht: vrouwen;Gesubsidieerde instellingen;2022;1188.8;52.9;64.4;79.3;97.2;118.5;176.9;787.2;31.2;38.4;46.2;55.7;66.7;97.3
164;Geslacht: vrouwen;Gesubsidieerde instellingen;2023;1203.7;57.7;80.2;99.9;123.3;154.1;241.8;801.5;34.1;46.7;57.3;69.7;85.9;134.9
165;Geslacht: vrouwen;Overheid;2009;532.1;10.7;11.8;13.5;15.9;19.5;29.9;398.5;7.8;8.5;9.4;10.9;13.1;19.5
166;Geslacht: vrouwen;Overheid;2010;544.5;11.8;13.0;14.7;17.1;21.0;30.6;407.3;8.6;9.3;10.3;11.7;14.1;19.9
167;Geslacht: vrouwen;Overheid;2011;545.3;8.6;9.7;11.4;13.7;18.0;26.5;403.1;6.2;6.9;7.8;9.2;11.7;16.9
