ID;Geslacht;Herkomstgroepering;Onderwijssoort;Leeftijd;InkomstenUitEenBaan;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
143;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2007/'08;41510.0;3050.0;38470.0;7.3
144;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2008/'09;46580.0;3110.0;43470.0;6.7
145;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;>= 0,9 keer minimum(jeugd)loon;2004/'05;28230.0;3540.0;24690.0;12.5
146;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;>= 0,9 keer minimum(jeugd)loon;2005/'06;27010.0;2970.0;24040.0;11.0
147;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;>= 0,9 keer minimum(jeugd)loon;2006/'07;30550.0;3350.0;27200.0;11.0
148;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;>= 0,9 keer minimum(jeugd)loon;2007/'08;34240.0;3680.0;30560.0;10.7
149;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;>= 0,9 keer minimum(jeugd)loon;2008/'09;31430.0;3580.0;27860.0;11.4
150;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal wel en geen inkomsten;2004/'05;359550.0;35570.0;323980.0;9.9
151;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal wel en geen inkomsten;2005/'06;403920.0;34810.0;369110.0;8.6
152;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal wel en geen inkomsten;2006/'07;413540.0;34830.0;378710.0;8.4
153;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal wel en geen inkomsten;2007/'08;422490.0;35140.0;387350.0;8.3
154;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Totaal wel en geen inkomsten;2008/'09;426940.0;32330.0;394620.0;7.6
155;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Geen inkomsten uit een baan;2004/'05;134020.0;15510.0;118510.0;11.6
156;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Geen inkomsten uit een baan;2005/'06;155380.0;16440.0;138940.0;10.6
157;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Geen inkomsten uit een baan;2006/'07;151000.0;16310.0;134690.0;10.8
158;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Geen inkomsten uit een baan;2007/'08;138920.0;15420.0;123490.0;11.1
159;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Geen inkomsten uit een baan;2008/'09;140960.0;14360.0;126600.0;10.2
160;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Wel inkomsten uit een baan;2004/'05;225530.0;20060.0;205470.0;8.9
161;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Wel inkomsten uit een baan;2005/'06;248550.0;18380.0;230170.0;7.4
162;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Wel inkomsten uit een baan;2006/'07;262540.0;18520.0;244020.0;7.1
163;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Wel inkomsten uit een baan;2007/'08;283570.0;19720.0;263850.0;7.0
164;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;Wel inkomsten uit een baan;2008/'09;285980.0;17960.0;268020.0;6.3
165;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 0,5 keer minimum(jeugd)loon;2004/'05;112670.0;7020.0;105650.0;6.2
166;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 0,5 keer minimum(jeugd)loon;2005/'06;129080.0;7200.0;121880.0;5.6
167;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 0,5 keer minimum(jeugd)loon;2006/'07;124810.0;6880.0;117940.0;5.5
168;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 0,5 keer minimum(jeugd)loon;2007/'08;131940.0;7140.0;124800.0;5.4
169;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;< 0,5 keer minimum(jeugd)loon;2008/'09;131940.0;5980.0;125950.0;4.5
170;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2004/'05;48000.0;4160.0;43840.0;8.7
171;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2005/'06;53100.0;4060.0;49050.0;7.6
172;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2006/'07;63760.0;4670.0;59090.0;7.3
173;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2007/'08;69840.0;4940.0;64900.0;7.1
174;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2008/'09;77220.0;4890.0;72330.0;6.3
175;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;>= 0,9 keer minimum(jeugd)loon;2004/'05;64860.0;8880.0;55980.0;13.7
176;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;>= 0,9 keer minimum(jeugd)loon;2005/'06;66360.0;7120.0;59240.0;10.7
177;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;>= 0,9 keer minimum(jeugd)loon;2006/'07;73970.0;6980.0;66990.0;9.4
178;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;>= 0,9 keer minimum(jeugd)loon;2007/'08;81790.0;7640.0;74160.0;9.3
179;Totaal mannen en vrouwen;0;0;18 tot 23 jaar;>= 0,9 keer minimum(jeugd)loon;2008/'09;76830.0;7090.0;69740.0;9.2
180;Totaal mannen en vrouwen;0;0;20 tot 23 jaar;Totaal wel en geen inkomsten;2004/'05;124840.0;15220.0;109620.0;12.2
181;Totaal mannen en vrouwen;0;0;20 tot 23 jaar;Totaal wel en geen inkomsten;2005/'06;149890.0;14600.0;135290.0;9.7
182;Totaal mannen en vrouwen;0;0;20 tot 23 jaar;Totaal wel en geen inkomsten;2006/'07;157150.0;13830.0;143320.0;8.8
183;Totaal mannen en vrouwen;0;0;20 tot 23 jaar;Totaal wel en geen inkomsten;2007/'08;158960.0;13480.0;145480.0;8.5
184;Totaal mannen en vrouwen;0;0;20 tot 23 jaar;Totaal wel en geen inkomsten;2008/'09;155990.0;11670.0;144320.0;7.5
185;Totaal mannen en vrouwen;0;0;20 tot 23 jaar;Geen inkomsten uit een baan;2004/'05;36340.0;5620.0;30720.0;15.5
186;Totaal mannen en vrouwen;0;0;20 tot 23 jaar;Geen inkomsten uit een baan;2005/'06;46340.0;5960.0;40380.0;12.9
187;Totaal mannen en vrouwen;0;0;20 tot 23 jaar;Geen inkomsten uit een baan;2006/'07;46590.0;5760.0;40830.0;12.4
188;Totaal mannen en vrouwen;0;0;20 tot 23 jaar;Geen inkomsten uit een baan;2007/'08;42730.0;5370.0;37360.0;12.6
189;Totaal mannen en vrouwen;0;0;20 tot 23 jaar;Geen inkomsten uit een baan;2008/'09;42870.0;4700.0;38160.0;11.0
190;Totaal mannen en vrouwen;0;0;20 tot 23 jaar;Wel inkomsten uit een baan;2004/'05;88500.0;9590.0;78910.0;10.8
