ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2;GemiddGestandaardiseerdInkPerHuish_3
114;Zuidoost-Friesland (CR);Eenoudergezin;4.6;23.4;16.0
115;Noord-Drenthe (CR);Totaal particulier huishouden;75.9;29.7;20.5
116;Noord-Drenthe (CR);Eenpersoonshuishouden;21.1;17.5;17.5
117;Noord-Drenthe (CR);Paar zonder kinderen;25.5;32.4;23.6
118;Noord-Drenthe (CR);Paar met kinderen;23.6;37.9;20.4
119;Noord-Drenthe (CR);Eenoudergezin;3.9;23.9;16.3
120;Zuidoost-Drenthe (CR);Totaal particulier huishouden;70.3;27.2;18.6
121;Zuidoost-Drenthe (CR);Eenpersoonshuishouden;18.7;15.8;15.8
122;Zuidoost-Drenthe (CR);Paar zonder kinderen;23.8;28.4;20.7
123;Zuidoost-Drenthe (CR);Paar met kinderen;21.9;35.3;19.0
124;Zuidoost-Drenthe (CR);Eenoudergezin;3.5;22.9;15.6
125;Zuidwest-Drenthe (CR);Totaal particulier huishouden;52.1;28.9;19.8
126;Zuidwest-Drenthe (CR);Eenpersoonshuishouden;14.9;17.1;17.1
127;Zuidwest-Drenthe (CR);Paar zonder kinderen;16.6;30.6;22.3
128;Zuidwest-Drenthe (CR);Paar met kinderen;16.5;37.3;19.9
129;Zuidwest-Drenthe (CR);Eenoudergezin;2.5;24.4;16.4
130;Noord-Overijssel (CR);Totaal particulier huishouden;133.9;29.8;20.0
131;Noord-Overijssel (CR);Eenpersoonshuishouden;38.0;17.1;17.1
132;Noord-Overijssel (CR);Paar zonder kinderen;38.9;31.2;22.7
133;Noord-Overijssel (CR);Paar met kinderen;46.4;38.6;20.3
134;Noord-Overijssel (CR);Eenoudergezin;6.4;25.5;17.2
135;Zuidwest-Overijssel (CR);Totaal particulier huishouden;60.2;29.2;20.0
136;Zuidwest-Overijssel (CR);Eenpersoonshuishouden;17.6;17.3;17.3
137;Zuidwest-Overijssel (CR);Paar zonder kinderen;18.3;31.2;22.8
138;Zuidwest-Overijssel (CR);Paar met kinderen;19.1;37.9;20.2
139;Zuidwest-Overijssel (CR);Eenoudergezin;3.1;24.4;16.7
140;Twente (CR);Totaal particulier huishouden;243.5;28.8;19.5
141;Twente (CR);Eenpersoonshuishouden;69.2;16.7;16.7
142;Twente (CR);Paar zonder kinderen;73.1;29.9;21.8
143;Twente (CR);Paar met kinderen;78.9;37.6;20.0
144;Twente (CR);Eenoudergezin;12.5;24.4;16.6
145;Veluwe (CR);Totaal particulier huishouden;247.0;31.5;21.1
146;Veluwe (CR);Eenpersoonshuishouden;68.3;18.0;18.0
147;Veluwe (CR);Paar zonder kinderen;73.6;33.0;24.1
148;Veluwe (CR);Paar met kinderen;83.6;40.4;21.3
149;Veluwe (CR);Eenoudergezin;11.7;26.1;17.7
150;Achterhoek (CR);Totaal particulier huishouden;159.8;30.0;20.2
151;Achterhoek (CR);Eenpersoonshuishouden;41.8;17.0;17.0
152;Achterhoek (CR);Paar zonder kinderen;51.4;31.1;22.7
153;Achterhoek (CR);Paar met kinderen;53.0;38.2;20.4
154;Achterhoek (CR);Eenoudergezin;7.3;25.9;17.6
155;Arnhem/Nijmegen (CR);Totaal particulier huishouden;288.8;29.0;20.3
156;Arnhem/Nijmegen (CR);Eenpersoonshuishouden;95.6;17.4;17.4
157;Arnhem/Nijmegen (CR);Paar zonder kinderen;83.5;32.2;23.5
158;Arnhem/Nijmegen (CR);Paar met kinderen;82.8;39.1;21.1
159;Arnhem/Nijmegen (CR);Eenoudergezin;17.5;23.7;16.3
160;Zuidwest-Gelderland (CR);Totaal particulier huishouden;87.9;32.6;21.3
161;Zuidwest-Gelderland (CR);Eenpersoonshuishouden;20.5;17.6;17.6
162;Zuidwest-Gelderland (CR);Paar zonder kinderen;26.2;32.5;23.7
163;Zuidwest-Gelderland (CR);Paar met kinderen;33.4;41.2;21.9
164;Zuidwest-Gelderland (CR);Eenoudergezin;4.2;27.3;18.4
165;Utrecht (CR);Totaal particulier huishouden;478.1;32.7;22.6
166;Utrecht (CR);Eenpersoonshuishouden;154.9;19.2;19.2
167;Utrecht (CR);Paar zonder kinderen;133.9;36.4;26.6
168;Utrecht (CR);Paar met kinderen;146.8;43.8;23.4
169;Utrecht (CR);Eenoudergezin;26.3;25.9;17.6
170;Kop van Noord-Holland (CR);Totaal particulier huishouden;148.7;30.0;20.4
171;Kop van Noord-Holland (CR);Eenpersoonshuishouden;42.4;17.1;17.1
172;Kop van Noord-Holland (CR);Paar zonder kinderen;45.6;31.8;23.2
173;Kop van Noord-Holland (CR);Paar met kinderen;48.2;39.8;21.2
174;Kop van Noord-Holland (CR);Eenoudergezin;8.4;23.9;16.3
175;Alkmaar en omgeving (CR);Totaal particulier huishouden;95.2;31.0;21.5
176;Alkmaar en omgeving (CR);Eenpersoonshuishouden;29.7;18.4;18.4
177;Alkmaar en omgeving (CR);Paar zonder kinderen;28.3;34.1;24.9
178;Alkmaar en omgeving (CR);Paar met kinderen;28.9;41.4;22.1
179;Alkmaar en omgeving (CR);Eenoudergezin;5.7;24.7;16.8
180;IJmond (CR);Totaal particulier huishouden;79.3;31.5;21.8
181;IJmond (CR);Eenpersoonshuishouden;24.5;19.0;19.0
182;IJmond (CR);Paar zonder kinderen;23.8;34.4;25.1
183;IJmond (CR);Paar met kinderen;24.1;42.2;22.5
184;IJmond (CR);Eenoudergezin;4.8;23.8;16.4
185;Agglomeratie Haarlem (CR);Totaal particulier huishouden;96.9;32.2;23.1
186;Agglomeratie Haarlem (CR);Eenpersoonshuishouden;37.8;19.6;19.6
187;Agglomeratie Haarlem (CR);Paar zonder kinderen;26.3;37.7;27.5
188;Agglomeratie Haarlem (CR);Paar met kinderen;24.0;46.1;24.8
189;Agglomeratie Haarlem (CR);Eenoudergezin;5.8;25.7;17.7
190;Zaanstreek (CR);Totaal particulier huishouden;65.4;29.9;20.6
191;Zaanstreek (CR);Eenpersoonshuishouden;19.7;17.6;17.6
192;Zaanstreek (CR);Paar zonder kinderen;19.2;32.3;23.6
193;Zaanstreek (CR);Paar met kinderen;19.7;40.0;21.5
194;Zaanstreek (CR);Eenoudergezin;4.5;24.3;16.6
195;Groot-Amsterdam (CR);Totaal particulier huishouden;552.7;29.0;21.3
196;Groot-Amsterdam (CR);Eenpersoonshuishouden;239.6;18.9;18.9
197;Groot-Amsterdam (CR);Paar zonder kinderen;124.1;35.9;26.2
198;Groot-Amsterdam (CR);Paar met kinderen;120.1;42.2;22.8
199;Groot-Amsterdam (CR);Eenoudergezin;46.0;23.5;16.2
200;Het Gooi en Vechtstreek (CR);Totaal particulier huishouden;104.4;35.2;24.6
201;Het Gooi en Vechtstreek (CR);Eenpersoonshuishouden;36.7;20.9;20.9
202;Het Gooi en Vechtstreek (CR);Paar zonder kinderen;29.3;39.1;28.6
203;Het Gooi en Vechtstreek (CR);Paar met kinderen;29.3;49.7;26.7
204;Het Gooi en Vechtstreek (CR);Eenoudergezin;6.0;26.9;18.3
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal particulier huishouden;157.1;32.8;22.6
206;Agglomeratie Leiden en Bollenstreek (CR);Eenpersoonshuishouden;51.1;19.2;19.2
207;Agglomeratie Leiden en Bollenstreek (CR);Paar zonder kinderen;44.2;36.0;26.2
208;Agglomeratie Leiden en Bollenstreek (CR);Paar met kinderen;49.2;44.4;23.6
209;Agglomeratie Leiden en Bollenstreek (CR);Eenoudergezin;8.3;26.1;17.7
210;Agglomeratie 's-Gravenhage (CR);Totaal particulier huishouden;345.4;29.9;21.6
211;Agglomeratie 's-Gravenhage (CR);Eenpersoonshuishouden;136.2;19.1;19.1
212;Agglomeratie 's-Gravenhage (CR);Paar zonder kinderen;84.7;35.8;26.1
213;Agglomeratie 's-Gravenhage (CR);Paar met kinderen;81.9;42.2;22.8
214;Agglomeratie 's-Gravenhage (CR);Eenoudergezin;27.0;23.2;15.9
215;Delft en Westland (CR);Totaal particulier huishouden;84.6;31.0;21.4
216;Delft en Westland (CR);Eenpersoonshuishouden;27.5;18.3;18.3
217;Delft en Westland (CR);Paar zonder kinderen;24.3;33.2;24.3
218;Delft en Westland (CR);Paar met kinderen;25.7;42.3;22.5
219;Delft en Westland (CR);Eenoudergezin;4.6;26.3;17.9
220;Oost-Zuid-Holland (CR);Totaal particulier huishouden;125.8;33.4;22.4
221;Oost-Zuid-Holland (CR);Eenpersoonshuishouden;33.5;18.8;18.8
222;Oost-Zuid-Holland (CR);Paar zonder kinderen;38.3;35.2;25.7
223;Oost-Zuid-Holland (CR);Paar met kinderen;43.7;43.0;22.8
224;Oost-Zuid-Holland (CR);Eenoudergezin;6.3;27.1;18.3
225;Groot-Rijnmond (CR);Totaal particulier huishouden;583.6;28.8;20.3
226;Groot-Rijnmond (CR);Eenpersoonshuishouden;203.8;17.5;17.5
227;Groot-Rijnmond (CR);Paar zonder kinderen;157.2;32.8;23.9
228;Groot-Rijnmond (CR);Paar met kinderen;153.6;40.2;21.6
229;Groot-Rijnmond (CR);Eenoudergezin;45.4;23.3;15.9
230;Zuidoost-Zuid-Holland (CR);Totaal particulier huishouden;161.7;30.7;20.8
231;Zuidoost-Zuid-Holland (CR);Eenpersoonshuishouden;47.4;17.6;17.6
232;Zuidoost-Zuid-Holland (CR);Paar zonder kinderen;47.4;32.3;23.6
233;Zuidoost-Zuid-Holland (CR);Paar met kinderen;52.4;41.0;21.8
234;Zuidoost-Zuid-Holland (CR);Eenoudergezin;9.2;25.1;17.0
235;Zeeuwsch-Vlaanderen (CR);Totaal particulier huishouden;46.8;28.8;20.0
236;Zeeuwsch-Vlaanderen (CR);Eenpersoonshuishouden;14.1;16.5;16.5
237;Zeeuwsch-Vlaanderen (CR);Paar zonder kinderen;15.9;30.4;22.2
238;Zeeuwsch-Vlaanderen (CR);Paar met kinderen;12.9;39.6;21.5
239;Zeeuwsch-Vlaanderen (CR);Eenoudergezin;2.5;26.1;17.8
240;Overig Zeeland (CR);Totaal particulier huishouden;113.2;29.2;20.2
241;Overig Zeeland (CR);Eenpersoonshuishouden;34.3;17.4;17.4
242;Overig Zeeland (CR);Paar zonder kinderen;36.6;31.4;22.9
243;Overig Zeeland (CR);Paar met kinderen;33.7;38.9;20.6
244;Overig Zeeland (CR);Eenoudergezin;5.7;24.0;16.4
245;West-Noord-Brabant (CR);Totaal particulier huishouden;250.2;30.7;21.0
246;West-Noord-Brabant (CR);Eenpersoonshuishouden;71.3;17.8;17.8
247;West-Noord-Brabant (CR);Paar zonder kinderen;80.5;32.2;23.5
248;West-Noord-Brabant (CR);Paar met kinderen;77.1;40.7;21.9
249;West-Noord-Brabant (CR);Eenoudergezin;12.8;25.1;17.2
250;Midden-Noord-Brabant (CR);Totaal particulier huishouden;179.7;30.5;20.6
251;Midden-Noord-Brabant (CR);Eenpersoonshuishouden;51.0;17.3;17.3
252;Midden-Noord-Brabant (CR);Paar zonder kinderen;55.0;31.8;23.2
253;Midden-Noord-Brabant (CR);Paar met kinderen;57.8;40.6;21.7
254;Midden-Noord-Brabant (CR);Eenoudergezin;9.9;25.0;16.8
255;Noordoost-Noord-Brabant (CR);Totaal particulier huishouden;247.2;31.8;21.4
256;Noordoost-Noord-Brabant (CR);Eenpersoonshuishouden;65.4;18.1;18.1
257;Noordoost-Noord-Brabant (CR);Paar zonder kinderen;75.6;33.0;24.1
258;Noordoost-Noord-Brabant (CR);Paar met kinderen;84.6;40.9;21.8
259;Noordoost-Noord-Brabant (CR);Eenoudergezin;12.6;26.0;17.7
260;Zuidoost-Noord-Brabant (CR);Totaal particulier huishouden;298.7;30.7;21.0
261;Zuidoost-Noord-Brabant (CR);Eenpersoonshuishouden;88.6;18.0;18.0
262;Zuidoost-Noord-Brabant (CR);Paar zonder kinderen;92.6;32.5;23.7
263;Zuidoost-Noord-Brabant (CR);Paar met kinderen;92.2;40.8;21.8
264;Zuidoost-Noord-Brabant (CR);Eenoudergezin;15.2;25.3;17.2
265;Noord-Limburg (CR);Totaal particulier huishouden;111.2;29.9;20.2
266;Noord-Limburg (CR);Eenpersoonshuishouden;29.2;17.2;17.2
267;Noord-Limburg (CR);Paar zonder kinderen;35.6;31.0;22.6
268;Noord-Limburg (CR);Paar met kinderen;37.3;38.3;20.5
269;Noord-Limburg (CR);Eenoudergezin;5.6;25.2;17.1
270;Midden-Limburg (CR);Totaal particulier huishouden;95.4;29.9;20.3
271;Midden-Limburg (CR);Eenpersoonshuishouden;25.4;17.2;17.2
272;Midden-Limburg (CR);Paar zonder kinderen;30.9;30.6;22.3
273;Midden-Limburg (CR);Paar met kinderen;30.6;39.3;21.2
274;Midden-Limburg (CR);Eenoudergezin;4.9;25.0;17.2
275;Zuid-Limburg (CR);Totaal particulier huishouden;268.2;27.7;19.5
276;Zuid-Limburg (CR);Eenpersoonshuishouden;86.4;16.7;16.7
277;Zuid-Limburg (CR);Paar zonder kinderen;84.2;29.8;21.8
278;Zuid-Limburg (CR);Paar met kinderen;72.4;37.9;20.6
279;Zuid-Limburg (CR);Eenoudergezin;16.6;23.1;16.0
280;Flevoland (CR);Totaal particulier huishouden;141.7;30.0;20.0
281;Flevoland (CR);Eenpersoonshuishouden;36.2;17.5;17.5
282;Flevoland (CR);Paar zonder kinderen;37.3;32.2;23.5
283;Flevoland (CR);Paar met kinderen;51.8;37.8;20.2
284;Flevoland (CR);Eenoudergezin;10.9;23.1;15.7
285;Groningen (GA);Totaal particulier huishouden;86.4;25.6;19.3
286;Groningen (GA);Eenpersoonshuishouden;39.5;17.0;17.0
287;Groningen (GA);Paar zonder kinderen;22.4;32.0;23.3
288;Groningen (GA);Paar met kinderen;16.5;37.9;20.5
289;Groningen (GA);Eenoudergezin;5.8;21.7;15.1
290;Leeuwarden (GA);Totaal particulier huishouden;40.7;25.2;18.6
291;Leeuwarden (GA);Eenpersoonshuishouden;16.8;16.5;16.5
292;Leeuwarden (GA);Paar zonder kinderen;11.2;30.0;21.9
293;Leeuwarden (GA);Paar met kinderen;8.8;36.3;19.6
294;Leeuwarden (GA);Eenoudergezin;2.9;21.4;14.7
295;Zwolle (GA);Totaal particulier huishouden;47.5;29.0;20.5
296;Zwolle (GA);Eenpersoonshuishouden;16.7;17.9;17.9
297;Zwolle (GA);Paar zonder kinderen;13.3;33.3;24.3
298;Zwolle (GA);Paar met kinderen;13.4;39.0;20.9
299;Zwolle (GA);Eenoudergezin;2.7;22.9;15.6
300;Enschede (GA);Totaal particulier huishouden;63.5;25.7;18.2
301;Enschede (GA);Eenpersoonshuishouden;22.0;16.1;16.1
302;Enschede (GA);Paar zonder kinderen;18.3;28.4;20.8
303;Enschede (GA);Paar met kinderen;16.9;34.8;18.8
304;Enschede (GA);Eenoudergezin;4.0;21.2;14.6
305;Apeldoorn (GA);Totaal particulier huishouden;64.2;30.3;20.9
306;Apeldoorn (GA);Eenpersoonshuishouden;19.8;18.2;18.2
307;Apeldoorn (GA);Paar zonder kinderen;19.7;32.7;23.9
308;Apeldoorn (GA);Paar met kinderen;19.0;39.9;21.3
309;Apeldoorn (GA);Eenoudergezin;3.4;24.0;16.3
310;Arnhem (GA);Totaal particulier huishouden;64.3;26.3;19.2
311;Arnhem (GA);Eenpersoonshuishouden;26.3;16.9;16.9
312;Arnhem (GA);Paar zonder kinderen;16.5;32.1;23.4
313;Arnhem (GA);Paar met kinderen;14.4;36.8;20.0
314;Arnhem (GA);Eenoudergezin;4.7;21.8;15.1
315;Nijmegen (GA);Totaal particulier huishouden;68.7;26.6;19.5
316;Nijmegen (GA);Eenpersoonshuishouden;29.2;17.0;17.0
317;Nijmegen (GA);Paar zonder kinderen;17.2;31.9;23.3
318;Nijmegen (GA);Paar met kinderen;15.2;38.7;20.9
319;Nijmegen (GA);Eenoudergezin;4.7;23.6;16.3
320;Amersfoort (GA);Totaal particulier huishouden;67.7;32.5;22.3
321;Amersfoort (GA);Eenpersoonshuishouden;21.4;18.9;18.9
322;Amersfoort (GA);Paar zonder kinderen;18.4;36.4;26.6
323;Amersfoort (GA);Paar met kinderen;21.7;43.1;23.1
324;Amersfoort (GA);Eenoudergezin;4.1;24.4;16.6
325;Utrecht (GA);Totaal particulier huishouden;174.6;30.0;21.4
326;Utrecht (GA);Eenpersoonshuishouden;66.7;18.6;18.6
327;Utrecht (GA);Paar zonder kinderen;45.6;35.2;25.7
328;Utrecht (GA);Paar met kinderen;44.8;41.6;22.5
329;Utrecht (GA);Eenoudergezin;10.6;24.6;16.9
330;Amsterdam (GA);Totaal particulier huishouden;480.0;27.7;20.7
331;Amsterdam (GA);Eenpersoonshuishouden;222.1;18.8;18.8
332;Amsterdam (GA);Paar zonder kinderen;102.7;35.3;25.8
333;Amsterdam (GA);Paar met kinderen;91.5;40.7;22.1
334;Amsterdam (GA);Eenoudergezin;42.3;23.2;15.9
335;Haarlem (GA);Totaal particulier huishouden;84.8;32.0;23.0
336;Haarlem (GA);Eenpersoonshuishouden;33.5;19.6;19.6
337;Haarlem (GA);Paar zonder kinderen;22.7;37.4;27.3
338;Haarlem (GA);Paar met kinderen;20.9;46.4;24.9
339;Haarlem (GA);Eenoudergezin;5.1;25.5;17.6
340;Leiden (GA);Totaal particulier huishouden;102.1;32.3;22.5
341;Leiden (GA);Eenpersoonshuishouden;35.8;19.3;19.3
342;Leiden (GA);Paar zonder kinderen;27.8;36.3;26.5
343;Leiden (GA);Paar met kinderen;30.2;44.4;23.7
344;Leiden (GA);Eenoudergezin;5.5;25.3;17.3
345;'s-Gravenhage (GA);Totaal particulier huishouden;282.0;29.2;21.3
346;'s-Gravenhage (GA);Eenpersoonshuishouden;119.0;19.1;19.1
347;'s-Gravenhage (GA);Paar zonder kinderen;66.9;35.8;26.1
348;'s-Gravenhage (GA);Paar met kinderen;60.2;41.8;22.6
349;'s-Gravenhage (GA);Eenoudergezin;22.2;22.9;15.7
350;Rotterdam (GA);Totaal particulier huishouden;439.1;27.2;19.6
351;Rotterdam (GA);Eenpersoonshuishouden;168.5;17.3;17.3
352;Rotterdam (GA);Paar zonder kinderen;109.7;31.9;23.3
353;Rotterdam (GA);Paar met kinderen;102.9;38.7;20.9
354;Rotterdam (GA);Eenoudergezin;38.2;22.4;15.3
355;Dordrecht (GA);Totaal particulier huishouden;102.5;29.9;20.6
356;Dordrecht (GA);Eenpersoonshuishouden;32.2;17.6;17.6
357;Dordrecht (GA);Paar zonder kinderen;29.7;32.2;23.5
358;Dordrecht (GA);Paar met kinderen;30.7;40.4;21.6
359;Dordrecht (GA);Eenoudergezin;6.4;24.4;16.6
360;Breda (GA);Totaal particulier huishouden;72.0;30.2;21.3
361;Breda (GA);Eenpersoonshuishouden;24.9;18.0;18.0
362;Breda (GA);Paar zonder kinderen;21.5;33.8;24.7
363;Breda (GA);Paar met kinderen;19.2;42.1;22.7
364;Breda (GA);Eenoudergezin;4.1;24.1;16.5
365;Tilburg (GA);Totaal particulier huishouden;91.2;28.4;19.8
366;Tilburg (GA);Eenpersoonshuishouden;30.2;16.9;16.9
367;Tilburg (GA);Paar zonder kinderen;26.8;31.4;22.9
368;Tilburg (GA);Paar met kinderen;25.4;39.0;21.0
369;Tilburg (GA);Eenoudergezin;5.7;23.1;15.6
370;'s-Hertogenbosch (GA);Totaal particulier huishouden;68.0;30.8;21.7
371;'s-Hertogenbosch (GA);Eenpersoonshuishouden;22.8;18.7;18.7
372;'s-Hertogenbosch (GA);Paar zonder kinderen;19.6;35.0;25.5
373;'s-Hertogenbosch (GA);Paar met kinderen;19.1;41.3;22.2
