ID;KenmerkenBaanBedrijfsgrootte;CaoSector;Perioden;TotaalBanen_1;Minimumloon_2;k_105Minimumloon_3;k_110Minimumloon_4;k_115Minimumloon_5;k_120Minimumloon_6;k_130Minimumloon_7;TotaalArbeidsvolume_8;Minimumloon_9;k_105Minimumloon_10;k_110Minimumloon_11;k_115Minimumloon_12;k_120Minimumloon_13;k_130Minimumloon_14
19;Totaal;Particuliere bedrijven;2013;5333.5;353.8;516.0;682.8;845.2;1037.7;1420.3;3972.8;200.2;289.5;382.8;475.4;583.7;815.6
20;Totaal;Particuliere bedrijven;2014;5335.5;374.8;547.4;724.1;894.0;1091.9;1478.7;3962.1;209.0;304.9;403.5;502.3;613.6;848.7
21;Totaal;Particuliere bedrijven;2015;5438.6;375.4;551.9;738.2;914.0;1114.7;1510.7;4030.9;211.8;309.9;412.2;512.8;627.0;866.7
22;Totaal;Particuliere bedrijven;2016;5560.5;407.9;604.5;802.5;991.1;1198.9;1638.2;4142.7;232.0;340.8;451.3;561.2;680.1;940.3
23;Totaal;Particuliere bedrijven;2017;5735.4;405.2;636.8;880.7;1089.3;1319.6;1799.4;4279.0;229.9;355.7;486.1;608.4;739.7;1029.4
24;Totaal;Particuliere bedrijven;2018;5919.4;413.8;649.0;910.6;1136.7;1374.9;1880.9;4436.2;233.8;361.7;501.2;633.6;771.4;1077.8
25;Totaal;Particuliere bedrijven;2019;6029.7;393.0;634.3;905.4;1141.8;1386.1;1898.3;4531.7;220.3;356.5;500.2;638.2;781.4;1093.2
26;Totaal;Particuliere bedrijven;2020;5880.2;344.5;566.5;817.4;1050.6;1279.6;1755.3;4479.0;201.5;326.5;461.9;595.4;732.2;1025.5
27;Totaal;Particuliere bedrijven;2021;5983.8;342.3;564.6;822.1;1052.0;1284.0;1778.9;4574.7;205.3;330.2;467.8;601.4;740.5;1043.4
28;Totaal;Particuliere bedrijven;2022;6232.8;305.1;488.5;724.6;951.5;1178.8;1692.3;4746.3;187.3;291.1;418.7;551.3;686.9;997.6
29;Totaal;Particuliere bedrijven;2023;6293.6;365.8;604.6;879.4;1150.4;1440.8;1949.6;4804.8;222.1;365.4;524.5;689.5;866.8;1198.0
30;Totaal;Gesubsidieerde instellingen;2009;1305.3;82.2;106.7;135.2;165.9;205.4;288.8;926.5;57.2;73.7;93.5;114.6;143.2;200.6
31;Totaal;Gesubsidieerde instellingen;2010;1369.7;99.0;129.1;161.5;192.9;232.6;310.8;952.5;63.8;83.2;104.1;125.4;153.2;206.5
32;Totaal;Gesubsidieerde instellingen;2011;1404.9;104.2;133.8;167.7;198.3;238.7;314.7;971.3;65.6;84.8;106.7;127.0;155.2;205.5
33;Totaal;Gesubsidieerde instellingen;2012;1408.7;97.9;133.5;173.8;202.4;241.1;312.0;971.9;60.7;84.4;107.4;125.5;151.9;197.7
34;Totaal;Gesubsidieerde instellingen;2013;1386.8;84.4;124.7;154.2;183.0;224.6;293.3;957.8;51.9;79.9;97.8;115.3;141.5;185.8
35;Totaal;Gesubsidieerde instellingen;2014;1352.4;85.4;131.7;165.4;195.1;225.5;287.2;940.2;51.9;83.8;102.8;123.3;143.4;183.6
36;Totaal;Gesubsidieerde instellingen;2015;1326.5;83.2;125.6;155.9;182.1;211.5;266.6;926.7;51.4;81.1;99.2;116.7;136.2;170.7
37;Totaal;Gesubsidieerde instellingen;2016;1313.6;80.0;122.4;147.0;175.6;203.9;256.5;920.1;50.7;81.3;95.3;114.5;132.6;165.2
38;Totaal;Gesubsidieerde instellingen;2017;1332.8;72.6;122.1;151.0;177.9;201.3;252.9;921.8;45.4;78.0;93.4;112.0;127.2;159.0
39;Totaal;Gesubsidieerde instellingen;2018;1365.6;72.5;116.0;150.8;180.7;205.4;262.5;947.4;45.4;73.1;92.5;112.7;128.6;163.5
40;Totaal;Gesubsidieerde instellingen;2019;1406.2;67.7;107.3;141.0;180.3;208.1;269.4;977.6;42.5;68.9;88.0;112.1;129.4;167.0
41;Totaal;Gesubsidieerde instellingen;2020;1441.6;66.9;100.4;129.2;166.1;202.2;270.9;1002.2;41.8;64.0;81.3;103.6;124.9;165.6
42;Totaal;Gesubsidieerde instellingen;2021;1475.6;70.8;98.9;125.7;158.7;193.0;267.5;1028.1;43.9;62.9;78.9;99.9;120.5;163.1
43;Totaal;Gesubsidieerde instellingen;2022;1503.4;71.5;93.9;117.1;145.6;176.4;248.2;1047.6;44.0;60.0;74.3;92.7;111.4;152.2
44;Totaal;Gesubsidieerde instellingen;2023;1521.0;80.4;118.3;149.4;181.8;219.9;321.8;1064.1;50.2;75.3;95.2;115.0;136.9;196.4
45;Totaal;Overheid;2009;1038.3;21.2;23.0;25.6;29.4;34.9;51.4;865.7;16.4;17.7;19.3;21.9;25.7;37.4
46;Totaal;Overheid;2010;1062.2;29.1;31.0;33.7;37.5;43.7;58.9;880.5;20.4;21.7;23.4;26.0;30.4;40.9
47;Totaal;Overheid;2011;1054.5;22.4;24.6;27.4;31.3;38.1;52.3;864.9;16.6;18.0;19.7;22.2;26.7;36.3
48;Totaal;Overheid;2012;1037.8;23.4;26.0;28.8;32.1;38.9;51.7;850.6;17.1;18.7;20.3;22.5;26.8;35.5
49;Totaal;Overheid;2013;1025.5;25.8;28.2;30.5;33.5;39.3;50.7;842.6;21.7;23.3;24.8;26.7;30.3;38.6
50;Totaal;Overheid;2014;1018.2;30.4;33.0;35.4;39.1;44.3;55.3;838.2;24.9;26.4;27.9;30.1;33.4;41.3
51;Totaal;Overheid;2015;1017.5;29.7;32.2;34.7;37.8;42.2;53.2;836.6;23.9;25.3;26.7;28.6;31.5;39.3
52;Totaal;Overheid;2016;1018.4;29.1;32.6;36.0;39.4;44.2;54.8;839.4;23.2;25.1;26.9;28.8;31.8;39.1
53;Totaal;Overheid;2017;1027.8;29.9;33.6;37.4;41.1;46.5;57.7;844.2;23.4;25.3;27.6;29.8;33.3;41.3
54;Totaal;Overheid;2018;1039.2;29.4;33.6;38.1;42.4;48.1;60.8;852.9;22.0;24.2;27.0;29.6;33.3;42.4
55;Totaal;Overheid;2019;1064.7;29.9;35.1;39.4;45.5;51.6;66.1;872.1;20.9;23.7;26.3;30.2;34.4;44.9
56;Totaal;Overheid;2020;1069.0;26.9;30.9;34.8;39.9;48.0;62.2;875.1;18.1;20.5;22.9;26.1;31.5;41.4
57;Totaal;Overheid;2021;1101.6;25.6;29.7;33.7;38.7;46.9;61.2;904.0;18.3;20.8;23.2;26.4;31.7;41.5
58;Totaal;Overheid;2022;1131.8;24.5;27.5;30.7;35.8;41.0;57.0;928.6;16.6;18.5;20.5;23.8;27.4;38.1
59;Totaal;Overheid;2023;1164.7;27.5;30.8;35.3;41.1;49.0;68.0;956.9;18.4;20.1;23.2;26.9;32.4;45.0
60;Dienstverband: voltijd;Totaal;2009;3892.7;135.9;174.9;224.0;279.0;347.4;501.9;3892.7;135.9;174.9;224.0;279.0;347.4;501.9
61;Dienstverband: voltijd;Totaal;2010;3891.0;150.4;194.5;249.3;307.5;379.2;535.2;3890.9;150.4;194.5;249.3;307.5;379.2;535.2
62;Dienstverband: voltijd;Totaal;2011;3792.4;138.3;183.4;236.6;292.8;362.6;511.9;3792.4;138.3;183.4;236.6;292.8;362.6;511.9
63;Dienstverband: voltijd;Totaal;2012;3702.7;127.3;173.7;224.9;276.5;341.1;481.4;3702.7;127.3;173.7;224.9;276.5;341.1;481.4
64;Dienstverband: voltijd;Totaal;2013;3619.9;130.4;180.8;227.8;275.5;337.3;473.5;3619.9;130.4;180.8;227.8;275.5;337.3;473.5
65;Dienstverband: voltijd;Totaal;2014;3572.2;132.7;187.5;235.9;292.1;351.7;487.9;3572.2;132.7;187.5;235.9;292.1;351.7;487.9
66;Dienstverband: voltijd;Totaal;2015;3571.4;130.9;187.4;236.8;289.5;351.6;483.0;3571.4;130.9;187.4;236.8;289.5;351.6;483.0
67;Dienstverband: voltijd;Totaal;2016;3638.3;142.1;202.3;252.9;312.3;375.2;513.2;3638.3;142.1;202.3;252.9;312.3;375.2;513.2
68;Dienstverband: voltijd;Totaal;2017;3651.4;138.5;201.4;257.3;321.6;388.0;539.3;3651.4;138.5;201.4;257.3;321.6;388.0;539.3
69;Dienstverband: voltijd;Totaal;2018;3753.1;137.9;194.9;255.9;324.3;393.8;553.8;3753.1;137.9;194.9;255.9;324.3;393.8;553.8
70;Dienstverband: voltijd;Totaal;2019;3810.1;123.3;189.5;249.6;319.4;391.3;555.3;3810.1;123.3;189.5;249.6;319.4;391.3;555.3
71;Dienstverband: voltijd;Totaal;2020;3757.4;115.4;172.3;229.3;293.5;364.6;515.9;3757.4;115.4;172.3;229.3;293.5;364.6;515.9
72;Dienstverband: voltijd;Totaal;2021;3857.8;120.3;176.3;233.1;298.9;372.5;526.3;3857.8;120.3;176.3;233.1;298.9;372.5;526.3
73;Dienstverband: voltijd;Totaal;2022;3969.5;116.2;160.2;211.1;275.1;343.3;496.6;3969.5;116.2;160.2;211.1;275.1;343.3;496.6
74;Dienstverband: voltijd;Totaal;2023;4009.3;131.1;195.9;268.0;346.5;432.0;621.9;4009.3;131.1;195.9;268.0;346.5;432.0;621.9
75;Dienstverband: voltijd;Particuliere bedrijven;2009;2915.5;97.1;128.9;167.9;211.4;262.0;382.6;2915.5;97.1;128.9;167.9;211.4;262.0;382.6
76;Dienstverband: voltijd;Particuliere bedrijven;2010;2909.0;109.5;145.6;189.9;236.2;290.5;415.8;2909.0;109.5;145.6;189.9;236.2;290.5;415.8
77;Dienstverband: voltijd;Particuliere bedrijven;2011;2852.4;101.6;138.7;181.5;226.8;279.5;402.2;2852.4;101.6;138.7;181.5;226.8;279.5;402.2
78;Dienstverband: voltijd;Particuliere bedrijven;2012;2792.7;95.1;132.0;173.2;216.0;265.1;382.1;2792.7;95.1;132.0;173.2;216.0;265.1;382.1
79;Dienstverband: voltijd;Particuliere bedrijven;2013;2735.1;98.4;137.2;176.3;216.9;265.4;378.5;2735.1;98.4;137.2;176.3;216.9;265.4;378.5
80;Dienstverband: voltijd;Particuliere bedrijven;2014;2693.0;98.5;140.3;181.0;225.7;274.5;389.5;2693.0;98.5;140.3;181.0;225.7;274.5;389.5
81;Dienstverband: voltijd;Particuliere bedrijven;2015;2708.4;98.4;141.6;182.6;225.6;276.3;390.0;2708.4;98.4;141.6;182.6;225.6;276.3;390.0
82;Dienstverband: voltijd;Particuliere bedrijven;2016;2789.1;109.7;155.3;200.0;248.6;301.3;423.4;2789.1;109.7;155.3;200.0;248.6;301.3;423.4
83;Dienstverband: voltijd;Particuliere bedrijven;2017;2854.5;109.2;158.1;208.2;261.6;318.8;453.8;2854.5;109.2;158.1;208.2;261.6;318.8;453.8
84;Dienstverband: voltijd;Particuliere bedrijven;2018;2954.9;110.9;157.5;210.0;267.5;327.8;470.5;2954.9;110.9;157.5;210.0;267.5;327.8;470.5
85;Dienstverband: voltijd;Particuliere bedrijven;2019;3002.6;99.5;154.2;206.4;264.7;327.3;473.2;3002.6;99.5;154.2;206.4;264.7;327.3;473.2
86;Dienstverband: voltijd;Particuliere bedrijven;2020;2953.0;93.9;141.2;190.9;245.3;305.8;440.7;2953.0;93.9;141.2;190.9;245.3;305.8;440.7
87;Dienstverband: voltijd;Particuliere bedrijven;2021;3026.2;97.8;145.0;195.4;251.0;314.0;451.8;3026.2;97.8;145.0;195.4;251.0;314.0;451.8
88;Dienstverband: voltijd;Particuliere bedrijven;2022;3121.4;95.8;132.7;177.5;231.9;290.7;428.0;3121.4;95.8;132.7;177.5;231.9;290.7;428.0
89;Dienstverband: voltijd;Particuliere bedrijven;2023;3147.5;107.1;162.1;224.5;294.6;371.8;543.5;3147.5;107.1;162.1;224.5;294.6;371.8;543.5
90;Dienstverband: voltijd;Gesubsidieerde instellingen;2009;407.5;26.1;32.5;41.6;51.6;67.1;93.9;407.5;26.1;32.5;41.6;51.6;67.1;93.9
91;Dienstverband: voltijd;Gesubsidieerde instellingen;2010;407.3;26.3;33.5;43.0;53.5;68.1;92.6;407.3;26.3;33.5;43.0;53.5;68.1;92.6
92;Dienstverband: voltijd;Gesubsidieerde instellingen;2011;396.7;24.2;31.4;41.2;50.5;65.0;86.1;396.7;24.2;31.4;41.2;50.5;65.0;86.1
93;Dienstverband: voltijd;Gesubsidieerde instellingen;2012;381.7;19.8;28.6;37.8;45.4;58.6;77.1;381.7;19.8;28.6;37.8;45.4;58.6;77.1
94;Dienstverband: voltijd;Gesubsidieerde instellingen;2013;361.9;15.1;25.8;32.8;39.0;50.3;68.4;361.9;15.1;25.8;32.8;39.0;50.3;68.4
95;Dienstverband: voltijd;Gesubsidieerde instellingen;2014;354.0;14.9;27.1;33.9;44.3;53.1;69.6;354.0;14.9;27.1;33.9;44.3;53.1;69.6
96;Dienstverband: voltijd;Gesubsidieerde instellingen;2015;342.8;14.6;27.2;34.8;43.5;53.1;66.0;342.8;14.6;27.2;34.8;43.5;53.1;66.0
97;Dienstverband: voltijd;Gesubsidieerde instellingen;2016;331.5;15.4;29.2;34.2;44.0;52.4;64.1;331.5;15.4;29.2;34.2;44.0;52.4;64.1
98;Dienstverband: voltijd;Gesubsidieerde instellingen;2017;294.2;12.3;25.4;29.9;39.5;46.6;57.7;294.2;12.3;25.4;29.9;39.5;46.6;57.7
99;Dienstverband: voltijd;Gesubsidieerde instellingen;2018;296.9;12.7;22.1;29.0;38.5;45.4;57.0;296.9;12.7;22.1;29.0;38.5;45.4;57.0
100;Dienstverband: voltijd;Gesubsidieerde instellingen;2019;298.5;10.8;20.9;27.5;36.7;43.3;54.7;298.5;10.8;20.9;27.5;36.7;43.3;54.7
101;Dienstverband: voltijd;Gesubsidieerde instellingen;2020;295.8;10.5;18.9;25.1;33.1;40.4;50.6;295.8;10.5;18.9;25.1;33.1;40.4;50.6
102;Dienstverband: voltijd;Gesubsidieerde instellingen;2021;301.8;10.8;18.3;23.5;31.9;39.4;49.4;301.8;10.8;18.3;23.5;31.9;39.4;49.4
103;Dienstverband: voltijd;Gesubsidieerde instellingen;2022;305.5;10.7;16.9;21.9;29.6;36.6;46.5;305.5;10.7;16.9;21.9;29.6;36.6;46.5
104;Dienstverband: voltijd;Gesubsidieerde instellingen;2023;308.4;13.3;22.4;30.3;36.8;42.0;53.2;308.4;13.3;22.4;30.3;36.8;42.0;53.2
105;Dienstverband: voltijd;Overheid;2009;569.7;12.7;13.5;14.4;16.0;18.3;25.4;569.7;12.7;13.5;14.4;16.0;18.3;25.4
106;Dienstverband: voltijd;Overheid;2010;574.6;14.6;15.4;16.3;17.9;20.6;26.8;574.6;14.6;15.4;16.3;17.9;20.6;26.8
107;Dienstverband: voltijd;Overheid;2011;543.4;12.4;13.2;14.0;15.5;18.0;23.6;543.4;12.4;13.2;14.0;15.5;18.0;23.6
108;Dienstverband: voltijd;Overheid;2012;528.3;12.4;13.1;13.9;15.0;17.4;22.2;528.3;12.4;13.1;13.9;15.0;17.4;22.2
109;Dienstverband: voltijd;Overheid;2013;522.9;17.0;17.9;18.6;19.6;21.5;26.5;522.9;17.0;17.9;18.6;19.6;21.5;26.5
110;Dienstverband: voltijd;Overheid;2014;525.2;19.3;20.1;21.0;22.2;24.0;28.8;525.2;19.3;20.1;21.0;22.2;24.0;28.8
111;Dienstverband: voltijd;Overheid;2015;520.2;17.8;18.6;19.4;20.4;22.2;27.0;520.2;17.8;18.6;19.4;20.4;22.2;27.0
112;Dienstverband: voltijd;Overheid;2016;517.7;17.0;17.9;18.7;19.7;21.4;25.7;517.7;17.0;17.9;18.7;19.7;21.4;25.7
113;Dienstverband: voltijd;Overheid;2017;502.7;17.0;17.9;19.2;20.5;22.6;27.8;502.7;17.0;17.9;19.2;20.5;22.6;27.8
114;Dienstverband: voltijd;Overheid;2018;501.3;14.3;15.3;16.9;18.3;20.6;26.3;501.3;14.3;15.3;16.9;18.3;20.6;26.3
115;Dienstverband: voltijd;Overheid;2019;509.0;13.0;14.4;15.7;18.1;20.7;27.4;509.0;13.0;14.4;15.7;18.1;20.7;27.4
116;Dienstverband: voltijd;Overheid;2020;508.6;11.0;12.2;13.3;15.1;18.4;24.6;508.6;11.0;12.2;13.3;15.1;18.4;24.6
117;Dienstverband: voltijd;Overheid;2021;529.7;11.7;13.1;14.2;16.0;19.1;25.1;529.7;11.7;13.1;14.2;16.0;19.1;25.1
118;Dienstverband: voltijd;Overheid;2022;542.6;9.6;10.7;11.7;13.5;16.0;22.1;542.6;9.6;10.7;11.7;13.5;16.0;22.1
119;Dienstverband: voltijd;Overheid;2023;553.5;10.7;11.5;13.2;15.1;18.2;25.1;553.5;10.7;11.5;13.2;15.1;18.2;25.1
120;Dienstverband: deeltijd;Totaal;2009;3926.0;342.4;464.8;602.8;742.3;904.4;1232.9;2030.8;139.4;190.3;250.3;312.0;382.7;533.2
121;Dienstverband: deeltijd;Totaal;2010;3968.8;362.2;498.1;641.7;782.1;960.2;1272.9;2033.1;151.7;209.5;271.9;333.3;410.2;553.5
122;Dienstverband: deeltijd;Totaal;2011;4134.4;367.7;506.8;657.7;802.2;984.4;1309.4;2133.2;152.5;212.4;277.9;341.2;420.2;569.0
123;Dienstverband: deeltijd;Totaal;2012;4169.4;363.3;511.9;668.6;812.2;993.7;1319.3;2163.8;150.0;215.1;282.6;345.6;423.7;571.7
124;Dienstverband: deeltijd;Totaal;2013;4125.9;333.5;488.0;639.8;786.3;964.4;1290.8;2153.3;143.4;211.8;277.7;341.9;418.3;566.5
125;Dienstverband: deeltijd;Totaal;2014;4133.9;357.9;524.6;688.9;836.0;1010.0;1333.3;2168.3;153.2;227.5;298.3;363.7;438.8;585.7
126;Dienstverband: deeltijd;Totaal;2015;4211.1;357.4;522.3;692.0;844.4;1016.7;1347.5;2222.8;156.2;228.9;301.3;368.6;443.1;593.7
127;Dienstverband: deeltijd;Totaal;2016;4254.3;374.8;557.3;732.6;893.7;1071.8;1436.2;2263.8;163.7;244.9;320.5;392.2;469.3;631.4
128;Dienstverband: deeltijd;Totaal;2017;4444.6;369.2;591.1;811.8;986.8;1179.4;1570.8;2393.6;160.2;257.6;349.8;428.7;512.3;690.4
129;Dienstverband: deeltijd;Totaal;2018;4571.1;377.8;603.7;843.5;1035.4;1234.5;1650.4;2483.4;163.2;264.0;364.7;451.5;539.4;729.9
130;Dienstverband: deeltijd;Totaal;2019;4690.5;367.3;587.3;836.2;1048.2;1254.6;1678.5;2571.2;160.4;259.6;364.9;461.1;554.0;749.9
131;Dienstverband: deeltijd;Totaal;2020;4633.4;322.9;525.6;752.1;963.1;1165.1;1572.5;2598.9;146.0;238.8;336.9;431.6;523.9;716.5
132;Dienstverband: deeltijd;Totaal;2021;4703.2;318.4;516.9;748.5;950.4;1151.5;1581.3;2649.0;147.1;237.6;336.9;428.8;520.3;721.7
133;Dienstverband: deeltijd;Totaal;2022;4898.4;284.9;449.7;661.2;857.9;1052.9;1500.8;2753.0;131.8;209.4;302.4;392.6;482.3;691.2
134;Dienstverband: deeltijd;Totaal;2023;4969.9;342.7;557.8;796.2;1026.8;1277.8;1717.5;2816.4;159.6;264.9;374.9;484.8;604.0;817.6
135;Dienstverband: deeltijd;Particuliere bedrijven;2009;2559.6;277.8;381.1;497.9;614.6;749.5;1012.0;1215.8;104.6;145.0;193.5;243.1;299.3;414.6
136;Dienstverband: deeltijd;Particuliere bedrijven;2010;2518.9;274.9;386.9;505.9;623.1;772.6;1022.6;1182.0;108.4;153.5;203.8;253.3;315.3;425.5
137;Dienstverband: deeltijd;Particuliere bedrijven;2011;2615.1;277.8;393.0;517.8;638.6;790.6;1052.1;1237.0;106.9;154.2;206.7;258.0;321.3;436.8
138;Dienstverband: deeltijd;Particuliere bedrijven;2012;2632.9;274.1;394.1;517.8;638.2;789.7;1055.0;1251.3;104.3;153.7;206.5;258.1;321.0;437.8
139;Dienstverband: deeltijd;Particuliere bedrijven;2013;2598.4;255.4;378.8;506.5;628.3;772.3;1041.7;1237.6;101.9;152.4;206.5;258.5;318.3;437.0
140;Dienstverband: deeltijd;Particuliere bedrijven;2014;2642.5;276.3;407.1;543.1;668.3;817.3;1089.1;1269.1;110.5;164.5;222.5;276.7;339.1;459.2
141;Dienstverband: deeltijd;Particuliere bedrijven;2015;2730.2;277.0;410.3;555.5;688.4;838.4;1120.7;1322.5;113.3;168.3;229.6;287.1;350.7;476.7
142;Dienstverband: deeltijd;Particuliere bedrijven;2016;2771.5;298.2;449.3;602.5;742.4;897.6;1214.8;1353.6;122.3;185.6;251.3;312.6;378.8;517.0
143;Dienstverband: deeltijd;Particuliere bedrijven;2017;2880.9;295.9;478.7;672.5;827.7;1000.7;1345.6;1424.5;120.7;197.6;278.0;346.8;420.9;575.6
144;Dienstverband: deeltijd;Particuliere bedrijven;2018;2964.5;302.9;491.5;700.5;869.1;1047.1;1410.4;1481.3;122.9;204.2;291.2;366.0;443.5;607.3
145;Dienstverband: deeltijd;Particuliere bedrijven;2019;3027.1;293.5;480.2;699.0;877.1;1058.8;1425.1;1529.1;120.8;202.3;293.8;373.6;454.1;620.0
146;Dienstverband: deeltijd;Particuliere bedrijven;2020;2927.2;250.6;425.3;626.5;805.3;973.7;1314.6;1526.1;107.5;185.3;271.0;350.1;426.3;584.7
147;Dienstverband: deeltijd;Particuliere bedrijven;2021;2957.6;244.5;419.6;626.8;801.0;970.1;1327.1;1548.5;107.4;185.2;272.4;350.3;426.6;591.7
148;Dienstverband: deeltijd;Particuliere bedrijven;2022;3111.4;209.3;355.9;547.1;719.6;888.0;1264.2;1625.0;91.5;158.5;241.2;319.4;396.1;569.6
149;Dienstverband: deeltijd;Particuliere bedrijven;2023;3146.1;258.7;442.5;654.9;855.9;1069.0;1406.1;1657.3;115.0;203.4;300.0;394.9;495.0;654.5
150;Dienstverband: deeltijd;Gesubsidieerde instellingen;2009;897.8;56.2;74.2;93.7;114.3;138.3;194.8;519.0;31.1;41.2;52.0;63.0;76.1;106.7
151;Dienstverband: deeltijd;Gesubsidieerde instellingen;2010;962.3;72.8;95.6;118.5;139.4;164.5;218.2;545.2;37.5;49.6;61.0;71.9;85.1;113.9
152;Dienstverband: deeltijd;Gesubsidieerde instellingen;2011;1008.2;79.9;102.4;126.6;147.8;173.7;228.6;574.6;41.3;53.4;65.6;76.5;90.2;119.4
153;Dienstverband: deeltijd;Gesubsidieerde instellingen;2012;1027.0;78.1;104.9;136.0;156.9;182.5;234.9;590.2;40.9;55.8;69.6;80.1;93.3;120.6
154;Dienstverband: deeltijd;Gesubsidieerde instellingen;2013;1024.9;69.3;98.9;121.4;144.1;174.3;225.0;595.9;36.8;54.1;65.0;76.3;91.2;117.4
155;Dienstverband: deeltijd;Gesubsidieerde instellingen;2014;998.4;70.5;104.7;131.4;150.8;172.4;217.6;586.2;37.0;56.7;68.9;79.1;90.3;114.0
156;Dienstverband: deeltijd;Gesubsidieerde instellingen;2015;983.6;68.5;98.4;121.2;138.6;158.4;200.6;583.9;36.8;53.9;64.4;73.2;83.1;104.7
157;Dienstverband: deeltijd;Gesubsidieerde instellingen;2016;982.1;64.6;93.3;112.8;131.6;151.5;192.3;588.5;35.2;52.1;61.1;70.5;80.2;101.1
158;Dienstverband: deeltijd;Gesubsidieerde instellingen;2017;1038.5;60.3;96.7;121.0;138.5;154.8;195.2;627.6;33.1;52.6;63.4;72.5;80.6;101.3
159;Dienstverband: deeltijd;Gesubsidieerde instellingen;2018;1068.6;59.8;93.8;121.8;142.1;159.9;205.6;650.4;32.7;50.9;63.5;74.2;83.1;106.6
160;Dienstverband: deeltijd;Gesubsidieerde instellingen;2019;1107.7;56.9;86.5;113.5;143.7;164.8;214.7;679.1;31.7;48.0;60.5;75.4;86.1;112.4
161;Dienstverband: deeltijd;Gesubsidieerde instellingen;2020;1145.9;56.4;81.5;104.1;133.1;161.8;220.3;706.4;31.3;45.2;56.2;70.5;84.5;115.0
162;Dienstverband: deeltijd;Gesubsidieerde instellingen;2021;1173.8;59.9;80.7;102.2;126.8;153.6;218.1;726.2;33.0;44.7;55.4;68.0;81.1;113.7
163;Dienstverband: deeltijd;Gesubsidieerde instellingen;2022;1197.9;60.7;77.1;95.1;115.9;139.8;201.7;742.0;33.3;43.1;52.4;63.0;74.7;105.7
164;Dienstverband: deeltijd;Gesubsidieerde instellingen;2023;1212.6;67.2;96.0;119.1;145.0;177.9;268.5;755.7;36.9;52.9;64.9;78.2;94.9;143.2
