ID;Geslacht;Leeftijd;Migratieachtergrond;Generatie;Perioden;TotaleBevolking_1
75;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 april 2012;16737631.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 mei 2012;16739764.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 juni 2012;16742830.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 juli 2012;16744696.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 augustus 2012;16746558.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 september 2012;16758167.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 oktober 2012;16772610.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 november 2012;16778726.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 december 2012;16781377.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 januari 2013;16779575.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 februari 2013;16781367.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 maart 2013;16783870.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 april 2013;16784986.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 mei 2013;16785783.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 juni 2013;16788992.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 juli 2013;16792122.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 augustus 2013;16795289.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 september 2013;16805879.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 oktober 2013;16820076.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 november 2013;16825762.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 december 2013;16829252.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 januari 2014;16829289.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 februari 2014;16833919.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 maart 2014;16840299.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 april 2014;16844980.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 mei 2014;16849473.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 juni 2014;16853737.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 juli 2014;16857811.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 augustus 2014;16859859.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 september 2014;16870851.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 oktober 2014;16887455.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 november 2014;16895020.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 december 2014;16900158.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 januari 2015;16900726.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 februari 2015;16902755.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 maart 2015;16907260.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 april 2015;16909935.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 mei 2015;16913226.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 juni 2015;16916874.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 juli 2015;16920914.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 augustus 2015;16924103.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 september 2015;16938111.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 oktober 2015;16957471.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 november 2015;16967044.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 december 2015;16975465.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 januari 2016;16979120.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 februari 2016;16984642.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 maart 2016;16993719.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 april 2016;17000716.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 mei 2016;17006295.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 juni 2016;17014225.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 juli 2016;17022008.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 augustus 2016;17027548.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 september 2016;17045144.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 oktober 2016;17066717.0
130;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 januari 2006;1604259.0
131;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 februari 2006;1603872.0
132;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 maart 2006;1603721.0
133;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 april 2006;1601858.0
134;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 mei 2006;1600435.0
135;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juni 2006;1599054.0
136;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juli 2006;1598266.0
137;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 augustus 2006;1596661.0
138;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 september 2006;1598365.0
139;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 oktober 2006;1602262.0
140;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 november 2006;1603010.0
141;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 december 2006;1601885.0
142;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 januari 2007;1601194.0
143;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 februari 2007;1602127.0
144;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 maart 2007;1604322.0
145;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 april 2007;1604923.0
146;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 mei 2007;1605452.0
147;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juni 2007;1606160.0
148;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juli 2007;1606385.0
149;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 augustus 2007;1605886.0
150;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 september 2007;1608651.0
151;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 oktober 2007;1615090.0
152;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 november 2007;1618071.0
153;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 december 2007;1619180.0
154;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 januari 2008;1619314.0
155;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 februari 2008;1622301.0
156;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 maart 2008;1625899.0
157;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 april 2008;1628283.0
158;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 mei 2008;1631586.0
159;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juni 2008;1633589.0
160;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juli 2008;1635333.0
161;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 augustus 2008;1636414.0
162;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 september 2008;1641095.0
163;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 oktober 2008;1652154.0
164;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 november 2008;1657549.0
165;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 december 2008;1660778.0
166;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 januari 2009;1661505.0
167;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 februari 2009;1664285.0
168;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 maart 2009;1668428.0
169;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 april 2009;1671255.0
170;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 mei 2009;1672837.0
171;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juni 2009;1674844.0
172;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juli 2009;1675994.0
173;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 augustus 2009;1677192.0
174;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 september 2009;1681746.0
175;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 oktober 2009;1692339.0
176;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 november 2009;1696757.0
177;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 december 2009;1699175.0
178;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 januari 2010;1699751.0
179;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 februari 2010;1701310.0
180;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 maart 2010;1705322.0
181;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 april 2010;1706396.0
182;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 mei 2010;1707875.0
183;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juni 2010;1709272.0
184;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juli 2010;1710716.0
185;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 augustus 2010;1711131.0
186;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 september 2010;1718161.0
187;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 oktober 2010;1728065.0
188;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 november 2010;1733530.0
189;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 december 2010;1735762.0
190;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 januari 2011;1735217.0
191;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 februari 2011;1738135.0
192;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 maart 2011;1742647.0
193;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 april 2011;1745013.0
194;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 mei 2011;1745844.0
195;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juni 2011;1746989.0
196;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juli 2011;1747325.0
197;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 augustus 2011;1747094.0
198;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 september 2011;1755592.0
199;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 oktober 2011;1767720.0
200;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 november 2011;1771313.0
201;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 december 2011;1773542.0
202;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 januari 2012;1772204.0
203;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 februari 2012;1772328.0
204;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 maart 2012;1775692.0
205;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 april 2012;1776091.0
206;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 mei 2012;1776265.0
207;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juni 2012;1776203.0
208;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juli 2012;1774566.0
209;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 augustus 2012;1772500.0
210;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 september 2012;1779842.0
211;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 oktober 2012;1791031.0
212;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 november 2012;1794523.0
213;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 december 2012;1795583.0
214;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 januari 2013;1793189.0
215;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 februari 2013;1794568.0
216;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 maart 2013;1796850.0
217;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 april 2013;1797556.0
218;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 mei 2013;1797267.0
219;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juni 2013;1798016.0
220;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juli 2013;1797528.0
221;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 augustus 2013;1796275.0
222;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 september 2013;1803401.0
223;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 oktober 2013;1814461.0
224;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 november 2013;1818104.0
225;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 december 2013;1819905.0
226;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 januari 2014;1818497.0
227;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 februari 2014;1821533.0
228;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 maart 2014;1826106.0
229;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 april 2014;1828519.0
230;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 mei 2014;1830575.0
231;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juni 2014;1831844.0
232;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juli 2014;1831816.0
233;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 augustus 2014;1830125.0
234;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 september 2014;1837876.0
235;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 oktober 2014;1851526.0
236;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 november 2014;1856776.0
237;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 december 2014;1860429.0
238;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 januari 2015;1860977.0
239;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 februari 2015;1864441.0
240;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 maart 2015;1869629.0
241;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 april 2015;1872236.0
242;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 mei 2015;1874977.0
243;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juni 2015;1876388.0
244;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juli 2015;1877372.0
245;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 augustus 2015;1877273.0
246;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 september 2015;1888099.0
247;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 oktober 2015;1904338.0
248;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 november 2015;1912146.0
249;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 december 2015;1918559.0
250;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 januari 2016;1920877.0
251;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 februari 2016;1926638.0
252;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 maart 2016;1935199.0
253;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 april 2016;1941408.0
254;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 mei 2016;1946167.0
255;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juni 2016;1951554.0
256;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 juli 2016;1955428.0
257;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 augustus 2016;1956708.0
258;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 september 2016;1969884.0
259;Totaal mannen en vrouwen;Totaal;Totaal;1e generatie migratieachtergrond;1 oktober 2016;1988085.0
260;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 januari 2006;1543356.0
261;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 februari 2006;1545321.0
262;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 maart 2006;1547164.0
263;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 april 2006;1549217.0
264;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 mei 2006;1551211.0
265;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 juni 2006;1553310.0
266;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 juli 2006;1555634.0
267;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 augustus 2006;1557939.0
268;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 september 2006;1559962.0
269;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 oktober 2006;1561882.0
270;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 november 2006;1563945.0
271;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 december 2006;1565638.0
272;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 januari 2007;1569212.0
273;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 februari 2007;1571122.0
274;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 maart 2007;1573217.0
275;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 april 2007;1575287.0
276;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 mei 2007;1577571.0
277;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 juni 2007;1579804.0
278;Totaal mannen en vrouwen;Totaal;Totaal;2e generatie migratieachtergrond;1 juli 2007;1582226.0
