ID;TypeHuishouden;LeeftijdJongstePartner;Herkomst;Generatie;OoitOfNooitGescheiden;Perioden;AantalParen_1;OpgebouwdeJaarlijkseAanspraken_2;TeBereikenJaarlijkseAanspraken_3;Vervangingspercentage_4;OpgebouwdeJaarlijkseAanspraken_5;TeBereikenJaarlijkseAanspraken_6;Vervangingspercentage_7;Vermogen_8;OpgebouwdeJaarlijkseAanspraken_9;TeBereikenJaarlijkseAanspraken_10;Vervangingspercentage_11
11;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Nooit gescheiden;2008;2802500;9600.0;17100.0;27.0;9600.0;26100.0;42.0;63.0;19200.0;43200.0;69.0
12;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Nooit gescheiden;2009;2929800;10000.0;17400.0;28.0;9000.0;23000.0;37.0;56.0;19000.0;40400.0;65.0
13;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Nooit gescheiden;2010;2924500;10100.0;17600.0;28.0;8600.0;22300.0;36.0;55.0;18700.0;39900.0;64.0
14;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Nooit gescheiden;2011;2892000;10200.0;17800.0;28.0;8200.0;22200.0;34.0;53.0;18400.0;40000.0;62.0
15;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Nooit gescheiden;2012;2868200;10300.0;18000.0;27.0;7500.0;21100.0;32.0;51.0;17800.0;39100.0;59.0
16;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2005;335750;8700.0;15400.0;29.0;8400.0;19300.0;36.0;52.0;17100.0;34700.0;65.0
17;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2006;338550;8900.0;15600.0;27.0;8700.0;21600.0;37.0;54.0;17600.0;37200.0;64.0
18;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2007;342050;9400.0;16100.0;26.0;10000.0;24000.0;39.0;55.0;19400.0;40100.0;65.0
19;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2008;344600;9800.0;16600.0;26.0;10400.0;24800.0;39.0;54.0;20200.0;41400.0;65.0
20;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2009;389600;10100.0;16700.0;28.0;9200.0;20600.0;34.0;46.0;19300.0;37300.0;62.0
21;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2010;390300;10400.0;16800.0;27.0;9000.0;19900.0;33.0;46.0;19400.0;36700.0;60.0
22;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2011;369700;10700.0;17200.0;27.0;8900.0;20000.0;32.0;45.0;19600.0;37200.0;59.0
23;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Gemengde scheidingsachtergrond;2012;369200;10900.0;17300.0;27.0;8100.0;18800.0;29.0;43.0;19000.0;36100.0;56.0
24;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Ooit gescheiden;2005;169400;10300.0;15500.0;29.0;9800.0;18000.0;34.0;51.0;20100.0;33500.0;63.0
25;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Ooit gescheiden;2006;171300;10500.0;15700.0;27.0;10000.0;19800.0;34.0;52.0;20500.0;35500.0;61.0
26;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Ooit gescheiden;2007;172850;11000.0;16200.0;27.0;11400.0;21900.0;36.0;53.0;22400.0;38100.0;63.0
27;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Ooit gescheiden;2008;167200;11600.0;16700.0;27.0;11900.0;22500.0;36.0;52.0;23500.0;39200.0;63.0
28;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Ooit gescheiden;2009;179950;12100.0;17500.0;27.0;11400.0;21000.0;33.0;48.0;23500.0;38500.0;60.0
29;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Ooit gescheiden;2010;171350;12500.0;17700.0;27.0;11100.0;20200.0;31.0;47.0;23600.0;37900.0;58.0
30;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Ooit gescheiden;2011;162900;12900.0;18200.0;27.0;10800.0;20500.0;30.0;46.0;23700.0;38700.0;57.0
31;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Totaal alle generaties;Ooit gescheiden;2012;160700;13100.0;18500.0;27.0;9800.0;19300.0;28.0;45.0;22900.0;37800.0;55.0
32;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2005;2847150;9300.0;16100.0;30.0;8800.0;21000.0;39.0;67.0;18100.0;37100.0;69.0
33;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2006;2826200;9500.0;16300.0;28.0;9000.0;23500.0;40.0;67.0;18500.0;39800.0;68.0
34;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2007;2816400;9900.0;16900.0;27.0;10300.0;26000.0;42.0;68.0;20200.0;42900.0;69.0
35;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2008;2794700;10300.0;17400.0;27.0;10500.0;27000.0;42.0;67.0;20800.0;44400.0;69.0
36;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2009;2933850;10700.0;17800.0;28.0;10100.0;25000.0;39.0;59.0;20800.0;42800.0;67.0
37;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2010;2914550;10800.0;17900.0;28.0;9700.0;24300.0;38.0;58.0;20500.0;42200.0;66.0
38;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2011;2847600;11000.0;18200.0;27.0;9400.0;24300.0;36.0;56.0;20400.0;42500.0;63.0
39;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Totaal ooit of nooit gescheiden;2012;2816000;11100.0;18400.0;27.0;8600.0;23200.0;34.0;54.0;19700.0;41600.0;61.0
40;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Nooit gescheiden;2005;2462550;9200.0;16200.0;30.0;8700.0;21100.0;39.0;68.0;17900.0;37300.0;69.0
41;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Nooit gescheiden;2006;2436450;9400.0;16300.0;28.0;8800.0;23600.0;40.0;69.0;18200.0;39900.0;68.0
42;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Nooit gescheiden;2007;2421400;9800.0;16900.0;27.0;10100.0;26100.0;42.0;69.0;19900.0;43000.0;69.0
43;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Nooit gescheiden;2008;2401350;10100.0;17400.0;27.0;10300.0;27200.0;42.0;68.0;20400.0;44600.0;69.0
44;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Nooit gescheiden;2009;2497850;10500.0;17800.0;28.0;9900.0;25300.0;40.0;61.0;20400.0;43100.0;68.0
45;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Nooit gescheiden;2010;2483550;10700.0;18000.0;28.0;9500.0;24600.0;38.0;59.0;20200.0;42600.0;66.0
46;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Nooit gescheiden;2011;2425400;10800.0;18300.0;27.0;9200.0;24700.0;37.0;58.0;20000.0;43000.0;64.0
47;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Nooit gescheiden;2012;2395700;10900.0;18500.0;27.0;8400.0;23600.0;35.0;56.0;19300.0;42100.0;62.0
48;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2005;248150;9500.0;16100.0;28.0;9500.0;21200.0;37.0;58.0;19000.0;37300.0;65.0
49;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2006;251400;9800.0;16300.0;26.0;9700.0;23600.0;38.0;60.0;19500.0;39900.0;64.0
50;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2007;254950;10200.0;16800.0;26.0;11200.0;26000.0;40.0;61.0;21400.0;42800.0;66.0
51;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2008;257400;10700.0;17300.0;26.0;11500.0;26800.0;40.0;60.0;22200.0;44100.0;66.0
52;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2009;291750;11000.0;17300.0;27.0;10700.0;23700.0;38.0;51.0;21700.0;41000.0;65.0
53;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2010;292900;11200.0;17400.0;27.0;10400.0;22900.0;36.0;50.0;21600.0;40300.0;63.0
54;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2011;284850;11500.0;17700.0;27.0;10000.0;22700.0;34.0;49.0;21500.0;40400.0;61.0
55;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Gemengde scheidingsachtergrond;2012;284800;11700.0;17900.0;27.0;9200.0;21400.0;32.0;47.0;20900.0;39300.0;59.0
56;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Ooit gescheiden;2005;136450;10900.0;16000.0;29.0;10500.0;19000.0;35.0;54.0;21400.0;35000.0;64.0
57;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Ooit gescheiden;2006;138350;11100.0;16200.0;27.0;10700.0;20900.0;35.0;55.0;21800.0;37100.0;62.0
58;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Ooit gescheiden;2007;140050;11600.0;16700.0;27.0;12200.0;23100.0;37.0;56.0;23800.0;39800.0;64.0
59;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Ooit gescheiden;2008;135950;12200.0;17200.0;27.0;12600.0;23600.0;36.0;55.0;24800.0;40800.0;63.0
60;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Ooit gescheiden;2009;144250;12800.0;18100.0;27.0;12500.0;23100.0;35.0;51.0;25300.0;41200.0;62.0
61;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Ooit gescheiden;2010;138100;13200.0;18300.0;27.0;12200.0;22200.0;33.0;50.0;25400.0;40500.0;60.0
62;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Ooit gescheiden;2011;137350;13300.0;18600.0;27.0;11600.0;22100.0;32.0;48.0;24900.0;40700.0;59.0
63;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Geboren in Nederland;Ooit gescheiden;2012;135550;13600.0;18900.0;27.0;10600.0;20800.0;29.0;47.0;24200.0;39700.0;56.0
64;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2005;269000;7000.0;14600.0;28.0;7000.0;18900.0;37.0;48.0;14000.0;33500.0;65.0
65;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2006;268700;7200.0;14700.0;26.0;7200.0;21300.0;38.0;49.0;14400.0;36000.0;64.0
66;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2007;270800;7500.0;15200.0;26.0;8200.0;23900.0;40.0;50.0;15700.0;39100.0;66.0
67;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2008;273700;7800.0;15700.0;26.0;8600.0;24900.0;41.0;49.0;16400.0;40600.0;67.0
68;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2009;303450;7900.0;15700.0;27.0;6400.0;16100.0;28.0;41.0;14300.0;31800.0;55.0
69;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2010;306450;8100.0;15800.0;27.0;6100.0;15500.0;26.0;41.0;14200.0;31300.0;53.0
70;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2011;307900;8200.0;16000.0;27.0;5700.0;15100.0;25.0;39.0;13900.0;31100.0;52.0
71;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Totaal ooit of nooit gescheiden;2012;309400;8300.0;16200.0;27.0;5100.0;14200.0;23.0;37.0;13400.0;30400.0;50.0
72;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Nooit gescheiden;2005;197650;6700.0;14700.0;29.0;6700.0;19400.0;38.0;49.0;13400.0;34100.0;67.0
73;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Nooit gescheiden;2006;197500;6900.0;14900.0;27.0;6900.0;22000.0;39.0;50.0;13800.0;36900.0;66.0
74;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Nooit gescheiden;2007;199700;7200.0;15400.0;26.0;7800.0;24600.0;42.0;50.0;15000.0;40000.0;68.0
75;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Nooit gescheiden;2008;203800;7400.0;15900.0;26.0;8100.0;25600.0;42.0;49.0;15500.0;41500.0;68.0
76;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Nooit gescheiden;2009;224650;7600.0;15800.0;27.0;5900.0;16100.0;28.0;41.0;13500.0;31900.0;55.0
77;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Nooit gescheiden;2010;229400;7700.0;15900.0;27.0;5600.0;15500.0;27.0;41.0;13300.0;31400.0;54.0
78;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Nooit gescheiden;2011;242950;7800.0;16000.0;27.0;5200.0;15000.0;25.0;39.0;13000.0;31000.0;52.0
79;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Nooit gescheiden;2012;244900;7900.0;16100.0;27.0;4700.0;14100.0;24.0;37.0;12600.0;30200.0;51.0
80;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2005;51300;7300.0;14100.0;28.0;7400.0;17600.0;35.0;45.0;14700.0;31700.0;63.0
81;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2006;51200;7500.0;14300.0;26.0;7700.0;19800.0;36.0;47.0;15200.0;34100.0;62.0
82;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2007;51250;7900.0;14700.0;25.0;8900.0;22300.0;38.0;48.0;16800.0;37000.0;63.0
83;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2008;51200;8300.0;15200.0;25.0;9700.0;23600.0;38.0;48.0;18000.0;38800.0;63.0
84;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2009;58050;8400.0;15200.0;26.0;7200.0;16000.0;28.0;41.0;15600.0;31200.0;54.0
85;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2010;57800;8700.0;15300.0;26.0;7000.0;15500.0;26.0;41.0;15700.0;30800.0;52.0
86;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2011;51150;9200.0;15900.0;26.0;7000.0;15400.0;25.0;39.0;16200.0;31300.0;51.0
87;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Gemengde scheidingsachtergrond;2012;51000;9300.0;16000.0;26.0;6400.0;14400.0;23.0;38.0;15700.0;30400.0;49.0
88;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Ooit gescheiden;2005;20100;8900.0;14000.0;27.0;9100.0;16900.0;32.0;46.0;18000.0;30900.0;59.0
89;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Ooit gescheiden;2006;20000;9100.0;14200.0;25.0;9200.0;18400.0;32.0;47.0;18300.0;32600.0;57.0
90;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Ooit gescheiden;2007;19900;9500.0;14700.0;25.0;10500.0;20500.0;34.0;48.0;20000.0;35200.0;59.0
91;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Ooit gescheiden;2008;18700;10100.0;15200.0;25.0;10900.0;20900.0;34.0;47.0;21000.0;36100.0;59.0
92;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Ooit gescheiden;2009;20700;10400.0;15800.0;25.0;9400.0;16600.0;27.0;44.0;19800.0;32400.0;52.0
93;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Ooit gescheiden;2010;19250;10900.0;16100.0;25.0;9200.0;15900.0;25.0;43.0;20100.0;32000.0;50.0
94;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Ooit gescheiden;2011;13800;11700.0;17200.0;26.0;8900.0;16200.0;24.0;40.0;20600.0;33400.0;50.0
95;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Gemengde generatie;Ooit gescheiden;2012;13500;11900.0;17400.0;26.0;8000.0;15100.0;22.0;39.0;19900.0;32500.0;48.0
96;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2005;244050;5000.0;13000.0;37.0;2800.0;10000.0;28.0;20.0;7800.0;23000.0;65.0
97;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2006;239300;5300.0;13200.0;34.0;3000.0;11600.0;30.0;21.0;8300.0;24800.0;64.0
98;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2007;242200;5500.0;13600.0;34.0;3500.0;13300.0;33.0;23.0;9000.0;26900.0;67.0
99;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2008;245950;5800.0;14000.0;33.0;3500.0;13700.0;32.0;23.0;9300.0;27700.0;65.0
100;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2009;262050;6000.0;14600.0;34.0;1500.0;3800.0;9.0;20.0;7500.0;18400.0;43.0
101;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2010;265100;6100.0;14800.0;34.0;1400.0;3600.0;8.0;20.0;7500.0;18400.0;42.0
102;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2011;269100;6300.0;15000.0;34.0;1300.0;3400.0;8.0;19.0;7600.0;18400.0;42.0
103;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2012;272650;6300.0;15100.0;34.0;1200.0;3200.0;7.0;18.0;7500.0;18300.0;41.0
104;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Niet geboren in Nederland;Nooit gescheiden;2005;194800;5000.0;13100.0;37.0;2700.0;10200.0;29.0;21.0;7700.0;23300.0;66.0
105;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Niet geboren in Nederland;Nooit gescheiden;2006;190400;5300.0;13300.0;35.0;2900.0;11900.0;31.0;21.0;8200.0;25200.0;66.0
106;Totaal huishoudsamenstelling;Totaal 15 tot 65 jarigen;Totaal autochtonen en allochtonen;Niet geboren in Nederland;Nooit gescheiden;2007;193400;5500.0;13700.0;34.0;3400.0;13600.0;33.0;23.0;8900.0;27300.0;67.0
