ID;Achtergrondkenmerken;Perioden;TotaalVakantiejaar_1;Herfstperiode_2;Kerstperiode_3;Krokusperiode_4;Paasperiode_5;Voorseizoen_6;Hoogseizoen_7;Naseizoen_8
70;19 tot 25 jarigen;2002;;;;;;;;
71;19 tot 25 jarigen;2003;;;;;;;;
72;19 tot 25 jarigen;2004;;;;;;;;
73;19 tot 25 jarigen;2005;;;;;;;;
74;19 tot 25 jarigen;2006;;;;;;;;
75;19 tot 25 jarigen;2007;;;;;;;;
76;19 tot 25 jarigen;2008;;;;;;;;
77;19 tot 25 jarigen;2009;;;;;;;;
78;19 tot 25 jarigen;2010;;;;;;;;
79;19 tot 25 jarigen;2011;;;;;;;;
80;19 tot 25 jarigen;2012;;;;;;;;
81;19 tot 25 jarigen;2013;;;;;;;;
82;19 tot 25 jarigen;2014;;;;;;;;
83;19 tot 25 jarigen;2015;;;;;;;;
84;19 tot 25 jarigen;2016;;;;;;;;
85;25 tot 30 jarigen;2000;17.6;2.4;1.2;0.8;1.2;2.4;7.4;2.2
86;25 tot 30 jarigen;2001;15.5;1.5;0.7;1.5;1.0;2.3;6.1;2.3
87;25 tot 30 jarigen;2002;;;;;;;;
88;25 tot 30 jarigen;2003;;;;;;;;
89;25 tot 30 jarigen;2004;;;;;;;;
90;25 tot 30 jarigen;2005;;;;;;;;
91;25 tot 30 jarigen;2006;;;;;;;;
92;25 tot 30 jarigen;2007;;;;;;;;
93;25 tot 30 jarigen;2008;;;;;;;;
94;25 tot 30 jarigen;2009;;;;;;;;
95;25 tot 30 jarigen;2010;;;;;;;;
96;25 tot 30 jarigen;2011;;;;;;;;
97;25 tot 30 jarigen;2012;;;;;;;;
98;25 tot 30 jarigen;2013;;;;;;;;
99;25 tot 30 jarigen;2014;;;;;;;;
100;25 tot 30 jarigen;2015;;;;;;;;
101;25 tot 30 jarigen;2016;;;;;;;;
102;30 tot 40 jarigen;2000;33.9;2.6;1.1;2.2;1.3;5.3;17.9;3.7
103;30 tot 40 jarigen;2001;37.5;2.8;1.7;2.5;1.5;5.7;18.3;5.0
104;30 tot 40 jarigen;2002;;;;;;;;
105;30 tot 40 jarigen;2003;;;;;;;;
106;30 tot 40 jarigen;2004;;;;;;;;
107;30 tot 40 jarigen;2005;;;;;;;;
108;30 tot 40 jarigen;2006;;;;;;;;
109;30 tot 40 jarigen;2007;;;;;;;;
110;30 tot 40 jarigen;2008;;;;;;;;
111;30 tot 40 jarigen;2009;;;;;;;;
112;30 tot 40 jarigen;2010;;;;;;;;
113;30 tot 40 jarigen;2011;;;;;;;;
114;30 tot 40 jarigen;2012;;;;;;;;
115;30 tot 40 jarigen;2013;;;;;;;;
116;30 tot 40 jarigen;2014;;;;;;;;
117;30 tot 40 jarigen;2015;;;;;;;;
118;30 tot 40 jarigen;2016;;;;;;;;
119;40 tot 50 jarigen;2000;38.3;2.9;1.5;2.3;1.0;5.5;21.8;3.2
120;40 tot 50 jarigen;2001;39.3;3.2;1.7;2.1;1.2;5.6;21.3;4.2
121;40 tot 50 jarigen;2002;;;;;;;;
122;40 tot 50 jarigen;2003;;;;;;;;
123;40 tot 50 jarigen;2004;;;;;;;;
124;40 tot 50 jarigen;2005;;;;;;;;
125;40 tot 50 jarigen;2006;;;;;;;;
126;40 tot 50 jarigen;2007;;;;;;;;
127;40 tot 50 jarigen;2008;;;;;;;;
128;40 tot 50 jarigen;2009;;;;;;;;
129;40 tot 50 jarigen;2010;;;;;;;;
130;40 tot 50 jarigen;2011;;;;;;;;
131;40 tot 50 jarigen;2012;;;;;;;;
132;40 tot 50 jarigen;2013;;;;;;;;
133;40 tot 50 jarigen;2014;;;;;;;;
134;40 tot 50 jarigen;2015;;;;;;;;
135;40 tot 50 jarigen;2016;;;;;;;;
136;50 tot 65 jarigen;2000;53.4;4.5;1.5;4.4;2.7;13.5;19.5;7.1
137;50 tot 65 jarigen;2001;55.2;5.4;1.8;4.1;2.7;14.4;20.4;6.4
138;50 tot 65 jarigen;2002;;;;;;;;
139;50 tot 65 jarigen;2003;;;;;;;;
140;50 tot 65 jarigen;2004;;;;;;;;
141;50 tot 65 jarigen;2005;;;;;;;;
142;50 tot 65 jarigen;2006;;;;;;;;
143;50 tot 65 jarigen;2007;;;;;;;;
144;50 tot 65 jarigen;2008;;;;;;;;
145;50 tot 65 jarigen;2009;;;;;;;;
146;50 tot 65 jarigen;2010;;;;;;;;
147;50 tot 65 jarigen;2011;;;;;;;;
148;50 tot 65 jarigen;2012;;;;;;;;
149;50 tot 65 jarigen;2013;;;;;;;;
150;50 tot 65 jarigen;2014;;;;;;;;
151;50 tot 65 jarigen;2015;;;;;;;;
152;50 tot 65 jarigen;2016;;;;;;;;
153;65 tot 75 jarigen;2000;21.5;1.4;0.7;1.6;1.5;6.8;6.1;3.6
154;65 tot 75 jarigen;2001;23.2;1.8;1.2;1.0;1.3;7.6;6.9;3.5
155;65 tot 75 jarigen;2002;;;;;;;;
156;65 tot 75 jarigen;2003;;;;;;;;
157;65 tot 75 jarigen;2004;;;;;;;;
158;65 tot 75 jarigen;2005;;;;;;;;
159;65 tot 75 jarigen;2006;;;;;;;;
160;65 tot 75 jarigen;2007;;;;;;;;
161;65 tot 75 jarigen;2008;;;;;;;;
162;65 tot 75 jarigen;2009;;;;;;;;
163;65 tot 75 jarigen;2010;;;;;;;;
164;65 tot 75 jarigen;2011;;;;;;;;
165;65 tot 75 jarigen;2012;;;;;;;;
166;65 tot 75 jarigen;2013;;;;;;;;
167;65 tot 75 jarigen;2014;;;;;;;;
168;65 tot 75 jarigen;2015;;;;;;;;
169;65 tot 75 jarigen;2016;;;;;;;;
170;75 jarigen of ouder;2000;6.4;0.7;0.4;0.4;0.5;1.5;2.2;0.7
171;75 jarigen of ouder;2001;6.1;0.6;0.5;0.4;0.5;1.6;1.7;0.8
172;75 jarigen of ouder;2002;;;;;;;;
173;75 jarigen of ouder;2003;;;;;;;;
174;75 jarigen of ouder;2004;;;;;;;;
175;75 jarigen of ouder;2005;;;;;;;;
176;75 jarigen of ouder;2006;;;;;;;;
177;75 jarigen of ouder;2007;;;;;;;;
178;75 jarigen of ouder;2008;;;;;;;;
179;75 jarigen of ouder;2009;;;;;;;;
180;75 jarigen of ouder;2010;;;;;;;;
181;75 jarigen of ouder;2011;;;;;;;;
182;75 jarigen of ouder;2012;;;;;;;;
183;75 jarigen of ouder;2013;;;;;;;;
184;75 jarigen of ouder;2014;;;;;;;;
185;75 jarigen of ouder;2015;;;;;;;;
186;75 jarigen of ouder;2016;;;;;;;;
187;0 tot 6 jarigen nieuwe indeling;2000;;;;;;;;
188;0 tot 6 jarigen nieuwe indeling;2001;;;;;;;;
189;0 tot 6 jarigen nieuwe indeling;2002;19.5;1.3;0.6;1.2;0.8;3.4;10.6;1.6
190;0 tot 6 jarigen nieuwe indeling;2003;16.3;1.1;0.7;1.1;0.5;3.0;8.8;1.1
191;0 tot 6 jarigen nieuwe indeling;2004;18.4;1.6;1.0;1.2;0.6;3.2;9.1;1.6
192;0 tot 6 jarigen nieuwe indeling;2005;18.1;1.0;0.5;1.2;0.4;3.0;9.5;2.5
193;0 tot 6 jarigen nieuwe indeling;2006;15.9;1.1;0.8;0.7;0.8;3.2;8.3;0.9
194;0 tot 6 jarigen nieuwe indeling;2007;15.7;0.9;0.6;0.7;0.6;2.9;9.3;0.8
195;0 tot 6 jarigen nieuwe indeling;2008;17.6;1.0;0.9;1.0;0.6;3.1;9.2;1.0
196;0 tot 6 jarigen nieuwe indeling;2009;16.0;1.2;0.9;0.9;1.2;2.2;8.9;0.7
197;0 tot 6 jarigen nieuwe indeling;2010;15.2;0.9;0.5;1.0;1.0;2.8;8.8;0.3
198;0 tot 6 jarigen nieuwe indeling;2011;16.5;1.0;0.8;1.2;0.8;2.9;9.3;0.5
199;0 tot 6 jarigen nieuwe indeling;2012;15.5;1.3;0.5;1.1;0.6;2.7;8.9;0.5
200;0 tot 6 jarigen nieuwe indeling;2013;16.3;1.4;0.8;1.1;0.4;2.8;8.7;1.1
201;0 tot 6 jarigen nieuwe indeling;2014;16.0;1.5;0.8;0.7;0.4;2.7;9.4;0.6
202;0 tot 6 jarigen nieuwe indeling;2015;15.3;1.0;0.7;0.9;0.6;3.2;8.3;0.6
203;0 tot 6 jarigen nieuwe indeling;2016;14.7;1.1;0.6;1.0;0.7;2.6;8.1;0.6
204;6 tot 13 jarigen nieuwe indeling;2000;;;;;;;;
205;6 tot 13 jarigen nieuwe indeling;2001;;;;;;;;
206;6 tot 13 jarigen nieuwe indeling;2002;26.7;1.2;1.1;1.4;0.2;3.4;17.6;1.7
207;6 tot 13 jarigen nieuwe indeling;2003;26.0;1.7;1.3;1.7;0.6;3.1;17.0;0.7
208;6 tot 13 jarigen nieuwe indeling;2004;24.6;1.2;0.6;1.6;0.3;2.8;16.5;1.6
209;6 tot 13 jarigen nieuwe indeling;2005;24.1;1.3;0.9;1.1;0.2;3.3;15.0;2.2
210;6 tot 13 jarigen nieuwe indeling;2006;24.2;1.0;1.0;1.2;0.6;2.9;17.4;0.1
211;6 tot 13 jarigen nieuwe indeling;2007;24.7;1.4;1.4;1.3;0.8;2.4;17.3;0.2
212;6 tot 13 jarigen nieuwe indeling;2008;24.2;1.3;1.2;1.2;0.7;3.1;15.5;0.1
213;6 tot 13 jarigen nieuwe indeling;2009;25.8;1.3;1.1;1.4;2.5;1.9;17.3;0.3
214;6 tot 13 jarigen nieuwe indeling;2010;24.6;1.3;1.2;1.1;1.4;3.2;16.2;0.1
215;6 tot 13 jarigen nieuwe indeling;2011;24.8;1.2;1.0;1.0;1.4;3.1;17.0;0.1
216;6 tot 13 jarigen nieuwe indeling;2012;24.1;1.4;0.8;1.2;0.8;2.7;17.1;0.0
217;6 tot 13 jarigen nieuwe indeling;2013;24.4;1.4;1.0;1.2;0.3;3.4;16.7;0.2
218;6 tot 13 jarigen nieuwe indeling;2014;23.4;1.1;1.3;1.4;0.5;2.7;16.3;0.2
219;6 tot 13 jarigen nieuwe indeling;2015;23.6;1.0;1.0;1.2;0.2;3.2;17.0;0.1
220;6 tot 13 jarigen nieuwe indeling;2016;24.8;1.3;1.4;1.6;1.0;2.5;16.7;0.3
221;13 tot 18 jarigen nieuwe indeling;2000;;;;;;;;
222;13 tot 18 jarigen nieuwe indeling;2001;;;;;;;;
223;13 tot 18 jarigen nieuwe indeling;2002;15.3;1.1;0.4;0.8;0.2;1.8;9.9;1.0
224;13 tot 18 jarigen nieuwe indeling;2003;16.1;0.8;0.6;1.1;0.3;1.8;10.9;0.7
225;13 tot 18 jarigen nieuwe indeling;2004;15.5;1.1;0.6;0.9;0.3;1.3;10.2;1.1
226;13 tot 18 jarigen nieuwe indeling;2005;16.3;0.8;0.6;0.8;0.4;2.0;10.5;1.3
227;13 tot 18 jarigen nieuwe indeling;2006;16.9;0.9;0.5;1.1;0.6;1.6;12.1;0.1
228;13 tot 18 jarigen nieuwe indeling;2007;17.8;1.2;0.5;1.4;0.5;1.5;12.4;0.4
229;13 tot 18 jarigen nieuwe indeling;2008;17.4;1.3;0.9;1.0;0.4;1.9;11.0;0.1
230;13 tot 18 jarigen nieuwe indeling;2009;16.9;1.0;0.9;0.8;1.1;1.1;11.9;0.1
231;13 tot 18 jarigen nieuwe indeling;2010;16.6;0.8;0.8;0.8;0.9;1.5;11.7;0.1
232;13 tot 18 jarigen nieuwe indeling;2011;15.9;0.8;0.6;0.8;0.6;2.4;10.6;0.1
233;13 tot 18 jarigen nieuwe indeling;2012;15.3;0.9;0.5;0.8;0.3;1.7;11.0;0.1
234;13 tot 18 jarigen nieuwe indeling;2013;16.8;1.2;0.7;0.9;0.4;1.9;11.7;0.1
235;13 tot 18 jarigen nieuwe indeling;2014;15.6;0.8;0.9;1.2;0.3;1.7;10.9;0.0
236;13 tot 18 jarigen nieuwe indeling;2015;14.9;0.7;0.7;1.0;0.1;2.6;9.7;0.1
237;13 tot 18 jarigen nieuwe indeling;2016;16.0;0.9;0.5;0.9;0.6;1.6;11.0;0.4
238;18 tot 25 jarigen nieuwe indeling;2000;;;;;;;;
239;18 tot 25 jarigen nieuwe indeling;2001;;;;;;;;
240;18 tot 25 jarigen nieuwe indeling;2002;17.6;1.2;1.2;1.6;0.6;2.4;8.5;2.0
241;18 tot 25 jarigen nieuwe indeling;2003;17.8;1.1;1.4;1.5;0.4;2.5;9.4;1.5
242;18 tot 25 jarigen nieuwe indeling;2004;18.1;0.9;0.9;1.4;0.8;2.6;9.7;1.7
243;18 tot 25 jarigen nieuwe indeling;2005;15.6;1.0;0.9;1.4;1.0;2.3;7.2;2.0
244;18 tot 25 jarigen nieuwe indeling;2006;15.8;1.2;1.2;1.2;0.9;2.3;7.9;1.1
245;18 tot 25 jarigen nieuwe indeling;2007;17.6;1.7;1.4;1.4;0.8;1.9;9.4;1.0
246;18 tot 25 jarigen nieuwe indeling;2008;17.7;1.6;1.4;1.5;0.8;2.4;8.7;1.0
247;18 tot 25 jarigen nieuwe indeling;2009;16.5;1.5;1.2;1.1;0.7;2.1;8.3;1.5
248;18 tot 25 jarigen nieuwe indeling;2010;20.3;2.1;1.9;1.3;1.1;2.9;10.2;0.8
249;18 tot 25 jarigen nieuwe indeling;2011;17.2;1.2;1.3;1.4;0.7;2.1;9.7;0.8
250;18 tot 25 jarigen nieuwe indeling;2012;17.4;1.1;0.7;1.6;1.2;2.3;9.7;0.9
251;18 tot 25 jarigen nieuwe indeling;2013;17.5;1.4;1.8;1.1;0.6;1.9;9.9;0.8
252;18 tot 25 jarigen nieuwe indeling;2014;16.1;1.3;1.1;0.6;0.8;2.1;9.5;0.7
253;18 tot 25 jarigen nieuwe indeling;2015;15.4;0.7;1.0;0.9;0.7;2.3;8.8;1.0
254;18 tot 25 jarigen nieuwe indeling;2016;16.0;1.0;1.2;1.1;0.8;2.6;8.6;0.8
255;25 tot 35 jarigen nieuwe indeling;2000;;;;;;;;
256;25 tot 35 jarigen nieuwe indeling;2001;;;;;;;;
257;25 tot 35 jarigen nieuwe indeling;2002;31.4;3.0;2.3;4.5;1.3;5.9;10.5;3.8
258;25 tot 35 jarigen nieuwe indeling;2003;33.1;3.7;3.0;3.2;1.7;6.4;11.1;4.1
259;25 tot 35 jarigen nieuwe indeling;2004;31.8;2.8;2.8;3.3;1.9;5.8;10.1;5.0
260;25 tot 35 jarigen nieuwe indeling;2005;29.6;3.0;2.0;2.7;1.2;5.8;9.6;5.3
261;25 tot 35 jarigen nieuwe indeling;2006;27.2;2.7;1.8;2.0;1.6;5.5;10.1;3.4
262;25 tot 35 jarigen nieuwe indeling;2007;25.6;2.4;1.8;2.4;1.4;4.8;10.2;2.7
263;25 tot 35 jarigen nieuwe indeling;2008;27.8;2.4;2.1;2.1;2.1;5.5;10.2;2.3
264;25 tot 35 jarigen nieuwe indeling;2009;27.0;2.5;1.8;2.6;2.2;5.1;10.7;2.0
265;25 tot 35 jarigen nieuwe indeling;2010;27.4;2.8;1.8;3.0;1.5;5.5;10.5;2.1
266;25 tot 35 jarigen nieuwe indeling;2011;29.5;3.6;1.6;3.1;1.9;6.2;10.6;2.6
267;25 tot 35 jarigen nieuwe indeling;2012;27.6;3.5;1.9;2.2;1.6;6.2;9.6;2.7
268;25 tot 35 jarigen nieuwe indeling;2013;26.9;3.4;2.4;2.3;1.7;5.0;9.1;3.1
269;25 tot 35 jarigen nieuwe indeling;2014;26.8;3.5;2.5;2.1;1.5;5.1;9.3;2.9
270;25 tot 35 jarigen nieuwe indeling;2015;27.4;3.5;2.1;2.5;1.3;5.3;9.3;3.4
271;25 tot 35 jarigen nieuwe indeling;2016;26.7;3.1;2.3;2.4;1.6;4.7;9.9;2.7
272;35 tot 45 jarigen nieuwe indeling;2000;;;;;;;;
273;35 tot 45 jarigen nieuwe indeling;2001;;;;;;;;
274;35 tot 45 jarigen nieuwe indeling;2002;39.6;3.2;1.9;3.0;1.3;7.9;18.9;3.3
275;35 tot 45 jarigen nieuwe indeling;2003;39.6;3.0;2.6;3.2;1.2;6.8;19.7;3.0
276;35 tot 45 jarigen nieuwe indeling;2004;42.7;3.7;2.5;3.3;1.3;7.4;19.5;5.1
277;35 tot 45 jarigen nieuwe indeling;2005;41.5;3.8;1.8;2.9;1.5;7.1;18.3;6.2
278;35 tot 45 jarigen nieuwe indeling;2006;40.5;3.2;2.5;3.0;1.4;6.9;20.5;3.0
279;35 tot 45 jarigen nieuwe indeling;2007;40.8;3.8;2.6;3.2;1.3;7.2;20.1;2.6
280;35 tot 45 jarigen nieuwe indeling;2008;40.5;3.5;2.1;2.8;1.9;7.0;18.0;3.4
281;35 tot 45 jarigen nieuwe indeling;2009;41.4;3.9;2.1;3.5;3.5;5.7;19.7;2.9
282;35 tot 45 jarigen nieuwe indeling;2010;38.1;3.1;2.1;3.1;3.1;6.6;18.2;1.9
283;35 tot 45 jarigen nieuwe indeling;2011;34.3;2.5;2.1;2.4;1.9;6.4;17.0;2.0
284;35 tot 45 jarigen nieuwe indeling;2012;35.5;2.8;2.2;2.7;1.9;5.8;17.5;2.6
285;35 tot 45 jarigen nieuwe indeling;2013;34.7;3.4;2.4;2.1;1.1;6.7;16.1;2.9
286;35 tot 45 jarigen nieuwe indeling;2014;31.3;2.4;2.0;1.8;1.1;5.9;15.7;2.3
287;35 tot 45 jarigen nieuwe indeling;2015;31.2;3.4;1.8;2.1;1.3;5.7;14.5;2.4
288;35 tot 45 jarigen nieuwe indeling;2016;31.1;2.6;2.0;2.4;1.9;5.3;14.8;2.1
289;45 tot 55 jarigen nieuwe indeling;2000;;;;;;;;
290;45 tot 55 jarigen nieuwe indeling;2001;;;;;;;;
291;45 tot 55 jarigen nieuwe indeling;2002;39.1;3.5;1.9;2.7;2.1;9.6;15.3;4.1
292;45 tot 55 jarigen nieuwe indeling;2003;38.1;3.4;2.0;2.9;2.0;8.8;14.7;4.4
293;45 tot 55 jarigen nieuwe indeling;2004;41.3;3.9;2.3;3.1;2.2;9.6;14.7;5.6
294;45 tot 55 jarigen nieuwe indeling;2005;40.2;3.9;2.1;3.3;1.7;9.0;13.7;6.4
295;45 tot 55 jarigen nieuwe indeling;2006;39.7;3.5;2.6;3.0;2.2;8.9;15.5;4.0
296;45 tot 55 jarigen nieuwe indeling;2007;39.5;4.1;2.2;2.5;2.2;8.8;15.0;4.6
297;45 tot 55 jarigen nieuwe indeling;2008;42.7;3.7;2.9;3.0;2.1;9.8;15.7;4.4
298;45 tot 55 jarigen nieuwe indeling;2009;41.6;4.2;2.4;2.7;3.5;8.9;16.1;3.8
299;45 tot 55 jarigen nieuwe indeling;2010;42.6;4.0;2.7;2.8;2.7;9.5;17.9;3.1
300;45 tot 55 jarigen nieuwe indeling;2011;43.1;4.3;2.6;3.2;2.4;9.6;17.5;3.5
301;45 tot 55 jarigen nieuwe indeling;2012;40.5;3.4;2.2;3.1;1.8;9.5;16.8;3.8
302;45 tot 55 jarigen nieuwe indeling;2013;40.1;3.9;2.2;3.2;1.6;8.1;16.9;4.2
303;45 tot 55 jarigen nieuwe indeling;2014;38.3;4.2;2.4;3.0;1.5;8.3;15.1;3.8
304;45 tot 55 jarigen nieuwe indeling;2015;40.5;4.4;2.1;2.9;1.7;8.5;16.7;4.3
305;45 tot 55 jarigen nieuwe indeling;2016;39.4;3.6;2.2;3.0;2.1;7.5;17.1;4.0
306;55 tot 65 jarigen nieuwe indeling;2000;;;;;;;;
307;55 tot 65 jarigen nieuwe indeling;2001;;;;;;;;
308;55 tot 65 jarigen nieuwe indeling;2002;40.0;4.3;1.9;2.8;2.9;12.8;10.5;4.9
309;55 tot 65 jarigen nieuwe indeling;2003;37.8;4.3;1.8;3.2;2.0;12.2;9.0;5.4
310;55 tot 65 jarigen nieuwe indeling;2004;41.2;3.8;2.1;3.4;2.6;11.5;10.5;7.2
311;55 tot 65 jarigen nieuwe indeling;2005;41.3;4.2;1.9;3.3;2.5;11.8;10.3;7.3
312;55 tot 65 jarigen nieuwe indeling;2006;40.8;3.9;2.6;3.3;2.7;12.8;10.3;5.2
313;55 tot 65 jarigen nieuwe indeling;2007;45.2;5.0;2.4;3.5;3.8;13.5;10.9;6.2
314;55 tot 65 jarigen nieuwe indeling;2008;47.5;4.8;2.6;3.5;3.5;14.3;11.5;6.5
315;55 tot 65 jarigen nieuwe indeling;2009;47.6;5.1;3.3;3.8;4.4;13.7;12.3;5.0
316;55 tot 65 jarigen nieuwe indeling;2010;47.2;5.1;2.5;3.6;4.2;13.9;13.6;4.2
317;55 tot 65 jarigen nieuwe indeling;2011;48.1;5.1;2.9;3.7;3.9;14.4;13.5;4.6
318;55 tot 65 jarigen nieuwe indeling;2012;47.5;4.5;3.1;3.7;3.7;13.3;14.1;5.1
319;55 tot 65 jarigen nieuwe indeling;2013;43.9;4.6;2.2;3.1;2.4;12.4;12.6;6.4
320;55 tot 65 jarigen nieuwe indeling;2014;43.0;5.0;2.3;3.1;2.9;12.1;10.9;6.7
321;55 tot 65 jarigen nieuwe indeling;2015;42.7;4.8;2.4;3.0;2.2;12.3;11.8;6.1
322;55 tot 65 jarigen nieuwe indeling;2016;44.3;4.9;2.8;3.6;2.6;12.3;12.1;6.0
323;65 tot 75 jarigen nieuwe indeling;2000;;;;;;;;
324;65 tot 75 jarigen nieuwe indeling;2001;;;;;;;;
325;65 tot 75 jarigen nieuwe indeling;2002;25.8;2.3;1.2;2.4;1.7;8.5;5.7;4.0
326;65 tot 75 jarigen nieuwe indeling;2003;22.9;2.4;1.5;2.0;1.5;6.6;4.9;4.0
327;65 tot 75 jarigen nieuwe indeling;2004;26.0;2.8;1.4;2.4;1.8;7.9;5.4;4.4
328;65 tot 75 jarigen nieuwe indeling;2005;26.6;2.7;1.4;2.2;1.6;8.4;5.5;4.7
329;65 tot 75 jarigen nieuwe indeling;2006;27.5;2.5;1.8;2.1;1.9;9.1;6.9;3.3
330;65 tot 75 jarigen nieuwe indeling;2007;24.3;2.2;1.7;1.8;2.2;8.1;4.7;3.7
331;65 tot 75 jarigen nieuwe indeling;2008;28.4;3.0;1.6;2.1;1.9;9.3;6.0;3.9
332;65 tot 75 jarigen nieuwe indeling;2009;29.0;2.9;2.1;2.2;2.5;10.7;5.1;3.7
333;65 tot 75 jarigen nieuwe indeling;2010;29.4;2.6;2.1;2.6;3.2;9.4;7.2;2.3
334;65 tot 75 jarigen nieuwe indeling;2011;27.5;3.1;1.0;2.8;2.6;10.0;5.8;2.3
335;65 tot 75 jarigen nieuwe indeling;2012;35.7;3.2;1.9;3.3;3.5;11.5;8.9;3.4
336;65 tot 75 jarigen nieuwe indeling;2013;36.6;3.9;1.9;3.2;2.2;11.8;8.7;5.0
337;65 tot 75 jarigen nieuwe indeling;2014;34.8;4.1;2.0;3.2;2.0;11.1;7.7;4.8
