ID;Geslacht;KenmerkenVanPersonenEnHuishoudens;Vermogensbestanddelen;Perioden;AantalOverledenen_1;TotaalNagelatenVermogen_2;GemiddeldNagelatenVermogen_3;MediaanNagelatenVermogen_4
33;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2008;118.4;6280.1;53.0;12.0
34;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2009;117.8;6133.6;52.1;12.4
35;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2010;124.3;7183.8;57.8;17.4
36;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2011;126.8;6999.5;55.2;15.9
37;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2012;134.5;7403.6;55.1;14.5
38;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2013;134.6;7557.1;56.2;13.2
39;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2014;132.8;7248.3;54.6;12.7
40;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2015;141.9;7842.8;55.3;13.5
41;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2016;143.6;8553.4;59.6;13.4
42;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2017;145.4;8369.3;57.6;13.6
43;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2018;148.6;8642.5;58.2;14.0
44;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2019;146.9;8143.1;55.4;14.3
45;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2020;163.8;9131.1;55.7;15.1
46;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2021;166.6;9595.6;57.6;16.1
47;Totaal mannen en vrouwen;Totaal personen;1.1 Financiële bezittingen;2022;165.9;10170.0;61.3;18.1
48;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2007;112.6;3907.1;34.7;11.3
49;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2008;118.2;4384.3;37.1;11.7
50;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2009;117.6;4481.2;38.1;11.9
51;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2010;123.9;5122.6;41.3;15.9
52;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2011;126.5;4966.9;39.3;14.7
53;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2012;134.2;5351.7;39.9;13.5
54;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2013;134.3;5294.4;39.4;12.3
55;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2014;132.6;4973.4;37.5;11.7
56;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2015;141.8;5261.8;37.1;12.5
57;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2016;143.4;5370.2;37.4;12.4
58;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2017;145.3;5454.7;37.6;12.7
59;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2018;148.4;5667.8;38.2;13.1
60;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2019;146.8;5716.8;39.0;13.4
61;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2020;163.7;6609.3;40.4;14.2
62;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2021;166.6;6905.5;41.5;15.2
63;Totaal mannen en vrouwen;Totaal personen;1.1.1 Bank- en spaartegoeden;2022;165.8;7308.5;44.1;17.0
64;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2007;17.7;2146.1;120.9;24.3
65;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2008;17.5;1895.8;108.3;21.9
66;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2009;17.0;1652.4;97.4;19.9
67;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2010;19.0;2061.2;108.7;22.7
68;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2011;17.7;2032.6;115.0;23.4
69;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2012;17.8;2051.9;115.2;22.1
70;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2013;16.7;2262.7;135.2;22.7
71;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2014;15.3;2274.9;148.7;23.9
72;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2015;15.4;2581.0;167.4;25.2
73;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2016;15.2;3183.2;209.1;26.0
74;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2017;15.1;2914.7;193.3;28.4
75;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2018;14.9;2974.7;199.6;30.8
76;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2019;14.2;2426.4;171.4;29.9
77;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2020;15.8;2521.8;159.7;29.8
78;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2021;16.0;2690.1;168.6;32.7
79;Totaal mannen en vrouwen;Totaal personen;1.1.2 Effecten;2022;16.1;2861.4;177.8;33.3
80;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2007;37.5;7584.1;202.5;150.0
81;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2008;39.5;8079.7;204.3;152.1
82;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2009;40.6;8113.7;199.8;152.5
83;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2010;44.3;9758.7;220.2;167.6
84;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2011;42.7;8787.8;205.7;158.0
85;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2012;45.0;8754.0;194.6;149.4
86;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2013;46.2;8538.1;184.7;141.0
87;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2014;46.8;8433.5;180.3;136.7
88;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2015;49.9;8922.3;178.7;136.7
89;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2016;51.1;9446.8;184.7;141.1
90;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2017;52.3;9929.5;190.0;145.0
91;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2018;53.5;10681.5;199.7;153.0
92;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2019;54.3;11522.5;212.1;164.0
93;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2020;60.0;13852.0;230.9;177.0
94;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2021;62.3;15197.3;244.0;190.0
95;Totaal mannen en vrouwen;Totaal personen;1.2 Onroerend goed;2022;63.2;17154.6;271.6;215.6
96;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2007;36.0;6654.3;184.9;148.2
97;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2008;38.1;7114.7;186.9;150.0
98;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2009;39.0;7176.8;183.9;150.0
99;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2010;43.0;8872.4;206.1;165.0
100;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2011;41.6;8042.9;193.6;155.5
101;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2012;43.8;7958.8;181.7;147.0
102;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2013;44.9;7710.9;171.7;139.0
103;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2014;45.4;7610.6;167.5;135.0
104;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2015;48.5;8101.0;167.2;135.0
105;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2016;49.9;8565.5;171.8;139.0
106;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2017;50.9;9033.2;177.4;143.0
107;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2018;52.1;9807.2;188.1;151.0
108;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2019;52.9;10510.0;198.5;161.8
109;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2020;58.3;12523.0;214.8;174.0
110;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2021;60.5;14000.8;231.3;187.9
111;Totaal mannen en vrouwen;Totaal personen;1.2.1 Eigen woning;2022;61.6;16119.0;261.7;215.0
112;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2007;5.9;929.8;157.6;63.5
113;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2008;6.1;965.0;158.5;62.5
114;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2009;6.4;937.0;146.9;64.5
115;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2010;5.8;886.3;152.3;59.0
116;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2011;5.4;745.0;138.2;55.2
117;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2012;5.5;795.2;143.6;58.0
118;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2013;5.7;827.2;143.9;56.5
119;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2014;5.7;822.8;143.3;53.0
120;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2015;6.2;821.3;133.1;48.5
121;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2016;6.4;881.3;138.7;50.0
122;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2017;6.3;896.3;142.7;47.5
123;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2018;6.3;874.3;139.7;48.5
124;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2019;6.5;1012.5;155.3;51.1
125;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2020;7.6;1329.0;174.8;64.7
126;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2021;7.2;1196.5;166.3;58.0
127;Totaal mannen en vrouwen;Totaal personen;1.2.2 Onroerend goed, overig;2022;6.5;1035.6;159.9;46.0
128;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2007;3.8;1044.2;273.0;35.0
129;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2008;3.9;1296.1;334.2;40.9
130;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2009;4.0;1291.2;324.5;37.8
131;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2010;4.5;1449.5;321.8;31.3
132;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2011;3.5;1644.6;470.6;32.7
133;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2012;3.4;1357.2;404.6;23.9
134;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2013;3.4;1103.6;323.6;25.0
135;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2014;3.5;1197.0;344.5;23.8
136;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2015;3.6;1252.3;346.9;23.2
137;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2016;4.0;1967.1;490.9;24.8
138;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2017;4.2;1721.5;408.7;21.9
139;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2018;4.4;1957.6;446.6;24.8
140;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2019;4.4;2532.2;571.5;56.6
141;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2020;5.0;4105.9;823.6;64.8
142;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2021;5.2;3245.1;625.5;98.1
143;Totaal mannen en vrouwen;Totaal personen;1.3 Ondernemingsvermogen;2022;5.3;4407.2;836.0;78.8
144;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2007;45.3;1435.5;31.7;3.9
145;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2008;47.1;1448.2;30.8;3.9
146;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2009;47.7;1488.8;31.2;3.9
147;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2010;37.9;1224.6;32.3;3.9
148;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2011;34.8;1106.3;31.7;3.8
149;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2012;34.8;1075.3;30.9;3.8
150;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2013;34.3;951.3;27.7;3.7
151;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2014;32.9;1007.1;30.6;3.8
152;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2015;34.2;1020.8;29.8;3.9
153;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2016;32.4;1039.6;32.1;4.4
154;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2017;34.2;1226.1;35.8;4.0
155;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2018;36.1;1157.9;32.1;4.0
156;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2019;38.1;1281.6;33.6;4.0
157;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2020;46.7;1568.9;33.6;4.0
158;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2021;50.8;1898.1;37.4;4.4
159;Totaal mannen en vrouwen;Totaal personen;1.5 Overige bezittingen;2022;54.4;1715.1;31.5;4.5
160;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2007;47.3;2813.5;59.5;21.8
161;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2008;40.3;2512.4;62.3;27.5
162;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2009;41.0;2755.4;67.2;30.0
163;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2010;43.8;3186.7;72.8;27.5
164;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2011;52.6;2699.3;51.3;10.0
165;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2012;56.2;2883.8;51.3;11.0
166;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2013;58.8;2927.3;49.8;9.9
167;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2014;56.8;3170.4;55.8;13.5
168;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2015;59.0;3250.1;55.1;14.0
169;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2016;60.8;3590.2;59.1;14.9
170;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2017;60.0;3696.1;61.6;18.4
171;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2018;62.2;3759.8;60.4;18.2
172;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2019;58.8;3914.7;66.6;24.9
173;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2020;64.8;4855.6;74.9;26.1
174;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2021;67.6;4918.0;72.8;26.9
175;Totaal mannen en vrouwen;Totaal personen;2 Schulden;2022;69.0;5447.4;79.0;28.1
176;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2007;21.8;1415.3;65.0;44.2
177;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2008;23.0;1570.0;68.2;45.5
178;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2009;23.7;1670.0;70.6;49.2
179;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2010;25.4;2025.9;79.9;52.3
180;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2011;23.5;1745.4;74.3;50.0
181;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2012;25.5;1950.1;76.4;51.1
182;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2013;25.9;1972.0;76.3;52.0
183;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2014;26.4;2075.3;78.6;53.1
184;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2015;27.8;2157.7;77.5;54.4
185;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2016;28.8;2252.6;78.3;54.8
186;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2017;29.6;2318.3;78.4;55.8
187;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2018;30.5;2373.9;77.9;56.7
188;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2019;30.9;2453.6;79.4;57.8
189;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2020;34.2;2745.4;80.2;58.2
190;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2021;36.1;2899.8;80.2;60.0
191;Totaal mannen en vrouwen;Totaal personen;2.1 Hypotheekschuld eigen woning;2022;36.8;3135.2;85.3;62.3
192;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2007;35.7;1398.2;39.2;2.5
193;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2008;25.4;942.3;37.1;1.6
194;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2009;25.8;1085.4;42.0;1.7
195;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2010;27.0;1160.8;43.1;2.5
196;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2011;38.8;953.9;24.6;1.2
197;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2012;41.6;933.7;22.5;1.4
198;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2013;44.4;955.4;21.5;1.3
199;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2014;41.3;1095.1;26.5;1.6
200;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2015;42.3;1092.4;25.8;1.7
201;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2016;43.5;1337.5;30.8;1.4
202;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2017;41.5;1377.8;33.2;1.6
203;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2018;43.3;1385.9;32.0;1.4
204;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2019;38.6;1461.0;37.9;1.8
205;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2020;42.4;2110.2;49.8;1.9
206;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2021;43.5;2018.2;46.4;1.8
207;Totaal mannen en vrouwen;Totaal personen;2.3 Schulden, overig;2022;44.6;2312.3;51.9;1.7
208;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2007;13.6;1656.0;122.1;21.0
209;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2008;14.2;1650.1;116.1;22.3
210;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2009;14.2;1674.3;118.2;24.2
211;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2010;14.3;1863.8;130.5;26.9
212;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2011;13.9;1586.8;113.8;19.0
213;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2012;14.7;1720.3;117.0;19.8
214;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2013;14.7;1748.1;119.1;19.2
215;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2014;14.6;1673.5;114.7;18.2
216;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2015;15.5;1717.6;111.2;19.4
217;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2016;15.8;1802.4;113.9;19.1
218;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2017;16.1;1918.9;119.3;18.6
219;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2018;16.5;1873.3;113.8;19.2
220;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2019;16.2;1977.6;121.8;18.8
221;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2020;18.1;2647.2;146.3;20.6
222;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2021;18.8;2609.9;138.8;21.6
223;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;Vermogen;2022;19.3;2861.1;147.9;23.3
224;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2007;13.6;1858.1;136.9;25.7
225;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2008;14.2;1864.7;131.3;26.9
226;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2009;14.2;1908.7;134.7;29.5
227;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2010;14.3;2181.8;152.8;33.0
228;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2011;13.9;1780.0;127.7;22.6
229;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2012;14.7;1961.7;133.4;24.2
230;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2013;14.7;1979.3;134.9;24.6
231;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2014;14.6;1913.9;131.2;23.7
232;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2015;15.5;1962.6;127.0;24.0
233;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2016;15.8;2091.4;132.2;24.4
234;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2017;16.1;2215.2;137.7;23.1
235;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2018;16.5;2151.2;130.7;23.5
236;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2019;16.2;2263.1;139.3;21.8
237;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2020;18.1;3055.9;168.9;23.2
238;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2021;18.8;2995.4;159.3;24.0
239;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1 Bezittingen;2022;19.3;3320.8;171.6;25.1
240;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1.1 Financiële bezittingen;2007;10.9;897.1;82.6;19.5
241;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1.1 Financiële bezittingen;2008;11.6;873.3;75.6;19.2
242;Totaal mannen en vrouwen;Burgerlijke staat: ongehuwd;1.1 Financiële bezittingen;2009;11.5;926.6;80.5;20.3
