ID;BedrijfstakkenBranchesSBI93;Perioden;OndernemingenMetEPOPatentaanvragen_1;PatentaanvragenBijHetEPO_2;OndernemingenMetNLOCPatentaanvragen_3;PatentaanvragenBijHetNLOC_4
430;64 Post en telecommunicatie;2007;4.0;45.0;3.0;4.0
431;64 Post en telecommunicatie;2008;3.0;36.0;1.0;1.0
432;J Financiële instellingen;2000;28.0;52.0;40.0;49.0
433;J Financiële instellingen;2001;37.0;80.0;36.0;46.0
434;J Financiële instellingen;2002;30.0;56.0;39.0;44.0
435;J Financiële instellingen;2003;23.0;56.0;25.0;28.0
436;J Financiële instellingen;2004;24.0;58.0;36.0;43.0
437;J Financiële instellingen;2005;27.0;67.0;41.0;40.0
438;J Financiële instellingen;2006;45.0;80.0;43.0;50.0
439;J Financiële instellingen;2007;40.0;83.0;46.0;47.0
440;J Financiële instellingen;2008;32.0;53.0;48.0;47.0
441;65 Financiële instellingen ..;2000;21.0;32.0;30.0;36.0
442;65 Financiële instellingen ..;2001;29.0;54.0;28.0;37.0
443;65 Financiële instellingen ..;2002;26.0;31.0;28.0;32.0
444;65 Financiële instellingen ..;2003;18.0;29.0;22.0;25.0
445;65 Financiële instellingen ..;2004;22.0;29.0;29.0;35.0
446;65 Financiële instellingen ..;2005;20.0;25.0;32.0;32.0
447;65 Financiële instellingen ..;2006;42.0;77.0;36.0;42.0
448;65 Financiële instellingen ..;2007;35.0;77.0;39.0;40.0
449;65 Financiële instellingen ..;2008;30.0;52.0;42.0;43.0
450;66 Verzekeringswezen en ..;2000;;;;
451;66 Verzekeringswezen en ..;2001;;;;
452;66 Verzekeringswezen en ..;2002;;;;
453;66 Verzekeringswezen en ..;2003;;;;
454;66 Verzekeringswezen en ..;2004;;;;
455;66 Verzekeringswezen en ..;2005;;;;
456;66 Verzekeringswezen en ..;2006;;;1.0;1.0
457;66 Verzekeringswezen en ..;2007;;;1.0;1.0
458;66 Verzekeringswezen en ..;2008;;;;
459;67 Financiële beurzen, ..;2000;7.0;19.0;10.0;13.0
460;67 Financiële beurzen, ..;2001;8.0;26.0;8.0;9.0
461;67 Financiële beurzen, ..;2002;4.0;25.0;11.0;12.0
462;67 Financiële beurzen, ..;2003;5.0;28.0;3.0;3.0
463;67 Financiële beurzen, ..;2004;2.0;29.0;7.0;8.0
464;67 Financiële beurzen, ..;2005;7.0;42.0;9.0;8.0
465;67 Financiële beurzen, ..;2006;3.0;3.0;6.0;6.0
466;67 Financiële beurzen, ..;2007;5.0;6.0;6.0;6.0
467;67 Financiële beurzen, ..;2008;2.0;2.0;6.0;4.0
468;K VH en handel in onroerend goed, ..;2000;194.0;503.0;299.0;408.0
469;K VH en handel in onroerend goed, ..;2001;188.0;586.0;285.0;407.0
470;K VH en handel in onroerend goed, ..;2002;171.0;517.0;281.0;405.0
471;K VH en handel in onroerend goed, ..;2003;162.0;527.0;306.0;412.0
472;K VH en handel in onroerend goed, ..;2004;193.0;361.0;308.0;382.0
473;K VH en handel in onroerend goed, ..;2005;202.0;354.0;355.0;433.0
474;K VH en handel in onroerend goed, ..;2006;215.0;503.0;278.0;351.0
475;K VH en handel in onroerend goed, ..;2007;207.0;627.0;284.0;349.0
476;K VH en handel in onroerend goed, ..;2008;202.0;622.0;290.0;342.0
477;70 Verhuur van en handel in onroerend ..;2000;3.0;3.0;5.0;5.0
478;70 Verhuur van en handel in onroerend ..;2001;5.0;6.0;4.0;6.0
479;70 Verhuur van en handel in onroerend ..;2002;6.0;8.0;6.0;7.0
480;70 Verhuur van en handel in onroerend ..;2003;6.0;7.0;9.0;9.0
481;70 Verhuur van en handel in onroerend ..;2004;4.0;4.0;12.0;12.0
482;70 Verhuur van en handel in onroerend ..;2005;2.0;2.0;13.0;14.0
483;70 Verhuur van en handel in onroerend ..;2006;13.0;12.0;10.0;16.0
484;70 Verhuur van en handel in onroerend ..;2007;5.0;8.0;15.0;15.0
485;70 Verhuur van en handel in onroerend ..;2008;3.0;3.0;14.0;14.0
486;71 Verhuur van transportmiddelen, ..;2000;1.0;1.0;2.0;3.0
487;71 Verhuur van transportmiddelen, ..;2001;1.0;1.0;7.0;7.0
488;71 Verhuur van transportmiddelen, ..;2002;4.0;4.0;5.0;7.0
489;71 Verhuur van transportmiddelen, ..;2003;1.0;1.0;2.0;3.0
490;71 Verhuur van transportmiddelen, ..;2004;4.0;5.0;6.0;6.0
491;71 Verhuur van transportmiddelen, ..;2005;1.0;2.0;2.0;5.0
492;71 Verhuur van transportmiddelen, ..;2006;3.0;18.0;5.0;15.0
493;71 Verhuur van transportmiddelen, ..;2007;3.0;3.0;2.0;2.0
494;71 Verhuur van transportmiddelen, ..;2008;1.0;1.0;8.0;9.0
495;72 Computerservice- en ..;2000;15.0;36.0;34.0;37.0
496;72 Computerservice- en ..;2001;12.0;45.0;27.0;26.0
497;72 Computerservice- en ..;2002;17.0;50.0;22.0;23.0
498;72 Computerservice- en ..;2003;15.0;56.0;30.0;26.0
499;72 Computerservice- en ..;2004;16.0;52.0;30.0;31.0
500;72 Computerservice- en ..;2005;17.0;23.0;28.0;27.0
501;72 Computerservice- en ..;2006;16.0;27.0;25.0;24.0
502;72 Computerservice- en ..;2007;19.0;85.0;29.0;39.0
503;72 Computerservice- en ..;2008;18.0;62.0;28.0;27.0
504;73 speur- en ontwikkelingswerk;2000;42.0;163.0;26.0;90.0
505;73 speur- en ontwikkelingswerk;2001;49.0;167.0;28.0;104.0
506;73 speur- en ontwikkelingswerk;2002;45.0;121.0;28.0;114.0
507;73 speur- en ontwikkelingswerk;2003;39.0;113.0;18.0;76.0
508;73 speur- en ontwikkelingswerk;2004;46.0;115.0;32.0;58.0
509;73 speur- en ontwikkelingswerk;2005;47.0;122.0;41.0;56.0
510;73 speur- en ontwikkelingswerk;2006;52.0;248.0;22.0;41.0
511;73 speur- en ontwikkelingswerk;2007;56.0;347.0;25.0;45.0
512;73 speur- en ontwikkelingswerk;2008;61.0;384.0;36.0;65.0
513;74 Overige zakelijke dienstverlening;2000;133.0;300.0;232.0;273.0
514;74 Overige zakelijke dienstverlening;2001;121.0;368.0;219.0;265.0
515;74 Overige zakelijke dienstverlening;2002;99.0;336.0;220.0;255.0
516;74 Overige zakelijke dienstverlening;2003;101.0;350.0;247.0;299.0
517;74 Overige zakelijke dienstverlening;2004;123.0;186.0;228.0;275.0
518;74 Overige zakelijke dienstverlening;2005;135.0;206.0;271.0;332.0
519;74 Overige zakelijke dienstverlening;2006;131.0;199.0;216.0;255.0
520;74 Overige zakelijke dienstverlening;2007;124.0;185.0;213.0;248.0
521;74 Overige zakelijke dienstverlening;2008;119.0;172.0;204.0;228.0
522;L Openbaar bestuur, overheidsdiensten ..;2000;;;1.0;1.0
523;L Openbaar bestuur, overheidsdiensten ..;2001;;;1.0;2.0
524;L Openbaar bestuur, overheidsdiensten ..;2002;;;;
525;L Openbaar bestuur, overheidsdiensten ..;2003;1.0;1.0;3.0;2.0
526;L Openbaar bestuur, overheidsdiensten ..;2004;2.0;1.0;1.0;1.0
527;L Openbaar bestuur, overheidsdiensten ..;2005;1.0;1.0;1.0;1.0
528;L Openbaar bestuur, overheidsdiensten ..;2006;1.0;1.0;2.0;1.0
529;L Openbaar bestuur, overheidsdiensten ..;2007;;;;
530;L Openbaar bestuur, overheidsdiensten ..;2008;;;1.0;1.0
531;M Onderwijs;2000;10.0;47.0;11.0;33.0
532;M Onderwijs;2001;7.0;38.0;12.0;33.0
533;M Onderwijs;2002;10.0;38.0;6.0;32.0
534;M Onderwijs;2003;11.0;48.0;13.0;33.0
535;M Onderwijs;2004;10.0;40.0;7.0;29.0
536;M Onderwijs;2005;10.0;41.0;6.0;27.0
537;M Onderwijs;2006;11.0;57.0;10.0;35.0
538;M Onderwijs;2007;13.0;64.0;10.0;32.0
539;M Onderwijs;2008;12.0;76.0;10.0;34.0
540;N Gezondheids- en welzijnszorg;2000;20.0;59.0;13.0;12.0
541;N Gezondheids- en welzijnszorg;2001;18.0;27.0;11.0;11.0
542;N Gezondheids- en welzijnszorg;2002;16.0;25.0;10.0;11.0
543;N Gezondheids- en welzijnszorg;2003;16.0;36.0;12.0;14.0
544;N Gezondheids- en welzijnszorg;2004;15.0;37.0;10.0;10.0
545;N Gezondheids- en welzijnszorg;2005;17.0;39.0;13.0;12.0
546;N Gezondheids- en welzijnszorg;2006;20.0;50.0;15.0;13.0
547;N Gezondheids- en welzijnszorg;2007;25.0;66.0;16.0;19.0
548;N Gezondheids- en welzijnszorg;2008;21.0;65.0;14.0;13.0
549;O Milieudienstverlening, cultuur, ..;2000;6.0;7.0;25.0;37.0
550;O Milieudienstverlening, cultuur, ..;2001;15.0;21.0;20.0;26.0
551;O Milieudienstverlening, cultuur, ..;2002;11.0;25.0;25.0;33.0
552;O Milieudienstverlening, cultuur, ..;2003;9.0;21.0;32.0;41.0
553;O Milieudienstverlening, cultuur, ..;2004;14.0;24.0;15.0;20.0
554;O Milieudienstverlening, cultuur, ..;2005;3.0;12.0;22.0;23.0
555;O Milieudienstverlening, cultuur, ..;2006;17.0;26.0;21.0;23.0
556;O Milieudienstverlening, cultuur, ..;2007;11.0;21.0;31.0;34.0
557;O Milieudienstverlening, cultuur, ..;2008;8.0;10.0;20.0;21.0
558;90 Milieudienstverlening;2000;3.0;1.0;5.0;7.0
559;90 Milieudienstverlening;2001;2.0;4.0;3.0;3.0
560;90 Milieudienstverlening;2002;1.0;2.0;3.0;3.0
561;90 Milieudienstverlening;2003;1.0;1.0;3.0;3.0
562;90 Milieudienstverlening;2004;;;2.0;2.0
563;90 Milieudienstverlening;2005;;;4.0;5.0
564;90 Milieudienstverlening;2006;3.0;3.0;3.0;4.0
565;90 Milieudienstverlening;2007;3.0;3.0;4.0;5.0
566;90 Milieudienstverlening;2008;;;3.0;2.0
567;91 Werkgevers-, werknemers- en ..;2000;2.0;5.0;2.0;10.0
568;91 Werkgevers-, werknemers- en ..;2001;4.0;8.0;1.0;9.0
569;91 Werkgevers-, werknemers- en ..;2002;6.0;19.0;3.0;11.0
570;91 Werkgevers-, werknemers- en ..;2003;2.0;14.0;7.0;17.0
571;91 Werkgevers-, werknemers- en ..;2004;6.0;17.0;4.0;9.0
572;91 Werkgevers-, werknemers- en ..;2005;1.0;11.0;3.0;3.0
573;91 Werkgevers-, werknemers- en ..;2006;3.0;11.0;3.0;4.0
574;91 Werkgevers-, werknemers- en ..;2007;5.0;16.0;6.0;8.0
575;91 Werkgevers-, werknemers- en ..;2008;4.0;6.0;3.0;3.0
576;92 Cultuur, sport en recreatie;2000;1.0;1.0;13.0;15.0
577;92 Cultuur, sport en recreatie;2001;6.0;6.0;9.0;8.0
578;92 Cultuur, sport en recreatie;2002;3.0;3.0;15.0;16.0
579;92 Cultuur, sport en recreatie;2003;3.0;3.0;16.0;16.0
580;92 Cultuur, sport en recreatie;2004;5.0;5.0;7.0;7.0
581;92 Cultuur, sport en recreatie;2005;1.0;1.0;9.0;9.0
582;92 Cultuur, sport en recreatie;2006;8.0;9.0;12.0;12.0
583;92 Cultuur, sport en recreatie;2007;3.0;3.0;16.0;18.0
584;92 Cultuur, sport en recreatie;2008;4.0;4.0;12.0;14.0
585;93 Overige dienstverlening;2000;;;5.0;5.0
586;93 Overige dienstverlening;2001;3.0;3.0;7.0;7.0
587;93 Overige dienstverlening;2002;1.0;1.0;4.0;4.0
588;93 Overige dienstverlening;2003;3.0;2.0;6.0;5.0
589;93 Overige dienstverlening;2004;3.0;3.0;2.0;2.0
590;93 Overige dienstverlening;2005;1.0;;6.0;6.0
591;93 Overige dienstverlening;2006;3.0;3.0;3.0;3.0
592;93 Overige dienstverlening;2007;;;5.0;4.0
593;93 Overige dienstverlening;2008;;;2.0;2.0
594;P Particuliere huishoudens met ..;2000;;;;
595;P Particuliere huishoudens met ..;2001;;;;
596;P Particuliere huishoudens met ..;2002;;;;
597;P Particuliere huishoudens met ..;2003;;;;
598;P Particuliere huishoudens met ..;2004;;;;
599;P Particuliere huishoudens met ..;2005;;;;
600;P Particuliere huishoudens met ..;2006;;;;
601;P Particuliere huishoudens met ..;2007;;;;
602;P Particuliere huishoudens met ..;2008;;;;
603;Q Extraterritoriale organisaties;2000;;;;
604;Q Extraterritoriale organisaties;2001;;;;
605;Q Extraterritoriale organisaties;2002;;;;
606;Q Extraterritoriale organisaties;2003;;;;
607;Q Extraterritoriale organisaties;2004;;;;
608;Q Extraterritoriale organisaties;2005;;;;
609;Q Extraterritoriale organisaties;2006;;;;
610;Q Extraterritoriale organisaties;2007;;;;
611;Q Extraterritoriale organisaties;2008;;;;
612;Onbekend;2000;;214.0;;357.0
613;Onbekend;2001;;191.0;;328.0
614;Onbekend;2002;;204.0;;351.0
615;Onbekend;2003;;178.0;;320.0
616;Onbekend;2004;;183.0;;301.0
617;Onbekend;2005;;213.0;;337.0
618;Onbekend;2006;;101.0;;265.0
619;Onbekend;2007;;108.0;;274.0
620;Onbekend;2008;;254.0;;434.0
