ID;Migratieachtergrond;WelGeenKinderen;Perioden;Eenpersoonshuishouden_1;Eenouderhuishouden_2;TotaalBeidePartnersNederlandseAch_3;BeidePartnersNederlandseAchtergrond_4;TotaalBeidePartnersMigratieachterg_5;TotaalMannenEersteGeneratie_6;TotaalBeidePartnersEersteGeneratie_7;BeidenEersteGeneratieGelijkLand_8;BeidenEersteGeneratieOngelijkLand_9;BeidenTweedeGeneratie_10;ManEersteVrouwTweedeGeneratie_11;ManTweedeVrouwEersteGeneratie_12;TotaalBeidePartnersMigratieachterg_13;TotaalVrouwenEersteGeneratie_14;TotaalBeidePartnersEersteGeneratie_15;BeidenEersteGeneratieGelijkLand_16;BeidenEersteGeneratieOngelijkLand_17;BeidenTweedeGeneratie_18;VrouwEersteManTweedeGeneratie_19;VrouwTweedeManEersteGeneratie_20;TotaalEenPartnerMigratieachtergrond_21;VrouwEersteGeneratieManNederla_22;VrouwTweedeGeneratieManNederla_23;ManEersteGeneratieVrouwNederla_24;ManTweedeGeneratieVrouwNederla_25;BeidePartnersNederlandseAchtergrond_26;TotaalBeidePartnersMigratieachterg_27;TotaalMannenEersteGeneratie_28;TotaalBeidePartnersEersteGeneratie_29;BeidenEersteGeneratieGelijkLand_30;BeidenEersteGeneratieOngelijkLand_31;BeidenTweedeGeneratie_32;ManEersteVrouwTweedeGeneratie_33;ManTweedeVrouwEersteGeneratie_34;TotaalBeidePartnersMigratieachterg_35;TotaalVrouwenEersteGeneratie_36;TotaalBeidenPartnersEersteGeneratie_37;BeidenEersteGeneratieGelijkLand_38;BeidenEersteGeneratieOngelijkLand_39;BeidenTweedeGeneratie_40;VrouwEersteManTweedeGeneratie_41;VrouwTweedeManEersteGeneratie_42;TotaalEenPartnerMigratieachtergrond_43;VrouwEersteGeneratieManNederla_44;VrouwTweedeGeneratieManNederla_45;ManEersteGeneratieVrouwNederla_46;ManTweedeGeneratieVrouwNederla_47;OverigHuishouden_48
10;Totaal;Totaal huishoudens;2011;2708289.0;496272.0;3146194.0;2547696.0;314279.0;267644.0;242371.0;212526.0;29845.0;24276.0;25273.0;22359.0;314278.0;264729.0;242370.0;212526.0;29844.0;24276.0;22359.0;25273.0;469420.0;118359.0;138660.0;72987.0;139414.0;598141.0;90041.0;71090.0;60974.0;42321.0;18653.0;10647.0;10116.0;8304.0;90040.0;69277.0;60973.0;42321.0;18652.0;10647.0;8304.0;10116.0;175719.0;45404.0;49398.0;31697.0;49220.0;43899.0
11;Totaal;Totaal huishoudens;2012;2761764.0;510894.0;3134945.0;2533291.0;319869.0;271263.0;245009.0;214477.0;30532.0;25524.0;26254.0;23082.0;319868.0;268090.0;245008.0;214477.0;30531.0;25524.0;23082.0;26254.0;470355.0;119673.0;138429.0;72935.0;139318.0;601649.0;94333.0;74721.0;64518.0;44699.0;19819.0;11067.0;10203.0;8545.0;94332.0;73062.0;64517.0;44699.0;19818.0;11067.0;8545.0;10203.0;176969.0;45815.0;49595.0;31898.0;49661.0;43687.0
12;Totaal;Totaal huishoudens;2013;2802208.0;521578.0;3127910.0;2515050.0;324548.0;274033.0;247006.0;215934.0;31072.0;26759.0;27027.0;23756.0;324543.0;270757.0;247001.0;215934.0;31067.0;26759.0;23756.0;27027.0;470296.0;121024.0;137951.0;72674.0;138647.0;612806.0;99307.0;78933.0;68243.0;47507.0;20736.0;11616.0;10690.0;8758.0;99305.0;77000.0;68242.0;47507.0;20735.0;11616.0;8758.0;10689.0;180625.0;46516.0;50893.0;31996.0;51220.0;42974.0
13;Totaal;Totaal huishoudens;2014;2803854.0;535870.0;3119816.0;2491545.0;330238.0;277592.0;249719.0;217979.0;31740.0;28144.0;27873.0;24502.0;330231.0;274215.0;249713.0;217979.0;31734.0;28144.0;24502.0;27872.0;469404.0;122128.0;137179.0;72247.0;137850.0;628261.0;103874.0;82398.0;71231.0;49651.0;21580.0;12309.0;11167.0;9167.0;103871.0;80396.0;71229.0;49651.0;21578.0;12309.0;9167.0;11166.0;184846.0;47221.0;52428.0;32471.0;52726.0;42338.0
14;Totaal;Totaal huishoudens;2015;2867797.0;545289.0;3109890.0;2470486.0;336564.0;281825.0;253288.0;224263.0;29025.0;29681.0;28537.0;25058.0;336560.0;278343.0;253285.0;224263.0;29022.0;29681.0;25058.0;28536.0;468303.0;122965.0;136439.0;71773.0;137126.0;639404.0;107330.0;85212.0;73942.0;52891.0;21051.0;12631.0;11270.0;9487.0;107329.0;83428.0;73941.0;52891.0;21050.0;12631.0;9487.0;11270.0;187935.0;48055.0;53496.0;32572.0;53812.0;42083.0
15;Totaal;Totaal huishoudens;2016;2906334.0;557426.0;3098906.0;2448307.0;345422.0;288411.0;259271.0;229011.0;30260.0;31410.0;29140.0;25601.0;345418.0;284869.0;259269.0;229011.0;30258.0;31410.0;25600.0;29139.0;467392.0;123788.0;135763.0;71402.0;136439.0;650599.0;112140.0;89164.0;77585.0;55466.0;22119.0;13201.0;11579.0;9775.0;112140.0;87360.0;77585.0;55466.0;22119.0;13201.0;9775.0;11579.0;191333.0;49154.0;54335.0;32792.0;55052.0;41829.0
16;Totaal;Totaal huishoudens;2017;2961228.0;562124.0;3092178.0;2429731.0;356230.0;296802.0;266966.0;235388.0;31578.0;33165.0;29836.0;26263.0;356228.0;293228.0;266965.0;235388.0;31577.0;33165.0;26263.0;29835.0;467670.0;125181.0;135485.0;71128.0;135876.0;662428.0;118207.0;94075.0;82097.0;59338.0;22759.0;13878.0;11978.0;10254.0;118207.0;92351.0;82097.0;59338.0;22759.0;13878.0;10254.0;11978.0;194966.0;50328.0;55195.0;33292.0;56151.0;41488.0
17;Totaal;Totaal huishoudens;2018;2997617.0;572419.0;3084362.0;2411873.0;369733.0;307610.0;276973.0;243599.0;33374.0;35119.0;30637.0;27004.0;369731.0;303976.0;276972.0;243599.0;33373.0;35119.0;27004.0;30636.0;468240.0;126750.0;135007.0;71093.0;135390.0;672486.0;125445.0;100383.0;87991.0;63700.0;24291.0;14411.0;12392.0;10651.0;125445.0;98642.0;87991.0;63700.0;24291.0;14411.0;10651.0;12392.0;199713.0;52469.0;56205.0;33885.0;57154.0;40382.0
18;Totaal;Totaal huishoudens;2019;3037622.0;582106.0;3072487.0;2394372.0;384062.0;318842.0;287171.0;251600.0;35571.0;37276.0;31671.0;27944.0;384059.0;315113.0;287169.0;251600.0;35569.0;37276.0;27944.0;31670.0;469918.0;128877.0;134768.0;71291.0;134982.0;678103.0;134240.0;107990.0;95242.0;68279.0;26963.0;14984.0;12748.0;11266.0;134240.0;106508.0;95242.0;68279.0;26963.0;14984.0;11266.0;12748.0;203647.0;54054.0;56796.0;34630.0;58167.0;40611.0
19;Totaal;Huishouden met thuiswonende kinderen;2001;;396351.0;1591372.0;1472818.0;189885.0;172622.0;163309.0;146670.0;16639.0;8835.0;9313.0;8428.0;189881.0;171733.0;163305.0;146670.0;16635.0;8835.0;8428.0;9313.0;248527.0;55902.0;73814.0;43303.0;75508.0;118554.0;20919.0;17656.0;15735.0;11752.0;3983.0;1779.0;1921.0;1484.0;20917.0;17217.0;15734.0;11752.0;3982.0;1779.0;1483.0;1921.0;38911.0;9071.0;10318.0;9139.0;10383.0;
20;Totaal;Huishouden met thuiswonende kinderen;2002;;411691.0;1586699.0;1454718.0;195799.0;177959.0;167894.0;150830.0;17064.0;8910.0;10065.0;8930.0;195794.0;176819.0;167889.0;150830.0;17059.0;8910.0;8930.0;10065.0;247200.0;56654.0;73181.0;42720.0;74645.0;131981.0;22367.0;18801.0;16631.0;12444.0;4187.0;1977.0;2170.0;1589.0;22365.0;18218.0;16630.0;12444.0;4186.0;1977.0;1588.0;2170.0;42743.0;9961.0;11421.0;9833.0;11528.0;
21;Totaal;Huishouden met thuiswonende kinderen;2003;;424126.0;1577327.0;1432908.0;200461.0;181958.0;171078.0;153605.0;17473.0;9021.0;10880.0;9482.0;200456.0;180555.0;171073.0;153605.0;17468.0;9021.0;9482.0;10880.0;245207.0;57269.0;72245.0;42127.0;73566.0;144419.0;23534.0;19592.0;17237.0;12930.0;4307.0;2209.0;2355.0;1733.0;23533.0;18969.0;17237.0;12930.0;4307.0;2209.0;1732.0;2355.0;46178.0;10850.0;12324.0;10466.0;12538.0;
22;Totaal;Huishouden met thuiswonende kinderen;2004;;433974.0;1569864.0;1412774.0;203962.0;184760.0;173012.0;155221.0;17791.0;9175.0;11748.0;10027.0;203955.0;183032.0;173005.0;155221.0;17784.0;9175.0;10027.0;11748.0;243464.0;57949.0;71469.0;41442.0;72604.0;157090.0;25025.0;20657.0;18083.0;13372.0;4711.0;2422.0;2574.0;1946.0;25024.0;20028.0;18083.0;13372.0;4711.0;2422.0;1945.0;2574.0;49390.0;11597.0;13274.0;10979.0;13540.0;
23;Totaal;Huishouden met thuiswonende kinderen;2005;;444126.0;1560077.0;1390195.0;206865.0;186769.0;174122.0;156176.0;17946.0;9422.0;12647.0;10674.0;206859.0;184790.0;174116.0;156176.0;17940.0;9422.0;10674.0;12647.0;241391.0;58606.0;70592.0;40550.0;71643.0;169882.0;26299.0;21576.0;18779.0;13804.0;4975.0;2614.0;2797.0;2109.0;26298.0;20887.0;18779.0;13804.0;4975.0;2614.0;2108.0;2797.0;52358.0;12275.0;14104.0;11399.0;14580.0;
24;Totaal;Huishouden met thuiswonende kinderen;2006;;452372.0;1547284.0;1365061.0;208643.0;187861.0;174350.0;156242.0;18108.0;9634.0;13511.0;11148.0;208636.0;185491.0;174343.0;156242.0;18101.0;9634.0;11148.0;13511.0;238742.0;59040.0;69510.0;39626.0;70566.0;182223.0;26701.0;21643.0;18645.0;13685.0;4960.0;2784.0;2998.0;2274.0;26697.0;20916.0;18644.0;13685.0;4959.0;2784.0;2272.0;2997.0;55236.0;12783.0;15114.0;11841.0;15498.0;
25;Totaal;Huishouden met thuiswonende kinderen;2007;;458881.0;1534171.0;1339226.0;209576.0;187892.0;173575.0;155637.0;17938.0;9983.0;14317.0;11701.0;209569.0;185269.0;173568.0;155637.0;17931.0;9983.0;11701.0;14317.0;236160.0;59445.0;68568.0;38709.0;69438.0;194945.0;27762.0;22365.0;19127.0;14047.0;5080.0;3036.0;3238.0;2361.0;27762.0;21489.0;19128.0;14047.0;5081.0;3036.0;2361.0;3237.0;58163.0;13345.0;16062.0;12276.0;16480.0;
26;Totaal;Huishouden met thuiswonende kinderen;2008;;465704.0;1521099.0;1313754.0;211024.0;188389.0;173329.0;155241.0;18088.0;10482.0;15060.0;12153.0;211017.0;185475.0;173322.0;155241.0;18081.0;10482.0;12153.0;15060.0;233635.0;59714.0;67612.0;37920.0;68389.0;207345.0;29842.0;23861.0;20302.0;14886.0;5416.0;3371.0;3559.0;2610.0;29840.0;22911.0;20301.0;14886.0;5415.0;3371.0;2610.0;3558.0;61388.0;14012.0;17152.0;12642.0;17582.0;
27;Totaal;Huishouden met thuiswonende kinderen;2009;;474909.0;1510366.0;1291451.0;213143.0;189455.0;173519.0;155363.0;18156.0;11045.0;15936.0;12643.0;213136.0;186155.0;173512.0;155363.0;18149.0;11045.0;12643.0;15936.0;231887.0;59948.0;67010.0;37216.0;67713.0;218915.0;31575.0;25136.0;21385.0;15703.0;5682.0;3678.0;3751.0;2761.0;31573.0;24145.0;21385.0;15703.0;5682.0;3678.0;2760.0;3750.0;64073.0;14465.0;17940.0;13088.0;18580.0;
28;Totaal;Huishouden met thuiswonende kinderen;2010;;486239.0;1501339.0;1271543.0;215259.0;190038.0;173262.0;154801.0;18461.0;11869.0;16776.0;13352.0;215252.0;186607.0;173256.0;154801.0;18455.0;11869.0;13351.0;16776.0;231085.0;60780.0;66528.0;36701.0;67076.0;229796.0;34323.0;27346.0;23244.0;17225.0;6019.0;4018.0;4102.0;2959.0;34320.0;26200.0;23241.0;17225.0;6016.0;4018.0;2959.0;4102.0;66391.0;14842.0;18689.0;13257.0;19603.0;
29;Totaal;Huishouden met thuiswonende kinderen;2011;;496272.0;1494553.0;1252686.0;218865.0;192230.0;174469.0;155594.0;18875.0;12707.0;17761.0;13928.0;218864.0;188396.0;174468.0;155594.0;18874.0;12707.0;13928.0;17761.0;230294.0;61360.0;66071.0;36254.0;66609.0;241850.0;38815.0;31131.0;26769.0;20654.0;6115.0;4491.0;4362.0;3193.0;38815.0;29962.0;26769.0;20654.0;6115.0;4491.0;3193.0;4362.0;68925.0;15558.0;19670.0;13156.0;20541.0;
30;Totaal;Huishouden met thuiswonende kinderen;2012;;510894.0;1484627.0;1234305.0;222623.0;194334.0;175672.0;156506.0;19166.0;13650.0;18662.0;14639.0;222622.0;190310.0;175671.0;156506.0;19165.0;13650.0;14639.0;18662.0;229909.0;61908.0;65875.0;35819.0;66307.0;250322.0;40452.0;32406.0;27884.0;21645.0;6239.0;4719.0;4522.0;3327.0;40452.0;31211.0;27884.0;21645.0;6239.0;4719.0;3327.0;4522.0;70392.0;15801.0;20205.0;13238.0;21148.0;
31;Totaal;Huishouden met thuiswonende kinderen;2013;;521578.0;1473085.0;1213054.0;225839.0;195845.0;176360.0;156823.0;19537.0;14699.0;19485.0;15295.0;225835.0;191651.0;176356.0;156823.0;19533.0;14699.0;15295.0;19485.0;228689.0;62495.0;65448.0;35271.0;65475.0;260028.0;42632.0;34076.0;29231.0;22754.0;6477.0;5078.0;4845.0;3478.0;42631.0;32709.0;29231.0;22754.0;6477.0;5078.0;3478.0;4844.0;72503.0;16128.0;20948.0;13250.0;22177.0;
32;Totaal;Huishouden met thuiswonende kinderen;2014;;535870.0;1458269.0;1189000.0;229631.0;197863.0;177587.0;157679.0;19908.0;15827.0;20276.0;15941.0;229625.0;193523.0;177582.0;157679.0;19903.0;15827.0;15941.0;20275.0;226913.0;62816.0;64632.0;34728.0;64737.0;269269.0;44624.0;35510.0;30423.0;23686.0;6737.0;5462.0;5087.0;3652.0;44622.0;34074.0;30422.0;23686.0;6736.0;5462.0;3652.0;5086.0;74566.0;16442.0;21707.0;13407.0;23010.0;
33;Totaal;Huishouden met thuiswonende kinderen;2015;;545289.0;1444732.0;1164858.0;234218.0;200698.0;179630.0;160972.0;18658.0;17067.0;21068.0;16453.0;234214.0;196080.0;179627.0;160972.0;18655.0;17067.0;16453.0;21067.0;224898.0;62913.0;63956.0;34107.0;63922.0;279874.0;46627.0;36976.0;31652.0;25178.0;6474.0;5793.0;5324.0;3858.0;46626.0;35509.0;31651.0;25178.0;6473.0;5793.0;3858.0;5324.0;77013.0;16965.0;22491.0;13549.0;24008.0;
34;Totaal;Huishouden met thuiswonende kinderen;2016;;557426.0;1430233.0;1143332.0;240798.0;205287.0;183510.0;163954.0;19556.0;18478.0;21777.0;17033.0;240796.0;200542.0;183509.0;163954.0;19555.0;18478.0;17033.0;21776.0;223669.0;63220.0;63433.0;33691.0;63325.0;286901.0;48234.0;38158.0;32658.0;26014.0;6644.0;6106.0;5500.0;3970.0;48234.0;36628.0;32658.0;26014.0;6644.0;6106.0;3970.0;5500.0;78308.0;17151.0;23044.0;13582.0;24531.0;
35;Totaal;Huishouden met thuiswonende kinderen;2017;;562124.0;1419933.0;1124335.0;248608.0;211027.0;188484.0;168051.0;20433.0;19934.0;22543.0;17647.0;248606.0;206130.0;188483.0;168051.0;20432.0;19934.0;17647.0;22542.0;223311.0;63820.0;63203.0;33344.0;62944.0;295597.0;51226.0;40487.0;34563.0;27679.0;6884.0;6567.0;5924.0;4172.0;51226.0;38735.0;34563.0;27679.0;6884.0;6567.0;4172.0;5924.0;80451.0;17551.0;23783.0;13808.0;25309.0;
36;Totaal;Huishouden met thuiswonende kinderen;2018;;572419.0;1405610.0;1105801.0;258237.0;218340.0;195038.0;173411.0;21627.0;21624.0;23302.0;18273.0;258235.0;213310.0;195037.0;173411.0;21626.0;21624.0;18273.0;23301.0;223214.0;64587.0;62762.0;33277.0;62588.0;299809.0;53845.0;42622.0;36450.0;29221.0;7229.0;6910.0;6172.0;4313.0;53845.0;40763.0;36450.0;29221.0;7229.0;6910.0;4313.0;6172.0;81560.0;17810.0;24020.0;13885.0;25845.0;
37;Totaal;Huishouden met thuiswonende kinderen;2019;;582106.0;1392134.0;1089974.0;267769.0;225424.0;201146.0;178220.0;22926.0;23438.0;24278.0;18907.0;267767.0;220052.0;201145.0;178220.0;22925.0;23438.0;18907.0;24277.0;223963.0;65529.0;62591.0;33335.0;62508.0;302159.0;56424.0;44501.0;38197.0;30511.0;7686.0;7318.0;6304.0;4605.0;56424.0;42802.0;38197.0;30511.0;7686.0;7318.0;4605.0;6304.0;82373.0;17999.0;24222.0;14012.0;26140.0;
38;Totaal;Huishoudens zonder thuiswonende kinderen;2001;2307075.0;;1600426.0;1237329.0;76826.0;61240.0;54598.0;46683.0;7915.0;8743.0;6642.0;6843.0;76826.0;61441.0;54598.0;46683.0;7915.0;8743.0;6843.0;6642.0;216567.0;48606.0;68089.0;32718.0;67154.0;363097.0;33755.0;25093.0;20485.0;11796.0;8689.0;4496.0;4608.0;4166.0;33755.0;24651.0;20485.0;11796.0;8689.0;4496.0;4166.0;4608.0;98840.0;24233.0;27912.0;19598.0;27097.0;47416.0
39;Totaal;Huishoudens zonder thuiswonende kinderen;2002;2344903.0;;1600461.0;1237048.0;79810.0;63816.0;56752.0;48497.0;8255.0;8883.0;7064.0;7111.0;79810.0;63863.0;56752.0;48497.0;8255.0;8883.0;7111.0;7064.0;218034.0;49127.0;68290.0;33140.0;67477.0;363413.0;34751.0;25665.0;20919.0;11589.0;9330.0;4649.0;4746.0;4437.0;34750.0;25355.0;20918.0;11589.0;9329.0;4649.0;4437.0;4746.0;101025.0;25565.0;28031.0;19962.0;27467.0;48664.0
40;Totaal;Huishoudens zonder thuiswonende kinderen;2003;2383584.0;;1604980.0;1242425.0;83016.0;66383.0;58916.0;50324.0;8592.0;9111.0;7467.0;7522.0;83016.0;66438.0;58916.0;50324.0;8592.0;9111.0;7522.0;7467.0;221215.0;50224.0;68944.0;33648.0;68399.0;362555.0;35120.0;25564.0;20696.0;11076.0;9620.0;4956.0;4868.0;4600.0;35122.0;25298.0;20698.0;11076.0;9622.0;4956.0;4600.0;4868.0;102388.0;26402.0;28312.0;20157.0;27517.0;48436.0
41;Totaal;Huishoudens zonder thuiswonende kinderen;2004;2423956.0;;1604570.0;1246018.0;86261.0;68949.0;61014.0;51988.0;9026.0;9386.0;7935.0;7926.0;86261.0;68940.0;61014.0;51988.0;9026.0;9386.0;7926.0;7935.0;224063.0;51304.0;69429.0;34264.0;69066.0;358552.0;34701.0;25068.0;20070.0;10584.0;9486.0;4955.0;4998.0;4678.0;34700.0;24747.0;20069.0;10584.0;9485.0;4955.0;4678.0;4998.0;101961.0;26777.0;28248.0;19630.0;27306.0;47922.0
42;Totaal;Huishoudens zonder thuiswonende kinderen;2005;2449383.0;;1609769.0;1250327.0;87189.0;69569.0;61482.0;52238.0;9244.0;9593.0;8087.0;8027.0;87188.0;69508.0;61481.0;52238.0;9243.0;9593.0;8027.0;8087.0;226292.0;52149.0;69827.0;34721.0;69595.0;359442.0;35805.0;25882.0;20837.0;10627.0;10210.0;5178.0;5045.0;4745.0;35806.0;25583.0;20838.0;10627.0;10211.0;5178.0;4745.0;5045.0;103265.0;27652.0;28593.0;19697.0;27323.0;47974.0
43;Totaal;Huishoudens zonder thuiswonende kinderen;2006;2502088.0;;1613428.0;1256327.0;87575.0;69652.0;61849.0;52508.0;9341.0;9883.0;7803.0;8040.0;87574.0;69888.0;61848.0;52508.0;9340.0;9883.0;8040.0;7803.0;228250.0;52926.0;70240.0;34997.0;70087.0;357101.0;35316.0;25274.0;20170.0;10054.0;10116.0;5260.0;5104.0;4782.0;35316.0;24952.0;20170.0;10054.0;10116.0;5260.0;4782.0;5104.0;102612.0;27434.0;28518.0;19253.0;27407.0;47676.0
44;Totaal;Huishoudens zonder thuiswonende kinderen;2007;2536897.0;;1623037.0;1265344.0;88155.0;70106.0;62576.0;53034.0;9542.0;10130.0;7530.0;7919.0;88154.0;70494.0;62575.0;53034.0;9541.0;10130.0;7919.0;7530.0;230458.0;53609.0;70740.0;35349.0;70760.0;357693.0;35324.0;24935.0;19806.0;9635.0;10171.0;5590.0;5129.0;4799.0;35324.0;24605.0;19806.0;9635.0;10171.0;5590.0;4799.0;5129.0;103172.0;27371.0;28761.0;18979.0;28061.0;48584.0
