ID;Geslacht;Leeftijd;TypeInstelling;Behandelsetting;Diagnose;Perioden;AantalPatienten_1;AantalPatientenPer100000Inwoners_2;AantalPatienten_3;AantalPatientenPer100000Inwoners_4
32;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG7 Totaal bindvlies;2008;108315.0;659.0;96125.0;585.0
33;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG7 Totaal bindvlies;2009;107645.0;651.0;94920.0;574.0
34;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG7 Totaal bindvlies;2010;114530.0;689.0;99925.0;601.0
35;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG7 Totaal bindvlies;2011;;;107320.0;643.0
36;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG8 Totaal hoornvlies;2008;92650.0;563.0;79985.0;486.0
37;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG8 Totaal hoornvlies;2009;92530.0;560.0;80295.0;486.0
38;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG8 Totaal hoornvlies;2010;94555.0;569.0;80540.0;485.0
39;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG8 Totaal hoornvlies;2011;;;85700.0;513.0
40;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG9 Totaal uvea;2008;23390.0;142.0;18760.0;114.0
41;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG9 Totaal uvea;2009;23760.0;144.0;18830.0;114.0
42;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG9 Totaal uvea;2010;26285.0;158.0;20485.0;123.0
43;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG9 Totaal uvea;2011;;;21975.0;132.0
44;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG10 Totaal lens;2008;289745.0;1762.0;247035.0;1502.0
45;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG10 Totaal lens;2009;277695.0;1680.0;239460.0;1449.0
46;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG10 Totaal lens;2010;281925.0;1697.0;239480.0;1441.0
47;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG10 Totaal lens;2011;;;258255.0;1547.0
48;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG11 Totaal corpus vitreum;2008;60910.0;370.0;54500.0;331.0
49;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG11 Totaal corpus vitreum;2009;63885.0;386.0;56265.0;340.0
50;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG11 Totaal corpus vitreum;2010;70150.0;422.0;62170.0;374.0
51;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG11 Totaal corpus vitreum;2011;;;66965.0;401.0
52;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG12 Totaal netvlies;2008;60680.0;369.0;48650.0;296.0
53;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG12 Totaal netvlies;2009;61310.0;371.0;49420.0;299.0
54;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG12 Totaal netvlies;2010;65925.0;397.0;53555.0;322.0
55;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG12 Totaal netvlies;2011;;;57985.0;347.0
56;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG13 Totaal gele vlek;2008;90255.0;549.0;75210.0;457.0
57;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG13 Totaal gele vlek;2009;94370.0;571.0;79110.0;479.0
58;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG13 Totaal gele vlek;2010;105940.0;638.0;88725.0;534.0
59;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG13 Totaal gele vlek;2011;;;103215.0;618.0
60;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG14 Totaal diabetische retina;2008;300610.0;1828.0;265490.0;1614.0
61;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG14 Totaal diabetische retina;2009;264980.0;1603.0;233685.0;1414.0
62;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG14 Totaal diabetische retina;2010;240270.0;1446.0;208735.0;1256.0
63;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG14 Totaal diabetische retina;2011;;;191260.0;1146.0
64;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG15 Totaal bulbus / sclera;2008;7905.0;48.0;6345.0;39.0
65;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG15 Totaal bulbus / sclera;2009;8085.0;49.0;6500.0;39.0
66;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG15 Totaal bulbus / sclera;2010;8175.0;49.0;6580.0;40.0
67;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG15 Totaal bulbus / sclera;2011;;;6900.0;41.0
68;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG16 Totaal neuro-ophthalmologie;2008;35910.0;218.0;29170.0;177.0
69;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG16 Totaal neuro-ophthalmologie;2009;36975.0;224.0;30135.0;182.0
70;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG16 Totaal neuro-ophthalmologie;2010;38535.0;232.0;31045.0;187.0
71;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG16 Totaal neuro-ophthalmologie;2011;;;33195.0;199.0
72;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG17 Totaal glaucoom;2008;230570.0;1402.0;188065.0;1144.0
73;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG17 Totaal glaucoom;2009;234980.0;1421.0;192050.0;1162.0
74;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG17 Totaal glaucoom;2010;243540.0;1466.0;200945.0;1209.0
75;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG17 Totaal glaucoom;2011;;;216085.0;1294.0
76;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG18 Totaal overige diagnosen;2008;17330.0;105.0;13820.0;84.0
77;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG18 Totaal overige diagnosen;2009;14305.0;87.0;11680.0;71.0
78;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG18 Totaal overige diagnosen;2010;13460.0;81.0;10700.0;64.0
79;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;OG18 Totaal overige diagnosen;2011;;;16010.0;96.0
80;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO Totaal KNO;2008;1041880.0;6335.0;875195.0;5322.0
81;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO Totaal KNO;2009;1032070.0;6243.0;882775.0;5340.0
82;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO Totaal KNO;2010;1036720.0;6240.0;890870.0;5362.0
83;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO Totaal KNO;2011;;;948610.0;5683.0
84;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO1 Totaal oorheelkunde;2008;563830.0;3428.0;471385.0;2866.0
85;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO1 Totaal oorheelkunde;2009;554095.0;3352.0;473685.0;2866.0
86;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO1 Totaal oorheelkunde;2010;555750.0;3345.0;478965.0;2883.0
87;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO1 Totaal oorheelkunde;2011;;;506680.0;3035.0
88;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO2 Totaal neus en/of bijholten;2008;218650.0;1330.0;181025.0;1101.0
89;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO2 Totaal neus en/of bijholten;2009;219070.0;1325.0;183875.0;1112.0
90;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO2 Totaal neus en/of bijholten;2010;223340.0;1344.0;188420.0;1134.0
91;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO2 Totaal neus en/of bijholten;2011;;;202440.0;1213.0
92;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO3 Totaal mondholte/pharynx/larynx;2008;261600.0;1591.0;218145.0;1326.0
93;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO3 Totaal mondholte/pharynx/larynx;2009;262505.0;1588.0;222855.0;1348.0
94;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO3 Totaal mondholte/pharynx/larynx;2010;267200.0;1608.0;226855.0;1365.0
95;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO3 Totaal mondholte/pharynx/larynx;2011;;;248300.0;1487.0
96;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO4 Totaal speekselklieren;2008;8560.0;52.0;6855.0;42.0
97;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO4 Totaal speekselklieren;2009;8730.0;53.0;7020.0;42.0
98;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO4 Totaal speekselklieren;2010;9225.0;56.0;7455.0;45.0
99;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO4 Totaal speekselklieren;2011;;;7960.0;48.0
100;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO5 Totaal hals;2008;10920.0;66.0;8880.0;54.0
101;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO5 Totaal hals;2009;10830.0;66.0;8995.0;54.0
102;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO5 Totaal hals;2010;11050.0;66.0;9170.0;55.0
103;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO5 Totaal hals;2011;;;10000.0;60.0
104;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO6 Totaal luchtweg;2008;4485.0;27.0;3555.0;22.0
105;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO6 Totaal luchtweg;2009;4540.0;27.0;3630.0;22.0
106;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO6 Totaal luchtweg;2010;4665.0;28.0;3755.0;23.0
107;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO6 Totaal luchtweg;2011;;;4000.0;24.0
108;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO7 Totaal overige diagnosen KNO;2008;41555.0;253.0;36325.0;221.0
109;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO7 Totaal overige diagnosen KNO;2009;36275.0;219.0;32215.0;195.0
110;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO7 Totaal overige diagnosen KNO;2010;32335.0;195.0;28795.0;173.0
111;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;KO7 Totaal overige diagnosen KNO;2011;;;27405.0;164.0
112;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK Totaal heelkunde;2008;1972410.0;11994.0;1740205.0;10582.0
113;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK Totaal heelkunde;2009;1982360.0;11992.0;1755770.0;10621.0
114;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK Totaal heelkunde;2010;1966095.0;11833.0;1743755.0;10495.0
115;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK Totaal heelkunde;2011;;;1753090.0;10502.0
116;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK1 Totaal alg.chir/chirurgie kinderen;2008;520385.0;3164.0;455620.0;2770.0
117;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK1 Totaal alg.chir/chirurgie kinderen;2009;511795.0;3096.0;448090.0;2711.0
118;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK1 Totaal alg.chir/chirurgie kinderen;2010;507565.0;3055.0;445335.0;2680.0
119;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK1 Totaal alg.chir/chirurgie kinderen;2011;;;457890.0;2743.0
120;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.1 Totaal hoofd/hals; alg.chir.";2008;1140.0;7.0;920.0;6.0
121;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.1 Totaal hoofd/hals; alg.chir.";2009;1100.0;7.0;900.0;5.0
122;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.1 Totaal hoofd/hals; alg.chir.";2010;1085.0;7.0;870.0;5.0
123;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.1 Totaal hoofd/hals; alg.chir.";2011;;;895.0;5.0
124;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.2 Totaal buik/bekken; alg.chir.";2008;242060.0;1472.0;206685.0;1257.0
125;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.2 Totaal buik/bekken; alg.chir.";2009;246005.0;1488.0;210270.0;1272.0
126;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.2 Totaal buik/bekken; alg.chir.";2010;252380.0;1519.0;216525.0;1303.0
127;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.2 Totaal buik/bekken; alg.chir.";2011;;;226840.0;1359.0
128;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.3 Totaal extremiteiten; alg.chir.";2008;25840.0;157.0;22495.0;137.0
129;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.3 Totaal extremiteiten; alg.chir.";2009;25110.0;152.0;22170.0;134.0
130;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.3 Totaal extremiteiten; alg.chir.";2010;23585.0;142.0;20825.0;125.0
131;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.3 Totaal extremiteiten; alg.chir.";2011;;;19655.0;118.0
132;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.4 Totaal infecties; alg chir.";2008;49315.0;300.0;44245.0;269.0
133;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.4 Totaal infecties; alg chir.";2009;45610.0;276.0;41035.0;248.0
134;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.4 Totaal infecties; alg chir.";2010;43690.0;263.0;39195.0;236.0
135;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.4 Totaal infecties; alg chir.";2011;;;39675.0;238.0
136;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.5 Totaal overig;alg.chir./chir.kind.";2008;215370.0;1310.0;192080.0;1168.0
137;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.5 Totaal overig;alg.chir./chir.kind.";2009;205880.0;1245.0;183390.0;1109.0
138;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.5 Totaal overig;alg.chir./chir.kind.";2010;198405.0;1194.0;177280.0;1067.0
139;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;"HK1.5 Totaal overig;alg.chir./chir.kind.";2011;;;180700.0;1082.0
140;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2 Totaal traumatologie / SEH;2008;923130.0;5613.0;850465.0;5171.0
141;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2 Totaal traumatologie / SEH;2009;917655.0;5551.0;849270.0;5138.0
142;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2 Totaal traumatologie / SEH;2010;889910.0;5356.0;820480.0;4938.0
143;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2 Totaal traumatologie / SEH;2011;;;795690.0;4767.0
144;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2.1 Totaal fracturen;2008;284310.0;1729.0;246110.0;1497.0
145;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2.1 Totaal fracturen;2009;294980.0;1784.0;257985.0;1561.0
146;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2.1 Totaal fracturen;2010;299775.0;1804.0;260435.0;1567.0
147;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2.1 Totaal fracturen;2011;;;255655.0;1532.0
148;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2.2 Totaal verstuikingen;2008;93135.0;566.0;84310.0;513.0
149;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2.2 Totaal verstuikingen;2009;91015.0;551.0;82730.0;500.0
150;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2.2 Totaal verstuikingen;2010;87815.0;529.0;79885.0;481.0
151;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2.2 Totaal verstuikingen;2011;;;74970.0;449.0
152;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2.3 Totaal luxaties;2008;22755.0;138.0;20005.0;122.0
153;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2.3 Totaal luxaties;2009;23415.0;142.0;20875.0;126.0
154;Totaal mannen en vrouwen;Totaal alle leeftijden;Totaal alle instellingen;Totaal alle behandelsettings;HK2.3 Totaal luxaties;2010;24000.0;144.0;21240.0;128.0
