ID;KenmerkenArbeidsongeval;Marges;Perioden;Arbeidsongeval4DagenVerzuimOfMeer_1
41;Oorzaak: ergens aan gesneden of gestoten;Ondergrens 95%-interval;2015;
42;Oorzaak: ergens aan gesneden of gestoten;Ondergrens 95%-interval;2016;
43;Oorzaak: ergens aan gesneden of gestoten;Ondergrens 95%-interval;2017;6.0
44;Oorzaak: ergens aan gesneden of gestoten;Ondergrens 95%-interval;2018;6.0
45;Oorzaak: ergens aan gesneden of gestoten;Ondergrens 95%-interval;2019;5.0
46;Oorzaak: ergens aan gesneden of gestoten;Ondergrens 95%-interval;2020;4.0
47;Oorzaak: ergens aan gesneden of gestoten;Ondergrens 95%-interval;2021;4.0
48;Oorzaak: ergens aan gesneden of gestoten;Ondergrens 95%-interval;2022;4.0
49;Oorzaak: ergens aan gesneden of gestoten;Ondergrens 95%-interval;2023;5.0
50;Oorzaak: ergens aan gesneden of gestoten;Bovengrens 95%-interval;2014;
51;Oorzaak: ergens aan gesneden of gestoten;Bovengrens 95%-interval;2015;
52;Oorzaak: ergens aan gesneden of gestoten;Bovengrens 95%-interval;2016;
53;Oorzaak: ergens aan gesneden of gestoten;Bovengrens 95%-interval;2017;10.0
54;Oorzaak: ergens aan gesneden of gestoten;Bovengrens 95%-interval;2018;9.0
55;Oorzaak: ergens aan gesneden of gestoten;Bovengrens 95%-interval;2019;8.0
56;Oorzaak: ergens aan gesneden of gestoten;Bovengrens 95%-interval;2020;8.0
57;Oorzaak: ergens aan gesneden of gestoten;Bovengrens 95%-interval;2021;7.0
58;Oorzaak: ergens aan gesneden of gestoten;Bovengrens 95%-interval;2022;7.0
59;Oorzaak: ergens aan gesneden of gestoten;Bovengrens 95%-interval;2023;9.0
60;Oorzaak: door een voorwerp geraakt;Waarde;2014;
61;Oorzaak: door een voorwerp geraakt;Waarde;2015;
62;Oorzaak: door een voorwerp geraakt;Waarde;2016;
63;Oorzaak: door een voorwerp geraakt;Waarde;2017;7.0
64;Oorzaak: door een voorwerp geraakt;Waarde;2018;7.0
65;Oorzaak: door een voorwerp geraakt;Waarde;2019;7.0
66;Oorzaak: door een voorwerp geraakt;Waarde;2020;5.0
67;Oorzaak: door een voorwerp geraakt;Waarde;2021;3.0
68;Oorzaak: door een voorwerp geraakt;Waarde;2022;5.0
69;Oorzaak: door een voorwerp geraakt;Waarde;2023;4.0
70;Oorzaak: door een voorwerp geraakt;Ondergrens 95%-interval;2014;
71;Oorzaak: door een voorwerp geraakt;Ondergrens 95%-interval;2015;
72;Oorzaak: door een voorwerp geraakt;Ondergrens 95%-interval;2016;
73;Oorzaak: door een voorwerp geraakt;Ondergrens 95%-interval;2017;5.0
74;Oorzaak: door een voorwerp geraakt;Ondergrens 95%-interval;2018;6.0
75;Oorzaak: door een voorwerp geraakt;Ondergrens 95%-interval;2019;5.0
76;Oorzaak: door een voorwerp geraakt;Ondergrens 95%-interval;2020;4.0
77;Oorzaak: door een voorwerp geraakt;Ondergrens 95%-interval;2021;2.0
78;Oorzaak: door een voorwerp geraakt;Ondergrens 95%-interval;2022;4.0
79;Oorzaak: door een voorwerp geraakt;Ondergrens 95%-interval;2023;3.0
80;Oorzaak: door een voorwerp geraakt;Bovengrens 95%-interval;2014;
81;Oorzaak: door een voorwerp geraakt;Bovengrens 95%-interval;2015;
82;Oorzaak: door een voorwerp geraakt;Bovengrens 95%-interval;2016;
83;Oorzaak: door een voorwerp geraakt;Bovengrens 95%-interval;2017;9.0
84;Oorzaak: door een voorwerp geraakt;Bovengrens 95%-interval;2018;10.0
85;Oorzaak: door een voorwerp geraakt;Bovengrens 95%-interval;2019;9.0
86;Oorzaak: door een voorwerp geraakt;Bovengrens 95%-interval;2020;7.0
87;Oorzaak: door een voorwerp geraakt;Bovengrens 95%-interval;2021;5.0
88;Oorzaak: door een voorwerp geraakt;Bovengrens 95%-interval;2022;7.0
89;Oorzaak: door een voorwerp geraakt;Bovengrens 95%-interval;2023;6.0
90;Oorzaak: een beknelling;Waarde;2014;
91;Oorzaak: een beknelling;Waarde;2015;
92;Oorzaak: een beknelling;Waarde;2016;
93;Oorzaak: een beknelling;Waarde;2017;4.0
94;Oorzaak: een beknelling;Waarde;2018;6.0
95;Oorzaak: een beknelling;Waarde;2019;5.0
96;Oorzaak: een beknelling;Waarde;2020;6.0
97;Oorzaak: een beknelling;Waarde;2021;4.0
98;Oorzaak: een beknelling;Waarde;2022;5.0
99;Oorzaak: een beknelling;Waarde;2023;5.0
100;Oorzaak: een beknelling;Ondergrens 95%-interval;2014;
101;Oorzaak: een beknelling;Ondergrens 95%-interval;2015;
102;Oorzaak: een beknelling;Ondergrens 95%-interval;2016;
103;Oorzaak: een beknelling;Ondergrens 95%-interval;2017;3.0
104;Oorzaak: een beknelling;Ondergrens 95%-interval;2018;4.0
105;Oorzaak: een beknelling;Ondergrens 95%-interval;2019;4.0
106;Oorzaak: een beknelling;Ondergrens 95%-interval;2020;4.0
107;Oorzaak: een beknelling;Ondergrens 95%-interval;2021;2.0
108;Oorzaak: een beknelling;Ondergrens 95%-interval;2022;4.0
109;Oorzaak: een beknelling;Ondergrens 95%-interval;2023;3.0
110;Oorzaak: een beknelling;Bovengrens 95%-interval;2014;
111;Oorzaak: een beknelling;Bovengrens 95%-interval;2015;
112;Oorzaak: een beknelling;Bovengrens 95%-interval;2016;
113;Oorzaak: een beknelling;Bovengrens 95%-interval;2017;7.0
114;Oorzaak: een beknelling;Bovengrens 95%-interval;2018;8.0
115;Oorzaak: een beknelling;Bovengrens 95%-interval;2019;7.0
116;Oorzaak: een beknelling;Bovengrens 95%-interval;2020;8.0
117;Oorzaak: een beknelling;Bovengrens 95%-interval;2021;5.0
118;Oorzaak: een beknelling;Bovengrens 95%-interval;2022;7.0
119;Oorzaak: een beknelling;Bovengrens 95%-interval;2023;6.0
120;Oorzaak: val van hoogte;Waarde;2014;
121;Oorzaak: val van hoogte;Waarde;2015;
122;Oorzaak: val van hoogte;Waarde;2016;
123;Oorzaak: val van hoogte;Waarde;2017;5.0
124;Oorzaak: val van hoogte;Waarde;2018;3.0
125;Oorzaak: val van hoogte;Waarde;2019;4.0
126;Oorzaak: val van hoogte;Waarde;2020;5.0
127;Oorzaak: val van hoogte;Waarde;2021;5.0
128;Oorzaak: val van hoogte;Waarde;2022;2.0
129;Oorzaak: val van hoogte;Waarde;2023;5.0
130;Oorzaak: val van hoogte;Ondergrens 95%-interval;2014;
131;Oorzaak: val van hoogte;Ondergrens 95%-interval;2015;
132;Oorzaak: val van hoogte;Ondergrens 95%-interval;2016;
133;Oorzaak: val van hoogte;Ondergrens 95%-interval;2017;3.0
134;Oorzaak: val van hoogte;Ondergrens 95%-interval;2018;2.0
135;Oorzaak: val van hoogte;Ondergrens 95%-interval;2019;3.0
136;Oorzaak: val van hoogte;Ondergrens 95%-interval;2020;4.0
137;Oorzaak: val van hoogte;Ondergrens 95%-interval;2021;4.0
138;Oorzaak: val van hoogte;Ondergrens 95%-interval;2022;1.0
139;Oorzaak: val van hoogte;Ondergrens 95%-interval;2023;4.0
140;Oorzaak: val van hoogte;Bovengrens 95%-interval;2014;
141;Oorzaak: val van hoogte;Bovengrens 95%-interval;2015;
142;Oorzaak: val van hoogte;Bovengrens 95%-interval;2016;
143;Oorzaak: val van hoogte;Bovengrens 95%-interval;2017;7.0
144;Oorzaak: val van hoogte;Bovengrens 95%-interval;2018;5.0
145;Oorzaak: val van hoogte;Bovengrens 95%-interval;2019;6.0
146;Oorzaak: val van hoogte;Bovengrens 95%-interval;2020;7.0
147;Oorzaak: val van hoogte;Bovengrens 95%-interval;2021;7.0
148;Oorzaak: val van hoogte;Bovengrens 95%-interval;2022;4.0
149;Oorzaak: val van hoogte;Bovengrens 95%-interval;2023;7.0
150;Oorzaak: uitglijden, struikelen of  val;Waarde;2014;
151;Oorzaak: uitglijden, struikelen of  val;Waarde;2015;
152;Oorzaak: uitglijden, struikelen of  val;Waarde;2016;
153;Oorzaak: uitglijden, struikelen of  val;Waarde;2017;12.0
154;Oorzaak: uitglijden, struikelen of  val;Waarde;2018;14.0
155;Oorzaak: uitglijden, struikelen of  val;Waarde;2019;13.0
156;Oorzaak: uitglijden, struikelen of  val;Waarde;2020;12.0
157;Oorzaak: uitglijden, struikelen of  val;Waarde;2021;13.0
158;Oorzaak: uitglijden, struikelen of  val;Waarde;2022;13.0
159;Oorzaak: uitglijden, struikelen of  val;Waarde;2023;10.0
160;Oorzaak: uitglijden, struikelen of  val;Ondergrens 95%-interval;2014;
161;Oorzaak: uitglijden, struikelen of  val;Ondergrens 95%-interval;2015;
162;Oorzaak: uitglijden, struikelen of  val;Ondergrens 95%-interval;2016;
163;Oorzaak: uitglijden, struikelen of  val;Ondergrens 95%-interval;2017;10.0
164;Oorzaak: uitglijden, struikelen of  val;Ondergrens 95%-interval;2018;11.0
165;Oorzaak: uitglijden, struikelen of  val;Ondergrens 95%-interval;2019;11.0
166;Oorzaak: uitglijden, struikelen of  val;Ondergrens 95%-interval;2020;10.0
167;Oorzaak: uitglijden, struikelen of  val;Ondergrens 95%-interval;2021;10.0
168;Oorzaak: uitglijden, struikelen of  val;Ondergrens 95%-interval;2022;11.0
169;Oorzaak: uitglijden, struikelen of  val;Ondergrens 95%-interval;2023;8.0
170;Oorzaak: uitglijden, struikelen of  val;Bovengrens 95%-interval;2014;
171;Oorzaak: uitglijden, struikelen of  val;Bovengrens 95%-interval;2015;
172;Oorzaak: uitglijden, struikelen of  val;Bovengrens 95%-interval;2016;
173;Oorzaak: uitglijden, struikelen of  val;Bovengrens 95%-interval;2017;15.0
174;Oorzaak: uitglijden, struikelen of  val;Bovengrens 95%-interval;2018;16.0
175;Oorzaak: uitglijden, struikelen of  val;Bovengrens 95%-interval;2019;16.0
176;Oorzaak: uitglijden, struikelen of  val;Bovengrens 95%-interval;2020;15.0
177;Oorzaak: uitglijden, struikelen of  val;Bovengrens 95%-interval;2021;16.0
178;Oorzaak: uitglijden, struikelen of  val;Bovengrens 95%-interval;2022;16.0
179;Oorzaak: uitglijden, struikelen of  val;Bovengrens 95%-interval;2023;13.0
180;Oorzaak: bedreigd, gebeten, geschopt;Waarde;2014;
181;Oorzaak: bedreigd, gebeten, geschopt;Waarde;2015;
182;Oorzaak: bedreigd, gebeten, geschopt;Waarde;2016;
183;Oorzaak: bedreigd, gebeten, geschopt;Waarde;2017;3.0
184;Oorzaak: bedreigd, gebeten, geschopt;Waarde;2018;3.0
185;Oorzaak: bedreigd, gebeten, geschopt;Waarde;2019;3.0
186;Oorzaak: bedreigd, gebeten, geschopt;Waarde;2020;3.0
187;Oorzaak: bedreigd, gebeten, geschopt;Waarde;2021;4.0
188;Oorzaak: bedreigd, gebeten, geschopt;Waarde;2022;3.0
189;Oorzaak: bedreigd, gebeten, geschopt;Waarde;2023;4.0
190;Oorzaak: bedreigd, gebeten, geschopt;Ondergrens 95%-interval;2014;
191;Oorzaak: bedreigd, gebeten, geschopt;Ondergrens 95%-interval;2015;
192;Oorzaak: bedreigd, gebeten, geschopt;Ondergrens 95%-interval;2016;
193;Oorzaak: bedreigd, gebeten, geschopt;Ondergrens 95%-interval;2017;2.0
194;Oorzaak: bedreigd, gebeten, geschopt;Ondergrens 95%-interval;2018;2.0
195;Oorzaak: bedreigd, gebeten, geschopt;Ondergrens 95%-interval;2019;2.0
196;Oorzaak: bedreigd, gebeten, geschopt;Ondergrens 95%-interval;2020;2.0
197;Oorzaak: bedreigd, gebeten, geschopt;Ondergrens 95%-interval;2021;3.0
198;Oorzaak: bedreigd, gebeten, geschopt;Ondergrens 95%-interval;2022;2.0
199;Oorzaak: bedreigd, gebeten, geschopt;Ondergrens 95%-interval;2023;2.0
200;Oorzaak: bedreigd, gebeten, geschopt;Bovengrens 95%-interval;2014;
201;Oorzaak: bedreigd, gebeten, geschopt;Bovengrens 95%-interval;2015;
202;Oorzaak: bedreigd, gebeten, geschopt;Bovengrens 95%-interval;2016;
203;Oorzaak: bedreigd, gebeten, geschopt;Bovengrens 95%-interval;2017;4.0
204;Oorzaak: bedreigd, gebeten, geschopt;Bovengrens 95%-interval;2018;5.0
205;Oorzaak: bedreigd, gebeten, geschopt;Bovengrens 95%-interval;2019;4.0
206;Oorzaak: bedreigd, gebeten, geschopt;Bovengrens 95%-interval;2020;5.0
207;Oorzaak: bedreigd, gebeten, geschopt;Bovengrens 95%-interval;2021;6.0
208;Oorzaak: bedreigd, gebeten, geschopt;Bovengrens 95%-interval;2022;4.0
209;Oorzaak: bedreigd, gebeten, geschopt;Bovengrens 95%-interval;2023;5.0
210;Oorzaak: stroom, hitte, kou, lawaai...;Waarde;2014;
211;Oorzaak: stroom, hitte, kou, lawaai...;Waarde;2015;
212;Oorzaak: stroom, hitte, kou, lawaai...;Waarde;2016;
213;Oorzaak: stroom, hitte, kou, lawaai...;Waarde;2017;0.0
214;Oorzaak: stroom, hitte, kou, lawaai...;Waarde;2018;1.0
215;Oorzaak: stroom, hitte, kou, lawaai...;Waarde;2019;3.0
216;Oorzaak: stroom, hitte, kou, lawaai...;Waarde;2020;0.0
217;Oorzaak: stroom, hitte, kou, lawaai...;Waarde;2021;1.0
218;Oorzaak: stroom, hitte, kou, lawaai...;Waarde;2022;1.0
219;Oorzaak: stroom, hitte, kou, lawaai...;Waarde;2023;1.0
220;Oorzaak: stroom, hitte, kou, lawaai...;Ondergrens 95%-interval;2014;
221;Oorzaak: stroom, hitte, kou, lawaai...;Ondergrens 95%-interval;2015;
222;Oorzaak: stroom, hitte, kou, lawaai...;Ondergrens 95%-interval;2016;
223;Oorzaak: stroom, hitte, kou, lawaai...;Ondergrens 95%-interval;2017;0.0
224;Oorzaak: stroom, hitte, kou, lawaai...;Ondergrens 95%-interval;2018;1.0
225;Oorzaak: stroom, hitte, kou, lawaai...;Ondergrens 95%-interval;2019;2.0
226;Oorzaak: stroom, hitte, kou, lawaai...;Ondergrens 95%-interval;2020;0.0
227;Oorzaak: stroom, hitte, kou, lawaai...;Ondergrens 95%-interval;2021;1.0
228;Oorzaak: stroom, hitte, kou, lawaai...;Ondergrens 95%-interval;2022;1.0
229;Oorzaak: stroom, hitte, kou, lawaai...;Ondergrens 95%-interval;2023;1.0
230;Oorzaak: stroom, hitte, kou, lawaai...;Bovengrens 95%-interval;2014;
231;Oorzaak: stroom, hitte, kou, lawaai...;Bovengrens 95%-interval;2015;
232;Oorzaak: stroom, hitte, kou, lawaai...;Bovengrens 95%-interval;2016;
233;Oorzaak: stroom, hitte, kou, lawaai...;Bovengrens 95%-interval;2017;2.0
234;Oorzaak: stroom, hitte, kou, lawaai...;Bovengrens 95%-interval;2018;2.0
235;Oorzaak: stroom, hitte, kou, lawaai...;Bovengrens 95%-interval;2019;4.0
236;Oorzaak: stroom, hitte, kou, lawaai...;Bovengrens 95%-interval;2020;1.0
237;Oorzaak: stroom, hitte, kou, lawaai...;Bovengrens 95%-interval;2021;3.0
238;Oorzaak: stroom, hitte, kou, lawaai...;Bovengrens 95%-interval;2022;3.0
239;Oorzaak: stroom, hitte, kou, lawaai...;Bovengrens 95%-interval;2023;3.0
240;Oorzaak: fysieke overbelasting;Waarde;2014;
241;Oorzaak: fysieke overbelasting;Waarde;2015;
242;Oorzaak: fysieke overbelasting;Waarde;2016;
243;Oorzaak: fysieke overbelasting;Waarde;2017;15.0
244;Oorzaak: fysieke overbelasting;Waarde;2018;13.0
245;Oorzaak: fysieke overbelasting;Waarde;2019;11.0
246;Oorzaak: fysieke overbelasting;Waarde;2020;11.0
247;Oorzaak: fysieke overbelasting;Waarde;2021;13.0
248;Oorzaak: fysieke overbelasting;Waarde;2022;13.0
249;Oorzaak: fysieke overbelasting;Waarde;2023;10.0
250;Oorzaak: fysieke overbelasting;Ondergrens 95%-interval;2014;
251;Oorzaak: fysieke overbelasting;Ondergrens 95%-interval;2015;
252;Oorzaak: fysieke overbelasting;Ondergrens 95%-interval;2016;
253;Oorzaak: fysieke overbelasting;Ondergrens 95%-interval;2017;12.0
254;Oorzaak: fysieke overbelasting;Ondergrens 95%-interval;2018;11.0
255;Oorzaak: fysieke overbelasting;Ondergrens 95%-interval;2019;9.0
256;Oorzaak: fysieke overbelasting;Ondergrens 95%-interval;2020;9.0
257;Oorzaak: fysieke overbelasting;Ondergrens 95%-interval;2021;10.0
258;Oorzaak: fysieke overbelasting;Ondergrens 95%-interval;2022;11.0
259;Oorzaak: fysieke overbelasting;Ondergrens 95%-interval;2023;8.0
260;Oorzaak: fysieke overbelasting;Bovengrens 95%-interval;2014;
261;Oorzaak: fysieke overbelasting;Bovengrens 95%-interval;2015;
262;Oorzaak: fysieke overbelasting;Bovengrens 95%-interval;2016;
263;Oorzaak: fysieke overbelasting;Bovengrens 95%-interval;2017;18.0
264;Oorzaak: fysieke overbelasting;Bovengrens 95%-interval;2018;16.0
265;Oorzaak: fysieke overbelasting;Bovengrens 95%-interval;2019;14.0
266;Oorzaak: fysieke overbelasting;Bovengrens 95%-interval;2020;14.0
267;Oorzaak: fysieke overbelasting;Bovengrens 95%-interval;2021;16.0
268;Oorzaak: fysieke overbelasting;Bovengrens 95%-interval;2022;16.0
269;Oorzaak: fysieke overbelasting;Bovengrens 95%-interval;2023;12.0
270;Oorzaak: psychische overbelasting;Waarde;2014;
271;Oorzaak: psychische overbelasting;Waarde;2015;
272;Oorzaak: psychische overbelasting;Waarde;2016;
273;Oorzaak: psychische overbelasting;Waarde;2017;24.0
274;Oorzaak: psychische overbelasting;Waarde;2018;22.0
275;Oorzaak: psychische overbelasting;Waarde;2019;23.0
276;Oorzaak: psychische overbelasting;Waarde;2020;13.0
277;Oorzaak: psychische overbelasting;Waarde;2021;18.0
278;Oorzaak: psychische overbelasting;Waarde;2022;22.0
279;Oorzaak: psychische overbelasting;Waarde;2023;20.0
280;Oorzaak: psychische overbelasting;Ondergrens 95%-interval;2014;
281;Oorzaak: psychische overbelasting;Ondergrens 95%-interval;2015;
282;Oorzaak: psychische overbelasting;Ondergrens 95%-interval;2016;
283;Oorzaak: psychische overbelasting;Ondergrens 95%-interval;2017;20.0
284;Oorzaak: psychische overbelasting;Ondergrens 95%-interval;2018;19.0
285;Oorzaak: psychische overbelasting;Ondergrens 95%-interval;2019;20.0
286;Oorzaak: psychische overbelasting;Ondergrens 95%-interval;2020;11.0
287;Oorzaak: psychische overbelasting;Ondergrens 95%-interval;2021;15.0
288;Oorzaak: psychische overbelasting;Ondergrens 95%-interval;2022;19.0
289;Oorzaak: psychische overbelasting;Ondergrens 95%-interval;2023;17.0
290;Oorzaak: psychische overbelasting;Bovengrens 95%-interval;2014;
291;Oorzaak: psychische overbelasting;Bovengrens 95%-interval;2015;
292;Oorzaak: psychische overbelasting;Bovengrens 95%-interval;2016;
293;Oorzaak: psychische overbelasting;Bovengrens 95%-interval;2017;29.0
294;Oorzaak: psychische overbelasting;Bovengrens 95%-interval;2018;25.0
295;Oorzaak: psychische overbelasting;Bovengrens 95%-interval;2019;27.0
296;Oorzaak: psychische overbelasting;Bovengrens 95%-interval;2020;16.0
297;Oorzaak: psychische overbelasting;Bovengrens 95%-interval;2021;22.0
298;Oorzaak: psychische overbelasting;Bovengrens 95%-interval;2022;25.0
299;Oorzaak: psychische overbelasting;Bovengrens 95%-interval;2023;23.0
300;Oorzaak: verkeersongeval op openbare weg;Waarde;2014;
301;Oorzaak: verkeersongeval op openbare weg;Waarde;2015;
302;Oorzaak: verkeersongeval op openbare weg;Waarde;2016;
303;Oorzaak: verkeersongeval op openbare weg;Waarde;2017;3.0
304;Oorzaak: verkeersongeval op openbare weg;Waarde;2018;3.0
305;Oorzaak: verkeersongeval op openbare weg;Waarde;2019;3.0
306;Oorzaak: verkeersongeval op openbare weg;Waarde;2020;4.0
307;Oorzaak: verkeersongeval op openbare weg;Waarde;2021;4.0
308;Oorzaak: verkeersongeval op openbare weg;Waarde;2022;3.0
309;Oorzaak: verkeersongeval op openbare weg;Waarde;2023;5.0
310;Oorzaak: verkeersongeval op openbare weg;Ondergrens 95%-interval;2014;
311;Oorzaak: verkeersongeval op openbare weg;Ondergrens 95%-interval;2015;
312;Oorzaak: verkeersongeval op openbare weg;Ondergrens 95%-interval;2016;
313;Oorzaak: verkeersongeval op openbare weg;Ondergrens 95%-interval;2017;2.0
314;Oorzaak: verkeersongeval op openbare weg;Ondergrens 95%-interval;2018;2.0
315;Oorzaak: verkeersongeval op openbare weg;Ondergrens 95%-interval;2019;2.0
316;Oorzaak: verkeersongeval op openbare weg;Ondergrens 95%-interval;2020;2.0
317;Oorzaak: verkeersongeval op openbare weg;Ondergrens 95%-interval;2021;2.0
318;Oorzaak: verkeersongeval op openbare weg;Ondergrens 95%-interval;2022;2.0
319;Oorzaak: verkeersongeval op openbare weg;Ondergrens 95%-interval;2023;3.0
320;Oorzaak: verkeersongeval op openbare weg;Bovengrens 95%-interval;2014;
321;Oorzaak: verkeersongeval op openbare weg;Bovengrens 95%-interval;2015;
322;Oorzaak: verkeersongeval op openbare weg;Bovengrens 95%-interval;2016;
323;Oorzaak: verkeersongeval op openbare weg;Bovengrens 95%-interval;2017;5.0
324;Oorzaak: verkeersongeval op openbare weg;Bovengrens 95%-interval;2018;4.0
325;Oorzaak: verkeersongeval op openbare weg;Bovengrens 95%-interval;2019;5.0
326;Oorzaak: verkeersongeval op openbare weg;Bovengrens 95%-interval;2020;5.0
327;Oorzaak: verkeersongeval op openbare weg;Bovengrens 95%-interval;2021;6.0
328;Oorzaak: verkeersongeval op openbare weg;Bovengrens 95%-interval;2022;5.0
329;Oorzaak: verkeersongeval op openbare weg;Bovengrens 95%-interval;2023;7.0
330;Oorzaak: anders;Waarde;2014;
331;Oorzaak: anders;Waarde;2015;
332;Oorzaak: anders;Waarde;2016;
333;Oorzaak: anders;Waarde;2017;9.0
334;Oorzaak: anders;Waarde;2018;9.0
335;Oorzaak: anders;Waarde;2019;12.0
336;Oorzaak: anders;Waarde;2020;10.0
337;Oorzaak: anders;Waarde;2021;11.0
338;Oorzaak: anders;Waarde;2022;9.0
339;Oorzaak: anders;Waarde;2023;11.0
340;Oorzaak: anders;Ondergrens 95%-interval;2014;
341;Oorzaak: anders;Ondergrens 95%-interval;2015;
342;Oorzaak: anders;Ondergrens 95%-interval;2016;
343;Oorzaak: anders;Ondergrens 95%-interval;2017;7.0
344;Oorzaak: anders;Ondergrens 95%-interval;2018;7.0
345;Oorzaak: anders;Ondergrens 95%-interval;2019;10.0
346;Oorzaak: anders;Ondergrens 95%-interval;2020;8.0
347;Oorzaak: anders;Ondergrens 95%-interval;2021;9.0
348;Oorzaak: anders;Ondergrens 95%-interval;2022;7.0
349;Oorzaak: anders;Ondergrens 95%-interval;2023;9.0
350;Oorzaak: anders;Bovengrens 95%-interval;2014;
351;Oorzaak: anders;Bovengrens 95%-interval;2015;
352;Oorzaak: anders;Bovengrens 95%-interval;2016;
353;Oorzaak: anders;Bovengrens 95%-interval;2017;12.0
354;Oorzaak: anders;Bovengrens 95%-interval;2018;12.0
355;Oorzaak: anders;Bovengrens 95%-interval;2019;15.0
356;Oorzaak: anders;Bovengrens 95%-interval;2020;13.0
357;Oorzaak: anders;Bovengrens 95%-interval;2021;14.0
358;Oorzaak: anders;Bovengrens 95%-interval;2022;12.0
359;Oorzaak: anders;Bovengrens 95%-interval;2023;14.0
360;Oorzaak: onbekend;Waarde;2014;
361;Oorzaak: onbekend;Waarde;2015;
362;Oorzaak: onbekend;Waarde;2016;
363;Oorzaak: onbekend;Waarde;2017;3.0
364;Oorzaak: onbekend;Waarde;2018;3.0
365;Oorzaak: onbekend;Waarde;2019;2.0
366;Oorzaak: onbekend;Waarde;2020;1.0
367;Oorzaak: onbekend;Waarde;2021;2.0
368;Oorzaak: onbekend;Waarde;2022;2.0
369;Oorzaak: onbekend;Waarde;2023;3.0
370;Oorzaak: onbekend;Ondergrens 95%-interval;2014;
371;Oorzaak: onbekend;Ondergrens 95%-interval;2015;
372;Oorzaak: onbekend;Ondergrens 95%-interval;2016;
373;Oorzaak: onbekend;Ondergrens 95%-interval;2017;2.0
374;Oorzaak: onbekend;Ondergrens 95%-interval;2018;2.0
375;Oorzaak: onbekend;Ondergrens 95%-interval;2019;1.0
376;Oorzaak: onbekend;Ondergrens 95%-interval;2020;1.0
377;Oorzaak: onbekend;Ondergrens 95%-interval;2021;1.0
378;Oorzaak: onbekend;Ondergrens 95%-interval;2022;1.0
379;Oorzaak: onbekend;Ondergrens 95%-interval;2023;2.0
380;Oorzaak: onbekend;Bovengrens 95%-interval;2014;
381;Oorzaak: onbekend;Bovengrens 95%-interval;2015;
382;Oorzaak: onbekend;Bovengrens 95%-interval;2016;
383;Oorzaak: onbekend;Bovengrens 95%-interval;2017;5.0
384;Oorzaak: onbekend;Bovengrens 95%-interval;2018;5.0
385;Oorzaak: onbekend;Bovengrens 95%-interval;2019;3.0
386;Oorzaak: onbekend;Bovengrens 95%-interval;2020;2.0
387;Oorzaak: onbekend;Bovengrens 95%-interval;2021;4.0
388;Oorzaak: onbekend;Bovengrens 95%-interval;2022;3.0
389;Oorzaak: onbekend;Bovengrens 95%-interval;2023;5.0
390;Verwonding: hoofd;Waarde;2014;6.0
391;Verwonding: hoofd;Waarde;2015;7.0
392;Verwonding: hoofd;Waarde;2016;5.0
393;Verwonding: hoofd;Waarde;2017;4.0
394;Verwonding: hoofd;Waarde;2018;5.0
395;Verwonding: hoofd;Waarde;2019;5.0
