ID;Geslacht;Leeftijd;Onderwijsniveau;Onderwijsrichting;Perioden;Bevolking_1
23;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2017 4e kwartaal;14103.0
24;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2017;14061.0
25;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2018 1e kwartaal;14132.0
26;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2018 2e kwartaal;14149.0
27;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2018 3e kwartaal;14168.0
28;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2018 4e kwartaal;14185.0
29;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2018;14158.0
30;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2019 1e kwartaal;14217.0
31;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2019 2e kwartaal;14250.0
32;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2019 3e kwartaal;14292.0
33;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2019 4e kwartaal;14335.0
34;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2019;14274.0
35;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2020 1e kwartaal;14353.0
36;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2020 2e kwartaal;14387.0
37;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2020 3e kwartaal;14398.0
38;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2020 4e kwartaal;14416.0
39;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2020;14388.0
40;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2021 1e kwartaal;14437.0
41;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2021 2e kwartaal;14446.0
42;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2021 3e kwartaal;14465.0
43;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2021 4e kwartaal;14529.0
44;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2021;14469.0
45;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2022 1e kwartaal;14549.0
46;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2022 2e kwartaal;14603.0
47;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2022 3e kwartaal;14645.0
48;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2022 4e kwartaal;14721.0
49;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2022;14629.0
50;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2023 1e kwartaal;14751.0
51;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2023 2e kwartaal;14766.0
52;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2023 3e kwartaal;14792.0
53;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2023 4e kwartaal;14859.0
54;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2023;14792.0
55;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2024 1e kwartaal;14879.0
56;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2024 2e kwartaal;14890.0
57;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2024 3e kwartaal;14908.0
58;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2024 4e kwartaal;14961.0
59;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;Totaal;2024;14909.0
60;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2013 1e kwartaal;4488.0
61;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2013 2e kwartaal;4441.0
62;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2013 3e kwartaal;4317.0
63;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2013 4e kwartaal;4213.0
64;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2013;4365.0
65;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2014 1e kwartaal;4191.0
66;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2014 2e kwartaal;4160.0
67;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2014 3e kwartaal;4034.0
68;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2014 4e kwartaal;4030.0
69;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2014;4104.0
70;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2015 1e kwartaal;4059.0
71;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2015 2e kwartaal;4105.0
72;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2015 3e kwartaal;4021.0
73;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2015 4e kwartaal;4057.0
74;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2015;4061.0
75;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2016 1e kwartaal;4096.0
76;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2016 2e kwartaal;4108.0
77;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2016 3e kwartaal;4055.0
78;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2016 4e kwartaal;4044.0
79;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2016;4076.0
80;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2017 1e kwartaal;4008.0
81;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2017 2e kwartaal;4024.0
82;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2017 3e kwartaal;3933.0
83;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2017 4e kwartaal;3987.0
84;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2017;3988.0
85;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2018 1e kwartaal;4073.0
86;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2018 2e kwartaal;4119.0
87;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2018 3e kwartaal;4061.0
88;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2018 4e kwartaal;4057.0
89;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2018;4077.0
90;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2019 1e kwartaal;4073.0
91;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2019 2e kwartaal;4072.0
92;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2019 3e kwartaal;4000.0
93;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2019 4e kwartaal;3994.0
94;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2019;4035.0
95;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2020 1e kwartaal;4009.0
96;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2020 2e kwartaal;4030.0
97;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2020 3e kwartaal;3962.0
98;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2020 4e kwartaal;3988.0
99;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2020;3997.0
100;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2021 1e kwartaal;3976.0
101;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2021 2e kwartaal;4055.0
102;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2021 3e kwartaal;4038.0
103;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2021 4e kwartaal;4033.0
104;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2021;4025.0
105;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2022 1e kwartaal;4075.0
106;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2022 2e kwartaal;4071.0
107;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2022 3e kwartaal;3987.0
108;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2022 4e kwartaal;4039.0
109;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2022;4043.0
110;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2023 1e kwartaal;4093.0
111;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2023 2e kwartaal;4124.0
112;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2023 3e kwartaal;4038.0
113;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2023 4e kwartaal;4046.0
114;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2023;4075.0
115;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2024 1e kwartaal;4048.0
116;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2024 2e kwartaal;4039.0
117;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2024 3e kwartaal;3919.0
118;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2024 4e kwartaal;3934.0
119;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;00 Algemeen;2024;3985.0
120;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2013 1e kwartaal;579.0
121;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2013 2e kwartaal;593.0
122;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2013 3e kwartaal;584.0
123;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2013 4e kwartaal;590.0
124;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2013;587.0
125;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2014 1e kwartaal;590.0
126;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2014 2e kwartaal;587.0
127;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2014 3e kwartaal;591.0
128;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2014 4e kwartaal;586.0
129;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2014;589.0
130;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2015 1e kwartaal;583.0
131;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2015 2e kwartaal;584.0
132;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2015 3e kwartaal;598.0
133;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2015 4e kwartaal;604.0
134;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2015;592.0
135;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2016 1e kwartaal;611.0
136;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2016 2e kwartaal;633.0
137;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2016 3e kwartaal;639.0
138;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2016 4e kwartaal;641.0
139;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2016;631.0
140;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2017 1e kwartaal;636.0
141;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2017 2e kwartaal;637.0
142;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2017 3e kwartaal;628.0
143;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2017 4e kwartaal;630.0
144;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2017;633.0
145;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2018 1e kwartaal;647.0
146;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2018 2e kwartaal;642.0
147;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2018 3e kwartaal;640.0
148;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2018 4e kwartaal;636.0
149;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2018;641.0
150;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2019 1e kwartaal;631.0
151;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2019 2e kwartaal;630.0
152;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2019 3e kwartaal;638.0
153;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2019 4e kwartaal;648.0
154;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2019;637.0
155;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2020 1e kwartaal;649.0
156;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2020 2e kwartaal;650.0
157;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2020 3e kwartaal;648.0
158;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2020 4e kwartaal;646.0
159;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2020;648.0
160;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2021 1e kwartaal;691.0
161;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2021 2e kwartaal;698.0
162;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2021 3e kwartaal;700.0
163;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2021 4e kwartaal;706.0
164;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2021;699.0
165;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2022 1e kwartaal;679.0
166;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2022 2e kwartaal;653.0
167;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2022 3e kwartaal;661.0
168;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2022 4e kwartaal;649.0
169;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2022;661.0
170;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2023 1e kwartaal;651.0
171;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2023 2e kwartaal;661.0
172;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2023 3e kwartaal;689.0
173;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2023 4e kwartaal;677.0
174;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2023;669.0
175;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2024 1e kwartaal;689.0
176;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2024 2e kwartaal;693.0
177;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2024 3e kwartaal;683.0
178;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2024 4e kwartaal;711.0
179;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;01 Onderwijs;2024;694.0
180;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2013 1e kwartaal;483.0
181;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2013 2e kwartaal;488.0
182;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2013 3e kwartaal;490.0
183;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2013 4e kwartaal;493.0
184;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2013;488.0
185;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2014 1e kwartaal;496.0
186;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2014 2e kwartaal;500.0
187;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2014 3e kwartaal;515.0
188;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2014 4e kwartaal;522.0
189;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2014;508.0
190;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2015 1e kwartaal;537.0
191;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2015 2e kwartaal;538.0
192;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2015 3e kwartaal;551.0
193;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2015 4e kwartaal;537.0
194;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2015;541.0
195;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2016 1e kwartaal;553.0
196;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2016 2e kwartaal;540.0
197;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2016 3e kwartaal;534.0
198;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2016 4e kwartaal;548.0
199;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2016;544.0
200;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2017 1e kwartaal;525.0
201;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2017 2e kwartaal;539.0
202;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2017 3e kwartaal;532.0
203;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2017 4e kwartaal;536.0
204;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2017;533.0
205;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2018 1e kwartaal;537.0
206;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2018 2e kwartaal;550.0
207;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2018 3e kwartaal;553.0
208;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2018 4e kwartaal;547.0
209;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2018;547.0
210;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2019 1e kwartaal;542.0
211;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2019 2e kwartaal;540.0
212;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2019 3e kwartaal;568.0
213;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2019 4e kwartaal;577.0
214;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2019;557.0
215;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2020 1e kwartaal;577.0
216;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2020 2e kwartaal;575.0
217;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2020 3e kwartaal;586.0
218;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2020 4e kwartaal;588.0
219;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2020;582.0
220;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2021 1e kwartaal;528.0
221;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2021 2e kwartaal;564.0
222;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2021 3e kwartaal;599.0
223;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2021 4e kwartaal;593.0
224;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2021;571.0
225;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2022 1e kwartaal;596.0
226;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2022 2e kwartaal;621.0
227;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2022 3e kwartaal;622.0
228;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2022 4e kwartaal;623.0
229;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2022;615.0
230;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2023 1e kwartaal;640.0
231;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2023 2e kwartaal;614.0
232;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2023 3e kwartaal;625.0
233;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2023 4e kwartaal;605.0
234;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2023;621.0
235;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2024 1e kwartaal;598.0
236;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2024 2e kwartaal;612.0
237;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2024 3e kwartaal;607.0
238;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2024 4e kwartaal;609.0
239;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;2024;607.0
240;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;2013 1e kwartaal;383.0
241;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;2013 2e kwartaal;383.0
242;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;2013 3e kwartaal;399.0
243;Totaal mannen en vrouwen;15 tot 90 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;2013 4e kwartaal;404.0
