ID;Geslacht;Leeftijd;Generatie;Migratieachtergrond;Perioden;BevolkingOp1Januari_1
51;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2026;4588943.0
52;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2027;4655506.0
53;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2028;4720276.0
54;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2029;4783672.0
55;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2030;4845779.0
56;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2031;4906780.0
57;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2032;4966717.0
58;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2033;5025662.0
59;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2034;5083657.0
60;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2035;5140746.0
61;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2036;5196931.0
62;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2037;5252213.0
63;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2038;5306623.0
64;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2039;5360204.0
65;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2040;5413067.0
66;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2041;5465221.0
67;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2042;5516669.0
68;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2043;5567412.0
69;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2044;5617495.0
70;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2045;5666928.0
71;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2046;5715720.0
72;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2047;5763970.0
73;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2048;5811729.0
74;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2049;5858976.0
75;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2050;5905661.0
76;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2051;5951822.0
77;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2052;5997434.0
78;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2053;6042516.0
79;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2054;6087045.0
80;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2055;6131070.0
81;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2056;6174593.0
82;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2057;6217622.0
83;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2058;6260169.0
84;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2059;6302281.0
85;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Met migratieachtergrond;2060;6343916.0
86;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2018;13209109.0
87;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2019;13197210.0
88;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2020;13184160.0
89;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2021;13170665.0
90;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2022;13158223.0
91;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2023;13146865.0
92;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2024;13137155.0
93;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2025;13128519.0
94;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2026;13120717.0
95;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2027;13113302.0
96;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2028;13105734.0
97;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2029;13097813.0
98;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2030;13088898.0
99;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2031;13078669.0
100;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2032;13066567.0
101;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2033;13052118.0
102;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2034;13035235.0
103;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2035;13016123.0
104;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2036;12994452.0
105;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2037;12970026.0
106;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2038;12942770.0
107;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2039;12912778.0
108;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2040;12880252.0
109;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2041;12845267.0
110;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2042;12808007.0
111;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2043;12768817.0
112;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2044;12728016.0
113;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2045;12685936.0
114;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2046;12642628.0
115;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2047;12598597.0
116;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2048;12554104.0
117;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2049;12509372.0
118;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2050;12464689.0
119;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2051;12420411.0
120;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2052;12376880.0
121;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2053;12334492.0
122;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2054;12293499.0
123;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2055;12254338.0
124;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2056;12217296.0
125;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2057;12182612.0
126;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2058;12150401.0
127;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2059;12120899.0
128;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Nederlandse achtergrond;2060;12094115.0
129;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2018;1730427.0
130;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2019;1767599.0
131;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2020;1801256.0
132;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2021;1832397.0
133;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2022;1861402.0
134;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2023;1889162.0
135;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2024;1915378.0
136;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2025;1940111.0
137;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2026;1964044.0
138;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2027;1986688.0
139;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2028;2008181.0
140;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2029;2029004.0
141;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2030;2049209.0
142;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2031;2068901.0
143;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2032;2088128.0
144;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2033;2106914.0
145;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2034;2125299.0
146;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2035;2143357.0
147;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2036;2161109.0
148;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2037;2178596.0
149;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2038;2195842.0
150;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2039;2212866.0
151;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2040;2229723.0
152;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2041;2246419.0
153;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2042;2262987.0
154;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2043;2279457.0
155;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2044;2295856.0
156;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2045;2312194.0
157;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2046;2328498.0
158;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2047;2344778.0
159;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2048;2361069.0
160;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2049;2377368.0
161;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2050;2393683.0
162;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2051;2410012.0
163;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2052;2426351.0
164;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2053;2442692.0
165;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2054;2459024.0
166;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2055;2475346.0
167;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2056;2491678.0
168;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2057;2508022.0
169;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2058;2524380.0
170;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2059;2540753.0
171;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Westerse migratieachtergrond;2060;2557152.0
172;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2018;2242906.0
173;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2019;2297381.0
174;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2020;2348404.0
175;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2021;2397036.0
176;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2022;2444353.0
177;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2023;2490410.0
178;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2024;2535732.0
179;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2025;2580536.0
180;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2026;2624899.0
181;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2027;2668818.0
182;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2028;2712095.0
183;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2029;2754668.0
184;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2030;2796570.0
185;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2031;2837879.0
186;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2032;2878589.0
187;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2033;2918748.0
188;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2034;2958358.0
189;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2035;2997389.0
190;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2036;3035822.0
191;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2037;3073617.0
192;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2038;3110781.0
193;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2039;3147338.0
194;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2040;3183344.0
195;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2041;3218802.0
196;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2042;3253682.0
197;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2043;3287955.0
198;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2044;3321639.0
199;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2045;3354734.0
200;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2046;3387222.0
201;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2047;3419192.0
202;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2048;3450660.0
203;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2049;3481608.0
204;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2050;3511978.0
205;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2051;3541810.0
206;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2052;3571083.0
207;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2053;3599824.0
208;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2054;3628021.0
209;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2055;3655724.0
210;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2056;3682915.0
211;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2057;3709600.0
212;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2058;3735789.0
213;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2059;3761528.0
214;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Niet-westerse migratieachtergrond;2060;3786764.0
215;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2018;276471.0
216;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2019;285603.0
217;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2020;294682.0
218;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2021;303803.0
219;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2022;313033.0
220;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2023;322365.0
221;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2024;331519.0
222;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2025;340502.0
223;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2026;349323.0
224;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2027;358049.0
225;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2028;366702.0
226;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2029;375369.0
227;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2030;384044.0
228;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2031;392735.0
229;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2032;401441.0
230;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2033;410159.0
231;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2034;418873.0
232;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2035;427532.0
233;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2036;436091.0
234;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2037;444552.0
235;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2038;452907.0
236;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2039;461152.0
237;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2040;469328.0
238;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2041;477443.0
239;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2042;485498.0
240;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2043;493478.0
241;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2044;501357.0
242;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2045;509168.0
243;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2046;516921.0
244;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2047;524632.0
245;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2048;532313.0
246;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2049;539925.0
247;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2050;547468.0
248;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2051;554953.0
249;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2052;562380.0
250;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2053;569764.0
251;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2054;577102.0
252;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2055;584404.0
253;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2056;591671.0
254;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2057;598904.0
255;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2058;606097.0
256;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2059;613254.0
257;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Afrika;2060;620361.0
258;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Latijns-Amerika;2018;115498.0
259;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Latijns-Amerika;2019;120887.0
260;Totaal mannen en vrouwen;Totaal over alle leeftijden;Totaal;Latijns-Amerika;2020;126110.0
