ID;Geslacht;Leeftijdsklassen;VTVDiagnosen;Huishoudinkomensdecielen;Perioden;PersonenMet1OfMeerZiekenhuisopnamen_1;Steekproefaantallen_2
21;Mannen en vrouwen;Totaal alle leeftijden;Totaal alle diagnosen;10e deciel (hoogste);2004;1063.0;482547
22;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;Totaal huishoudinkomensdecielen;1997;14.4;4235851
23;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;Totaal huishoudinkomensdecielen;2004;14.3;4302501
24;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;1e deciel (laagste);1997;18.6;331527
25;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;1e deciel (laagste);2004;15.9;356204
26;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;2e deciel;1997;21.8;352603
27;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;2e deciel;2004;18.5;364422
28;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;3e deciel;1997;14.8;405890
29;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;3e deciel;2004;18.1;392503
30;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;4e deciel;1997;15.1;421437
31;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;4e deciel;2004;15.1;410332
32;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;5e deciel;1997;13.7;432037
33;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;5e deciel;2004;14.0;428652
34;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;6e deciel;1997;13.4;442662
35;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;6e deciel;2004;13.2;443799
36;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;7e deciel;1997;11.6;452235
37;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;7e deciel;2004;13.0;459383
38;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;8e deciel;1997;11.8;458850
39;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;8e deciel;2004;11.3;474677
40;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;9e deciel;1997;11.5;468243
41;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;9e deciel;2004;11.5;489982
42;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;10e deciel (hoogste);1997;11.3;470367
43;Mannen en vrouwen;Totaal alle leeftijden;1 Infectieuze en parasitaire ziekten;10e deciel (hoogste);2004;12.1;482547
44;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;Totaal huishoudinkomensdecielen;1997;2.5;4235851
45;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;Totaal huishoudinkomensdecielen;2004;2.8;4302501
46;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;1e deciel (laagste);1997;3.6;331527
47;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;1e deciel (laagste);2004;3.6;356204
48;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;2e deciel;1997;3.5;352603
49;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;2e deciel;2004;3.3;364422
50;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;3e deciel;1997;3.0;405890
51;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;3e deciel;2004;3.3;392503
52;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;4e deciel;1997;3.0;421437
53;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;4e deciel;2004;3.1;410332
54;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;5e deciel;1997;2.5;432037
55;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;5e deciel;2004;2.9;428652
56;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;6e deciel;1997;2.4;442662
57;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;6e deciel;2004;3.4;443799
58;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;7e deciel;1997;1.9;452235
59;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;7e deciel;2004;2.5;459383
60;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;8e deciel;1997;2.0;458850
61;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;8e deciel;2004;1.7;474677
62;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;9e deciel;1997;1.9;468243
63;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;9e deciel;2004;2.0;489982
64;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;10e deciel (hoogste);1997;1.5;470367
65;Mannen en vrouwen;Totaal alle leeftijden;1.1  Infectieziekten van maagdarmkanaal;10e deciel (hoogste);2004;2.0;482547
66;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;Totaal huishoudinkomensdecielen;1997;0.1;4235851
67;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;Totaal huishoudinkomensdecielen;2004;0.0;4302501
68;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;1e deciel (laagste);1997;0.2;331527
69;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;1e deciel (laagste);2004;0.0;356204
70;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;2e deciel;1997;0.2;352603
71;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;2e deciel;2004;0.1;364422
72;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;3e deciel;1997;0.1;405890
73;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;3e deciel;2004;0.0;392503
74;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;4e deciel;1997;0.1;421437
75;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;4e deciel;2004;0.0;410332
76;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;5e deciel;1997;0.0;432037
77;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;5e deciel;2004;0.0;428652
78;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;6e deciel;1997;0.2;442662
79;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;6e deciel;2004;0.0;443799
80;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;7e deciel;1997;0.1;452235
81;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;7e deciel;2004;0.0;459383
82;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;8e deciel;1997;0.1;458850
83;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;8e deciel;2004;0.0;474677
84;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;9e deciel;1997;0.0;468243
85;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;9e deciel;2004;0.0;489982
86;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;10e deciel (hoogste);1997;0.1;470367
87;Mannen en vrouwen;Totaal alle leeftijden;1.1.1  Importz. infecties maagdarmkanaal;10e deciel (hoogste);2004;0.1;482547
88;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;Totaal huishoudinkomensdecielen;1997;2.4;4235851
89;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;Totaal huishoudinkomensdecielen;2004;2.8;4302501
90;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;1e deciel (laagste);1997;3.4;331527
91;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;1e deciel (laagste);2004;3.6;356204
92;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;2e deciel;1997;3.3;352603
93;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;2e deciel;2004;3.3;364422
94;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;3e deciel;1997;3.0;405890
95;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;3e deciel;2004;3.2;392503
96;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;4e deciel;1997;2.9;421437
97;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;4e deciel;2004;3.0;410332
98;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;5e deciel;1997;2.5;432037
99;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;5e deciel;2004;2.9;428652
100;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;6e deciel;1997;2.3;442662
101;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;6e deciel;2004;3.4;443799
102;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;7e deciel;1997;1.8;452235
103;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;7e deciel;2004;2.5;459383
104;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;8e deciel;1997;2.0;458850
105;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;8e deciel;2004;1.7;474677
106;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;9e deciel;1997;1.9;468243
107;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;9e deciel;2004;2.0;489982
108;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;10e deciel (hoogste);1997;1.4;470367
109;Mannen en vrouwen;Totaal alle leeftijden;1.1.2  Overige infecties maagdarmkanaal;10e deciel (hoogste);2004;1.9;482547
110;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;Totaal huishoudinkomensdecielen;1997;0.4;4235851
111;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;Totaal huishoudinkomensdecielen;2004;0.2;4302501
112;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;1e deciel (laagste);1997;1.1;331527
113;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;1e deciel (laagste);2004;0.6;356204
114;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;2e deciel;1997;0.5;352603
115;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;2e deciel;2004;0.2;364422
116;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;3e deciel;1997;0.5;405890
117;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;3e deciel;2004;0.4;392503
118;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;4e deciel;1997;0.1;421437
119;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;4e deciel;2004;0.2;410332
120;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;5e deciel;1997;0.3;432037
121;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;5e deciel;2004;0.3;428652
122;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;6e deciel;1997;0.4;442662
123;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;6e deciel;2004;0.2;443799
124;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;7e deciel;1997;0.2;452235
125;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;7e deciel;2004;0.1;459383
126;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;8e deciel;1997;0.3;458850
127;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;8e deciel;2004;0.1;474677
128;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;9e deciel;1997;0.2;468243
129;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;9e deciel;2004;0.1;489982
130;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;10e deciel (hoogste);1997;0.2;470367
131;Mannen en vrouwen;Totaal alle leeftijden;1.2  Tuberculose;10e deciel (hoogste);2004;0.1;482547
132;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;Totaal huishoudinkomensdecielen;1997;0.2;4235851
133;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;Totaal huishoudinkomensdecielen;2004;0.1;4302501
134;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;1e deciel (laagste);1997;0.5;331527
135;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;1e deciel (laagste);2004;0.3;356204
136;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;2e deciel;1997;0.2;352603
137;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;2e deciel;2004;0.1;364422
138;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;3e deciel;1997;0.2;405890
139;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;3e deciel;2004;0.0;392503
140;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;4e deciel;1997;0.1;421437
141;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;4e deciel;2004;0.1;410332
142;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;5e deciel;1997;0.1;432037
143;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;5e deciel;2004;0.1;428652
144;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;6e deciel;1997;0.2;442662
145;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;6e deciel;2004;0.0;443799
146;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;7e deciel;1997;0.1;452235
147;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;7e deciel;2004;0.2;459383
148;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;8e deciel;1997;0.1;458850
149;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;8e deciel;2004;0.2;474677
150;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;9e deciel;1997;0.2;468243
151;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;9e deciel;2004;0.1;489982
152;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;10e deciel (hoogste);1997;0.3;470367
153;Mannen en vrouwen;Totaal alle leeftijden;1.3  Importziekten;10e deciel (hoogste);2004;0.2;482547
154;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;Totaal huishoudinkomensdecielen;1997;0.2;4235851
155;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;Totaal huishoudinkomensdecielen;2004;0.2;4302501
156;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;1e deciel (laagste);1997;0.4;331527
157;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;1e deciel (laagste);2004;0.3;356204
158;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;2e deciel;1997;0.2;352603
159;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;2e deciel;2004;0.2;364422
160;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;3e deciel;1997;0.4;405890
161;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;3e deciel;2004;0.1;392503
162;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;4e deciel;1997;0.3;421437
163;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;4e deciel;2004;0.1;410332
164;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;5e deciel;1997;0.2;432037
165;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;5e deciel;2004;0.1;428652
166;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;6e deciel;1997;0.2;442662
167;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;6e deciel;2004;0.2;443799
168;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;7e deciel;1997;0.1;452235
169;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;7e deciel;2004;0.2;459383
170;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;8e deciel;1997;0.1;458850
171;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;8e deciel;2004;0.1;474677
172;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;9e deciel;1997;0.1;468243
173;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;9e deciel;2004;0.1;489982
174;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;10e deciel (hoogste);1997;0.1;470367
175;Mannen en vrouwen;Totaal alle leeftijden;1.4  RVP-ziekten;10e deciel (hoogste);2004;0.2;482547
176;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;Totaal huishoudinkomensdecielen;1997;0.0;4235851
177;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;Totaal huishoudinkomensdecielen;2004;0.0;4302501
178;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;1e deciel (laagste);1997;0.0;331527
179;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;1e deciel (laagste);2004;0.0;356204
180;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;2e deciel;1997;0.0;352603
181;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;2e deciel;2004;0.0;364422
182;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;3e deciel;1997;0.0;405890
183;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;3e deciel;2004;0.0;392503
184;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;4e deciel;1997;0.0;421437
185;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;4e deciel;2004;0.0;410332
186;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;5e deciel;1997;0.0;432037
187;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;5e deciel;2004;0.0;428652
188;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;6e deciel;1997;0.0;442662
189;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;6e deciel;2004;0.0;443799
190;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;7e deciel;1997;0.0;452235
191;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;7e deciel;2004;0.0;459383
192;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;8e deciel;1997;0.0;458850
193;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;8e deciel;2004;0.0;474677
194;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;9e deciel;1997;0.0;468243
195;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;9e deciel;2004;0.0;489982
196;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;10e deciel (hoogste);1997;0.0;470367
197;Mannen en vrouwen;Totaal alle leeftijden;1.4.1  Difterie;10e deciel (hoogste);2004;0.0;482547
198;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;Totaal huishoudinkomensdecielen;1997;0.2;4235851
199;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;Totaal huishoudinkomensdecielen;2004;0.2;4302501
200;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;1e deciel (laagste);1997;0.4;331527
201;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;1e deciel (laagste);2004;0.3;356204
202;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;2e deciel;1997;0.2;352603
203;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;2e deciel;2004;0.2;364422
204;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;3e deciel;1997;0.3;405890
205;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;3e deciel;2004;0.0;392503
206;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;4e deciel;1997;0.3;421437
207;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;4e deciel;2004;0.1;410332
208;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;5e deciel;1997;0.2;432037
209;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;5e deciel;2004;0.1;428652
210;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;6e deciel;1997;0.1;442662
211;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;6e deciel;2004;0.2;443799
212;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;7e deciel;1997;0.1;452235
213;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;7e deciel;2004;0.2;459383
214;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;8e deciel;1997;0.1;458850
215;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;8e deciel;2004;0.1;474677
216;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;9e deciel;1997;0.1;468243
217;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;9e deciel;2004;0.1;489982
218;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;10e deciel (hoogste);1997;0.1;470367
219;Mannen en vrouwen;Totaal alle leeftijden;1.4.2  Kinkhoest;10e deciel (hoogste);2004;0.2;482547
220;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;Totaal huishoudinkomensdecielen;1997;0.0;4235851
221;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;Totaal huishoudinkomensdecielen;2004;0.0;4302501
222;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;1e deciel (laagste);1997;0.0;331527
223;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;1e deciel (laagste);2004;0.0;356204
224;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;2e deciel;1997;0.0;352603
225;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;2e deciel;2004;0.0;364422
226;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;3e deciel;1997;0.0;405890
227;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;3e deciel;2004;0.0;392503
228;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;4e deciel;1997;0.0;421437
229;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;4e deciel;2004;0.0;410332
230;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;5e deciel;1997;0.0;432037
231;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;5e deciel;2004;0.0;428652
232;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;6e deciel;1997;0.1;442662
233;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;6e deciel;2004;0.0;443799
234;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;7e deciel;1997;0.0;452235
235;Mannen en vrouwen;Totaal alle leeftijden;1.4.3  Tetanus;7e deciel;2004;0.0;459383
