ID;RegioS;Inkomensbron;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2
69;Zuid-Holland (PV);Pensioen;338.5;22.0
70;Zeeland (PV);Totaal particulier huishouden;157.1;28.4
71;Zeeland (PV);Loon;82.7;31.9
72;Zeeland (PV);Winst;17.7;37.0
73;Zeeland (PV);Werkloosheid,bijstand,arbeidsongeschikt;11.2;17.2
74;Zeeland (PV);Pensioen;43.1;21.5
75;Noord-Brabant (PV);Totaal particulier huishouden;963.4;30.0
76;Noord-Brabant (PV);Loon;552.8;33.9
77;Noord-Brabant (PV);Winst;96.8;36.5
78;Noord-Brabant (PV);Werkloosheid,bijstand,arbeidsongeschikt;81.7;17.8
79;Noord-Brabant (PV);Pensioen;221.0;22.1
80;Limburg (PV);Totaal particulier huishouden;472.5;28.3
81;Limburg (PV);Loon;255.0;32.8
82;Limburg (PV);Winst;40.9;35.0
83;Limburg (PV);Werkloosheid,bijstand,arbeidsongeschikt;51.8;17.5
84;Limburg (PV);Pensioen;118.7;21.4
85;Oost-Groningen (CR);Totaal particulier huishouden;65.1;25.5
86;Oost-Groningen (CR);Loon;32.5;30.2
87;Oost-Groningen (CR);Winst;5.5;32.9
88;Oost-Groningen (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.6;17.4
89;Oost-Groningen (CR);Pensioen;18.4;18.8
90;Delfzijl en omgeving (CR);Totaal particulier huishouden;22.1;26.4
91;Delfzijl en omgeving (CR);Loon;11.4;30.6
92;Delfzijl en omgeving (CR);Winst;2.0;34.9
93;Delfzijl en omgeving (CR);Werkloosheid,bijstand,arbeidsongeschikt;2.4;16.3
94;Delfzijl en omgeving (CR);Pensioen;6.0;20.1
95;Overig Groningen (CR);Totaal particulier huishouden;152.6;26.6
96;Overig Groningen (CR);Loon;84.6;29.7
97;Overig Groningen (CR);Winst;15.0;34.4
98;Overig Groningen (CR);Werkloosheid,bijstand,arbeidsongeschikt;16.9;15.5
99;Overig Groningen (CR);Pensioen;33.5;20.9
100;Noord-Friesland (CR);Totaal particulier huishouden;134.5;26.7
101;Noord-Friesland (CR);Loon;71.5;29.8
102;Noord-Friesland (CR);Winst;15.5;35.3
103;Noord-Friesland (CR);Werkloosheid,bijstand,arbeidsongeschikt;13.2;16.4
104;Noord-Friesland (CR);Pensioen;32.4;20.5
105;Zuidwest-Friesland (CR);Totaal particulier huishouden;42.7;27.0
106;Zuidwest-Friesland (CR);Loon;21.5;30.3
107;Zuidwest-Friesland (CR);Winst;6.2;33.1
108;Zuidwest-Friesland (CR);Werkloosheid,bijstand,arbeidsongeschikt;3.6;17.1
109;Zuidwest-Friesland (CR);Pensioen;10.8;20.8
110;Zuidoost-Friesland (CR);Totaal particulier huishouden;84.0;27.4
111;Zuidoost-Friesland (CR);Loon;43.9;30.6
112;Zuidoost-Friesland (CR);Winst;9.8;35.1
113;Zuidoost-Friesland (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.9;17.6
114;Zuidoost-Friesland (CR);Pensioen;22.2;21.1
115;Noord-Drenthe (CR);Totaal particulier huishouden;74.5;29.2
116;Noord-Drenthe (CR);Loon;40.3;33.0
117;Noord-Drenthe (CR);Winst;7.7;34.8
118;Noord-Drenthe (CR);Werkloosheid,bijstand,arbeidsongeschikt;5.8;18.1
119;Noord-Drenthe (CR);Pensioen;19.5;22.9
120;Zuidoost-Drenthe (CR);Totaal particulier huishouden;69.6;26.8
121;Zuidoost-Drenthe (CR);Loon;36.5;31.1
122;Zuidoost-Drenthe (CR);Winst;6.8;30.5
123;Zuidoost-Drenthe (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.9;18.3
124;Zuidoost-Drenthe (CR);Pensioen;18.6;20.5
125;Zuidwest-Drenthe (CR);Totaal particulier huishouden;51.3;28.2
126;Zuidwest-Drenthe (CR);Loon;26.5;31.9
127;Zuidwest-Drenthe (CR);Winst;5.8;34.4
128;Zuidwest-Drenthe (CR);Werkloosheid,bijstand,arbeidsongeschikt;4.5;18.7
129;Zuidwest-Drenthe (CR);Pensioen;13.9;21.7
130;Noord-Overijssel (CR);Totaal particulier huishouden;131.2;28.6
131;Noord-Overijssel (CR);Loon;75.3;31.8
132;Noord-Overijssel (CR);Winst;14.2;35.4
133;Noord-Overijssel (CR);Werkloosheid,bijstand,arbeidsongeschikt;10.1;17.6
134;Noord-Overijssel (CR);Pensioen;30.2;21.3
135;Zuidwest-Overijssel (CR);Totaal particulier huishouden;58.9;28.0
136;Zuidwest-Overijssel (CR);Loon;34.2;31.4
137;Zuidwest-Overijssel (CR);Winst;5.3;34.1
138;Zuidwest-Overijssel (CR);Werkloosheid,bijstand,arbeidsongeschikt;5.0;17.8
139;Zuidwest-Overijssel (CR);Pensioen;13.6;21.4
140;Twente (CR);Totaal particulier huishouden;240.6;28.1
141;Twente (CR);Loon;133.9;31.8
142;Twente (CR);Winst;22.8;36.0
143;Twente (CR);Werkloosheid,bijstand,arbeidsongeschikt;22.6;17.6
144;Twente (CR);Pensioen;58.5;21.0
145;Veluwe (CR);Totaal particulier huishouden;244.2;30.6
146;Veluwe (CR);Loon;138.4;33.9
147;Veluwe (CR);Winst;25.2;39.3
148;Veluwe (CR);Werkloosheid,bijstand,arbeidsongeschikt;17.2;18.5
149;Veluwe (CR);Pensioen;60.2;23.3
150;Achterhoek (CR);Totaal particulier huishouden;152.6;28.9
151;Achterhoek (CR);Loon;83.2;32.5
152;Achterhoek (CR);Winst;17.4;34.9
153;Achterhoek (CR);Werkloosheid,bijstand,arbeidsongeschikt;11.6;18.5
154;Achterhoek (CR);Pensioen;38.6;21.6
155;Arnhem/Nijmegen (CR);Totaal particulier huishouden;292.6;28.4
156;Arnhem/Nijmegen (CR);Loon;167.2;32.0
157;Arnhem/Nijmegen (CR);Winst;25.6;35.6
158;Arnhem/Nijmegen (CR);Werkloosheid,bijstand,arbeidsongeschikt;29.6;16.8
159;Arnhem/Nijmegen (CR);Pensioen;66.2;22.2
160;Zuidwest-Gelderland (CR);Totaal particulier huishouden;86.8;31.4
161;Zuidwest-Gelderland (CR);Loon;50.6;35.1
162;Zuidwest-Gelderland (CR);Winst;11.4;39.0
163;Zuidwest-Gelderland (CR);Werkloosheid,bijstand,arbeidsongeschikt;5.3;18.8
164;Zuidwest-Gelderland (CR);Pensioen;18.5;20.6
165;Utrecht (CR);Totaal particulier huishouden;471.1;31.8
166;Utrecht (CR);Loon;281.7;35.1
167;Utrecht (CR);Winst;47.1;40.2
168;Utrecht (CR);Werkloosheid,bijstand,arbeidsongeschikt;36.9;17.5
169;Utrecht (CR);Pensioen;99.3;24.0
170;Kop van Noord-Holland (CR);Totaal particulier huishouden;145.7;29.3
171;Kop van Noord-Holland (CR);Loon;80.8;32.9
172;Kop van Noord-Holland (CR);Winst;18.8;35.7
173;Kop van Noord-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;12.0;18.2
174;Kop van Noord-Holland (CR);Pensioen;32.4;21.2
175;Alkmaar en omgeving (CR);Totaal particulier huishouden;92.3;30.3
176;Alkmaar en omgeving (CR);Loon;52.8;33.6
177;Alkmaar en omgeving (CR);Winst;9.6;37.1
178;Alkmaar en omgeving (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.8;18.4
179;Alkmaar en omgeving (CR);Pensioen;20.6;23.3
180;IJmond (CR);Totaal particulier huishouden;78.0;30.7
181;IJmond (CR);Loon;43.2;34.7
182;IJmond (CR);Winst;6.8;38.5
183;IJmond (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.1;18.6
184;IJmond (CR);Pensioen;20.9;23.8
185;Agglomeratie Haarlem (CR);Totaal particulier huishouden;97.7;31.0
186;Agglomeratie Haarlem (CR);Loon;53.1;34.7
187;Agglomeratie Haarlem (CR);Winst;9.8;39.9
188;Agglomeratie Haarlem (CR);Werkloosheid,bijstand,arbeidsongeschikt;8.8;17.5
189;Agglomeratie Haarlem (CR);Pensioen;24.3;24.0
190;Zaanstreek (CR);Totaal particulier huishouden;65.6;29.3
191;Zaanstreek (CR);Loon;37.8;33.3
192;Zaanstreek (CR);Winst;5.5;36.6
193;Zaanstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.4;18.2
194;Zaanstreek (CR);Pensioen;15.1;21.5
195;Groot-Amsterdam (CR);Totaal particulier huishouden;556.3;27.9
196;Groot-Amsterdam (CR);Loon;310.1;32.2
197;Groot-Amsterdam (CR);Winst;60.8;33.5
198;Groot-Amsterdam (CR);Werkloosheid,bijstand,arbeidsongeschikt;74.1;15.2
199;Groot-Amsterdam (CR);Pensioen;103.9;21.4
200;Het Gooi en Vechtstreek (CR);Totaal particulier huishouden;104.7;33.6
201;Het Gooi en Vechtstreek (CR);Loon;55.5;37.7
202;Het Gooi en Vechtstreek (CR);Winst;12.5;42.2
203;Het Gooi en Vechtstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.2;18.0
204;Het Gooi en Vechtstreek (CR);Pensioen;27.6;25.5
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal particulier huishouden;156.6;31.9
206;Agglomeratie Leiden en Bollenstreek (CR);Loon;93.8;35.2
207;Agglomeratie Leiden en Bollenstreek (CR);Winst;15.4;41.8
208;Agglomeratie Leiden en Bollenstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;10.6;17.2
209;Agglomeratie Leiden en Bollenstreek (CR);Pensioen;34.7;23.4
210;Agglomeratie 's-Gravenhage (CR);Totaal particulier huishouden;343.4;28.9
211;Agglomeratie 's-Gravenhage (CR);Loon;191.7;32.9
212;Agglomeratie 's-Gravenhage (CR);Winst;28.7;35.8
213;Agglomeratie 's-Gravenhage (CR);Werkloosheid,bijstand,arbeidsongeschikt;39.0;15.5
214;Agglomeratie 's-Gravenhage (CR);Pensioen;79.7;23.6
215;Delft en Westland (CR);Totaal particulier huishouden;83.7;30.6
216;Delft en Westland (CR);Loon;48.4;33.6
217;Delft en Westland (CR);Winst;9.6;41.6
218;Delft en Westland (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.0;16.7
219;Delft en Westland (CR);Pensioen;18.5;22.4
220;Oost-Zuid-Holland (CR);Totaal particulier huishouden;125.9;32.2
221;Oost-Zuid-Holland (CR);Loon;76.3;35.6
222;Oost-Zuid-Holland (CR);Winst;14.2;39.9
223;Oost-Zuid-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.1;18.1
224;Oost-Zuid-Holland (CR);Pensioen;27.0;22.6
225;Groot-Rijnmond (CR);Totaal particulier huishouden;592.0;27.7
226;Groot-Rijnmond (CR);Loon;327.8;32.2
227;Groot-Rijnmond (CR);Winst;46.5;36.2
228;Groot-Rijnmond (CR);Werkloosheid,bijstand,arbeidsongeschikt;71.1;15.5
229;Groot-Rijnmond (CR);Pensioen;139.5;20.9
230;Zuidoost-Zuid-Holland (CR);Totaal particulier huishouden;160.6;29.6
231;Zuidoost-Zuid-Holland (CR);Loon;93.2;33.6
232;Zuidoost-Zuid-Holland (CR);Winst;14.1;38.8
233;Zuidoost-Zuid-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;12.5;16.8
234;Zuidoost-Zuid-Holland (CR);Pensioen;39.1;21.3
235;Zeeuwsch-Vlaanderen (CR);Totaal particulier huishouden;46.0;28.6
236;Zeeuwsch-Vlaanderen (CR);Loon;23.7;33.2
237;Zeeuwsch-Vlaanderen (CR);Winst;5.2;36.8
238;Zeeuwsch-Vlaanderen (CR);Werkloosheid,bijstand,arbeidsongeschikt;3.3;16.9
239;Zeeuwsch-Vlaanderen (CR);Pensioen;13.2;20.6
240;Overig Zeeland (CR);Totaal particulier huishouden;111.1;28.4
241;Overig Zeeland (CR);Loon;59.0;31.4
242;Overig Zeeland (CR);Winst;12.5;37.1
243;Overig Zeeland (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.9;17.3
244;Overig Zeeland (CR);Pensioen;29.9;21.9
245;West-Noord-Brabant (CR);Totaal particulier huishouden;247.1;29.7
246;West-Noord-Brabant (CR);Loon;141.5;33.8
247;West-Noord-Brabant (CR);Winst;23.5;36.7
248;West-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;20.8;17.6
249;West-Noord-Brabant (CR);Pensioen;58.7;21.6
250;Midden-Noord-Brabant (CR);Totaal particulier huishouden;177.6;29.7
251;Midden-Noord-Brabant (CR);Loon;103.0;33.8
252;Midden-Noord-Brabant (CR);Winst;17.4;36.4
253;Midden-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;14.9;17.6
254;Midden-Noord-Brabant (CR);Pensioen;40.0;21.2
255;Noordoost-Noord-Brabant (CR);Totaal particulier huishouden;244.5;30.7
256;Noordoost-Noord-Brabant (CR);Loon;140.8;34.6
257;Noordoost-Noord-Brabant (CR);Winst;27.1;36.6
258;Noordoost-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;20.1;18.7
259;Noordoost-Noord-Brabant (CR);Pensioen;53.6;22.2
260;Zuidoost-Noord-Brabant (CR);Totaal particulier huishouden;294.2;29.8
261;Zuidoost-Noord-Brabant (CR);Loon;167.5;33.6
262;Zuidoost-Noord-Brabant (CR);Winst;28.8;36.4
263;Zuidoost-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;25.9;17.2
264;Zuidoost-Noord-Brabant (CR);Pensioen;68.8;22.9
265;Noord-Limburg (CR);Totaal particulier huishouden;109.6;29.3
266;Noord-Limburg (CR);Loon;63.0;33.1
267;Noord-Limburg (CR);Winst;11.0;35.9
268;Noord-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;9.4;18.2
269;Noord-Limburg (CR);Pensioen;25.0;21.2
270;Midden-Limburg (CR);Totaal particulier huishouden;94.4;29.4
271;Midden-Limburg (CR);Loon;52.5;33.7
272;Midden-Limburg (CR);Winst;9.2;35.5
273;Midden-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;8.8;18.5
274;Midden-Limburg (CR);Pensioen;22.8;21.4
275;Zuid-Limburg (CR);Totaal particulier huishouden;268.4;27.6
276;Zuid-Limburg (CR);Loon;139.6;32.4
277;Zuid-Limburg (CR);Winst;20.7;34.3
278;Zuid-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;33.6;17.0
279;Zuid-Limburg (CR);Pensioen;70.9;21.5
280;Flevoland (CR);Totaal particulier huishouden;135.2;29.4
281;Flevoland (CR);Loon;85.7;32.4
282;Flevoland (CR);Winst;14.5;34.8
283;Flevoland (CR);Werkloosheid,bijstand,arbeidsongeschikt;12.0;17.7
284;Flevoland (CR);Pensioen;21.7;21.3
285;Groningen (GA);Totaal particulier huishouden;85.6;25.7
286;Groningen (GA);Loon;48.0;28.6
287;Groningen (GA);Winst;6.8;34.3
288;Groningen (GA);Werkloosheid,bijstand,arbeidsongeschikt;11.4;14.7
289;Groningen (GA);Pensioen;17.8;21.6
290;Leeuwarden (GA);Totaal particulier huishouden;40.3;25.0
291;Leeuwarden (GA);Loon;21.8;27.7
292;Leeuwarden (GA);Winst;3.0;35.5
293;Leeuwarden (GA);Werkloosheid,bijstand,arbeidsongeschikt;5.2;14.7
294;Leeuwarden (GA);Pensioen;9.8;21.7
295;Zwolle (GA);Totaal particulier huishouden;46.3;28.1
296;Zwolle (GA);Loon;28.4;30.9
297;Zwolle (GA);Winst;3.1;39.0
298;Zwolle (GA);Werkloosheid,bijstand,arbeidsongeschikt;4.7;16.3
299;Zwolle (GA);Pensioen;9.6;22.6
300;Enschede (GA);Totaal particulier huishouden;62.9;25.2
301;Enschede (GA);Loon;34.0;28.8
302;Enschede (GA);Winst;4.6;33.1
303;Enschede (GA);Werkloosheid,bijstand,arbeidsongeschikt;8.6;16.2
304;Enschede (GA);Pensioen;14.9;20.0
305;Apeldoorn (GA);Totaal particulier huishouden;64.4;29.5
306;Apeldoorn (GA);Loon;37.0;33.1
307;Apeldoorn (GA);Winst;4.9;37.6
308;Apeldoorn (GA);Werkloosheid,bijstand,arbeidsongeschikt;5.4;17.8
309;Apeldoorn (GA);Pensioen;16.2;23.0
310;Arnhem (GA);Totaal particulier huishouden;64.6;25.7
311;Arnhem (GA);Loon;36.6;28.8
312;Arnhem (GA);Winst;5.0;32.5
313;Arnhem (GA);Werkloosheid,bijstand,arbeidsongeschikt;8.6;15.5
314;Arnhem (GA);Pensioen;13.3;22.1
315;Nijmegen (GA);Totaal particulier huishouden;68.4;26.0
316;Nijmegen (GA);Loon;38.2;29.3
317;Nijmegen (GA);Winst;5.4;34.6
318;Nijmegen (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.2;15.3
319;Nijmegen (GA);Pensioen;14.5;21.4
320;Amersfoort (GA);Totaal particulier huishouden;66.1;31.6
321;Amersfoort (GA);Loon;40.6;35.0
322;Amersfoort (GA);Winst;5.8;40.3
323;Amersfoort (GA);Werkloosheid,bijstand,arbeidsongeschikt;5.6;17.5
324;Amersfoort (GA);Pensioen;13.5;23.8
325;Utrecht (GA);Totaal particulier huishouden;172.2;29.4
326;Utrecht (GA);Loon;108.0;32.8
327;Utrecht (GA);Winst;14.3;36.8
328;Utrecht (GA);Werkloosheid,bijstand,arbeidsongeschikt;17.2;16.3
329;Utrecht (GA);Pensioen;30.8;22.1
330;Amsterdam (GA);Totaal particulier huishouden;490.3;26.8
331;Amsterdam (GA);Loon;268.9;31.1
332;Amsterdam (GA);Winst;51.2;31.9
333;Amsterdam (GA);Werkloosheid,bijstand,arbeidsongeschikt;72.3;15.1
334;Amsterdam (GA);Pensioen;91.2;21.0
335;Haarlem (GA);Totaal particulier huishouden;85.5;30.8
336;Haarlem (GA);Loon;46.8;34.5
337;Haarlem (GA);Winst;8.4;40.1
338;Haarlem (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.9;17.4
339;Haarlem (GA);Pensioen;21.0;23.9
340;Leiden (GA);Totaal particulier huishouden;104.2;31.3
341;Leiden (GA);Loon;63.0;34.5
342;Leiden (GA);Winst;9.4;41.2
343;Leiden (GA);Werkloosheid,bijstand,arbeidsongeschikt;8.1;16.8
344;Leiden (GA);Pensioen;22.4;23.7
345;'s-Gravenhage (GA);Totaal particulier huishouden;291.1;28.2
346;'s-Gravenhage (GA);Loon;157.6;32.1
347;'s-Gravenhage (GA);Winst;24.8;35.2
348;'s-Gravenhage (GA);Werkloosheid,bijstand,arbeidsongeschikt;35.5;15.2
349;'s-Gravenhage (GA);Pensioen;69.4;23.6
350;Rotterdam (GA);Totaal particulier huishouden;453.6;26.3
351;Rotterdam (GA);Loon;246.0;30.8
352;Rotterdam (GA);Winst;31.6;34.8
353;Rotterdam (GA);Werkloosheid,bijstand,arbeidsongeschikt;64.1;15.1
354;Rotterdam (GA);Pensioen;106.4;20.4
355;Dordrecht (GA);Totaal particulier huishouden;102.3;28.9
356;Dordrecht (GA);Loon;59.0;33.0
357;Dordrecht (GA);Winst;7.9;37.5
358;Dordrecht (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.1;16.1
359;Dordrecht (GA);Pensioen;25.3;21.5
360;Breda (GA);Totaal particulier huishouden;70.3;29.3
361;Breda (GA);Loon;40.3;33.0
362;Breda (GA);Winst;6.0;37.6
363;Breda (GA);Werkloosheid,bijstand,arbeidsongeschikt;6.5;16.4
364;Breda (GA);Pensioen;16.8;22.6
365;Tilburg (GA);Totaal particulier huishouden;90.5;28.1
366;Tilburg (GA);Loon;53.3;32.1
367;Tilburg (GA);Winst;7.0;34.7
368;Tilburg (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.5;16.4
369;Tilburg (GA);Pensioen;19.5;21.1
370;'s-Hertogenbosch (GA);Totaal particulier huishouden;67.0;29.9
371;'s-Hertogenbosch (GA);Loon;38.6;33.9
372;'s-Hertogenbosch (GA);Winst;6.3;36.1
373;'s-Hertogenbosch (GA);Werkloosheid,bijstand,arbeidsongeschikt;6.4;17.1
374;'s-Hertogenbosch (GA);Pensioen;14.8;22.9
375;Eindhoven (GA);Totaal particulier huishouden;133.3;28.6
376;Eindhoven (GA);Loon;74.8;32.3
377;Eindhoven (GA);Winst;10.4;34.3
378;Eindhoven (GA);Werkloosheid,bijstand,arbeidsongeschikt;13.3;16.4
379;Eindhoven (GA);Pensioen;33.2;23.7
380;Geleen/Sittard (GA);Totaal particulier huishouden;59.7;28.6
381;Geleen/Sittard (GA);Loon;32.1;33.3
382;Geleen/Sittard (GA);Winst;4.3;35.7
383;Geleen/Sittard (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.0;17.6
384;Geleen/Sittard (GA);Pensioen;15.5;22.2
385;Heerlen (GA);Totaal particulier huishouden;95.5;25.7
386;Heerlen (GA);Loon;48.5;30.6
387;Heerlen (GA);Winst;5.9;30.9
388;Heerlen (GA);Werkloosheid,bijstand,arbeidsongeschikt;14.1;16.1
389;Heerlen (GA);Pensioen;25.8;20.6
390;Maastricht (GA);Totaal particulier huishouden;52.0;26.6
391;Maastricht (GA);Loon;26.6;31.0
392;Maastricht (GA);Winst;3.9;33.5
393;Maastricht (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.1;16.5
394;Maastricht (GA);Pensioen;13.5;21.5
395;Groningen (SG);Totaal particulier huishouden;142.1;27.4
396;Groningen (SG);Loon;79.1;30.5
397;Groningen (SG);Winst;13.7;35.2
398;Groningen (SG);Werkloosheid,bijstand,arbeidsongeschikt;15.0;15.6
399;Groningen (SG);Pensioen;32.0;22.0
400;Leeuwarden (SG);Totaal particulier huishouden;66.6;26.5
401;Leeuwarden (SG);Loon;36.3;29.4
402;Leeuwarden (SG);Winst;6.1;36.4
403;Leeuwarden (SG);Werkloosheid,bijstand,arbeidsongeschikt;7.0;15.7
404;Leeuwarden (SG);Pensioen;16.1;21.4
405;Zwolle (SG);Totaal particulier huishouden;67.4;29.0
406;Zwolle (SG);Loon;40.2;31.8
407;Zwolle (SG);Winst;5.6;38.9
408;Zwolle (SG);Werkloosheid,bijstand,arbeidsongeschikt;5.7;17.4
409;Zwolle (SG);Pensioen;15.2;22.5
410;Enschede (SG);Totaal particulier huishouden;126.5;26.8
411;Enschede (SG);Loon;70.5;30.4
412;Enschede (SG);Winst;9.8;34.9
413;Enschede (SG);Werkloosheid,bijstand,arbeidsongeschikt;13.8;16.9
414;Enschede (SG);Pensioen;30.7;20.8
415;Apeldoorn (SG);Totaal particulier huishouden;86.2;29.7
416;Apeldoorn (SG);Loon;48.7;33.5
417;Apeldoorn (SG);Winst;7.3;37.1
418;Apeldoorn (SG);Werkloosheid,bijstand,arbeidsongeschikt;6.8;18.1
419;Apeldoorn (SG);Pensioen;22.5;23.1
420;Arnhem (SG);Totaal particulier huishouden;146.9;28.4
421;Arnhem (SG);Loon;83.2;31.9
422;Arnhem (SG);Winst;12.9;35.5
423;Arnhem (SG);Werkloosheid,bijstand,arbeidsongeschikt;14.3;17.0
424;Arnhem (SG);Pensioen;34.4;22.9
425;Nijmegen (SG);Totaal particulier huishouden;113.9;28.1
426;Nijmegen (SG);Loon;65.3;31.8
427;Nijmegen (SG);Winst;9.9;35.6
428;Nijmegen (SG);Werkloosheid,bijstand,arbeidsongeschikt;12.7;16.4
429;Nijmegen (SG);Pensioen;24.5;21.8
430;Amersfoort (SG);Totaal particulier huishouden;105.6;31.9
431;Amersfoort (SG);Loon;63.0;35.4
432;Amersfoort (SG);Winst;10.6;40.1
433;Amersfoort (SG);Werkloosheid,bijstand,arbeidsongeschikt;8.0;18.0
434;Amersfoort (SG);Pensioen;22.8;23.9
435;Utrecht (SG);Totaal particulier huishouden;236.2;30.7
436;Utrecht (SG);Loon;143.8;34.0
