ID;Werkloosheidsduur;Persoonskenmerken;Perioden;WerklozeBeroepsbevolking_1
65;Totaal werkloosheidsduur;Totaal personen;2016 1e kwartaal;604
66;Totaal werkloosheidsduur;Totaal personen;2016 2e kwartaal;557
67;Totaal werkloosheidsduur;Totaal personen;2016 3e kwartaal;505
68;Totaal werkloosheidsduur;Totaal personen;2016 4e kwartaal;487
69;Totaal werkloosheidsduur;Totaal personen;2016;538
70;Totaal werkloosheidsduur;Totaal personen;2017 1e kwartaal;500
71;Totaal werkloosheidsduur;Totaal personen;2017 2e kwartaal;451
72;Totaal werkloosheidsduur;Totaal personen;2017 3e kwartaal;408
73;Totaal werkloosheidsduur;Totaal personen;2017 4e kwartaal;391
74;Totaal werkloosheidsduur;Totaal personen;2017;438
75;Totaal werkloosheidsduur;Totaal personen;2018 1e kwartaal;396
76;Totaal werkloosheidsduur;Totaal personen;2018 2e kwartaal;354
77;Totaal werkloosheidsduur;Totaal personen;2018 3e kwartaal;329
78;Totaal werkloosheidsduur;Totaal personen;2018 4e kwartaal;323
79;Totaal werkloosheidsduur;Totaal personen;2018;350
80;Totaal werkloosheidsduur;Totaal personen;2019 1e kwartaal;343
81;Totaal werkloosheidsduur;Totaal personen;2019 2e kwartaal;305
82;Totaal werkloosheidsduur;Totaal personen;2019 3e kwartaal;301
83;Totaal werkloosheidsduur;Geslacht: Mannen;2003 1e kwartaal;186
84;Totaal werkloosheidsduur;Geslacht: Mannen;2003 2e kwartaal;191
85;Totaal werkloosheidsduur;Geslacht: Mannen;2003 3e kwartaal;196
86;Totaal werkloosheidsduur;Geslacht: Mannen;2003 4e kwartaal;209
87;Totaal werkloosheidsduur;Geslacht: Mannen;2003;196
88;Totaal werkloosheidsduur;Geslacht: Mannen;2004 1e kwartaal;245
89;Totaal werkloosheidsduur;Geslacht: Mannen;2004 2e kwartaal;239
90;Totaal werkloosheidsduur;Geslacht: Mannen;2004 3e kwartaal;221
91;Totaal werkloosheidsduur;Geslacht: Mannen;2004 4e kwartaal;227
92;Totaal werkloosheidsduur;Geslacht: Mannen;2004;233
93;Totaal werkloosheidsduur;Geslacht: Mannen;2005 1e kwartaal;258
94;Totaal werkloosheidsduur;Geslacht: Mannen;2005 2e kwartaal;240
95;Totaal werkloosheidsduur;Geslacht: Mannen;2005 3e kwartaal;218
96;Totaal werkloosheidsduur;Geslacht: Mannen;2005 4e kwartaal;215
97;Totaal werkloosheidsduur;Geslacht: Mannen;2005;233
98;Totaal werkloosheidsduur;Geslacht: Mannen;2006 1e kwartaal;223
99;Totaal werkloosheidsduur;Geslacht: Mannen;2006 2e kwartaal;192
100;Totaal werkloosheidsduur;Geslacht: Mannen;2006 3e kwartaal;170
101;Totaal werkloosheidsduur;Geslacht: Mannen;2006 4e kwartaal;166
102;Totaal werkloosheidsduur;Geslacht: Mannen;2006;188
103;Totaal werkloosheidsduur;Geslacht: Mannen;2007 1e kwartaal;175
104;Totaal werkloosheidsduur;Geslacht: Mannen;2007 2e kwartaal;154
105;Totaal werkloosheidsduur;Geslacht: Mannen;2007 3e kwartaal;143
106;Totaal werkloosheidsduur;Geslacht: Mannen;2007 4e kwartaal;145
107;Totaal werkloosheidsduur;Geslacht: Mannen;2007;154
108;Totaal werkloosheidsduur;Geslacht: Mannen;2008 1e kwartaal;158
109;Totaal werkloosheidsduur;Geslacht: Mannen;2008 2e kwartaal;143
110;Totaal werkloosheidsduur;Geslacht: Mannen;2008 3e kwartaal;128
111;Totaal werkloosheidsduur;Geslacht: Mannen;2008 4e kwartaal;137
112;Totaal werkloosheidsduur;Geslacht: Mannen;2008;141
113;Totaal werkloosheidsduur;Geslacht: Mannen;2009 1e kwartaal;173
114;Totaal werkloosheidsduur;Geslacht: Mannen;2009 2e kwartaal;178
115;Totaal werkloosheidsduur;Geslacht: Mannen;2009 3e kwartaal;186
116;Totaal werkloosheidsduur;Geslacht: Mannen;2009 4e kwartaal;200
117;Totaal werkloosheidsduur;Geslacht: Mannen;2009;184
118;Totaal werkloosheidsduur;Geslacht: Mannen;2010 1e kwartaal;234
119;Totaal werkloosheidsduur;Geslacht: Mannen;2010 2e kwartaal;213
120;Totaal werkloosheidsduur;Geslacht: Mannen;2010 3e kwartaal;204
121;Totaal werkloosheidsduur;Geslacht: Mannen;2010 4e kwartaal;201
122;Totaal werkloosheidsduur;Geslacht: Mannen;2010;213
123;Totaal werkloosheidsduur;Geslacht: Mannen;2011 1e kwartaal;224
124;Totaal werkloosheidsduur;Geslacht: Mannen;2011 2e kwartaal;209
125;Totaal werkloosheidsduur;Geslacht: Mannen;2011 3e kwartaal;205
126;Totaal werkloosheidsduur;Geslacht: Mannen;2011 4e kwartaal;225
127;Totaal werkloosheidsduur;Geslacht: Mannen;2011;216
128;Totaal werkloosheidsduur;Geslacht: Mannen;2012 1e kwartaal;256
129;Totaal werkloosheidsduur;Geslacht: Mannen;2012 2e kwartaal;251
130;Totaal werkloosheidsduur;Geslacht: Mannen;2012 3e kwartaal;254
131;Totaal werkloosheidsduur;Geslacht: Mannen;2012 4e kwartaal;280
132;Totaal werkloosheidsduur;Geslacht: Mannen;2012;260
133;Totaal werkloosheidsduur;Geslacht: Mannen;2013 1e kwartaal;336
134;Totaal werkloosheidsduur;Geslacht: Mannen;2013 2e kwartaal;341
135;Totaal werkloosheidsduur;Geslacht: Mannen;2013 3e kwartaal;348
136;Totaal werkloosheidsduur;Geslacht: Mannen;2013 4e kwartaal;357
137;Totaal werkloosheidsduur;Geslacht: Mannen;2013;346
138;Totaal werkloosheidsduur;Geslacht: Mannen;2014 1e kwartaal;379
139;Totaal werkloosheidsduur;Geslacht: Mannen;2014 2e kwartaal;347
140;Totaal werkloosheidsduur;Geslacht: Mannen;2014 3e kwartaal;321
141;Totaal werkloosheidsduur;Geslacht: Mannen;2014 4e kwartaal;324
142;Totaal werkloosheidsduur;Geslacht: Mannen;2014;343
143;Totaal werkloosheidsduur;Geslacht: Mannen;2015 1e kwartaal;340
144;Totaal werkloosheidsduur;Geslacht: Mannen;2015 2e kwartaal;315
145;Totaal werkloosheidsduur;Geslacht: Mannen;2015 3e kwartaal;299
146;Totaal werkloosheidsduur;Geslacht: Mannen;2015 4e kwartaal;297
147;Totaal werkloosheidsduur;Geslacht: Mannen;2015;313
148;Totaal werkloosheidsduur;Geslacht: Mannen;2016 1e kwartaal;304
149;Totaal werkloosheidsduur;Geslacht: Mannen;2016 2e kwartaal;280
150;Totaal werkloosheidsduur;Geslacht: Mannen;2016 3e kwartaal;251
151;Totaal werkloosheidsduur;Geslacht: Mannen;2016 4e kwartaal;235
152;Totaal werkloosheidsduur;Geslacht: Mannen;2016;268
153;Totaal werkloosheidsduur;Geslacht: Mannen;2017 1e kwartaal;246
154;Totaal werkloosheidsduur;Geslacht: Mannen;2017 2e kwartaal;221
155;Totaal werkloosheidsduur;Geslacht: Mannen;2017 3e kwartaal;203
156;Totaal werkloosheidsduur;Geslacht: Mannen;2017 4e kwartaal;196
157;Totaal werkloosheidsduur;Geslacht: Mannen;2017;216
158;Totaal werkloosheidsduur;Geslacht: Mannen;2018 1e kwartaal;202
159;Totaal werkloosheidsduur;Geslacht: Mannen;2018 2e kwartaal;184
160;Totaal werkloosheidsduur;Geslacht: Mannen;2018 3e kwartaal;174
161;Totaal werkloosheidsduur;Geslacht: Mannen;2018 4e kwartaal;168
162;Totaal werkloosheidsduur;Geslacht: Mannen;2018;182
163;Totaal werkloosheidsduur;Geslacht: Mannen;2019 1e kwartaal;178
164;Totaal werkloosheidsduur;Geslacht: Mannen;2019 2e kwartaal;163
165;Totaal werkloosheidsduur;Geslacht: Mannen;2019 3e kwartaal;162
166;Totaal werkloosheidsduur;Geslacht: Vrouwen;2003 1e kwartaal;203
167;Totaal werkloosheidsduur;Geslacht: Vrouwen;2003 2e kwartaal;194
168;Totaal werkloosheidsduur;Geslacht: Vrouwen;2003 3e kwartaal;193
169;Totaal werkloosheidsduur;Geslacht: Vrouwen;2003 4e kwartaal;209
170;Totaal werkloosheidsduur;Geslacht: Vrouwen;2003;200
171;Totaal werkloosheidsduur;Geslacht: Vrouwen;2004 1e kwartaal;235
172;Totaal werkloosheidsduur;Geslacht: Vrouwen;2004 2e kwartaal;235
173;Totaal werkloosheidsduur;Geslacht: Vrouwen;2004 3e kwartaal;223
174;Totaal werkloosheidsduur;Geslacht: Vrouwen;2004 4e kwartaal;239
175;Totaal werkloosheidsduur;Geslacht: Vrouwen;2004;233
176;Totaal werkloosheidsduur;Geslacht: Vrouwen;2005 1e kwartaal;269
177;Totaal werkloosheidsduur;Geslacht: Vrouwen;2005 2e kwartaal;257
178;Totaal werkloosheidsduur;Geslacht: Vrouwen;2005 3e kwartaal;246
179;Totaal werkloosheidsduur;Geslacht: Vrouwen;2005 4e kwartaal;252
180;Totaal werkloosheidsduur;Geslacht: Vrouwen;2005;256
181;Totaal werkloosheidsduur;Geslacht: Vrouwen;2006 1e kwartaal;260
182;Totaal werkloosheidsduur;Geslacht: Vrouwen;2006 2e kwartaal;233
183;Totaal werkloosheidsduur;Geslacht: Vrouwen;2006 3e kwartaal;212
184;Totaal werkloosheidsduur;Geslacht: Vrouwen;2006 4e kwartaal;219
185;Totaal werkloosheidsduur;Geslacht: Vrouwen;2006;231
186;Totaal werkloosheidsduur;Geslacht: Vrouwen;2007 1e kwartaal;233
187;Totaal werkloosheidsduur;Geslacht: Vrouwen;2007 2e kwartaal;198
188;Totaal werkloosheidsduur;Geslacht: Vrouwen;2007 3e kwartaal;186
189;Totaal werkloosheidsduur;Geslacht: Vrouwen;2007 4e kwartaal;185
190;Totaal werkloosheidsduur;Geslacht: Vrouwen;2007;201
191;Totaal werkloosheidsduur;Geslacht: Vrouwen;2008 1e kwartaal;193
192;Totaal werkloosheidsduur;Geslacht: Vrouwen;2008 2e kwartaal;177
193;Totaal werkloosheidsduur;Geslacht: Vrouwen;2008 3e kwartaal;164
194;Totaal werkloosheidsduur;Geslacht: Vrouwen;2008 4e kwartaal;171
195;Totaal werkloosheidsduur;Geslacht: Vrouwen;2008;176
196;Totaal werkloosheidsduur;Geslacht: Vrouwen;2009 1e kwartaal;191
197;Totaal werkloosheidsduur;Geslacht: Vrouwen;2009 2e kwartaal;190
198;Totaal werkloosheidsduur;Geslacht: Vrouwen;2009 3e kwartaal;192
199;Totaal werkloosheidsduur;Geslacht: Vrouwen;2009 4e kwartaal;214
200;Totaal werkloosheidsduur;Geslacht: Vrouwen;2009;197
201;Totaal werkloosheidsduur;Geslacht: Vrouwen;2010 1e kwartaal;237
202;Totaal werkloosheidsduur;Geslacht: Vrouwen;2010 2e kwartaal;221
203;Totaal werkloosheidsduur;Geslacht: Vrouwen;2010 3e kwartaal;211
204;Totaal werkloosheidsduur;Geslacht: Vrouwen;2010 4e kwartaal;221
205;Totaal werkloosheidsduur;Geslacht: Vrouwen;2010;222
206;Totaal werkloosheidsduur;Geslacht: Vrouwen;2011 1e kwartaal;227
207;Totaal werkloosheidsduur;Geslacht: Vrouwen;2011 2e kwartaal;203
208;Totaal werkloosheidsduur;Geslacht: Vrouwen;2011 3e kwartaal;208
209;Totaal werkloosheidsduur;Geslacht: Vrouwen;2011 4e kwartaal;235
210;Totaal werkloosheidsduur;Geslacht: Vrouwen;2011;218
211;Totaal werkloosheidsduur;Geslacht: Vrouwen;2012 1e kwartaal;256
212;Totaal werkloosheidsduur;Geslacht: Vrouwen;2012 2e kwartaal;249
213;Totaal werkloosheidsduur;Geslacht: Vrouwen;2012 3e kwartaal;249
214;Totaal werkloosheidsduur;Geslacht: Vrouwen;2012 4e kwartaal;267
215;Totaal werkloosheidsduur;Geslacht: Vrouwen;2012;255
216;Totaal werkloosheidsduur;Geslacht: Vrouwen;2013 1e kwartaal;295
217;Totaal werkloosheidsduur;Geslacht: Vrouwen;2013 2e kwartaal;292
218;Totaal werkloosheidsduur;Geslacht: Vrouwen;2013 3e kwartaal;303
219;Totaal werkloosheidsduur;Geslacht: Vrouwen;2013 4e kwartaal;315
220;Totaal werkloosheidsduur;Geslacht: Vrouwen;2013;301
221;Totaal werkloosheidsduur;Geslacht: Vrouwen;2014 1e kwartaal;342
222;Totaal werkloosheidsduur;Geslacht: Vrouwen;2014 2e kwartaal;321
223;Totaal werkloosheidsduur;Geslacht: Vrouwen;2014 3e kwartaal;299
224;Totaal werkloosheidsduur;Geslacht: Vrouwen;2014 4e kwartaal;306
225;Totaal werkloosheidsduur;Geslacht: Vrouwen;2014;317
226;Totaal werkloosheidsduur;Geslacht: Vrouwen;2015 1e kwartaal;323
227;Totaal werkloosheidsduur;Geslacht: Vrouwen;2015 2e kwartaal;300
228;Totaal werkloosheidsduur;Geslacht: Vrouwen;2015 3e kwartaal;287
229;Totaal werkloosheidsduur;Geslacht: Vrouwen;2015 4e kwartaal;294
230;Totaal werkloosheidsduur;Geslacht: Vrouwen;2015;301
231;Totaal werkloosheidsduur;Geslacht: Vrouwen;2016 1e kwartaal;300
232;Totaal werkloosheidsduur;Geslacht: Vrouwen;2016 2e kwartaal;277
233;Totaal werkloosheidsduur;Geslacht: Vrouwen;2016 3e kwartaal;254
234;Totaal werkloosheidsduur;Geslacht: Vrouwen;2016 4e kwartaal;253
235;Totaal werkloosheidsduur;Geslacht: Vrouwen;2016;271
236;Totaal werkloosheidsduur;Geslacht: Vrouwen;2017 1e kwartaal;254
237;Totaal werkloosheidsduur;Geslacht: Vrouwen;2017 2e kwartaal;230
238;Totaal werkloosheidsduur;Geslacht: Vrouwen;2017 3e kwartaal;205
239;Totaal werkloosheidsduur;Geslacht: Vrouwen;2017 4e kwartaal;195
240;Totaal werkloosheidsduur;Geslacht: Vrouwen;2017;221
241;Totaal werkloosheidsduur;Geslacht: Vrouwen;2018 1e kwartaal;195
242;Totaal werkloosheidsduur;Geslacht: Vrouwen;2018 2e kwartaal;170
243;Totaal werkloosheidsduur;Geslacht: Vrouwen;2018 3e kwartaal;155
244;Totaal werkloosheidsduur;Geslacht: Vrouwen;2018 4e kwartaal;155
245;Totaal werkloosheidsduur;Geslacht: Vrouwen;2018;169
246;Totaal werkloosheidsduur;Geslacht: Vrouwen;2019 1e kwartaal;165
247;Totaal werkloosheidsduur;Geslacht: Vrouwen;2019 2e kwartaal;142
248;Totaal werkloosheidsduur;Geslacht: Vrouwen;2019 3e kwartaal;139
249;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2003 1e kwartaal;129
250;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2003 2e kwartaal;129
251;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2003 3e kwartaal;132
252;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2003 4e kwartaal;134
253;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2003;131
254;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2004 1e kwartaal;151
255;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2004 2e kwartaal;150
256;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2004 3e kwartaal;145
257;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2004 4e kwartaal;149
258;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2004;149
259;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2005 1e kwartaal;164
260;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2005 2e kwartaal;157
261;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2005 3e kwartaal;150
262;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2005 4e kwartaal;147
263;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2005;154
264;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2006 1e kwartaal;150
265;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2006 2e kwartaal;127
266;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2006 3e kwartaal;123
267;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2006 4e kwartaal;124
268;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2006;131
269;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2007 1e kwartaal;136
270;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2007 2e kwartaal;126
271;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2007 3e kwartaal;128
272;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2007 4e kwartaal;120
273;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2007;128
274;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2008 1e kwartaal;127
275;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2008 2e kwartaal;121
276;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2008 3e kwartaal;114
277;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2008 4e kwartaal;116
278;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2008;119
279;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2009 1e kwartaal;137
280;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2009 2e kwartaal;139
281;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2009 3e kwartaal;144
282;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2009 4e kwartaal;151
283;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2009;143
284;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2010 1e kwartaal;165
285;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2010 2e kwartaal;153
286;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2010 3e kwartaal;146
287;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2010 4e kwartaal;143
288;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2010;152
289;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2011 1e kwartaal;142
290;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2011 2e kwartaal;126
291;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2011 3e kwartaal;135
292;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2011 4e kwartaal;144
293;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2011;137
294;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2012 1e kwartaal;168
295;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2012 2e kwartaal;158
296;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2012 3e kwartaal;162
297;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2012 4e kwartaal;167
298;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2012;164
299;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2013 1e kwartaal;185
300;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2013 2e kwartaal;179
301;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2013 3e kwartaal;190
302;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2013 4e kwartaal;189
303;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2013;186
304;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2014 1e kwartaal;196
305;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2014 2e kwartaal;176
306;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2014 3e kwartaal;168
307;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2014 4e kwartaal;161
308;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2014;175
309;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2015 1e kwartaal;164
310;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2015 2e kwartaal;155
311;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2015 3e kwartaal;158
312;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2015 4e kwartaal;154
313;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2015;158
314;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2016 1e kwartaal;165
315;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2016 2e kwartaal;154
316;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2016 3e kwartaal;148
317;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2016 4e kwartaal;142
318;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2016;152
319;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2017 1e kwartaal;144
320;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2017 2e kwartaal;128
321;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2017 3e kwartaal;123
322;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2017 4e kwartaal;111
323;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2017;126
324;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2018 1e kwartaal;111
325;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2018 2e kwartaal;100
326;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2018 3e kwartaal;107
327;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2018 4e kwartaal;96
328;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2018;104
329;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2019 1e kwartaal;102
330;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2019 2e kwartaal;93
331;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2019 3e kwartaal;102
332;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2003 1e kwartaal;166
333;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2003 2e kwartaal;163
334;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2003 3e kwartaal;163
335;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2003 4e kwartaal;177
336;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2003;167
337;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2004 1e kwartaal;208
338;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2004 2e kwartaal;200
339;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2004 3e kwartaal;181
340;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2004 4e kwartaal;191
341;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2004;195
342;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2005 1e kwartaal;226
343;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2005 2e kwartaal;206
344;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2005 3e kwartaal;185
