ID;Onderwijsvolgend;KenmerkenArbeid;Uitkering;IngeschrevenUWVWerkbedrijf;RegioS;Perioden;Jongeren15Tot27Jaar_1
47;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;West-Nederland (LD);2010;1161500
48;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;West-Nederland (LD);2011;1169600
49;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;West-Nederland (LD);2012;1175200
50;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;West-Nederland (LD);2013;1179700
51;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;West-Nederland (LD);2014;1188400
52;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;West-Nederland (LD);2015;1201400
53;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;West-Nederland (LD);2016;1215700
54;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;West-Nederland (LD);2017;1223900
55;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;West-Nederland (LD);2018;1230300
56;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2005;490400
57;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2006;491200
58;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2007;492300
59;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2008;495100
60;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2009;500400
61;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2010;505100
62;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2011;508900
63;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2012;511100
64;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2013;513300
65;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2014;514500
66;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2015;517700
67;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2016;523000
68;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2017;526200
69;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Nederland (LD);2018;527600
70;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2005;96400
71;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2006;97100
72;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2007;97600
73;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2008;98400
74;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2009;100200
75;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2010;101700
76;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2011;103600
77;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2012;104600
78;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2013;105400
79;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2014;106400
80;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2015;106600
81;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2016;107100
82;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2017;106600
83;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Groningen (PV);2018;106900
84;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2005;92300
85;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2006;91700
86;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2007;91300
87;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2008;91200
88;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2009;91500
89;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2010;91800
90;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2011;91600
91;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2012;91200
92;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2013;90900
93;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2014;91200
94;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2015;91500
95;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2016;92500
96;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2017;93000
97;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Friesland (PV);2018;93200
98;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2005;60500
99;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2006;60500
100;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2007;60600
101;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2008;60300
102;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2009;60600
103;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2010;61000
104;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2011;61000
105;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2012;60600
106;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2013;60300
107;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2014;60400
108;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2015;60900
109;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2016;62100
110;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2017;62700
111;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Drenthe (PV);2018;63400
112;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2005;167200
113;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2006;166800
114;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2007;166400
115;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2008;167000
116;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2009;167800
117;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2010;168800
118;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2011;168800
119;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2012;168100
120;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2013;167300
121;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2014;167200
122;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2015;169200
123;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2016;171600
124;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2017;173400
125;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overijssel (PV);2018;175600
126;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2005;58800
127;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2006;59700
128;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2007;60000
129;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2008;61000
130;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2009;62000
131;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2010;62100
132;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2011;62300
133;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2012;62500
134;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2013;62400
135;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2014;62400
136;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2015;62500
137;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2016;63400
138;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2017;63700
139;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Flevoland (PV);2018;64200
140;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2005;281300
141;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2006;282100
142;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2007;282800
143;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2008;284400
144;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2009;287500
145;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2010;290300
146;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2011;292300
147;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2012;294800
148;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2013;296000
149;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2014;298000
150;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2015;302100
151;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2016;307100
152;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2017;310100
153;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Gelderland (PV);2018;312900
154;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2005;184900
155;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2006;187900
156;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2007;190500
157;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2008;192100
158;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2009;193900
159;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2010;194800
160;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2011;195600
161;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2012;196700
162;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2013;197500
163;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2014;199700
164;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2015;201700
165;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2016;204000
166;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2017;206000
167;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Utrecht (PV);2018;207100
168;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2005;356400
169;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2006;361000
170;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2007;366400
171;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2008;373100
172;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2009;378900
173;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2010;385700
174;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2011;389700
175;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2012;393000
176;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2013;396700
177;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2014;400000
178;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2015;405900
179;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2016;411900
180;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2017;414600
181;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Holland (PV);2018;416800
182;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2005;513700
183;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2006;515800
184;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2007;516500
185;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2008;520000
186;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2009;526500
187;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2010;531700
188;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2011;535000
189;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2012;536300
190;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2013;536200
191;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2014;539500
192;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2015;543900
193;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2016;549600
194;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2017;553100
195;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zuid-Holland (PV);2018;556100
196;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2005;48900
197;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2006;49100
198;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2007;49200
199;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2008;49100
200;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2009;49100
201;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2010;49300
202;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2011;49300
203;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2012;49200
204;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2013;49300
205;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2014;49200
206;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2015;49900
207;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2016;50200
208;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2017;50200
209;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Zeeland (PV);2018;50300
210;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2005;339600
211;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2006;340700
212;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2007;342000
213;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2008;343900
214;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2009;347400
215;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2010;351200
216;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2011;353000
217;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2012;354900
218;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2013;357000
219;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2014;358900
220;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2015;362200
221;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2016;366700
222;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2017;370300
223;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Brabant (PV);2018;373200
224;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2005;150700
225;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2006;150500
226;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2007;150300
227;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2008;151200
228;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2009;152900
229;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2010;153900
230;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2011;155900
231;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2012;156200
232;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2013;156300
233;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2014;155600
234;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2015;155500
235;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2016;156300
236;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2017;155900
237;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Limburg (PV);2018;154400
238;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2005;17500
239;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2006;17500
240;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2007;17300
241;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2008;17000
242;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2009;17100
243;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2010;17200
244;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2011;17100
245;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2012;16900
246;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2013;16800
247;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2014;16800
248;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2015;17000
249;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2016;16900
250;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2017;16800
251;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Oost-Groningen (CR);2018;17000
252;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2005;6700
253;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2006;6600
254;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2007;6500
255;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2008;6200
256;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2009;6200
257;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2010;6200
258;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2011;6100
259;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2012;6100
260;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2013;6100
261;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2014;5900
262;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2015;5900
263;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2016;5900
264;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2017;5800
265;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Delfzijl en omgeving (CR);2018;5800
266;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2005;72200
267;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2006;73000
268;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2007;73800
269;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2008;75200
270;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2009;76900
271;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2010;78300
272;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2011;80400
273;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2012;81600
274;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2013;82600
275;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2014;83700
276;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2015;83700
277;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2016;84300
278;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2017;84000
279;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Overig Groningen (CR);2018;84200
280;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Friesland (CR);2005;49400
281;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Friesland (CR);2006;49000
282;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Friesland (CR);2007;48500
283;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Friesland (CR);2008;48500
284;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Friesland (CR);2009;48600
285;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Friesland (CR);2010;48900
286;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Friesland (CR);2011;48900
287;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Friesland (CR);2012;48700
288;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Friesland (CR);2013;48700
289;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Friesland (CR);2014;48700
290;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Friesland (CR);2015;48800
291;Totaal;Totaal;Totaal met of zonder uitkering;Totaal;Noord-Friesland (CR);2016;49000
