ID;TypeZelfstandige;Geslacht;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;Zelfstandigen_1;GemiddeldPersoonlijkInkomen_2;MediaanPersoonlijkInkomen_3;GemiddeldInkomenAlsZelfstandige_4;MediaanInkomenAlsZelfstandige_5;GemiddeldGestandaardiseerdInkomen_6;MediaanGestandaardiseerdInkomen_7;ZelfstandigenMetBedrijfsvermogen_8;MediaanVermogen_9;MediaanBedrijfsvermogen_10;Zelfstandigen_11;GemiddeldPersoonlijkInkomen_12;MediaanPersoonlijkInkomen_13;GemiddeldInkomenAlsZelfstandige_14;MediaanInkomenAlsZelfstandige_15;GemiddeldGestandaardiseerdInkomen_16;MediaanGestandaardiseerdInkomen_17;ZelfstandigenMetBedrijfsvermogen_18;MediaanVermogen_19;MediaanBedrijfsvermogen_20;Inkomensbronnen_21
29;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;B-F Nijverheid en energie;2016;190.7;39.8;35.9;39.1;35.8;33.2;30.5;174.7;90.9;17.4;219.2;39.8;35.5;34.9;31.9;33.2;30.5;197.3;93.9;16.4;220.6
30;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2007;232.6;34.4;27.2;33.6;26.3;30.0;25.4;180.3;234.4;38.9;286.7;33.4;26.6;27.6;20.0;29.2;24.8;215.5;222.8;32.4;281.2
31;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2008;234.6;34.4;27.3;33.7;26.5;28.6;25.5;210.9;226.7;35.3;291.8;33.8;27.0;27.5;20.0;28.1;25.0;253.6;214.4;29.2;286.0
32;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2009;234.0;31.8;25.3;31.0;24.6;26.7;24.5;217.8;194.8;31.0;290.7;31.5;25.5;25.3;18.4;26.4;24.2;262.6;183.7;25.7;284.3
33;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2010;247.3;33.2;25.6;32.2;24.9;27.5;24.7;217.3;185.1;33.8;314.4;32.8;25.9;25.7;18.0;27.1;24.2;265.1;170.2;27.0;308.0
34;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2011;257.1;33.0;25.9;32.0;25.0;31.6;27.8;228.5;173.9;30.8;325.0;33.1;26.5;25.6;18.2;30.9;27.3;275.2;160.5;25.2;318.5
35;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2012;256.2;31.7;24.6;30.5;23.7;30.9;27.1;228.6;151.3;30.5;326.7;32.2;25.7;24.2;16.8;30.5;26.9;276.1;140.3;25.0;320.1
36;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2013;253.3;31.8;24.2;30.3;23.2;30.2;26.8;227.3;122.6;29.2;320.0;32.4;25.5;24.4;16.9;30.0;26.7;274.4;112.8;24.1;314.9
37;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2014;254.4;33.9;26.2;32.4;25.0;35.0;28.6;228.3;118.6;28.4;321.5;34.2;26.9;26.2;18.2;34.4;28.3;274.9;108.2;23.6;315.3
38;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2015;257.0;35.7;27.6;34.3;26.3;33.4;29.5;232.5;121.2;28.6;326.3;35.7;28.1;27.6;19.1;32.9;29.2;280.9;109.6;23.6;319.3
39;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-I Handel, vervoer en horeca;2016;261.4;38.0;29.3;36.2;27.9;34.9;30.8;236.0;127.6;31.5;329.3;37.8;29.6;29.6;20.2;34.4;30.4;285.2;116.0;25.6;326.4
40;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2007;466.3;44.0;36.1;42.1;34.6;35.8;28.5;364.8;255.1;45.2;608.5;43.3;34.9;33.4;23.6;34.9;27.8;448.9;240.4;36.0;577.9
41;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2008;490.3;45.1;37.3;43.7;36.1;33.1;28.6;434.5;243.8;41.8;643.7;44.5;36.2;34.5;24.3;32.6;28.1;535.8;228.0;33.1;610.7
42;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2009;503.2;42.7;34.8;41.3;33.7;31.5;27.8;458.8;211.8;37.9;659.9;42.6;34.5;32.6;22.6;31.4;27.6;567.1;199.4;29.8;626.0
43;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2010;520.3;42.4;33.6;40.9;32.1;31.6;27.5;450.8;197.4;37.0;710.5;42.6;33.9;31.2;20.3;31.4;27.3;570.1;181.3;27.8;675.5
44;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2011;549.0;42.7;34.0;41.1;32.4;36.7;30.9;476.1;185.0;33.9;747.8;43.2;34.6;31.3;20.6;36.1;30.5;595.9;171.9;26.4;714.0
45;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2012;558.1;42.1;33.1;40.4;31.5;36.6;30.7;486.9;159.4;33.7;761.1;42.9;34.0;30.9;20.0;36.1;30.4;610.4;147.8;26.1;726.5
46;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2013;560.4;42.1;32.4;40.0;30.8;35.4;30.2;491.5;127.4;32.8;761.6;43.3;33.7;30.8;19.7;35.4;30.2;617.3;117.6;25.7;728.2
47;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2014;572.0;43.8;34.2;41.7;32.4;42.1;32.1;500.4;124.1;32.3;779.7;45.0;35.0;32.1;20.6;41.4;31.9;626.4;113.7;25.3;739.9
48;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2015;588.8;45.1;35.7;43.1;33.9;37.7;32.5;517.2;128.0;32.0;805.9;45.8;36.0;33.0;21.3;37.4;32.2;648.9;116.4;24.9;765.0
49;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;G-N Commerciële dienstverlening;2016;601.9;46.3;36.7;44.1;35.0;39.0;33.7;532.4;139.9;35.0;812.2;46.9;37.1;34.3;23.0;38.7;33.5;667.3;127.4;27.1;788.1
50;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;2007;144.7;51.9;42.4;49.8;40.1;39.9;31.8;113.5;241.5;36.2;205.3;49.9;40.3;36.9;24.6;37.9;30.3;146.4;224.6;27.0;185.0
51;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;2008;158.2;53.2;44.0;51.7;42.2;37.2;32.0;140.3;226.5;33.4;224.3;51.4;41.6;38.5;25.9;35.9;30.8;179.8;209.1;25.2;201.5
52;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;2009;166.5;49.7;40.5;48.4;39.8;35.5;31.0;151.7;195.3;29.6;234.8;48.8;39.6;36.2;23.5;34.7;30.2;195.0;182.1;22.2;213.0
53;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;2010;179.6;48.6;39.1;47.2;37.8;35.0;30.3;155.8;184.5;29.3;265.2;48.3;38.8;33.9;20.4;34.2;29.6;206.2;168.8;20.9;242.9
54;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;2011;192.8;49.0;39.5;47.4;38.1;39.4;33.5;165.6;172.0;27.0;284.0;49.1;39.5;34.0;20.6;38.3;32.7;216.4;159.8;20.0;262.7
55;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;2012;200.6;48.4;38.6;46.7;37.1;39.4;33.3;173.5;144.6;26.6;293.0;48.7;38.9;33.9;20.3;38.4;32.6;226.9;133.4;19.5;271.2
56;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;2013;205.2;48.0;37.3;45.8;35.7;38.2;32.7;178.2;111.3;25.9;300.0;48.9;38.3;33.4;19.7;37.7;32.3;233.7;102.4;19.2;277.2
57;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;2014;212.4;48.2;38.0;46.1;36.1;43.5;34.3;183.7;108.5;25.3;313.0;49.6;38.7;33.4;19.7;42.2;33.7;240.1;99.1;18.7;285.2
58;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;2015;224.2;49.4;39.1;47.5;37.1;39.9;34.5;194.0;112.7;24.8;329.9;50.4;39.5;34.3;20.3;39.2;34.1;253.7;103.0;18.4;303.0
59;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;M-N Zakelijke dienstverlening;2016;229.8;49.6;39.6;47.4;37.9;40.6;35.4;201.7;127.1;27.2;331.3;50.8;40.1;35.2;22.1;40.1;35.1;263.3;116.0;20.1;313.0
60;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;2007;91.5;44.1;18.1;44.2;16.1;37.6;27.1;46.4;207.6;26.5;171.1;38.5;22.5;25.4;4.5;33.0;25.2;59.8;180.1;21.0;66.6
61;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;2008;107.5;42.6;16.2;42.5;13.7;35.9;26.7;59.6;187.4;25.8;205.6;37.5;21.5;24.2;4.9;31.9;25.3;77.3;161.2;20.1;72.3
62;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;2009;110.9;43.1;16.8;43.0;14.4;36.0;27.0;63.9;164.4;24.7;216.8;38.0;22.3;24.0;5.2;32.0;25.7;84.2;142.7;18.6;76.8
63;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;2010;115.2;49.7;27.6;49.4;25.4;38.8;30.5;81.7;165.8;20.5;231.9;42.1;27.6;26.8;6.6;33.7;27.3;109.7;141.8;15.1;112.6
64;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;2011;129.8;48.2;27.0;47.6;24.7;41.3;32.8;89.6;152.5;18.7;242.2;43.2;28.8;27.7;7.4;36.9;30.3;117.3;134.6;14.4;128.2
65;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;2012;135.4;47.1;26.5;46.4;24.3;40.7;32.6;94.6;125.6;17.9;257.1;42.5;28.5;26.7;7.2;36.4;30.1;125.1;108.8;13.6;136.4
66;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;2013;145.6;44.3;24.3;43.4;22.1;39.0;31.4;99.2;88.4;17.3;277.8;40.6;27.1;25.1;7.1;35.4;29.7;131.9;73.2;13.4;142.3
67;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;2014;153.6;44.3;23.6;43.4;21.5;41.6;32.0;103.3;81.4;16.9;299.9;40.3;26.8;24.5;6.5;37.1;30.3;137.8;65.8;13.0;149.5
68;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;2015;159.1;42.5;24.2;41.4;22.0;39.1;32.6;106.5;84.3;15.9;306.3;39.7;26.7;23.7;6.5;36.0;30.9;143.4;69.0;12.2;161.5
69;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-Q Overheid en zorg;2016;152.4;44.5;27.2;43.2;25.1;40.2;34.1;108.5;96.4;17.4;278.6;41.7;28.9;25.9;7.9;37.3;32.5;143.7;78.1;12.9;169.6
70;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;2007;163.8;34.8;16.9;34.5;15.4;32.3;24.8;100.8;179.3;14.8;273.4;33.6;20.9;22.1;5.8;30.3;24.3;128.9;164.4;11.9;151.6
71;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;2008;184.3;34.7;16.5;34.2;14.7;31.6;25.1;125.4;163.9;14.3;315.1;33.5;20.8;21.6;6.0;29.8;24.7;161.4;148.9;11.4;163.2
72;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;2009;191.1;34.4;16.2;33.9;14.5;31.4;25.0;134.5;140.7;12.9;331.2;33.6;21.0;21.1;6.1;29.7;24.8;174.9;129.4;10.4;172.5
73;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;2010;204.0;37.7;20.1;36.9;18.6;32.7;26.3;156.0;135.8;12.4;362.2;36.0;23.7;22.6;7.2;30.7;25.7;207.3;123.5;9.7;223.4
74;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;2011;224.7;37.1;20.1;36.1;18.5;35.5;29.0;168.4;125.8;11.6;380.5;36.6;24.4;23.1;7.7;33.6;28.4;219.7;116.1;9.3;247.3
75;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;2012;234.0;36.6;20.0;35.5;18.5;35.2;28.8;176.7;101.7;11.1;399.2;36.3;24.4;22.6;7.7;33.4;28.4;231.0;93.8;9.1;259.3
76;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;2013;247.5;34.8;19.0;33.7;17.4;34.2;28.3;184.5;71.3;10.7;423.5;35.1;23.5;21.5;7.5;32.8;28.1;241.3;63.8;8.8;268.5
77;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;2014;259.6;35.1;19.0;34.0;17.3;36.6;29.1;191.6;67.1;10.5;452.9;35.2;23.4;21.3;7.1;34.6;28.9;250.7;58.4;8.7;279.5
78;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;2015;271.0;34.2;19.4;32.9;17.7;34.9;29.7;199.9;70.0;10.2;467.5;34.9;23.6;20.9;7.2;33.7;29.5;262.5;61.5;8.5;299.8
79;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;O-U Niet-commerciële dienstverlening;2016;266.2;35.1;20.6;33.7;18.9;35.7;30.9;205.9;78.7;11.0;439.4;35.9;24.8;22.2;8.3;34.7;30.7;267.7;68.5;8.8;314.2
80;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2007;72.3;23.2;16.1;22.2;15.0;25.6;22.9;54.3;143.3;8.8;102.3;25.4;19.2;16.5;9.0;25.7;23.0;69.1;136.7;7.5;84.9
81;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2008;76.8;23.6;16.6;22.6;15.5;25.7;23.4;65.8;131.1;8.3;109.5;25.9;19.9;16.7;9.2;25.8;23.6;84.2;123.9;7.1;90.9
82;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2009;80.2;22.3;15.8;21.3;14.7;25.0;23.0;70.6;109.3;7.3;114.4;25.2;19.2;15.7;8.8;25.4;23.4;90.7;103.3;6.3;95.7
83;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2010;88.9;22.0;15.3;20.7;13.9;24.9;22.7;74.3;99.1;7.1;130.2;25.0;18.7;15.1;8.1;25.3;23.1;97.5;90.9;6.0;110.8
84;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2011;94.9;21.9;15.4;20.5;14.0;27.6;25.2;78.8;90.7;6.7;138.3;25.2;19.0;15.0;8.2;28.0;25.6;102.4;84.6;5.8;119.1
85;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2012;98.5;22.0;15.3;20.5;13.9;27.7;25.1;82.1;72.4;6.5;142.1;25.2;18.9;15.1;8.3;28.0;25.6;105.9;68.2;5.7;122.9
86;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2013;101.9;21.3;14.9;19.8;13.5;27.3;25.0;85.3;50.4;6.2;145.7;24.7;18.5;14.8;8.2;27.8;25.6;109.4;48.1;5.5;126.2
87;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2014;106.0;21.8;15.3;20.3;13.7;29.4;25.9;88.3;49.4;6.1;153.0;25.2;18.9;15.0;8.2;29.7;26.5;112.9;46.0;5.5;130.0
88;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2015;111.9;22.4;15.7;20.8;14.0;29.1;26.6;93.3;52.5;6.2;161.1;25.7;19.2;15.4;8.3;29.5;27.1;119.2;49.2;5.5;138.3
89;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;R-U Cultuur, recreatie, overige diensten;2016;113.8;22.6;15.9;20.9;14.2;29.7;27.3;97.4;58.4;6.6;160.8;25.8;19.5;15.9;8.9;30.2;27.9;124.0;54.1;5.8;144.6
90;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2007;89.5;30.6;24.7;30.9;23.6;29.3;26.9;75.5;545.6;183.0;114.5;29.2;24.2;24.1;16.9;28.3;26.2;95.9;532.6;168.0;116.2
91;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2008;87.5;29.8;25.3;30.0;24.3;30.9;29.0;84.2;599.5;198.1;111.9;28.8;25.0;23.4;17.5;30.1;28.2;107.2;583.3;182.5;113.8
92;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2009;84.0;23.0;20.8;23.2;20.0;24.0;24.7;82.2;597.9;204.3;108.9;23.2;21.5;17.2;13.3;23.8;24.6;106.5;582.8;188.7;110.8
93;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2010;84.7;32.7;26.5;32.6;25.3;30.9;28.3;80.7;548.1;229.2;109.1;31.4;26.2;25.3;18.6;29.8;27.4;103.5;533.5;212.6;110.6
94;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2011;87.1;33.2;28.7;32.9;27.2;34.1;32.3;84.3;534.0;225.7;111.1;32.1;28.3;25.7;20.3;32.9;31.4;106.9;521.5;209.7;112.7
95;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2012;85.7;33.4;28.3;32.9;26.8;34.6;32.2;82.9;561.4;252.2;109.4;32.6;28.2;25.8;20.2;33.5;31.3;105.3;546.2;235.5;110.9
96;Zelfstandige;Totaal mannen en vrouwen;Totaal personen;A Landbouw, bosbouw en visserij;2013;85.0;35.2;30.3;34.4;28.9;35.8;33.5;82.4;586.4;290.1;108.2;34.4;30.0;27.4;22.1;34.7;32.6;104.4;567.0;268.1;109.7
