ID;VormenVanJeugdzorg;RegioS;Perioden;JongerenInJeugdzorg_1;ZorgduurJeugdzorg_2
113;Totaal alle vormen van jeugdzorg;Twente (CR);2012;3675.0;1617280.0
114;Totaal alle vormen van jeugdzorg;Twente (CR);2013;3495.0;1465380.0
115;Totaal alle vormen van jeugdzorg;Twente (CR);2014;3410.0;1409720.0
116;Totaal alle vormen van jeugdzorg;Veluwe (CR);2011;3865.0;1539020.0
117;Totaal alle vormen van jeugdzorg;Veluwe (CR);2012;3830.0;1530700.0
118;Totaal alle vormen van jeugdzorg;Veluwe (CR);2013;3900.0;1504340.0
119;Totaal alle vormen van jeugdzorg;Veluwe (CR);2014;3865.0;1472370.0
120;Totaal alle vormen van jeugdzorg;Achterhoek (CR);2011;2260.0;907760.0
121;Totaal alle vormen van jeugdzorg;Achterhoek (CR);2012;2225.0;881620.0
122;Totaal alle vormen van jeugdzorg;Achterhoek (CR);2013;2190.0;865720.0
123;Totaal alle vormen van jeugdzorg;Achterhoek (CR);2014;2095.0;812510.0
124;Totaal alle vormen van jeugdzorg;Arnhem/Nijmegen (CR);2011;4975.0;1779140.0
125;Totaal alle vormen van jeugdzorg;Arnhem/Nijmegen (CR);2012;4820.0;1746500.0
126;Totaal alle vormen van jeugdzorg;Arnhem/Nijmegen (CR);2013;4685.0;1668000.0
127;Totaal alle vormen van jeugdzorg;Arnhem/Nijmegen (CR);2014;4670.0;1619130.0
128;Totaal alle vormen van jeugdzorg;Zuidwest-Gelderland (CR);2011;1370.0;457080.0
129;Totaal alle vormen van jeugdzorg;Zuidwest-Gelderland (CR);2012;1380.0;486350.0
130;Totaal alle vormen van jeugdzorg;Zuidwest-Gelderland (CR);2013;1370.0;472630.0
131;Totaal alle vormen van jeugdzorg;Zuidwest-Gelderland (CR);2014;1320.0;448620.0
132;Totaal alle vormen van jeugdzorg;Utrecht (CR);2011;6680.0;2371450.0
133;Totaal alle vormen van jeugdzorg;Utrecht (CR);2012;6920.0;2472190.0
134;Totaal alle vormen van jeugdzorg;Utrecht (CR);2013;7135.0;2507240.0
135;Totaal alle vormen van jeugdzorg;Utrecht (CR);2014;6725.0;2338990.0
136;Totaal alle vormen van jeugdzorg;Kop van Noord-Holland (CR);2011;2200.0;747360.0
137;Totaal alle vormen van jeugdzorg;Kop van Noord-Holland (CR);2012;2430.0;826200.0
138;Totaal alle vormen van jeugdzorg;Kop van Noord-Holland (CR);2013;2575.0;952060.0
139;Totaal alle vormen van jeugdzorg;Kop van Noord-Holland (CR);2014;2640.0;923110.0
140;Totaal alle vormen van jeugdzorg;Alkmaar en omgeving (CR);2011;1290.0;447280.0
141;Totaal alle vormen van jeugdzorg;Alkmaar en omgeving (CR);2012;1340.0;471150.0
142;Totaal alle vormen van jeugdzorg;Alkmaar en omgeving (CR);2013;1510.0;551750.0
143;Totaal alle vormen van jeugdzorg;Alkmaar en omgeving (CR);2014;1455.0;527810.0
144;Totaal alle vormen van jeugdzorg;IJmond (CR);2011;975.0;353590.0
145;Totaal alle vormen van jeugdzorg;IJmond (CR);2012;1040.0;377180.0
146;Totaal alle vormen van jeugdzorg;IJmond (CR);2013;1070.0;385770.0
147;Totaal alle vormen van jeugdzorg;IJmond (CR);2014;1060.0;363830.0
148;Totaal alle vormen van jeugdzorg;Agglomeratie Haarlem (CR);2011;1005.0;372990.0
149;Totaal alle vormen van jeugdzorg;Agglomeratie Haarlem (CR);2012;1020.0;380590.0
150;Totaal alle vormen van jeugdzorg;Agglomeratie Haarlem (CR);2013;1025.0;368150.0
151;Totaal alle vormen van jeugdzorg;Agglomeratie Haarlem (CR);2014;1040.0;357550.0
152;Totaal alle vormen van jeugdzorg;Zaanstreek (CR);2011;1040.0;358010.0
153;Totaal alle vormen van jeugdzorg;Zaanstreek (CR);2012;1070.0;373800.0
154;Totaal alle vormen van jeugdzorg;Zaanstreek (CR);2013;980.0;336570.0
155;Totaal alle vormen van jeugdzorg;Zaanstreek (CR);2014;830.0;278440.0
156;Totaal alle vormen van jeugdzorg;Groot-Amsterdam (CR);2011;10140.0;3314220.0
157;Totaal alle vormen van jeugdzorg;Groot-Amsterdam (CR);2012;10140.0;3290220.0
158;Totaal alle vormen van jeugdzorg;Groot-Amsterdam (CR);2013;9320.0;2823380.0
159;Totaal alle vormen van jeugdzorg;Groot-Amsterdam (CR);2014;8175.0;2385580.0
160;Totaal alle vormen van jeugdzorg;Het Gooi en Vechtstreek (CR);2011;1040.0;370440.0
161;Totaal alle vormen van jeugdzorg;Het Gooi en Vechtstreek (CR);2012;1020.0;360820.0
162;Totaal alle vormen van jeugdzorg;Het Gooi en Vechtstreek (CR);2013;1100.0;377050.0
163;Totaal alle vormen van jeugdzorg;Het Gooi en Vechtstreek (CR);2014;1090.0;355950.0
164;Totaal alle vormen van jeugdzorg;Agglomeratie Leiden en Bollenstreek (CR);2011;2370.0;870320.0
165;Totaal alle vormen van jeugdzorg;Agglomeratie Leiden en Bollenstreek (CR);2012;2180.0;818470.0
166;Totaal alle vormen van jeugdzorg;Agglomeratie Leiden en Bollenstreek (CR);2013;2245.0;836990.0
167;Totaal alle vormen van jeugdzorg;Agglomeratie Leiden en Bollenstreek (CR);2014;2275.0;823170.0
168;Totaal alle vormen van jeugdzorg;Agglomeratie 's-Gravenhage (CR);2011;5815.0;2400950.0
169;Totaal alle vormen van jeugdzorg;Agglomeratie 's-Gravenhage (CR);2012;5885.0;2437160.0
170;Totaal alle vormen van jeugdzorg;Agglomeratie 's-Gravenhage (CR);2013;6495.0;2458030.0
171;Totaal alle vormen van jeugdzorg;Agglomeratie 's-Gravenhage (CR);2014;6530.0;2418740.0
172;Totaal alle vormen van jeugdzorg;Delft en Westland (CR);2011;1245.0;460130.0
173;Totaal alle vormen van jeugdzorg;Delft en Westland (CR);2012;1285.0;510920.0
174;Totaal alle vormen van jeugdzorg;Delft en Westland (CR);2013;1325.0;487600.0
175;Totaal alle vormen van jeugdzorg;Delft en Westland (CR);2014;1340.0;486970.0
176;Totaal alle vormen van jeugdzorg;Oost-Zuid-Holland (CR);2011;2165.0;827500.0
177;Totaal alle vormen van jeugdzorg;Oost-Zuid-Holland (CR);2012;2215.0;861700.0
178;Totaal alle vormen van jeugdzorg;Oost-Zuid-Holland (CR);2013;2365.0;877800.0
179;Totaal alle vormen van jeugdzorg;Oost-Zuid-Holland (CR);2014;2245.0;864560.0
180;Totaal alle vormen van jeugdzorg;Groot-Rijnmond (CR);2011;10045.0;4105860.0
181;Totaal alle vormen van jeugdzorg;Groot-Rijnmond (CR);2012;10210.0;4181970.0
182;Totaal alle vormen van jeugdzorg;Groot-Rijnmond (CR);2013;10400.0;4262940.0
183;Totaal alle vormen van jeugdzorg;Groot-Rijnmond (CR);2014;10250.0;4044320.0
184;Totaal alle vormen van jeugdzorg;Zuidoost-Zuid-Holland (CR);2011;2405.0;933400.0
185;Totaal alle vormen van jeugdzorg;Zuidoost-Zuid-Holland (CR);2012;2265.0;949850.0
186;Totaal alle vormen van jeugdzorg;Zuidoost-Zuid-Holland (CR);2013;2495.0;1036860.0
187;Totaal alle vormen van jeugdzorg;Zuidoost-Zuid-Holland (CR);2014;2425.0;998160.0
188;Totaal alle vormen van jeugdzorg;Zeeuwsch-Vlaanderen (CR);2011;660.0;216170.0
189;Totaal alle vormen van jeugdzorg;Zeeuwsch-Vlaanderen (CR);2012;655.0;215120.0
190;Totaal alle vormen van jeugdzorg;Zeeuwsch-Vlaanderen (CR);2013;640.0;230860.0
191;Totaal alle vormen van jeugdzorg;Zeeuwsch-Vlaanderen (CR);2014;665.0;222580.0
192;Totaal alle vormen van jeugdzorg;Overig Zeeland (CR);2011;1640.0;545260.0
193;Totaal alle vormen van jeugdzorg;Overig Zeeland (CR);2012;1630.0;567260.0
194;Totaal alle vormen van jeugdzorg;Overig Zeeland (CR);2013;1655.0;584280.0
195;Totaal alle vormen van jeugdzorg;Overig Zeeland (CR);2014;1770.0;620510.0
196;Totaal alle vormen van jeugdzorg;West-Noord-Brabant (CR);2011;3555.0;1290500.0
197;Totaal alle vormen van jeugdzorg;West-Noord-Brabant (CR);2012;3490.0;1333570.0
198;Totaal alle vormen van jeugdzorg;West-Noord-Brabant (CR);2013;3550.0;1347990.0
199;Totaal alle vormen van jeugdzorg;West-Noord-Brabant (CR);2014;3740.0;1392350.0
200;Totaal alle vormen van jeugdzorg;Midden-Noord-Brabant (CR);2011;2655.0;979370.0
201;Totaal alle vormen van jeugdzorg;Midden-Noord-Brabant (CR);2012;2645.0;1008740.0
202;Totaal alle vormen van jeugdzorg;Midden-Noord-Brabant (CR);2013;2675.0;1059730.0
203;Totaal alle vormen van jeugdzorg;Midden-Noord-Brabant (CR);2014;2770.0;1032290.0
204;Totaal alle vormen van jeugdzorg;Noordoost-Noord-Brabant (CR);2011;3685.0;1328350.0
205;Totaal alle vormen van jeugdzorg;Noordoost-Noord-Brabant (CR);2012;3455.0;1304390.0
206;Totaal alle vormen van jeugdzorg;Noordoost-Noord-Brabant (CR);2013;3430.0;1352950.0
207;Totaal alle vormen van jeugdzorg;Noordoost-Noord-Brabant (CR);2014;3370.0;1360250.0
208;Totaal alle vormen van jeugdzorg;Zuidoost-Noord-Brabant (CR);2011;3855.0;1267490.0
209;Totaal alle vormen van jeugdzorg;Zuidoost-Noord-Brabant (CR);2012;3925.0;1287210.0
210;Totaal alle vormen van jeugdzorg;Zuidoost-Noord-Brabant (CR);2013;3940.0;1336520.0
211;Totaal alle vormen van jeugdzorg;Zuidoost-Noord-Brabant (CR);2014;3685.0;1331910.0
212;Totaal alle vormen van jeugdzorg;Noord-Limburg (CR);2011;1590.0;562900.0
213;Totaal alle vormen van jeugdzorg;Noord-Limburg (CR);2012;1590.0;585300.0
214;Totaal alle vormen van jeugdzorg;Noord-Limburg (CR);2013;1575.0;573400.0
215;Totaal alle vormen van jeugdzorg;Noord-Limburg (CR);2014;1525.0;554710.0
216;Totaal alle vormen van jeugdzorg;Midden-Limburg (CR);2011;1470.0;556690.0
217;Totaal alle vormen van jeugdzorg;Midden-Limburg (CR);2012;1470.0;553020.0
218;Totaal alle vormen van jeugdzorg;Midden-Limburg (CR);2013;1425.0;555220.0
219;Totaal alle vormen van jeugdzorg;Midden-Limburg (CR);2014;1320.0;530350.0
220;Totaal alle vormen van jeugdzorg;Zuid-Limburg (CR);2011;4310.0;1605550.0
221;Totaal alle vormen van jeugdzorg;Zuid-Limburg (CR);2012;4265.0;1615740.0
222;Totaal alle vormen van jeugdzorg;Zuid-Limburg (CR);2013;4120.0;1576870.0
223;Totaal alle vormen van jeugdzorg;Zuid-Limburg (CR);2014;4080.0;1552130.0
224;Totaal alle vormen van jeugdzorg;Flevoland (CR);2011;3515.0;1289560.0
225;Totaal alle vormen van jeugdzorg;Flevoland (CR);2012;3565.0;1372590.0
226;Totaal alle vormen van jeugdzorg;Flevoland (CR);2013;3375.0;1253720.0
227;Totaal alle vormen van jeugdzorg;Flevoland (CR);2014;2900.0;1181560.0
228;Totaal alle vormen van jeugdzorg;Geen stadsgewest (SG);2011;40555.0;14799530.0
229;Totaal alle vormen van jeugdzorg;Geen stadsgewest (SG);2012;40925.0;15182950.0
230;Totaal alle vormen van jeugdzorg;Geen stadsgewest (SG);2013;41760.0;15515780.0
231;Totaal alle vormen van jeugdzorg;Geen stadsgewest (SG);2014;41470.0;15354470.0
232;Totaal alle vormen van jeugdzorg;Groningen (SG);2011;1835.0;596560.0
233;Totaal alle vormen van jeugdzorg;Groningen (SG);2012;1840.0;615480.0
234;Totaal alle vormen van jeugdzorg;Groningen (SG);2013;1910.0;623990.0
235;Totaal alle vormen van jeugdzorg;Groningen (SG);2014;1880.0;553660.0
236;Totaal alle vormen van jeugdzorg;Leeuwarden (SG);2011;1120.0;375360.0
237;Totaal alle vormen van jeugdzorg;Leeuwarden (SG);2012;1215.0;397040.0
238;Totaal alle vormen van jeugdzorg;Leeuwarden (SG);2013;1195.0;408290.0
239;Totaal alle vormen van jeugdzorg;Leeuwarden (SG);2014;1255.0;428030.0
240;Totaal alle vormen van jeugdzorg;Zwolle (SG);2011;1120.0;482340.0
241;Totaal alle vormen van jeugdzorg;Zwolle (SG);2012;1075.0;451540.0
242;Totaal alle vormen van jeugdzorg;Zwolle (SG);2013;1070.0;450770.0
243;Totaal alle vormen van jeugdzorg;Zwolle (SG);2014;975.0;411880.0
244;Totaal alle vormen van jeugdzorg;Enschede (SG);2011;2245.0;894920.0
245;Totaal alle vormen van jeugdzorg;Enschede (SG);2012;2195.0;940550.0
246;Totaal alle vormen van jeugdzorg;Enschede (SG);2013;2080.0;833370.0
247;Totaal alle vormen van jeugdzorg;Enschede (SG);2014;1965.0;775470.0
248;Totaal alle vormen van jeugdzorg;Apeldoorn (SG);2011;1430.0;578180.0
249;Totaal alle vormen van jeugdzorg;Apeldoorn (SG);2012;1395.0;563960.0
250;Totaal alle vormen van jeugdzorg;Apeldoorn (SG);2013;1365.0;552840.0
251;Totaal alle vormen van jeugdzorg;Apeldoorn (SG);2014;1365.0;547040.0
252;Totaal alle vormen van jeugdzorg;Arnhem (SG);2011;2415.0;891920.0
253;Totaal alle vormen van jeugdzorg;Arnhem (SG);2012;2405.0;876670.0
254;Totaal alle vormen van jeugdzorg;Arnhem (SG);2013;2390.0;861690.0
255;Totaal alle vormen van jeugdzorg;Arnhem (SG);2014;2295.0;800320.0
256;Totaal alle vormen van jeugdzorg;Nijmegen (SG);2011;2080.0;716570.0
257;Totaal alle vormen van jeugdzorg;Nijmegen (SG);2012;1975.0;698710.0
258;Totaal alle vormen van jeugdzorg;Nijmegen (SG);2013;1865.0;660000.0
259;Totaal alle vormen van jeugdzorg;Nijmegen (SG);2014;1930.0;673430.0
260;Totaal alle vormen van jeugdzorg;Amersfoort (SG);2011;1560.0;539120.0
261;Totaal alle vormen van jeugdzorg;Amersfoort (SG);2012;1655.0;576850.0
262;Totaal alle vormen van jeugdzorg;Amersfoort (SG);2013;1670.0;596340.0
263;Totaal alle vormen van jeugdzorg;Amersfoort (SG);2014;1515.0;503580.0
264;Totaal alle vormen van jeugdzorg;Utrecht (SG);2011;3655.0;1317520.0
265;Totaal alle vormen van jeugdzorg;Utrecht (SG);2012;3740.0;1359350.0
266;Totaal alle vormen van jeugdzorg;Utrecht (SG);2013;3820.0;1344750.0
267;Totaal alle vormen van jeugdzorg;Utrecht (SG);2014;3590.0;1256130.0
268;Totaal alle vormen van jeugdzorg;Amsterdam (SG);2011;12570.0;4173690.0
269;Totaal alle vormen van jeugdzorg;Amsterdam (SG);2012;12610.0;4216760.0
270;Totaal alle vormen van jeugdzorg;Amsterdam (SG);2013;11610.0;3637740.0
271;Totaal alle vormen van jeugdzorg;Amsterdam (SG);2014;10005.0;3075900.0
272;Totaal alle vormen van jeugdzorg;Haarlem (SG);2011;1980.0;726580.0
273;Totaal alle vormen van jeugdzorg;Haarlem (SG);2012;2055.0;757770.0
274;Totaal alle vormen van jeugdzorg;Haarlem (SG);2013;2095.0;753920.0
275;Totaal alle vormen van jeugdzorg;Haarlem (SG);2014;2100.0;721380.0
276;Totaal alle vormen van jeugdzorg;Leiden (SG);2011;2050.0;748820.0
277;Totaal alle vormen van jeugdzorg;Leiden (SG);2012;1870.0;704540.0
278;Totaal alle vormen van jeugdzorg;Leiden (SG);2013;1900.0;718850.0
279;Totaal alle vormen van jeugdzorg;Leiden (SG);2014;1895.0;688030.0
280;Totaal alle vormen van jeugdzorg;'s-Gravenhage (SG);2011;7065.0;2861080.0
281;Totaal alle vormen van jeugdzorg;'s-Gravenhage (SG);2012;7165.0;2948080.0
282;Totaal alle vormen van jeugdzorg;'s-Gravenhage (SG);2013;7820.0;2945630.0
283;Totaal alle vormen van jeugdzorg;'s-Gravenhage (SG);2014;7870.0;2905720.0
284;Totaal alle vormen van jeugdzorg;Rotterdam (SG);2011;8965.0;3698110.0
285;Totaal alle vormen van jeugdzorg;Rotterdam (SG);2012;9125.0;3741240.0
286;Totaal alle vormen van jeugdzorg;Rotterdam (SG);2013;9315.0;3808330.0
287;Totaal alle vormen van jeugdzorg;Rotterdam (SG);2014;9185.0;3612500.0
288;Totaal alle vormen van jeugdzorg;Dordrecht (SG);2011;1820.0;704950.0
289;Totaal alle vormen van jeugdzorg;Dordrecht (SG);2012;1675.0;700510.0
290;Totaal alle vormen van jeugdzorg;Dordrecht (SG);2013;1875.0;784140.0
291;Totaal alle vormen van jeugdzorg;Dordrecht (SG);2014;1790.0;739660.0
292;Totaal alle vormen van jeugdzorg;Breda (SG);2011;1995.0;709850.0
293;Totaal alle vormen van jeugdzorg;Breda (SG);2012;1870.0;717290.0
294;Totaal alle vormen van jeugdzorg;Breda (SG);2013;1875.0;706120.0
295;Totaal alle vormen van jeugdzorg;Breda (SG);2014;1850.0;686870.0
296;Totaal alle vormen van jeugdzorg;Tilburg (SG);2011;1985.0;731070.0
297;Totaal alle vormen van jeugdzorg;Tilburg (SG);2012;2020.0;770590.0
298;Totaal alle vormen van jeugdzorg;Tilburg (SG);2013;2025.0;800440.0
299;Totaal alle vormen van jeugdzorg;Tilburg (SG);2014;2110.0;766920.0
300;Totaal alle vormen van jeugdzorg;'s-Hertogenbosch (SG);2011;1130.0;417690.0
301;Totaal alle vormen van jeugdzorg;'s-Hertogenbosch (SG);2012;1025.0;390430.0
302;Totaal alle vormen van jeugdzorg;'s-Hertogenbosch (SG);2013;990.0;389450.0
303;Totaal alle vormen van jeugdzorg;'s-Hertogenbosch (SG);2014;1030.0;415070.0
304;Totaal alle vormen van jeugdzorg;Eindhoven (SG);2011;2320.0;742560.0
