ID;Geslacht;Leeftijd;TypeReIntegratieParticipatievoorz;StatusPersoonEindeVerslagperiode;Migratieachtergrond;Perioden;PersonenMetVoorziening_1
17;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2020 juni;178430
18;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2020 juli;177610
19;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2020 augustus;176280
20;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2020 september;177470
21;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2020 oktober;177530
22;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2020 november;177650
23;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2020 december;177460
24;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2021 januari;176520
25;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2021 februari;177980
26;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2021 maart;180660
27;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2021 april;182370
28;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2021 mei;183590
29;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2021 juni;184420
30;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2021 juli;183360
31;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2021 augustus;181620
32;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2021 september;182800
33;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2021 oktober;180460
34;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2021 november;180060
35;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2021 december;179470
36;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2022 januari;176710
37;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2022 februari;177430
38;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2022 maart;178190
39;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2022 april;176980
40;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2022 mei;176650
41;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2022 juni;177110
42;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2022 juli;176590
43;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2022 augustus;175780
44;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2022 september;177010
45;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2022 oktober;177200
46;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2022 november;178230
47;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Totaal;2022 december;168230
48;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2019 januari;72500
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2019 februari;72920
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2019 maart;73380
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2019 april;73720
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2019 mei;74090
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2019 juni ;74210
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2019 juli;75020
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2019 augustus;74670
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2019 september;74640
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2019 oktober;75160
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2019 november;75250
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2019 december;75040
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2020 januari;73340
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2020 februari;72750
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2020 maart;73800
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2020 april;74110
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2020 mei;74630
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2020 juni;75170
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2020 juli;74930
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2020 augustus;74680
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2020 september;74970
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2020 oktober;75090
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2020 november;75170
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2020 december;75070
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2021 januari;74650
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2021 februari;74920
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2021 maart;75950
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2021 april;76500
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2021 mei;76710
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2021 juni;76950
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2021 juli;76750
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2021 augustus;76010
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2021 september;76130
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2021 oktober;75130
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2021 november;74820
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2021 december;74640
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2022 januari;73590
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2022 februari;73720
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2022 maart;74020
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2022 april;73860
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2022 mei;73920
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2022 juni;74060
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2022 juli;74010
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2022 augustus;73710
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2022 september;73780
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2022 oktober;73780
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2022 november;74030
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Nederlandse achtergrond;2022 december;72010
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2019 januari;102750
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2019 februari;103090
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2019 maart;103620
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2019 april;105060
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2019 mei;105510
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2019 juni ;106180
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2019 juli;106890
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2019 augustus;105320
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2019 september;105930
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2019 oktober;107150
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2019 november;107050
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2019 december;106440
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2020 januari;102740
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2020 februari;101710
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2020 maart;103190
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2020 april;103440
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2020 mei;103100
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2020 juni;103240
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2020 juli;102650
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2020 augustus;101580
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2020 september;102470
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2020 oktober;102410
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2020 november;102450
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2020 december;102360
120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2021 januari;101860
121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2021 februari;103060
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2021 maart;104700
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2021 april;105860
124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2021 mei;106870
125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2021 juni;107460
126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2021 juli;106600
127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2021 augustus;105600
128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2021 september;106660
129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2021 oktober;105320
130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2021 november;105220
131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2021 december;104810
132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2022 januari;103110
133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2022 februari;103700
134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2022 maart;104160
135;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2022 april;103100
136;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2022 mei;102710
137;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2022 juni;103040
138;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2022 juli;102570
139;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2022 augustus;102060
140;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2022 september;103220
141;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2022 oktober;103400
142;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2022 november;104180
143;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Met migratieachtergrond:;2022 december;96200
144;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2019 januari;15050
145;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2019 februari;15100
146;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2019 maart;15230
147;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2019 april;16330
148;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2019 mei;16460
149;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2019 juni ;16560
150;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2019 juli;16440
151;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2019 augustus;16010
152;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2019 september;16350
153;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2019 oktober;16510
154;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2019 november;16430
155;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2019 december;16530
156;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2020 januari;15910
157;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2020 februari;15650
158;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2020 maart;16130
159;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2020 april;16300
160;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2020 mei;16180
161;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2020 juni;16270
162;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2020 juli;16130
163;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2020 augustus;15880
164;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2020 september;16050
165;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2020 oktober;16380
166;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2020 november;16220
167;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Totaal personen: Lopend en uitstroom;Westerse migratieachtergrond;2020 december;16330
