ID;Kenmerken;Marges;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidOpleidingskansen_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreTevredenheidMetWerk_13;Ontevreden_14;NietTevredenNietOntevreden_15;Tevreden_16;ScoreTevredenheidMetReistijd_17;Ontevreden_18;NietTevredenNietOntevreden_19;Tevreden_20;ScoreTevredenheidDagelijkseBezigheden_21;Ontevreden_22;NietTevredenNietOntevreden_23;Tevreden_24
39;Arb.pos.: werkzame beroepsbevolking;Waarde;2019;7.8;1.6;6.7;91.7;7.7;1.4;8.5;90.1;7.9;3.0;9.6;87.4;7.8;3.0;10.1;86.9;8.0;5.2;12.2;82.6;7.4;1.3;16.9;81.7
40;Arb.pos.: werkzame beroepsbevolking;Waarde;2020;7.7;1.8;8.7;89.4;7.7;1.8;10.2;88.0;8.0;2.9;10.1;87.0;7.8;2.5;11.3;86.2;8.1;5.1;10.6;84.3;7.4;4.2;13.6;82.2
41;Arb.pos.: werkzame beroepsbevolking;Waarde;2021;7.7;2.6;9.1;88.4;7.6;2.3;11.8;85.9;8.0;2.7;8.8;88.5;7.8;3.4;10.1;86.5;8.2;4.1;10.9;85.0;7.2;4.7;24.5;70.8
42;Arb.pos.: werkzame beroepsbevolking;Waarde;2022;7.7;2.0;10.0;87.9;7.6;2.3;12.4;85.3;8.0;2.9;10.4;86.7;7.7;2.9;11.8;85.3;;;;;7.4;3.2;14.5;82.3
43;Arb.pos.: werkzame beroepsbevolking;Waarde;2023;7.5;4.2;14.2;81.7;7.4;5.2;15.4;79.4;7.4;7.5;16.7;75.9;;;;;;;;;7.2;5.9;17.7;76.3
44;Arb.pos.: werkzame beroepsbevolking;Ondergrens 95%-interval;2013;7.8;1.2;6.7;90.1;7.6;1.6;9.8;86.2;7.6;2.8;11.4;83.1;7.6;2.7;11.5;83.0;8.1;3.3;10.6;83.2;7.2;3.2;11.8;75.8
45;Arb.pos.: werkzame beroepsbevolking;Ondergrens 95%-interval;2014;7.8;1.3;6.0;90.8;7.6;1.6;8.6;87.5;7.7;2.4;11.6;83.4;7.5;3.0;12.2;81.9;8.0;4.3;10.3;82.6;7.3;2.1;11.6;77.5
46;Arb.pos.: werkzame beroepsbevolking;Ondergrens 95%-interval;2015;7.8;1.4;6.4;90.2;7.6;1.8;9.2;86.7;7.7;2.7;11.0;83.7;7.6;2.6;12.1;82.6;8.0;4.0;10.9;82.2;7.3;2.4;10.7;78.6
47;Arb.pos.: werkzame beroepsbevolking;Ondergrens 95%-interval;2016;7.8;1.3;6.5;90.1;7.7;1.4;8.7;87.6;7.7;2.8;10.9;83.7;7.6;3.0;10.4;83.9;8.0;4.1;11.0;82.0;7.3;1.0;14.0;76.5
48;Arb.pos.: werkzame beroepsbevolking;Ondergrens 95%-interval;2017;7.8;1.2;6.8;90.0;7.7;1.4;8.4;88.0;7.8;2.1;10.1;85.3;7.6;2.6;11.0;83.7;8.0;4.5;11.0;81.6;7.3;1.9;11.7;77.8
49;Arb.pos.: werkzame beroepsbevolking;Ondergrens 95%-interval;2018;7.7;1.6;6.9;89.3;7.7;1.2;9.3;87.2;7.8;3.3;9.1;84.9;7.6;2.6;11.7;83.0;7.9;5.4;11.4;80.2;7.3;2.9;9.9;77.5
50;Arb.pos.: werkzame beroepsbevolking;Ondergrens 95%-interval;2019;7.8;1.2;6.0;90.7;7.7;1.0;7.7;89.1;7.9;2.5;8.7;86.3;7.7;2.5;9.2;85.8;8.0;4.5;11.2;81.4;7.3;0.5;13.2;77.2
51;Arb.pos.: werkzame beroepsbevolking;Ondergrens 95%-interval;2020;7.7;1.4;7.8;88.4;7.6;1.4;9.3;86.9;7.9;2.4;9.2;85.9;7.7;2.0;10.3;85.0;8.0;4.4;9.7;83.1;7.3;2.5;10.3;77.8
52;Arb.pos.: werkzame beroepsbevolking;Ondergrens 95%-interval;2021;7.7;2.1;8.1;87.2;7.6;1.8;10.8;84.7;8.0;2.2;7.9;87.4;7.7;2.8;9.1;85.3;8.1;3.4;9.9;83.8;7.0;2.8;20.0;65.5
53;Arb.pos.: werkzame beroepsbevolking;Ondergrens 95%-interval;2022;7.6;1.6;9.2;86.9;7.5;1.9;11.5;84.2;7.9;2.4;9.5;85.7;7.7;2.4;10.8;84.2;;;;;7.2;1.7;11.2;77.9
54;Arb.pos.: werkzame beroepsbevolking;Ondergrens 95%-interval;2023;7.4;3.4;12.8;80.0;7.3;4.3;13.9;77.6;7.3;6.4;15.2;74.0;;;;;;;;;7.2;5.0;16.2;74.5
55;Arb.pos.: werkzame beroepsbevolking;Bovengrens 95%-interval;2013;7.9;2.0;8.3;91.9;7.7;2.6;11.7;88.3;7.7;4.0;13.5;85.4;7.7;3.9;13.6;85.4;8.2;4.6;12.7;85.6;7.5;7.5;19.0;83.8
56;Arb.pos.: werkzame beroepsbevolking;Bovengrens 95%-interval;2014;7.9;2.1;7.5;92.5;7.7;2.5;10.4;89.5;7.7;3.5;13.6;85.6;7.6;4.3;14.4;84.3;8.1;5.7;12.3;85.0;7.5;6.0;18.7;85.1
57;Arb.pos.: werkzame beroepsbevolking;Bovengrens 95%-interval;2015;7.9;2.2;8.0;91.9;7.7;2.7;11.0;88.7;7.8;3.8;13.0;85.8;7.7;3.7;14.2;84.9;8.1;5.4;13.0;84.6;7.5;6.1;17.2;85.8
58;Arb.pos.: werkzame beroepsbevolking;Bovengrens 95%-interval;2016;7.9;2.2;8.2;91.9;7.7;2.3;10.5;89.6;7.8;3.9;12.9;85.9;7.7;4.3;12.4;86.2;8.1;5.5;13.1;84.3;7.6;4.0;21.4;84.2
59;Arb.pos.: werkzame beroepsbevolking;Bovengrens 95%-interval;2017;7.9;1.9;8.5;91.8;7.8;2.2;10.2;89.9;7.9;3.2;12.1;87.4;7.7;3.7;13.1;86.0;8.1;5.9;13.1;84.0;7.5;5.7;18.6;85.3
60;Arb.pos.: werkzame beroepsbevolking;Bovengrens 95%-interval;2018;7.8;2.5;8.6;91.2;7.7;2.0;11.2;89.2;7.9;4.6;11.0;87.1;7.7;3.7;13.8;85.4;8.0;7.0;13.4;82.7;7.6;7.6;17.4;85.9
61;Arb.pos.: werkzame beroepsbevolking;Bovengrens 95%-interval;2019;7.8;2.1;7.6;92.5;7.8;1.8;9.4;91.0;8.0;3.6;10.5;88.4;7.8;3.6;11.1;87.9;8.1;5.9;13.3;83.8;7.5;3.1;21.5;85.6
62;Arb.pos.: werkzame beroepsbevolking;Bovengrens 95%-interval;2020;7.8;2.3;9.7;90.4;7.7;2.3;11.3;89.0;8.0;3.5;11.1;88.1;7.8;3.0;12.4;87.3;8.2;5.9;11.6;85.5;7.6;6.9;17.8;85.9
63;Arb.pos.: werkzame beroepsbevolking;Bovengrens 95%-interval;2021;7.7;3.2;10.1;89.4;7.7;2.9;12.9;87.0;8.1;3.3;9.8;89.6;7.8;4.1;11.2;87.7;8.3;4.8;12.0;86.2;7.4;7.9;29.6;75.6
64;Arb.pos.: werkzame beroepsbevolking;Bovengrens 95%-interval;2022;7.7;2.5;11.0;88.9;7.6;2.8;13.4;86.3;8.0;3.5;11.3;87.7;7.8;3.5;12.8;86.4;;;;;7.5;5.7;18.7;86.0
65;Arb.pos.: werkzame beroepsbevolking;Bovengrens 95%-interval;2023;7.5;5.1;15.7;83.2;7.4;6.3;17.0;81.0;7.5;8.7;18.3;77.6;;;;;;;;;7.3;7.0;19.4;78.0
66;Arb.pos.: niet-werkzame bevolking;Waarde;2013;7.5;4.1;14.2;81.7;7.3;5.8;16.8;77.5;7.1;8.5;21.6;69.8;;;;;;;;;7.2;6.5;18.7;74.7
67;Arb.pos.: niet-werkzame bevolking;Waarde;2014;7.5;3.6;14.7;81.7;7.4;5.5;16.4;78.0;7.1;8.8;20.3;71.0;;;;;;;;;7.3;6.5;17.3;76.3
68;Arb.pos.: niet-werkzame bevolking;Waarde;2015;7.5;4.5;14.5;81.0;7.3;6.8;15.9;77.3;7.1;9.2;20.3;70.5;;;;;;;;;7.2;6.2;17.5;76.3
69;Arb.pos.: niet-werkzame bevolking;Waarde;2016;7.5;4.3;12.2;83.6;7.4;5.1;15.7;79.2;7.1;7.5;20.2;72.2;;;;;;;;;7.2;5.0;18.5;76.5
70;Arb.pos.: niet-werkzame bevolking;Waarde;2017;7.5;5.1;13.7;81.2;7.4;6.7;14.3;79.0;7.2;8.1;18.4;73.6;;;;;;;;;7.2;6.9;17.5;75.6
71;Arb.pos.: niet-werkzame bevolking;Waarde;2018;7.5;4.5;12.6;82.9;7.4;4.1;14.8;81.0;7.2;8.2;19.1;72.7;;;;;;;;;7.3;4.7;16.8;78.5
72;Arb.pos.: niet-werkzame bevolking;Waarde;2019;7.5;4.6;11.8;83.6;7.5;4.3;13.9;81.8;7.1;8.3;19.5;72.3;;;;;;;;;7.3;5.0;16.2;78.8
73;Arb.pos.: niet-werkzame bevolking;Waarde;2020;7.5;4.4;13.8;81.8;7.4;4.5;16.6;78.9;7.2;8.3;17.7;74.1;;;;;;;;;7.3;5.9;17.2;76.8
74;Arb.pos.: niet-werkzame bevolking;Waarde;2021;7.4;4.7;12.8;82.5;7.4;5.3;15.5;79.3;7.4;7.7;15.2;77.1;;;;;;;;;7.2;5.9;18.6;75.6
75;Arb.pos.: niet-werkzame bevolking;Waarde;2022;7.5;4.5;13.3;82.3;7.4;4.8;15.7;79.5;7.4;7.3;16.1;76.5;;;;;;;;;7.3;5.3;17.6;77.1
76;Arb.pos.: niet-werkzame bevolking;Waarde;2023;7.7;1.3;9.7;89.0;7.6;1.8;11.8;86.4;8.0;3.2;9.9;86.9;7.8;2.5;10.7;86.9;;;;;7.4;3.1;13.5;83.4
77;Arb.pos.: niet-werkzame bevolking;Ondergrens 95%-interval;2013;7.4;3.3;12.7;80.0;7.3;4.8;15.2;75.6;7.0;7.4;19.9;67.8;;;;;;;;;7.1;5.5;17.1;72.8
78;Arb.pos.: niet-werkzame bevolking;Ondergrens 95%-interval;2014;7.5;2.9;13.3;80.1;7.3;4.6;15.0;76.3;7.0;7.6;18.7;69.0;;;;;;;;;7.2;5.5;15.8;74.5
79;Arb.pos.: niet-werkzame bevolking;Ondergrens 95%-interval;2015;7.4;3.7;13.1;79.4;7.2;5.8;14.5;75.5;7.0;8.1;18.7;68.5;;;;;;;;;7.1;5.2;16.0;74.5
80;Arb.pos.: niet-werkzame bevolking;Ondergrens 95%-interval;2016;7.5;3.5;10.9;81.9;7.3;4.3;14.2;77.4;7.1;6.4;18.6;70.3;;;;;;;;;7.2;4.1;16.9;74.7
81;Arb.pos.: niet-werkzame bevolking;Ondergrens 95%-interval;2017;7.4;4.2;12.3;79.5;7.3;5.7;12.9;77.3;7.1;6.9;16.8;71.7;;;;;;;;;7.1;5.8;16.0;73.8
82;Arb.pos.: niet-werkzame bevolking;Ondergrens 95%-interval;2018;7.4;3.6;11.3;81.3;7.4;3.3;13.4;79.3;7.1;7.1;17.5;70.8;;;;;;;;;7.2;3.8;15.3;76.7
83;Arb.pos.: niet-werkzame bevolking;Ondergrens 95%-interval;2019;7.4;3.6;10.5;81.9;7.4;3.4;12.4;80.1;7.0;7.1;17.8;70.3;;;;;;;;;7.3;4.1;14.6;76.9
84;Arb.pos.: niet-werkzame bevolking;Ondergrens 95%-interval;2020;7.4;3.6;12.4;80.1;7.4;3.7;15.0;77.1;7.2;7.1;16.1;72.2;;;;;;;;;7.2;5.0;15.7;75.0
85;Arb.pos.: niet-werkzame bevolking;Ondergrens 95%-interval;2021;7.4;3.8;11.3;80.7;7.3;4.3;13.9;77.3;7.3;6.5;13.6;75.1;;;;;;;;;7.1;4.8;16.9;73.6
86;Arb.pos.: niet-werkzame bevolking;Ondergrens 95%-interval;2022;7.4;3.7;12.0;80.7;7.3;4.0;14.3;77.8;7.3;6.3;14.7;74.8;;;;;;;;;7.2;4.5;16.2;75.4
87;Arb.pos.: niet-werkzame bevolking;Ondergrens 95%-interval;2023;7.7;1.0;8.8;88.0;7.6;1.5;10.8;85.3;7.9;2.7;9.0;85.9;7.7;2.0;9.8;85.8;;;;;7.2;1.6;10.0;78.7
88;Arb.pos.: niet-werkzame bevolking;Bovengrens 95%-interval;2013;7.6;5.1;15.7;83.3;7.4;6.9;18.4;79.2;7.1;9.9;23.4;71.8;;;;;;;;;7.3;7.8;20.5;76.5
89;Arb.pos.: niet-werkzame bevolking;Bovengrens 95%-interval;2014;7.6;4.4;16.2;83.2;7.4;6.6;18.0;79.7;7.1;10.1;22.0;72.8;;;;;;;;;7.3;7.6;18.9;78.0
90;Arb.pos.: niet-werkzame bevolking;Bovengrens 95%-interval;2015;7.5;5.5;16.0;82.6;7.4;8.0;17.5;79.0;7.1;10.5;22.0;72.3;;;;;;;;;7.3;7.2;19.1;78.0
91;Arb.pos.: niet-werkzame bevolking;Bovengrens 95%-interval;2016;7.6;5.2;13.6;85.1;7.5;6.2;17.3;80.8;7.2;8.8;22.0;74.1;;;;;;;;;7.3;6.0;20.2;78.2
92;Arb.pos.: niet-werkzame bevolking;Bovengrens 95%-interval;2017;7.5;6.1;15.2;82.8;7.4;7.9;15.8;80.7;7.2;9.3;20.0;75.4;;;;;;;;;7.3;8.1;19.2;77.3
93;Arb.pos.: niet-werkzame bevolking;Bovengrens 95%-interval;2018;7.5;5.5;14.1;84.5;7.5;5.1;16.4;82.6;7.2;9.5;20.8;74.6;;;;;;;;;7.4;5.7;18.5;80.2
94;Arb.pos.: niet-werkzame bevolking;Bovengrens 95%-interval;2019;7.6;5.7;13.3;85.2;7.5;5.4;15.5;83.5;7.2;9.6;21.3;74.2;;;;;;;;;7.4;6.2;17.9;80.5
95;Arb.pos.: niet-werkzame bevolking;Bovengrens 95%-interval;2020;7.5;5.4;15.4;83.4;7.5;5.5;18.2;80.6;7.3;9.6;19.3;75.9;;;;;;;;;7.3;7.1;18.9;78.6
96;Arb.pos.: niet-werkzame bevolking;Bovengrens 95%-interval;2021;7.5;5.8;14.5;84.3;7.4;6.5;17.2;81.1;7.5;9.1;17.0;79.0;;;;;;;;;7.3;7.1;20.4;77.5
97;Arb.pos.: niet-werkzame bevolking;Bovengrens 95%-interval;2022;7.5;5.4;14.7;83.8;7.5;5.8;17.2;81.1;7.4;8.5;17.7;78.2;;;;;;;;;7.3;6.3;19.2;78.7
98;Arb.pos.: niet-werkzame bevolking;Bovengrens 95%-interval;2023;7.7;1.7;10.6;89.9;7.6;2.3;12.8;87.4;8.0;3.8;10.8;87.9;7.8;3.0;11.7;87.9;;;;;7.5;5.9;17.9;87.2
99;Arbeidsduur: minder dan 12 uur per week;Waarde;2013;7.7;2.0;11.1;87.0;7.6;2.7;13.2;84.1;7.6;3.9;11.6;84.5;;;;;;;;;7.3;4.9;15.0;80.1
100;Arbeidsduur: minder dan 12 uur per week;Waarde;2014;7.7;1.4;8.9;89.8;7.6;1.7;11.4;86.9;7.7;3.7;12.9;83.4;;;;;;;;;7.4;3.6;14.8;81.6
101;Arbeidsduur: minder dan 12 uur per week;Waarde;2015;7.7;2.6;10.2;87.2;7.5;3.9;13.0;83.0;7.7;2.9;16.0;81.1;;;;;;;;;7.4;3.9;13.6;82.5
102;Arbeidsduur: minder dan 12 uur per week;Waarde;2016;7.8;3.2;8.1;88.7;7.6;3.1;12.3;84.6;7.7;4.3;15.5;80.2;;;;;;;;;7.4;2.0;17.3;80.7
103;Arbeidsduur: minder dan 12 uur per week;Waarde;2017;7.6;2.5;11.8;85.7;7.5;2.0;15.8;82.2;7.7;3.2;14.4;82.3;;;;;;;;;7.4;3.3;14.8;81.9
104;Arbeidsduur: minder dan 12 uur per week;Waarde;2018;7.7;3.6;8.7;87.6;7.6;2.5;11.5;86.0;7.8;5.6;9.6;84.8;;;;;;;;;7.4;4.7;13.2;82.1
105;Arbeidsduur: minder dan 12 uur per week;Waarde;2019;7.6;2.0;10.0;88.0;7.5;3.6;10.4;86.0;7.8;4.2;11.7;84.1;;;;;;;;;7.4;1.3;16.9;81.7
106;Arbeidsduur: minder dan 12 uur per week;Waarde;2020;7.5;2.3;11.5;86.2;7.5;1.8;15.2;83.0;8.1;4.1;8.4;87.5;;;;;;;;;7.4;4.2;13.6;82.2
107;Arbeidsduur: minder dan 12 uur per week;Waarde;2021;7.4;3.7;15.2;81.2;7.3;4.0;19.5;76.4;7.8;5.4;9.2;85.4;;;;;;;;;7.2;4.7;24.5;70.8
108;Arbeidsduur: minder dan 12 uur per week;Waarde;2022;7.5;2.7;13.8;83.5;7.4;3.7;15.3;81.1;8.0;3.5;11.9;84.5;;;;;;;;;7.4;3.2;14.5;82.3
109;Arbeidsduur: minder dan 12 uur per week;Waarde;2023;7.5;2.4;10.5;87.1;7.5;2.6;15.7;81.7;7.9;3.4;9.8;86.7;;;;;;;;;7.4;3.1;13.5;83.4
110;Arbeidsduur: minder dan 12 uur per week;Ondergrens 95%-interval;2013;7.5;0.9;8.4;83.2;7.4;1.4;10.3;80.2;7.5;2.3;8.8;80.5;;;;;;;;;7.2;3.2;11.8;75.8
111;Arbeidsduur: minder dan 12 uur per week;Ondergrens 95%-interval;2014;7.6;0.6;6.5;86.5;7.5;0.9;8.6;83.3;7.6;2.2;10.0;79.5;;;;;;;;;7.3;2.1;11.6;77.5
112;Arbeidsduur: minder dan 12 uur per week;Ondergrens 95%-interval;2015;7.6;1.5;7.6;83.7;7.4;2.4;10.2;79.2;7.5;1.6;12.8;77.1;;;;;;;;;7.3;2.4;10.7;78.6
113;Arbeidsduur: minder dan 12 uur per week;Ondergrens 95%-interval;2016;7.6;1.8;5.8;85.1;7.4;1.8;9.4;80.7;7.5;2.7;12.3;76.1;;;;;;;;;7.3;1.0;14.0;76.5
