ID;Populatie;Geslacht;Persoonskenmerken;Perioden;ParticipatiegraadVerkeersdeelnemers_1;AandeelOVGebruikers_2
97;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;1990;85.09;9.15
98;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;1991;80.3;9.39
99;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;1992;81.08;9.47
100;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;1993;81.4;8.84
101;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;1994;80.41;8.23
102;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;1995;80.43;7.96
103;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;1996;81.09;8.29
104;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;1997;81.42;7.95
105;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;1998;81.61;8.38
106;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;1999;78.98;8.18
107;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;2000;78.51;8.09
108;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;2001;78.09;8.1
109;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;2002;78.72;7.44
110;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;2003;77.7;7.2
111;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;2004;80.89;8.22
112;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;2005;78.94;7.16
113;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;2006;78.0;5.76
114;Hele bevolking;1;Jaarinkomen: 7 500 tot 15 000 euro;2007;78.81;7.04
115;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1985;83.13;7.42
116;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1986;81.46;7.96
117;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1987;82.06;8.62
118;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1988;83.97;9.45
119;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1989;85.09;8.51
120;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1990;89.39;6.95
121;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1991;85.76;7.77
122;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1992;86.76;8.1
123;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1993;86.48;8.65
124;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1994;87.5;7.23
125;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1995;87.5;7.2
126;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1996;86.41;7.1
127;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1997;86.79;7.56
128;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1998;87.02;7.63
129;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;1999;87.86;8.32
130;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;2000;87.69;7.92
131;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;2001;86.75;7.54
132;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;2002;86.68;7.46
133;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;2003;87.51;7.16
134;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;2004;88.85;8.25
135;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;2005;87.63;6.6
136;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;2006;87.23;7.16
137;Hele bevolking;1;Jaarinkomen: 15 000 tot 22 500 euro;2007;87.09;6.52
138;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1985;87.94;6.75
139;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1986;87.2;7.38
140;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1987;87.98;6.46
141;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1988;88.32;7.55
142;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1989;90.06;6.4
143;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1990;89.54;6.19
144;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1991;87.59;7.46
145;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1992;87.66;6.47
146;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1993;89.29;6.16
147;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1994;88.07;6.41
148;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1995;88.0;6.72
149;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1996;88.62;6.58
150;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1997;88.7;6.88
151;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1998;89.13;7.09
152;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;1999;89.64;7.38
153;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;2000;89.07;7.49
154;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;2001;88.84;7.74
155;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;2002;89.02;7.46
156;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;2003;89.87;6.94
157;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;2004;90.14;7.82
158;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;2005;90.14;6.64
159;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;2006;89.35;7.64
160;Hele bevolking;1;Jaarinkomen: 22 500 tot 30 000 euro;2007;89.68;6.67
161;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1985;86.48;5.82
162;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1986;88.21;5.42
163;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1987;88.34;5.9
164;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1988;88.43;5.94
165;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1989;89.28;6.04
166;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1990;89.65;7.33
167;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1991;89.52;7.7
168;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1992;88.93;6.74
169;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1993;88.67;5.83
170;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1994;89.1;6.41
171;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1995;89.23;6.14
172;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1996;88.73;6.41
173;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1997;89.52;7.05
174;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1998;89.69;7.11
175;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;1999;90.51;7.0
176;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;2000;90.09;7.21
177;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;2001;90.14;6.84
178;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;2002;89.28;6.92
179;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;2003;89.52;6.67
180;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;2004;91.23;7.2
181;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;2005;90.65;7.29
182;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;2006;89.53;7.21
183;Hele bevolking;1;Jaarinkomen: 30 000 euro of meer;2007;90.85;7.44
184;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1985;;
185;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1986;;
186;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1987;;
187;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1988;;
188;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1989;;
189;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1990;;
190;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1991;;
191;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1992;;
192;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1993;;
193;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1994;86.49;2.21
194;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1995;85.98;1.43
195;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1996;85.69;1.57
196;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1997;86.15;1.74
197;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1998;86.5;1.73
198;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;1999;84.77;1.61
199;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;2000;84.45;1.75
200;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;2001;83.44;1.57
201;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;2002;83.08;1.47
202;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;2003;84.28;1.35
203;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;2004;84.84;1.54
204;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;2005;83.25;1.51
205;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;2006;82.94;1.84
206;Hele bevolking;1;Onderwijsniveau: personen < 12 jaar;2007;83.26;2.04
207;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1985;73.45;6.59
208;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1986;74.18;6.1
209;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1987;74.78;6.72
210;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1988;76.15;6.99
211;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1989;77.47;7.14
212;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1990;78.25;6.51
213;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1991;74.52;6.36
214;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1992;74.09;7.24
215;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1993;73.28;7.5
216;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1994;72.9;5.9
217;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1995;72.32;5.97
218;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1996;72.53;5.99
219;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1997;72.74;5.85
220;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1998;73.09;5.54
221;Hele bevolking;1;Onderwijsniveau: basisonderwijs;1999;72.74;6.15
222;Hele bevolking;1;Onderwijsniveau: basisonderwijs;2000;72.79;6.15
223;Hele bevolking;1;Onderwijsniveau: basisonderwijs;2001;72.97;6.6
224;Hele bevolking;1;Onderwijsniveau: basisonderwijs;2002;71.71;6.33
225;Hele bevolking;1;Onderwijsniveau: basisonderwijs;2003;71.72;5.38
226;Hele bevolking;1;Onderwijsniveau: basisonderwijs;2004;75.29;5.69
227;Hele bevolking;1;Onderwijsniveau: basisonderwijs;2005;73.83;6.1
228;Hele bevolking;1;Onderwijsniveau: basisonderwijs;2006;74.34;5.7
229;Hele bevolking;1;Onderwijsniveau: basisonderwijs;2007;75.13;5.73
230;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1985;82.45;6.75
231;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1986;80.92;6.75
232;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1987;82.3;6.97
233;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1988;82.26;7.28
234;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1989;83.73;6.67
235;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1990;83.79;6.99
236;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1991;81.05;7.95
237;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1992;80.72;8.36
238;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1993;80.41;7.56
239;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1994;80.79;6.7
240;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1995;80.13;6.33
241;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1996;80.01;6.41
242;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1997;80.05;6.36
243;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1998;79.78;5.99
244;Hele bevolking;1;Onderwijsniveau: vbo/mavo;1999;81.98;6.21
245;Hele bevolking;1;Onderwijsniveau: vbo/mavo;2000;81.73;6.21
246;Hele bevolking;1;Onderwijsniveau: vbo/mavo;2001;80.68;5.72
247;Hele bevolking;1;Onderwijsniveau: vbo/mavo;2002;80.23;5.84
248;Hele bevolking;1;Onderwijsniveau: vbo/mavo;2003;80.41;5.31
249;Hele bevolking;1;Onderwijsniveau: vbo/mavo;2004;80.8;5.8
250;Hele bevolking;1;Onderwijsniveau: vbo/mavo;2005;81.21;5.44
251;Hele bevolking;1;Onderwijsniveau: vbo/mavo;2006;80.77;5.54
252;Hele bevolking;1;Onderwijsniveau: vbo/mavo;2007;80.17;6.04
253;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1985;88.17;9.23
254;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1986;87.48;9.43
255;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1987;88.2;9.84
256;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1988;88.61;9.89
257;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1989;89.41;9.54
258;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1990;89.69;10.1
259;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1991;87.15;11.98
260;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1992;88.22;12.06
261;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1993;88.02;12.34
262;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1994;88.27;11.68
263;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1995;88.32;11.4
264;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1996;88.41;11.19
265;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1997;88.82;11.15
266;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1998;88.44;11.31
267;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;1999;87.24;10.92
268;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;2000;86.42;10.37
269;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;2001;86.06;10.44
270;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;2002;86.22;9.34
271;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;2003;86.62;9.73
272;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;2004;87.45;9.53
273;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;2005;86.92;9.74
274;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;2006;85.71;9.51
275;Hele bevolking;1;Onderwijsniveau: mbo/havo/vwo;2007;85.53;9.03
276;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1985;87.82;8.89
277;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1986;90.3;9.38
278;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1987;89.24;9.66
279;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1988;90.04;9.43
280;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1989;91.31;8.84
281;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1990;91.57;8.56
282;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1991;91.11;11.65
283;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1992;90.49;11.63
284;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1993;91.08;11.13
285;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1994;91.14;11.26
286;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1995;91.1;11.01
287;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1996;90.85;11.24
288;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1997;91.33;11.25
289;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1998;91.22;11.66
290;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;1999;90.33;11.77
291;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;2000;89.95;11.41
292;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;2001;89.86;11.28
293;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;2002;90.04;10.51
294;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;2003;90.37;10.56
295;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;2004;90.8;11.84
296;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;2005;89.32;10.56
297;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;2006;88.74;10.09
298;Hele bevolking;1;Onderwijsniveau: hbo/universiteit;2007;90.04;10.52
299;Hele bevolking;1;0 tot 12 jaar;1985;;
300;Hele bevolking;1;0 tot 12 jaar;1986;;
301;Hele bevolking;1;0 tot 12 jaar;1987;;
302;Hele bevolking;1;0 tot 12 jaar;1988;;
303;Hele bevolking;1;0 tot 12 jaar;1989;;
304;Hele bevolking;1;0 tot 12 jaar;1990;;
305;Hele bevolking;1;0 tot 12 jaar;1991;;
306;Hele bevolking;1;0 tot 12 jaar;1992;;
307;Hele bevolking;1;0 tot 12 jaar;1993;;
308;Hele bevolking;1;0 tot 12 jaar;1994;86.49;2.21
309;Hele bevolking;1;0 tot 12 jaar;1995;85.98;1.43
310;Hele bevolking;1;0 tot 12 jaar;1996;85.69;1.57
311;Hele bevolking;1;0 tot 12 jaar;1997;86.15;1.74
312;Hele bevolking;1;0 tot 12 jaar;1998;86.5;1.73
313;Hele bevolking;1;0 tot 12 jaar;1999;84.77;1.61
314;Hele bevolking;1;0 tot 12 jaar;2000;84.45;1.75
315;Hele bevolking;1;0 tot 12 jaar;2001;83.44;1.57
316;Hele bevolking;1;0 tot 12 jaar;2002;83.08;1.47
317;Hele bevolking;1;0 tot 12 jaar;2003;84.28;1.35
318;Hele bevolking;1;0 tot 12 jaar;2004;84.84;1.54
319;Hele bevolking;1;0 tot 12 jaar;2005;83.25;1.51
320;Hele bevolking;1;0 tot 12 jaar;2006;82.94;1.84
321;Hele bevolking;1;0 tot 12 jaar;2007;83.26;2.04
322;Hele bevolking;1;12 tot 15 jaar;1985;88.46;6.67
323;Hele bevolking;1;12 tot 15 jaar;1986;90.4;5.43
324;Hele bevolking;1;12 tot 15 jaar;1987;89.73;7.17
325;Hele bevolking;1;12 tot 15 jaar;1988;91.35;6.75
326;Hele bevolking;1;12 tot 15 jaar;1989;90.3;7.16
327;Hele bevolking;1;12 tot 15 jaar;1990;91.33;8.27
328;Hele bevolking;1;12 tot 15 jaar;1991;89.94;5.23
329;Hele bevolking;1;12 tot 15 jaar;1992;90.73;6.32
330;Hele bevolking;1;12 tot 15 jaar;1993;88.14;6.96
331;Hele bevolking;1;12 tot 15 jaar;1994;88.96;6.36
332;Hele bevolking;1;12 tot 15 jaar;1995;87.95;6.65
333;Hele bevolking;1;12 tot 15 jaar;1996;87.68;6.23
334;Hele bevolking;1;12 tot 15 jaar;1997;88.86;6.73
335;Hele bevolking;1;12 tot 15 jaar;1998;88.31;6.56
336;Hele bevolking;1;12 tot 15 jaar;1999;86.39;7.26
