ID;Geslacht;Leerjaren;Migratieachtergrond;Generatie;WoonregioSchoolregio;Regiokenmerken;Perioden;TotaalLeerlingen_1;TotaalVmboHavoVwo_2;AlgemeneLeerjaren123_3;VwoLeerjaar36_4;HavoLeerjaar35_5;VmboLeerjaar34_6;VmboGTLeerjaar34_7;VmboTLeerjaar34_8;VmboGLeerjaar34_9;VmboBKLeerjaar34_10;VmboKLeerjaar34_11;VmboBLeerjaar34_12;AlgemeneLeerjarenExclusiefLwoo_13;VmboExclusiefLwooLeerjaar34_14;VmboGTExclusiefLwooLeerjaar34_15;VmboBKExclusiefLwooLeerjaar34_16;TotaalLwoo14_17;AlgemeneLeerjarenLwoo_18;LwooLeerjaar34_19;LwooGTLeerjaar34_20;LwooBKLeerjaar34_21;Praktijkonderwijs_22
25;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Vier grootste gemeenten (G4);2009/'10;95730.0;91432.0;41303.0;15773.0;12316.0;22040.0;9439.0;8165.0;1274.0;12601.0;6046.0;6555.0;34031.0;15953.0;8804.0;7149.0;13359.0;7272.0;6087.0;635.0;5452.0;4298.0
26;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Vier grootste gemeenten (G4);2010/'11;97254.0;93043.0;42281.0;16253.0;12782.0;21727.0;9490.0;8185.0;1305.0;12237.0;5934.0;6303.0;34950.0;15434.0;8801.0;6633.0;13624.0;7331.0;6293.0;689.0;5604.0;4211.0
27;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Vier grootste gemeenten (G4);2011/'12;99967.0;95810.0;44033.0;16653.0;13073.0;22051.0;9922.0;8622.0;1300.0;12129.0;5960.0;6169.0;36391.0;15595.0;9199.0;6396.0;14098.0;7642.0;6456.0;723.0;5733.0;4157.0
28;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Vier grootste gemeenten (G4);2012/'13;102318.0;98056.0;45093.0;16759.0;13319.0;22885.0;10540.0;9228.0;1312.0;12345.0;5987.0;6358.0;37214.0;16261.0;9772.0;6489.0;14503.0;7879.0;6624.0;768.0;5856.0;4262.0
29;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Vier grootste gemeenten (G4);2013/'14;104685.0;100278.0;45730.0;17250.0;13980.0;23318.0;10855.0;9418.0;1437.0;12463.0;6265.0;6198.0;37883.0;16712.0;10110.0;6602.0;14453.0;7847.0;6606.0;745.0;5861.0;4407.0
30;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Vier grootste gemeenten (G4);2014/'15;107102.0;102559.0;46232.0;17815.0;14729.0;23783.0;11016.0;9644.0;1372.0;12767.0;6483.0;6284.0;38757.0;16969.0;10308.0;6661.0;14289.0;7475.0;6814.0;708.0;6106.0;4543.0
31;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Vier grootste gemeenten (G4);2015/'16;109662.0;104929.0;46706.0;18683.0;15660.0;23880.0;11216.0;9839.0;1377.0;12664.0;6466.0;6198.0;39395.0;17092.0;10505.0;6587.0;14099.0;7311.0;6788.0;711.0;6077.0;4733.0
32;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Vier grootste gemeenten (G4);2016/'17;111468.0;106648.0;47342.0;19767.0;16232.0;23307.0;11002.0;9617.0;1385.0;12305.0;6418.0;5887.0;40368.0;16806.0;10337.0;6469.0;13475.0;6974.0;6501.0;665.0;5836.0;4820.0
33;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Vier grootste gemeenten (G4);2017/'18;113495.0;108716.0;47769.0;20846.0;17087.0;23014.0;11093.0;9678.0;1415.0;11921.0;6282.0;5639.0;41013.0;16675.0;10398.0;6277.0;13095.0;6756.0;6339.0;695.0;5644.0;4779.0
34;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Vier grootste gemeenten (G4);2018/'19;114541.0;109812.0;47922.0;21744.0;17578.0;22568.0;11219.0;9869.0;1350.0;11349.0;6300.0;5049.0;41367.0;16570.0;10469.0;6101.0;12553.0;6555.0;5998.0;750.0;5248.0;4729.0
35;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Vier grootste gemeenten (G4);2019/'20;115614.0;110956.0;48013.0;22858.0;17665.0;22420.0;11407.0;9997.0;1410.0;11013.0;6127.0;4886.0;41665.0;16569.0;10537.0;6032.0;12199.0;6348.0;5851.0;870.0;4981.0;4658.0
36;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Vier grootste gemeenten (G4);2020/'21;116255.0;111608.0;48293.0;23732.0;18243.0;21340.0;10868.0;9434.0;1434.0;10472.0;6027.0;4445.0;42416.0;15699.0;9999.0;5700.0;11518.0;5877.0;5641.0;869.0;4772.0;4647.0
37;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Vier grootste gemeenten (G4);2021/'22;117588.0;113026.0;49695.0;24350.0;18461.0;20520.0;10678.0;9064.0;1614.0;9842.0;5823.0;4019.0;46048.0;17472.0;10332.0;7140.0;6695.0;3647.0;3048.0;346.0;2702.0;4562.0
38;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2003/'04;29755.0;29755.0;13875.0;4409.0;3497.0;7945.0;2863.0;2557.0;306.0;5082.0;1785.0;3297.0;11612.0;5705.0;2770.0;2935.0;4503.0;2263.0;2240.0;93.0;2147.0;
39;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2004/'05;29987.0;29987.0;13801.0;4779.0;3670.0;7704.0;2765.0;2514.0;251.0;4939.0;1730.0;3209.0;11396.0;5475.0;2642.0;2833.0;4634.0;2405.0;2229.0;123.0;2106.0;
40;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2005/'06;31144.0;31144.0;14046.0;4916.0;3792.0;8390.0;2834.0;2653.0;181.0;5556.0;2282.0;3274.0;11101.0;5708.0;2694.0;3014.0;5627.0;2945.0;2682.0;140.0;2542.0;
41;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2006/'07;30646.0;30646.0;13466.0;5125.0;3873.0;8182.0;2851.0;2653.0;198.0;5331.0;2320.0;3011.0;10605.0;5667.0;2676.0;2991.0;5376.0;2861.0;2515.0;175.0;2340.0;
42;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2007/'08;31743.0;30255.0;13402.0;5432.0;3664.0;7757.0;2791.0;2620.0;171.0;4966.0;2192.0;2774.0;10441.0;5009.0;2597.0;2412.0;5709.0;2961.0;2748.0;194.0;2554.0;1488.0
43;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2008/'09;31267.0;29873.0;13263.0;5645.0;3648.0;7317.0;2762.0;2606.0;156.0;4555.0;2090.0;2465.0;10302.0;4836.0;2533.0;2303.0;5442.0;2961.0;2481.0;229.0;2252.0;1394.0
44;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2009/'10;31568.0;30230.0;13541.0;5849.0;3782.0;7058.0;2776.0;2639.0;137.0;4282.0;2025.0;2257.0;10592.0;4806.0;2470.0;2336.0;5201.0;2949.0;2252.0;306.0;1946.0;1338.0
45;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2010/'11;32320.0;31047.0;13957.0;6144.0;4026.0;6920.0;2765.0;2586.0;179.0;4155.0;1918.0;2237.0;10995.0;4344.0;2389.0;1955.0;5538.0;2962.0;2576.0;376.0;2200.0;1273.0
46;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2011/'12;32945.0;31708.0;14400.0;6299.0;4093.0;6916.0;2887.0;2699.0;188.0;4029.0;1929.0;2100.0;11396.0;4206.0;2489.0;1717.0;5714.0;3004.0;2710.0;398.0;2312.0;1237.0
47;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2012/'13;33958.0;32673.0;14677.0;6481.0;4370.0;7145.0;3069.0;2894.0;175.0;4076.0;1904.0;2172.0;11525.0;4308.0;2636.0;1672.0;5989.0;3152.0;2837.0;433.0;2404.0;1285.0
48;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2013/'14;34773.0;33470.0;14964.0;6658.0;4549.0;7299.0;3151.0;2915.0;236.0;4148.0;1985.0;2163.0;11731.0;4431.0;2742.0;1689.0;6101.0;3233.0;2868.0;409.0;2459.0;1303.0
49;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2014/'15;35553.0;34195.0;15128.0;6947.0;4942.0;7178.0;3114.0;2936.0;178.0;4064.0;2009.0;2055.0;12087.0;4373.0;2741.0;1632.0;5846.0;3041.0;2805.0;373.0;2432.0;1358.0
50;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2015/'16;36349.0;34956.0;15316.0;7130.0;5233.0;7277.0;3207.0;3062.0;145.0;4070.0;1975.0;2095.0;12236.0;4425.0;2810.0;1615.0;5932.0;3080.0;2852.0;397.0;2455.0;1393.0
51;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2016/'17;36687.0;35292.0;15430.0;7437.0;5509.0;6916.0;3228.0;3078.0;150.0;3688.0;1843.0;1845.0;12381.0;4281.0;2851.0;1430.0;5684.0;3049.0;2635.0;377.0;2258.0;1395.0
52;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2017/'18;37238.0;35855.0;15618.0;7787.0;5686.0;6764.0;3282.0;3127.0;155.0;3482.0;1753.0;1729.0;12576.0;4143.0;2877.0;1266.0;5663.0;3042.0;2621.0;405.0;2216.0;1383.0
53;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2018/'19;37514.0;36182.0;15592.0;7942.0;5935.0;6713.0;3313.0;3196.0;117.0;3400.0;1938.0;1462.0;12691.0;4080.0;2878.0;1202.0;5534.0;2901.0;2633.0;435.0;2198.0;1332.0
54;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2019/'20;37961.0;36682.0;15555.0;8305.0;6061.0;6761.0;3474.0;3332.0;142.0;3287.0;1861.0;1426.0;12783.0;4164.0;2966.0;1198.0;5369.0;2772.0;2597.0;508.0;2089.0;1279.0
55;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2020/'21;38094.0;36799.0;15610.0;8549.0;6402.0;6238.0;3202.0;3013.0;189.0;3036.0;1839.0;1197.0;13093.0;3841.0;2696.0;1145.0;4914.0;2517.0;2397.0;506.0;1891.0;1295.0
56;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Amsterdam;2021/'22;38661.0;37438.0;16056.0;8887.0;6421.0;6074.0;3127.0;2887.0;240.0;2947.0;1735.0;1212.0;16023.0;6043.0;3124.0;2919.0;64.0;33.0;31.0;3.0;28.0;1223.0
57;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2003/'04;21150.0;21150.0;9929.0;3205.0;2739.0;5237.0;2110.0;1812.0;298.0;3127.0;1272.0;1855.0;8746.0;4327.0;2083.0;2244.0;2093.0;1183.0;910.0;27.0;883.0;
58;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2004/'05;21711.0;21711.0;9991.0;3415.0;2826.0;5443.0;2296.0;1986.0;310.0;3147.0;1295.0;1852.0;8737.0;4563.0;2267.0;2296.0;2134.0;1254.0;880.0;29.0;851.0;
59;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2005/'06;22724.0;22724.0;10250.0;3754.0;3072.0;5648.0;2326.0;1916.0;410.0;3322.0;1531.0;1791.0;8790.0;4697.0;2291.0;2406.0;2411.0;1460.0;951.0;35.0;916.0;
60;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2006/'07;22596.0;22596.0;10218.0;3659.0;3106.0;5613.0;2287.0;1969.0;318.0;3326.0;1619.0;1707.0;8956.0;4574.0;2251.0;2323.0;2301.0;1262.0;1039.0;36.0;1003.0;
61;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2007/'08;23864.0;22713.0;10250.0;3690.0;3266.0;5507.0;2242.0;1826.0;416.0;3265.0;1596.0;1669.0;8781.0;4383.0;2193.0;2190.0;2593.0;1469.0;1124.0;49.0;1075.0;1151.0
62;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2008/'09;23854.0;22731.0;10221.0;3793.0;3297.0;5420.0;2290.0;2061.0;229.0;3130.0;1562.0;1568.0;8773.0;4151.0;2201.0;1950.0;2717.0;1448.0;1269.0;89.0;1180.0;1123.0
63;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2009/'10;23834.0;22772.0;10412.0;3701.0;3300.0;5359.0;2403.0;2046.0;357.0;2956.0;1540.0;1416.0;8987.0;4106.0;2316.0;1790.0;2678.0;1425.0;1253.0;87.0;1166.0;1062.0
64;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2010/'11;24313.0;23256.0;10574.0;3882.0;3517.0;5283.0;2429.0;2111.0;318.0;2854.0;1517.0;1337.0;9184.0;4043.0;2328.0;1715.0;2630.0;1390.0;1240.0;101.0;1139.0;1057.0
65;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2011/'12;24852.0;23797.0;11050.0;4043.0;3514.0;5190.0;2378.0;2088.0;290.0;2812.0;1478.0;1334.0;9608.0;4004.0;2284.0;1720.0;2628.0;1442.0;1186.0;94.0;1092.0;1055.0
66;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2012/'13;25353.0;24290.0;11246.0;3995.0;3622.0;5427.0;2515.0;2286.0;229.0;2912.0;1505.0;1407.0;9844.0;4212.0;2421.0;1791.0;2617.0;1402.0;1215.0;94.0;1121.0;1063.0
67;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2013/'14;26054.0;24914.0;11330.0;4162.0;3934.0;5488.0;2664.0;2447.0;217.0;2824.0;1591.0;1233.0;9930.0;4382.0;2558.0;1824.0;2506.0;1400.0;1106.0;106.0;1000.0;1140.0
68;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2014/'15;26829.0;25633.0;11529.0;4278.0;4071.0;5755.0;2793.0;2546.0;247.0;2962.0;1609.0;1353.0;10134.0;4561.0;2671.0;1890.0;2589.0;1395.0;1194.0;122.0;1072.0;1196.0
69;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2015/'16;27548.0;26297.0;11462.0;4600.0;4322.0;5913.0;2888.0;2623.0;265.0;3025.0;1626.0;1399.0;10096.0;4681.0;2782.0;1899.0;2598.0;1366.0;1232.0;106.0;1126.0;1251.0
70;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2016/'17;28086.0;26800.0;11651.0;4992.0;4417.0;5740.0;2748.0;2439.0;309.0;2992.0;1591.0;1401.0;10330.0;4435.0;2656.0;1779.0;2626.0;1321.0;1305.0;92.0;1213.0;1286.0
71;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2017/'18;28550.0;27266.0;11694.0;5230.0;4720.0;5622.0;2711.0;2437.0;274.0;2911.0;1560.0;1351.0;10339.0;4342.0;2605.0;1737.0;2635.0;1355.0;1280.0;106.0;1174.0;1284.0
72;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2018/'19;29067.0;27797.0;11779.0;5542.0;4912.0;5564.0;2826.0;2462.0;364.0;2738.0;1480.0;1258.0;10403.0;4367.0;2701.0;1666.0;2573.0;1376.0;1197.0;125.0;1072.0;1270.0
73;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2019/'20;29283.0;27982.0;11876.0;5875.0;4703.0;5528.0;2786.0;2424.0;362.0;2742.0;1454.0;1288.0;10489.0;4266.0;2650.0;1616.0;2649.0;1387.0;1262.0;136.0;1126.0;1301.0
74;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2020/'21;29327.0;28045.0;11979.0;5959.0;4703.0;5404.0;2693.0;2392.0;301.0;2711.0;1477.0;1234.0;10688.0;4069.0;2544.0;1525.0;2626.0;1291.0;1335.0;149.0;1186.0;1282.0
75;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;'s-Gravenhage (gemeente);2021/'22;29699.0;28408.0;12354.0;6160.0;4643.0;5251.0;2777.0;2417.0;360.0;2474.0;1488.0;986.0;10919.0;3993.0;2629.0;1364.0;2693.0;1435.0;1258.0;148.0;1110.0;1291.0
76;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Rotterdam;2003/'04;28239.0;28239.0;13253.0;3349.0;3642.0;7994.0;2997.0;2548.0;449.0;4997.0;1756.0;3241.0;11056.0;6565.0;2947.0;3618.0;3626.0;2197.0;1429.0;50.0;1379.0;
77;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Rotterdam;2004/'05;28022.0;28022.0;13169.0;3465.0;3687.0;7700.0;3053.0;2443.0;610.0;4647.0;1872.0;2775.0;10763.0;6358.0;2997.0;3361.0;3748.0;2406.0;1342.0;56.0;1286.0;
78;Totaal mannen en vrouwen;Totaal leerjaren;Totaal;Totaal;Woonregio;Rotterdam;2005/'06;28994.0;28994.0;13253.0;3700.0;3720.0;8321.0;3278.0;2629.0;649.0;5043.0;2168.0;2875.0;10421.0;6671.0;3195.0;3476.0;4482.0;2832.0;1650.0;83.0;1567.0;
