ID;SociaaleconomischeCategorie;BeroepenEnSpecialismen;Sector;RegioS;Perioden;MedischGeschoolden_1
51;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Nederland (LD);2020;66165
52;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Nederland (LD);2021;68145
53;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Nederland (LD);2022;69850
54;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Nederland (LD);2023;68735
55;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (LD) incl. buitenland;2013;1685
56;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (LD) incl. buitenland;2014;1435
57;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (LD) incl. buitenland;2015;1595
58;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (LD) incl. buitenland;2016;1530
59;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (LD) incl. buitenland;2017;1645
60;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (LD) incl. buitenland;2018;1695
61;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (LD) incl. buitenland;2019;2460
62;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (LD) incl. buitenland;2020;2395
63;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (LD) incl. buitenland;2021;2600
64;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (LD) incl. buitenland;2022;2780
65;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (LD) incl. buitenland;2023;2835
66;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (PV);2013;14030
67;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (PV);2014;12665
68;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (PV);2015;12930
69;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (PV);2016;13260
70;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (PV);2017;13520
71;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (PV);2018;13845
72;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (PV);2019;13940
73;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (PV);2020;14475
74;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (PV);2021;14900
75;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (PV);2022;15140
76;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (PV);2023;14905
77;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Fryslân (PV);2013;12760
78;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Fryslân (PV);2014;10445
79;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Fryslân (PV);2015;10855
80;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Fryslân (PV);2016;11115
81;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Fryslân (PV);2017;11435
82;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Fryslân (PV);2018;11860
83;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Fryslân (PV);2019;11740
84;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Fryslân (PV);2020;12265
85;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Fryslân (PV);2021;12690
86;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Fryslân (PV);2022;13040
87;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Fryslân (PV);2023;12825
88;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Drenthe (PV);2013;10955
89;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Drenthe (PV);2014;9280
90;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Drenthe (PV);2015;9500
91;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Drenthe (PV);2016;9625
92;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Drenthe (PV);2017;9920
93;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Drenthe (PV);2018;10275
94;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Drenthe (PV);2019;10210
95;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Drenthe (PV);2020;10670
96;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Drenthe (PV);2021;11075
97;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Drenthe (PV);2022;11405
98;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Drenthe (PV);2023;11200
99;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Overijssel (PV);2013;22690
100;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Overijssel (PV);2014;19375
101;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Overijssel (PV);2015;19920
102;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Overijssel (PV);2016;20495
103;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Overijssel (PV);2017;21165
104;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Overijssel (PV);2018;21795
105;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Overijssel (PV);2019;21755
106;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Overijssel (PV);2020;22795
107;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Overijssel (PV);2021;23705
108;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Overijssel (PV);2022;24405
109;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Overijssel (PV);2023;24200
110;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Flevoland (PV);2013;5985
111;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Flevoland (PV);2014;5075
112;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Flevoland (PV);2015;5215
113;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Flevoland (PV);2016;5245
114;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Flevoland (PV);2017;5415
115;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Flevoland (PV);2018;5315
116;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Flevoland (PV);2019;5545
117;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Flevoland (PV);2020;5730
118;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Flevoland (PV);2021;6050
119;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Flevoland (PV);2022;6200
120;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Flevoland (PV);2023;6125
121;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Gelderland (PV);2013;42905
122;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Gelderland (PV);2014;36460
123;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Gelderland (PV);2015;37465
124;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Gelderland (PV);2016;38325
125;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Gelderland (PV);2017;39355
126;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Gelderland (PV);2018;40435
127;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Gelderland (PV);2019;39925
128;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Gelderland (PV);2020;41400
129;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Gelderland (PV);2021;42760
130;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Gelderland (PV);2022;43965
131;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Gelderland (PV);2023;43340
132;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Utrecht (PV);2013;29950
133;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Utrecht (PV);2014;26125
134;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Utrecht (PV);2015;26640
135;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Utrecht (PV);2016;27150
136;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Utrecht (PV);2017;27660
137;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Utrecht (PV);2018;28335
138;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Utrecht (PV);2019;28600
139;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Utrecht (PV);2020;29685
140;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Utrecht (PV);2021;30425
141;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Utrecht (PV);2022;31075
142;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Utrecht (PV);2023;30740
143;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Holland (PV);2013;53060
144;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Holland (PV);2014;46780
145;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Holland (PV);2015;47800
146;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Holland (PV);2016;48730
147;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Holland (PV);2017;49305
148;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Holland (PV);2018;49605
149;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Holland (PV);2019;49195
150;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Holland (PV);2020;50120
151;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Holland (PV);2021;51090
152;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Holland (PV);2022;51615
153;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Holland (PV);2023;50580
154;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Holland (PV);2013;60835
155;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Holland (PV);2014;53650
156;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Holland (PV);2015;55085
157;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Holland (PV);2016;56425
158;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Holland (PV);2017;57775
159;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Holland (PV);2018;59275
160;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Holland (PV);2019;58480
161;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Holland (PV);2020;60400
162;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Holland (PV);2021;62005
163;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Holland (PV);2022;63285
164;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zuid-Holland (PV);2023;62710
165;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zeeland (PV);2013;7070
166;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zeeland (PV);2014;5885
167;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zeeland (PV);2015;5980
168;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zeeland (PV);2016;6080
169;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zeeland (PV);2017;6195
170;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zeeland (PV);2018;6370
171;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zeeland (PV);2019;6200
172;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zeeland (PV);2020;6400
173;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zeeland (PV);2021;6570
174;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zeeland (PV);2022;6760
175;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Zeeland (PV);2023;6650
176;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Brabant (PV);2013;47095
177;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Brabant (PV);2014;39930
178;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Brabant (PV);2015;40855
179;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Brabant (PV);2016;41740
180;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Brabant (PV);2017;42715
181;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Brabant (PV);2018;43715
182;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Brabant (PV);2019;42810
183;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Brabant (PV);2020;44235
184;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Brabant (PV);2021;45490
185;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Brabant (PV);2022;46645
186;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Noord-Brabant (PV);2023;45925
187;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Limburg (PV);2013;23285
188;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Limburg (PV);2014;20060
189;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Limburg (PV);2015;20555
190;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Limburg (PV);2016;20900
191;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Limburg (PV);2017;21305
192;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Limburg (PV);2018;21780
193;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Limburg (PV);2019;21275
194;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Limburg (PV);2020;21930
195;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Limburg (PV);2021;22650
196;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Limburg (PV);2022;23205
197;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Limburg (PV);2023;22810
198;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (PV) incl. buitenland;2013;1685
199;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (PV) incl. buitenland;2014;1435
200;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (PV) incl. buitenland;2015;1595
201;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (PV) incl. buitenland;2016;1530
202;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (PV) incl. buitenland;2017;1645
203;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (PV) incl. buitenland;2018;1695
204;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (PV) incl. buitenland;2019;2460
205;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (PV) incl. buitenland;2020;2395
206;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (PV) incl. buitenland;2021;2600
207;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (PV) incl. buitenland;2022;2780
208;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Niet in te delen (PV) incl. buitenland;2023;2835
209;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (RA);2013;14030
210;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (RA);2014;12665
211;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (RA);2015;12930
212;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (RA);2016;13260
213;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (RA);2017;13520
214;Werknemer of zelfstandige;Totaal BIG-geregistreerde beroepen;Totaal inclusief geen sector;Groningen (RA);2018;13845
