ID;LeeftijdMoederBijGeboorteKind;AantalKinderenInHetHuishouden;SamenstellingHuishouden;MigratieachtergrondKind;Perioden;LevendGeborenKinderen_1
20;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met Nederlandse achtergrond;2018;123010
21;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met Nederlandse achtergrond;2019;123030
22;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met Nederlandse achtergrond;2020;122698
23;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met Nederlandse achtergrond;2021;132118
24;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met migratieachtergrond;2010;45312
25;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met migratieachtergrond;2011;44833
26;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met migratieachtergrond;2012;44550
27;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met migratieachtergrond;2013;42913
28;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met migratieachtergrond;2014;44770
29;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met migratieachtergrond;2015;44072
30;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met migratieachtergrond;2016;45417
31;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met migratieachtergrond;2017;44874
32;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met migratieachtergrond;2018;45515
33;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met migratieachtergrond;2019;46650
34;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met migratieachtergrond;2020;45983
35;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Totaal met migratieachtergrond;2021;47323
36;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Westerse migratieachtergrond;2010;13797
37;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Westerse migratieachtergrond;2011;13939
38;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Westerse migratieachtergrond;2012;14032
39;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Westerse migratieachtergrond;2013;13992
40;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Westerse migratieachtergrond;2014;14925
41;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Westerse migratieachtergrond;2015;15084
42;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Westerse migratieachtergrond;2016;15361
43;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Westerse migratieachtergrond;2017;15649
44;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Westerse migratieachtergrond;2018;15812
45;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Westerse migratieachtergrond;2019;16388
46;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Westerse migratieachtergrond;2020;16513
47;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Westerse migratieachtergrond;2021;17648
48;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Niet-westerse migratieachtergrond;2010;31515
49;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Niet-westerse migratieachtergrond;2011;30894
50;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Niet-westerse migratieachtergrond;2012;30518
51;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Niet-westerse migratieachtergrond;2013;28921
52;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Niet-westerse migratieachtergrond;2014;29845
53;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Niet-westerse migratieachtergrond;2015;28988
54;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Niet-westerse migratieachtergrond;2016;30056
55;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Niet-westerse migratieachtergrond;2017;29225
56;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Niet-westerse migratieachtergrond;2018;29703
57;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Niet-westerse migratieachtergrond;2019;30262
58;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Niet-westerse migratieachtergrond;2020;29470
59;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Niet-westerse migratieachtergrond;2021;29675
60;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige niet-westerse migratieachterg...;2010;13299
61;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige niet-westerse migratieachterg...;2011;13366
62;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige niet-westerse migratieachterg...;2012;13717
63;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige niet-westerse migratieachterg...;2013;13169
64;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige niet-westerse migratieachterg...;2014;13923
65;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige niet-westerse migratieachterg...;2015;14233
66;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige niet-westerse migratieachterg...;2016;15646
67;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige niet-westerse migratieachterg...;2017;15833
68;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige niet-westerse migratieachterg...;2018;16976
69;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige niet-westerse migratieachterg...;2019;17664
70;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige niet-westerse migratieachterg...;2020;17401
71;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige niet-westerse migratieachterg...;2021;18017
72;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige westerse migratieachtergrond;2010;7826
73;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige westerse migratieachtergrond;2011;7885
74;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige westerse migratieachtergrond;2012;7817
75;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige westerse migratieachtergrond;2013;7660
76;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige westerse migratieachtergrond;2014;8167
77;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige westerse migratieachtergrond;2015;8321
78;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige westerse migratieachtergrond;2016;8544
79;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige westerse migratieachtergrond;2017;8589
80;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige westerse migratieachtergrond;2018;8684
81;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige westerse migratieachtergrond;2019;9331
82;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige westerse migratieachtergrond;2020;9647
83;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Overige westerse migratieachtergrond;2021;10486
84;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Afrika;2010;12313
85;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Afrika;2011;12017
86;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Afrika;2012;11787
87;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Afrika;2013;11192
88;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Afrika;2014;11224
89;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Afrika;2015;10762
90;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Afrika;2016;10665
91;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Afrika;2017;10381
92;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Afrika;2018;10379
93;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Afrika;2019;10638
94;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Afrika;2020;10175
95;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Afrika;2021;9861
96;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Amerika;2010;8298
97;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Amerika;2011;8101
98;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Amerika;2012;7667
99;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Amerika;2013;7445
100;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Amerika;2014;7514
101;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Amerika;2015;7226
102;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Amerika;2016;7212
103;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Amerika;2017;6906
104;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Amerika;2018;6865
105;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Amerika;2019;7120
106;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Amerika;2020;7145
107;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Amerika;2021;7447
108;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Azië;2010;7280
109;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Azië;2011;7352
110;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Azië;2012;7649
111;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Azië;2013;7284
112;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Azië;2014;7849
113;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Azië;2015;8205
114;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Azië;2016;9345
115;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Azië;2017;9442
116;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Azië;2018;10059
117;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Azië;2019;10342
118;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Azië;2020;10178
119;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Azië;2021;10547
120;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2010;17176
121;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2011;17115
122;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2012;17187
123;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2013;16774
124;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2014;17964
125;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2015;17623
126;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2016;17970
127;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2017;17921
128;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2018;17996
129;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2019;18331
130;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2020;18237
131;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europa (excl. Nederlandse achtergrond);2021;19196
132;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Oceanië;2010;245
133;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Oceanië;2011;248
134;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Oceanië;2012;260
135;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Oceanië;2013;218
136;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Oceanië;2014;219
137;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Oceanië;2015;256
138;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Oceanië;2016;225
139;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Oceanië;2017;224
140;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Oceanië;2018;216
141;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Oceanië;2019;219
142;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Oceanië;2020;248
143;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Oceanië;2021;272
144;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2010;9472
145;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2011;9631
146;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2012;9816
147;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2013;9899
148;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2014;10664
149;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2015;10779
150;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2016;11050
151;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2017;11388
152;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2018;11592
153;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2019;11876
154;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2020;11421
155;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Europese Unie (excl. Nederlandse acht...;2021;12235
156;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;België;2010;1219
157;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;België;2011;1103
158;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;België;2012;1078
159;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;België;2013;1049
160;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;België;2014;1092
161;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;België;2015;1066
162;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;België;2016;1037
163;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;België;2017;1044
164;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;België;2018;1036
165;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;België;2019;1029
166;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;België;2020;1001
167;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;België;2021;1160
168;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Duitsland;2010;2060
169;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Duitsland;2011;2011
170;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Duitsland;2012;1895
171;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Duitsland;2013;1901
172;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Duitsland;2014;1868
173;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Duitsland;2015;1727
174;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Duitsland;2016;1751
175;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Duitsland;2017;1716
176;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Duitsland;2018;1747
177;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Duitsland;2019;1753
178;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Duitsland;2020;1840
179;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Duitsland;2021;1906
180;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Indonesië;2010;846
181;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Indonesië;2011;809
182;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Indonesië;2012;789
183;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Indonesië;2013;741
184;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Indonesië;2014;741
185;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Indonesië;2015;731
186;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Indonesië;2016;647
187;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Indonesië;2017;635
188;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Indonesië;2018;591
189;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Indonesië;2019;571
190;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Indonesië;2020;479
191;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Indonesië;2021;519
192;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Marokko;2010;7286
193;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Marokko;2011;7093
194;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Marokko;2012;6804
195;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Marokko;2013;6370
196;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Marokko;2014;6382
197;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Marokko;2015;5943
198;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Marokko;2016;5725
199;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Marokko;2017;5342
200;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Marokko;2018;4901
201;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Marokko;2019;4885
202;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Marokko;2020;4671
203;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Marokko;2021;4325
204;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2010;2330
205;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2011;2236
206;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2012;2170
207;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2013;2179
208;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2014;2258
209;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2015;2141
210;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2016;2169
211;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2017;2056
212;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2018;2100
213;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2019;2116
214;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2020;2198
215;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Voormalige Nederlandse Antillen, Aruba;2021;2206
216;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Polen;2010;1846
217;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Polen;2011;2131
218;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Polen;2012;2453
219;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Polen;2013;2641
220;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Polen;2014;3057
221;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Polen;2015;3239
222;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Polen;2016;3382
223;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Polen;2017;3665
224;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Polen;2018;3754
225;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Polen;2019;3704
226;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Polen;2020;3546
227;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Polen;2021;3577
228;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Suriname;2010;3347
229;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Suriname;2011;3158
230;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Suriname;2012;2901
231;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Suriname;2013;2696
232;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Suriname;2014;2518
233;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Suriname;2015;2340
234;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Suriname;2016;2247
235;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Suriname;2017;2090
236;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Suriname;2018;1975
237;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Suriname;2019;1994
238;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Suriname;2020;1922
239;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Suriname;2021;1850
240;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Turkije;2010;5253
241;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Turkije;2011;5041
242;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Turkije;2012;4926
243;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Turkije;2013;4507
244;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Turkije;2014;4764
245;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Turkije;2015;4331
246;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Turkije;2016;4269
247;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Turkije;2017;3904
248;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Turkije;2018;3751
249;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Turkije;2019;3603
250;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Turkije;2020;3278
251;Totaal leeftijd;Totaal aantal kinderen;Totaal huishoudens;Turkije;2021;3277
252;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal;2010;13974
253;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal;2011;14505
254;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal;2012;14923
255;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal;2013;14559
256;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal;2014;15231
257;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal;2015;15219
258;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal;2016;15428
259;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal;2017;15334
260;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal;2018;15206
261;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal;2019;14952
262;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal;2020;14531
263;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal;2021;14916
264;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal met Nederlandse achtergrond;2010;7349
265;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal met Nederlandse achtergrond;2011;7708
266;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal met Nederlandse achtergrond;2012;7982
267;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal met Nederlandse achtergrond;2013;7886
268;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal met Nederlandse achtergrond;2014;8524
269;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal met Nederlandse achtergrond;2015;8466
270;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal met Nederlandse achtergrond;2016;8616
271;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal met Nederlandse achtergrond;2017;8453
272;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal met Nederlandse achtergrond;2018;8349
273;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal met Nederlandse achtergrond;2019;8198
274;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal met Nederlandse achtergrond;2020;8089
275;Totaal leeftijd;Totaal aantal kinderen;Eenouderhuishouden;Totaal met Nederlandse achtergrond;2021;8510
