ID;Geslacht;Startjaar;OpleidingsrichtingEnSectorStartjaar;OpleidingsrichtingEnSectorDiploma;Peilmoment;OnderwijspositiePeilmoment;TotaalDeelnemersStartjaar_1;TotaalGediplomeerden_2;Niveau1_3;Niveau2_4;Niveau3_5;Niveau4_6;NietGediplomeerden_7;TotaalGediplomeerden_8;Niveau1_9;Niveau2_10;Niveau3_11;Niveau4_12;NietGediplomeerden_13
10;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;31050.0;17611.0;1630.0;10836.0;4316.0;829.0;13439.0;57.0;5.0;35.0;14.0;3.0;43.0
11;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;72717.0;57118.0;3298.0;14914.0;10909.0;27997.0;15599.0;79.0;5.0;21.0;15.0;39.0;21.0
12;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;103767.0;82032.0;5015.0;26858.0;16837.0;33322.0;21735.0;79.0;5.0;26.0;16.0;32.0;21.0
13;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;18614.0;12627.0;1171.0;7604.0;2864.0;988.0;5987.0;68.0;6.0;41.0;15.0;5.0;32.0
14;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;85153.0;69405.0;3844.0;19254.0;13973.0;32334.0;15748.0;82.0;5.0;23.0;16.0;38.0;18.0
15;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;103767.0;84760.0;5062.0;27380.0;17533.0;34785.0;19007.0;82.0;5.0;26.0;17.0;34.0;18.0
16;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;12366.0;9009.0;887.0;5213.0;2009.0;900.0;3357.0;73.0;7.0;42.0;16.0;7.0;27.0
17;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;91401.0;75751.0;4175.0;22167.0;15524.0;33885.0;15650.0;83.0;5.0;24.0;17.0;37.0;17.0
18;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;103767.0;86274.0;5095.0;27692.0;17923.0;35564.0;17493.0;83.0;5.0;27.0;17.0;34.0;17.0
19;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;8223.0;6374.0;666.0;3611.0;1412.0;685.0;1849.0;78.0;8.0;44.0;17.0;8.0;22.0
20;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Totaal deelnemers startjaar;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;95544.0;79900.0;4429.0;24081.0;16511.0;34879.0;15644.0;84.0;5.0;25.0;17.0;37.0;16.0
21;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;7.0;0.0;0.0;0.0;7.0;;0.0;0.0;0.0;0.0;0.0;
22;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
23;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;7.0;0.0;0.0;0.0;7.0;;0.0;0.0;0.0;0.0;0.0;
24;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;43.0;0.0;0.0;0.0;43.0;;0.0;0.0;0.0;0.0;0.0;
25;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
26;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;43.0;0.0;0.0;0.0;43.0;;0.0;0.0;0.0;0.0;0.0;
27;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;1860.0;0.0;0.0;0.0;1860.0;;2.0;0.0;0.0;0.0;2.0;
28;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;50.0;0.0;0.0;0.0;50.0;;0.0;0.0;0.0;0.0;0.0;
29;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1810.0;0.0;0.0;0.0;1810.0;;4.0;0.0;0.0;0.0;4.0;
30;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;2447.0;0.0;0.0;0.0;2447.0;;2.0;0.0;0.0;0.0;2.0;
31;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;121.0;0.0;0.0;0.0;121.0;;0.0;0.0;0.0;0.0;0.0;
32;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2326.0;0.0;0.0;0.0;2326.0;;3.0;0.0;0.0;0.0;3.0;
33;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;2585.0;0.0;0.0;0.0;2585.0;;2.0;0.0;0.0;0.0;2.0;
34;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;146.0;0.0;0.0;0.0;146.0;;1.0;0.0;0.0;0.0;1.0;
35;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2439.0;0.0;0.0;0.0;2439.0;;3.0;0.0;0.0;0.0;3.0;
36;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;2618.0;0.0;0.0;0.0;2618.0;;3.0;0.0;0.0;0.0;3.0;
37;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;114.0;0.0;0.0;0.0;114.0;;1.0;0.0;0.0;0.0;1.0;
38;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2504.0;0.0;0.0;0.0;2504.0;;3.0;0.0;0.0;0.0;3.0;
39;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;2639.0;0.0;0.0;0.0;2639.0;;3.0;0.0;0.0;0.0;3.0;
40;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;86.0;0.0;0.0;0.0;86.0;;1.0;0.0;0.0;0.0;1.0;
41;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;01 Onderwijs;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2553.0;0.0;0.0;0.0;2553.0;;3.0;0.0;0.0;0.0;3.0;
42;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;13.0;0.0;13.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
43;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;11.0;0.0;11.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
44;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2.0;0.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
45;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;359.0;0.0;285.0;38.0;36.0;;0.0;0.0;0.0;0.0;0.0;
46;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;226.0;0.0;197.0;27.0;2.0;;0.0;0.0;0.0;0.0;0.0;
47;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;133.0;0.0;88.0;11.0;34.0;;1.0;0.0;0.0;0.0;0.0;
48;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;1204.0;0.0;390.0;313.0;501.0;;1.0;0.0;0.0;0.0;0.0;
49;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;448.0;0.0;240.0;192.0;16.0;;1.0;0.0;0.0;0.0;0.0;
50;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;756.0;0.0;150.0;121.0;485.0;;2.0;0.0;0.0;0.0;1.0;
51;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;3887.0;0.0;435.0;420.0;3032.0;;4.0;0.0;0.0;0.0;3.0;
52;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;449.0;0.0;208.0;155.0;86.0;;1.0;0.0;1.0;0.0;0.0;
53;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;3438.0;0.0;227.0;265.0;2946.0;;5.0;0.0;0.0;0.0;4.0;
54;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;4650.0;0.0;457.0;475.0;3718.0;;4.0;0.0;0.0;0.0;4.0;
55;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;339.0;0.0;162.0;97.0;80.0;;2.0;0.0;1.0;1.0;0.0;
56;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;4311.0;0.0;295.0;378.0;3638.0;;5.0;0.0;0.0;0.0;4.0;
57;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;4932.0;0.0;465.0;496.0;3971.0;;5.0;0.0;0.0;0.0;4.0;
58;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;236.0;0.0;101.0;53.0;82.0;;2.0;0.0;1.0;0.0;1.0;
59;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;4696.0;0.0;364.0;443.0;3889.0;;5.0;0.0;0.0;0.0;4.0;
60;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;5084.0;0.0;468.0;505.0;4111.0;;5.0;0.0;0.0;0.0;4.0;
61;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;173.0;0.0;54.0;43.0;76.0;;2.0;0.0;1.0;1.0;1.0;
62;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;4911.0;0.0;414.0;462.0;4035.0;;5.0;0.0;0.0;0.0;4.0;
63;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;6.0;0.0;0.0;0.0;6.0;;0.0;0.0;0.0;0.0;0.0;
64;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
65;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;6.0;0.0;0.0;0.0;6.0;;0.0;0.0;0.0;0.0;0.0;
66;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;46.0;0.0;0.0;0.0;46.0;;0.0;0.0;0.0;0.0;0.0;
67;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
68;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;45.0;0.0;0.0;0.0;45.0;;0.0;0.0;0.0;0.0;0.0;
69;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;423.0;0.0;0.0;0.0;423.0;;0.0;0.0;0.0;0.0;0.0;
70;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;4.0;0.0;0.0;0.0;4.0;;0.0;0.0;0.0;0.0;0.0;
71;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;419.0;0.0;0.0;0.0;419.0;;1.0;0.0;0.0;0.0;1.0;
72;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;546.0;0.0;0.0;0.0;546.0;;1.0;0.0;0.0;0.0;1.0;
73;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;15.0;0.0;0.0;0.0;15.0;;0.0;0.0;0.0;0.0;0.0;
74;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;531.0;0.0;0.0;0.0;531.0;;1.0;0.0;0.0;0.0;1.0;
75;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;585.0;0.0;0.0;0.0;585.0;;1.0;0.0;0.0;0.0;1.0;
76;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;12.0;0.0;0.0;0.0;12.0;;0.0;0.0;0.0;0.0;0.0;
77;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;573.0;0.0;0.0;0.0;573.0;;1.0;0.0;0.0;0.0;1.0;
78;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;597.0;0.0;0.0;0.0;597.0;;1.0;0.0;0.0;0.0;1.0;
79;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;5.0;0.0;0.0;0.0;5.0;;0.0;0.0;0.0;0.0;0.0;
80;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;592.0;0.0;0.0;0.0;592.0;;1.0;0.0;0.0;0.0;1.0;
81;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;604.0;0.0;0.0;0.0;604.0;;1.0;0.0;0.0;0.0;1.0;
82;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;3.0;0.0;0.0;0.0;3.0;;0.0;0.0;0.0;0.0;0.0;
83;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;03 Journalistiek, gedrag en maatschappij;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;601.0;0.0;0.0;0.0;601.0;;1.0;0.0;0.0;0.0;1.0;
84;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;945.0;204.0;460.0;175.0;106.0;;1.0;0.0;0.0;0.0;0.0;
85;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;672.0;167.0;350.0;150.0;5.0;;1.0;0.0;0.0;0.0;0.0;
86;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;273.0;37.0;110.0;25.0;101.0;;3.0;0.0;1.0;0.0;1.0;
87;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;6037.0;296.0;2763.0;2252.0;726.0;;6.0;0.0;3.0;2.0;1.0;
88;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;3888.0;190.0;1904.0;1782.0;12.0;;5.0;0.0;2.0;2.0;0.0;
89;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;2149.0;106.0;859.0;470.0;714.0;;9.0;0.0;4.0;2.0;3.0;
90;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;13009.0;314.0;3788.0;4090.0;4817.0;;13.0;0.0;4.0;4.0;5.0;
91;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;4329.0;122.0;2261.0;1875.0;71.0;;8.0;0.0;4.0;3.0;0.0;
92;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;8680.0;192.0;1527.0;2215.0;4746.0;;18.0;0.0;3.0;5.0;10.0;
93;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;15941.0;319.0;4191.0;4886.0;6545.0;;15.0;0.0;4.0;5.0;6.0;
94;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;3414.0;91.0;1991.0;1169.0;163.0;;11.0;0.0;6.0;4.0;1.0;
95;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;12527.0;228.0;2200.0;3717.0;6382.0;;17.0;0.0;3.0;5.0;9.0;
96;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;17157.0;326.0;4387.0;5285.0;7159.0;;17.0;0.0;4.0;5.0;7.0;
97;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;2365.0;69.0;1374.0;754.0;168.0;;13.0;0.0;7.0;4.0;1.0;
98;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;14792.0;257.0;3013.0;4531.0;6991.0;;17.0;0.0;4.0;5.0;8.0;
99;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;17714.0;331.0;4493.0;5483.0;7407.0;;17.0;0.0;4.0;5.0;7.0;
100;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;1649.0;58.0;921.0;520.0;150.0;;13.0;0.0;7.0;4.0;1.0;
101;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;16065.0;273.0;3572.0;4963.0;7257.0;;18.0;0.0;4.0;5.0;8.0;
102;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;04 Recht, administratie, handel en za...;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;18035.0;338.0;4562.0;5581.0;7554.0;;17.0;0.0;4.0;5.0;7.0;
