ID;Woonplaatsen;Woonplaatscode_1;Naam_2;Code_3;Naam_4;Code_5;Naam_6;Code_7
1431;Nieuwland;WP2111    ;Vijfheerenlanden                   ;GM1961    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1432;Nieuwlande;WP1816    ;Hoogeveen                          ;GM0118    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1433;Nieuwlande Coevorden;WP2158    ;Coevorden                          ;GM0109    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1434;Nieuw-Lekkerland;WP2795    ;Molenlanden                        ;GM1978    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1435;Nieuwleusen;WP1239    ;Dalfsen                            ;GM0148    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1436;Nieuwolda;WP1896    ;Oldambt                            ;GM1895    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1437;Nieuwpoort;WP1807    ;Molenlanden                        ;GM1978    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1438;Nieuw-Roden;WP1643    ;Noordenveld                        ;GM1699    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1439;Nieuw-Schoonebeek;WP1995    ;Emmen                              ;GM0114    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1440;Nieuwstadt;WP2047    ;Echt-Susteren                      ;GM1711    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1441;Nieuwveen;WP2670    ;Nieuwkoop                          ;GM0569    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1442;Nieuw-Vennep;WP1602    ;Haarlemmermeer                     ;GM0394    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1443;Nieuwvliet;WP2969    ;Sluis                              ;GM1714    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1444;Nieuw-Vossemeer;WP1404    ;Steenbergen                        ;GM0851    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1445;Nieuw-Weerdinge;WP1996    ;Emmen                              ;GM0114    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1446;Niezijl;WP2122    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1447;Niftrik;WP2569    ;Wijchen                            ;GM0296    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1448;Nigtevecht;WP2222    ;Stichtse Vecht                     ;GM1904    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1449;Nij Altoenae;WP3330    ;Waadhoeke                          ;GM1949    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1450;Nij Beets;WP3352    ;Opsterland                         ;GM0086    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1451;Nijbroek;WP2607    ;Voorst                             ;GM0285    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1452;Nijeberkoop;WP1761    ;Ooststellingwerf                   ;GM0085    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1453;Nijega;WP3284    ;Smallingerland                     ;GM0090    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1454;Nijehaske;WP3521    ;De Fryske Marren                   ;GM1940    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1455;Nijeholtpade;WP1726    ;Weststellingwerf                   ;GM0098    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1456;Nijeholtwolde;WP1727    ;Weststellingwerf                   ;GM0098    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1457;Nijelamer;WP1728    ;Weststellingwerf                   ;GM0098    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1458;Nijemirdum;WP1679    ;De Fryske Marren                   ;GM1940    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1459;Nijensleek;WP3116    ;Westerveld                         ;GM1701    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1460;Nijetrijne;WP1729    ;Weststellingwerf                   ;GM0098    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1461;Nijeveen;WP1083    ;Meppel                             ;GM0119    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1462;Nijhuizum;WP1972    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1463;Nijkerk;WP3606    ;Nijkerk                            ;GM0267    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1464;Nijkerkerveen;WP3607    ;Nijkerk                            ;GM0267    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1465;Nijland;WP2414    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1466;Nijlande;WP1173    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1467;Nijmegen;WP3030    ;Nijmegen                           ;GM0268    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1468;Nijverdal;WP3584    ;Hellendoorn                        ;GM0163    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1469;Nispen;WP1591    ;Roosendaal                         ;GM1674    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1470;Nisse;WP1260    ;Borsele                            ;GM0654    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1471;Nistelrode;WP3062    ;Bernheze                           ;GM1721    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1472;Noardburgum;WP2450    ;Tytsjerksteradiel                  ;GM0737    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1473;Nooitgedacht;WP1174    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1474;Noorbeek;WP1696    ;Eijsden-Margraten                  ;GM1903    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1475;Noordbeemster;WP2171    ;Purmerend                          ;GM0439    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1476;Noordbroek;WP2279    ;Midden-Groningen                   ;GM1952    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1477;Noordeinde;WP1905    ;Alkmaar                            ;GM0361    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1478;Noordeinde Gld;WP3070    ;Oldebroek                          ;GM0269    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1479;Noordeloos;WP1436    ;Molenlanden                        ;GM1978    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1480;Noorden;WP2668    ;Nieuwkoop                          ;GM0569    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1481;Noordgouwe;WP2681    ;Schouwen-Duiveland                 ;GM1676    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1482;Noordhoek;WP1325    ;Moerdijk                           ;GM1709    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1483;Noordhorn;WP2123    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1484;Noordlaren;WP1268    ;Groningen                          ;GM0014    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1485;Noord-Scharwoude;WP1118    ;Dijk en Waard                      ;GM1980    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1486;Noordscheschut;WP1817    ;Hoogeveen                          ;GM0118    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1487;Noord-Sleen;WP2159    ;Coevorden                          ;GM0109    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1488;Noordwelle;WP2682    ;Schouwen-Duiveland                 ;GM1676    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1489;Noordwijk;WP2061    ;Noordwijk                          ;GM0575    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1490;Noordwijk;WP2265    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1491;Noordwijkerhout;WP1927    ;Noordwijk                          ;GM0575    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1492;Noordwolde;WP1730    ;Weststellingwerf                   ;GM0098    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1493;Noordwolde;WP2830    ;Het Hogeland                       ;GM1966    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1494;Nootdorp;WP1142    ;Pijnacker-Nootdorp                 ;GM1926    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1495;Norg;WP1644    ;Noordenveld                        ;GM1699    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1496;Notter;WP1090    ;Wierden                            ;GM0189    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1497;Nuenen;WP2136    ;Nuenen, Gerwen en Nederwetten      ;GM0820    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1498;Nuis;WP2266    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1499;Nuland;WP3611    ;'s-Hertogenbosch                   ;GM0796    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1500;Numansdorp;WP2372    ;Hoeksche Waard                     ;GM1963    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1501;Nunhem;WP2954    ;Leudal                             ;GM1640    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1502;Nunspeet;WP2982    ;Nunspeet                           ;GM0302    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1503;Nuth;WP2358    ;Beekdaelen                         ;GM1954    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1504;Nutter;WP1411    ;Dinkelland                         ;GM1774    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1505;Obbicht;WP2817    ;Sittard-Geleen                     ;GM1883    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1506;Obdam;WP1187    ;Koggenland                         ;GM1598    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1507;Ochten;WP1097    ;Neder-Betuwe                       ;GM1740    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1508;Odijk;WP2604    ;Bunnik                             ;GM0312    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1509;Odiliapeel;WP1849    ;Maashorst                          ;GM1991    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1510;Odoorn;WP1798    ;Borger-Odoorn                      ;GM1681    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1511;Odoornerveen;WP1799    ;Borger-Odoorn                      ;GM1681    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1512;Oeffelt;WP1219    ;Land van Cuijk                     ;GM1982    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1513;Oegstgeest;WP2744    ;Oegstgeest                         ;GM0579    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1514;Oene;WP1347    ;Epe                                ;GM0232    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1515;Oentsjerk;WP2443    ;Tytsjerksteradiel                  ;GM0737    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1516;Den Oever;WP1489    ;Hollands Kroon                     ;GM1911    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1517;Offingawier;WP3506    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1518;Ohé en Laak;WP1923    ;Maasgouw                           ;GM1641    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1519;Oijen;WP3470    ;Oss                                ;GM0828    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1520;Oirlo;WP3604    ;Venray                             ;GM0984    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1521;Oirsbeek;WP2101    ;Beekdaelen                         ;GM1954    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1522;Oirschot;WP1207    ;Oirschot                           ;GM0823    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1523;Oisterwijk;WP2646    ;Oisterwijk                         ;GM0824    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1524;Okkenbroek;WP2859    ;Deventer                           ;GM0150    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1525;Olburgen;WP1529    ;Bronckhorst                        ;GM1876    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1526;Oldeberkoop;WP1762    ;Ooststellingwerf                   ;GM0085    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1527;Oldebroek;WP3071    ;Oldebroek                          ;GM0269    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1528;Oldeholtpade;WP1731    ;Weststellingwerf                   ;GM0098    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1529;Oldeholtwolde;WP1732    ;Weststellingwerf                   ;GM0098    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1530;Oldehove;WP2124    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1531;Oldekerk;WP2179    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1532;Oldelamer;WP1733    ;Weststellingwerf                   ;GM0098    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1533;Oldemarkt;WP2707    ;Steenwijkerland                    ;GM1708    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1534;Oldenzaal;WP1668    ;Oldenzaal                          ;GM0173    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1535;Oldenzijl;WP3476    ;Het Hogeland                       ;GM1966    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1536;Oldeouwer;WP2498    ;De Fryske Marren                   ;GM1940    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1537;Oldetrijne;WP1734    ;Weststellingwerf                   ;GM0098    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1538;Olst;WP1379    ;Olst-Wijhe                         ;GM1773    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1539;Olterterp;WP3353    ;Opsterland                         ;GM0086    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1540;Ommel;WP2930    ;Asten                              ;GM0743    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1541;Ommen;WP3629    ;Ommen                              ;GM0175    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1542;Ommeren;WP3381    ;Buren                              ;GM0214    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1543;Onderdendam;WP2831    ;Het Hogeland                       ;GM1966    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1544;Onna;WP2708    ;Steenwijkerland                    ;GM1708    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1545;Onnen;WP1269    ;Groningen                          ;GM0014    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1546;Onstwedde;WP3076    ;Stadskanaal                        ;GM0037    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1547;Ooij;WP2877    ;Berg en Dal                        ;GM1945    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1548;Ooltgensplaat;WP2133    ;Goeree-Overflakkee                 ;GM1924    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1549;Oost West en Middelbeers;WP1208    ;Oirschot                           ;GM0823    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1550;Oostburg;WP2960    ;Sluis                              ;GM1714    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1551;Oostdijk;WP3464    ;Reimerswaal                        ;GM0703    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1552;Oosteind;WP2957    ;Oosterhout                         ;GM0826    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1553;Oosterbeek;WP2990    ;Renkum                             ;GM0274    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1554;Oosterbierum;WP1375    ;Waadhoeke                          ;GM1949    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1555;Oosterblokker;WP3619    ;Drechterland                       ;GM0498    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1556;Oosterend;WP2742    ;Texel                              ;GM0448    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1557;Oosterend;WP2614    ;Terschelling                       ;GM0093    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1558;Oosterhesselen;WP2160    ;Coevorden                          ;GM0109    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1559;Oosterhout;WP1869    ;Overbetuwe                         ;GM1734    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1560;Oosterhout;WP3596    ;Oosterhout                         ;GM0826    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1561;Oosterland;WP2683    ;Schouwen-Duiveland                 ;GM1676    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1562;Oosterleek;WP1510    ;Drechterland                       ;GM0498    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1563;Oosternieland;WP3477    ;Het Hogeland                       ;GM1966    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1564;Oosternijkerk;WP3407    ;Noardeast-Fryslân                  ;GM1970    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1565;Oosterstreek;WP1735    ;Weststellingwerf                   ;GM0098    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1566;Oosterwijk;WP2274    ;Vijfheerenlanden                   ;GM1961    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1567;Oosterwijtwerd;WP3451    ;Eemsdelta                          ;GM1979    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1568;Oosterwolde;WP1763    ;Ooststellingwerf                   ;GM0085    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1569;Oosterwolde Gld;WP3072    ;Oldebroek                          ;GM0269    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1570;Oosterzee;WP2246    ;De Fryske Marren                   ;GM1940    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1571;Oost-Graftdijk;WP3554    ;Alkmaar                            ;GM0361    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1572;Oosthem;WP2415    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1573;Oosthuizen;WP1841    ;Edam-Volendam                      ;GM0385    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1574;Oostkapelle;WP2781    ;Veere                              ;GM0717    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1575;Oostknollendam;WP2285    ;Wormerland                         ;GM0880    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1576;Oostrum;WP3605    ;Venray                             ;GM0984    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1577;Oostrum;WP3408    ;Noardeast-Fryslân                  ;GM1970    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1578;Oost-Souburg;WP1076    ;Vlissingen                         ;GM0718    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1579;Oostvoorne;WP1209    ;Westvoorne                         ;GM0614    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1580;Oostwold;WP1898    ;Oldambt                            ;GM1895    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1581;Oostwold;WP2344    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1582;Oostwoud;WP3567    ;Medemblik                          ;GM0420    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1583;Oostzaan;WP2113    ;Oostzaan                           ;GM0431    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1584;Ootmarsum;WP1412    ;Dinkelland                         ;GM1774    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1585;Opeinde;WP3285    ;Smallingerland                     ;GM0090    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1586;Opende;WP2180    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1587;Ophemert;WP3364    ;West Betuwe                        ;GM1960    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1588;Opheusden;WP1098    ;Neder-Betuwe                       ;GM1740    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1589;Opijnen;WP3365    ;West Betuwe                        ;GM1960    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1590;Oploo;WP2082    ;Land van Cuijk                     ;GM1982    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1591;Opmeer;WP2791    ;Opmeer                             ;GM0432    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1592;Oppenhuizen;WP2416    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1593;Opperdoes;WP3155    ;Medemblik                          ;GM0420    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1594;Oranje;WP3019    ;Midden-Drenthe                     ;GM1731    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1595;Oranjewoud;WP2189    ;Heerenveen                         ;GM0074    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1596;Orvelte;WP3020    ;Midden-Drenthe                     ;GM1731    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1597;Ospel;WP2038    ;Nederweert                         ;GM0946    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1598;Oss;WP3249    ;Oss                                ;GM0828    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1599;Ossendrecht;WP1002    ;Woensdrecht                        ;GM0873    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1600;Ossenisse;WP3102    ;Hulst                              ;GM0677    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1601;Ossenwaard;WP2842    ;Vijfheerenlanden                   ;GM1961    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1602;Ossenzijl;WP2709    ;Steenwijkerland                    ;GM1708    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1603;Oterleek;WP1888    ;Alkmaar                            ;GM0361    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1604;Otterlo;WP2767    ;Ede                                ;GM0228    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
1605;Ottersum;WP2480    ;Gennep                             ;GM0907    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
1606;Ottoland;WP3628    ;Molenlanden                        ;GM1978    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1607;Oud Ade;WP3540    ;Kaag en Braassem                   ;GM1884    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1608;Oud Annerveen;WP1175    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1609;Oud Gastel;WP1248    ;Halderberge                        ;GM1655    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1610;Oud Ootmarsum;WP1413    ;Dinkelland                         ;GM1774    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
1611;Oud Zuilen;WP2066    ;Stichtse Vecht                     ;GM1904    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
1612;Oud-Alblas;WP1985    ;Molenlanden                        ;GM1978    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1613;Oud-Beijerland;WP2793    ;Hoeksche Waard                     ;GM1963    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1614;Ouddorp;WP2932    ;Goeree-Overflakkee                 ;GM1924    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1615;Oude Meer;WP1599    ;Haarlemmermeer                     ;GM0394    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1616;Oude Niedorp;WP2519    ;Hollands Kroon                     ;GM1911    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1617;Oude Pekela;WP1397    ;Pekela                             ;GM0765    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1618;Oude Wetering;WP3039    ;Kaag en Braassem                   ;GM1884    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1619;Oude Willem;WP3117    ;Westerveld                         ;GM1701    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1620;Oudebildtzijl;WP3328    ;Waadhoeke                          ;GM1949    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1621;Oudega;WP1680    ;De Fryske Marren                   ;GM1940    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1622;Oudega;WP2417    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1623;Oudega;WP3286    ;Smallingerland                     ;GM0090    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1624;Oudehaske;WP3522    ;De Fryske Marren                   ;GM1940    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1625;Oudehorne;WP2195    ;Heerenveen                         ;GM0074    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1626;Oudelande;WP1261    ;Borsele                            ;GM0654    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
1627;Oudemirdum;WP1681    ;De Fryske Marren                   ;GM1940    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1628;Oudemolen;WP1320    ;Moerdijk                           ;GM1709    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1629;Oudemolen;WP2917    ;Tynaarlo                           ;GM1730    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
1630;Oudenbosch;WP1246    ;Halderberge                        ;GM1655    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
1631;Oudendijk;WP1188    ;Koggenland                         ;GM1598    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1632;Oudenhoorn;WP1388    ;Hellevoetsluis                     ;GM0530    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1633;Ouderkerk aan de Amstel;WP2129    ;Ouder-Amstel                       ;GM0437    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1634;Ouderkerk aan den IJssel;WP2373    ;Krimpenerwaard                     ;GM1931    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1635;Oudeschans;WP2233    ;Westerwolde                        ;GM1950    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1636;Oudeschild;WP2743    ;Texel                              ;GM0448    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1637;Oudeschip;WP3478    ;Het Hogeland                       ;GM1966    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
1638;Oudeschoot;WP2188    ;Heerenveen                         ;GM0074    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
1639;Oudesluis;WP2763    ;Schagen                            ;GM0441    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
1640;Oude-Tonge;WP2134    ;Goeree-Overflakkee                 ;GM1924    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
1641;Oudewater;WP1910    ;Oudewater                          ;GM0589    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
