ID;Geslacht;Zwangerschapsduur;Perioden;Geborenen_1;Levendgeborenen_2;Doodgeborenen_3;Overleden1eWeek_4;PerinataleSterfteTMDag7_5;DoodgeborenenPer1000Geborenen_6;Overleden1eWeek1000Levendgeborenen_7;PerinatStTMDag71000Geborenen_8;Geborenen_9;Levendgeborenen_10;Doodgeborenen_11;NeonataleSterfte_12;PerinataleSterfteTMDag28_13;DoodgeborenenPer1000Geborenen_14;NeonataleSterfte1000Levendgeborenen_15;PerinatStTMDag281000Geborenen_16;Levendgeborenen_17;Overleden1eWeek_18;NeonataleSterfte_19;Zuigelingensterfte_20;Overleden1eWeek1000Levendgeborenen_21;NeonataleSterfte1000Levendgeborenen_22;Zuigelingensterfte1000Levendgeborenen_23
122;Totaal jongens en meisjes;30 weken;2009;382;357;25.0;8.0;33.0;66.6;21.5;86.6;382;357;25.0;12.0;38.0;66.6;34.5;98.8;357;8.0;12.0;16.0;21.5;34.5;46.0
123;Totaal jongens en meisjes;30 weken;2010;370;341;30.0;10.0;40.0;79.7;30.5;107.8;370;341;30.0;15.0;44.0;79.7;42.8;119.1;341;10.0;15.0;20.0;30.5;42.8;57.5
124;Totaal jongens en meisjes;30 weken;2011;359;333;27.0;;31.0;74.5;;86.1;359;333;27.0;;31.0;74.5;;86.1;333;;;7.0;;;21.7
125;Totaal jongens en meisjes;30 weken;2012;367;335;33.0;5.0;38.0;88.9;16.2;103.6;367;335;33.0;5.0;38.0;88.9;16.2;103.6;335;5.0;5.0;10.0;16.2;16.2;28.5
126;Totaal jongens en meisjes;30 weken;2013;363;338;24.0;10.0;35.0;66.1;29.6;96.4;363;338;24.0;15.0;40.0;66.1;44.4;110.2;338;10.0;15.0;19.0;29.6;44.4;56.2
127;Totaal jongens en meisjes;30 weken;2014;336;309;28.0;9.0;36.0;82.4;28.0;108.0;336;309;28.0;13.0;40.0;82.4;41.3;120.3;309;9.0;13.0;18.0;28.0;41.3;58.6
128;Totaal jongens en meisjes;30 weken;2015;344;324;20.0;10.0;30.0;57.4;32.0;87.6;344;324;20.0;12.0;32.0;57.4;38.1;93.4;324;10.0;12.0;13.0;32.0;38.1;41.2
129;Totaal jongens en meisjes;30 weken;2016;338;320;18.0;8.0;26.0;52.8;24.7;76.2;338;320;18.0;10.0;28.0;52.8;31.1;82.2;320;8.0;10.0;12.0;24.7;31.1;37.3
130;Totaal jongens en meisjes;31 weken;2004;541;502;39.0;15.0;54.0;72.0;29.6;99.5;541;502;39.0;19.0;58.0;72.0;37.9;107.2;502;15.0;19.0;26.0;29.6;37.9;51.3
131;Totaal jongens en meisjes;31 weken;2005;495;463;33.0;15.0;48.0;65.8;32.5;96.1;495;463;33.0;24.0;57.0;65.8;52.9;115.2;463;15.0;24.0;26.0;32.5;52.9;55.1
132;Totaal jongens en meisjes;31 weken;2006;516;481;35.0;5.0;40.0;67.1;11.0;77.4;516;481;35.0;10.0;45.0;67.1;21.5;87.2;481;5.0;10.0;12.0;11.0;21.5;25.8
133;Totaal jongens en meisjes;31 weken;2007;529;491;38.0;15.0;53.0;71.4;30.2;99.4;529;491;38.0;20.0;58.0;71.4;40.6;109.1;491;15.0;20.0;24.0;30.2;40.6;49.0
134;Totaal jongens en meisjes;31 weken;2008;522;500;22.0;10.0;32.0;41.2;20.2;60.6;522;500;22.0;15.0;37.0;41.2;30.4;70.4;500;10.0;15.0;18.0;20.2;30.4;36.5
135;Totaal jongens en meisjes;31 weken;2009;537;502;35.0;14.0;49.0;65.0;27.5;90.7;537;502;35.0;17.0;52.0;65.0;33.8;96.6;502;14.0;17.0;22.0;27.5;33.8;44.3
136;Totaal jongens en meisjes;31 weken;2010;488;463;26.0;8.0;34.0;52.3;17.8;69.2;488;463;26.0;12.0;38.0;52.3;26.9;77.7;463;8.0;12.0;13.0;17.8;26.9;29.0
137;Totaal jongens en meisjes;31 weken;2011;466;444;22.0;5.0;28.0;47.9;11.9;59.2;466;444;22.0;6.0;29.0;47.9;14.5;61.6;444;5.0;6.0;8.0;11.9;14.5;19.0
138;Totaal jongens en meisjes;31 weken;2012;420;395;25.0;;28.0;58.7;;66.3;420;395;25.0;6.0;31.0;58.7;15.6;73.4;395;;6.0;12.0;;15.6;31.3
139;Totaal jongens en meisjes;31 weken;2013;437;417;20.0;13.0;33.0;45.8;31.2;75.5;437;417;20.0;15.0;35.0;45.8;36.0;80.1;417;13.0;15.0;16.0;31.2;36.0;38.4
140;Totaal jongens en meisjes;31 weken;2014;443;420;23.0;8.0;31.0;51.8;19.5;70.3;443;420;23.0;10.0;33.0;51.8;24.3;74.8;420;8.0;10.0;12.0;19.5;24.3;29.1
141;Totaal jongens en meisjes;31 weken;2015;418;400;18.0;10.0;28.0;42.7;24.3;65.9;418;400;18.0;12.0;30.0;42.7;29.3;70.7;400;10.0;12.0;14.0;24.3;29.3;34.3
142;Totaal jongens en meisjes;31 weken;2016;452;427;25.0;9.0;34.0;55.2;22.2;76.1;452;427;25.0;12.0;37.0;55.2;27.3;81.0;427;9.0;12.0;16.0;22.2;27.3;36.7
143;Totaal jongens en meisjes;32 weken;2004;731;696;35.0;10.0;44.0;47.6;13.8;60.8;731;696;35.0;12.0;46.0;47.6;16.7;63.6;696;10.0;12.0;17.0;13.8;16.7;24.1
144;Totaal jongens en meisjes;32 weken;2005;771;730;41.0;18.0;59.0;53.5;24.4;76.6;771;730;41.0;20.0;61.0;53.5;27.3;79.4;730;18.0;20.0;27.0;24.4;27.3;37.1
145;Totaal jongens en meisjes;32 weken;2006;749;720;29.0;10.0;38.0;38.4;13.2;51.1;749;720;29.0;18.0;46.0;38.4;24.6;62.1;720;10.0;18.0;24.0;13.2;24.6;33.0
146;Totaal jongens en meisjes;32 weken;2007;746;713;34.0;11.0;44.0;45.2;14.9;59.4;746;713;34.0;14.0;47.0;45.2;19.1;63.4;713;11.0;14.0;14.0;14.9;19.1;19.1
147;Totaal jongens en meisjes;32 weken;2008;726;693;34.0;15.0;49.0;46.5;22.3;67.8;726;693;34.0;18.0;52.0;46.5;26.6;71.9;693;15.0;18.0;21.0;22.3;26.6;29.7
148;Totaal jongens en meisjes;32 weken;2009;672;646;26.0;6.0;31.0;38.0;9.0;46.7;672;646;26.0;9.0;35.0;38.0;14.0;51.4;646;6.0;9.0;15.0;9.0;14.0;23.6
149;Totaal jongens en meisjes;32 weken;2010;692;667;26.0;12.0;37.0;37.0;17.4;53.7;692;667;26.0;13.0;38.0;37.0;19.0;55.3;667;12.0;13.0;15.0;17.4;19.0;22.0
150;Totaal jongens en meisjes;32 weken;2011;677;648;29.0;7.0;36.0;42.3;11.2;53.0;677;648;29.0;9.0;38.0;42.3;14.3;56.0;648;7.0;9.0;13.0;11.2;14.3;20.6
151;Totaal jongens en meisjes;32 weken;2012;602;576;26.0;9.0;35.0;42.5;16.4;58.2;602;576;26.0;17.0;42.0;42.5;28.8;70.0;576;9.0;17.0;19.0;16.4;28.8;32.5
152;Totaal jongens en meisjes;32 weken;2013;697;671;26.0;15.0;41.0;37.3;22.4;58.8;697;671;26.0;17.0;43.0;37.3;25.3;61.7;671;15.0;17.0;20.0;22.4;25.3;29.8
153;Totaal jongens en meisjes;32 weken;2014;673;650;23.0;14.0;37.0;34.4;21.2;54.9;673;650;23.0;15.0;38.0;34.4;22.8;56.4;650;14.0;15.0;19.0;21.2;22.8;29.1
154;Totaal jongens en meisjes;32 weken;2015;611;594;17.0;9.0;26.0;28.0;15.2;42.8;611;594;17.0;13.0;30.0;28.0;22.1;49.5;594;9.0;13.0;15.0;15.2;22.1;25.5
155;Totaal jongens en meisjes;32 weken;2016;593;576;18.0;10.0;28.0;29.9;17.8;47.2;593;576;18.0;12.0;30.0;29.9;21.4;50.6;576;10.0;12.0;17.0;17.8;21.4;30.1
156;Totaal jongens en meisjes;33 weken;2004;1220;1178;42.0;15.0;58.0;34.8;13.0;47.3;1220;1178;42.0;15.0;58.0;34.8;13.0;47.3;1178;15.0;15.0;15.0;13.0;13.0;13.0
157;Totaal jongens en meisjes;33 weken;2005;1125;1087;38.0;15.0;53.0;34.0;13.9;47.4;1125;1087;38.0;22.0;61.0;34.0;20.5;53.8;1087;15.0;22.0;26.0;13.9;20.5;24.4
158;Totaal jongens en meisjes;33 weken;2006;1091;1065;26.0;9.0;35.0;23.7;8.9;32.4;1091;1065;26.0;16.0;42.0;23.7;14.7;38.1;1065;9.0;16.0;17.0;8.9;14.7;15.7
159;Totaal jongens en meisjes;33 weken;2007;1022;984;38.0;8.0;46.0;37.2;8.3;45.2;1022;984;38.0;12.0;50.0;37.2;12.5;49.3;984;8.0;12.0;13.0;8.3;12.5;13.6
160;Totaal jongens en meisjes;33 weken;2008;1074;1044;31.0;7.0;37.0;28.6;6.5;34.9;1074;1044;31.0;7.0;37.0;28.6;6.5;34.9;1044;7.0;7.0;9.0;6.5;6.5;8.4
161;Totaal jongens en meisjes;33 weken;2009;1077;1049;29.0;9.0;38.0;26.5;8.7;35.0;1077;1049;29.0;11.0;40.0;26.5;10.6;36.9;1049;9.0;11.0;14.0;8.7;10.6;13.6
162;Totaal jongens en meisjes;33 weken;2010;1014;984;30.0;10.0;40.0;30.1;9.8;39.6;1014;984;30.0;14.0;44.0;30.1;14.1;43.7;984;10.0;14.0;16.0;9.8;14.1;16.1
163;Totaal jongens en meisjes;33 weken;2011;991;967;23.0;8.0;32.0;23.5;8.7;32.0;991;967;23.0;15.0;38.0;23.5;15.1;38.3;967;8.0;15.0;19.0;8.7;15.1;19.3
164;Totaal jongens en meisjes;33 weken;2012;953;931;22.0;8.0;30.0;22.7;8.9;31.4;953;931;22.0;11.0;33.0;22.7;12.2;34.6;931;8.0;11.0;14.0;8.9;12.2;15.5
165;Totaal jongens en meisjes;33 weken;2013;977;959;18.0;6.0;24.0;18.4;6.3;24.6;977;959;18.0;9.0;27.0;18.4;9.4;27.6;959;6.0;9.0;12.0;6.3;9.4;12.5
166;Totaal jongens en meisjes;33 weken;2014;988;969;19.0;12.0;31.0;19.2;12.4;31.4;988;969;19.0;14.0;33.0;19.2;14.5;33.5;969;12.0;14.0;16.0;12.4;14.5;16.6
167;Totaal jongens en meisjes;33 weken;2015;909;885;24.0;9.0;33.0;26.3;9.7;35.8;909;885;24.0;13.0;37.0;26.3;14.3;40.2;885;9.0;13.0;13.0;9.7;14.3;14.3
168;Totaal jongens en meisjes;33 weken;2016;824;807;17.0;9.0;26.0;20.6;11.4;31.8;824;807;17.0;10.0;27.0;20.6;12.9;33.2;807;9.0;10.0;11.0;11.4;12.9;14.1
169;Totaal jongens en meisjes;34 weken;2004;1876;1827;49.0;14.0;62.0;26.1;7.4;33.3;1876;1827;49.0;18.0;66.0;26.1;9.6;35.4;1827;14.0;18.0;21.0;7.4;9.6;11.4
170;Totaal jongens en meisjes;34 weken;2005;1768;1726;43.0;12.0;54.0;24.1;6.7;30.7;1768;1726;43.0;15.0;58.0;24.1;8.7;32.6;1726;12.0;15.0;20.0;6.7;8.7;11.6
171;Totaal jongens en meisjes;34 weken;2006;1735;1696;39.0;15.0;54.0;22.5;8.6;30.9;1735;1696;39.0;19.0;58.0;22.5;11.0;33.2;1696;15.0;19.0;30.0;8.6;11.0;17.6
172;Totaal jongens en meisjes;34 weken;2007;1701;1670;31.0;13.0;43.0;18.0;7.5;25.4;1701;1670;31.0;16.0;46.0;18.0;9.4;27.2;1670;13.0;16.0;23.0;7.5;9.4;13.8
173;Totaal jongens en meisjes;34 weken;2008;1706;1680;27.0;14.0;41.0;15.6;8.6;24.0;1706;1680;27.0;15.0;42.0;15.6;9.1;24.6;1680;14.0;15.0;20.0;8.6;9.1;11.7
174;Totaal jongens en meisjes;34 weken;2009;1829;1798;30.0;10.0;41.0;16.6;5.8;22.3;1829;1798;30.0;12.0;43.0;16.6;6.9;23.4;1798;10.0;12.0;16.0;5.8;6.9;8.7
175;Totaal jongens en meisjes;34 weken;2010;1853;1827;25.0;11.0;37.0;13.7;6.3;19.9;1853;1827;25.0;12.0;38.0;13.7;6.8;20.4;1827;11.0;12.0;17.0;6.3;6.8;9.1
176;Totaal jongens en meisjes;34 weken;2011;1652;1616;36.0;20.0;56.0;21.5;12.6;33.9;1652;1616;36.0;22.0;58.0;21.5;13.9;35.1;1616;20.0;22.0;23.0;12.6;13.9;14.5
177;Totaal jongens en meisjes;34 weken;2012;1632;1603;29.0;10.0;39.0;17.7;6.5;24.0;1632;1603;29.0;14.0;43.0;17.7;9.0;26.5;1603;10.0;14.0;22.0;6.5;9.0;13.4
178;Totaal jongens en meisjes;34 weken;2013;1598;1581;17.0;11.0;28.0;10.6;7.0;17.5;1598;1581;17.0;13.0;30.0;10.6;8.2;18.8;1581;11.0;13.0;19.0;7.0;8.2;12.0
179;Totaal jongens en meisjes;34 weken;2014;1537;1511;26.0;8.0;34.0;16.9;5.5;22.3;1537;1511;26.0;12.0;38.0;16.9;8.2;24.9;1511;8.0;12.0;15.0;5.5;8.2;10.2
180;Totaal jongens en meisjes;34 weken;2015;1450;1418;32.0;7.0;39.0;21.8;5.3;27.0;1450;1418;32.0;7.0;39.0;21.8;5.3;27.0;1418;7.0;7.0;12.0;5.3;5.3;8.1
181;Totaal jongens en meisjes;34 weken;2016;1461;1426;35.0;9.0;43.0;23.7;6.0;29.6;1461;1426;35.0;9.0;43.0;23.7;6.0;29.6;1426;9.0;9.0;13.0;6.0;6.0;8.9
182;Totaal jongens en meisjes;35 weken;2004;2917;2862;56.0;17.0;73.0;19.1;6.0;24.9;2917;2862;56.0;22.0;78.0;19.1;7.7;26.7;2862;17.0;22.0;36.0;6.0;7.7;12.4
183;Totaal jongens en meisjes;35 weken;2005;2845;2787;59.0;18.0;77.0;20.6;6.6;27.0;2845;2787;59.0;24.0;82.0;20.6;8.5;28.9;2787;18.0;24.0;31.0;6.6;8.5;11.1
184;Totaal jongens en meisjes;35 weken;2006;2676;2634;42.0;18.0;60.0;15.8;6.7;22.3;2676;2634;42.0;22.0;64.0;15.8;8.2;23.9;2634;18.0;22.0;32.0;6.7;8.2;12.1
185;Totaal jongens en meisjes;35 weken;2007;2630;2604;26.0;12.0;39.0;10.1;4.7;14.7;2630;2604;26.0;19.0;46.0;10.1;7.5;17.5;2604;12.0;19.0;24.0;4.7;7.5;9.1
186;Totaal jongens en meisjes;35 weken;2008;2705;2666;38.0;13.0;51.0;14.1;4.8;18.9;2705;2666;38.0;19.0;57.0;14.1;7.1;21.1;2666;13.0;19.0;24.0;4.8;7.1;9.1
187;Totaal jongens en meisjes;35 weken;2009;2627;2598;29.0;10.0;39.0;11.0;3.8;14.7;2627;2598;29.0;12.0;41.0;11.0;4.6;15.5;2598;10.0;12.0;19.0;3.8;4.6;7.4
188;Totaal jongens en meisjes;35 weken;2010;2666;2626;40.0;11.0;51.0;14.9;4.4;19.2;2666;2626;40.0;16.0;55.0;14.9;5.9;20.8;2626;11.0;16.0;23.0;4.4;5.9;8.7
189;Totaal jongens en meisjes;35 weken;2011;2375;2345;30.0;9.0;39.0;12.7;3.7;16.4;2375;2345;30.0;11.0;41.0;12.7;4.6;17.3;2345;9.0;11.0;16.0;3.7;4.6;6.7
190;Totaal jongens en meisjes;35 weken;2012;2580;2550;31.0;8.0;38.0;11.9;3.0;14.8;2580;2550;31.0;11.0;41.0;11.9;4.2;16.0;2550;8.0;11.0;18.0;3.0;4.2;7.0
191;Totaal jongens en meisjes;35 weken;2013;2469;2438;31.0;11.0;42.0;12.6;4.5;17.0;2469;2438;31.0;14.0;45.0;12.6;5.7;18.2;2438;11.0;14.0;16.0;4.5;5.7;6.6
192;Totaal jongens en meisjes;35 weken;2014;2428;2400;28.0;11.0;39.0;11.6;4.5;16.0;2428;2400;28.0;13.0;41.0;11.6;5.3;16.9;2400;11.0;13.0;18.0;4.5;5.3;7.5
193;Totaal jongens en meisjes;35 weken;2015;2330;2296;34.0;9.0;43.0;14.4;4.1;18.4;2330;2296;34.0;13.0;47.0;14.4;5.9;20.2;2296;9.0;13.0;17.0;4.1;5.9;7.2
194;Totaal jongens en meisjes;35 weken;2016;2164;2132;32.0;9.0;41.0;14.8;4.2;19.0;2164;2132;32.0;10.0;42.0;14.8;4.7;19.5;2132;9.0;10.0;23.0;4.2;4.7;10.6
195;Totaal jongens en meisjes;36 weken;2004;5100;5034;67.0;27.0;93.0;13.1;5.3;18.3;5100;5034;67.0;32.0;99.0;13.1;6.3;19.3;5034;27.0;32.0;42.0;5.3;6.3;8.4
196;Totaal jongens en meisjes;36 weken;2005;4939;4883;56.0;32.0;88.0;11.4;6.6;17.9;4939;4883;56.0;39.0;95.0;11.4;7.9;19.2;4883;32.0;39.0;53.0;6.6;7.9;10.9
197;Totaal jongens en meisjes;36 weken;2006;5005;4957;48.0;16.0;64.0;9.5;3.2;12.7;5005;4957;48.0;24.0;72.0;9.5;4.9;14.4;4957;16.0;24.0;29.0;3.2;4.9;5.9
198;Totaal jongens en meisjes;36 weken;2007;4738;4699;39.0;13.0;52.0;8.2;2.8;11.0;4738;4699;39.0;19.0;59.0;8.2;4.1;12.4;4699;13.0;19.0;25.0;2.8;4.1;5.3
199;Totaal jongens en meisjes;36 weken;2008;5044;5006;38.0;11.0;48.0;7.4;2.2;9.6;5044;5006;38.0;14.0;51.0;7.4;2.8;10.2;5006;11.0;14.0;22.0;2.2;2.8;4.4
200;Totaal jongens en meisjes;36 weken;2009;5295;5254;41.0;17.0;58.0;7.7;3.2;11.0;5295;5254;41.0;24.0;65.0;7.7;4.6;12.3;5254;17.0;24.0;33.0;3.2;4.6;6.3
201;Totaal jongens en meisjes;36 weken;2010;5353;5309;44.0;23.0;67.0;8.2;4.3;12.4;5353;5309;44.0;26.0;70.0;8.2;4.9;13.0;5309;23.0;26.0;35.0;4.3;4.9;6.6
202;Totaal jongens en meisjes;36 weken;2011;5033;4997;36.0;15.0;51.0;7.1;3.0;10.1;5033;4997;36.0;18.0;54.0;7.1;3.6;10.7;4997;15.0;18.0;33.0;3.0;3.6;6.6
203;Totaal jongens en meisjes;36 weken;2012;4890;4856;34.0;10.0;43.0;6.9;2.0;8.9;4890;4856;34.0;14.0;48.0;6.9;2.9;9.7;4856;10.0;14.0;23.0;2.0;2.9;4.8
204;Totaal jongens en meisjes;36 weken;2013;4662;4635;27.0;10.0;37.0;5.8;2.2;7.9;4662;4635;27.0;15.0;42.0;5.8;3.2;9.0;4635;10.0;15.0;20.0;2.2;3.2;4.3
205;Totaal jongens en meisjes;36 weken;2014;4770;4734;35.0;15.0;50.0;7.4;3.1;10.5;4770;4734;35.0;16.0;51.0;7.4;3.3;10.7;4734;15.0;16.0;22.0;3.1;3.3;4.6
206;Totaal jongens en meisjes;36 weken;2015;4576;4539;36.0;9.0;45.0;8.0;2.0;9.9;4576;4539;36.0;13.0;49.0;8.0;2.9;10.8;4539;9.0;13.0;22.0;2.0;2.9;4.9
207;Totaal jongens en meisjes;36 weken;2016;4622;4581;41.0;10.0;51.0;8.9;2.1;11.0;4622;4581;41.0;13.0;54.0;8.9;2.8;11.7;4581;10.0;13.0;19.0;2.1;2.8;4.1
208;Totaal jongens en meisjes;37 weken;2004;11810;11732;77.0;18.0;95.0;6.5;1.5;8.1;11810;11732;77.0;25.0;103.0;6.5;2.2;8.7;11732;18.0;25.0;46.0;1.5;2.2;3.9
209;Totaal jongens en meisjes;37 weken;2005;11029;10973;57.0;20.0;76.0;5.1;1.8;6.9;11029;10973;57.0;28.0;85.0;5.1;2.6;7.7;10973;20.0;28.0;46.0;1.8;2.6;4.2
210;Totaal jongens en meisjes;37 weken;2006;11250;11189;61.0;12.0;72.0;5.4;1.0;6.4;11250;11189;61.0;20.0;81.0;5.4;1.8;7.2;11189;12.0;20.0;41.0;1.0;1.8;3.6
211;Totaal jongens en meisjes;37 weken;2007;11011;10959;53.0;15.0;68.0;4.8;1.4;6.1;11011;10959;53.0;28.0;81.0;4.8;2.6;7.4;10959;15.0;28.0;44.0;1.4;2.6;4.0
212;Totaal jongens en meisjes;37 weken;2008;11875;11800;75.0;19.0;94.0;6.3;1.6;8.0;11875;11800;75.0;24.0;100.0;6.3;2.1;8.4;11800;19.0;24.0;39.0;1.6;2.1;3.3
213;Totaal jongens en meisjes;37 weken;2009;12670;12617;53.0;17.0;70.0;4.2;1.4;5.6;12670;12617;53.0;24.0;78.0;4.2;1.9;6.1;12617;17.0;24.0;41.0;1.4;1.9;3.2
214;Totaal jongens en meisjes;37 weken;2010;13163;13114;48.0;20.0;68.0;3.7;1.5;5.2;13163;13114;48.0;29.0;78.0;3.7;2.2;5.9;13114;20.0;29.0;45.0;1.5;2.2;3.4
215;Totaal jongens en meisjes;37 weken;2011;13120;13073;48.0;21.0;69.0;3.6;1.6;5.2;13120;13073;48.0;29.0;77.0;3.6;2.2;5.9;13073;21.0;29.0;44.0;1.6;2.2;3.3
216;Totaal jongens en meisjes;37 weken;2012;13421;13382;39.0;17.0;57.0;2.9;1.3;4.2;13421;13382;39.0;31.0;70.0;2.9;2.3;5.2;13382;17.0;31.0;44.0;1.3;2.3;3.3
217;Totaal jongens en meisjes;37 weken;2013;13272;13234;38.0;18.0;56.0;2.9;1.4;4.2;13272;13234;38.0;34.0;72.0;2.9;2.6;5.4;13234;18.0;34.0;47.0;1.4;2.6;3.6
218;Totaal jongens en meisjes;37 weken;2014;13492;13456;36.0;15.0;51.0;2.7;1.1;3.8;13492;13456;36.0;22.0;58.0;2.7;1.6;4.3;13456;15.0;22.0;37.0;1.1;1.6;2.8
219;Totaal jongens en meisjes;37 weken;2015;13054;13011;43.0;11.0;54.0;3.3;0.8;4.1;13054;13011;43.0;18.0;61.0;3.3;1.4;4.7;13011;11.0;18.0;28.0;0.8;1.4;2.2
220;Totaal jongens en meisjes;37 weken;2016;12855;12827;28.0;15.0;43.0;2.2;1.2;3.4;12855;12827;28.0;25.0;53.0;2.2;2.0;4.1;12827;15.0;25.0;43.0;1.2;2.0;3.3
221;Totaal jongens en meisjes;38 weken;2004;27552;27466;86.0;32.0;118.0;3.1;1.2;4.3;27552;27466;86.0;56.0;142.0;3.1;2.0;5.2;27466;32.0;56.0;84.0;1.2;2.0;3.0
222;Totaal jongens en meisjes;38 weken;2005;26054;25967;88.0;31.0;118.0;3.4;1.2;4.5;26054;25967;88.0;43.0;130.0;3.4;1.6;5.0;25967;31.0;43.0;76.0;1.2;1.6;2.9
223;Totaal jongens en meisjes;38 weken;2006;25920;25850;70.0;30.0;100.0;2.7;1.2;3.9;25920;25850;70.0;49.0;119.0;2.7;1.9;4.6;25850;30.0;49.0;75.0;1.2;1.9;2.9
224;Totaal jongens en meisjes;38 weken;2007;25368;25296;73.0;27.0;100.0;2.9;1.1;3.9;25368;25296;73.0;38.0;111.0;2.9;1.5;4.4;25296;27.0;38.0;63.0;1.1;1.5;2.5
225;Totaal jongens en meisjes;38 weken;2008;26584;26523;62.0;21.0;82.0;2.3;0.8;3.1;26584;26523;62.0;37.0;99.0;2.3;1.4;3.7;26523;21.0;37.0;51.0;0.8;1.4;1.9
226;Totaal jongens en meisjes;38 weken;2009;27306;27242;64.0;27.0;91.0;2.4;1.0;3.3;27306;27242;64.0;36.0;100.0;2.4;1.3;3.7;27242;27.0;36.0;67.0;1.0;1.3;2.5
227;Totaal jongens en meisjes;38 weken;2010;27696;27645;51.0;18.0;69.0;1.8;0.7;2.5;27696;27645;51.0;35.0;86.0;1.8;1.3;3.1;27645;18.0;35.0;64.0;0.7;1.3;2.3
228;Totaal jongens en meisjes;38 weken;2011;26834;26772;62.0;20.0;82.0;2.3;0.7;3.1;26834;26772;62.0;28.0;91.0;2.3;1.1;3.4;26772;20.0;28.0;46.0;0.7;1.1;1.7
229;Totaal jongens en meisjes;38 weken;2012;26904;26857;46.0;21.0;67.0;1.7;0.8;2.5;26904;26857;46.0;27.0;74.0;1.7;1.0;2.7;26857;21.0;27.0;56.0;0.8;1.0;2.1
230;Totaal jongens en meisjes;38 weken;2013;26319;26284;35.0;17.0;52.0;1.3;0.6;2.0;26319;26284;35.0;27.0;61.0;1.3;1.0;2.3;26284;17.0;27.0;47.0;0.6;1.0;1.8
231;Totaal jongens en meisjes;38 weken;2014;27148;27096;51.0;17.0;68.0;1.9;0.6;2.5;27148;27096;51.0;34.0;85.0;1.9;1.3;3.1;27096;17.0;34.0;53.0;0.6;1.3;2.0
232;Totaal jongens en meisjes;38 weken;2015;26927;26885;41.0;18.0;59.0;1.5;0.7;2.2;26927;26885;41.0;30.0;71.0;1.5;1.1;2.6;26885;18.0;30.0;44.0;0.7;1.1;1.7
233;Totaal jongens en meisjes;38 weken;2016;27016;26973;44.0;26.0;70.0;1.6;1.0;2.6;27016;26973;44.0;40.0;84.0;1.6;1.5;3.1;26973;26.0;40.0;58.0;1.0;1.5;2.1
234;Totaal jongens en meisjes;39 weken;2004;44746;44680;66.0;32.0;98.0;1.5;0.7;2.2;44746;44680;66.0;51.0;117.0;1.5;1.1;2.6;44680;32.0;51.0;80.0;0.7;1.1;1.8
235;Totaal jongens en meisjes;39 weken;2005;42674;42593;81.0;34.0;114.0;1.9;0.8;2.7;42674;42593;81.0;46.0;127.0;1.9;1.1;3.0;42593;34.0;46.0;83.0;0.8;1.1;1.9
236;Totaal jongens en meisjes;39 weken;2006;42454;42392;62.0;34.0;95.0;1.5;0.8;2.2;42454;42392;62.0;48.0;110.0;1.5;1.1;2.6;42392;34.0;48.0;80.0;0.8;1.1;1.9
237;Totaal jongens en meisjes;39 weken;2007;42903;42841;62.0;25.0;86.0;1.4;0.6;2.0;42903;42841;62.0;36.0;98.0;1.4;0.8;2.3;42841;25.0;36.0;62.0;0.6;0.8;1.4
238;Totaal jongens en meisjes;39 weken;2008;43332;43256;75.0;21.0;96.0;1.7;0.5;2.2;43332;43256;75.0;30.0;106.0;1.7;0.7;2.4;43256;21.0;30.0;58.0;0.5;0.7;1.3
239;Totaal jongens en meisjes;39 weken;2009;44027;43983;44.0;28.0;73.0;1.0;0.6;1.7;44027;43983;44.0;40.0;84.0;1.0;0.9;1.9;43983;28.0;40.0;72.0;0.6;0.9;1.6
240;Totaal jongens en meisjes;39 weken;2010;44389;44334;55.0;20.0;75.0;1.2;0.5;1.7;44389;44334;55.0;33.0;88.0;1.2;0.7;2.0;44334;20.0;33.0;66.0;0.5;0.7;1.5
241;Totaal jongens en meisjes;39 weken;2011;43438;43381;58.0;22.0;80.0;1.3;0.5;1.8;43438;43381;58.0;33.0;91.0;1.3;0.8;2.1;43381;22.0;33.0;62.0;0.5;0.8;1.4
242;Totaal jongens en meisjes;39 weken;2012;42474;42422;51.0;16.0;67.0;1.2;0.4;1.6;42474;42422;51.0;22.0;73.0;1.2;0.5;1.7;42422;16.0;22.0;50.0;0.4;0.5;1.2
243;Totaal jongens en meisjes;39 weken;2013;41801;41761;40.0;13.0;53.0;1.0;0.3;1.3;41801;41761;40.0;18.0;58.0;1.0;0.4;1.4;41761;13.0;18.0;38.0;0.3;0.4;0.9
244;Totaal jongens en meisjes;39 weken;2014;43159;43108;51.0;18.0;69.0;1.2;0.4;1.6;43159;43108;51.0;32.0;83.0;1.2;0.7;1.9;43108;18.0;32.0;57.0;0.4;0.7;1.3
245;Totaal jongens en meisjes;39 weken;2015;42477;42436;41.0;14.0;55.0;1.0;0.3;1.3;42477;42436;41.0;26.0;67.0;1.0;0.6;1.6;42436;14.0;26.0;48.0;0.3;0.6;1.1
246;Totaal jongens en meisjes;39 weken;2016;42696;42646;50.0;16.0;66.0;1.2;0.4;1.5;42696;42646;50.0;26.0;76.0;1.2;0.6;1.8;42646;16.0;26.0;51.0;0.4;0.6;1.2
247;Totaal jongens en meisjes;40 weken;2004;52815;52756;58.0;36.0;95.0;1.1;0.7;1.8;52815;52756;58.0;52.0;110.0;1.1;1.0;2.1;52756;36.0;52.0;91.0;0.7;1.0;1.7
