ID;Sex;Age;PositionInHousehold;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;FlexibleEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;ProfessionalStatusIsUnknown_11;PartTime_12;LessThan20WorkingHoursAWeek_13;LessThan12WorkingHoursAWeek_14;k_12To19WorkingHoursAWeek_15;k_20To34WorkingHoursAWeek_16;k_20To27WorkingHoursAWeek_17;k_28To34WorkingHoursAWeek_18;FullTime_19;UnemployedLabourForce_20;UnemploymentRate_21;NotInTheLabourForce_22;GrossLabourParticipationRate_23;NetLabourParticipationRate_24
18;Total male and female;15 to 74 years;Total persons;2016 4th quarter;12814.0;9239.0;8644.0;7315.0;4625.0;2691.0;1329.0;980.0;318.0;31.0;0.0;4058.0;1623.0;1038.0;585.0;2435.0;1190.0;1245.0;4586.0;595.0;6.4;3575.0;72.1;67.5
19;Total male and female;15 to 74 years;Total persons;2016;12768.0;9215.0;8570.0;7270.0;4622.0;2647.0;1300.0;960.0;306.0;34.0;0.0;4032.0;1623.0;1032.0;591.0;2409.0;1203.0;1206.0;4538.0;646.0;7.0;3553.0;72.2;67.1
20;Total male and female;15 to 74 years;Total persons;2017 1st quarter;12840.0;9249.0;8640.0;7310.0;4629.0;2681.0;1330.0;987.0;315.0;29.0;0.0;4065.0;1614.0;1040.0;575.0;2450.0;1202.0;1248.0;4575.0;609.0;6.6;3591.0;72.0;67.3
21;Total male and female;15 to 74 years;Total persons;2017 2nd quarter;12860.0;9277.0;8719.0;7407.0;4639.0;2768.0;1312.0;978.0;309.0;25.0;0.0;4104.0;1623.0;1027.0;596.0;2481.0;1220.0;1260.0;4615.0;559.0;6.0;3582.0;72.1;67.8
22;Total male and female;15 to 74 years;Total persons;2017 3rd quarter;12880.0;9321.0;8804.0;7490.0;4699.0;2791.0;1315.0;981.0;309.0;25.0;0.0;4122.0;1590.0;987.0;603.0;2532.0;1251.0;1281.0;4683.0;517.0;5.5;3560.0;72.4;68.4
23;Total male and female;15 to 74 years;Total persons;2017 4th quarter;12901.0;9313.0;8815.0;7482.0;4720.0;2762.0;1333.0;997.0;311.0;25.0;0.0;4158.0;1619.0;1042.0;577.0;2539.0;1231.0;1308.0;4658.0;498.0;5.3;3587.0;72.2;68.3
24;Total male and female;15 to 74 years;Total persons;2017;12870.0;9290.0;8744.0;7422.0;4672.0;2751.0;1322.0;986.0;311.0;26.0;0.0;4112.0;1612.0;1024.0;588.0;2500.0;1226.0;1274.0;4633.0;546.0;5.9;3580.0;72.2;67.9
25;Total male and female;15 to 74 years;Total persons;2018 1st quarter;12917.0;9323.0;8819.0;7481.0;4733.0;2748.0;1338.0;998.0;314.0;27.0;0.0;4165.0;1612.0;1039.0;573.0;2553.0;1240.0;1312.0;4654.0;503.0;5.4;3595.0;72.2;68.3
26;Total male and female;15 to 74 years;Total persons;2018 2nd quarter;12930.0;9375.0;8913.0;7582.0;4797.0;2785.0;1331.0;995.0;309.0;27.0;0.0;4227.0;1616.0;1014.0;602.0;2611.0;1273.0;1338.0;4685.0;462.0;4.9;3555.0;72.5;68.9
27;Total male and female;15 to 74 years;Total persons;2018 3rd quarter;12943.0;9439.0;9000.0;7672.0;4845.0;2827.0;1328.0;995.0;307.0;27.0;0.0;4234.0;1577.0;975.0;602.0;2657.0;1304.0;1353.0;4766.0;439.0;4.6;3504.0;72.9;69.5
28;Total male and female;15 to 74 years;Total persons;2018 4th quarter;12956.0;9457.0;9026.0;7683.0;4881.0;2802.0;1343.0;1009.0;310.0;23.0;0.0;4280.0;1614.0;1014.0;601.0;2665.0;1293.0;1372.0;4746.0;431.0;4.6;3499.0;73.0;69.7
29;Total male and female;15 to 74 years;Total persons;2018;12936.0;9398.0;8939.0;7604.0;4814.0;2791.0;1335.0;999.0;310.0;26.0;0.0;4227.0;1605.0;1010.0;595.0;2622.0;1278.0;1344.0;4713.0;459.0;4.9;3538.0;72.6;69.1
30;Total male and female;15 to 74 years;Total persons;2019 1st quarter;12975.0;9480.0;9030.0;7684.0;4934.0;2750.0;1346.0;1015.0;307.0;24.0;0.0;4308.0;1615.0;1026.0;589.0;2693.0;1311.0;1382.0;4722.0;450.0;4.7;3496.0;73.1;69.6
31;Total male and female;15 to 74 years;Total persons;2019 2nd quarter;13002.0;9519.0;9104.0;7760.0;4974.0;2786.0;1345.0;1010.0;307.0;27.0;0.0;4332.0;1620.0;1029.0;591.0;2712.0;1281.0;1431.0;4773.0;415.0;4.4;3483.0;73.2;70.0
32;Total male and female;15 to 74 years;Total persons;2019 3rd quarter;13029.0;9568.0;9156.0;7808.0;5012.0;2796.0;1348.0;1015.0;305.0;27.0;0.0;4348.0;1580.0;981.0;599.0;2768.0;1313.0;1455.0;4808.0;412.0;4.3;3461.0;73.4;70.3
33;Total male and female;15 to 74 years;Total persons;2019 4th quarter;13055.0;9593.0;9177.0;7792.0;5066.0;2726.0;1386.0;1037.0;319.0;30.0;0.0;4367.0;1610.0;1019.0;591.0;2757.0;1301.0;1456.0;4810.0;416.0;4.3;3462.0;73.5;70.3
34;Total male and female;15 to 74 years;Total persons;2019;13015.0;9540.0;9117.0;7761.0;4996.0;2765.0;1356.0;1019.0;310.0;27.0;0.0;4339.0;1606.0;1014.0;593.0;2732.0;1301.0;1431.0;4778.0;423.0;4.4;3475.0;73.3;70.0
35;Total male and female;15 to 74 years;Total persons;2020 1st quarter;13075.0;9584.0;9174.0;7776.0;5129.0;2647.0;1399.0;1047.0;318.0;33.0;0.0;4417.0;1613.0;1029.0;584.0;2805.0;1271.0;1534.0;4757.0;410.0;4.3;3491.0;73.3;70.2
36;Total male and female;15 to 74 years;Total persons;2020 2nd quater;13088.0;9511.0;9051.0;7646.0;5135.0;2511.0;1405.0;1047.0;328.0;30.0;0.0;4321.0;1546.0;994.0;552.0;2776.0;1289.0;1487.0;4730.0;460.0;4.8;3576.0;72.7;69.2
37;Total male and female;15 to 74 years;Total persons;2020 3rd quarter;13101.0;9608.0;9100.0;7688.0;5187.0;2501.0;1412.0;1052.0;331.0;29.0;0.0;4322.0;1530.0;944.0;586.0;2792.0;1314.0;1478.0;4778.0;508.0;5.3;3492.0;73.3;69.5
38;Total male and female;15 to 74 years;Total persons;2020 4th quarter;13113.0;9619.0;9138.0;7701.0;5182.0;2519.0;1437.0;1069.0;339.0;29.0;0.0;4391.0;1584.0;1028.0;556.0;2807.0;1310.0;1497.0;4748.0;481.0;5.0;3494.0;73.4;69.7
39;Total male and female;15 to 74 years;Total persons;2020;13094.0;9581.0;9116.0;7703.0;5158.0;2545.0;1413.0;1054.0;329.0;30.0;0.0;4363.0;1568.0;999.0;569.0;2795.0;1296.0;1499.0;4753.0;465.0;4.9;3513.0;73.2;69.6
40;Total male and female;15 to 74 years;Total persons;2021 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
41;Total male and female;15 to 74 years;Total persons;2021 2nd quarter;13139.0;9623.0;9207.0;7776.0;5247.0;2529.0;1431.0;1068.0;334.0;28.0;0.0;4434.0;1571.0;899.0;671.0;2863.0;1315.0;1548.0;4773.0;416.0;4.3;3516.0;73.2;70.1
42;Total male and female;15 to 74 years;Total persons;2021 3rd quarter;13128.0;9697.0;9309.0;7866.0;5234.0;2632.0;1443.0;1077.0;329.0;37.0;0.0;4457.0;1523.0;844.0;679.0;2934.0;1324.0;1610.0;4850.0;389.0;4.0;3431.0;73.9;70.9
43;Total male and female;15 to 74 years;Total persons;2021 4th quarter;13170.0;9734.0;9370.0;7900.0;5261.0;2639.0;1470.0;1097.0;341.0;32.0;0.0;4507.0;1561.0;894.0;667.0;2946.0;1306.0;1640.0;4859.0;364.0;3.7;3437.0;73.9;71.1
44;Total male and female;15 to 74 years;Total persons;2021;13146.0;9685.0;9295.0;7847.0;5247.0;2600.0;1448.0;1081.0;335.0;32.0;0.0;4466.0;1552.0;879.0;672.0;2915.0;1315.0;1599.0;4828.0;389.0;4.0;3461.0;73.7;70.7
45;Total male and female;15 to 74 years;Total persons;2022 1st quarter;13175.0;9768.0;9412.0;7926.0;5296.0;2630.0;1486.0;1120.0;336.0;31.0;0.0;4500.0;1555.0;898.0;657.0;2945.0;1292.0;1653.0;4912.0;356.0;3.6;3407.0;74.1;71.4
46;Total male and female;15 to 74 years;Total persons;2022 2nd quarter;13212.0;9873.0;9544.0;8037.0;5282.0;2755.0;1507.0;1143.0;335.0;29.0;0.0;4571.0;1573.0;891.0;682.0;2998.0;1304.0;1694.0;4973.0;329.0;3.3;3339.0;74.7;72.2
47;Total male and female;15 to 74 years;Total persons;2022 3rd quarter;13232.0;9939.0;9573.0;8009.0;5329.0;2680.0;1564.0;1204.0;328.0;32.0;0.0;4546.0;1494.0;842.0;653.0;3051.0;1317.0;1735.0;5027.0;366.0;3.7;3293.0;75.1;72.3
48;Total male and female;15 to 74 years;Total persons;2022 4th quarter;13291.0;10013.0;9663.0;8065.0;5364.0;2701.0;1598.0;1236.0;331.0;31.0;0.0;4636.0;1577.0;904.0;672.0;3059.0;1323.0;1736.0;5027.0;350.0;3.5;3279.0;75.3;72.7
49;Total male and female;15 to 74 years;Total persons;2022;13228.0;9898.0;9548.0;8009.0;5318.0;2692.0;1539.0;1176.0;332.0;30.0;0.0;4563.0;1550.0;884.0;666.0;3013.0;1309.0;1705.0;4985.0;350.0;3.5;3330.0;74.8;72.2
50;Total male and female;15 to 74 years;Total persons;2023 1st quarter;13307.0;10039.0;9668.0;8095.0;5361.0;2735.0;1573.0;1215.0;324.0;34.0;0.0;4655.0;1585.0;918.0;667.0;3070.0;1297.0;1773.0;5013.0;371.0;3.7;3267.0;75.4;72.7
51;Total male and female;15 to 74 years;Total persons;2023 2nd quarter;13310.0;10079.0;9731.0;8164.0;5390.0;2774.0;1567.0;1210.0;331.0;26.0;0.0;4672.0;1576.0;904.0;672.0;3096.0;1346.0;1749.0;5059.0;348.0;3.4;3231.0;75.7;73.1
52;Total male and female;15 to 74 years;Total persons;2023 3rd quarter;13317.0;10119.0;9752.0;8166.0;5449.0;2717.0;1586.0;1233.0;326.0;28.0;0.0;4658.0;1513.0;851.0;662.0;3145.0;1371.0;1773.0;5094.0;366.0;3.6;3199.0;76.0;73.2
53;Total male and female;15 to 74 years;Total persons;2023 4th quarter;13368.0;10145.0;9796.0;8181.0;5465.0;2716.0;1616.0;1261.0;330.0;24.0;0.0;4707.0;1576.0;903.0;673.0;3131.0;1372.0;1759.0;5089.0;349.0;3.4;3223.0;75.9;73.3
54;Total male and female;15 to 74 years;Total persons;2023;13326.0;10096.0;9737.0;8151.0;5416.0;2735.0;1586.0;1230.0;328.0;28.0;0.0;4673.0;1563.0;894.0;669.0;3110.0;1347.0;1764.0;5064.0;359.0;3.6;3230.0;75.8;73.1
55;Total male and female;15 to 74 years;Total persons;2024 1st quarter;13375.0;10153.0;9767.0;8165.0;5459.0;2705.0;1602.0;1255.0;325.0;23.0;0.0;4715.0;1594.0;926.0;668.0;3121.0;1363.0;1758.0;5051.0;386.0;3.8;3222.0;75.9;73.0
56;Total male and female;15 to 74 years;Total persons;2024 2nd quarter;13377.0;10187.0;9822.0;8212.0;5495.0;2717.0;1610.0;1256.0;329.0;25.0;0.0;4741.0;1578.0;899.0;679.0;3164.0;1361.0;1802.0;5081.0;365.0;3.6;3190.0;76.2;73.4
57;Total male and female;15 to 74 years;Total persons;2024 3rd quarter;13379.0;10169.0;9792.0;8174.0;5531.0;2643.0;1618.0;1263.0;331.0;23.0;0.0;4684.0;1513.0;847.0;667.0;3171.0;1363.0;1808.0;5108.0;377.0;3.7;3210.0;76.0;73.2
58;Total male and female;15 to 74 years;Total persons;2024 4th quarter;13418.0;10171.0;9809.0;8179.0;5516.0;2663.0;1630.0;1275.0;333.0;22.0;0.0;4729.0;1573.0;909.0;665.0;3156.0;1333.0;1822.0;5080.0;362.0;3.6;3247.0;75.8;73.1
59;Total male and female;15 to 74 years;Total persons;2024;13387.0;10170.0;9798.0;8183.0;5500.0;2682.0;1615.0;1262.0;329.0;23.0;0.0;4717.0;1565.0;895.0;670.0;3153.0;1355.0;1798.0;5080.0;372.0;3.7;3217.0;76.0;73.2
60;Total male and female;15 to 74 years;Single person;2013 1st quarter;2165.0;1462.0;1304.0;1121.0;630.0;491.0;182.0;155.0;27.0;1.0;0.0;463.0;177.0;120.0;56.0;286.0;138.0;148.0;841.0;158.0;10.8;704.0;67.5;60.2
61;Total male and female;15 to 74 years;Single person;2013 2nd quarter;2180.0;1477.0;1311.0;1142.0;633.0;508.0;169.0;146.0;22.0;1.0;0.0;485.0;182.0;118.0;65.0;303.0;133.0;170.0;826.0;166.0;11.3;703.0;67.8;60.1
62;Total male and female;15 to 74 years;Single person;2013 3rd quarter;2177.0;1467.0;1300.0;1129.0;615.0;515.0;171.0;146.0;24.0;1.0;0.0;464.0;175.0;117.0;58.0;289.0;128.0;161.0;835.0;167.0;11.4;710.0;67.4;59.7
63;Total male and female;15 to 74 years;Single person;2013 4th quarter;2184.0;1460.0;1301.0;1122.0;601.0;521.0;179.0;152.0;27.0;0.0;0.0;501.0;196.0;135.0;61.0;306.0;128.0;178.0;800.0;159.0;10.9;724.0;66.8;59.6
64;Total male and female;15 to 74 years;Single person;2013;2177.0;1467.0;1304.0;1129.0;620.0;509.0;175.0;150.0;25.0;1.0;0.0;478.0;182.0;122.0;60.0;296.0;132.0;164.0;826.0;163.0;11.1;710.0;67.4;59.9
65;Total male and female;15 to 74 years;Single person;2014 1st quarter;2207.0;1477.0;1295.0;1121.0;595.0;526.0;174.0;152.0;22.0;0.0;0.0;511.0;202.0;139.0;63.0;309.0;129.0;181.0;784.0;182.0;12.3;730.0;66.9;58.7
66;Total male and female;15 to 74 years;Single person;2014 2nd quarter;2224.0;1470.0;1308.0;1143.0;607.0;535.0;165.0;142.0;22.0;1.0;0.0;499.0;210.0;142.0;68.0;289.0;123.0;166.0;809.0;162.0;11.0;754.0;66.1;58.8
67;Total male and female;15 to 74 years;Single person;2014 3rd quarter;2251.0;1496.0;1331.0;1156.0;620.0;535.0;175.0;152.0;22.0;1.0;0.0;504.0;202.0;134.0;67.0;302.0;123.0;179.0;827.0;165.0;11.0;755.0;66.5;59.1
68;Total male and female;15 to 74 years;Single person;2014 4th quarter;2252.0;1506.0;1336.0;1160.0;618.0;542.0;176.0;147.0;28.0;1.0;0.0;507.0;202.0;139.0;63.0;305.0;130.0;175.0;828.0;171.0;11.3;746.0;66.9;59.3
69;Total male and female;15 to 74 years;Single person;2014;2234.0;1487.0;1317.0;1145.0;610.0;535.0;173.0;148.0;23.0;1.0;0.0;505.0;204.0;139.0;65.0;301.0;126.0;175.0;812.0;170.0;11.4;746.0;66.6;59.0
70;Total male and female;15 to 74 years;Single person;2015 1st quarter;2230.0;1477.0;1309.0;1145.0;604.0;541.0;164.0;139.0;24.0;0.0;0.0;504.0;205.0;141.0;64.0;299.0;124.0;175.0;804.0;169.0;11.4;753.0;66.2;58.7
71;Total male and female;15 to 74 years;Single person;2015 2nd quarter;2225.0;1457.0;1287.0;1129.0;601.0;528.0;159.0;134.0;23.0;2.0;0.0;501.0;208.0;138.0;71.0;293.0;127.0;165.0;786.0;169.0;11.6;768.0;65.5;57.9
72;Total male and female;15 to 74 years;Single person;2015 3rd quarter;2216.0;1439.0;1292.0;1133.0;595.0;537.0;159.0;132.0;26.0;1.0;0.0;498.0;192.0;122.0;69.0;306.0;145.0;161.0;794.0;147.0;10.2;777.0;64.9;58.3
73;Total male and female;15 to 74 years;Single person;2015 4th quarter;2229.0;1466.0;1305.0;1132.0;602.0;530.0;173.0;144.0;28.0;1.0;0.0;504.0;187.0;123.0;64.0;317.0;143.0;173.0;801.0;162.0;11.0;763.0;65.8;58.5
74;Total male and female;15 to 74 years;Single person;2015;2225.0;1460.0;1298.0;1134.0;601.0;534.0;164.0;137.0;25.0;1.0;0.0;502.0;198.0;131.0;67.0;304.0;135.0;169.0;796.0;162.0;11.1;766.0;65.6;58.3
75;Total male and female;15 to 74 years;Single person;2016 1st quarter;2249.0;1475.0;1306.0;1134.0;620.0;514.0;171.0;139.0;32.0;1.0;0.0;491.0;174.0;118.0;56.0;318.0;136.0;182.0;814.0;169.0;11.5;774.0;65.6;58.1
76;Total male and female;15 to 74 years;Single person;2016 2nd quarter;2304.0;1517.0;1350.0;1169.0;623.0;546.0;181.0;150.0;31.0;0.0;0.0;515.0;194.0;127.0;68.0;320.0;134.0;186.0;836.0;166.0;11.0;787.0;65.8;58.6
77;Total male and female;15 to 74 years;Single person;2016 3rd quarter;2305.0;1516.0;1372.0;1184.0;623.0;561.0;187.0;155.0;31.0;0.0;0.0;532.0;202.0;126.0;76.0;330.0;138.0;192.0;840.0;145.0;9.5;788.0;65.8;59.5
78;Total male and female;15 to 74 years;Single person;2016 4th quarter;2318.0;1529.0;1388.0;1200.0;615.0;584.0;189.0;158.0;30.0;0.0;0.0;535.0;191.0;122.0;69.0;344.0;145.0;198.0;853.0;141.0;9.2;789.0;66.0;59.9
79;Total male and female;15 to 74 years;Single person;2016;2294.0;1509.0;1354.0;1172.0;621.0;551.0;182.0;151.0;31.0;0.0;0.0;518.0;190.0;123.0;67.0;328.0;138.0;190.0;836.0;155.0;10.3;785.0;65.8;59.0
80;Total male and female;15 to 74 years;Single person;2017 1st quarter;2312.0;1512.0;1367.0;1182.0;602.0;581.0;185.0;157.0;27.0;0.0;0.0;530.0;194.0;123.0;72.0;335.0;140.0;195.0;837.0;145.0;9.6;800.0;65.4;59.1
81;Total male and female;15 to 74 years;Single person;2017 2nd quarter;2362.0;1562.0;1418.0;1228.0;595.0;633.0;190.0;161.0;28.0;0.0;0.0;558.0;227.0;153.0;74.0;331.0;139.0;192.0;860.0;145.0;9.3;800.0;66.1;60.0
82;Total male and female;15 to 74 years;Single person;2017 3rd quarter;2376.0;1561.0;1425.0;1232.0;604.0;628.0;193.0;168.0;24.0;0.0;0.0;558.0;206.0;136.0;70.0;351.0;162.0;189.0;867.0;136.0;8.7;815.0;65.7;60.0
83;Total male and female;15 to 74 years;Single person;2017 4th quarter;2368.0;1557.0;1424.0;1220.0;603.0;617.0;205.0;178.0;26.0;1.0;0.0;580.0;231.0;148.0;83.0;349.0;156.0;193.0;845.0;133.0;8.5;811.0;65.7;60.1
84;Total male and female;15 to 74 years;Single person;2017;2355.0;1548.0;1408.0;1215.0;601.0;615.0;193.0;166.0;27.0;0.0;0.0;556.0;214.0;140.0;75.0;342.0;149.0;192.0;852.0;139.0;9.0;807.0;65.7;59.8
85;Total male and female;15 to 74 years;Single person;2018 1st quarter;2383.0;1568.0;1442.0;1236.0;614.0;622.0;206.0;173.0;33.0;0.0;0.0;582.0;229.0;142.0;87.0;354.0;147.0;207.0;860.0;126.0;8.0;815.0;65.8;60.5
86;Total male and female;15 to 74 years;Single person;2018 2nd quarter;2359.0;1551.0;1432.0;1230.0;628.0;603.0;201.0;168.0;32.0;0.0;0.0;574.0;217.0;135.0;82.0;356.0;143.0;213.0;858.0;119.0;7.7;808.0;65.8;60.7
87;Total male and female;15 to 74 years;Single person;2018 3rd quarter;2365.0;1559.0;1452.0;1256.0;634.0;622.0;196.0;165.0;31.0;1.0;0.0;570.0;199.0;126.0;73.0;372.0;160.0;211.0;882.0;107.0;6.9;805.0;65.9;61.4
88;Total male and female;15 to 74 years;Single person;2018 4th quarter;2392.0;1579.0;1463.0;1254.0;645.0;609.0;208.0;174.0;33.0;1.0;0.0;551.0;197.0;120.0;77.0;354.0;152.0;203.0;911.0;117.0;7.4;813.0;66.0;61.1
89;Total male and female;15 to 74 years;Single person;2018;2375.0;1564.0;1447.0;1244.0;630.0;614.0;203.0;170.0;32.0;1.0;0.0;569.0;210.0;131.0;80.0;359.0;150.0;209.0;878.0;117.0;7.5;810.0;65.9;60.9
90;Total male and female;15 to 74 years;Single person;2019 1st quarter;2372.0;1583.0;1459.0;1255.0;664.0;591.0;204.0;171.0;33.0;1.0;0.0;564.0;200.0;131.0;69.0;364.0;162.0;203.0;895.0;124.0;7.9;789.0;66.7;61.5
91;Total male and female;15 to 74 years;Single person;2019 2nd quarter;2388.0;1566.0;1453.0;1258.0;654.0;605.0;195.0;163.0;31.0;1.0;0.0;578.0;204.0;136.0;69.0;374.0;156.0;217.0;875.0;112.0;7.2;822.0;65.6;60.9
92;Total male and female;15 to 74 years;Single person;2019 3rd quarter;2464.0;1648.0;1527.0;1327.0;689.0;638.0;200.0;169.0;31.0;1.0;0.0;604.0;207.0;130.0;77.0;397.0;176.0;221.0;923.0;121.0;7.3;817.0;66.9;62.0
93;Total male and female;15 to 74 years;Single person;2019 4th quarter;2446.0;1621.0;1509.0;1303.0;695.0;608.0;206.0;174.0;32.0;0.0;0.0;612.0;211.0;129.0;82.0;401.0;180.0;221.0;898.0;112.0;6.9;825.0;66.3;61.7
94;Total male and female;15 to 74 years;Single person;2019;2418.0;1604.0;1487.0;1286.0;675.0;610.0;201.0;169.0;32.0;1.0;0.0;590.0;206.0;131.0;74.0;384.0;168.0;216.0;898.0;117.0;7.3;813.0;66.4;61.5
95;Total male and female;15 to 74 years;Single person;2020 1st quarter;2419.0;1612.0;1503.0;1293.0;689.0;604.0;210.0;181.0;29.0;0.0;0.0;610.0;199.0;125.0;74.0;411.0;178.0;232.0;893.0;109.0;6.8;806.0;66.7;62.2
96;Total male and female;15 to 74 years;Single person;2020 2nd quater;2413.0;1606.0;1484.0;1275.0;705.0;569.0;210.0;181.0;28.0;1.0;0.0;605.0;212.0;142.0;70.0;393.0;174.0;219.0;879.0;121.0;7.6;808.0;66.5;61.5
97;Total male and female;15 to 74 years;Single person;2020 3rd quarter;2388.0;1587.0;1451.0;1241.0;709.0;532.0;209.0;179.0;29.0;1.0;0.0;548.0;172.0;110.0;62.0;376.0;164.0;212.0;903.0;136.0;8.6;801.0;66.5;60.7
