ID;Geslacht;Leeftijd;Migratieachtergrond;Verblijfstitel;Strafduur;Perioden;GedetineerdenOp30September_1
22;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2009;790.0
23;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2010;780.0
24;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2011;780.0
25;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2012;720.0
26;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2013;840.0
27;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2014;900.0
28;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2015;570.0
29;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2016;530.0
30;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2017;490.0
31;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2018;530.0
32;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2019;510.0
33;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2020;240.0
34;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2021;450.0
35;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Minder dan 1 maand;2022;420.0
36;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2005;1980.0
37;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2006;1560.0
38;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2007;1330.0
39;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2008;1310.0
40;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2009;1170.0
41;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2010;1050.0
42;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2011;980.0
43;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2012;910.0
44;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2013;950.0
45;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2014;940.0
46;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2015;910.0
47;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2016;840.0
48;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2017;960.0
49;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2018;920.0
50;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2019;910.0
51;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2020;580.0
52;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2021;870.0
53;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 6 maanden;2022;840.0
54;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2005;980.0
55;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2006;820.0
56;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2007;710.0
57;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2008;760.0
58;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2009;830.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2010;830.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2011;750.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2012;720.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2013;630.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2014;640.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2015;560.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2016;520.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2017;570.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2018;620.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2019;550.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2020;460.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2021;550.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;6 maanden tot 1 jaar;2022;530.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2005;2050.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2006;1930.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2007;1770.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2008;1610.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2009;1430.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2010;1560.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2011;1460.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2012;1420.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2013;1230.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2014;1240.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2015;1220.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2016;1230.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2017;1320.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2018;1470.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2019;1630.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2020;1590.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2021;1460.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;1 tot 3 jaren;2022;1280.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2005;2500.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2006;2260.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2007;1940.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2008;1710.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2009;1560.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2010;1490.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2011;1520.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2012;1600.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2013;1650.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2014;1590.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2015;1570.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2016;1550.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2017;1550.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2018;1500.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2019;1550.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2020;1640.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2021;1860.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;3 jaren of langer;2022;1740.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2005;6770.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2006;6330.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2007;6300.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2008;5870.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2009;5910.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2010;6030.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2011;6050.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2012;5780.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2013;5240.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2014;4600.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2015;4160.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2016;4140.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2017;4250.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2018;4500.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2019;4780.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2020;4630.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2021;4140.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Overig en onbekend;2022;4410.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2005;6190.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2006;5860.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2007;5750.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2008;5440.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2009;5490.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2010;5620.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2011;5640.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2012;5450.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2013;4910.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2014;4250.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2015;3870.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2016;3840.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2017;3870.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2018;4050.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2019;4390.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2020;4320.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2021;3820.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Totaal;2022;4050.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2005;
145;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2006;
146;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2007;
147;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2008;
148;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2009;
149;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2010;
150;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2011;
151;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2012;
152;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2013;
153;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2014;
154;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2015;
155;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2016;
156;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2017;
157;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2018;
158;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2019;
159;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2020;
160;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2021;
161;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Minder dan 1 maand;2022;
162;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2005;
163;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2006;
164;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2007;
165;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2008;
166;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2009;
167;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2010;
168;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2011;
169;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2012;
170;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2013;
171;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2014;
172;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2015;
173;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2016;
174;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2017;
175;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2018;
176;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2019;
177;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2020;
178;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2021;
179;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 6 maanden;2022;
180;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2005;
181;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2006;
182;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2007;
183;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2008;
184;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2009;
185;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2010;
186;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2011;
187;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2012;
188;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2013;
189;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2014;
190;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2015;
191;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2016;
192;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2017;
193;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2018;
194;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2019;
195;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2020;
196;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2021;
197;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;6 maanden tot 1 jaar;2022;
198;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2005;
199;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2006;
200;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2007;
201;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2008;
202;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2009;
203;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2010;
204;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2011;
205;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2012;
206;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2013;
207;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2014;
208;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2015;
209;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2016;
210;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2017;
211;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2018;
212;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2019;
213;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2020;
214;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2021;
215;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;1 tot 3 jaren;2022;
216;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2005;
217;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2006;
218;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2007;
219;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2008;
220;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2009;
221;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2010;
222;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2011;
223;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2012;
224;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2013;
225;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2014;
226;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2015;
227;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2016;
228;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2017;
229;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2018;
230;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2019;
231;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2020;
232;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2021;
233;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;3 jaren of langer;2022;
234;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2005;6190.0
235;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2006;5860.0
236;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2007;5750.0
237;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2008;5440.0
238;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2009;5490.0
239;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2010;5620.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2011;5640.0
241;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2012;5450.0
242;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2013;4910.0
243;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2014;4250.0
244;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2015;3870.0
245;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2016;3840.0
246;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2017;3870.0
247;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2018;4050.0
248;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2019;4390.0
249;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2020;4320.0
250;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2021;3820.0
251;Totaal mannen en vrouwen;Totaal;Totaal;Voorlopige hechtenis;Overig en onbekend;2022;4050.0
252;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2005;7070.0
253;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2006;5770.0
254;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2007;4870.0
255;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2008;4550.0
256;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2009;4300.0
257;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2010;4340.0
258;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2011;4190.0
259;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2012;4070.0
260;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2013;3970.0
261;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2014;4080.0
262;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2015;3790.0
263;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2016;3600.0
264;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2017;3780.0
265;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2018;3790.0
266;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2019;3870.0
267;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2020;3660.0
268;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2021;4210.0
269;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Totaal;2022;3910.0
270;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Minder dan 1 maand;2005;480.0
271;Totaal mannen en vrouwen;Totaal;Totaal;Vrijheidsstraf;Minder dan 1 maand;2006;340.0
