ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
2579;Total 1 or more employed persons;422 Construction of utility projects;2023 October;224.3;14.7
2580;Total 1 or more employed persons;422 Construction of utility projects;2023 November;233.7;8.4
2581;Total 1 or more employed persons;422 Construction of utility projects;2023 December;225.1;-6.4
2582;Total 1 or more employed persons;422 Construction of utility projects;2023 4th quarter;227.7;4.8
2583;Total 1 or more employed persons;422 Construction of utility projects;2023;192.2;13.3
2584;Total 1 or more employed persons;429 Other civil engineering;2005 January;22.9;9.6
2585;Total 1 or more employed persons;429 Other civil engineering;2005 February;38.8;3.3
2586;Total 1 or more employed persons;429 Other civil engineering;2005 March;67.4;-0.1
2587;Total 1 or more employed persons;429 Other civil engineering;2005 1st quarter;43.0;2.5
2588;Total 1 or more employed persons;429 Other civil engineering;2005 April;49.6;9.8
2589;Total 1 or more employed persons;429 Other civil engineering;2005 May;44.4;6.5
2590;Total 1 or more employed persons;429 Other civil engineering;2005 June;45.0;15.0
2591;Total 1 or more employed persons;429 Other civil engineering;2005 2nd quarter;46.3;10.3
2592;Total 1 or more employed persons;429 Other civil engineering;2005 July;44.8;17.0
2593;Total 1 or more employed persons;429 Other civil engineering;2005 August;20.9;21.6
2594;Total 1 or more employed persons;429 Other civil engineering;2005 September;54.1;7.8
2595;Total 1 or more employed persons;429 Other civil engineering;2005 3rd quarter;39.9;13.4
2596;Total 1 or more employed persons;429 Other civil engineering;2005 October;54.7;4.9
2597;Total 1 or more employed persons;429 Other civil engineering;2005 November;54.3;10.1
2598;Total 1 or more employed persons;429 Other civil engineering;2005 December;50.8;-1.7
2599;Total 1 or more employed persons;429 Other civil engineering;2005 4th quarter;53.3;4.4
2600;Total 1 or more employed persons;429 Other civil engineering;2005;45.6;7.2
2601;Total 1 or more employed persons;429 Other civil engineering;2006 January;21.1;-7.8
2602;Total 1 or more employed persons;429 Other civil engineering;2006 February;41.3;6.5
2603;Total 1 or more employed persons;429 Other civil engineering;2006 March;78.3;16.2
2604;Total 1 or more employed persons;429 Other civil engineering;2006 1st quarter;46.9;9.0
2605;Total 1 or more employed persons;429 Other civil engineering;2006 April;49.5;-0.1
2606;Total 1 or more employed persons;429 Other civil engineering;2006 May;53.4;20.3
2607;Total 1 or more employed persons;429 Other civil engineering;2006 June;47.9;6.4
2608;Total 1 or more employed persons;429 Other civil engineering;2006 2nd quarter;50.3;8.5
2609;Total 1 or more employed persons;429 Other civil engineering;2006 July;47.1;5.2
2610;Total 1 or more employed persons;429 Other civil engineering;2006 August;24.5;17.6
2611;Total 1 or more employed persons;429 Other civil engineering;2006 September;61.3;13.4
2612;Total 1 or more employed persons;429 Other civil engineering;2006 3rd quarter;44.3;11.0
2613;Total 1 or more employed persons;429 Other civil engineering;2006 October;61.4;12.2
2614;Total 1 or more employed persons;429 Other civil engineering;2006 November;61.1;12.5
2615;Total 1 or more employed persons;429 Other civil engineering;2006 December;57.7;13.6
2616;Total 1 or more employed persons;429 Other civil engineering;2006 4th quarter;60.0;12.7
2617;Total 1 or more employed persons;429 Other civil engineering;2006;50.4;10.4
2618;Total 1 or more employed persons;429 Other civil engineering;2007 January;26.2;24.1
2619;Total 1 or more employed persons;429 Other civil engineering;2007 February;48.1;16.5
2620;Total 1 or more employed persons;429 Other civil engineering;2007 March;86.4;10.3
2621;Total 1 or more employed persons;429 Other civil engineering;2007 1st quarter;53.5;14.2
2622;Total 1 or more employed persons;429 Other civil engineering;2007 April;52.5;6.0
2623;Total 1 or more employed persons;429 Other civil engineering;2007 May;56.4;5.6
2624;Total 1 or more employed persons;429 Other civil engineering;2007 June;49.9;4.3
2625;Total 1 or more employed persons;429 Other civil engineering;2007 2nd quarter;52.9;5.3
2626;Total 1 or more employed persons;429 Other civil engineering;2007 July;45.7;-2.9
2627;Total 1 or more employed persons;429 Other civil engineering;2007 August;27.4;11.9
2628;Total 1 or more employed persons;429 Other civil engineering;2007 September;58.9;-3.9
2629;Total 1 or more employed persons;429 Other civil engineering;2007 3rd quarter;44.0;-0.7
2630;Total 1 or more employed persons;429 Other civil engineering;2007 October;64.7;5.4
2631;Total 1 or more employed persons;429 Other civil engineering;2007 November;60.5;-1.0
2632;Total 1 or more employed persons;429 Other civil engineering;2007 December;59.3;2.9
2633;Total 1 or more employed persons;429 Other civil engineering;2007 4th quarter;61.5;2.4
2634;Total 1 or more employed persons;429 Other civil engineering;2007;53.0;5.2
2635;Total 1 or more employed persons;429 Other civil engineering;2008 January;26.7;2.1
2636;Total 1 or more employed persons;429 Other civil engineering;2008 February;51.4;6.8
2637;Total 1 or more employed persons;429 Other civil engineering;2008 March;92.2;6.8
2638;Total 1 or more employed persons;429 Other civil engineering;2008 1st quarter;56.8;6.0
2639;Total 1 or more employed persons;429 Other civil engineering;2008 April;62.7;19.4
2640;Total 1 or more employed persons;429 Other civil engineering;2008 May;56.2;-0.2
2641;Total 1 or more employed persons;429 Other civil engineering;2008 June;54.4;9.0
2642;Total 1 or more employed persons;429 Other civil engineering;2008 2nd quarter;57.8;9.1
2643;Total 1 or more employed persons;429 Other civil engineering;2008 July;48.8;6.8
2644;Total 1 or more employed persons;429 Other civil engineering;2008 August;29.0;5.6
2645;Total 1 or more employed persons;429 Other civil engineering;2008 September;63.8;8.3
2646;Total 1 or more employed persons;429 Other civil engineering;2008 3rd quarter;47.2;7.2
2647;Total 1 or more employed persons;429 Other civil engineering;2008 October;65.8;1.8
2648;Total 1 or more employed persons;429 Other civil engineering;2008 November;58.7;-2.9
2649;Total 1 or more employed persons;429 Other civil engineering;2008 December;58.7;-1.1
2650;Total 1 or more employed persons;429 Other civil engineering;2008 4th quarter;61.1;-0.7
2651;Total 1 or more employed persons;429 Other civil engineering;2008;55.7;5.1
2652;Total 1 or more employed persons;429 Other civil engineering;2009 January;40.8;52.7
2653;Total 1 or more employed persons;429 Other civil engineering;2009 February;35.0;-31.8
2654;Total 1 or more employed persons;429 Other civil engineering;2009 March;84.6;-8.2
2655;Total 1 or more employed persons;429 Other civil engineering;2009 1st quarter;53.5;-5.8
2656;Total 1 or more employed persons;429 Other civil engineering;2009 April;49.9;-20.4
2657;Total 1 or more employed persons;429 Other civil engineering;2009 May;55.3;-1.7
2658;Total 1 or more employed persons;429 Other civil engineering;2009 June;58.5;7.5
2659;Total 1 or more employed persons;429 Other civil engineering;2009 2nd quarter;54.5;-5.6
2660;Total 1 or more employed persons;429 Other civil engineering;2009 July;59.7;22.3
2661;Total 1 or more employed persons;429 Other civil engineering;2009 August;47.2;62.8
2662;Total 1 or more employed persons;429 Other civil engineering;2009 September;43.5;-31.8
2663;Total 1 or more employed persons;429 Other civil engineering;2009 3rd quarter;50.1;6.2
2664;Total 1 or more employed persons;429 Other civil engineering;2009 October;60.0;-8.9
2665;Total 1 or more employed persons;429 Other civil engineering;2009 November;59.1;0.7
2666;Total 1 or more employed persons;429 Other civil engineering;2009 December;71.4;21.8
2667;Total 1 or more employed persons;429 Other civil engineering;2009 4th quarter;63.5;4.0
2668;Total 1 or more employed persons;429 Other civil engineering;2009;55.4;-0.5
2669;Total 1 or more employed persons;429 Other civil engineering;2010 January;37.3;-8.6
2670;Total 1 or more employed persons;429 Other civil engineering;2010 February;48.6;38.7
2671;Total 1 or more employed persons;429 Other civil engineering;2010 March;81.5;-3.8
2672;Total 1 or more employed persons;429 Other civil engineering;2010 1st quarter;55.8;4.3
2673;Total 1 or more employed persons;429 Other civil engineering;2010 April;71.6;43.6
2674;Total 1 or more employed persons;429 Other civil engineering;2010 May;67.1;21.4
2675;Total 1 or more employed persons;429 Other civil engineering;2010 June;75.5;29.1
2676;Total 1 or more employed persons;429 Other civil engineering;2010 2nd quarter;71.4;30.9
2677;Total 1 or more employed persons;429 Other civil engineering;2010 July;68.4;14.6
2678;Total 1 or more employed persons;429 Other civil engineering;2010 August;49.7;5.3
2679;Total 1 or more employed persons;429 Other civil engineering;2010 September;56.6;30.3
2680;Total 1 or more employed persons;429 Other civil engineering;2010 3rd quarter;58.2;16.2
2681;Total 1 or more employed persons;429 Other civil engineering;2010 October;73.3;22.3
2682;Total 1 or more employed persons;429 Other civil engineering;2010 November;73.3;24.0
2683;Total 1 or more employed persons;429 Other civil engineering;2010 December;77.0;7.7
2684;Total 1 or more employed persons;429 Other civil engineering;2010 4th quarter;74.5;17.4
2685;Total 1 or more employed persons;429 Other civil engineering;2010;65.0;17.3
2686;Total 1 or more employed persons;429 Other civil engineering;2011 January;51.8;39.0
2687;Total 1 or more employed persons;429 Other civil engineering;2011 February;51.9;6.8
2688;Total 1 or more employed persons;429 Other civil engineering;2011 March;57.6;-29.3
2689;Total 1 or more employed persons;429 Other civil engineering;2011 1st quarter;53.8;-3.6
2690;Total 1 or more employed persons;429 Other civil engineering;2011 April;64.9;-9.4
2691;Total 1 or more employed persons;429 Other civil engineering;2011 May;66.0;-1.7
2692;Total 1 or more employed persons;429 Other civil engineering;2011 June;64.4;-14.7
2693;Total 1 or more employed persons;429 Other civil engineering;2011 2nd quarter;65.1;-8.8
2694;Total 1 or more employed persons;429 Other civil engineering;2011 July;61.1;-10.8
2695;Total 1 or more employed persons;429 Other civil engineering;2011 August;51.5;3.6
2696;Total 1 or more employed persons;429 Other civil engineering;2011 September;65.4;15.5
2697;Total 1 or more employed persons;429 Other civil engineering;2011 3rd quarter;59.3;1.8
2698;Total 1 or more employed persons;429 Other civil engineering;2011 October;59.8;-18.5
2699;Total 1 or more employed persons;429 Other civil engineering;2011 November;68.2;-6.9
2700;Total 1 or more employed persons;429 Other civil engineering;2011 December;92.1;19.7
2701;Total 1 or more employed persons;429 Other civil engineering;2011 4th quarter;73.4;-1.5
2702;Total 1 or more employed persons;429 Other civil engineering;2011;62.9;-3.2
2703;Total 1 or more employed persons;429 Other civil engineering;2012 January;43.0;-17.1
2704;Total 1 or more employed persons;429 Other civil engineering;2012 February;48.6;-6.4
2705;Total 1 or more employed persons;429 Other civil engineering;2012 March;42.8;-25.7
2706;Total 1 or more employed persons;429 Other civil engineering;2012 1st quarter;44.8;-16.7
2707;Total 1 or more employed persons;429 Other civil engineering;2012 April;69.8;7.6
2708;Total 1 or more employed persons;429 Other civil engineering;2012 May;77.4;17.3
2709;Total 1 or more employed persons;429 Other civil engineering;2012 June;78.5;21.8
2710;Total 1 or more employed persons;429 Other civil engineering;2012 2nd quarter;75.2;15.6
2711;Total 1 or more employed persons;429 Other civil engineering;2012 July;68.3;11.8
2712;Total 1 or more employed persons;429 Other civil engineering;2012 August;46.5;-9.7
2713;Total 1 or more employed persons;429 Other civil engineering;2012 September;68.3;4.4
2714;Total 1 or more employed persons;429 Other civil engineering;2012 3rd quarter;61.0;2.9
2715;Total 1 or more employed persons;429 Other civil engineering;2012 October;70.6;18.1
2716;Total 1 or more employed persons;429 Other civil engineering;2012 November;76.4;11.9
2717;Total 1 or more employed persons;429 Other civil engineering;2012 December;84.9;-7.8
2718;Total 1 or more employed persons;429 Other civil engineering;2012 4th quarter;77.3;5.3
2719;Total 1 or more employed persons;429 Other civil engineering;2012;64.6;2.7
2720;Total 1 or more employed persons;429 Other civil engineering;2013 January;44.8;4.1
2721;Total 1 or more employed persons;429 Other civil engineering;2013 February;46.5;-4.3
2722;Total 1 or more employed persons;429 Other civil engineering;2013 March;59.2;38.5
2723;Total 1 or more employed persons;429 Other civil engineering;2013 1st quarter;50.1;12.0
2724;Total 1 or more employed persons;429 Other civil engineering;2013 April;61.7;-11.7
2725;Total 1 or more employed persons;429 Other civil engineering;2013 May;68.4;-11.6
2726;Total 1 or more employed persons;429 Other civil engineering;2013 June;70.8;-9.8
2727;Total 1 or more employed persons;429 Other civil engineering;2013 2nd quarter;66.9;-11.0
2728;Total 1 or more employed persons;429 Other civil engineering;2013 July;68.6;0.4
2729;Total 1 or more employed persons;429 Other civil engineering;2013 August;54.7;17.7
2730;Total 1 or more employed persons;429 Other civil engineering;2013 September;71.5;4.5
2731;Total 1 or more employed persons;429 Other civil engineering;2013 3rd quarter;64.9;6.3
2732;Total 1 or more employed persons;429 Other civil engineering;2013 October;79.3;12.3
2733;Total 1 or more employed persons;429 Other civil engineering;2013 November;77.3;1.3
2734;Total 1 or more employed persons;429 Other civil engineering;2013 December;88.5;4.2
2735;Total 1 or more employed persons;429 Other civil engineering;2013 4th quarter;81.7;5.7
2736;Total 1 or more employed persons;429 Other civil engineering;2013;65.9;2.1
2737;Total 1 or more employed persons;429 Other civil engineering;2014 January;48.0;7.2
2738;Total 1 or more employed persons;429 Other civil engineering;2014 February;55.7;20.0
2739;Total 1 or more employed persons;429 Other civil engineering;2014 March;60.8;2.6
2740;Total 1 or more employed persons;429 Other civil engineering;2014 1st quarter;54.8;9.3
2741;Total 1 or more employed persons;429 Other civil engineering;2014 April;84.0;36.3
2742;Total 1 or more employed persons;429 Other civil engineering;2014 May;80.2;17.3
2743;Total 1 or more employed persons;429 Other civil engineering;2014 June;88.6;25.2
2744;Total 1 or more employed persons;429 Other civil engineering;2014 2nd quarter;84.3;25.9
2745;Total 1 or more employed persons;429 Other civil engineering;2014 July;81.4;18.7
2746;Total 1 or more employed persons;429 Other civil engineering;2014 August;71.4;30.5
2747;Total 1 or more employed persons;429 Other civil engineering;2014 September;98.6;38.0
2748;Total 1 or more employed persons;429 Other civil engineering;2014 3rd quarter;83.8;29.1
2749;Total 1 or more employed persons;429 Other civil engineering;2014 October;187.4;136.3
2750;Total 1 or more employed persons;429 Other civil engineering;2014 November;147.6;90.8
2751;Total 1 or more employed persons;429 Other civil engineering;2014 December;153.5;73.3
2752;Total 1 or more employed persons;429 Other civil engineering;2014 4th quarter;162.8;99.2
2753;Total 1 or more employed persons;429 Other civil engineering;2014;96.4;46.3
2754;Total 1 or more employed persons;429 Other civil engineering;2015 January;62.1;29.4
2755;Total 1 or more employed persons;429 Other civil engineering;2015 February;73.0;31.0
2756;Total 1 or more employed persons;429 Other civil engineering;2015 March;96.7;59.1
2757;Total 1 or more employed persons;429 Other civil engineering;2015 1st quarter;77.3;40.9
2758;Total 1 or more employed persons;429 Other civil engineering;2015 April;80.4;-4.3
2759;Total 1 or more employed persons;429 Other civil engineering;2015 May;125.2;56.0
2760;Total 1 or more employed persons;429 Other civil engineering;2015 June;102.9;16.1
2761;Total 1 or more employed persons;429 Other civil engineering;2015 2nd quarter;102.8;22.0
2762;Total 1 or more employed persons;429 Other civil engineering;2015 July;114.7;41.0
2763;Total 1 or more employed persons;429 Other civil engineering;2015 August;82.6;15.7
2764;Total 1 or more employed persons;429 Other civil engineering;2015 September;126.0;27.8
2765;Total 1 or more employed persons;429 Other civil engineering;2015 3rd quarter;107.8;28.6
2766;Total 1 or more employed persons;429 Other civil engineering;2015 October;129.0;-31.1
2767;Total 1 or more employed persons;429 Other civil engineering;2015 November;111.3;-24.6
2768;Total 1 or more employed persons;429 Other civil engineering;2015 December;96.0;-37.4
2769;Total 1 or more employed persons;429 Other civil engineering;2015 4th quarter;112.1;-31.1
2770;Total 1 or more employed persons;429 Other civil engineering;2015;100.0;3.7
2771;Total 1 or more employed persons;429 Other civil engineering;2016 January;48.4;-22.1
2772;Total 1 or more employed persons;429 Other civil engineering;2016 February;55.5;-24.0
2773;Total 1 or more employed persons;429 Other civil engineering;2016 March;46.0;-52.4
2774;Total 1 or more employed persons;429 Other civil engineering;2016 1st quarter;50.0;-35.3
2775;Total 1 or more employed persons;429 Other civil engineering;2016 April;67.1;-16.5
2776;Total 1 or more employed persons;429 Other civil engineering;2016 May;70.9;-43.3
2777;Total 1 or more employed persons;429 Other civil engineering;2016 June;76.7;-25.5
2778;Total 1 or more employed persons;429 Other civil engineering;2016 2nd quarter;71.6;-30.4
2779;Total 1 or more employed persons;429 Other civil engineering;2016 July;71.9;-37.3
2780;Total 1 or more employed persons;429 Other civil engineering;2016 August;71.6;-13.3
2781;Total 1 or more employed persons;429 Other civil engineering;2016 September;131.6;4.4
2782;Total 1 or more employed persons;429 Other civil engineering;2016 3rd quarter;91.7;-14.9
2783;Total 1 or more employed persons;429 Other civil engineering;2016 October;72.7;-43.7
2784;Total 1 or more employed persons;429 Other civil engineering;2016 November;86.4;-22.4
2785;Total 1 or more employed persons;429 Other civil engineering;2016 December;94.1;-2.1
2786;Total 1 or more employed persons;429 Other civil engineering;2016 4th quarter;84.4;-24.7
2787;Total 1 or more employed persons;429 Other civil engineering;2016;74.4;-25.6
2788;Total 1 or more employed persons;429 Other civil engineering;2017 January;50.6;4.7
2789;Total 1 or more employed persons;429 Other civil engineering;2017 February;51.9;-6.4
2790;Total 1 or more employed persons;429 Other civil engineering;2017 March;67.0;45.7
2791;Total 1 or more employed persons;429 Other civil engineering;2017 1st quarter;56.5;13.1
2792;Total 1 or more employed persons;429 Other civil engineering;2017 April;58.0;-13.5
2793;Total 1 or more employed persons;429 Other civil engineering;2017 May;60.7;-14.5
2794;Total 1 or more employed persons;429 Other civil engineering;2017 June;64.3;-16.2
2795;Total 1 or more employed persons;429 Other civil engineering;2017 2nd quarter;61.0;-14.8
2796;Total 1 or more employed persons;429 Other civil engineering;2017 July;68.0;-5.5
2797;Total 1 or more employed persons;429 Other civil engineering;2017 August;61.6;-14.0
2798;Total 1 or more employed persons;429 Other civil engineering;2017 September;76.4;-42.0
2799;Total 1 or more employed persons;429 Other civil engineering;2017 3rd quarter;68.6;-25.1
2800;Total 1 or more employed persons;429 Other civil engineering;2017 October;81.4;11.9
2801;Total 1 or more employed persons;429 Other civil engineering;2017 November;88.0;1.8
2802;Total 1 or more employed persons;429 Other civil engineering;2017 December;93.1;-1.0
2803;Total 1 or more employed persons;429 Other civil engineering;2017 4th quarter;87.5;3.7
2804;Total 1 or more employed persons;429 Other civil engineering;2017;68.4;-8.0
2805;Total 1 or more employed persons;429 Other civil engineering;2018 January;43.9;-13.3
2806;Total 1 or more employed persons;429 Other civil engineering;2018 February;49.4;-4.8
2807;Total 1 or more employed persons;429 Other civil engineering;2018 March;56.9;-15.1
2808;Total 1 or more employed persons;429 Other civil engineering;2018 1st quarter;50.1;-11.4
2809;Total 1 or more employed persons;429 Other civil engineering;2018 April;82.6;42.3
2810;Total 1 or more employed persons;429 Other civil engineering;2018 May;81.0;33.5
2811;Total 1 or more employed persons;429 Other civil engineering;2018 June;88.6;37.8
2812;Total 1 or more employed persons;429 Other civil engineering;2018 2nd quarter;84.1;37.8
2813;Total 1 or more employed persons;429 Other civil engineering;2018 July;81.6;20.0
2814;Total 1 or more employed persons;429 Other civil engineering;2018 August;65.3;6.1
2815;Total 1 or more employed persons;429 Other civil engineering;2018 September;101.1;32.3
2816;Total 1 or more employed persons;429 Other civil engineering;2018 3rd quarter;82.7;20.4
2817;Total 1 or more employed persons;429 Other civil engineering;2018 October;77.9;-4.2
2818;Total 1 or more employed persons;429 Other civil engineering;2018 November;82.4;-6.3
2819;Total 1 or more employed persons;429 Other civil engineering;2018 December;101.2;8.7
2820;Total 1 or more employed persons;429 Other civil engineering;2018 4th quarter;87.2;-0.3
2821;Total 1 or more employed persons;429 Other civil engineering;2018;76.0;11.1
2822;Total 1 or more employed persons;429 Other civil engineering;2019 January;55.7;26.9
2823;Total 1 or more employed persons;429 Other civil engineering;2019 February;72.8;47.3
2824;Total 1 or more employed persons;429 Other civil engineering;2019 March;82.4;44.7
2825;Total 1 or more employed persons;429 Other civil engineering;2019 1st quarter;70.3;40.4
2826;Total 1 or more employed persons;429 Other civil engineering;2019 April;90.4;9.4
2827;Total 1 or more employed persons;429 Other civil engineering;2019 May;96.7;19.4
2828;Total 1 or more employed persons;429 Other civil engineering;2019 June;82.5;-6.9
2829;Total 1 or more employed persons;429 Other civil engineering;2019 2nd quarter;89.9;6.9
2830;Total 1 or more employed persons;429 Other civil engineering;2019 July;93.3;14.3
2831;Total 1 or more employed persons;429 Other civil engineering;2019 August;78.8;20.8
2832;Total 1 or more employed persons;429 Other civil engineering;2019 September;128.6;27.2
2833;Total 1 or more employed persons;429 Other civil engineering;2019 3rd quarter;100.2;21.3
2834;Total 1 or more employed persons;429 Other civil engineering;2019 October;111.9;43.6
2835;Total 1 or more employed persons;429 Other civil engineering;2019 November;115.8;40.5
2836;Total 1 or more employed persons;429 Other civil engineering;2019 December;123.5;22.0
2837;Total 1 or more employed persons;429 Other civil engineering;2019 4th quarter;117.1;34.2
2838;Total 1 or more employed persons;429 Other civil engineering;2019;94.4;24.2
2839;Total 1 or more employed persons;429 Other civil engineering;2020 January;69.1;24.0
2840;Total 1 or more employed persons;429 Other civil engineering;2020 February;85.0;16.8
2841;Total 1 or more employed persons;429 Other civil engineering;2020 March;91.8;11.4
2842;Total 1 or more employed persons;429 Other civil engineering;2020 1st quarter;82.0;16.6
2843;Total 1 or more employed persons;429 Other civil engineering;2020 April;99.8;10.5
2844;Total 1 or more employed persons;429 Other civil engineering;2020 May;125.0;29.2
2845;Total 1 or more employed persons;429 Other civil engineering;2020 June;116.9;41.7
2846;Total 1 or more employed persons;429 Other civil engineering;2020 2nd quarter;113.9;26.7
2847;Total 1 or more employed persons;429 Other civil engineering;2020 July;128.4;37.5
2848;Total 1 or more employed persons;429 Other civil engineering;2020 August;93.3;18.3
2849;Total 1 or more employed persons;429 Other civil engineering;2020 September;112.2;-12.7
2850;Total 1 or more employed persons;429 Other civil engineering;2020 3rd quarter;111.3;11.0
2851;Total 1 or more employed persons;429 Other civil engineering;2020 October;110.4;-1.3
2852;Total 1 or more employed persons;429 Other civil engineering;2020 November;111.9;-3.4
2853;Total 1 or more employed persons;429 Other civil engineering;2020 December;121.5;-1.6
2854;Total 1 or more employed persons;429 Other civil engineering;2020 4th quarter;114.6;-2.1
2855;Total 1 or more employed persons;429 Other civil engineering;2020;105.4;11.7
2856;Total 1 or more employed persons;429 Other civil engineering;2021 January;67.8;-1.9
2857;Total 1 or more employed persons;429 Other civil engineering;2021 February;64.2;-24.5
2858;Total 1 or more employed persons;429 Other civil engineering;2021 March;79.7;-13.2
2859;Total 1 or more employed persons;429 Other civil engineering;2021 1st quarter;70.5;-13.9
2860;Total 1 or more employed persons;429 Other civil engineering;2021 April;95.9;-3.9
2861;Total 1 or more employed persons;429 Other civil engineering;2021 May;86.7;-30.6
2862;Total 1 or more employed persons;429 Other civil engineering;2021 June;96.0;-17.9
2863;Total 1 or more employed persons;429 Other civil engineering;2021 2nd quarter;92.9;-18.5
2864;Total 1 or more employed persons;429 Other civil engineering;2021 July;118.3;-7.8
2865;Total 1 or more employed persons;429 Other civil engineering;2021  August;125.7;34.8
2866;Total 1 or more employed persons;429 Other civil engineering;2021 September;142.4;26.9
2867;Total 1 or more employed persons;429 Other civil engineering;2021 3rd quarter;128.8;15.8
2868;Total 1 or more employed persons;429 Other civil engineering;2021 October;72.3;-34.5
2869;Total 1 or more employed persons;429 Other civil engineering;2021 November;99.6;-11.0
2870;Total 1 or more employed persons;429 Other civil engineering;2021 December;102.8;-15.4
2871;Total 1 or more employed persons;429 Other civil engineering;2021 4th quarter;91.6;-20.1
2872;Total 1 or more employed persons;429 Other civil engineering;2021;95.9;-9.0
2873;Total 1 or more employed persons;429 Other civil engineering;2022 January;60.0;-11.5
2874;Total 1 or more employed persons;429 Other civil engineering;2022 February;70.4;9.6
2875;Total 1 or more employed persons;429 Other civil engineering;2022 March;83.9;5.4
2876;Total 1 or more employed persons;429 Other civil engineering;2022 1st quarter;71.4;1.3
2877;Total 1 or more employed persons;429 Other civil engineering;2022 April;88.0;-8.3
2878;Total 1 or more employed persons;429 Other civil engineering;2022 May;104.6;20.7
2879;Total 1 or more employed persons;429 Other civil engineering;2022 June;118.5;23.5
2880;Total 1 or more employed persons;429 Other civil engineering;2022 2nd quarter;103.7;11.7
2881;Total 1 or more employed persons;429 Other civil engineering;2022 July;104.9;-11.3
2882;Total 1 or more employed persons;429 Other civil engineering;2022 August;86.6;-31.1
2883;Total 1 or more employed persons;429 Other civil engineering;2022 September;106.1;-25.5
2884;Total 1 or more employed persons;429 Other civil engineering;2022 3rd quarter;99.2;-23.0
2885;Total 1 or more employed persons;429 Other civil engineering;2022 October;94.7;31.0
2886;Total 1 or more employed persons;429 Other civil engineering;2022 November;110.6;11.1
2887;Total 1 or more employed persons;429 Other civil engineering;2022 December;111.4;8.4
2888;Total 1 or more employed persons;429 Other civil engineering;2022 4th quarter;105.6;15.3
2889;Total 1 or more employed persons;429 Other civil engineering;2022;95.0;-1.0
2890;Total 1 or more employed persons;429 Other civil engineering;2023 January;;
2891;Total 1 or more employed persons;429 Other civil engineering;2023 February;;
2892;Total 1 or more employed persons;429 Other civil engineering;2023 March;;
2893;Total 1 or more employed persons;429 Other civil engineering;2023 1st quarter;;
2894;Total 1 or more employed persons;429 Other civil engineering;2023 April;89.4;1.6
2895;Total 1 or more employed persons;429 Other civil engineering;2023 May;94.1;-10.0
2896;Total 1 or more employed persons;429 Other civil engineering;2023 June;111.7;-5.8
2897;Total 1 or more employed persons;429 Other civil engineering;2023 2nd quarter;98.4;-5.1
2898;Total 1 or more employed persons;429 Other civil engineering;2023 July;107.9;2.9
2899;Total 1 or more employed persons;429 Other civil engineering;2023 August;87.4;1.0
2900;Total 1 or more employed persons;429 Other civil engineering;2023 September;91.3;-14.0
2901;Total 1 or more employed persons;429 Other civil engineering;2023 3rd quarter;95.5;-3.7
2902;Total 1 or more employed persons;429 Other civil engineering;2023 October;;
2903;Total 1 or more employed persons;429 Other civil engineering;2023 November;;
2904;Total 1 or more employed persons;429 Other civil engineering;2023 December;;
2905;Total 1 or more employed persons;429 Other civil engineering;2023 4th quarter;;
2906;Total 1 or more employed persons;429 Other civil engineering;2023;;
2907;Total 1 or more employed persons;43 Specialised construction activities;2005 January;54.6;-3.1
2908;Total 1 or more employed persons;43 Specialised construction activities;2005 February;68.8;-0.3
2909;Total 1 or more employed persons;43 Specialised construction activities;2005 March;83.1;-1.2
2910;Total 1 or more employed persons;43 Specialised construction activities;2005 1st quarter;68.8;-1.4
2911;Total 1 or more employed persons;43 Specialised construction activities;2005 April;84.2;7.5
2912;Total 1 or more employed persons;43 Specialised construction activities;2005 May;79.7;7.6
2913;Total 1 or more employed persons;43 Specialised construction activities;2005 June;99.2;11.9
2914;Total 1 or more employed persons;43 Specialised construction activities;2005 2nd quarter;87.7;9.1
2915;Total 1 or more employed persons;43 Specialised construction activities;2005 July;82.8;3.9
2916;Total 1 or more employed persons;43 Specialised construction activities;2005 August;61.0;12.1
2917;Total 1 or more employed persons;43 Specialised construction activities;2005 September;95.3;10.9
2918;Total 1 or more employed persons;43 Specialised construction activities;2005 3rd quarter;79.7;8.7
2919;Total 1 or more employed persons;43 Specialised construction activities;2005 October;89.7;3.6
2920;Total 1 or more employed persons;43 Specialised construction activities;2005 November;96.7;7.0
2921;Total 1 or more employed persons;43 Specialised construction activities;2005 December;114.1;10.0
2922;Total 1 or more employed persons;43 Specialised construction activities;2005 4th quarter;100.2;7.1
2923;Total 1 or more employed persons;43 Specialised construction activities;2005;84.1;6.1
2924;Total 1 or more employed persons;43 Specialised construction activities;2006 January;59.7;9.2
2925;Total 1 or more employed persons;43 Specialised construction activities;2006 February;74.6;8.5
2926;Total 1 or more employed persons;43 Specialised construction activities;2006 March;93.8;12.9
2927;Total 1 or more employed persons;43 Specialised construction activities;2006 1st quarter;76.0;10.5
2928;Total 1 or more employed persons;43 Specialised construction activities;2006 April;83.3;-1.1
2929;Total 1 or more employed persons;43 Specialised construction activities;2006 May;92.1;15.6
2930;Total 1 or more employed persons;43 Specialised construction activities;2006 June;101.7;2.5
2931;Total 1 or more employed persons;43 Specialised construction activities;2006 2nd quarter;92.4;5.3
2932;Total 1 or more employed persons;43 Specialised construction activities;2006 July;87.2;5.3
2933;Total 1 or more employed persons;43 Specialised construction activities;2006 August;66.8;9.6
