ID;RegioS;Perioden;TotaleVervoersprestatie_1;AutoBestuurder_2;AutoPassagier_3;Trein_4;BusTramMetro_5;BromSnorfiets_6;Fiets_7;Lopen_8;OverigeVervoersprestatie_9
78;Landsdeel West-Nederland;1994;81.9;34.5;24.7;6.5;4.9;0.5;6.2;2.1;2.4
79;Landsdeel West-Nederland;1995;82.8;36.9;23.3;6.9;4.8;0.4;6.2;2.2;2.3
80;Landsdeel West-Nederland;1996;81.8;36.4;22.9;6.8;4.7;0.5;6.0;2.1;2.2
81;Landsdeel West-Nederland;1997;85.4;37.2;24.2;7.6;4.9;0.5;6.4;2.1;2.6
82;Landsdeel West-Nederland;1998;86.2;38.4;24.1;8.1;4.7;0.5;5.8;2.0;2.5
83;Landsdeel West-Nederland;1999;86.7;39.7;23.4;7.8;4.9;0.4;5.9;2.0;2.4
84;Landsdeel West-Nederland;2000;85.6;39.1;23.0;8.3;4.7;0.4;5.8;2.0;2.1
85;Landsdeel West-Nederland;2001;87.3;40.2;23.8;8.1;4.8;0.4;5.9;2.0;2.3
86;Landsdeel West-Nederland;2002;86.4;40.3;23.2;7.9;4.6;0.4;5.9;2.0;2.1
87;Landsdeel West-Nederland;2003;87.7;41.4;23.3;7.3;4.4;0.4;6.4;2.0;2.4
88;Landsdeel West-Nederland;2004;91.2;42.0;25.8;8.5;4.1;0.4;6.3;2.0;1.9
89;Landsdeel West-Nederland;2005;87.6;42.1;23.3;6.8;4.2;0.5;6.5;2.1;2.2
90;Landsdeel West-Nederland;2006;88.9;42.1;22.8;8.4;3.8;0.5;6.4;2.1;2.8
91;Landsdeel West-Nederland;2007;89.0;42.2;22.6;8.2;3.6;0.4;6.6;2.2;3.0
92;Landsdeel Zuid-Nederland;1985;31.9;14.0;10.0;1.6;0.9;0.3;2.7;0.8;1.5
93;Landsdeel Zuid-Nederland;1986;32.7;15.1;10.7;1.5;0.8;0.3;2.7;0.8;1.0
94;Landsdeel Zuid-Nederland;1987;31.9;14.2;10.1;2.1;1.0;0.3;2.6;0.8;0.8
95;Landsdeel Zuid-Nederland;1988;33.6;15.8;10.4;1.4;1.0;0.2;2.8;0.8;1.1
96;Landsdeel Zuid-Nederland;1989;33.3;15.8;10.2;1.6;0.8;0.2;2.8;0.8;1.0
97;Landsdeel Zuid-Nederland;1990;35.2;16.4;10.1;2.4;1.0;0.3;3.0;0.8;1.1
98;Landsdeel Zuid-Nederland;1991;35.4;16.2;10.1;2.7;1.1;0.2;3.1;0.9;1.1
99;Landsdeel Zuid-Nederland;1992;35.7;17.0;9.8;2.7;1.2;0.3;2.9;0.8;1.0
100;Landsdeel Zuid-Nederland;1993;36.1;16.2;11.0;2.6;1.2;0.3;2.8;0.8;1.1
101;Landsdeel Zuid-Nederland;1994;35.7;16.6;10.7;2.6;1.2;0.3;2.7;0.8;1.0
102;Landsdeel Zuid-Nederland;1995;36.2;17.2;10.5;2.2;1.2;0.3;2.8;0.9;1.1
103;Landsdeel Zuid-Nederland;1996;37.5;18.2;10.9;2.6;1.1;0.3;2.6;0.9;1.1
104;Landsdeel Zuid-Nederland;1997;38.3;18.6;11.0;2.5;1.1;0.3;2.8;0.8;1.1
105;Landsdeel Zuid-Nederland;1998;37.7;18.5;10.7;2.6;1.1;0.3;2.7;0.8;1.1
106;Landsdeel Zuid-Nederland;1999;39.5;19.5;11.7;2.7;0.9;0.3;2.7;0.8;0.9
107;Landsdeel Zuid-Nederland;2000;39.6;19.8;11.2;2.8;0.9;0.3;2.8;0.8;0.9
108;Landsdeel Zuid-Nederland;2001;39.0;19.9;10.6;2.8;1.0;0.3;2.7;0.8;1.0
109;Landsdeel Zuid-Nederland;2002;39.8;20.0;11.4;2.9;0.8;0.3;2.7;0.9;1.0
110;Landsdeel Zuid-Nederland;2003;41.1;20.8;11.7;2.7;0.8;0.2;2.8;0.8;1.1
111;Landsdeel Zuid-Nederland;2004;39.8;19.5;12.1;2.5;0.9;0.2;2.8;0.9;1.1
112;Landsdeel Zuid-Nederland;2005;40.7;20.6;11.6;2.6;0.8;0.3;3.0;0.9;0.9
113;Landsdeel Zuid-Nederland;2006;40.1;20.3;11.6;2.6;0.7;0.2;2.9;0.9;0.8
114;Landsdeel Zuid-Nederland;2007;40.8;21.2;11.2;2.6;0.7;0.2;2.8;0.9;1.3
115;Groningen;1985;5.2;2.1;1.7;0.2;0.3;0.0;0.6;0.2;0.1
116;Groningen;1986;5.9;2.1;1.9;0.4;0.3;0.0;0.6;0.1;0.4
117;Groningen;1987;6.1;2.6;1.9;0.4;0.3;0.0;0.5;0.1;0.3
118;Groningen;1988;5.6;2.6;1.5;0.4;0.2;0.0;0.6;0.1;0.2
119;Groningen;1989;6.0;2.4;2.1;0.3;0.3;0.0;0.6;0.2;0.1
120;Groningen;1990;5.8;2.6;1.7;0.5;0.2;0.1;0.6;0.2;0.0
121;Groningen;1991;6.0;2.5;1.9;0.5;0.2;0.0;0.5;0.2;0.1
122;Groningen;1992;7.1;3.0;2.1;0.9;0.3;0.0;0.5;0.1;0.2
123;Groningen;1993;6.1;2.7;1.8;0.5;0.4;0.0;0.4;0.1;0.1
124;Groningen;1994;6.2;2.6;1.8;0.6;0.3;0.0;0.5;0.1;0.2
125;Groningen;1995;6.8;3.0;2.1;0.6;0.3;0.0;0.5;0.1;0.2
126;Groningen;1996;6.5;2.8;1.9;0.6;0.3;0.0;0.5;0.1;0.2
127;Groningen;1997;6.6;2.8;2.1;0.5;0.3;0.0;0.6;0.1;0.2
128;Groningen;1998;6.7;2.9;1.9;0.8;0.4;0.0;0.5;0.1;0.1
129;Groningen;1999;6.4;3.0;1.8;0.5;0.2;0.0;0.5;0.1;0.2
130;Groningen;2000;6.5;3.0;1.9;0.6;0.2;0.0;0.5;0.1;0.1
131;Groningen;2001;6.6;3.0;1.8;0.7;0.3;0.0;0.5;0.1;0.2
132;Groningen;2002;6.9;3.2;1.9;0.6;0.3;0.0;0.5;0.1;0.1
133;Groningen;2003;7.0;3.4;1.9;0.6;0.2;0.0;0.5;0.1;0.1
134;Groningen;2004;7.1;3.5;2.1;0.4;0.3;0.0;0.5;0.1;0.2
135;Groningen;2005;6.7;3.2;1.8;0.6;0.2;0.0;0.6;0.1;0.2
136;Groningen;2006;7.1;3.5;1.9;0.6;0.2;0.0;0.5;0.2;0.2
137;Groningen;2007;7.3;3.1;2.3;0.6;0.2;0.1;0.5;0.2;0.4
138;Friesland;1985;5.8;2.7;1.8;0.1;0.2;0.0;0.5;0.1;0.3
139;Friesland;1986;5.7;2.5;1.9;0.2;0.2;0.0;0.5;0.1;0.2
140;Friesland;1987;6.1;3.0;2.0;0.1;0.2;0.0;0.5;0.1;0.1
141;Friesland;1988;6.3;2.9;2.1;0.1;0.3;0.1;0.6;0.1;0.1
142;Friesland;1989;6.5;3.1;2.1;0.3;0.2;0.0;0.6;0.1;0.2
143;Friesland;1990;6.3;2.9;2.0;0.2;0.2;0.1;0.5;0.1;0.2
144;Friesland;1991;6.4;2.8;2.0;0.3;0.4;0.0;0.6;0.2;0.1
145;Friesland;1992;6.9;3.0;2.3;0.3;0.3;0.1;0.5;0.2;0.2
146;Friesland;1993;5.9;2.8;1.9;0.1;0.2;0.0;0.6;0.1;0.3
147;Friesland;1994;6.9;3.1;2.2;0.3;0.3;0.0;0.5;0.1;0.2
148;Friesland;1995;7.1;3.2;2.3;0.3;0.3;0.0;0.6;0.1;0.2
149;Friesland;1996;7.2;3.4;2.1;0.3;0.3;0.0;0.6;0.2;0.3
150;Friesland;1997;7.2;3.3;2.2;0.3;0.3;0.0;0.6;0.1;0.3
151;Friesland;1998;7.2;3.5;2.2;0.3;0.3;0.0;0.5;0.1;0.2
152;Friesland;1999;7.1;3.3;2.2;0.3;0.3;0.0;0.5;0.1;0.3
153;Friesland;2000;7.5;3.7;2.2;0.4;0.2;0.0;0.6;0.1;0.2
154;Friesland;2001;7.8;4.0;2.4;0.3;0.2;0.0;0.6;0.1;0.2
155;Friesland;2002;7.2;3.7;2.1;0.4;0.2;0.0;0.6;0.1;0.1
156;Friesland;2003;8.2;3.9;2.5;0.6;0.2;0.0;0.6;0.1;0.3
157;Friesland;2004;9.1;4.8;2.6;0.4;0.3;0.0;0.6;0.1;0.2
158;Friesland;2005;8.6;4.1;2.8;0.4;0.2;0.0;0.6;0.1;0.2
159;Friesland;2006;8.4;4.3;2.2;0.6;0.3;0.0;0.6;0.2;0.2
160;Friesland;2007;8.2;4.1;2.3;0.5;0.2;0.0;0.6;0.2;0.3
161;Drenthe;1985;4.6;2.2;1.4;0.2;0.1;0.0;0.4;0.1;0.1
162;Drenthe;1986;4.4;1.9;1.5;0.2;0.1;0.0;0.5;0.1;0.1
163;Drenthe;1987;4.5;2.0;1.6;0.2;0.1;0.0;0.4;0.1;0.1
164;Drenthe;1988;5.5;2.9;1.5;0.2;0.2;0.0;0.4;0.1;0.2
165;Drenthe;1989;5.0;2.5;1.5;0.1;0.2;0.0;0.5;0.1;0.1
166;Drenthe;1990;5.2;2.6;1.7;0.3;0.1;0.0;0.4;0.1;0.0
167;Drenthe;1991;5.7;2.7;1.7;0.3;0.2;0.0;0.4;0.1;0.2
168;Drenthe;1992;5.7;2.5;1.9;0.4;0.2;0.0;0.4;0.1;0.1
169;Drenthe;1993;5.1;2.5;1.6;0.2;0.2;0.0;0.4;0.1;0.1
170;Drenthe;1994;5.7;3.2;1.5;0.2;0.2;0.0;0.4;0.1;0.1
171;Drenthe;1995;5.7;2.8;1.7;0.3;0.2;0.0;0.4;0.1;0.1
172;Drenthe;1996;5.8;2.8;1.9;0.3;0.2;0.0;0.4;0.1;0.1
173;Drenthe;1997;5.8;2.8;1.8;0.3;0.2;0.0;0.4;0.1;0.2
174;Drenthe;1998;5.8;2.8;1.8;0.4;0.2;0.0;0.4;0.1;0.1
175;Drenthe;1999;6.1;3.1;1.9;0.3;0.1;0.0;0.5;0.1;0.2
176;Drenthe;2000;5.9;3.0;1.6;0.4;0.2;0.0;0.4;0.1;0.1
177;Drenthe;2001;6.1;3.2;1.8;0.3;0.2;0.0;0.4;0.1;0.1
178;Drenthe;2002;6.5;3.3;1.9;0.4;0.2;0.0;0.4;0.1;0.1
179;Drenthe;2003;6.0;3.2;1.8;0.2;0.1;0.0;0.4;0.1;0.1
180;Drenthe;2004;6.6;3.7;1.8;0.2;0.2;0.0;0.4;0.1;0.1
181;Drenthe;2005;6.9;3.5;1.9;0.4;0.2;0.0;0.5;0.1;0.1
182;Drenthe;2006;5.8;3.1;1.7;0.3;0.1;0.0;0.4;0.1;0.1
183;Drenthe;2007;7.1;4.0;2.0;0.3;0.2;0.0;0.4;0.1;0.1
184;Overijssel;1985;10.9;4.7;3.8;0.4;0.3;0.1;1.0;0.2;0.4
185;Overijssel;1986;9.2;4.2;2.8;0.4;0.2;0.1;1.1;0.2;0.2
186;Overijssel;1987;10.2;4.9;3.1;0.5;0.3;0.1;0.9;0.2;0.3
187;Overijssel;1988;10.9;5.0;3.6;0.4;0.3;0.1;0.9;0.2;0.3
188;Overijssel;1989;11.2;5.1;3.5;0.7;0.3;0.1;1.0;0.2;0.4
189;Overijssel;1990;10.0;4.8;2.9;0.5;0.2;0.1;0.9;0.2;0.3
190;Overijssel;1991;11.4;5.4;3.2;0.8;0.4;0.0;1.0;0.2;0.4
191;Overijssel;1992;12.3;5.3;4.0;1.0;0.4;0.0;1.0;0.2;0.4
192;Overijssel;1993;11.5;4.9;3.7;1.2;0.3;0.0;1.0;0.2;0.2
193;Overijssel;1994;12.0;5.2;3.7;1.2;0.3;0.1;1.1;0.2;0.3
194;Overijssel;1995;11.8;5.3;3.6;0.9;0.3;0.1;1.1;0.2;0.3
195;Overijssel;1996;11.9;5.6;3.6;0.8;0.3;0.1;1.0;0.2;0.3
196;Overijssel;1997;12.8;5.7;4.1;0.9;0.3;0.1;1.1;0.2;0.4
197;Overijssel;1998;12.0;5.7;3.5;0.8;0.3;0.1;1.0;0.2;0.3
198;Overijssel;1999;12.5;5.9;3.7;1.0;0.2;0.1;1.1;0.2;0.3
199;Overijssel;2000;12.4;6.0;3.5;0.9;0.3;0.0;1.0;0.2;0.3
200;Overijssel;2001;12.7;6.2;3.5;0.9;0.3;0.0;1.1;0.2;0.3
201;Overijssel;2002;12.8;6.5;3.5;0.9;0.2;0.1;1.0;0.2;0.4
202;Overijssel;2003;12.8;6.3;3.8;0.9;0.2;0.1;1.1;0.2;0.3
203;Overijssel;2004;13.7;6.8;3.9;1.1;0.3;0.0;1.1;0.2;0.3
204;Overijssel;2005;14.1;6.8;4.2;1.1;0.2;0.0;1.1;0.2;0.5
205;Overijssel;2006;13.8;6.4;4.0;1.0;0.2;0.0;1.1;0.3;0.7
206;Overijssel;2007;13.4;6.6;3.6;1.0;0.2;0.0;1.2;0.3;0.5
207;Flevoland;1985;1.5;0.7;0.4;0.0;0.2;0.0;0.1;0.0;0.0
208;Flevoland;1986;1.9;0.9;0.6;0.0;0.2;0.0;0.1;0.1;0.0
209;Flevoland;1987;2.2;1.0;0.6;0.1;0.2;0.0;0.2;0.1;0.1
210;Flevoland;1988;2.4;1.4;0.6;0.1;0.1;0.0;0.1;0.0;0.1
211;Flevoland;1989;2.9;1.4;0.9;0.2;0.2;0.0;0.1;0.1;0.0
212;Flevoland;1990;3.4;1.9;0.9;0.1;0.2;0.0;0.2;0.1;0.0
213;Flevoland;1991;3.1;1.5;0.9;0.3;0.2;0.0;0.1;0.1;0.0
214;Flevoland;1992;3.6;1.8;1.0;0.2;0.2;0.0;0.2;0.1;0.0
215;Flevoland;1993;3.6;2.1;0.8;0.3;0.2;0.0;0.2;0.1;0.1
216;Flevoland;1994;3.5;1.7;1.1;0.3;0.2;0.0;0.2;0.1;0.0
217;Flevoland;1995;3.8;1.7;1.2;0.3;0.3;0.0;0.2;0.1;0.1
218;Flevoland;1996;3.9;1.9;1.1;0.3;0.2;0.0;0.2;0.1;0.1
219;Flevoland;1997;4.0;1.8;1.3;0.3;0.2;0.0;0.2;0.1;0.1
220;Flevoland;1998;4.3;2.1;1.2;0.4;0.2;0.0;0.2;0.1;0.1
221;Flevoland;1999;4.6;2.2;1.4;0.4;0.2;0.0;0.2;0.1;0.1
222;Flevoland;2000;5.1;2.5;1.5;0.4;0.2;0.0;0.2;0.1;0.2
223;Flevoland;2001;4.8;2.4;1.4;0.4;0.2;0.0;0.2;0.1;0.1
224;Flevoland;2002;5.5;2.7;1.5;0.6;0.3;0.0;0.2;0.1;0.1
225;Flevoland;2003;5.3;2.5;1.6;0.5;0.2;0.0;0.2;0.1;0.1
226;Flevoland;2004;5.6;3.0;1.3;0.5;0.3;0.0;0.3;0.1;0.1
227;Flevoland;2005;5.3;2.8;1.4;0.5;0.2;0.0;0.2;0.1;0.1
228;Flevoland;2006;5.5;2.7;1.4;0.6;0.3;0.0;0.2;0.1;0.2
229;Flevoland;2007;6.1;3.1;1.6;0.5;0.3;0.0;0.3;0.1;0.3
230;Gelderland;1985;16.5;7.3;5.1;0.7;0.6;0.2;1.6;0.4;0.5
231;Gelderland;1986;18.1;8.2;5.4;1.2;0.7;0.2;1.6;0.4;0.4
232;Gelderland;1987;18.7;8.7;6.0;0.9;0.6;0.2;1.5;0.4;0.5
233;Gelderland;1988;18.6;8.9;5.3;1.2;0.7;0.3;1.5;0.4;0.5
234;Gelderland;1989;19.5;8.9;5.8;1.2;0.5;0.2;1.6;0.4;0.7
235;Gelderland;1990;21.4;9.7;7.2;1.1;0.6;0.2;1.7;0.4;0.5
236;Gelderland;1991;21.3;9.2;6.8;1.4;1.0;0.1;1.6;0.4;0.7
237;Gelderland;1992;20.6;9.4;6.0;1.3;0.9;0.2;1.7;0.4;0.8
238;Gelderland;1993;21.0;9.1;6.1;2.1;0.9;0.1;1.6;0.4;0.6
239;Gelderland;1994;21.1;9.9;6.5;1.2;0.7;0.1;1.7;0.4;0.6
240;Gelderland;1995;21.8;10.2;6.6;1.5;0.7;0.1;1.7;0.4;0.6
241;Gelderland;1996;22.1;10.4;6.7;1.5;0.7;0.1;1.6;0.4;0.6
242;Gelderland;1997;23.1;10.8;6.7;1.7;0.8;0.1;1.8;0.4;0.8
243;Gelderland;1998;22.9;11.2;6.6;1.6;0.7;0.1;1.7;0.4;0.6
244;Gelderland;1999;23.7;11.5;6.8;2.0;0.6;0.2;1.7;0.4;0.5
245;Gelderland;2000;24.1;12.1;7.0;1.7;0.6;0.1;1.7;0.4;0.6
246;Gelderland;2001;23.2;11.4;6.3;2.0;0.7;0.1;1.7;0.4;0.6
247;Gelderland;2002;24.2;12.3;6.7;1.9;0.5;0.1;1.6;0.4;0.7
248;Gelderland;2003;22.9;11.6;6.5;1.6;0.5;0.1;1.7;0.4;0.6
249;Gelderland;2004;24.0;12.1;6.7;1.8;0.5;0.1;1.7;0.4;0.7
250;Gelderland;2005;24.1;11.8;6.8;1.9;0.5;0.1;1.9;0.5;0.8
251;Gelderland;2006;25.5;13.3;6.5;2.1;0.5;0.2;2.0;0.5;0.5
252;Gelderland;2007;25.3;13.1;6.3;2.0;0.5;0.1;2.0;0.5;0.8
253;Utrecht;1985;9.7;4.4;2.9;0.6;0.4;0.1;0.8;0.2;0.3
254;Utrecht;1986;10.1;4.7;2.9;0.6;0.4;0.1;0.8;0.2;0.2
255;Utrecht;1987;11.4;5.3;3.3;0.9;0.5;0.1;0.7;0.3;0.4
256;Utrecht;1988;10.1;4.8;2.6;0.8;0.4;0.1;0.9;0.2;0.3
257;Utrecht;1989;12.0;5.4;3.7;0.9;0.4;0.1;0.9;0.3;0.4
258;Utrecht;1990;12.6;5.8;3.1;1.2;0.5;0.1;1.0;0.3;0.6
259;Utrecht;1991;12.9;5.9;3.8;1.2;0.5;0.1;0.8;0.2;0.3
260;Utrecht;1992;13.2;6.2;3.6;1.2;0.6;0.1;0.9;0.3;0.4
261;Utrecht;1993;12.9;5.9;3.6;1.3;0.6;0.1;1.0;0.3;0.2
262;Utrecht;1994;13.5;6.0;3.7;1.4;0.6;0.1;1.0;0.3;0.3
263;Utrecht;1995;13.5;6.3;3.8;1.3;0.5;0.1;1.0;0.3;0.3
264;Utrecht;1996;13.5;6.2;3.8;1.3;0.5;0.1;1.0;0.3;0.3
265;Utrecht;1997;13.7;6.2;3.8;1.4;0.5;0.1;1.1;0.3;0.4
266;Utrecht;1998;13.7;6.4;3.7;1.4;0.5;0.1;1.0;0.3;0.4
267;Utrecht;1999;14.3;6.9;3.8;1.3;0.5;0.1;1.0;0.3;0.3
268;Utrecht;2000;13.7;6.4;3.6;1.6;0.5;0.1;1.0;0.3;0.3
269;Utrecht;2001;14.7;7.2;4.0;1.4;0.5;0.1;1.0;0.3;0.3
270;Utrecht;2002;14.3;6.8;3.9;1.3;0.5;0.1;1.1;0.3;0.3
271;Utrecht;2003;14.7;7.1;3.9;1.4;0.5;0.1;1.1;0.3;0.4
272;Utrecht;2004;15.3;7.5;4.2;1.6;0.5;0.1;1.0;0.3;0.3
273;Utrecht;2005;15.1;7.3;4.4;1.3;0.4;0.1;1.1;0.3;0.3
274;Utrecht;2006;16.1;7.7;4.4;1.7;0.4;0.1;1.2;0.3;0.3
275;Utrecht;2007;16.4;8.3;3.8;1.7;0.5;0.0;1.2;0.3;0.6
276;Noord-Holland;1985;23.3;9.7;6.6;2.0;1.3;0.2;1.9;0.7;1.0
