ID;Geslacht;BurgerlijkeStaat;Leeftijd;Migratieachtergrond;Perioden;PersonenMetPensioenaanspraken_1;BrutoJaarbedragOpgebouwdPensioen_2;BrutoJaarbedragTeBereikenPensioen_3
15;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Met migratieachtergrond;2019;2947950.0;8635643.0;21492090.0
16;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Met migratieachtergrond;2020;3082180.0;8931834.0;22771645.0
17;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Met migratieachtergrond;2021;3255770.0;9339684.0;23842536.0
18;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Migratieachtergrond: westers;2016;1066190.0;4537851.0;9374825.0
19;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Migratieachtergrond: westers;2017;1304820.0;4627842.0;9813274.0
20;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Migratieachtergrond: westers;2018;1364460.0;4771992.0;10332893.0
21;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Migratieachtergrond: westers;2019;1639450.0;5199212.0;11938664.0
22;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Migratieachtergrond: westers;2020;1716120.0;5304885.0;12525086.0
23;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Migratieachtergrond: westers;2021;1822990.0;5481867.0;12891938.0
24;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Migratieachtergrond: niet-westers;2016;1148230.0;2870674.0;7253643.0
25;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Migratieachtergrond: niet-westers;2017;1205030.0;3021788.0;7703570.0
26;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Migratieachtergrond: niet-westers;2018;1255930.0;3213171.0;8370851.0
27;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Migratieachtergrond: niet-westers;2019;1308500.0;3436431.0;9553425.0
28;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Migratieachtergrond: niet-westers;2020;1366060.0;3626949.0;10246559.0
29;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Migratieachtergrond: niet-westers;2021;1432780.0;3857817.0;10950598.0
30;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Onbekende migratieachtergrond;2016;;;
31;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Onbekende migratieachtergrond;2017;365550.0;295496.0;486128.0
32;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Onbekende migratieachtergrond;2018;367680.0;367202.0;557566.0
33;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Onbekende migratieachtergrond;2019;112960.0;99462.0;123452.0
34;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Onbekende migratieachtergrond;2020;79250.0;31802.0;35310.0
35;Totaal mannen en vrouwen;Totaal burgerlijke staat;10000;Onbekende migratieachtergrond;2021;79210.0;31175.0;35629.0
36;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Totaal migratieachtergrond;2016;759100.0;121564.0;2635879.0
37;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Totaal migratieachtergrond;2017;755590.0;121389.0;2795042.0
38;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Totaal migratieachtergrond;2018;753120.0;128105.0;3042035.0
39;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Totaal migratieachtergrond;2019;754690.0;143540.0;3572992.0
40;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Totaal migratieachtergrond;2020;787100.0;166824.0;3855760.0
41;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Totaal migratieachtergrond;2021;814180.0;182556.0;4112877.0
42;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Geen migratieachtergrond;2016;562530.0;100696.0;2155354.0
43;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Geen migratieachtergrond;2017;548580.0;100962.0;2276013.0
44;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Geen migratieachtergrond;2018;547850.0;105767.0;2453707.0
45;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Geen migratieachtergrond;2019;549030.0;117034.0;2836203.0
46;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Geen migratieachtergrond;2020;570000.0;133780.0;3047846.0
47;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Geen migratieachtergrond;2021;584440.0;146607.0;3195490.0
48;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Met migratieachtergrond;2016;161030.0;18849.0;432697.0
49;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Met migratieachtergrond;2017;206370.0;20364.0;518177.0
50;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Met migratieachtergrond;2018;204860.0;22306.0;587651.0
51;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Met migratieachtergrond;2019;205630.0;26504.0;736699.0
52;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Met migratieachtergrond;2020;217080.0;33041.0;807840.0
53;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Met migratieachtergrond;2021;229710.0;35947.0;917350.0
54;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Migratieachtergrond: westers;2016;61450.0;7417.0;173483.0
55;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Migratieachtergrond: westers;2017;100850.0;8449.0;220115.0
56;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Migratieachtergrond: westers;2018;96580.0;9002.0;247846.0
57;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Migratieachtergrond: westers;2019;96280.0;11116.0;327745.0
58;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Migratieachtergrond: westers;2020;100330.0;13714.0;363825.0
59;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Migratieachtergrond: westers;2021;107750.0;14495.0;417795.0
60;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Migratieachtergrond: niet-westers;2016;99580.0;11432.0;259214.0
61;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Migratieachtergrond: niet-westers;2017;105510.0;11915.0;298062.0
62;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Migratieachtergrond: niet-westers;2018;108280.0;13305.0;339805.0
63;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Migratieachtergrond: niet-westers;2019;109360.0;15388.0;408954.0
64;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Migratieachtergrond: niet-westers;2020;116750.0;19326.0;444015.0
65;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Migratieachtergrond: niet-westers;2021;121960.0;21452.0;499555.0
66;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Onbekende migratieachtergrond;2016;;;
67;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Onbekende migratieachtergrond;2017;640.0;63.0;852.0
68;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Onbekende migratieachtergrond;2018;410.0;32.0;678.0
69;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Onbekende migratieachtergrond;2019;30.0;2.0;90.0
70;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Onbekende migratieachtergrond;2020;30.0;3.0;74.0
71;Totaal mannen en vrouwen;Totaal burgerlijke staat;41500;Onbekende migratieachtergrond;2021;20.0;2.0;38.0
72;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Totaal migratieachtergrond;2016;2103530.0;2973536.0;18195400.0
73;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Totaal migratieachtergrond;2017;2144040.0;2932006.0;18479003.0
74;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Totaal migratieachtergrond;2018;2177010.0;2896231.0;19394987.0
75;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Totaal migratieachtergrond;2019;2215010.0;3019778.0;22051837.0
76;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Totaal migratieachtergrond;2020;2247500.0;3120548.0;23389144.0
77;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Totaal migratieachtergrond;2021;2294260.0;3243473.0;23863733.0
78;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Geen migratieachtergrond;2016;1381290.0;2408841.0;14294688.0
79;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Geen migratieachtergrond;2017;1389790.0;2382913.0;14470012.0
80;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Geen migratieachtergrond;2018;1398640.0;2345330.0;14983316.0
81;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Geen migratieachtergrond;2019;1410450.0;2415174.0;16632266.0
82;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Geen migratieachtergrond;2020;1413270.0;2461102.0;17472400.0
83;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Geen migratieachtergrond;2021;1419020.0;2526839.0;17616703.0
84;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Met migratieachtergrond;2016;583430.0;536252.0;3703370.0
85;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Met migratieachtergrond;2017;695170.0;536416.0;3958546.0
86;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Met migratieachtergrond;2018;728980.0;540134.0;4367737.0
87;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Met migratieachtergrond;2019;804070.0;604511.0;5419192.0
88;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Met migratieachtergrond;2020;833900.0;659369.0;5916455.0
89;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Met migratieachtergrond;2021;874980.0;716576.0;6246676.0
90;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Migratieachtergrond: westers;2016;268420.0;246294.0;1750524.0
91;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Migratieachtergrond: westers;2017;368640.0;250777.0;1908513.0
92;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Migratieachtergrond: westers;2018;392200.0;253618.0;2099292.0
93;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Migratieachtergrond: westers;2019;456220.0;296416.0;2667959.0
94;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Migratieachtergrond: westers;2020;473510.0;322776.0;2920920.0
95;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Migratieachtergrond: westers;2021;498550.0;348723.0;3020634.0
96;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Migratieachtergrond: niet-westers;2016;315010.0;289958.0;1952846.0
97;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Migratieachtergrond: niet-westers;2017;326520.0;285639.0;2050033.0
98;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Migratieachtergrond: niet-westers;2018;336790.0;286515.0;2268445.0
99;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Migratieachtergrond: niet-westers;2019;347850.0;308095.0;2751233.0
100;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Migratieachtergrond: niet-westers;2020;360390.0;336593.0;2995535.0
101;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Migratieachtergrond: niet-westers;2021;376430.0;367853.0;3226042.0
102;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Onbekende migratieachtergrond;2016;;;
103;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Onbekende migratieachtergrond;2017;59080.0;12677.0;50445.0
104;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Onbekende migratieachtergrond;2018;49390.0;10768.0;43933.0
105;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Onbekende migratieachtergrond;2019;500.0;93.0;379.0
106;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Onbekende migratieachtergrond;2020;330.0;77.0;289.0
107;Totaal mannen en vrouwen;Totaal burgerlijke staat;53500;Onbekende migratieachtergrond;2021;260.0;57.0;353.0
108;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Totaal migratieachtergrond;2016;2152770.0;9100000.0;25249176.0
109;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Totaal migratieachtergrond;2017;2143910.0;9014000.0;25112643.0
110;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Totaal migratieachtergrond;2018;2146060.0;8961562.0;25366657.0
111;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Totaal migratieachtergrond;2019;2172360.0;9113897.0;26902485.0
112;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Totaal migratieachtergrond;2020;2205160.0;9144528.0;27735567.0
113;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Totaal migratieachtergrond;2021;2261950.0;9330200.0;28039443.0
114;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Geen migratieachtergrond;2016;1471240.0;7495040.0;20426828.0
115;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Geen migratieachtergrond;2017;1432210.0;7384183.0;20137547.0
116;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Geen migratieachtergrond;2018;1401630.0;7290824.0;20079675.0
117;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Geen migratieachtergrond;2019;1389830.0;7347930.0;20901708.0
118;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Geen migratieachtergrond;2020;1381750.0;7307093.0;21304507.0
119;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Geen migratieachtergrond;2021;1386960.0;7386272.0;21282418.0
120;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Met migratieachtergrond;2016;572180.0;1548101.0;4640011.0
121;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Met migratieachtergrond;2017;631790.0;1585475.0;4866389.0
122;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Met migratieachtergrond;2018;661370.0;1625200.0;5176530.0
123;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Met migratieachtergrond;2019;770280.0;1763920.0;5997925.0
124;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Met migratieachtergrond;2020;813090.0;1835745.0;6428535.0
125;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Met migratieachtergrond;2021;866480.0;1942595.0;6754988.0
126;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Migratieachtergrond: westers;2016;265700.0;794825.0;2403053.0
127;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Migratieachtergrond: westers;2017;314270.0;809059.0;2511841.0
128;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Migratieachtergrond: westers;2018;331580.0;818643.0;2636521.0
129;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Migratieachtergrond: westers;2019;426100.0;908976.0;3101640.0
130;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Migratieachtergrond: westers;2020;453070.0;936403.0;3288590.0
131;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Migratieachtergrond: westers;2021;487260.0;983024.0;3387184.0
132;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Migratieachtergrond: niet-westers;2016;306470.0;753275.0;2236958.0
133;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Migratieachtergrond: niet-westers;2017;317510.0;776416.0;2354548.0
134;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Migratieachtergrond: niet-westers;2018;329800.0;806557.0;2540009.0
135;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Migratieachtergrond: niet-westers;2019;344170.0;854944.0;2896285.0
136;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Migratieachtergrond: niet-westers;2020;360020.0;899342.0;3139945.0
137;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Migratieachtergrond: niet-westers;2021;379210.0;959571.0;3367804.0
138;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Onbekende migratieachtergrond;2016;;;
139;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Onbekende migratieachtergrond;2017;79910.0;44342.0;108707.0
140;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Onbekende migratieachtergrond;2018;83060.0;45537.0;110452.0
141;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Onbekende migratieachtergrond;2019;12260.0;2047.0;2851.0
142;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Onbekende migratieachtergrond;2020;10320.0;1690.0;2524.0
143;Totaal mannen en vrouwen;Totaal burgerlijke staat;53700;Onbekende migratieachtergrond;2021;8510.0;1333.0;2037.0
144;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Totaal migratieachtergrond;2016;2552100.0;18581035.0;31742285.0
145;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Totaal migratieachtergrond;2017;2556370.0;18619217.0;31832281.0
146;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Totaal migratieachtergrond;2018;2531210.0;18616587.0;31860402.0
147;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Totaal migratieachtergrond;2019;2508470.0;18540081.0;32229733.0
148;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Totaal migratieachtergrond;2020;2473640.0;18231747.0;31993578.0
149;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Totaal migratieachtergrond;2021;2457460.0;18166733.0;31589946.0
150;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Geen migratieachtergrond;2016;1941230.0;15895063.0;27023163.0
151;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Geen migratieachtergrond;2017;1923030.0;15885031.0;27010776.0
152;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Geen migratieachtergrond;2018;1880660.0;15810851.0;26894019.0
153;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Geen migratieachtergrond;2019;1837910.0;15675203.0;27008364.0
154;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Geen migratieachtergrond;2020;1782930.0;15346439.0;26671338.0
155;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Geen migratieachtergrond;2021;1738240.0;15219341.0;26162149.0
156;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Met migratieachtergrond;2016;532700.0;2588100.0;4538585.0
157;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Met migratieachtergrond;2017;573400.0;2658237.0;4698244.0
158;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Met migratieachtergrond;2018;590660.0;2729725.0;4843868.0
159;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Met migratieachtergrond;2019;655950.0;2859002.0;5214829.0
160;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Met migratieachtergrond;2020;675640.0;2879665.0;5316021.0
161;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Met migratieachtergrond;2021;703590.0;2942044.0;5421933.0
162;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Migratieachtergrond: westers;2016;262050.0;1567877.0;2723662.0
163;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Migratieachtergrond: westers;2017;292530.0;1587827.0;2787920.0
164;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Migratieachtergrond: westers;2018;301700.0;1606141.0;2835788.0
165;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Migratieachtergrond: westers;2019;359750.0;1689709.0;3066699.0
166;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Migratieachtergrond: westers;2020;373160.0;1677066.0;3094361.0
167;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Migratieachtergrond: westers;2021;392970.0;1694247.0;3114858.0
168;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Migratieachtergrond: niet-westers;2016;270650.0;1020223.0;1814923.0
169;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Migratieachtergrond: niet-westers;2017;280860.0;1070411.0;1910324.0
170;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Migratieachtergrond: niet-westers;2018;288960.0;1123584.0;2008081.0
171;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Migratieachtergrond: niet-westers;2019;296200.0;1169293.0;2148131.0
172;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Migratieachtergrond: niet-westers;2020;302490.0;1202599.0;2221661.0
173;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Migratieachtergrond: niet-westers;2021;310620.0;1247797.0;2307075.0
174;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Onbekende migratieachtergrond;2016;;;
175;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Onbekende migratieachtergrond;2017;59940.0;75948.0;123261.0
176;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Onbekende migratieachtergrond;2018;59890.0;76011.0;122515.0
177;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Onbekende migratieachtergrond;2019;14620.0;5876.0;6539.0
178;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Onbekende migratieachtergrond;2020;15070.0;5643.0;6218.0
179;Totaal mannen en vrouwen;Totaal burgerlijke staat;53800;Onbekende migratieachtergrond;2021;15630.0;5348.0;5864.0
180;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Totaal migratieachtergrond;2016;2137660.0;23179762.0;28281679.0
181;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Totaal migratieachtergrond;2017;2213960.0;23686312.0;28838999.0
182;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Totaal migratieachtergrond;2018;2330580.0;25207973.0;30500265.0
183;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Totaal migratieachtergrond;2019;2439420.0;26432593.0;31949483.0
184;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Totaal migratieachtergrond;2020;2514190.0;27059611.0;32725701.0
185;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Totaal migratieachtergrond;2021;2586860.0;27798200.0;33396240.0
186;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Geen migratieachtergrond;2016;1736360.0;20367122.0;24847443.0
187;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Geen migratieachtergrond;2017;1785750.0;20780584.0;25283737.0
188;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Geen migratieachtergrond;2018;1868900.0;22087507.0;26700351.0
189;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Geen migratieachtergrond;2019;1941650.0;23031506.0;27787902.0
190;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Geen migratieachtergrond;2020;1986660.0;23583902.0;28471234.0
191;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Geen migratieachtergrond;2021;2025860.0;24152252.0;28950747.0
192;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Met migratieachtergrond;2016;351670.0;2694307.0;3290323.0
193;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Met migratieachtergrond;2017;383300.0;2803140.0;3428714.0
194;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Met migratieachtergrond;2018;413040.0;3018847.0;3677957.0
195;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Met migratieachtergrond;2019;487580.0;3329930.0;4070658.0
196;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Met migratieachtergrond;2020;516810.0;3465612.0;4243746.0
197;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Met migratieachtergrond;2021;549780.0;3635628.0;4434125.0
198;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Migratieachtergrond: westers;2016;200150.0;1903469.0;2305739.0
199;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Migratieachtergrond: westers;2017;215870.0;1936238.0;2348795.0
200;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Migratieachtergrond: westers;2018;228930.0;2047224.0;2475321.0
201;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Migratieachtergrond: westers;2019;285210.0;2254996.0;2735968.0
202;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Migratieachtergrond: westers;2020;299570.0;2312391.0;2814435.0
203;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Migratieachtergrond: westers;2021;316560.0;2392890.0;2902629.0
204;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Migratieachtergrond: niet-westers;2016;151520.0;790838.0;984584.0
205;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Migratieachtergrond: niet-westers;2017;167430.0;866903.0;1079919.0
206;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Migratieachtergrond: niet-westers;2018;184110.0;971624.0;1202635.0
207;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Migratieachtergrond: niet-westers;2019;202370.0;1074934.0;1334690.0
208;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Migratieachtergrond: niet-westers;2020;217240.0;1153221.0;1429311.0
209;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Migratieachtergrond: niet-westers;2021;233220.0;1242738.0;1531496.0
210;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Onbekende migratieachtergrond;2016;;;
211;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Onbekende migratieachtergrond;2017;44910.0;102587.0;126549.0
212;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Onbekende migratieachtergrond;2018;48650.0;101619.0;121957.0
213;Totaal mannen en vrouwen;Totaal burgerlijke staat;90170;Onbekende migratieachtergrond;2019;10190.0;71158.0;90923.0
