ID;Sex;Age;CountryOfBirth;DutchCaribbean;Periods;PopulationOnJanuary1st_1
1350;Total male and female;Total;Ecuador;Caribbean Netherlands;2017;62
1351;Total male and female;Total;Ecuador;Caribbean Netherlands;2018;62
1352;Total male and female;Total;Ecuador;Caribbean Netherlands;2019;64
1353;Total male and female;Total;Ecuador;Caribbean Netherlands;2020;78
1354;Total male and female;Total;Ecuador;Caribbean Netherlands;2021;79
1355;Total male and female;Total;Ecuador;Caribbean Netherlands;2022;93
1356;Total male and female;Total;Ecuador;Caribbean Netherlands;2023;106
1357;Total male and female;Total;Ecuador;Caribbean Netherlands;2024;118
1358;Total male and female;Total;Ecuador;Bonaire;2011;52
1359;Total male and female;Total;Ecuador;Bonaire;2012;61
1360;Total male and female;Total;Ecuador;Bonaire;2013;67
1361;Total male and female;Total;Ecuador;Bonaire;2014;72
1362;Total male and female;Total;Ecuador;Bonaire;2015;72
1363;Total male and female;Total;Ecuador;Bonaire;2016;75
1364;Total male and female;Total;Ecuador;Bonaire;2017;61
1365;Total male and female;Total;Ecuador;Bonaire;2018;61
1366;Total male and female;Total;Ecuador;Bonaire;2019;63
1367;Total male and female;Total;Ecuador;Bonaire;2020;76
1368;Total male and female;Total;Ecuador;Bonaire;2021;78
1369;Total male and female;Total;Ecuador;Bonaire;2022;92
1370;Total male and female;Total;Ecuador;Bonaire;2023;105
1371;Total male and female;Total;Ecuador;Bonaire;2024;116
1372;Total male and female;Total;Ecuador;St. Eustatius;2011;0
1373;Total male and female;Total;Ecuador;St. Eustatius;2012;1
1374;Total male and female;Total;Ecuador;St. Eustatius;2013;1
1375;Total male and female;Total;Ecuador;St. Eustatius;2014;1
1376;Total male and female;Total;Ecuador;St. Eustatius;2015;1
1377;Total male and female;Total;Ecuador;St. Eustatius;2016;1
1378;Total male and female;Total;Ecuador;St. Eustatius;2017;1
1379;Total male and female;Total;Ecuador;St. Eustatius;2018;1
1380;Total male and female;Total;Ecuador;St. Eustatius;2019;1
1381;Total male and female;Total;Ecuador;St. Eustatius;2020;2
1382;Total male and female;Total;Ecuador;St. Eustatius;2021;1
1383;Total male and female;Total;Ecuador;St. Eustatius;2022;1
1384;Total male and female;Total;Ecuador;St. Eustatius;2023;1
1385;Total male and female;Total;Ecuador;St. Eustatius;2024;1
1386;Total male and female;Total;Ecuador;Saba;2011;0
1387;Total male and female;Total;Ecuador;Saba;2012;0
1388;Total male and female;Total;Ecuador;Saba;2013;0
1389;Total male and female;Total;Ecuador;Saba;2014;0
1390;Total male and female;Total;Ecuador;Saba;2015;0
1391;Total male and female;Total;Ecuador;Saba;2016;0
1392;Total male and female;Total;Ecuador;Saba;2017;0
1393;Total male and female;Total;Ecuador;Saba;2018;0
1394;Total male and female;Total;Ecuador;Saba;2019;0
1395;Total male and female;Total;Ecuador;Saba;2020;0
1396;Total male and female;Total;Ecuador;Saba;2021;0
1397;Total male and female;Total;Ecuador;Saba;2022;0
1398;Total male and female;Total;Ecuador;Saba;2023;0
1399;Total male and female;Total;Ecuador;Saba;2024;1
1400;Total male and female;Total;Guyana;Caribbean Netherlands;2011;190
1401;Total male and female;Total;Guyana;Caribbean Netherlands;2012;186
1402;Total male and female;Total;Guyana;Caribbean Netherlands;2013;194
1403;Total male and female;Total;Guyana;Caribbean Netherlands;2014;197
1404;Total male and female;Total;Guyana;Caribbean Netherlands;2015;187
1405;Total male and female;Total;Guyana;Caribbean Netherlands;2016;151
1406;Total male and female;Total;Guyana;Caribbean Netherlands;2017;156
1407;Total male and female;Total;Guyana;Caribbean Netherlands;2018;147
1408;Total male and female;Total;Guyana;Caribbean Netherlands;2019;140
1409;Total male and female;Total;Guyana;Caribbean Netherlands;2020;136
1410;Total male and female;Total;Guyana;Caribbean Netherlands;2021;140
1411;Total male and female;Total;Guyana;Caribbean Netherlands;2022;147
1412;Total male and female;Total;Guyana;Caribbean Netherlands;2023;151
1413;Total male and female;Total;Guyana;Caribbean Netherlands;2024;150
1414;Total male and female;Total;Guyana;Bonaire;2011;39
1415;Total male and female;Total;Guyana;Bonaire;2012;40
1416;Total male and female;Total;Guyana;Bonaire;2013;41
1417;Total male and female;Total;Guyana;Bonaire;2014;43
1418;Total male and female;Total;Guyana;Bonaire;2015;43
1419;Total male and female;Total;Guyana;Bonaire;2016;43
1420;Total male and female;Total;Guyana;Bonaire;2017;43
1421;Total male and female;Total;Guyana;Bonaire;2018;36
1422;Total male and female;Total;Guyana;Bonaire;2019;35
1423;Total male and female;Total;Guyana;Bonaire;2020;35
1424;Total male and female;Total;Guyana;Bonaire;2021;38
1425;Total male and female;Total;Guyana;Bonaire;2022;38
1426;Total male and female;Total;Guyana;Bonaire;2023;37
1427;Total male and female;Total;Guyana;Bonaire;2024;37
1428;Total male and female;Total;Guyana;St. Eustatius;2011;130
1429;Total male and female;Total;Guyana;St. Eustatius;2012;130
1430;Total male and female;Total;Guyana;St. Eustatius;2013;137
1431;Total male and female;Total;Guyana;St. Eustatius;2014;137
1432;Total male and female;Total;Guyana;St. Eustatius;2015;126
1433;Total male and female;Total;Guyana;St. Eustatius;2016;90
1434;Total male and female;Total;Guyana;St. Eustatius;2017;93
1435;Total male and female;Total;Guyana;St. Eustatius;2018;97
1436;Total male and female;Total;Guyana;St. Eustatius;2019;93
1437;Total male and female;Total;Guyana;St. Eustatius;2020;89
1438;Total male and female;Total;Guyana;St. Eustatius;2021;91
1439;Total male and female;Total;Guyana;St. Eustatius;2022;95
1440;Total male and female;Total;Guyana;St. Eustatius;2023;99
1441;Total male and female;Total;Guyana;St. Eustatius;2024;98
1442;Total male and female;Total;Guyana;Saba;2011;21
1443;Total male and female;Total;Guyana;Saba;2012;16
1444;Total male and female;Total;Guyana;Saba;2013;16
1445;Total male and female;Total;Guyana;Saba;2014;17
1446;Total male and female;Total;Guyana;Saba;2015;18
1447;Total male and female;Total;Guyana;Saba;2016;18
1448;Total male and female;Total;Guyana;Saba;2017;20
1449;Total male and female;Total;Guyana;Saba;2018;14
1450;Total male and female;Total;Guyana;Saba;2019;12
1451;Total male and female;Total;Guyana;Saba;2020;12
1452;Total male and female;Total;Guyana;Saba;2021;11
1453;Total male and female;Total;Guyana;Saba;2022;14
1454;Total male and female;Total;Guyana;Saba;2023;15
1455;Total male and female;Total;Guyana;Saba;2024;15
1456;Total male and female;Total;Haiti;Caribbean Netherlands;2011;103
1457;Total male and female;Total;Haiti;Caribbean Netherlands;2012;110
1458;Total male and female;Total;Haiti;Caribbean Netherlands;2013;121
1459;Total male and female;Total;Haiti;Caribbean Netherlands;2014;130
1460;Total male and female;Total;Haiti;Caribbean Netherlands;2015;141
1461;Total male and female;Total;Haiti;Caribbean Netherlands;2016;150
1462;Total male and female;Total;Haiti;Caribbean Netherlands;2017;159
1463;Total male and female;Total;Haiti;Caribbean Netherlands;2018;180
1464;Total male and female;Total;Haiti;Caribbean Netherlands;2019;194
1465;Total male and female;Total;Haiti;Caribbean Netherlands;2020;224
1466;Total male and female;Total;Haiti;Caribbean Netherlands;2021;257
1467;Total male and female;Total;Haiti;Caribbean Netherlands;2022;320
1468;Total male and female;Total;Haiti;Caribbean Netherlands;2023;364
1469;Total male and female;Total;Haiti;Caribbean Netherlands;2024;460
1470;Total male and female;Total;Haiti;Bonaire;2011;59
1471;Total male and female;Total;Haiti;Bonaire;2012;67
1472;Total male and female;Total;Haiti;Bonaire;2013;74
1473;Total male and female;Total;Haiti;Bonaire;2014;80
1474;Total male and female;Total;Haiti;Bonaire;2015;90
1475;Total male and female;Total;Haiti;Bonaire;2016;100
1476;Total male and female;Total;Haiti;Bonaire;2017;105
1477;Total male and female;Total;Haiti;Bonaire;2018;128
1478;Total male and female;Total;Haiti;Bonaire;2019;146
1479;Total male and female;Total;Haiti;Bonaire;2020;177
1480;Total male and female;Total;Haiti;Bonaire;2021;211
1481;Total male and female;Total;Haiti;Bonaire;2022;275
1482;Total male and female;Total;Haiti;Bonaire;2023;315
1483;Total male and female;Total;Haiti;Bonaire;2024;406
1484;Total male and female;Total;Haiti;St. Eustatius;2011;20
1485;Total male and female;Total;Haiti;St. Eustatius;2012;21
1486;Total male and female;Total;Haiti;St. Eustatius;2013;25
1487;Total male and female;Total;Haiti;St. Eustatius;2014;29
1488;Total male and female;Total;Haiti;St. Eustatius;2015;29
1489;Total male and female;Total;Haiti;St. Eustatius;2016;22
1490;Total male and female;Total;Haiti;St. Eustatius;2017;24
1491;Total male and female;Total;Haiti;St. Eustatius;2018;23
1492;Total male and female;Total;Haiti;St. Eustatius;2019;23
1493;Total male and female;Total;Haiti;St. Eustatius;2020;21
1494;Total male and female;Total;Haiti;St. Eustatius;2021;22
1495;Total male and female;Total;Haiti;St. Eustatius;2022;21
1496;Total male and female;Total;Haiti;St. Eustatius;2023;20
1497;Total male and female;Total;Haiti;St. Eustatius;2024;21
1498;Total male and female;Total;Haiti;Saba;2011;24
1499;Total male and female;Total;Haiti;Saba;2012;22
1500;Total male and female;Total;Haiti;Saba;2013;22
1501;Total male and female;Total;Haiti;Saba;2014;21
1502;Total male and female;Total;Haiti;Saba;2015;22
1503;Total male and female;Total;Haiti;Saba;2016;28
1504;Total male and female;Total;Haiti;Saba;2017;30
1505;Total male and female;Total;Haiti;Saba;2018;29
1506;Total male and female;Total;Haiti;Saba;2019;25
1507;Total male and female;Total;Haiti;Saba;2020;26
1508;Total male and female;Total;Haiti;Saba;2021;24
1509;Total male and female;Total;Haiti;Saba;2022;24
1510;Total male and female;Total;Haiti;Saba;2023;29
1511;Total male and female;Total;Haiti;Saba;2024;33
1512;Total male and female;Total;Jamaica;Caribbean Netherlands;2011;110
1513;Total male and female;Total;Jamaica;Caribbean Netherlands;2012;118
1514;Total male and female;Total;Jamaica;Caribbean Netherlands;2013;129
1515;Total male and female;Total;Jamaica;Caribbean Netherlands;2014;143
1516;Total male and female;Total;Jamaica;Caribbean Netherlands;2015;155
1517;Total male and female;Total;Jamaica;Caribbean Netherlands;2016;140
1518;Total male and female;Total;Jamaica;Caribbean Netherlands;2017;137
1519;Total male and female;Total;Jamaica;Caribbean Netherlands;2018;142
1520;Total male and female;Total;Jamaica;Caribbean Netherlands;2019;134
1521;Total male and female;Total;Jamaica;Caribbean Netherlands;2020;135
1522;Total male and female;Total;Jamaica;Caribbean Netherlands;2021;139
1523;Total male and female;Total;Jamaica;Caribbean Netherlands;2022;140
1524;Total male and female;Total;Jamaica;Caribbean Netherlands;2023;158
1525;Total male and female;Total;Jamaica;Caribbean Netherlands;2024;171
1526;Total male and female;Total;Jamaica;Bonaire;2011;37
1527;Total male and female;Total;Jamaica;Bonaire;2012;39
1528;Total male and female;Total;Jamaica;Bonaire;2013;45
1529;Total male and female;Total;Jamaica;Bonaire;2014;57
1530;Total male and female;Total;Jamaica;Bonaire;2015;63
1531;Total male and female;Total;Jamaica;Bonaire;2016;67
1532;Total male and female;Total;Jamaica;Bonaire;2017;58
1533;Total male and female;Total;Jamaica;Bonaire;2018;56
1534;Total male and female;Total;Jamaica;Bonaire;2019;60
1535;Total male and female;Total;Jamaica;Bonaire;2020;61
1536;Total male and female;Total;Jamaica;Bonaire;2021;60
1537;Total male and female;Total;Jamaica;Bonaire;2022;58
1538;Total male and female;Total;Jamaica;Bonaire;2023;62
1539;Total male and female;Total;Jamaica;Bonaire;2024;64
1540;Total male and female;Total;Jamaica;St. Eustatius;2011;65
1541;Total male and female;Total;Jamaica;St. Eustatius;2012;66
1542;Total male and female;Total;Jamaica;St. Eustatius;2013;68
1543;Total male and female;Total;Jamaica;St. Eustatius;2014;70
1544;Total male and female;Total;Jamaica;St. Eustatius;2015;70
1545;Total male and female;Total;Jamaica;St. Eustatius;2016;45
1546;Total male and female;Total;Jamaica;St. Eustatius;2017;47
1547;Total male and female;Total;Jamaica;St. Eustatius;2018;58
1548;Total male and female;Total;Jamaica;St. Eustatius;2019;47
1549;Total male and female;Total;Jamaica;St. Eustatius;2020;47
1550;Total male and female;Total;Jamaica;St. Eustatius;2021;50
1551;Total male and female;Total;Jamaica;St. Eustatius;2022;53
1552;Total male and female;Total;Jamaica;St. Eustatius;2023;59
1553;Total male and female;Total;Jamaica;St. Eustatius;2024;67
1554;Total male and female;Total;Jamaica;Saba;2011;8
1555;Total male and female;Total;Jamaica;Saba;2012;13
1556;Total male and female;Total;Jamaica;Saba;2013;16
1557;Total male and female;Total;Jamaica;Saba;2014;16
1558;Total male and female;Total;Jamaica;Saba;2015;22
1559;Total male and female;Total;Jamaica;Saba;2016;28
1560;Total male and female;Total;Jamaica;Saba;2017;32
1561;Total male and female;Total;Jamaica;Saba;2018;28
1562;Total male and female;Total;Jamaica;Saba;2019;27
1563;Total male and female;Total;Jamaica;Saba;2020;27
1564;Total male and female;Total;Jamaica;Saba;2021;29
1565;Total male and female;Total;Jamaica;Saba;2022;29
1566;Total male and female;Total;Jamaica;Saba;2023;37
1567;Total male and female;Total;Jamaica;Saba;2024;40
1568;Total male and female;Total;Peru;Caribbean Netherlands;2011;526
1569;Total male and female;Total;Peru;Caribbean Netherlands;2012;532
1570;Total male and female;Total;Peru;Caribbean Netherlands;2013;562
1571;Total male and female;Total;Peru;Caribbean Netherlands;2014;588
1572;Total male and female;Total;Peru;Caribbean Netherlands;2015;574
1573;Total male and female;Total;Peru;Caribbean Netherlands;2016;575
1574;Total male and female;Total;Peru;Caribbean Netherlands;2017;468
1575;Total male and female;Total;Peru;Caribbean Netherlands;2018;499
1576;Total male and female;Total;Peru;Caribbean Netherlands;2019;526
1577;Total male and female;Total;Peru;Caribbean Netherlands;2020;579
1578;Total male and female;Total;Peru;Caribbean Netherlands;2021;588
1579;Total male and female;Total;Peru;Caribbean Netherlands;2022;623
1580;Total male and female;Total;Peru;Caribbean Netherlands;2023;691
1581;Total male and female;Total;Peru;Caribbean Netherlands;2024;782
1582;Total male and female;Total;Peru;Bonaire;2011;512
1583;Total male and female;Total;Peru;Bonaire;2012;518
1584;Total male and female;Total;Peru;Bonaire;2013;548
1585;Total male and female;Total;Peru;Bonaire;2014;574
1586;Total male and female;Total;Peru;Bonaire;2015;559
1587;Total male and female;Total;Peru;Bonaire;2016;560
1588;Total male and female;Total;Peru;Bonaire;2017;449
1589;Total male and female;Total;Peru;Bonaire;2018;478
1590;Total male and female;Total;Peru;Bonaire;2019;511
1591;Total male and female;Total;Peru;Bonaire;2020;565
1592;Total male and female;Total;Peru;Bonaire;2021;578
1593;Total male and female;Total;Peru;Bonaire;2022;612
1594;Total male and female;Total;Peru;Bonaire;2023;680
1595;Total male and female;Total;Peru;Bonaire;2024;768
1596;Total male and female;Total;Peru;St. Eustatius;2011;11
1597;Total male and female;Total;Peru;St. Eustatius;2012;11
1598;Total male and female;Total;Peru;St. Eustatius;2013;11
1599;Total male and female;Total;Peru;St. Eustatius;2014;11
1600;Total male and female;Total;Peru;St. Eustatius;2015;12
1601;Total male and female;Total;Peru;St. Eustatius;2016;12
1602;Total male and female;Total;Peru;St. Eustatius;2017;16
1603;Total male and female;Total;Peru;St. Eustatius;2018;18
1604;Total male and female;Total;Peru;St. Eustatius;2019;14
1605;Total male and female;Total;Peru;St. Eustatius;2020;13
1606;Total male and female;Total;Peru;St. Eustatius;2021;9
1607;Total male and female;Total;Peru;St. Eustatius;2022;9
1608;Total male and female;Total;Peru;St. Eustatius;2023;9
1609;Total male and female;Total;Peru;St. Eustatius;2024;10
1610;Total male and female;Total;Peru;Saba;2011;3
1611;Total male and female;Total;Peru;Saba;2012;3
1612;Total male and female;Total;Peru;Saba;2013;3
1613;Total male and female;Total;Peru;Saba;2014;3
1614;Total male and female;Total;Peru;Saba;2015;3
1615;Total male and female;Total;Peru;Saba;2016;3
1616;Total male and female;Total;Peru;Saba;2017;3
1617;Total male and female;Total;Peru;Saba;2018;3
1618;Total male and female;Total;Peru;Saba;2019;1
1619;Total male and female;Total;Peru;Saba;2020;1
1620;Total male and female;Total;Peru;Saba;2021;1
1621;Total male and female;Total;Peru;Saba;2022;2
1622;Total male and female;Total;Peru;Saba;2023;2
1623;Total male and female;Total;Peru;Saba;2024;4
1624;Total male and female;Total;Saba;Caribbean Netherlands;2011;578
1625;Total male and female;Total;Saba;Caribbean Netherlands;2012;580
1626;Total male and female;Total;Saba;Caribbean Netherlands;2013;566
1627;Total male and female;Total;Saba;Caribbean Netherlands;2014;562
1628;Total male and female;Total;Saba;Caribbean Netherlands;2015;553
1629;Total male and female;Total;Saba;Caribbean Netherlands;2016;561
1630;Total male and female;Total;Saba;Caribbean Netherlands;2017;555
1631;Total male and female;Total;Saba;Caribbean Netherlands;2018;551
1632;Total male and female;Total;Saba;Caribbean Netherlands;2019;544
1633;Total male and female;Total;Saba;Caribbean Netherlands;2020;531
1634;Total male and female;Total;Saba;Caribbean Netherlands;2021;516
1635;Total male and female;Total;Saba;Caribbean Netherlands;2022;511
1636;Total male and female;Total;Saba;Caribbean Netherlands;2023;498
1637;Total male and female;Total;Saba;Caribbean Netherlands;2024;492
1638;Total male and female;Total;Saba;Bonaire;2011;1
1639;Total male and female;Total;Saba;Bonaire;2012;1
1640;Total male and female;Total;Saba;Bonaire;2013;2
1641;Total male and female;Total;Saba;Bonaire;2014;5
1642;Total male and female;Total;Saba;Bonaire;2015;3
1643;Total male and female;Total;Saba;Bonaire;2016;4
1644;Total male and female;Total;Saba;Bonaire;2017;5
1645;Total male and female;Total;Saba;Bonaire;2018;5
1646;Total male and female;Total;Saba;Bonaire;2019;4
1647;Total male and female;Total;Saba;Bonaire;2020;6
1648;Total male and female;Total;Saba;Bonaire;2021;4
1649;Total male and female;Total;Saba;Bonaire;2022;4
1650;Total male and female;Total;Saba;Bonaire;2023;5
1651;Total male and female;Total;Saba;Bonaire;2024;5
1652;Total male and female;Total;Saba;St. Eustatius;2011;13
1653;Total male and female;Total;Saba;St. Eustatius;2012;11
1654;Total male and female;Total;Saba;St. Eustatius;2013;10
1655;Total male and female;Total;Saba;St. Eustatius;2014;11
1656;Total male and female;Total;Saba;St. Eustatius;2015;10
1657;Total male and female;Total;Saba;St. Eustatius;2016;8
1658;Total male and female;Total;Saba;St. Eustatius;2017;10
1659;Total male and female;Total;Saba;St. Eustatius;2018;10
1660;Total male and female;Total;Saba;St. Eustatius;2019;11
1661;Total male and female;Total;Saba;St. Eustatius;2020;11
1662;Total male and female;Total;Saba;St. Eustatius;2021;11
1663;Total male and female;Total;Saba;St. Eustatius;2022;11
1664;Total male and female;Total;Saba;St. Eustatius;2023;11
1665;Total male and female;Total;Saba;St. Eustatius;2024;11
1666;Total male and female;Total;Saba;Saba;2011;564
1667;Total male and female;Total;Saba;Saba;2012;568
1668;Total male and female;Total;Saba;Saba;2013;554
1669;Total male and female;Total;Saba;Saba;2014;546
1670;Total male and female;Total;Saba;Saba;2015;540
1671;Total male and female;Total;Saba;Saba;2016;549
1672;Total male and female;Total;Saba;Saba;2017;540
1673;Total male and female;Total;Saba;Saba;2018;536
1674;Total male and female;Total;Saba;Saba;2019;529
1675;Total male and female;Total;Saba;Saba;2020;514
1676;Total male and female;Total;Saba;Saba;2021;501
1677;Total male and female;Total;Saba;Saba;2022;496
1678;Total male and female;Total;Saba;Saba;2023;482
1679;Total male and female;Total;Saba;Saba;2024;476
1680;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2011;558
1681;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2012;592
1682;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2013;612
1683;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2014;621
1684;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2015;648
1685;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2016;679
1686;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2017;704
1687;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2018;740
1688;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2019;761
1689;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2020;772
1690;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2021;783
1691;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2022;820
1692;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2023;848
1693;Total male and female;Total;Saint Maarten (Dutch part);Caribbean Netherlands;2024;849
1694;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2011;28
1695;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2012;27
1696;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2013;31
1697;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2014;32
1698;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2015;37
1699;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2016;35
1700;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2017;40
1701;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2018;45
1702;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2019;47
1703;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2020;48
1704;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2021;47
1705;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2022;47
1706;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2023;53
1707;Total male and female;Total;Saint Maarten (Dutch part);Bonaire;2024;52
1708;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2011;307
1709;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2012;332
1710;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2013;341
1711;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2014;343
1712;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2015;350
1713;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2016;365
1714;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2017;378
1715;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2018;395
1716;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2019;407
1717;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2020;420
1718;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2021;426
1719;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2022;462
1720;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2023;476
1721;Total male and female;Total;Saint Maarten (Dutch part);St. Eustatius;2024;463
1722;Total male and female;Total;Saint Maarten (Dutch part);Saba;2011;223
1723;Total male and female;Total;Saint Maarten (Dutch part);Saba;2012;233
1724;Total male and female;Total;Saint Maarten (Dutch part);Saba;2013;240
1725;Total male and female;Total;Saint Maarten (Dutch part);Saba;2014;246
1726;Total male and female;Total;Saint Maarten (Dutch part);Saba;2015;261
1727;Total male and female;Total;Saint Maarten (Dutch part);Saba;2016;279
1728;Total male and female;Total;Saint Maarten (Dutch part);Saba;2017;286
1729;Total male and female;Total;Saint Maarten (Dutch part);Saba;2018;300
1730;Total male and female;Total;Saint Maarten (Dutch part);Saba;2019;307
1731;Total male and female;Total;Saint Maarten (Dutch part);Saba;2020;304
1732;Total male and female;Total;Saint Maarten (Dutch part);Saba;2021;310
1733;Total male and female;Total;Saint Maarten (Dutch part);Saba;2022;311
1734;Total male and female;Total;Saint Maarten (Dutch part);Saba;2023;319
1735;Total male and female;Total;Saint Maarten (Dutch part);Saba;2024;334
1736;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2011;1115
1737;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2012;1144
1738;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2013;1124
1739;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2014;1143
1740;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2015;1138
1741;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2016;1133
1742;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2017;1142
1743;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2018;1156
1744;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2019;1120
1745;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2020;1107
1746;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2021;1122
1747;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2022;1130
1748;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2023;1113
1749;Total male and female;Total;St. Eustatius;Caribbean Netherlands;2024;1085
1750;Total male and female;Total;St. Eustatius;Bonaire;2011;5
1751;Total male and female;Total;St. Eustatius;Bonaire;2012;7
1752;Total male and female;Total;St. Eustatius;Bonaire;2013;10
1753;Total male and female;Total;St. Eustatius;Bonaire;2014;11
1754;Total male and female;Total;St. Eustatius;Bonaire;2015;17
1755;Total male and female;Total;St. Eustatius;Bonaire;2016;27
1756;Total male and female;Total;St. Eustatius;Bonaire;2017;29
1757;Total male and female;Total;St. Eustatius;Bonaire;2018;26
1758;Total male and female;Total;St. Eustatius;Bonaire;2019;28
1759;Total male and female;Total;St. Eustatius;Bonaire;2020;22
1760;Total male and female;Total;St. Eustatius;Bonaire;2021;25
1761;Total male and female;Total;St. Eustatius;Bonaire;2022;29
1762;Total male and female;Total;St. Eustatius;Bonaire;2023;28
1763;Total male and female;Total;St. Eustatius;Bonaire;2024;25
1764;Total male and female;Total;St. Eustatius;St. Eustatius;2011;1107
1765;Total male and female;Total;St. Eustatius;St. Eustatius;2012;1134
1766;Total male and female;Total;St. Eustatius;St. Eustatius;2013;1111
1767;Total male and female;Total;St. Eustatius;St. Eustatius;2014;1128
1768;Total male and female;Total;St. Eustatius;St. Eustatius;2015;1117
1769;Total male and female;Total;St. Eustatius;St. Eustatius;2016;1101
1770;Total male and female;Total;St. Eustatius;St. Eustatius;2017;1107
1771;Total male and female;Total;St. Eustatius;St. Eustatius;2018;1124
1772;Total male and female;Total;St. Eustatius;St. Eustatius;2019;1087
1773;Total male and female;Total;St. Eustatius;St. Eustatius;2020;1082
1774;Total male and female;Total;St. Eustatius;St. Eustatius;2021;1095
1775;Total male and female;Total;St. Eustatius;St. Eustatius;2022;1098
1776;Total male and female;Total;St. Eustatius;St. Eustatius;2023;1082
1777;Total male and female;Total;St. Eustatius;St. Eustatius;2024;1058
1778;Total male and female;Total;St. Eustatius;Saba;2011;3
1779;Total male and female;Total;St. Eustatius;Saba;2012;3
1780;Total male and female;Total;St. Eustatius;Saba;2013;3
1781;Total male and female;Total;St. Eustatius;Saba;2014;4
1782;Total male and female;Total;St. Eustatius;Saba;2015;4
1783;Total male and female;Total;St. Eustatius;Saba;2016;5
1784;Total male and female;Total;St. Eustatius;Saba;2017;6
1785;Total male and female;Total;St. Eustatius;Saba;2018;6
1786;Total male and female;Total;St. Eustatius;Saba;2019;5
1787;Total male and female;Total;St. Eustatius;Saba;2020;3
1788;Total male and female;Total;St. Eustatius;Saba;2021;2
1789;Total male and female;Total;St. Eustatius;Saba;2022;3
1790;Total male and female;Total;St. Eustatius;Saba;2023;3
1791;Total male and female;Total;St. Eustatius;Saba;2024;2
1792;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2011;243
1793;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2012;242
1794;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2013;245
1795;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2014;247
1796;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2015;244
1797;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2016;238
1798;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2017;240
1799;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2018;232
1800;Total male and female;Total;St Kitts and Nevis;Caribbean Netherlands;2019;211
